SA2_CODE_2021,C21_450_549_1PF_CU15_DS,C21_450_549_1PF_CU15_NDS,C21_450_549_1PFnoCU15_DS,C21_450_549_1PF_NDCO,C21_450_549_Tot,C21_550_649_1PF_CU15_DS,C21_550_649_1PF_CU15_NDS,C21_550_649_1PFnoCU15_DS,C21_550_649_1PF_NDCO,C21_550_649_Tot,C21_650_749_1PF_CU15_DS,C21_650_749_1PF_CU15_NDS,C21_650_749_1PFnoCU15_DS,C21_650_749_1PF_NDCO,C21_650_749_Tot,C21_750_849_1PF_CU15_DS,C21_750_849_1PF_CU15_NDS,C21_750_849_1PFnoCU15_DS,C21_750_849_1PF_NDCO,C21_750_849_Tot,C21_850_949_1PF_CU15_DS,C21_850_949_1PF_CU15_NDS,C21_850_949_1PFnoCU15_DS,C21_850_949_1PF_NDCO,C21_850_949_Tot,C21_950over_1PF_CU15_DS,C21_950over_1PF_CU15_NDS,C21_950over_1PFnoCU15_DS,C21_950over_1PF_NDCO,C21_950over_Tot,C21_Rns_1PF_CU15_DS,C21_Rns_1PF_CU15_NDS,C21_Rns_1PFnoCU15_DS,C21_Rns_1PF_NDCO,C21_Rns_Tot,C21_Tot_1PF_CU15_DS,C21_Tot_1PF_CU15_NDS,C21_Tot_1PFnoCU15_DS,C21_Tot_1_pa_f_NDCO,C21_Tot_Tot
501011001,0,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,41,4,16,59
501011003,3,17,0,3,28,4,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,14,62,13,22,109
501011004,0,12,3,4,23,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,92,13,45,163
501011293,3,11,3,9,29,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,29,104,13,48,197
501011294,14,25,7,12,57,4,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,216,39,89,392
501021005,0,12,0,3,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,41,216,37,51,345
501021007,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,47,3,7,71
501021008,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,13,155,18,75,268
501021009,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,15,102,10,24,158
501021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,3,3,31
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,24,125,21,37,207
501021014,0,5,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,85,5,51,143
501021015,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,20,110,19,60,203
501021016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,3,9,48
501021251,0,9,4,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,6,7,21,135,26,31,219
501021252,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4
501021253,3,9,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,147,41,70,275
501021254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,127,8,61,212
501031017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,42,14,13,77
501031018,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,4,19,61
501031019,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,64,12,23,117
501031020,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,6,8,38
502011021,0,6,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,79,7,13,114
502011022,3,11,4,3,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,108,25,51,198
502011023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,30,162,24,56,276
502011024,4,14,4,8,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,49,211,42,82,391
502011025,0,6,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,28,221,40,129,420
502011026,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,5,78,11,30,128
502011027,3,20,3,8,28,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,39,269,40,77,425
502011028,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,36,165,29,88,324
502011029,0,3,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,93,20,45,180
503011030,0,4,0,0,5,0,0,0,0,5,3,5,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,14,6,0,27
503011031,0,17,6,7,39,4,9,11,4,30,3,6,3,3,15,3,8,0,0,8,0,0,0,6,4,0,3,3,3,12,0,0,0,0,0,17,65,38,29,154
503011032,0,3,3,6,8,0,7,0,6,11,0,5,0,0,5,8,5,0,0,11,0,4,0,0,3,5,11,0,3,20,0,0,0,0,0,10,32,14,19,67
503011033,4,5,3,3,16,0,5,0,0,7,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,26,18,8,51
503011034,0,6,3,0,16,0,9,0,0,6,0,3,5,0,14,3,3,0,0,5,0,0,0,0,6,3,4,0,0,10,0,0,0,0,0,8,62,24,22,116
503011035,3,9,7,6,24,0,7,11,4,24,0,7,0,0,17,0,3,0,0,12,0,0,0,0,5,8,8,0,0,16,0,0,0,0,3,23,67,43,15,152
503011036,0,5,0,4,10,0,7,3,0,11,0,0,4,0,5,0,0,4,0,9,0,3,0,0,8,0,5,3,0,15,0,0,7,0,8,12,37,27,17,89
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,0,14,0,12,25,4,8,0,5,21,0,7,0,0,7,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,82,12,35,143
503021039,0,18,7,8,31,5,7,9,4,20,0,4,6,0,13,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,102,32,51,195
503021040,0,15,3,3,21,0,8,3,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,69,17,22,107
503021042,3,37,14,7,66,3,21,7,8,36,5,13,5,0,24,3,3,0,0,14,0,8,0,0,11,0,5,0,5,7,0,0,5,0,7,30,136,49,45,255
503021043,5,18,6,7,29,4,8,5,3,18,9,5,4,3,14,5,0,0,0,8,0,4,0,0,8,0,0,0,0,4,0,5,0,0,5,24,131,40,42,235
503021295,5,13,9,9,38,0,3,6,4,16,4,8,0,8,13,0,0,0,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,12,59,27,50,150
503021296,3,15,5,4,26,3,4,0,0,12,0,0,0,0,7,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,7,82,19,35,150
503021297,0,9,8,6,26,0,8,7,5,13,0,0,0,4,5,0,3,0,0,4,0,0,0,0,4,0,0,3,0,0,0,5,0,0,6,6,53,27,40,123
504011044,3,9,0,12,24,0,6,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,9,30,187,27,91,338
504011045,0,21,18,17,56,0,9,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,15,46,194,67,122,429
504011046,4,16,3,7,26,0,5,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,137,18,57,229
