SA2_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
501011001,0,0,3,0,5,15,40,24,3,17,5,0,107,0,0,0,10,7,21,13,0,0,0,0,0,54,5,0,3,6,0,20,35,13,0,0,0,0,82,0,0,0,0,0,0,10,0,0,0,0,0,16,0,0,0,3,7,10,10,4,0,0,0,0,38,0,0,3,4,4,9,7,0,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,10,9,0,14,71,42,48,29,5,0,0,4,7,221,0,0,0,0,0,0,0,0,0,0,0,66,66,16,0,26,97,62,129,140,53,14,21,12,77,637,0,0,0,0,0,10,15,12,10,15,0,12,82,0,0,0,3,0,10,20,3,0,0,0,5,43,0,0,0,0,0,19,38,22,11,10,4,13,127,0,0,0,0,0,5,8,4,0,0,0,7,22,0,0,0,5,7
501011003,3,0,3,5,3,12,71,46,17,30,11,0,198,3,0,0,10,4,17,15,9,6,9,3,0,80,0,0,0,7,5,26,54,27,17,17,7,0,153,0,0,0,5,0,5,12,5,0,9,3,0,38,0,0,0,0,5,30,18,3,4,7,0,7,76,0,0,4,13,8,14,12,9,3,6,0,0,70,0,0,0,0,0,0,3,0,0,0,0,0,21,0,0,0,0,0,3,4,0,0,0,0,0,12,6,0,11,54,28,86,37,13,7,5,4,10,261,0,0,0,0,0,0,0,0,0,0,0,88,82,21,3,26,98,57,193,229,104,55,75,33,99,993,6,0,3,0,4,10,34,20,18,19,19,26,153,0,0,0,3,5,16,23,6,3,5,0,8,73,3,0,0,5,0,36,114,74,30,40,12,28,344,0,0,0,3,0,3,16,4,9,0,0,4,43,0,0,0,4,7
501011004,0,0,3,0,4,13,41,40,13,17,4,0,135,0,0,3,4,4,20,16,3,0,0,0,0,54,0,0,0,0,3,35,44,29,11,13,0,6,138,0,0,0,0,0,4,8,0,3,4,0,0,27,0,0,0,0,3,11,15,4,4,4,0,3,33,3,0,9,6,0,8,10,3,4,0,0,0,38,0,0,0,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,3,0,0,10,0,0,10,32,15,42,23,5,6,0,0,3,143,0,0,0,0,0,0,0,0,0,0,0,79,79,8,0,20,48,36,123,173,81,37,45,7,87,666,0,0,0,0,0,0,21,17,9,20,10,18,105,0,0,0,7,7,21,14,7,4,0,0,3,57,0,0,0,5,0,38,94,49,27,26,8,23,266,0,0,0,0,0,3,14,5,8,5,0,4,45,0,0,0,6,8
501011293,0,0,0,0,0,10,39,44,11,27,4,3,135,0,0,0,6,7,17,14,4,3,3,4,3,55,0,0,0,4,3,22,40,19,10,10,0,6,113,0,0,0,0,3,4,3,10,0,3,0,0,22,0,0,0,0,6,16,19,3,6,0,0,0,57,0,0,5,11,13,12,8,0,0,0,0,0,45,0,0,0,6,0,0,3,0,0,0,0,0,12,0,0,0,0,0,8,6,3,0,0,0,0,9,8,5,15,137,59,81,34,8,0,0,5,7,361,0,0,0,0,0,4,0,0,0,0,0,56,66,8,3,22,166,90,175,166,89,31,48,14,79,887,0,0,4,0,0,0,22,24,12,15,16,10,106,0,0,0,0,0,3,14,8,5,3,0,5,29,0,0,0,0,0,18,80,34,25,19,10,18,217,0,0,0,0,0,5,4,13,8,7,3,4,37,0,0,0,3,4
501011294,0,0,0,0,0,15,83,64,22,25,18,3,230,0,0,0,3,8,30,22,3,0,5,5,4,77,0,0,0,7,8,44,94,49,22,21,6,7,253,0,0,0,0,0,8,16,4,4,5,6,0,43,0,0,3,0,11,31,35,4,13,5,0,5,116,0,0,12,36,21,38,10,0,0,3,4,0,116,0,0,3,0,0,5,3,0,3,0,0,4,18,0,0,0,0,0,10,8,7,0,5,0,0,25,14,3,21,241,140,146,46,11,5,0,5,26,660,0,0,5,4,0,5,0,0,0,0,0,153,160,16,3,48,291,195,334,312,134,71,69,35,191,1701,0,0,0,4,4,11,42,45,36,63,20,26,259,0,0,0,8,4,22,20,15,7,3,0,9,87,0,0,0,3,11,58,172,119,46,56,11,36,511,0,0,0,0,0,9,23,10,13,10,0,11,74,0,0,0,3,18
501021005,0,0,0,0,3,8,57,98,44,92,30,4,342,0,0,0,0,5,11,12,8,0,10,0,0,56,0,0,0,0,0,26,99,59,33,58,3,3,283,0,0,0,0,0,4,7,8,7,14,0,0,50,0,0,0,9,10,37,69,9,37,3,0,7,190,0,0,4,23,23,44,15,0,5,0,0,0,115,3,0,0,0,0,0,7,3,3,0,0,0,21,0,0,0,0,0,0,3,4,0,3,0,4,15,3,0,24,162,72,83,34,7,4,8,0,13,406,0,0,0,3,0,0,0,0,0,0,0,141,143,10,0,30,199,118,218,302,199,138,191,38,177,1625,0,0,0,0,0,12,34,60,43,96,37,33,319,0,0,0,0,0,13,9,11,3,5,9,7,53,3,0,0,0,0,27,180,138,108,130,26,49,660,0,0,0,0,0,0,18,18,20,27,3,13,99,0,3,3,0,8
501021007,0,0,0,0,4,11,35,19,14,19,5,4,110,0,0,0,3,4,5,6,3,0,0,5,0,23,0,0,0,3,4,23,35,18,13,9,0,4,103,0,0,0,0,0,0,6,5,0,7,0,0,18,0,0,0,0,6,13,11,3,8,0,0,4,48,0,0,0,22,5,8,6,0,0,0,0,0,52,0,0,0,3,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,8,64,34,26,14,0,0,3,0,5,154,0,0,0,3,0,0,0,0,0,0,0,46,55,6,3,13,97,54,93,123,49,38,41,10,65,584,0,0,0,0,0,4,13,20,12,26,0,8,89,0,0,0,0,0,5,3,0,6,0,0,0,19,0,0,0,0,3,10,50,31,26,14,3,9,150,0,0,0,0,0,5,4,5,4,3,0,3,27,0,0,0,0,10
501021008,0,0,0,0,0,12,34,35,12,22,8,3,130,0,0,0,3,0,13,9,0,0,0,0,0,24,0,0,0,0,4,23,39,19,6,3,0,0,98,0,0,0,0,0,6,3,3,3,4,0,0,20,0,0,0,0,5,21,29,0,8,0,0,3,73,0,0,0,9,9,11,4,0,0,0,0,0,38,0,0,3,0,0,0,4,0,3,0,0,0,11,0,0,0,0,0,0,4,0,0,5,0,0,12,0,0,13,81,34,28,0,0,0,3,0,9,179,0,0,3,0,0,0,0,0,0,0,0,55,58,3,0,20,100,53,118,136,58,36,35,15,71,645,0,0,0,0,0,0,11,15,13,23,5,7,73,0,0,0,0,0,4,9,0,0,0,0,0,18,0,0,0,0,0,20,55,30,14,17,3,13,152,0,0,0,0,0,3,10,0,0,0,0,3,23,0,0,0,0,7
501021009,0,0,0,0,4,3,22,32,17,50,9,0,144,0,0,0,5,0,6,10,0,5,5,0,0,27,0,0,0,0,0,11,37,28,23,29,3,3,133,0,0,0,0,0,5,4,4,7,9,3,0,36,0,0,0,4,3,21,32,9,48,5,0,4,122,0,0,5,21,14,7,7,3,0,0,0,0,62,0,0,3,4,0,0,4,0,4,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,17,161,39,64,9,0,3,0,0,12,320,0,0,0,4,0,9,0,0,0,0,0,74,91,7,0,30,191,66,126,128,81,110,102,13,108,961,0,0,0,0,0,0,13,21,24,42,33,13,137,0,0,0,0,3,0,6,3,5,8,0,4,28,0,0,0,0,5,8,69,30,64,79,19,23,302,0,0,0,0,0,0,11,10,8,16,3,5,51,3,0,0,0,3
501021010,0,0,0,0,0,7,16,17,0,18,8,0,73,0,0,0,0,6,5,3,3,0,0,0,0,22,0,0,0,0,0,5,16,6,8,8,0,0,57,0,0,0,0,3,3,3,0,0,0,0,0,15,0,0,0,0,3,9,6,3,3,0,0,0,28,0,0,0,3,8,3,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,6,0,0,0,0,9,0,0,10,34,12,11,6,0,0,6,0,9,78,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,13,39,26,54,59,37,14,36,10,40,337,0,0,0,0,0,5,5,17,3,18,4,3,55,0,0,0,6,0,0,5,3,0,0,0,3,17,0,0,0,0,6,11,32,22,23,30,3,15,127,0,0,0,0,0,0,6,0,0,5,0,5,20,0,0,0,0,6
