SA2_CODE_2021,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85over,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85over,C16_F_InfTec_Tot,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85over,C16_F_EngRT_Tot,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85over,C16_F_ArchBuild_Tot,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RS_85over,C16_F_AgEnv_RS_Tot,C16_F_Health_15_19,C16_F_Health_20_24,C16_F_Health_25_34,C16_F_Health_35_44,C16_F_Health_45_54,C16_F_Health_55_64,C16_F_Health_65_74,C16_F_Health_75_84,C16_F_Health_85over,C16_F_Health_Tot,C16_F_Educ_15_19,C16_F_Educ_20_24,C16_F_Educ_25_34,C16_F_Educ_35_44,C16_F_Educ_45_54,C16_F_Educ_55_64,C16_F_Educ_65_74,C16_F_Educ_75_84,C16_F_Educ_85over,C16_F_Educ_Tot,C16_F_MngtCom_15_19,C16_F_MngtCom_20_24,C16_F_MngtCom_25_34,C16_F_MngtCom_35_44,C16_F_MngtCom_45_54,C16_F_MngtCom_55_64,C16_F_MngtCom_65_74,C16_F_MngtCom_75_84,C16_F_MngtCom_85over,C16_F_MngtCom_Tot,C16_F_Soc_cult_15_19,C16_F_Soc_cult_20_24,C16_F_Soc_cult_25_34,C16_F_Soc_cult_35_44,C16_F_Soc_cult_45_54,C16_F_Soc_cult_55_64,C16_F_Soc_cult_65_74,C16_F_Soc_cult_75_84,C16_F_Soc_cult_85over,C16_F_Soc_cult_Tot,C16_F_Creative_art_15_19,C16_F_Creative_art_20_24,C16_F_Creative_art_25_34,C16_F_Creative_art_35_44,C16_F_Creative_art_45_54,C16_F_Creative_art_55_64,C16_F_Creative_art_65_74,C16_F_Creative_art_75_84,C16_F_Creative_art_85over,C16_F_Creative_art_Tot,C16_F_FoodHos_PS_15_19,C16_F_FoodHos_PS_20_24,C16_F_FoodHos_PS_25_34,C16_F_FoodHos_PS_35_44,C16_F_FoodHos_PS_45_54,C16_F_FoodHos_PS_55_64,C16_F_FoodHos_PS_65_74,C16_F_FoodHos_PS_75_84,C16_F_FoodHos_PS_85over,C16_F_FoodHos_PS_Tot,C16_F_MixFld_pr_15_19,C16_F_MixFld_pr_20_24,C16_F_MixFld_pr_25_34,C16_F_MixFld_pr_35_44,C16_F_MixFld_pr_45_54,C16_F_MixFld_pr_55_64,C16_F_MixFld_pr_65_74,C16_F_MixFld_pr_75_84,C16_F_MixFld_pr_85over,C16_F_MixFld_pr_Tot,C16_F_FldStu_ID_15_19,C16_F_FldStu_ID_20_24,C16_F_FldStu_ID_25_34,C16_F_FldStu_ID_35_44,C16_F_FldStu_ID_45_54,C16_F_FldStu_ID_55_64,C16_F_FldStu_ID_65_74,C16_F_FldStu_ID_75_84,C16_F_FldStu_ID_85over,C16_F_FldStu_ID_Tot,C16_F_FldStu_NS_15_19,C16_F_FldStu_NS_20_24,C16_F_FldStu_NS_25_34,C16_F_FldStu_NS_35_44,C16_F_FldStu_NS_45_54,C16_F_FldStu_NS_55_64,C16_F_FldStu_NS_65_74,C16_F_FldStu_NS_75_84,C16_F_FldStu_NS_85over,C16_F_FldStu_NS_Tot,C16_F_Tot_15_19,C16_F_Tot_20_24,C16_F_Tot_25_34,C16_F_Tot_35_44,C16_F_Tot_45_54,C16_F_Tot_55_64,C16_F_Tot_65_74,C16_F_Tot_75_84,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_NatPhy_sci_15_19,C21_F_NatPhy_sci_20_24,C21_F_NatPhy_sci_25_34,C21_F_NatPhy_sci_35_44,C21_F_NatPhy_sci_45_54,C21_F_NatPhy_sci_55_64,C21_F_NatPhy_sci_65_74,C21_F_NatPhy_sci_75_84,C21_F_NatPhy_sci_85over,C21_F_NatPhy_sci_Tot,C21_F_InfTec_15_19,C21_F_InfTec_20_24,C21_F_InfTec_25_34,C21_F_InfTec_35_44,C21_F_InfTec_45_54,C21_F_InfTec_55_64,C21_F_InfTec_65_74,C21_F_InfTec_75_84,C21_F_InfTec_85over,C21_F_InfTec_Tot,C21_F_EngRT_15_19,C21_F_EngRT_20_24,C21_F_EngRT_25_34,C21_F_EngRT_35_44,C21_F_EngRT_45_54,C21_F_EngRT_55_64,C21_F_EngRT_65_74,C21_F_EngRT_75_84,C21_F_EngRT_85over,C21_F_EngRT_Tot,C21_F_ArchBuild_15_19,C21_F_ArchBuild_20_24,C21_F_ArchBuild_25_34,C21_F_ArchBuild_35_44,C21_F_ArchBuild_45_54,C21_F_ArchBuild_55_64,C21_F_ArchBuild_65_74,C21_F_ArchBuild_75_84,C21_F_ArchBuild_85over,C21_F_ArchBuild_Tot,C21_F_AgEnv_RS_15_19,C21_F_AgEnv_RS_20_24,C21_F_AgEnv_RS_25_34,C21_F_AgEnv_RS_35_44,C21_F_AgEnv_RS_45_54,C21_F_AgEnv_RS_55_64,C21_F_AgEnv_RS_65_74,C21_F_AgEnv_RS_75_84,C21_F_AgEnv_RS_85over,C21_F_AgEnv_RS_Tot
501011001,0,0,8,19,11,10,0,0,0,47,0,0,0,0,0,0,0,0,0,7,0,0,4,0,7,0,0,0,0,18,0,0,4,4,8,0,0,0,0,15,0,0,8,17,10,10,3,0,0,50,0,0,32,39,35,51,41,11,7,220,0,3,32,36,39,56,35,16,5,230,6,12,38,52,48,38,30,9,0,227,6,7,17,33,37,39,14,3,0,161,0,0,14,14,10,9,4,3,5,63,0,0,18,27,23,15,10,4,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,12,16,0,19,42,37,47,26,25,12,235,31,31,202,282,250,283,179,79,36,1366,0,0,3,23,11,10,10,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,0,0,0,0,22,0,0,8,8,3,0,0,0,0,20,0,3,13,25,19,12,6,0,0,80
501011003,0,6,18,38,9,4,3,0,0,81,0,0,6,3,6,0,5,0,0,12,0,4,10,10,3,4,4,0,0,37,0,0,10,12,5,4,0,0,0,36,0,3,18,26,7,9,4,0,0,64,4,6,63,84,79,85,78,35,4,436,0,8,45,112,83,92,45,16,5,407,3,17,114,122,92,60,52,23,3,491,3,5,50,80,60,52,24,11,0,288,0,3,34,42,35,19,11,10,5,151,0,11,50,55,40,24,13,0,3,200,0,0,0,0,0,0,0,0,0,3,0,0,6,4,7,0,5,0,0,24,23,25,61,77,61,71,48,15,4,377,37,95,484,659,490,424,291,103,24,2605,0,0,15,29,26,14,15,0,0,106,0,0,0,0,4,4,0,0,0,6,3,4,10,7,10,9,4,3,0,53,0,0,7,10,11,3,0,0,0,39,0,0,17,26,16,19,3,0,0,85
501011004,0,0,19,37,15,3,0,0,0,77,0,0,3,6,0,0,0,0,0,15,0,0,10,13,0,4,0,0,0,36,0,0,3,8,6,0,0,0,0,31,0,3,21,26,15,8,0,0,0,70,0,5,59,89,56,63,28,12,9,322,0,9,64,89,74,89,32,19,0,376,8,13,81,103,66,50,21,7,0,357,9,20,71,97,53,41,27,4,6,320,5,7,43,38,16,18,9,0,4,145,8,15,68,39,34,16,14,0,0,191,0,0,0,0,0,0,0,0,0,8,0,0,10,8,4,4,0,0,0,23,46,16,51,62,48,51,28,27,4,332,71,97,511,608,405,350,159,64,31,2292,0,0,29,38,25,4,6,0,0,98,0,0,7,10,0,3,5,0,0,16,0,0,8,19,7,3,3,3,0,47,0,0,10,9,12,3,3,0,0,36,0,3,3,36,9,10,3,0,0,72
501011293,0,5,6,10,7,5,0,0,0,35,0,0,4,5,4,0,0,0,0,15,0,0,11,3,5,0,0,0,0,21,0,0,0,6,4,3,0,0,0,13,0,4,7,6,4,6,4,0,0,35,7,10,35,72,67,55,42,23,5,314,4,3,29,75,76,56,41,12,0,292,14,36,64,71,76,50,44,21,6,379,8,17,51,63,59,58,20,6,0,286,0,6,3,12,11,9,7,3,0,45,0,17,38,27,29,15,18,4,6,157,0,0,3,0,0,0,5,0,0,8,0,0,0,4,5,5,5,0,0,19,33,20,37,37,45,55,54,50,17,349,66,115,303,389,393,320,239,111,32,1968,0,0,7,13,10,9,5,3,0,42,0,0,3,6,5,0,0,0,0,17,0,4,3,6,5,0,3,0,3,29,0,0,3,8,3,0,4,0,0,15,0,4,8,7,7,5,4,0,0,38
501011294,0,7,15,27,15,4,6,5,0,76,0,4,0,3,4,6,0,0,0,23,0,5,5,16,10,5,3,12,3,51,0,0,3,15,5,5,9,0,0,27,0,10,22,26,13,14,8,5,0,87,9,20,94,117,130,141,104,56,24,680,0,16,88,140,126,118,75,30,3,588,26,49,142,197,149,112,70,33,10,797,20,39,88,123,116,100,46,18,0,556,0,14,25,34,19,11,11,10,3,125,10,30,93,69,61,34,34,5,0,344,0,0,5,0,4,0,0,0,0,7,0,0,3,10,3,0,0,0,0,27,41,32,47,73,88,97,104,139,143,774,108,214,632,845,741,647,474,311,194,4168,0,4,11,22,27,20,5,3,0,92,0,0,6,9,3,6,3,0,0,23,0,3,9,11,12,7,8,8,4,58,0,3,6,8,9,3,0,4,0,35,0,7,13,22,22,14,5,3,0,94
501021005,0,0,18,29,25,12,4,0,0,92,0,0,8,9,3,0,0,0,0,24,0,9,20,23,10,9,8,4,0,84,0,0,10,8,8,4,0,0,0,33,0,4,12,17,8,7,0,0,0,45,5,23,110,113,110,128,68,28,3,596,5,16,110,146,135,113,57,18,7,603,21,54,218,162,151,92,54,15,3,774,15,29,113,141,102,92,32,5,0,535,3,6,26,26,18,10,7,7,3,108,10,37,78,68,50,34,18,7,0,292,3,0,0,0,0,0,0,3,0,7,0,0,11,9,8,0,0,0,0,32,52,33,71,93,93,80,87,56,25,586,113,207,806,839,723,577,339,143,38,3796,0,0,17,22,25,22,4,3,0,99,0,0,11,7,5,7,0,0,0,38,3,12,32,27,17,13,8,4,0,123,0,0,4,7,11,3,0,0,0,25,0,5,17,21,17,17,0,0,0,73
501021007,0,0,3,9,10,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,6,0,8,6,6,4,0,0,0,29,0,0,5,3,0,0,0,0,0,6,0,0,12,3,10,0,0,0,0,36,7,8,38,31,46,41,22,5,0,192,0,3,19,45,44,28,21,7,0,172,9,16,46,48,39,34,15,0,0,198,0,11,28,41,48,33,18,0,0,179,4,0,7,10,9,0,0,0,0,29,0,6,16,10,18,13,4,0,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,14,21,9,16,20,38,31,23,20,5,190,37,67,202,230,271,201,106,32,5,1143,0,0,3,8,10,8,0,0,0,33,0,0,0,4,3,0,0,0,0,9,0,3,5,10,0,6,3,0,0,25,0,3,0,0,0,5,0,0,0,14,0,4,3,15,11,5,0,0,0,44
501021008,0,0,13,3,3,0,0,0,0,27,0,0,4,8,0,0,0,0,0,15,0,3,12,9,3,0,3,0,0,34,0,0,4,5,0,0,0,0,0,6,6,9,3,6,3,0,0,0,0,24,3,9,36,28,38,40,19,10,5,195,0,7,30,25,24,18,8,3,0,125,12,38,75,47,39,45,14,5,0,271,8,20,39,49,55,44,12,3,0,229,4,7,9,3,4,0,5,0,0,41,7,15,31,21,4,7,3,0,3,96,4,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,10,17,22,35,45,40,44,38,32,24,299,55,127,297,262,227,207,108,65,38,1380,0,10,14,8,5,4,5,0,0,36,0,0,3,4,0,0,0,0,0,6,0,4,9,5,4,0,3,0,3,38,0,0,0,0,5,0,0,0,0,11,0,6,11,13,5,5,0,0,0,33
501021009,0,0,4,4,8,4,0,0,0,21,0,0,0,5,0,0,0,0,0,6,0,6,7,6,3,5,3,0,3,45,0,0,0,0,3,0,0,0,0,8,0,0,3,3,9,0,0,0,0,20,0,7,17,30,27,72,40,12,0,219,0,15,43,49,51,39,23,3,0,227,14,37,76,73,48,31,20,4,0,298,9,17,49,33,58,40,13,5,0,222,0,0,7,4,0,3,4,0,0,24,10,13,41,31,20,6,4,3,0,131,0,4,0,0,0,0,0,4,0,17,0,0,0,0,3,0,0,0,0,14,50,26,54,40,55,64,67,53,26,438,84,129,309,291,304,275,174,81,39,1691,0,0,4,0,4,0,3,0,0,17,0,0,0,3,0,0,0,0,0,3,0,8,6,9,13,0,0,0,0,42,0,0,0,0,3,0,0,0,0,12,3,8,8,7,6,4,0,0,0,33
501021010,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,10,3,0,0,0,0,20,0,0,0,4,3,0,0,0,0,4,0,0,0,0,9,6,0,0,0,16,0,4,17,22,33,29,9,5,0,126,0,4,12,21,35,43,14,6,0,126,4,3,20,30,37,22,8,3,0,122,0,3,16,15,21,8,0,0,0,73,0,0,3,3,3,3,5,0,0,22,0,3,5,16,15,7,8,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,15,9,10,16,19,9,3,86,20,25,94,128,168,140,61,22,5,675,0,0,0,0,3,8,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,3,8,3,3,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,3,5,0,0,5,5,0,0,29
