SA2_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
501011001,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,12,0,0,0,16,32,0,0,50,10,0,4,0,10,31,0,25,67,5,0,3,0,8,4,0,0,8,0,0,0,0,4,4,0,3,17,14,7,8,0,25,34,0,32,88,10,9,0,0,19,8,6,4,39,710,563,149,10,1437,514,47,242,2242,820,661,160,14,1650,530,55,256,2497,3,5,4,0,15,37,0,3,58,0,0,0,0,0,18,0,5,18,12,5,4,0,17,51,0,8,78,3,3,0,0,5,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,13,0,0,18,16,3,0,0,19,30,0,37,87,0,0,0,0,0,8,0,11,16,0,0,0,0
501011003,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,5,0,0,8,3,0,0,6,18,4,0,0,20,39,4,16,79,5,3,0,0,6,6,0,0,15,9,0,0,0,3,0,0,0,7,29,6,0,0,34,43,5,18,100,6,9,0,0,16,6,0,5,28,1184,1250,268,10,2706,632,119,344,3799,1309,1287,283,17,2901,667,108,428,4106,55,50,16,0,121,52,11,36,212,27,28,8,0,59,19,0,15,96,83,75,18,0,178,72,11,46,301,13,0,0,0,18,10,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,15,4,0,0,19,8,0,6,37,19,5,4,0,29,52,0,32,109,0,0,0,0,3,0,0,9,8,0,0,0,0
501011004,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,0,13,10,3,0,0,18,17,4,83,122,0,0,0,0,0,0,0,7,9,5,0,0,0,6,0,0,0,5,18,8,0,0,20,17,4,95,136,3,11,0,0,11,3,0,13,27,829,1035,367,14,2246,665,137,364,3413,900,1117,388,19,2422,643,139,275,3476,11,16,11,0,35,80,7,7,139,17,7,10,0,39,38,6,7,91,34,28,22,0,75,117,14,20,226,0,0,3,0,10,10,5,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,4,0,3,0,10,10,5,3,24,3,0,0,0,4,10,10,73,98,0,0,0,0,0,0,0,24,24,0,0,0,0
501011293,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,7,0,0,8,0,0,0,0,0,4,0,0,9,33,0,0,0,40,56,0,21,112,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,11,39,3,0,0,41,57,0,28,125,3,0,0,0,4,5,0,4,13,1038,901,333,29,2298,763,75,234,3376,1161,891,351,29,2431,714,90,127,3363,41,9,28,0,73,140,0,30,249,12,3,0,0,15,15,0,9,48,50,13,30,0,99,155,3,46,297,0,0,0,0,5,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,9,4,0,0,8,3,5,5,0,9,10,0,0,18,31,0,0,0,29,51,0,8,96,0,0,0,0,0,0,0,41,40,0,8,0,0
501011294,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,4,0,0,7,14,0,11,32,117,9,9,4,130,109,3,74,317,0,0,0,0,3,4,0,0,3,3,0,0,0,3,0,0,0,4,118,6,9,4,142,111,3,72,329,8,7,3,0,18,3,0,3,25,1989,1910,704,39,4642,1541,159,413,6749,2049,1930,702,32,4713,1435,150,262,6554,209,29,51,3,293,452,19,43,807,28,14,4,0,44,38,10,12,100,242,43,52,3,346,492,25,53,908,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,12,5,0,0,15,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,0,0,14,14,3,0,0,15,14,3,0,32,18,3,0,0,27,53,4,71,148,0,0,0,0,3,0,0,12,19,3,0,0,0
501021005,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,9,3,10,0,16,24,0,11,52,14,0,3,0,18,51,3,34,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,18,51,3,40,110,3,4,5,0,13,3,0,0,15,1831,2325,582,45,4776,1015,101,386,6273,1993,2413,723,37,5167,987,119,174,6452,66,15,16,4,99,143,0,13,253,0,4,0,0,4,0,0,0,6,66,14,16,4,102,142,0,13,260,6,0,5,0,18,26,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,18,26,0,0,43,20,6,0,0,25,62,0,70,156,0,0,0,0,0,7,0,45,51,0,0,0,0
501021007,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,16,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,0,0,3,3,0,0,0,4,0,0,5,7,4,3,0,0,3,5,0,0,8,653,567,209,13,1446,356,45,138,1982,687,591,202,11,1494,365,39,114,2016,18,7,11,0,31,43,0,11,82,0,0,0,0,3,0,0,0,3,19,7,11,0,33,43,0,11,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,3,4,0,0,0,0
501021008,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,637,553,364,33,1582,806,135,197,2718,569,458,379,30,1434,686,101,133,2353,51,27,57,3,142,284,23,42,486,0,0,0,0,0,8,0,3,13,51,27,61,3,145,292,23,44,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0
501021009,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,19,0,0,0,0,0,14,0,0,20,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,12,3,3,0,0,9,10,0,4,29,4,0,0,0,3,9,0,4,15,949,926,364,32,2271,941,64,245,3518,973,803,366,26,2164,919,81,208,3374,23,8,9,0,36,69,0,20,123,0,0,0,0,0,0,0,0,0,23,8,9,0,36,69,0,20,123,18,6,7,0,33,70,4,12,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,7,0,34,70,4,12,112,5,0,4,0,9,3,0,4,19,0,0,0,0,0,0,0,8,8,0,0,0,0
501021010,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,14,14,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,19,14,0,5,37,4,0,0,0,3,6,0,0,7,375,390,85,3,857,193,21,79,1151,422,384,86,0,902,211,10,69,1192,0,3,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,3,3,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,36,0,18,68,0,0,0,0,0,0,0,0,5,0,0,0,0
