SA2_CODE_2021,C16_C_Lat_Da_Saint_0_14,C16_C_Lat_Da_Saint_15_24,C16_C_Lat_Da_Saint_25_34,C16_C_Lat_Da_Saint_35_44,C16_C_Lat_Da_Saint_45_54,C16_C_Lat_Da_Saint_55_64,C16_C_Lat_Da_Saint_65_74,C16_C_Lat_Da_Saint_75_84,C16_C_Lat_Da_Saint_85ov,C16_C_Lat_Da_Saint_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Orth_Tot,C16_C_Oth_Prot_0_14,C16_C_Oth_Prot_15_24,C16_C_Oth_Prot_25_34,C16_C_Oth_Prot_35_44,C16_C_Oth_Prot_45_54,C16_C_Oth_Prot_55_64,C16_C_Oth_Prot_65_74,C16_C_Oth_Prot_75_84,C16_C_Oth_Prot_85ov,C16_C_Oth_Prot_Tot,C16_C_Pentec_0_14,C16_C_Pentec_15_24,C16_C_Pentec_25_34,C16_C_Pentec_35_44,C16_C_Pentec_45_54,C16_C_Pentec_55_64,C16_C_Pentec_65_74,C16_C_Pentec_75_84,C16_C_Pentec_85ov,C16_C_Pentec_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_C_Unit_Chur_0_14,C16_C_Unit_Chur_15_24,C16_C_Unit_Chur_25_34,C16_C_Unit_Chur_35_44,C16_C_Unit_Chur_45_54,C16_C_Unit_Chur_55_64,C16_C_Unit_Chur_65_74,C16_C_Unit_Chur_75_84,C16_C_Unit_Chur_85ov,C16_C_Unit_Chur_Tot,C16_Chr_Ch_nfd_0_14,C16_Chr_Ch_nfd_15_24,C16_Chr_Ch_nfd_25_34,C16_Chr_Ch_nfd_35_44,C16_Chr_Ch_nfd_45_54,C16_Chr_Ch_nfd_55_64,C16_Chr_Ch_nfd_65_74,C16_Chr_Ch_nfd_75_84,C16_Chr_Ch_nfd_85ov,C16_Chr_Ch_nfd_Tot,C16_Chr_Oth_Ch_0_14,C16_Chr_Oth_Ch_15_24,C16_Chr_Oth_Ch_25_34,C16_Chr_Oth_Ch_35_44,C16_Chr_Oth_Ch_45_54,C16_Chr_Oth_Ch_55_64,C16_Chr_Oth_Ch_65_74,C16_Chr_Oth_Ch_75_84,C16_Chr_Oth_Ch_85ov,C16_Chr_Oth_Ch_Tot,C16_Chr_Tot_0_14,C16_Chr_Tot_15_24,C16_Chr_Tot_25_34,C16_Chr_Tot_35_44,C16_Chr_Tot_45_54,C16_Chr_Tot_55_64,C16_Chr_Tot_65_74,C16_Chr_Tot_75_84,C16_Chr_Tot_85ov,C16_Chr_Tot_Tot,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85ov,C16_OR_AusAborTrade_Tot,C16_OR_Sikh_0_14,C16_OR_Sikh_15_24,C16_OR_Sikh_25_34,C16_OR_Sikh_35_44,C16_OR_Sikh_45_54,C16_OR_Sikh_55_64,C16_OR_Sikh_65_74,C16_OR_Sikh_75_84,C16_OR_Sikh_85ov,C16_OR_Sikh_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_OR_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_OthRel_Tot_0_14,C16_OthRel_Tot_15_24,C16_OthRel_Tot_25_34,C16_OthRel_Tot_35_44,C16_OthRel_Tot_45_54,C16_OthRel_Tot_55_64,C16_OthRel_Tot_65_74,C16_OthRel_Tot_75_84,C16_OthRel_Tot_85ov,C16_OthRel_Tot_Tot,C16_SBOSB_N_RA_0_14,C16_SBOSB_N_RA_15_24,C16_SBOSB_N_RA_25_34,C16_SBOSB_N_RA_35_44,C16_SBOSB_N_RA_45_54,C16_SBOSB_N_RA_55_64,C16_SBOSB_N_RA_65_74,C16_SBOSB_N_RA_75_84,C16_SBOSB_N_RA_85ov,C16_SBOSB_N_RA_Tot
501011001,3,0,0,3,0,0,0,0,0,11,3,0,0,3,3,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,21,0,0,0,5,0,5,0,0,0,12,7,0,5,7,11,21,11,13,5,83,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,20,6,4,16,22,44,40,41,23,212,37,8,11,20,33,31,25,6,5,172,0,0,0,0,0,7,0,0,0,9,319,106,136,256,364,443,430,227,87,2370,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,0,3,0,17,0,3,3,6,0,3,0,3,0,17,582,210,279,407,291,309,184,61,15,2342
501011003,10,0,0,5,0,4,0,0,0,18,0,0,5,4,4,4,4,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,3,0,27,8,6,0,6,4,0,4,0,0,36,13,3,10,6,19,31,28,8,4,128,4,0,0,0,3,6,4,0,0,20,8,0,0,0,3,6,4,0,0,27,37,11,12,34,40,65,62,32,3,292,30,32,19,23,38,55,25,5,0,237,0,0,0,4,0,0,6,0,0,11,870,328,328,642,741,756,742,282,70,4770,0,0,18,0,0,0,0,0,0,20,0,0,7,8,3,3,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,14,0,7,5,3,0,7,0,0,32,14,5,7,5,3,0,7,0,0,36,1128,346,668,754,539,427,234,74,22,4195
501011004,9,0,0,7,0,0,0,0,0,12,0,0,0,0,6,9,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,11,5,0,3,0,5,0,0,0,0,12,6,9,5,10,20,27,7,9,9,104,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,19,14,7,14,16,32,34,12,7,170,23,12,14,20,21,10,9,3,0,118,0,0,0,0,0,0,0,0,0,3,485,268,294,450,440,469,300,149,73,2931,10,0,8,4,0,0,0,0,0,24,18,4,8,4,0,0,4,0,0,45,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,22,3,0,3,5,3,9,0,0,0,27,6,6,13,5,3,7,0,0,0,46,1275,404,789,881,583,406,179,60,24,4603
501011293,6,5,0,3,0,0,4,0,0,13,3,0,0,4,0,5,5,3,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,4,0,21,6,10,0,6,8,6,9,0,0,56,3,6,4,10,17,34,30,18,8,138,10,0,4,0,0,8,0,0,0,30,0,0,0,5,3,9,0,4,4,33,27,11,4,17,42,67,54,42,24,282,66,47,25,36,32,19,25,7,0,259,5,0,0,0,5,0,0,0,0,13,752,385,272,516,674,690,724,381,123,4519,3,0,8,4,0,0,0,0,0,21,26,10,16,24,4,5,5,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,4,0,5,0,0,0,19,12,3,0,14,3,6,0,0,0,38,11,3,13,12,3,4,0,0,0,55,754,454,433,425,380,303,204,78,10,3039
501011294,0,4,0,3,7,6,6,3,0,28,14,4,6,14,8,12,15,7,0,73,0,0,0,0,0,0,0,0,0,0,3,0,5,7,9,21,5,11,8,72,34,12,10,22,8,21,12,4,0,117,38,24,13,26,51,53,68,43,17,337,11,4,0,5,4,10,4,5,0,40,6,9,5,6,14,12,8,14,10,80,43,39,20,56,78,111,147,108,41,647,175,74,78,77,94,65,53,17,5,631,3,0,0,5,0,0,4,0,0,14,1487,762,622,1006,1282,1355,1421,865,381,9190,6,4,16,11,4,0,3,0,0,47,14,11,15,8,7,5,4,0,0,60,0,0,0,0,0,0,3,0,0,8,3,0,0,4,0,0,0,0,0,6,3,0,9,0,0,0,0,0,0,18,6,3,4,9,0,4,4,0,0,39,11,6,17,12,0,7,4,0,0,63,1636,873,840,935,729,614,408,151,84,6269
501021005,35,19,14,16,10,10,3,0,0,98,5,4,5,5,5,13,10,0,0,47,0,0,0,0,0,0,0,0,0,0,8,3,4,3,16,14,12,5,0,70,36,11,25,11,19,15,10,7,0,133,51,15,24,35,53,66,55,23,5,324,4,0,0,0,4,5,5,3,3,17,19,5,4,10,12,6,3,0,7,62,55,32,29,49,67,89,122,47,9,485,158,65,74,92,82,81,41,9,6,618,10,6,3,8,7,7,7,0,0,43,1844,897,906,1222,1394,1363,1045,433,122,9225,19,3,13,11,9,0,0,0,0,57,30,9,17,14,4,6,0,0,0,80,4,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,11,3,8,6,8,13,14,3,0,0,55,6,10,10,11,13,11,3,0,0,65,1916,904,1058,917,732,519,228,90,20,6373
501021007,7,0,0,0,0,0,0,0,0,16,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,14,3,0,0,0,0,5,0,0,0,10,13,10,9,9,13,34,27,12,0,127,0,0,0,0,0,0,0,0,0,4,6,0,0,3,3,7,3,4,0,32,19,15,12,17,32,46,52,21,5,212,47,18,29,28,17,26,22,0,0,186,0,0,0,3,0,4,0,0,0,10,454,232,193,303,439,453,414,156,35,2677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,6,3,6,0,0,20,0,3,3,8,6,6,6,0,0,22,507,236,272,275,279,229,112,25,9,1948
501021008,7,0,4,0,6,0,0,0,0,28,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,15,5,0,5,38,9,6,13,6,11,3,7,0,0,55,9,0,13,11,7,16,11,5,0,80,0,0,0,6,3,9,9,0,0,27,0,6,0,3,8,0,0,7,0,20,10,13,12,19,12,41,35,20,10,171,35,19,26,22,28,24,10,3,0,160,6,0,0,0,0,3,0,0,0,10,434,329,306,381,479,515,413,247,134,3238,8,0,10,7,3,0,0,0,0,33,15,0,7,4,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,10,3,0,0,0,0,0,10,4,5,5,5,0,0,3,0,0,30,4,5,10,8,4,0,3,0,0,43,525,410,455,302,274,203,104,41,26,2339
501021009,4,0,4,4,0,0,0,0,0,15,3,0,0,4,3,0,0,0,0,16,0,0,4,0,0,0,0,0,0,5,0,0,5,0,5,14,6,9,0,36,0,4,0,6,3,5,7,3,0,20,3,3,3,4,11,33,26,6,4,103,0,0,0,4,10,16,0,6,0,44,0,0,0,0,4,3,0,0,0,15,38,25,20,39,37,72,77,20,22,348,56,24,25,31,28,36,23,8,0,229,0,0,0,4,0,0,0,0,0,7,686,453,404,484,691,845,681,297,96,4631,0,0,4,5,0,0,3,0,0,13,4,0,7,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,8,4,5,10,5,3,0,0,41,4,6,4,9,10,5,3,0,0,43,844,499,450,385,375,329,180,59,11,3138
501021010,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,12,10,0,3,8,0,5,0,0,0,28,9,6,4,9,13,17,14,7,0,72,0,0,0,0,0,0,4,0,0,7,4,0,3,5,0,0,0,0,0,14,8,10,4,9,26,20,14,17,0,105,32,5,16,14,14,14,5,4,0,112,0,7,0,0,3,0,0,0,0,14,362,210,125,227,365,315,216,103,18,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,229,116,110,111,141,126,62,10,3,905
