SA2_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
501011001,607,443,112,9,1173,355,39,139,1698,3,0,7,0,12,22,3,0,37,4,0,0,0,4,4,0,3,7,11,0,7,0,13,28,3,3,40,8,5,0,0,7,30,0,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,5,0,0,7,34,0,6,42,11,4,0,0,11,20,0,20,52,0,0,0,0,0,0,0,11,16,7,4,0,0,6,3,0,0,8,13,3,4,0,18,21,0,31,82,0,0,0,0,0,0,0,5,5,632,450,119,9,1216,437,43,173,1870,667,548,141,11,1360,427,43,200,2037,7,3,0,0,12,7,0,4,28,0,0,0,0,0,0,0,0,0,7,3,0,0,12,7,0,4,28,12,0,0,0,16,32,0,0,50,0,0,0,0,0,0,0,0,0,0,0
501011003,930,1033,201,12,2178,480,107,192,2955,9,0,4,0,16,16,4,9,41,9,3,13,0,23,13,5,0,41,21,10,14,0,41,31,7,9,83,16,0,0,0,14,14,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,6,0,0,0,6,12,0,0,0,14,14,0,0,23,16,0,6,0,17,30,0,27,77,0,4,0,0,3,4,0,6,11,0,0,0,0,3,0,0,0,5,19,10,5,0,29,33,3,30,97,0,0,0,0,0,0,0,0,0,982,1045,220,17,2259,548,118,235,3158,1108,1212,254,13,2585,535,106,310,3534,15,7,3,0,27,37,0,10,79,19,14,7,0,42,12,3,3,56,36,20,10,0,64,45,6,18,132,0,5,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0
501011004,616,846,275,15,1749,450,105,247,2548,18,15,9,0,46,69,7,10,133,14,0,5,0,18,13,5,13,47,35,16,15,0,63,80,13,20,177,6,3,0,0,13,6,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,6,3,0,0,13,10,0,4,18,9,3,0,0,11,19,0,53,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,3,0,0,10,19,0,61,94,0,0,0,0,0,0,0,7,5,663,874,290,15,1838,563,117,332,2845,793,1002,338,13,2147,557,125,250,3076,17,13,21,0,52,58,0,7,121,0,6,4,0,6,22,0,3,35,17,14,24,0,60,78,4,6,151,0,3,0,0,4,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0
501011293,733,698,250,19,1697,389,43,86,2210,62,16,30,4,108,138,9,3,264,6,4,5,0,16,9,0,0,28,73,23,33,0,128,151,9,4,292,22,0,14,0,33,54,0,15,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,17,0,14,0,36,54,0,15,109,47,0,0,0,48,42,3,0,94,0,0,0,0,5,3,0,8,13,0,0,0,0,0,0,0,0,0,45,0,0,0,53,49,3,8,113,0,0,0,0,0,0,0,0,0,872,727,297,19,1911,643,48,117,2719,942,881,301,23,2146,528,67,160,2909,43,15,25,3,86,148,7,31,276,12,5,0,0,17,16,0,10,51,59,18,29,3,101,167,6,49,327,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
501011294,1499,1625,557,22,3707,903,115,174,4902,85,10,34,0,129,259,13,10,418,28,12,0,0,46,14,0,0,60,108,24,38,0,181,267,15,10,474,41,14,21,0,78,106,8,7,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,..,..,..,..,..,..,..,..,..,0,0,0,0,5,0,0,0,5,43,20,21,0,80,112,8,11,213,12,5,0,0,18,21,0,56,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,17,21,0,60,97,5,4,0,0,7,0,0,3,13,1671,1682,616,25,3992,1311,144,252,5698,1666,1824,629,34,4153,1028,133,264,5584,176,49,54,5,294,361,15,56,724,15,14,3,0,32,22,0,3,58,191,64,59,4,327,382,19,61,785,0,4,0,0,7,18,0,11,31,0,0,0,0,0,0,0,0,0,0,0
501021005,1528,1986,450,23,3994,613,94,209,4908,40,10,7,0,59,66,6,8,141,0,3,3,0,4,3,0,0,10,41,8,13,0,64,68,8,6,147,3,6,14,0,31,20,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,8,14,0,26,20,0,3,60,18,3,6,0,25,44,6,41,111,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,3,6,0,28,44,6,41,118,0,0,0,0,0,3,0,0,3,1596,2007,483,24,4112,750,110,263,5234,1740,2293,535,40,4607,824,96,306,5840,66,14,27,0,112,114,8,27,254,0,6,0,0,6,0,0,0,4,66,18,27,0,112,112,8,27,260,9,3,10,0,16,24,0,11,52,0,0,0,0,0,0,0,0,0,0,0
501021007,560,518,170,9,1260,317,31,99,1702,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,3,0,0,0,4,0,0,0,5,0,5,0,0,5,5,0,0,9,0,0,0,0,0,0,0,0,0,3,6,0,0,5,0,0,0,9,0,3,0,0,5,0,0,5,11,565,524,170,9,1269,329,31,107,1733,632,559,202,13,1409,319,40,126,1891,9,4,7,0,14,34,0,3,56,0,0,0,0,0,0,0,0,0,9,4,7,0,14,34,0,3,56,6,0,4,0,8,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0
501021008,583,511,282,23,1399,548,94,125,2167,40,30,38,0,113,93,14,24,245,0,0,0,0,0,0,0,0,0,40,30,38,0,113,93,14,24,242,14,14,6,3,35,86,8,15,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,14,14,6,3,35,86,8,15,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,554,327,26,1549,730,120,164,2556,561,514,302,23,1401,528,111,152,2197,68,37,63,4,177,265,20,36,509,4,0,0,0,4,5,0,0,9,71,37,63,4,178,274,21,36,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021009,906,986,339,32,2259,748,65,118,3190,15,5,4,0,24,55,5,3,85,0,0,0,0,0,0,0,0,0,15,5,4,0,24,55,5,3,85,17,0,6,0,13,39,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4,0,0,0,8,19,0,4,28,11,0,3,0,19,57,0,9,87,5,0,0,0,8,17,0,18,49,0,0,0,0,0,0,0,0,0,3,6,0,0,6,9,0,5,16,11,9,0,0,22,23,0,25,68,0,0,0,0,0,0,0,0,0,943,1004,342,32,2327,884,70,152,3436,925,916,348,29,2227,817,57,225,3330,15,5,7,0,24,87,0,14,126,0,0,0,0,0,0,0,0,0,15,5,7,0,24,87,0,14,126,0,0,0,0,4,18,0,0,17,0,0,0,0,0,0,0,0,0,0,0
501021010,317,378,87,6,783,150,19,43,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,17,27,5,10,58,5,0,0,0,5,0,0,0,3,5,0,4,0,5,0,0,0,4,13,3,9,0,22,26,5,8,66,0,0,0,0,0,0,0,0,0,329,385,90,4,809,184,27,49,1069,357,392,79,3,832,169,20,77,1100,5,0,4,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,4,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
