SA2_CODE_2021,C11_CFNC_MR_0_299,C11_CFNC_MR_300_449,C11_CFNC_MR_450_599,C11_CFNC_MR_600_799,C11_CFNC_MR_800_999,C11_CFNC_MR_1000_1399,C11_CFNC_MR_1400_1799,C11_CFNC_MR_1800_2399,C11_CFNC_MR_2400_2999,C11_CFNC_MR_3000_3999,C11_CFNC_MR_4000over,C11_CFNC_MR_NS,C11_CFNC_Tot,C11_CF_Cu15DS_MR_0_299,C11_CF_Cu15DS_MR_300_449,C11_CF_Cu15DS_MR_450_599,C11_CF_Cu15DS_MR_600_799,C11_CF_Cu15DS_MR_800_999,C11_CF_Cu15DS_MR_1000_1399,C11_CF_Cu15DS_MR_1400_1799,C11_CF_Cu15DS_MR_1800_2399,C11_CF_Cu15DS_MR_2400_2999,C11_CF_Cu15DS_MR_3000_3999,C11_CF_Cu15DS_MR_4000over,C11_CF_Cu15DS_MR_NS,C11_CF_Cu15DS_Tot,C11_CF_Cu15NDS_MR_0_299,C11_CF_Cu15NDS_MR_300_449,C11_CF_Cu15NDS_MR_450_599,C11_CF_Cu15NDS_MR_600_799,C11_CF_Cu15NDS_MR_800_999,C11_CF_Cu15NDS_MR_1000_1399,C11_CF_Cu15NDS_MR_1400_1799,C11_CF_Cu15NDS_MR_1800_2399,C11_CF_Cu15NDS_MR_2400_2999,C11_CF_Cu15NDS_MR_3000_3999,C11_CF_Cu15NDS_MR_4000over,C11_CF_Cu15NDS_MR_NS,C11_CF_Cu15NDS_Tot,C11_CF_NCu15DS_MR_0_299,C11_CF_NCu15DS_MR_300_449,C11_CF_NCu15DS_MR_450_599,C11_CF_NCu15DS_MR_600_799,C11_CF_NCu15DS_MR_800_999,C11_CF_NCu15DS_MR_1000_1399,C11_CF_NCu15DS_MR_1400_1799,C11_CF_NCu15DS_MR_1800_2399,C11_CF_NCu15DS_MR_2400_2999,C11_CF_NCu15DS_MR_3000_3999,C11_CF_NCu15DS_MR_4000over,C11_CF_NCu15DS_MR_NS,C11_CF_NCu15DS_Tot,C11_CF_NDCO_MR_0_299,C11_CF_NDCO_MR_300_449,C11_CF_NDCO_MR_450_599,C11_CF_NDCO_MR_600_799,C11_CF_NDCO_MR_800_999,C11_CF_NDCO_MR_1000_1399,C11_CF_NDCO_MR_1400_1799,C11_CF_NDCO_MR_1800_2399,C11_CF_NDCO_MR_2400_2999,C11_CF_NDCO_MR_3000_3999,C11_CF_NDCO_MR_4000over,C11_CF_NDCO_MR_NS,C11_CF_NDCO_Tot,C11_CF_Tot_MR_0_299,C11_CF_Tot_MR_300_449,C11_CF_Tot_MR_450_599,C11_CF_Tot_MR_600_799,C11_CF_Tot_MR_800_999,C11_CF_Tot_MR_1000_1399,C11_CF_Tot_MR_1400_1799,C11_CF_Tot_MR_1800_2399,C11_CF_Tot_MR_2400_2999,C11_CF_Tot_MR_3000_3999,C11_CF_Tot_MR_4000over,C11_CF_Tot_MR_NS,C11_CF_Tot_Tot,C11_1PF_Cu15DS_MR_0_299,C11_1PF_Cu15DS_MR_300_449,C11_1PF_Cu15DS_MR_450_599,C11_1PF_Cu15DS_MR_600_799,C11_1PF_Cu15DS_MR_800_999,C11_1PF_Cu15DS_MR_1000_1399,C11_1PF_Cu15DS_MR_1400_1799,C11_1PF_Cu15DS_MR_1800_2399,C11_1PF_Cu15DS_MR_2400_2999,C11_1PF_Cu15DS_MR_3000_3999,C11_1PF_Cu15DS_MR_4000over,C11_1PF_Cu15DS_MR_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_MR_0_299,C11_1PF_CU15_NDS_MR_300_449,C11_1PF_CU15_NDS_MR_450_599,C11_1PF_CU15_NDS_MR_600_799,C11_1PF_CU15_NDS_MR_800_999,C11_1PF_CU15_NDS_MR_1000_1399,C11_1PF_CU15_NDS_MR_1400_1799,C11_1PF_CU15_NDS_MR_1800_2399,C11_1PF_CU15_NDS_MR_2400_2999,C11_1PF_CU15_NDS_MR_3000_3999,C11_1PF_CU15_NDS_MR_4000over,C11_1PF_CU15_NDS_MR_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_MR_0_299,C11_1PF_NCu15DS_MR_300_449,C11_1PF_NCu15DS_MR_450_599,C11_1PF_NCu15DS_MR_600_799,C11_1PF_NCu15DS_MR_800_999,C11_1PF_NCu15DS_MR_1000_1399,C11_1PF_NCu15DS_MR_1400_1799,C11_1PF_NCu15DS_MR_1800_2399,C11_1PF_NCu15DS_MR_2400_2999,C11_1PF_NCu15DS_MR_3000_3999,C11_1PF_NCu15DS_MR_4000over,C11_1PF_NCu15DS_MR_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_MR_0_299,C11_1PF_NDCO_MR_300_449,C11_1PF_NDCO_MR_450_599,C11_1PF_NDCO_MR_600_799,C11_1PF_NDCO_MR_800_999,C11_1PF_NDCO_MR_1000_1399,C11_1PF_NDCO_MR_1400_1799,C11_1PF_NDCO_MR_1800_2399,C11_1PF_NDCO_MR_2400_2999,C11_1PF_NDCO_MR_3000_3999,C11_1PF_NDCO_MR_4000over,C11_1PF_NDCO_MR_NS,C11_1PF_NDCO_Tot,C11_1PF_Tot_MR_0_299,C11_1PF_Tot_MR_300_449,C11_1PF_Tot_MR_450_599,C11_1PF_Tot_MR_600_799,C11_1PF_Tot_MR_800_999,C11_1PF_Tot_MR_1000_1399,C11_1PF_Tot_MR_1400_1799,C11_1PF_Tot_MR_1800_2399,C11_1PF_Tot_MR_2400_2999,C11_1PF_Tot_MR_3000_3999,C11_1PF_Tot_MR_4000over,C11_1PF_Tot_MR_NS,C11_1PF_Tot_Tot,C11_Tot_MR_0_299,C11_Tot_MR_300_449,C11_Tot_MR_450_599,C11_Tot_MR_600_799,C11_Tot_MR_800_999,C11_Tot_MR_1000_1399,C11_Tot_MR_1400_1799,C11_Tot_MR_1800_2399,C11_Tot_MR_2400_2999,C11_Tot_MR_3000_3999,C11_Tot_MR_4000over,C11_Tot_MR_NS,C11_Tot_Tot,C16_CFNC_MR_0_299,C16_CFNC_MR_300_449,C16_CFNC_MR_450_599,C16_CFNC_MR_600_799,C16_CFNC_MR_800_999,C16_CFNC_MR_1000_1399,C16_CFNC_MR_1400_1799,C16_CFNC_MR_1800_2399,C16_CFNC_MR_2400_2999,C16_CFNC_MR_3000_3999,C16_CFNC_MR_4000over,C16_CFNC_MR_NS,C16_CFNC_Tot,C16_CF_Cu15DS_MR_0_299,C16_CF_Cu15DS_MR_300_449,C16_CF_Cu15DS_MR_450_599,C16_CF_Cu15DS_MR_600_799,C16_CF_Cu15DS_MR_800_999,C16_CF_Cu15DS_MR_1000_1399,C16_CF_Cu15DS_MR_1400_1799,C16_CF_Cu15DS_MR_1800_2399,C16_CF_Cu15DS_MR_2400_2999,C16_CF_Cu15DS_MR_3000_3999,C16_CF_Cu15DS_MR_4000over,C16_CF_Cu15DS_MR_NS,C16_CF_Cu15DS_Tot,C16_CF_Cu15NDS_MR_0_299,C16_CF_Cu15NDS_MR_300_449,C16_CF_Cu15NDS_MR_450_599,C16_CF_Cu15NDS_MR_600_799,C16_CF_Cu15NDS_MR_800_999,C16_CF_Cu15NDS_MR_1000_1399,C16_CF_Cu15NDS_MR_1400_1799,C16_CF_Cu15NDS_MR_1800_2399,C16_CF_Cu15NDS_MR_2400_2999,C16_CF_Cu15NDS_MR_3000_3999,C16_CF_Cu15NDS_MR_4000over,C16_CF_Cu15NDS_MR_NS,C16_CF_Cu15NDS_Tot,C16_CF_NCu15DS_MR_0_299,C16_CF_NCu15DS_MR_300_449,C16_CF_NCu15DS_MR_450_599,C16_CF_NCu15DS_MR_600_799,C16_CF_NCu15DS_MR_800_999
501011001,9,7,0,9,3,23,22,20,11,12,13,7,130,0,0,0,5,0,4,3,0,5,0,0,0,24,5,5,0,0,12,23,27,32,15,19,13,4,148,4,0,0,0,0,0,0,3,4,0,0,0,18,4,3,0,0,0,0,0,3,3,4,0,4,17,12,6,3,5,10,29,34,35,27,29,13,6,206,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,5,3,5,3,0,0,0,35,14,16,5,19,19,59,59,59,41,39,22,21,369,15,9,8,4,6,20,19,27,14,22,4,11,168,0,0,0,0,0,0,4,5,0,5,5,0,30,8,0,3,3,3,15,32,58,37,33,9,9,222,0,0,0,3,0
501011003,17,3,3,9,13,21,29,48,28,35,40,23,264,3,6,0,4,0,9,7,15,3,7,5,9,73,8,4,7,3,13,51,47,76,56,43,58,23,394,4,0,0,0,3,3,4,6,5,4,3,0,43,5,0,0,0,5,8,10,12,6,0,0,0,41,19,10,14,15,17,75,63,110,67,62,72,29,554,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,11,6,5,6,0,5,4,40,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,3,0,0,4,0,3,0,0,17,0,3,3,4,5,11,9,5,5,7,6,6,71,42,19,23,29,35,110,100,167,97,104,119,54,890,37,3,3,18,12,29,38,66,42,52,30,17,345,3,0,0,5,0,11,8,11,8,11,4,7,69,12,7,5,5,7,56,76,140,86,77,34,27,535,3,0,0,0,0
501011004,11,6,4,12,11,26,35,47,30,26,12,10,229,0,0,0,0,0,5,10,10,6,6,4,5,46,6,7,6,11,20,47,29,74,54,49,23,20,339,0,0,4,0,9,5,8,7,0,0,5,0,41,0,0,0,3,3,9,9,6,0,0,0,3,43,12,6,8,14,25,67,55,97,69,57,29,26,471,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,5,3,4,16,6,8,7,0,0,43,0,6,0,3,5,4,0,0,0,0,0,0,18,0,0,0,0,0,5,0,7,5,0,0,0,19,0,3,0,7,3,9,22,15,7,6,0,3,82,21,14,19,34,39,102,116,163,104,86,45,42,783,15,8,4,11,19,48,43,58,27,27,8,14,284,4,0,4,0,3,6,8,17,3,10,0,3,58,18,5,3,9,13,31,95,134,54,55,24,18,455,3,0,0,0,4
501011293,19,10,0,13,5,29,32,49,30,13,16,8,222,0,0,0,0,0,6,9,7,7,12,4,4,44,8,0,5,5,3,24,39,64,46,30,9,15,255,0,0,0,0,0,4,9,3,10,0,7,0,41,3,0,0,8,6,5,8,9,4,10,4,0,56,9,4,7,6,11,42,66,85,61,52,24,22,395,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,3,4,5,6,5,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,6,0,0,0,0,0,8,0,0,0,0,9,6,13,8,10,3,0,5,51,28,8,11,23,27,75,117,143,103,70,42,35,669,26,4,7,10,25,41,60,80,28,27,10,15,330,0,0,0,4,0,11,3,16,6,9,6,4,56,4,7,0,3,4,43,68,120,59,27,14,17,364,5,0,0,0,3
501011294,30,14,16,29,35,64,46,84,72,45,16,28,486,3,0,5,4,7,22,14,35,25,10,12,8,129,8,6,12,12,22,83,105,140,104,61,30,21,605,3,6,0,5,12,14,11,16,11,14,0,0,99,5,3,5,4,4,19,27,21,8,7,4,3,109,22,12,20,32,48,138,155,206,148,97,41,33,940,3,0,0,0,4,4,6,0,0,0,0,0,19,0,5,0,3,0,23,10,8,5,7,0,4,68,0,0,0,0,0,9,3,8,0,5,0,3,22,5,0,0,6,4,11,7,6,0,0,0,6,40,10,3,3,7,14,40,23,19,11,11,4,12,150,61,32,35,70,96,243,223,307,223,147,63,69,1572,32,15,16,35,27,77,76,135,61,42,20,19,553,0,0,0,0,8,16,29,42,18,15,3,4,144,15,4,11,12,21,61,134,250,102,59,19,22,717,10,0,4,6,10
501021005,29,17,17,28,29,67,90,164,97,59,27,28,663,4,0,4,8,7,26,28,38,25,18,5,9,162,7,8,9,10,21,104,121,233,191,80,24,35,853,4,3,0,9,4,20,19,22,19,15,4,3,119,4,3,5,5,15,29,25,34,28,19,6,12,182,24,20,16,25,49,171,197,330,265,126,40,55,1312,0,0,0,0,0,0,8,3,3,0,0,4,22,6,0,3,0,7,19,8,20,15,6,0,0,99,4,0,0,0,3,6,4,9,6,0,0,0,27,4,0,0,0,3,10,8,6,4,0,0,6,51,8,3,4,4,17,41,29,36,29,9,3,11,193,63,37,44,61,96,279,309,525,388,198,78,96,2173,38,12,12,16,30,87,143,198,91,48,25,28,738,4,0,0,0,11,28,33,51,20,15,7,9,188,20,6,11,15,20,90,209,375,148,99,32,34,1064,0,6,0,0,15
501021007,14,6,9,10,7,34,32,48,22,15,8,17,203,0,0,0,3,0,7,9,9,0,0,0,0,26,7,0,0,5,12,26,45,67,29,18,14,4,232,0,0,0,3,4,6,5,0,6,3,6,0,27,0,0,0,0,3,12,8,8,3,0,0,3,45,11,0,5,10,20,45,65,84,39,22,18,9,329,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,4,3,10,4,3,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,5,0,0,0,0,0,14,4,0,0,3,8,15,10,14,3,6,0,8,66,28,4,11,24,30,92,100,138,59,43,30,31,599,17,4,0,5,14,39,35,59,30,21,10,7,239,0,0,0,0,0,7,6,14,7,5,0,3,42,3,4,0,0,10,31,51,75,24,17,3,11,240,0,0,0,0,4
501021008,3,14,5,13,12,33,35,37,19,10,3,13,199,0,0,0,0,0,0,4,10,5,0,0,0,20,9,0,0,7,15,34,49,43,17,3,3,3,180,0,0,0,3,0,8,10,8,0,0,0,0,38,0,3,0,0,0,4,4,7,7,3,0,10,45,7,4,5,10,19,57,67,66,22,9,3,14,286,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,6,10,3,4,0,0,0,31,0,0,0,7,0,0,0,3,0,0,0,0,16,0,0,3,0,0,3,3,5,0,0,0,0,20,0,0,0,13,7,14,13,9,3,0,0,4,69,13,22,13,37,38,96,112,106,50,28,9,30,557,16,9,5,11,7,28,41,40,13,5,0,3,193,0,0,0,0,7,7,11,9,4,0,0,0,34,4,0,0,5,7,41,49,45,15,6,3,3,181,0,0,0,0,0
501021009,13,10,9,25,14,48,52,38,27,19,7,27,287,3,0,0,4,9,18,13,29,6,4,0,3,91,6,8,0,17,22,62,83,92,51,29,12,34,412,3,0,7,6,7,14,7,6,8,0,0,0,56,10,6,5,9,12,14,16,18,5,7,4,9,91,18,8,12,35,39,107,126,150,58,47,18,40,648,0,0,0,4,0,0,0,0,0,0,0,0,12,0,3,0,5,12,8,7,10,0,0,0,12,64,0,0,0,0,0,0,4,0,0,0,0,5,15,0,6,0,3,0,5,8,5,0,0,0,7,35,3,8,10,17,16,21,16,10,0,4,3,13,124,26,28,27,77,72,172,192,201,85,65,32,80,1062,10,16,8,25,19,50,54,50,12,13,5,12,281,0,0,0,5,6,14,18,22,4,3,0,5,84,3,8,9,8,15,55,78,87,28,30,8,10,335,0,0,0,0,4
501021010,8,0,7,3,7,17,9,18,10,13,10,7,95,0,0,0,0,3,3,9,6,5,3,3,3,36,0,0,0,3,13,20,21,46,23,11,13,7,158,0,0,0,0,5,0,3,3,0,3,0,3,16,0,0,0,0,0,5,4,9,5,0,0,0,33,3,0,0,5,16,29,33,66,36,24,21,15,242,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,5,0,0,4,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,8,3,0,4,0,0,11,0,4,4,0,0,4,34,10,5,4,11,27,61,45,81,48,32,25,23,378,5,7,3,4,7,15,11,31,19,9,7,11,126,0,0,0,0,0,0,17,9,3,4,3,0,43,4,0,0,3,3,13,22,44,30,20,12,4,150,0,0,0,0,0
