SA2_CODE_2021,Med_age_persns_C2011,Med_age_persns_C2016,Med_age_persns_C2021,Med_mortg_rep_mon_C2011,Med_mortg_rep_mon_C2016,Med_mortg_rep_mon_C2021,Med_person_inc_we_C2011,Med_person_inc_we_C2016,Med_person_inc_we_C2021,Med_rent_weekly_C2011,Med_rent_weekly_C2016,Med_rent_weekly_C2021,Med_Famly_inc_we_C2011,Med_Famly_inc_we_C2016,Med_Famly_inc_we_C2021,Avg_num_p_per_brm_C2011,Avg_num_p_per_brm_C2016,Avg_num_p_per_brm_C2021,Med_tot_hh_inc_wee_C2011,Med_tot_hh_inc_wee_C2016,Med_tot_hh_inc_wee_C2021,Average_hh_size_C2011,Average_hh_size_C2016,Average_hh_size_C2021
505021301,41,42,45,2000,2011,2100,614,654,740,300,340,320,1855,1987,2349,0.8,0.8,0.7,1513,1677,1881,2.8,2.8,2.7
505021302,40,40,41,1950,1970,1900,612,695,817,310,360,340,1526,1733,2148,0.7,0.7,0.7,1143,1357,1528,2.2,2.3,2.2
505031098,34,35,38,1603,1733,1600,531,551,628,300,350,300,1396,1475,1683,0.8,0.8,0.8,1266,1380,1494,2.9,3,2.8
505031099,30,31,34,2167,1988,1733,631,654,730,350,360,340,1519,1617,1848,0.8,0.8,0.8,1367,1435,1542,2.9,2.8,2.7
505031100,28,30,32,2300,2123,1907,761,806,920,380,400,380,1833,2012,2264,0.8,0.8,0.8,1766,1902,2116,3.1,3.1,3
505031101,28,31,34,2000,1950,1733,686,730,828,350,380,350,1613,1762,2011,0.8,0.8,0.7,1478,1614,1761,2.8,2.7,2.6
505031102,33,34,36,1517,1549,1400,495,489,582,280,320,293,1116,1208,1422,0.8,0.9,0.8,989,1104,1239,2.6,2.7,2.6
505031104,34,36,39,1625,1757,1647,530,548,661,325,370,350,1369,1534,1763,0.8,0.8,0.8,1242,1419,1533,2.9,2.9,2.8
505031105,36,38,40,2262,2253,2167,708,762,922,380,410,400,2019,2220,2597,0.8,0.8,0.7,1877,2057,2343,3.1,3,2.9
505031106,0,28,29,0,0,0,0,949,574,0,480,481,0,2124,900,0,0.5,0.5,0,1125,1749,0,2.3,2
505031107,31,33,37,2414,2182,2000,753,787,880,420,450,410,1974,2131,2408,0.8,0.8,0.8,1799,1952,2128,3,3,2.9
505031255,36,28,30,2383,2291,1950,700,940,983,180,360,350,1666,2105,2216,0.7,0.7,0.8,1468,1952,2031,2.6,2.8,2.8
505031256,38,42,45,1887,2167,2470,550,689,787,250,300,300,1625,1965,2259,0.8,0.8,0.8,1352,1763,2120,3,3,2.9
505031257,40,39,39,1950,2000,1800,493,582,716,280,340,330,1240,1509,1862,0.7,0.7,0.7,982,1276,1526,2.5,2.6,2.7
505031258,37,34,35,2109,2050,1842,607,692,762,330,350,340,1449,1728,1987,0.7,0.7,0.7,1266,1511,1697,2.7,2.8,2.8
505031303,33,34,36,2167,2167,1993,765,817,918,390,410,400,1937,2114,2322,0.8,0.7,0.7,1801,1958,2096,2.9,2.9,2.8
505031304,31,31,33,2167,2312,2167,744,810,955,420,465,450,2046,2196,2511,0.8,0.8,0.8,1965,2178,2439,3.3,3.2,3.3
505031305,32,34,37,2273,2167,2000,773,761,854,430,455,450,2067,2163,2440,0.8,0.8,0.8,1948,2037,2261,3.1,3.1,3
505031306,35,36,38,2037,2000,1800,639,683,781,335,380,350,1591,1764,2065,0.7,0.7,0.7,1328,1507,1679,2.6,2.6,2.6
506011110,34,34,33,1500,1517,1517,488,558,670,270,300,280,1121,1276,1600,0.8,0.8,0.7,941,1083,1306,2.5,2.5,2.5
506011111,0,14,46,0,0,0,0,949,0,0,0,927,0,0,0,0,1.2,0.2,0,0,0,0,6,1
506011112,33,36,38,1517,1560,1408,575,593,647,280,310,295,1299,1430,1592,0.8,0.8,0.8,1150,1278,1372,2.7,2.6,2.6
506011114,38,38,40,1647,1650,1500,566,609,681,285,310,290,1400,1481,1700,0.7,0.7,0.7,1153,1263,1354,2.5,2.5,2.4
506011115,43,43,45,1950,2058,2000,650,691,807,313,350,330,1876,1940,2209,0.8,0.7,0.7,1640,1688,1920,2.7,2.7,2.7
506011116,41,42,44,2000,2102,2056,702,748,870,315,378,350,1972,2093,2419,0.8,0.8,0.7,1788,1888,2185,2.8,2.8,2.7
506011117,27,29,31,1885,1744,1600,691,686,775,320,350,330,1545,1621,1885,0.8,0.8,0.8,1440,1508,1739,2.9,3,3
506011307,29,30,33,2600,2210,2000,960,959,1068,460,425,420,2253,2223,2491,0.8,0.8,0.8,2216,2171,2412,3.1,3,3.2
506011308,30,30,31,2600,2383,2028,900,978,1105,420,428,420,2124,2241,2522,0.7,0.8,0.8,2024,2180,2441,2.8,3,3.2
506021118,36,36,38,2000,2000,1754,705,756,879,300,360,350,1692,1867,2144,0.8,0.8,0.8,1356,1511,1666,2.4,2.4,2.3
506021119,33,33,35,2167,2050,2000,706,782,1014,314,370,350,1832,1975,2560,0.8,0.8,0.8,1386,1616,1974,2.3,2.3,2.3
506021120,60,52,43,0,0,0,1375,1125,3250,0,0,0,0,0,0,0.5,0.5,0,1375,1125,0,1,1,0
506021121,29,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021123,33,34,36,2167,2045,2000,802,859,1057,330,370,350,1941,2075,2464,0.9,0.9,0.8,1514,1679,1896,2.2,2.2,2.1
506021309,36,34,34,2000,1933,1700,581,653,812,308,360,340,1337,1489,1897,0.8,0.8,0.8,1147,1332,1520,2.5,2.5,2.4
506021310,36,35,36,1800,1800,1733,617,683,797,330,370,350,1436,1606,1954,0.8,0.8,0.8,1194,1368,1597,2.4,2.5,2.5
506021311,33,32,34,2156,2000,1760,696,761,1015,290,350,350,1707,1813,2246,0.8,0.9,0.9,1289,1456,1723,2.2,2.2,2.1
506031124,30,32,33,1963,1984,1733,420,487,711,295,340,330,1305,1563,1963,0.8,0.8,0.8,943,1155,1482,2.4,2.4,2.4
506031125,35,38,41,2000,2000,2000,697,713,813,435,480,450,2153,2216,2425,0.8,0.8,0.8,2106,2169,2326,3.3,3.2,3.1
506031126,45,0,60,0,0,0,900,0,349,0,0,208,0,0,0,0,0,1,0,0,225,0,0,1.5
506031127,30,30,31,1978,1900,1647,604,612,787,330,370,350,1460,1508,1888,0.8,0.9,0.9,1291,1415,1695,2.6,2.8,2.7
506031128,37,38,40,1700,1733,1625,642,657,738,320,350,340,1569,1657,1899,0.7,0.7,0.7,1312,1422,1546,2.5,2.5,2.5
506031129,40,41,42,2013,2167,2167,614,645,791,350,400,400,1910,2024,2443,0.8,0.8,0.8,1532,1693,2051,2.7,2.8,2.8
506031130,54,37,53,0,0,1000,1062,1125,724,0,0,265,924,0,7000,1.9,0,0.9,1624,0,575,1.8,0,1.5
506031131,38,39,40,1848,2000,2100,643,630,755,360,415,400,1977,1967,2379,0.8,0.8,0.8,1729,1818,2178,2.9,3,3.1
506041132,33,33,35,1600,1700,1591,561,568,710,300,340,320,1315,1417,1756,0.8,0.8,0.8,1174,1299,1494,2.7,2.8,2.7
506041133,31,33,36,2200,2100,1957,774,746,837,430,440,420,2059,2102,2356,0.8,0.8,0.8,1987,2073,2259,3.1,3.2,3.1
506041134,35,35,38,1603,1650,1500,551,567,635,290,315,290,1270,1371,1550,0.8,0.8,0.8,1052,1170,1254,2.5,2.6,2.5
506041135,31,32,34,2000,2066,1950,728,751,842,360,400,380,1829,1998,2256,0.8,0.8,0.8,1721,1901,2115,3,3.1,3.1
506041136,36,35,36,1600,1719,1560,549,573,669,290,320,300,1304,1425,1689,0.8,0.8,0.8,1113,1226,1407,2.6,2.7,2.7
506041137,36,37,38,1700,1733,1625,616,626,682,320,350,330,1588,1628,1825,0.8,0.8,0.8,1408,1449,1571,2.8,2.8,2.7
506051138,35,35,36,1950,2000,1800,687,756,855,330,380,360,1675,1874,2141,0.8,0.8,0.7,1450,1651,1839,2.7,2.7,2.7
506051139,34,35,38,1863,1950,1733,700,759,839,330,390,380,1672,1831,2112,0.7,0.7,0.7,1477,1585,1758,2.7,2.6,2.5
506051140,44,45,47,2000,2150,2034,686,715,827,330,390,375,1924,2035,2302,0.7,0.7,0.7,1580,1679,1864,2.6,2.6,2.5
506051141,41,43,44,2000,2031,2100,641,675,806,310,350,350,1913,2040,2400,0.8,0.8,0.7,1652,1766,2070,2.8,2.8,2.8
506061142,31,29,31,2167,2091,1914,718,822,949,365,400,380,1794,1942,2217,0.8,0.8,0.8,1703,1860,2086,3,3,3
506061143,38,39,39,2167,2170,2167,653,717,867,291,375,375,1806,2057,2338,0.8,0.8,0.8,1713,1997,2218,3.1,3.1,3
506061144,41,43,45,2017,2167,2167,577,675,784,250,300,325,1584,1809,2232,0.8,0.8,0.8,1359,1616,1956,2.7,2.7,2.7
506071145,35,36,38,2100,2167,2048,806,877,1010,330,375,352,2039,2230,2556,0.7,0.8,0.7,1431,1617,1804,2.1,2.1,2.1
506071146,35,37,40,2249,2400,2500,557,601,805,300,353,341,2131,2264,2720,0.8,0.8,0.7,1503,1754,2146,2.6,2.7,2.6
506071147,37,38,40,2300,2300,2388,911,973,1131,350,395,375,2530,2647,3007,0.8,0.8,0.8,1841,1952,2113,2.2,2.3,2.2
507011148,30,32,34,2318,2167,2000,888,874,1035,410,440,420,2183,2289,2677,0.8,0.8,0.8,2107,2212,2456,3.1,3.1,3
507011150,43,48,63,2150,0,2817,1042,1125,1374,388,0,940,1375,0,2750,1.5,0,1.3,1312,0,2125,2.2,0,1.4
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,40,41,42,2000,2200,2167,646,741,896,373,425,400,1878,2187,2510,0.8,0.7,0.7,1597,1903,2138,2.8,2.8,2.6
507011153,37,38,39,1745,1822,1733,604,662,795,285,329,310,1552,1716,2123,0.7,0.8,0.7,1183,1369,1578,2.4,2.4,2.3
507011154,39,40,39,1750,1860,1733,533,608,765,270,330,320,1285,1520,1864,0.8,0.8,0.7,978,1166,1396,2.3,2.3,2.2
507011155,50,61,53,9999,0,2500,924,449,1875,0,0,0,0,2750,4250,1,1.2,1.2,1125,649,450,1,1.1,1.3
507011158,39,41,46,4750,2860,2817,1161,1166,1238,750,510,460,2926,3089,3265,0.8,0.9,0.8,2840,2485,2566,2.9,2.5,2.3
507011159,35,36,37,1777,1759,1680,687,725,838,340,380,360,1708,1824,2089,0.8,0.8,0.7,1435,1524,1715,2.6,2.5,2.4
507011160,41,41,41,1603,1955,1733,527,623,763,300,350,350,1375,1600,1937,0.8,0.8,0.7,1088,1322,1473,2.5,2.4,2.3
507011161,30,31,33,2340,2167,1993,862,910,1064,400,420,400,2121,2200,2502,0.8,0.8,0.8,1969,2058,2273,2.8,2.9,2.8
507011163,32,35,37,1800,1950,1733,697,738,879,320,360,350,1713,1974,2233,0.8,0.8,0.7,1538,1740,1915,2.7,2.7,2.6
507011259,32,33,34,2167,2167,2000,739,838,1001,360,400,385,1877,2154,2400,0.8,0.8,0.8,1773,1993,2178,3,2.9,2.8
507011260,36,41,45,2000,2167,2167,700,718,910,415,450,443,2266,2274,2493,0.7,0.7,0.7,2195,2158,2323,3,2.9,2.8
507021164,42,43,44,2383,2500,2600,857,938,1075,370,415,420,2532,2780,3178,0.8,0.8,0.8,1837,2051,2288,2.5,2.5,2.5
507021165,41,42,43,2210,2167,2167,778,869,1059,320,380,385,2134,2370,2822,0.8,0.8,0.8,1420,1679,1952,2.1,2.1,2.1
507021166,41,41,42,2000,2100,2071,594,708,874,300,350,350,1618,1975,2387,0.8,0.8,0.8,1184,1495,1811,2.4,2.4,2.3
507021167,59,51,50,0,0,0,449,524,1062,0,312,381,0,0,0,0,1.1,1.1,0,1199,1062,0,1.3,1.2
507031169,28,30,31,2167,2015,1800,836,834,942,350,370,350,1817,1915,2207,0.8,0.8,0.8,1718,1825,2068,2.9,3,3
507031170,34,35,39,1561,1501,1300,487,514,594,240,300,275,1179,1296,1521,0.8,0.8,0.7,965,1081,1213,2.5,2.5,2.4
507031172,39,48,52,1950,1700,833,513,587,880,300,250,350,1125,1875,1875,0.8,0.7,0.7,1125,1937,1749,3,2.9,2.8
507031173,56,49,56,0,0,1334,1125,675,450,220,350,300,1125,1524,900,0.8,1,0.8,1125,1125,1124,2,2.4,1.7
