SA2_CODE_2021,Med_age_persns_C2011,Med_age_persns_C2016,Med_age_persns_C2021,Med_mortg_rep_mon_C2011,Med_mortg_rep_mon_C2016,Med_mortg_rep_mon_C2021,Med_person_inc_we_C2011,Med_person_inc_we_C2016,Med_person_inc_we_C2021,Med_rent_weekly_C2011,Med_rent_weekly_C2016,Med_rent_weekly_C2021,Med_Famly_inc_we_C2011,Med_Famly_inc_we_C2016,Med_Famly_inc_we_C2021,Avg_num_p_per_brm_C2011,Avg_num_p_per_brm_C2016,Avg_num_p_per_brm_C2021,Med_tot_hh_inc_wee_C2011,Med_tot_hh_inc_wee_C2016,Med_tot_hh_inc_wee_C2021,Average_hh_size_C2011,Average_hh_size_C2016,Average_hh_size_C2021
501011001,46,45,46,1667,1800,1816,536,616,705,210,260,300,1187,1411,1693,0.8,0.8,0.8,948,1179,1370,2.3,2.4,2.4
501011003,39,41,43,2000,2000,1993,656,772,880,310,400,420,1502,1832,2130,0.8,0.8,0.8,1320,1595,1823,2.6,2.6,2.6
501011004,35,37,40,1800,1733,1700,636,709,851,300,350,380,1411,1627,1986,0.8,0.8,0.8,1210,1364,1678,2.6,2.6,2.6
501011293,41,42,46,1950,1842,1733,520,622,717,253,350,360,1266,1527,1759,0.7,0.7,0.7,958,1220,1381,2.4,2.5,2.4
501011294,39,43,45,1733,1800,1733,525,604,701,270,350,350,1255,1472,1740,0.7,0.7,0.7,1004,1195,1351,2.5,2.5,2.4
501021005,35,36,38,1950,1887,1733,670,696,798,300,350,350,1845,1881,2144,0.7,0.7,0.7,1675,1689,1910,2.8,2.8,2.7
501021007,40,42,45,1733,1733,1625,562,657,741,250,300,330,1375,1619,1885,0.7,0.7,0.7,1170,1386,1551,2.6,2.6,2.5
501021008,37,39,39,1517,1517,1300,525,576,619,250,290,280,1246,1353,1451,0.7,0.7,0.7,1010,1072,1122,2.3,2.3,2.2
501021009,39,41,44,1517,1517,1300,557,512,591,200,230,250,1703,1488,1618,0.8,0.7,0.7,1338,1161,1234,2.5,2.4,2.3
501021010,39,43,46,1907,2000,1750,655,671,830,250,275,260,1654,1857,2254,0.8,0.8,0.7,1447,1633,1883,2.7,2.7,2.5
501021011,58,57,53,0,650,0,1125,1125,1062,0,0,669,2249,2374,2499,0.7,1.3,0.9,2249,2625,966,2,2,1.4
501021012,35,36,39,1900,1820,1651,647,681,774,300,350,350,1749,1755,2063,0.7,0.7,0.7,1565,1555,1738,2.7,2.6,2.6
501021014,40,42,44,1625,1733,1690,513,594,724,200,270,280,1380,1578,1874,0.8,0.8,0.8,1116,1263,1498,2.6,2.6,2.5
501021015,37,39,41,1746,1625,1506,574,626,723,270,305,300,1444,1489,1703,0.7,0.7,0.7,1187,1220,1358,2.5,2.4,2.3
501021016,41,45,48,1560,1636,1625,499,558,620,200,260,260,1427,1464,1701,0.8,0.8,0.7,1105,1218,1312,2.5,2.5,2.4
501021251,29,31,34,2139,1950,1733,760,764,885,350,370,350,1955,2032,2286,0.8,0.8,0.8,1862,1859,2066,3.1,3,2.9
501021252,41,44,46,1914,2058,2080,655,703,865,278,400,400,1993,2177,2494,0.8,0.8,0.7,1852,2019,2342,2.9,3,2.9
501021253,43,44,46,1733,1733,1625,653,711,830,270,310,310,1717,1795,2085,0.7,0.7,0.7,1268,1334,1487,2.2,2.2,2.1
501021254,34,38,39,1479,1443,1300,498,520,598,207,255,250,1133,1185,1420,0.8,0.8,0.7,935,966,1133,2.4,2.3,2.3
501031017,45,49,50,1300,1500,1327,474,542,639,180,235,260,1130,1308,1619,0.8,0.7,0.7,881,1044,1230,2.4,2.3,2.3
501031018,44,47,49,1460,1541,1562,497,563,658,200,250,290,1277,1425,1688,0.8,0.7,0.7,992,1155,1332,2.5,2.4,2.4
501031019,39,41,43,1300,1300,1300,524,619,698,150,200,240,1196,1438,1685,0.8,0.7,0.7,960,1159,1271,2.4,2.4,2.3
501031020,46,50,53,1300,1300,1300,452,548,626,150,200,240,1015,1290,1441,0.8,0.8,0.7,840,1033,1112,2.4,2.3,2.2
502011021,40,43,45,2000,2000,1842,525,566,637,300,350,350,1376,1516,1712,0.7,0.7,0.7,1192,1283,1436,2.6,2.6,2.6
502011022,43,45,49,1950,1863,1733,509,570,647,280,340,320,1192,1447,1660,0.7,0.7,0.7,1029,1207,1294,2.4,2.4,2.3
502011023,41,44,47,1605,1517,1387,416,479,540,260,300,295,1005,1151,1341,0.7,0.7,0.7,845,948,1004,2.4,2.4,2.3
502011024,42,45,49,2058,1950,1733,543,580,662,310,350,350,1498,1574,1784,0.7,0.7,0.7,1222,1273,1377,2.5,2.5,2.4
502011025,46,47,49,1517,1500,1300,446,507,573,240,285,270,939,1142,1279,0.7,0.7,0.7,716,850,901,1.9,2,1.9
502011026,49,48,49,2000,1921,1799,487,540,639,280,340,320,1274,1426,1687,0.7,0.7,0.7,1030,1174,1348,2.4,2.4,2.4
502011027,36,34,36,2167,2000,1837,603,661,772,320,370,350,1662,1831,2119,0.7,0.8,0.7,1450,1611,1861,2.7,2.8,2.8
502011028,48,50,51,1733,1625,1500,428,499,543,250,300,280,1004,1239,1385,0.7,0.7,0.7,842,989,1034,2.3,2.3,2.2
502011029,39,41,42,1842,1811,1733,471,538,610,243,300,300,1302,1434,1710,0.8,0.8,0.8,1028,1204,1337,2.6,2.6,2.6
503011030,44,45,47,3033,3033,4000,874,1023,1228,650,730,750,2831,3675,4592,0.8,0.8,0.7,2577,2925,3700,2.8,2.9,2.8
503011031,42,44,44,2600,2500,2800,823,964,1115,390,450,460,2565,2821,3154,0.8,0.8,0.8,1665,1935,2068,2.2,2.2,2.2
503011032,40,42,44,3000,3250,3925,1037,1231,1458,480,565,550,2802,3662,4593,0.8,0.8,0.8,2478,2680,3351,2.5,2.5,2.5
503011033,39,40,42,2600,3000,3250,916,1042,1215,480,600,600,2823,3585,4270,0.8,0.8,0.8,2598,3072,3570,3,3,3
503011034,39,40,42,2591,2700,3033,776,916,1079,300,335,310,2624,3075,3806,0.8,0.8,0.8,1640,1985,2303,2.4,2.4,2.4
503011035,35,34,37,3000,3300,3521,679,693,920,420,480,450,2745,3369,3768,0.8,0.8,0.8,2190,2306,2610,2.7,2.7,2.6
503011036,41,42,42,2870,3000,3250,793,940,1178,378,500,450,2693,3440,4110,0.8,0.8,0.8,2116,2501,3167,2.7,2.7,2.7
503021037,52,65,61,9999,8667,9999,1750,1499,2150,1700,1000,1000,2916,3249,4874,0.7,0.7,0.8,2750,3666,4799,1.8,1.8,2.2
503021038,34,35,37,2275,2427,2383,934,1096,1280,395,450,425,2544,2851,3367,0.9,0.9,0.9,1944,2299,2632,2.4,2.5,2.4
503021039,36,36,38,2189,2167,2200,818,923,1118,320,360,340,2404,2511,3117,0.8,0.8,0.8,1670,1867,2079,2.2,2.3,2.2
503021040,36,37,38,2400,2400,2492,843,945,1149,375,423,400,2379,2618,3171,0.8,0.8,0.8,1733,2077,2328,2.3,2.4,2.3
503021042,39,39,41,2400,2500,2585,940,1053,1203,370,430,405,2649,2772,3239,0.9,0.9,0.9,1756,2013,2143,2.1,2.2,2.1
503021043,34,35,36,2037,2058,2167,831,888,1055,300,320,300,2279,2347,2802,0.9,0.9,0.9,1520,1713,2012,2.2,2.3,2.3
503021295,32,33,35,2491,2167,1950,996,993,1175,439,440,410,2408,2309,2572,1,1,1,1817,1872,2009,1.9,1.9,1.9
503021296,32,32,33,2167,2167,1900,836,959,1156,350,400,380,2020,2285,2610,1,1,1,1488,1760,1893,1.9,2,1.9
503021297,32,32,33,2467,2037,1840,1105,1001,1176,450,448,410,2441,2237,2535,1,1,1,1872,1818,1966,1.7,1.8,1.7
504011044,38,39,40,1842,1922,1801,643,731,872,300,350,330,1620,1904,2278,0.8,0.8,0.7,1274,1508,1738,2.4,2.4,2.4
504011045,38,38,39,2000,2117,2000,684,789,964,300,360,350,1785,2122,2585,0.8,0.8,0.8,1372,1693,2011,2.4,2.4,2.4
504011046,34,34,36,2000,1950,1733,792,890,1050,275,310,300,1782,2055,2386,0.9,0.9,0.8,1219,1449,1623,2,2,1.9
504011047,38,37,39,1800,1900,1733,578,625,737,330,390,360,1410,1572,1902,0.8,0.8,0.7,1232,1385,1583,2.6,2.6,2.5
504011048,42,44,45,1950,1950,1907,616,636,715,330,380,350,1687,1796,2037,0.7,0.7,0.7,1413,1542,1632,2.7,2.7,2.6
504021049,36,37,39,1775,1950,1920,608,678,807,300,355,367,1579,1840,2252,0.8,0.8,0.7,1336,1626,1959,2.7,2.7,2.6
504021050,43,44,45,1950,2167,2015,701,732,915,375,403,400,2057,2178,2638,0.8,0.8,0.7,1816,1919,2286,2.8,2.7,2.7
504021051,39,39,41,1777,2000,1973,657,735,830,280,340,315,1867,1986,2337,0.8,0.8,0.7,1563,1713,1861,2.7,2.6,2.6
504021052,49,67,62,336,1788,1517,350,383,424,230,250,0,699,1024,1374,0.7,0.5,0.7,699,899,1374,2.2,1.7,2.5
504021053,41,43,44,1950,2000,2000,648,683,820,325,400,380,1818,2005,2291,0.8,0.8,0.7,1605,1753,2013,2.8,2.7,2.7
504021054,39,42,42,1700,1733,1733,587,632,740,290,325,300,1479,1603,1902,0.7,0.7,0.7,1204,1310,1453,2.5,2.5,2.4
504031055,0,33,39,0,0,0,0,850,762,0,254,295,0,1749,1999,0,1.2,1,0,1749,1375,0,3.5,2.3
504031056,34,35,37,1733,1780,1703,613,625,715,340,380,350,1637,1701,1914,0.8,0.8,0.8,1492,1588,1725,3.1,3,2.9
504031057,33,33,34,1733,1950,1765,610,661,778,320,370,350,1502,1672,1974,0.8,0.8,0.8,1386,1563,1791,2.9,3,2.9
504031058,38,38,38,2000,2000,1950,650,730,869,300,350,350,1637,1827,2105,0.8,0.8,0.7,1459,1714,1912,2.8,2.8,2.8
504031060,42,44,47,2167,2100,2300,725,775,917,220,300,350,2111,2170,2551,0.8,0.8,0.8,1870,2052,2449,2.9,2.9,2.9
504031061,38,38,37,1810,2000,2000,714,787,1017,330,385,390,1722,2032,2440,0.7,0.7,0.7,1457,1674,2107,2.5,2.5,2.6
504031062,35,33,35,1650,1950,1820,593,699,827,276,330,325,1374,1751,2106,0.8,0.8,0.8,1168,1557,1812,2.6,2.7,2.7
504031063,43,47,43,0,0,0,749,649,1350,600,0,775,0,0,7000,0.9,0.8,1.2,700,0,1749,1.3,5,1.4
504031064,54,65,70,0,0,0,699,1125,1249,0,0,0,0,2250,2250,0.5,0.5,0.6,1125,2250,2250,2,2,2
504031065,39,40,41,1733,1733,1625,597,625,732,300,350,320,1417,1559,1917,0.8,0.8,0.7,1206,1331,1502,2.6,2.5,2.5
504031066,39,38,40,1738,1733,1600,575,646,749,300,330,300,1425,1542,1800,0.8,0.8,0.7,1046,1207,1300,2.2,2.2,2
504031067,31,33,36,1753,1800,1723,678,745,827,320,360,330,1699,1833,2094,0.8,0.7,0.7,1513,1599,1802,2.9,2.8,2.7
504031068,41,35,36,2400,2297,2167,772,859,940,400,400,370,2151,2148,2405,0.7,0.8,0.8,1955,2047,2218,2.9,2.9,3
504031069,0,0,84,0,0,0,0,0,450,0,0,0,0,0,0,0,0,1,0,0,450,0,0,1
504031298,29,30,31,2500,2167,1950,860,896,1028,420,410,380,2032,2084,2296,0.8,0.8,0.8,1985,1968,2136,3.1,3,2.9
504031299,35,30,31,2167,2167,1950,708,880,1005,350,400,370,1907,2060,2260,0.8,0.7,0.8,1833,1981,2151,3.1,2.9,3
504031300,29,31,33,2277,2048,1800,760,726,815,360,370,350,1779,1813,2064,0.8,0.8,0.8,1652,1673,1844,3,3,2.9
505011070,34,34,36,1800,1900,1800,696,760,899,330,380,370,1601,1870,2162,0.7,0.7,0.7,1376,1587,1833,2.5,2.5,2.5
505011071,34,36,39,2000,2000,1950,710,761,902,390,420,400,2048,2194,2437,0.8,0.8,0.7,1901,2036,2227,3.1,3,2.8
505011072,40,41,42,2000,2167,2208,761,819,951,400,450,460,2241,2389,2817,0.7,0.7,0.7,1962,2142,2394,2.8,2.8,2.8
505011073,39,40,40,1900,2000,1950,686,737,850,350,400,400,1814,1906,2292,0.7,0.7,0.7,1565,1662,1897,2.6,2.6,2.6
505011074,35,37,39,1889,1993,1902,710,755,897,350,393,380,1807,2044,2264,0.7,0.7,0.7,1584,1738,1930,2.7,2.6,2.6
505011075,40,42,44,2167,2383,2400,793,847,983,420,500,490,2432,2563,2877,0.7,0.7,0.7,2211,2283,2465,2.9,2.9,2.8
505011076,38,39,43,2700,2750,2763,779,911,1059,650,650,650,2648,2961,3367,0.8,0.8,0.8,2591,2888,3272,3.3,3.2,3.1
505011077,35,36,40,1842,1950,1820,669,715,830,360,390,360,1806,1976,2215,0.8,0.8,0.7,1568,1660,1784,2.6,2.5,2.4
505011078,41,43,44,1842,2000,2000,707,748,825,370,425,418,2030,2188,2401,0.7,0.7,0.7,1720,1853,2012,2.7,2.7,2.6
505011079,40,41,43,2167,2167,2300,733,790,916,400,450,450,2093,2262,2681,0.7,0.7,0.7,1831,2017,2292,2.8,2.8,2.7
505011080,40,42,44,2123,2200,2253,690,760,906,460,518,525,2313,2419,2759,0.8,0.7,0.7,2100,2245,2480,3.1,3,2.9
505011081,35,37,38,1800,2000,2000,722,788,918,350,400,390,1807,2024,2390,0.7,0.7,0.7,1585,1766,2065,2.6,2.6,2.6
505011082,44,45,47,2167,2400,2600,766,859,981,425,500,480,2457,2662,3045,0.7,0.7,0.7,2032,2248,2463,2.8,2.7,2.7
505011083,41,42,43,1950,2162,2167,686,744,901,400,490,480,2210,2393,2653,0.8,0.7,0.7,1997,2173,2339,3,2.9,2.8
505021084,38,39,39,1907,1950,1863,611,693,830,320,369,350,1558,1755,2101,0.7,0.7,0.7,1235,1406,1625,2.3,2.4,2.3
505021085,31,31,33,1591,1690,1482,454,497,629,290,335,305,1087,1231,1461,0.9,0.9,0.8,965,1132,1293,2.7,2.7,2.6
505021087,63,0,39,0,0,0,350,0,900,0,0,0,0,0,0,1,0,0,350,0,0,1,0,0
505021088,35,35,36,2200,2208,2037,809,940,1126,340,400,400,2095,2340,2739,0.8,0.8,0.7,1572,1816,2050,2.3,2.3,2.3
505021089,40,40,42,2167,2373,2500,761,863,977,370,450,460,2352,2499,3006,0.8,0.8,0.8,1952,2190,2490,2.7,2.8,2.8
505021090,32,33,34,2000,1863,1552,594,674,813,320,360,340,1309,1518,1754,0.8,0.8,0.8,1136,1337,1459,2.3,2.3,2.3
505021091,66,42,29,0,0,1658,26900,1062,1211,0,0,400,1375,2750,2166,0.6,0.6,1.1,1375,2750,1666,2,2,1.5
505021092,34,34,36,2167,2167,2154,921,1061,1232,350,400,405,2114,2381,2790,0.8,0.8,0.8,1567,1868,2108,2.1,2.1,2.1
505021093,36,37,38,2072,2000,2000,716,776,889,300,330,310,1843,2055,2319,0.8,0.8,0.8,1416,1620,1857,2.4,2.5,2.4
505021094,41,43,45,2500,2500,2817,817,927,1064,326,400,400,2294,2465,3112,0.8,0.8,0.7,1623,1961,2304,2.4,2.5,2.5
505021095,35,35,36,1950,1907,1733,730,842,991,300,340,320,1586,1918,2220,0.8,0.8,0.8,1195,1409,1588,2,2,2
505021096,40,40,42,2450,2500,2669,718,826,990,350,423,420,2321,2570,3137,0.8,0.8,0.8,1711,2028,2370,2.6,2.7,2.7
505021097,39,40,40,2000,2000,2000,695,789,931,300,350,325,1806,2078,2460,0.8,0.8,0.8,1269,1483,1746,2.2,2.2,2.2
