SA2_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
506051139,1154,3,0,0,0,1158,2043,4,9,0,0,2053,340,7,0,0,0,346,61,6,0,0,0,69,0,0,0,0,0,0,298,0,0,0,0,297,29,0,0,0,0,29,5,0,0,0,0,5,729,13,0,0,0,743,52,7,0,0,0,61,251,0,0,0,0,258,4229,28,9,3,0,4272,1211,18,0,4,0,1234,2054,42,0,0,0,2095,428,43,0,0,0,467,51,8,0,0,0,58,4,0,0,0,0,4,293,8,0,0,0,296,27,0,0,0,0,23,3,0,0,0,0,3,796,60,0,0,3,859,51,4,0,0,0,51,350,11,0,0,4,371,4461,136,3,0,9,4610,1321,18,0,0,0,1345,2049,48,0,0,0,2096,534,62,0,0,3,599,60,11,0,0,0,71,7,0,0,0,0,10,287,9,0,0,0,298,31,0,0,0,0,33,3,0,0,0,0,3,923,81,0,0,3,1009,67,14
506051140,2223,171,71,0,0,2470,2083,39,12,0,0,2134,229,36,16,0,0,284,26,11,0,0,0,42,3,0,0,0,0,7,209,29,15,0,0,260,9,0,0,0,0,12,3,0,0,0,0,3,470,79,41,0,0,594,63,3,3,0,0,79,209,28,6,0,0,245,5047,324,135,0,0,5511,2349,138,0,0,5,2492,2174,34,0,3,0,2210,270,41,0,0,0,314,12,29,0,0,0,47,0,0,0,0,0,0,210,25,0,0,4,240,3,0,0,0,0,6,3,0,0,0,0,3,509,92,0,0,6,607,65,9,0,0,0,76,284,29,0,0,4,318,5378,306,5,9,12,5715,2518,155,10,10,4,2691,2217,34,10,0,0,2261,310,58,25,0,0,391,11,29,0,0,0,40,4,0,0,0,0,4,226,34,5,0,0,270,17,0,0,4,0,18,0,0,0,0,0,3,569,122,35,4,0,725,47,3
506051141,1534,26,10,0,0,1579,1576,21,0,0,0,1595,166,9,0,0,0,168,0,0,3,0,0,3,7,0,21,0,0,30,169,14,5,0,0,182,13,0,0,0,0,17,0,0,4,0,0,0,357,18,32,0,0,406,61,0,15,0,0,81,178,6,6,0,0,195,3713,79,68,0,0,3856,1529,22,0,23,4,1580,1658,10,3,10,12,1689,133,12,0,0,0,146,0,0,8,0,0,10,3,21,29,0,0,57,143,7,0,0,0,155,9,0,0,0,0,8,3,4,0,0,0,3,293,53,32,0,0,378,47,18,0,0,0,73,187,8,6,0,0,201,3714,108,40,39,19,3920,1628,16,6,24,3,1677,1707,10,4,6,5,1724,158,7,0,0,0,162,0,7,0,0,0,13,3,28,3,0,0,32,167,13,5,8,0,189,14,0,0,0,0,12,3,4,0,0,0,3,336,64,10,6,3,424,59,15
506061142,570,8,4,0,0,581,1572,11,0,3,0,1583,227,0,4,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,130,8,0,0,0,0,8,0,0,0,0,0,5,362,0,4,0,0,368,31,0,0,0,0,28,89,3,0,6,0,100,2623,21,11,5,0,2658,732,0,0,0,0,739,3487,38,0,0,4,3535,445,13,0,0,0,467,0,0,0,0,0,0,0,5,0,0,0,9,222,6,0,0,0,226,12,0,0,0,0,12,0,0,0,0,0,0,687,25,0,0,3,715,42,0,0,0,0,38,278,8,5,0,0,296,5223,79,11,0,5,5319,985,3,13,0,0,1009,4425,30,0,0,4,4457,609,16,0,0,0,627,0,0,0,0,0,3,0,10,0,0,0,10,287,9,0,0,0,304,12,5,0,0,0,16,8,0,0,0,0,7,916,37,3,0,0,962,40,0
506061143,528,4,0,7,0,537,987,0,0,4,0,988,42,0,0,0,0,46,3,0,0,0,0,3,0,0,0,0,0,0,113,0,0,3,0,118,13,0,0,0,0,13,0,0,0,0,0,0,177,0,0,3,0,183,41,0,0,0,0,45,93,0,0,0,0,92,1822,4,3,13,3,1846,601,0,0,0,3,601,1083,0,0,10,4,1094,57,0,0,0,0,57,5,0,0,0,0,5,0,0,0,0,0,0,106,0,0,0,0,106,14,0,0,0,0,15,0,0,0,0,0,0,185,0,0,0,0,190,38,0,0,0,0,38,116,0,0,4,0,118,2024,0,0,12,11,2046,668,5,4,0,0,677,1320,0,0,0,4,1327,51,0,0,0,0,52,0,0,0,0,0,0,5,0,0,0,0,5,123,0,0,0,0,122,13,0,6,0,0,19,3,0,0,0,0,3,198,0,4,0,0,206,47,0
506061144,463,0,0,0,0,471,568,3,0,4,0,578,43,0,0,0,0,43,19,0,0,0,0,19,6,0,0,0,0,4,77,0,0,0,0,77,17,0,0,4,0,23,0,0,0,0,0,0,155,0,0,5,0,162,42,0,0,0,0,42,67,0,0,3,0,71,1298,0,0,12,0,1318,486,0,0,3,6,498,651,0,0,3,3,657,50,5,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,66,13,0,0,0,0,14,5,0,0,0,0,5,124,3,0,0,0,135,34,0,0,0,0,39,136,0,0,0,0,135,1434,4,4,12,9,1467,434,0,0,83,5,534,718,0,0,6,0,725,43,0,0,0,0,51,4,0,0,0,0,4,0,0,0,0,0,0,64,0,0,4,0,64,10,0,0,9,0,19,0,0,0,0,0,0,126,0,0,12,0,142,38,0
506071145,773,691,130,0,0,1600,695,720,194,0,0,1606,268,767,389,0,0,1418,136,51,35,0,0,218,3,7,4,0,0,14,168,417,184,0,0,771,11,26,9,0,0,40,3,0,4,0,0,7,581,1273,616,0,0,2476,32,179,29,0,0,247,121,190,87,0,0,396,2206,3061,1062,0,0,6325,756,809,101,6,9,1685,674,845,191,0,7,1708,262,862,322,0,0,1452,83,79,51,0,0,219,11,0,4,0,0,20,134,381,118,0,6,639,14,17,10,0,4,41,5,0,0,0,0,12,508,1344,516,0,12,2376,105,81,10,0,7,207,167,221,86,8,3,486,2207,3301,902,18,33,6463,821,852,144,0,0,1817,757,854,220,0,0,1837,315,1012,363,0,0,1686,58,88,58,0,0,205,4,48,18,0,0,63,140,389,116,0,3,649,15,20,6,0,0,43,0,3,5,0,0,9,537,1552,561,0,0,2654,32,127
506071146,1185,85,18,0,0,1286,1044,70,0,0,0,1113,271,72,6,0,0,340,189,75,46,0,0,311,3,23,18,0,0,40,208,48,4,0,0,262,12,7,0,0,0,23,0,6,0,0,0,4,692,220,69,0,5,985,57,21,37,0,0,114,174,41,31,0,0,245,3149,440,152,0,3,3750,1220,144,25,0,0,1394,1043,123,5,0,3,1176,274,72,8,0,0,357,172,107,16,0,0,294,5,15,0,0,0,14,167,44,3,0,0,209,17,3,0,0,7,23,3,3,0,0,0,3,634,245,26,0,4,905,45,27,40,0,6,120,163,54,12,0,0,226,3104,598,105,0,14,3825,1357,105,10,0,0,1474,1182,110,9,0,3,1309,323,88,11,0,0,415,189,113,5,0,0,315,12,9,0,0,0,19,180,45,0,0,0,220,15,0,0,0,0,24,10,3,0,0,0,11,726,261,21,0,5,1008,54,53
506071147,1191,320,419,0,0,1929,1154,264,355,0,0,1781,376,349,1087,0,0,1814,89,8,75,0,0,176,0,0,36,0,0,32,210,149,337,0,0,692,16,6,25,0,0,42,8,3,8,0,0,13,695,517,1560,0,0,2768,47,23,66,0,0,138,173,93,322,0,5,595,3264,1214,2722,0,9,7209,1186,603,242,0,3,2041,1137,478,187,0,0,1799,348,718,577,0,9,1644,78,7,64,0,0,151,0,17,9,0,0,25,167,274,165,0,0,617,17,14,9,0,0,42,0,3,0,0,0,4,615,1027,831,0,7,2488,51,80,30,5,0,160,164,220,269,0,4,649,3151,2411,1554,0,17,7131,1331,671,369,0,0,2365,1195,446,253,0,0,1896,409,851,746,0,3,2007,78,4,58,0,0,140,3,0,17,0,0,20,179,240,221,0,0,636,9,14,25,0,0,48,0,3,0,0,0,8,678,1115,1068,0,3,2860,41,50
507011148,727,17,0,0,0,746,2849,58,3,0,0,2915,431,26,3,0,0,452,29,0,0,0,0,34,6,0,0,0,0,6,230,10,0,0,0,238,24,0,0,0,0,24,3,0,0,0,0,3,717,34,3,0,0,754,31,0,0,0,0,33,152,3,0,0,0,155,4476,114,5,0,0,4597,873,59,0,0,0,936,3073,170,0,4,3,3241,646,122,0,3,0,774,20,8,0,0,0,30,0,8,0,0,0,8,221,26,0,0,0,244,12,0,0,0,0,12,3,0,0,0,0,3,903,161,0,3,3,1076,33,3,0,0,0,41,212,35,0,3,0,240,5092,429,0,4,9,5537,1236,158,13,0,0,1410,3858,238,25,0,6,4122,854,147,82,0,0,1087,26,8,4,0,0,34,4,11,6,0,0,18,266,38,10,0,0,316,32,0,0,0,0,32,0,0,0,0,0,0,1183,201,93,0,0,1480,39,23
507011150,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,1125,43,18,42,0,1219,917,37,3,3,0,962,174,37,0,0,0,214,7,3,0,0,0,19,0,0,0,0,0,0,91,23,0,0,0,111,26,0,0,7,0,39,4,0,0,0,0,4,304,65,5,11,0,388,31,4,0,3,0,36,119,4,0,39,0,166,2500,150,26,94,0,2778,1103,47,0,107,3,1257,1218,64,0,4,8,1292,217,36,0,0,0,251,13,9,0,0,0,20,0,0,0,0,0,0,95,34,0,0,0,125,16,0,0,18,0,34,0,0,0,0,0,0,339,81,0,18,0,438,26,0,0,6,0,29,147,10,0,32,3,196,2830,204,0,161,12,3206,1246,40,9,171,0,1463,1492,38,16,3,0,1551,247,47,4,0,0,304,13,3,0,0,0,22,0,0,0,0,0,0,101,17,5,0,0,122,5,0,0,38,0,49,3,0,0,0,0,3,374,69,11,44,0,499,31,0
507011153,778,28,20,0,4,836,1141,59,66,0,0,1269,208,30,70,0,0,307,86,69,82,0,0,238,0,22,37,0,0,60,158,26,31,0,0,207,16,0,8,0,0,28,4,6,0,0,0,4,470,145,228,0,0,841,28,0,6,0,0,30,110,16,39,0,0,168,2532,250,356,0,3,3142,802,27,12,0,0,840,1106,88,57,0,0,1241,267,46,60,0,4,370,77,86,76,0,0,236,0,37,13,0,0,52,199,27,16,0,0,242,17,0,0,0,0,25,5,3,5,0,0,7,565,197,169,0,4,927,24,8,6,0,0,30,181,40,43,0,0,262,2675,360,274,0,3,3319,855,39,20,0,0,915,1205,131,86,0,0,1427,387,64,78,0,0,529,64,92,83,0,3,243,0,18,40,0,0,62,193,24,21,0,0,235,11,0,9,0,0,18,3,0,3,0,0,4,659,197,235,0,7,1087,17,5
507011154,1075,125,45,0,0,1244,908,229,77,0,0,1204,296,132,101,0,0,535,170,168,7,0,0,345,10,28,0,0,0,41,291,78,54,0,3,426,20,11,3,0,0,34,4,0,5,0,0,7,787,415,170,0,3,1381,54,5,0,0,0,63,157,66,29,0,0,258,2981,836,325,0,3,4146,1027,150,32,0,0,1208,982,279,54,0,12,1328,322,198,83,0,0,606,172,139,14,0,0,325,20,10,0,0,0,30,246,119,31,0,0,392,11,19,6,0,0,34,4,0,0,0,0,10,778,491,131,0,0,1404,54,17,0,0,0,69,272,95,41,0,3,414,3116,1017,265,0,16,4418,1094,199,44,0,0,1338,1234,349,53,0,0,1639,422,277,126,0,0,829,161,169,17,0,0,346,20,40,0,0,0,66,284,124,47,0,0,454,25,21,0,0,0,49,3,9,0,0,0,16,918,632,194,0,0,1750,30,10
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,5,4,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,3,0,0
507011158,17,12,9,0,0,30,58,14,16,0,0,93,10,15,14,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,14,24,19,0,0,56,0,0,3,0,0,0,4,9,13,0,0,25,97,50,62,0,0,212,73,62,72,9,0,226,172,137,100,0,0,414,14,41,125,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,5,11,14,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,16,53,136,0,0,205,3,0,3,0,0,8,10,19,77,27,13,142,279,277,390,39,15,989,257,51,178,0,0,490,384,61,159,0,0,601,47,35,241,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,8,10,42,0,0,59,0,0,0,0,0,5,0,0,0,0,0,0,59,51,284,0,0,387,3,3
507011159,1068,50,0,0,0,1117,1834,115,36,0,0,1990,312,28,51,0,0,393,88,64,0,0,0,150,0,3,0,0,0,6,235,21,14,0,0,264,24,0,0,0,0,24,8,0,0,0,0,8,667,114,66,0,0,843,31,0,0,0,0,35,154,17,14,0,0,187,3749,295,121,0,0,4174,947,229,22,0,0,1196,1738,71,94,0,0,1903,366,19,228,0,0,619,67,55,27,0,0,159,5,0,0,0,0,0,233,16,27,0,0,280,18,0,0,0,0,20,0,4,0,0,0,10,693,104,284,0,0,1078,37,21,6,0,0,64,201,52,37,3,0,296,3610,479,438,3,7,4537,1062,215,22,0,3,1306,1744,62,97,0,0,1900,450,22,350,0,0,834,63,57,22,0,0,145,4,4,4,0,0,12,199,15,38,0,0,254,20,0,4,0,0,30,10,0,0,0,0,10,751,108,425,0,0,1284,33,22
507011160,1243,128,62,0,0,1437,837,119,47,0,0,998,272,104,68,0,0,448,37,25,35,0,0,95,0,0,5,0,0,3,190,90,59,0,0,339,28,17,5,0,0,55,0,0,4,0,0,3,530,239,172,0,0,940,38,10,5,0,0,51,114,43,22,0,0,176,2767,534,307,0,0,3607,1220,179,20,0,0,1417,952,195,17,0,3,1175,301,248,57,0,4,605,30,64,0,0,0,97,0,7,0,0,0,10,177,111,28,0,0,318,31,20,4,0,0,51,0,5,0,0,0,11,544,451,87,0,4,1090,25,14,4,0,0,42,167,77,25,0,52,314,2914,916,147,0,64,4040,1372,200,31,0,0,1606,1282,263,43,0,0,1586,432,245,136,0,5,812,33,57,4,0,0,95,6,10,0,0,0,17,181,127,31,0,0,339,35,8,4,0,0,43,3,6,0,0,0,10,687,452,176,0,5,1314,30,23
507011161,407,76,7,32,0,524,2072,111,80,4,0,2266,339,102,86,0,0,521,9,3,19,0,0,29,4,4,0,0,0,3,148,18,11,0,0,182,12,0,0,3,0,20,5,0,0,0,0,9,512,126,124,3,0,767,23,57,0,0,0,84,122,37,31,4,0,190,3146,403,246,44,0,3830,516,102,15,0,0,633,2438,280,99,0,4,2816,553,227,151,0,0,927,4,12,29,0,0,43,0,0,3,0,0,6,175,46,16,0,0,238,18,5,3,0,0,22,0,0,0,0,0,0,746,286,203,0,6,1233,37,56,0,0,0,93,191,48,74,0,0,322,3928,774,391,0,8,5104,760,78,27,0,0,866,3055,220,93,0,0,3372,743,274,246,0,0,1262,12,7,30,0,0,50,0,0,3,0,0,11,220,44,28,0,0,290,21,6,6,0,0,30,0,0,0,0,0,4,1002,331,311,0,0,1649,22,71
507011163,462,31,17,0,0,514,1264,38,13,0,0,1321,184,23,14,0,0,216,61,50,17,0,0,125,0,0,0,0,0,0,156,14,6,0,0,174,17,0,0,0,0,20,3,0,0,0,0,0,424,79,33,0,0,542,21,4,0,0,0,26,144,7,4,0,0,156,2311,171,71,0,0,2553,533,55,0,0,0,584,1336,62,0,0,0,1404,165,51,0,0,0,219,64,61,0,0,0,125,0,0,0,0,0,0,114,11,0,0,0,129,14,3,0,0,0,12,3,0,0,0,0,4,359,131,0,0,6,495,18,4,0,0,0,23,143,48,0,0,0,188,2396,295,0,0,6,2695,674,62,0,0,0,736,1382,73,0,0,0,1454,227,46,0,0,0,271,67,69,0,0,0,140,0,3,0,0,0,4,122,21,0,0,0,148,11,0,0,0,0,7,0,0,0,0,0,0,428,139,0,0,0,570,20,3
507011259,425,4,0,0,0,434,1169,3,0,0,0,1178,186,9,0,0,0,194,54,33,12,0,0,95,0,0,0,0,0,0,111,4,0,0,0,117,14,0,0,0,0,14,0,0,0,0,0,0,363,43,12,0,0,415,18,0,0,0,0,24,104,5,3,0,0,111,2086,60,12,0,0,2159,518,10,0,0,0,532,1443,45,28,0,0,1512,270,48,7,0,0,334,58,24,15,0,0,99,0,0,0,0,0,0,118,7,0,0,0,130,10,5,0,0,0,13,6,0,0,0,0,6,463,81,24,0,3,576,33,0,0,0,0,30,155,19,13,0,0,191,2611,159,69,0,9,2844,642,16,14,0,0,675,1879,29,43,0,5,1956,425,60,46,0,0,532,65,26,14,0,0,103,7,0,4,0,0,11,148,9,15,0,0,169,22,0,0,0,0,23,0,0,0,0,0,0,668,96,77,0,0,843,19,0
507011260,308,0,0,0,0,303,393,8,0,0,0,398,51,4,0,0,0,56,0,4,0,0,0,9,0,0,0,0,0,0,29,5,0,0,0,36,0,0,0,0,0,0,3,0,0,0,0,3,89,17,0,0,0,101,4,0,0,0,0,4,24,0,0,0,0,25,810,28,0,0,0,834,339,0,0,0,0,339,361,3,0,0,0,367,52,9,0,0,0,63,4,0,0,0,0,4,0,0,0,0,0,0,31,0,0,0,4,30,7,0,0,0,0,7,0,0,0,0,0,0,92,10,0,0,4,107,10,0,0,0,0,10,44,4,0,0,0,47,846,16,0,0,6,871,344,0,3,0,0,340,388,0,0,0,0,390,53,7,0,0,0,59,8,0,0,0,0,8,0,0,0,0,0,0,33,0,0,0,0,38,3,0,0,0,0,6,0,0,0,0,0,0,101,10,0,0,0,115,5,0
507021164,798,133,57,4,0,989,748,120,75,0,0,936,161,76,95,0,0,333,17,21,12,0,0,50,3,0,0,0,0,6,89,43,59,0,0,192,0,11,6,0,0,14,0,0,0,0,0,3,263,159,176,0,0,599,22,6,3,0,0,37,78,39,51,5,0,170,1913,450,363,4,0,2731,807,192,52,3,0,1058,767,143,102,0,0,1005,129,103,118,0,8,358,14,19,24,0,0,50,0,0,3,0,0,4,57,51,35,3,0,149,0,7,6,0,0,14,0,0,0,0,0,5,197,185,186,6,8,577,16,3,7,0,0,26,87,34,60,0,0,186,1875,553,410,12,6,2853,896,211,91,4,0,1204,775,153,96,0,0,1022,162,110,143,4,3,418,10,20,19,0,0,42,4,0,0,0,0,4,73,50,62,3,0,186,3,0,0,0,0,9,0,0,0,0,0,5,242,178,230,10,3,663,17,5
507021165,1060,324,193,5,0,1590,1021,339,190,7,0,1560,287,351,410,6,3,1056,48,199,275,0,0,529,8,14,0,0,0,24,275,179,157,5,3,621,24,12,10,0,0,43,4,0,0,0,0,3,647,760,854,10,3,2276,65,32,20,0,0,120,143,123,221,73,0,559,2935,1585,1483,102,8,6108,1041,456,214,7,10,1723,1099,467,214,4,11,1785,283,407,369,0,0,1062,40,321,148,0,0,513,0,13,6,0,0,25,219,162,129,0,6,523,21,17,12,0,0,50,0,3,4,0,0,12,568,929,672,0,8,2178,58,31,20,0,7,117,224,285,298,44,20,866,2997,2160,1409,55,52,6676,1271,496,420,11,0,2194,1230,475,400,3,4,2116,328,456,618,4,7,1404,48,283,162,0,4,502,6,46,32,0,0,80,271,183,203,0,0,660,36,32,25,5,7,110,4,3,9,0,0,13,693,1007,1048,7,22,2769,72,39
