SA2_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
501021011,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,14,0,0,0,3
501021012,360,3785,57,4761,0,5,0,14,0,21,62,6,8,9,3,85,12,4,0,8,0,27,131,25,23,64,0,247,1274,507,388,3134,66,5370,76,0,21,3,4,109,25,9,0,26,0,56,87,35,27,203,0,351,8,3,4,30,0,48,9,0,0,0,0,7,87,0,0,0,0,89,190,71,80,759,15,1114,122,86,36,425,6,673,32,0,0,0,0,32,14,0,0,0,0,12,5,0,0,5,0,12,0,0,0,5,0,4,200,21,10,6,8,240,79,30,13,12,0,145,41,18,9,35,0,99,5,4,3,3,0,14,4,0,0,0,0,4,239,103,72,618,15,1044,4,0,0,3,0,7,85,9,6,0,0,100,18,0,3,21,0,46,6,0,0,4,0,16,5,0,0,0,0,5,41,16,5,37,0,104,384,67,49,111,3,610,23,12,3,61,673,774,2660,886,659,6734,820,11758,99,529,387,3949
501021014,284,2707,71,3502,0,0,0,31,0,31,72,0,0,3,0,73,8,5,4,12,4,30,96,31,24,48,4,196,831,364,253,2128,58,3632,326,5,0,0,0,336,7,4,0,10,0,23,59,17,19,140,0,228,5,3,0,25,0,33,3,0,0,0,0,3,7,3,0,3,0,8,140,57,46,471,10,723,379,109,49,510,18,1066,15,0,0,0,0,20,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,4,0,0,37,11,9,7,0,60,50,23,21,10,0,104,18,7,6,19,0,55,3,0,0,0,0,5,6,0,0,0,0,8,153,75,44,339,10,623,0,0,0,0,0,3,55,0,0,5,0,58,21,0,4,0,0,29,6,0,0,0,0,5,0,0,0,0,0,0,27,4,3,13,0,43,162,36,17,59,6,272,16,5,4,56,735,817,2172,700,479,4736,867,8956,78,397,306,2701
501021015,218,2068,36,2674,0,0,0,32,0,36,111,0,0,0,0,120,10,0,0,9,0,22,42,13,11,21,0,89,661,307,257,1654,41,2928,153,5,8,0,3,170,3,4,0,8,0,21,49,25,20,120,5,217,31,12,5,25,0,72,7,0,0,0,0,11,58,0,0,6,0,66,146,56,37,448,6,691,230,69,30,240,13,577,29,0,3,0,0,34,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,68,12,10,0,3,95,46,23,6,8,0,87,56,0,7,25,0,84,5,0,0,0,0,10,10,0,0,0,0,5,136,64,43,342,9,589,5,0,0,0,0,5,18,0,3,0,0,25,14,3,0,9,0,24,8,0,0,0,0,5,30,0,6,0,0,32,26,4,4,26,5,56,223,31,25,63,5,342,27,0,0,42,403,479,1843,553,414,3685,500,6991,62,353,236,2008
501021016,131,1285,47,1643,0,0,0,14,0,19,15,5,4,0,0,17,8,0,0,3,0,7,31,11,5,9,0,61,464,137,142,959,24,1719,42,0,0,0,0,43,9,3,0,5,0,18,37,13,7,76,0,133,0,0,0,0,0,0,0,0,4,5,0,9,13,0,0,0,0,14,61,25,16,212,0,318,181,41,34,183,19,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,19,27,11,8,6,0,53,9,0,0,9,0,18,4,0,0,0,0,11,0,0,0,0,0,0,110,24,34,199,14,380,0,0,0,0,0,0,15,0,0,0,0,19,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,4,3,12,0,37,62,4,17,27,5,120,10,8,0,37,421,475,954,274,238,2169,518,4150,42,166,148,1175
501021251,328,2543,24,3350,0,3,4,24,0,27,78,0,0,8,0,82,5,3,0,13,0,23,164,31,28,44,0,271,1202,397,339,1871,45,3855,158,0,10,4,0,171,33,6,3,8,0,55,137,19,21,169,0,344,14,4,0,28,0,48,3,0,0,3,0,11,81,7,6,4,0,98,225,73,48,474,11,830,78,56,25,249,0,408,9,0,0,0,0,10,15,0,0,0,0,19,0,0,0,7,0,5,4,0,0,0,0,12,96,13,11,8,5,128,78,25,17,11,0,134,27,10,5,15,0,56,34,0,6,0,0,38,0,0,0,5,0,9,272,66,92,396,3,834,10,0,0,0,0,8,356,6,13,0,0,383,35,0,5,11,0,46,4,0,0,0,0,4,8,0,0,0,0,8,34,8,8,19,0,71,459,43,55,70,8,631,35,0,0,44,473,559,2925,662,594,4256,551,8995,106,428,344,2631
501021252,113,1004,24,1309,0,0,0,3,0,4,13,0,3,0,0,19,3,0,0,7,0,11,42,15,4,17,0,75,337,136,110,717,34,1344,12,0,3,0,0,12,3,0,0,6,0,9,31,6,7,59,3,103,3,3,0,3,0,18,0,0,0,0,0,6,3,0,0,5,0,11,66,31,23,200,7,326,33,22,6,78,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,5,3,3,0,0,7,19,14,4,0,0,40,10,4,3,13,0,32,10,0,0,3,0,11,0,0,0,0,0,0,100,37,31,180,4,355,0,0,0,0,0,0,30,0,5,0,0,36,0,0,0,4,0,4,13,0,0,0,0,17,0,0,0,0,0,0,6,3,0,10,0,17,96,15,13,25,5,153,6,0,3,16,116,139,677,264,208,1694,166,3007,20,146,115,985
501021253,410,3134,69,4197,0,3,0,28,5,34,127,3,8,22,0,160,20,6,3,9,0,42,116,32,34,58,7,240,1365,528,383,2821,113,5214,118,0,9,0,0,128,30,4,6,14,0,54,109,26,15,224,7,382,20,15,4,41,0,73,10,3,0,3,0,14,168,3,6,11,7,186,358,106,82,886,8,1435,295,92,47,317,8,750,52,0,0,0,0,56,20,0,0,0,3,20,3,4,0,5,0,3,10,4,4,13,0,21,85,3,6,0,0,92,83,36,20,11,7,151,85,10,20,36,0,157,24,4,0,0,0,32,4,0,7,0,0,11,319,111,100,687,19,1243,6,0,0,0,0,10,68,6,6,0,0,76,35,6,0,10,0,49,30,0,3,0,0,34,12,0,0,0,0,15,60,11,15,31,0,121,550,60,62,112,8,789,41,13,9,54,796,907,3479,950,722,5999,1009,12156,78,557,392,3312
501021254,179,1617,36,2093,5,0,0,33,0,37,31,4,4,5,0,39,5,0,0,4,0,13,50,16,11,27,0,103,521,212,182,1212,32,2153,83,0,10,0,3,98,15,0,6,14,0,33,44,13,17,85,0,162,0,4,0,7,0,10,4,0,0,8,0,9,30,0,0,0,0,28,99,45,27,291,9,466,48,23,11,120,5,205,10,0,0,0,0,10,4,0,0,0,0,5,0,0,0,0,0,3,5,0,0,4,0,7,49,13,7,0,12,79,24,12,13,0,0,53,19,0,0,7,0,25,11,0,3,0,0,20,0,0,0,0,0,0,111,54,50,271,8,484,0,0,0,0,0,6,26,8,0,0,0,30,3,0,0,7,0,8,3,0,0,0,0,3,8,0,0,0,0,13,22,0,0,10,0,32,215,27,27,42,4,315,14,0,0,44,374,433,1212,388,313,2781,457,5142,44,236,175,1442
501031017,191,1893,52,2512,0,3,0,0,0,4,7,0,0,7,3,18,13,0,3,16,0,31,87,22,15,19,4,148,1029,317,228,1523,62,3153,24,0,6,0,0,33,25,0,5,13,0,35,84,18,16,106,6,232,6,0,0,4,0,12,8,0,0,6,0,15,5,0,0,0,0,13,140,54,36,351,17,585,72,34,11,120,5,234,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,11,0,26,7,0,0,3,0,9,18,4,0,7,0,27,45,22,8,8,0,75,16,0,3,6,0,23,8,0,0,0,0,6,0,0,0,0,0,0,184,61,34,344,20,641,4,0,0,0,0,4,17,0,0,0,0,20,10,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,39,4,3,4,0,51,118,25,27,53,0,224,13,3,5,53,428,504,1615,532,351,3308,552,6361,60,308,264,2089
501031018,190,1868,37,2401,0,0,0,9,0,15,38,3,3,3,0,42,3,0,0,3,0,13,60,20,13,23,3,117,699,239,168,1422,45,2571,15,0,4,0,0,23,11,0,0,4,0,21,57,24,30,114,0,225,6,0,0,11,0,12,5,0,0,0,0,10,6,0,4,0,3,13,80,43,39,356,6,528,125,44,30,203,10,414,4,0,4,0,0,7,0,0,0,0,0,6,0,0,0,4,0,4,0,0,0,0,0,8,14,10,6,5,0,32,42,6,11,0,5,60,26,0,0,8,0,37,0,0,0,0,0,3,0,0,0,0,0,0,152,63,50,324,4,593,0,3,0,3,0,5,5,0,0,0,0,12,4,6,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,27,6,3,22,0,57,121,23,20,29,0,197,12,0,6,35,514,570,1293,451,338,3181,608,5871,46,267,234,1830
501031019,178,1787,40,2270,0,0,0,28,0,30,17,0,3,5,0,19,17,4,0,19,0,40,50,15,6,36,3,107,452,231,185,1506,35,2408,42,0,6,0,0,50,4,3,0,6,0,25,32,19,7,98,3,162,20,4,0,9,0,33,8,0,0,0,0,8,17,0,4,0,0,23,51,33,22,308,4,418,141,50,14,209,13,424,0,0,0,0,0,0,7,0,0,0,0,8,81,8,4,45,4,145,0,5,0,0,0,6,0,0,0,0,0,4,16,8,19,7,0,41,17,7,0,7,0,37,0,0,0,0,0,3,0,0,0,0,0,0,109,62,45,343,15,577,0,0,0,0,0,0,4,0,10,0,0,9,8,0,0,8,0,14,0,0,0,0,0,3,0,0,0,0,0,3,21,0,0,11,0,39,125,29,32,61,8,260,9,9,3,46,380,448,1080,432,307,3234,484,5539,54,234,186,1653
501031020,157,1457,23,1930,0,0,0,9,0,5,29,0,0,0,0,33,3,0,0,9,0,16,41,19,3,19,0,81,679,218,158,1189,49,2286,11,0,3,0,0,13,22,0,0,9,0,30,51,21,19,83,8,175,8,3,0,9,0,13,10,0,0,0,0,10,6,0,5,4,0,15,110,27,23,319,9,495,92,35,13,137,11,286,0,0,0,0,0,0,0,0,0,0,0,4,25,3,0,3,0,37,3,0,0,0,0,7,8,8,10,5,0,31,33,6,6,0,0,52,23,0,0,7,0,32,6,0,0,0,0,6,4,0,0,0,0,4,134,52,44,262,3,499,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,5,0,0,0,0,0,6,5,0,0,0,0,5,24,7,0,16,0,46,130,25,13,32,3,211,11,4,8,37,449,506,1243,409,286,2569,523,5039,47,222,171,1279
502011021,305,1925,25,2585,0,0,0,17,0,16,29,0,0,11,0,45,21,3,0,8,0,33,113,16,17,25,0,170,1341,327,275,1501,34,3474,28,0,15,0,6,45,45,0,0,15,0,61,107,21,25,117,3,273,8,0,0,17,0,24,6,4,0,8,0,15,32,0,5,0,0,37,224,53,32,377,10,692,59,43,19,116,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,12,4,0,0,0,15,60,0,0,5,0,76,61,25,25,8,0,112,41,4,0,23,0,68,12,0,0,0,0,9,0,0,0,0,0,0,269,69,58,320,9,730,3,0,5,0,0,8,71,3,11,7,0,91,14,0,0,4,0,23,4,0,0,0,0,6,12,0,3,0,0,15,45,4,8,9,0,77,214,38,37,37,9,339,17,0,0,54,396,472,2241,531,482,3366,470,7087,75,367,387,2229
502011022,302,2348,57,3232,0,0,0,18,0,18,35,3,0,8,0,47,23,7,5,14,0,49,91,25,26,49,0,193,1423,459,281,1968,55,4191,42,0,4,0,0,43,31,0,3,13,0,46,95,22,19,158,9,301,15,7,8,17,0,41,9,0,0,0,0,12,21,8,0,4,0,33,232,70,45,545,19,904,87,44,17,164,7,317,16,0,0,0,0,21,3,0,0,5,0,6,0,0,0,0,0,5,12,4,0,0,0,17,84,0,11,6,5,103,70,25,15,3,0,114,42,5,4,24,0,74,15,0,3,3,0,19,14,0,0,0,0,9,326,92,89,463,15,983,5,0,0,0,0,3,70,0,3,0,0,79,13,0,0,17,0,29,3,0,0,0,0,3,3,0,0,0,0,3,79,22,8,12,0,122,286,56,37,75,8,465,31,8,0,49,478,569,2563,808,517,4289,594,8785,79,508,399,2499
502011023,343,3007,73,4038,0,4,3,38,0,47,51,7,4,14,0,69,3,7,0,9,0,18,105,22,20,40,5,184,1443,518,337,2333,79,4719,144,7,11,0,3,162,30,3,0,15,0,46,88,18,24,156,4,289,0,6,0,8,0,15,7,0,0,9,0,11,57,4,0,0,4,59,205,50,59,558,18,885,61,32,15,147,3,264,0,0,0,0,0,6,0,0,0,8,0,11,0,0,0,0,0,0,5,5,0,0,0,15,113,13,11,11,0,143,69,35,12,15,0,131,20,7,3,12,0,42,14,0,9,3,0,18,5,0,0,0,0,5,321,77,90,447,14,940,6,0,0,0,0,8,32,10,0,7,0,48,29,4,3,5,0,42,10,0,0,0,0,9,3,0,6,0,0,12,44,12,7,20,3,82,361,49,55,68,10,538,41,8,12,47,462,566,2735,833,587,5075,624,9857,98,520,367,2835
502011024,690,4595,96,6284,0,0,0,30,0,29,136,6,15,24,0,177,36,7,4,16,0,66,269,49,37,65,3,417,3612,803,673,3990,115,9189,109,0,20,0,0,132,72,3,10,28,0,105,213,57,36,329,6,641,14,8,4,25,0,59,30,4,0,5,0,42,86,4,10,7,0,104,651,141,96,1048,16,1950,160,73,26,278,6,537,24,0,0,0,0,28,4,0,0,0,0,3,6,0,3,0,0,6,30,4,3,26,0,63,238,23,18,0,0,273,178,49,48,4,0,285,63,7,3,34,0,111,33,9,3,3,0,48,15,0,0,0,0,16,637,163,143,916,18,1879,3,6,0,0,0,16,239,4,10,5,0,257,32,5,7,24,0,65,3,0,0,4,0,11,14,0,5,0,0,25,169,16,28,51,4,262,611,98,107,134,10,966,67,9,9,86,1038,1211,6300,1368,1159,8440,1259,18531,178,906,746,4801
502011025,304,2302,79,3147,0,0,0,23,0,28,83,0,5,3,3,94,12,6,7,16,0,41,79,24,12,21,4,135,1363,325,283,1834,60,3875,130,0,14,0,4,149,23,0,0,12,0,31,86,19,13,144,7,270,12,6,0,16,0,36,12,0,0,0,0,12,203,7,8,0,0,218,290,68,48,483,18,901,86,18,23,113,0,242,22,0,0,0,0,22,0,0,0,0,0,0,11,0,0,0,0,12,0,4,0,0,0,8,99,8,9,5,4,123,59,16,21,10,0,103,33,7,4,15,0,63,23,0,0,0,0,25,9,0,0,3,0,7,281,85,59,438,12,881,0,0,0,0,0,5,45,7,3,0,0,55,15,6,0,9,0,32,30,0,0,0,0,29,6,0,0,0,0,6,47,7,3,19,0,78,472,40,25,49,0,587,34,12,5,76,750,871,2995,641,496,4059,906,9091,102,393,342,2393
502011026,223,1750,37,2335,0,0,0,12,0,15,20,0,5,4,0,31,11,7,0,16,0,23,48,15,0,15,0,90,862,291,216,1427,30,2830,12,3,3,0,0,16,5,0,0,11,0,18,47,20,18,113,0,192,0,5,0,6,0,17,0,0,0,0,0,3,9,5,6,3,0,27,149,40,33,373,11,603,41,25,3,110,4,184,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,9,22,8,0,0,0,43,43,17,4,4,0,73,17,5,0,7,0,32,0,0,0,4,0,9,10,0,0,0,0,12,183,69,45,333,6,639,0,0,0,0,0,0,25,0,0,0,0,25,11,0,0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,22,3,11,21,0,50,130,25,20,43,0,222,11,8,7,37,357,415,1402,512,355,3111,433,5816,35,315,277,1941
502011027,724,4332,58,6155,0,0,0,30,0,30,166,4,10,29,0,215,33,7,5,18,0,68,200,65,37,65,4,372,3435,790,685,3356,112,8383,235,4,36,10,0,293,40,10,13,23,3,82,211,37,43,259,8,562,16,5,3,16,0,49,17,5,3,6,0,32,204,11,7,9,0,225,665,134,107,809,16,1733,179,77,39,296,5,600,25,4,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,16,7,4,28,0,54,300,24,17,6,6,348,198,48,34,19,0,302,68,10,9,27,0,119,21,0,4,9,0,30,29,6,0,4,0,44,753,172,149,695,23,1786,9,0,3,0,0,6,311,6,10,7,7,344,64,4,0,30,0,100,29,3,0,0,0,29,20,0,0,0,0,20,146,20,12,26,6,212,940,125,114,132,15,1321,36,5,6,61,909,1021,6711,1433,1178,7349,1113,17780,225,1077,871,5184
502011028,339,2801,76,3723,0,0,0,48,0,52,83,0,7,10,4,105,22,5,0,8,0,31,109,23,5,30,0,170,1544,420,333,2310,80,4681,157,3,14,0,3,180,33,7,3,25,0,62,122,28,17,154,5,326,13,4,0,9,0,32,13,0,0,3,0,16,66,11,4,9,0,82,294,53,41,488,20,898,90,42,21,136,3,298,16,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,0,8,116,7,5,0,3,135,70,15,12,0,0,99,36,8,6,17,0,67,13,3,0,0,0,20,6,0,0,0,0,10,336,97,86,528,14,1059,0,0,0,0,0,0,71,3,3,0,0,79,27,5,7,15,0,49,9,0,0,0,0,16,17,0,0,0,0,17,56,9,0,20,8,94,382,38,43,60,10,537,25,9,13,61,774,878,3049,725,575,4873,947,10165,122,509,407,2942
502011029,350,3145,47,4081,0,6,0,24,0,29,23,0,0,5,4,31,12,7,0,8,0,30,89,29,18,49,0,181,1286,467,369,2337,71,4526,66,0,0,0,4,71,18,0,0,19,0,42,69,32,18,175,3,303,5,0,6,5,0,13,3,0,0,3,0,8,29,0,6,6,0,41,202,71,67,510,16,859,96,35,17,173,3,321,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,9,8,3,0,9,0,14,62,7,5,0,0,70,77,35,16,19,6,147,16,3,8,10,0,38,9,4,0,0,0,11,6,0,0,0,0,6,282,89,60,462,8,899,0,0,0,0,0,0,34,0,6,5,0,44,14,3,0,5,0,24,9,0,0,5,0,11,9,0,4,0,0,10,51,7,4,25,3,94,179,42,28,73,6,327,18,0,0,52,754,826,2148,780,564,5248,886,9627,96,500,393,3395
503011030,286,1422,15,2077,0,0,0,0,0,0,224,14,20,16,0,275,29,13,4,40,0,84,98,12,13,15,0,132,919,273,241,1257,22,2708,16,0,0,0,0,17,37,5,0,15,0,56,129,23,28,75,0,258,70,15,12,68,0,167,13,4,0,4,0,21,102,10,4,5,0,121,195,65,55,453,12,781,152,59,23,149,0,379,0,0,0,0,0,5,13,0,3,0,0,15,30,7,10,7,0,62,0,0,0,4,0,5,5,0,0,0,0,5,39,13,13,0,0,62,52,0,0,9,0,64,20,9,3,4,0,29,0,0,0,0,0,0,243,58,56,323,9,699,5,0,0,0,0,9,87,5,3,6,0,99,20,0,0,3,3,33,14,0,0,0,0,14,17,0,0,0,0,17,36,7,7,11,5,65,414,54,58,67,0,594,17,0,0,20,263,307,2441,564,485,2798,318,6611,62,358,303,1435
503011031,313,1614,32,2396,0,0,0,3,0,3,373,10,22,4,5,410,32,9,5,11,0,57,63,23,9,27,4,118,1064,339,286,1583,29,3300,22,6,6,6,0,31,56,7,5,15,0,86,103,18,21,112,5,252,20,16,0,25,0,58,7,4,0,4,0,22,120,8,4,8,0,140,266,98,51,615,6,1036,87,30,25,121,4,267,19,7,0,0,0,30,13,0,0,6,0,24,4,0,0,12,0,13,11,0,0,0,0,12,6,0,0,0,0,6,36,10,15,0,0,58,57,10,4,11,0,81,31,3,0,0,0,37,3,0,0,0,0,3,269,82,57,512,10,930,5,0,0,0,0,10,67,16,12,3,0,94,36,0,0,9,0,43,32,6,0,0,0,32,17,0,0,0,0,25,53,8,0,24,3,96,618,63,93,72,9,847,25,10,3,10,681,734,2851,678,560,3308,753,8149,74,419,389,1794
503011032,289,1635,14,2382,0,0,0,0,0,3,79,9,12,0,0,99,16,9,6,34,0,69,81,18,12,22,0,131,999,375,252,1817,32,3471,3,0,6,0,0,7,83,10,4,17,0,115,105,27,10,153,3,299,25,21,3,45,4,96,13,0,3,5,0,19,45,14,0,5,0,62,284,98,46,644,10,1077,108,42,22,124,7,303,0,0,3,0,0,6,9,5,0,11,0,25,4,0,0,4,0,10,0,4,0,0,0,5,5,0,0,0,0,5,33,16,9,0,0,58,29,9,4,14,0,61,5,0,0,6,0,13,0,0,0,0,0,0,265,82,65,555,11,978,0,0,0,0,0,10,56,7,16,0,0,80,14,6,0,7,0,27,13,3,0,4,0,22,9,0,0,0,0,10,27,12,6,26,0,71,340,77,63,64,6,553,4,0,0,17,464,483,2072,696,487,3592,526,7370,65,402,329,1730
