SA2_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
501011001,238,1658,35,2236,0,0,0,12,0,9,20,4,5,0,3,33,9,0,4,10,0,23,52,17,20,26,0,115,705,280,197,1225,42,2439,24,0,0,0,0,30,14,0,5,4,0,18,82,12,15,89,0,198,8,4,0,9,0,20,0,4,0,0,0,4,12,0,0,4,0,16,117,56,33,328,12,533,39,15,5,54,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,15,24,17,3,0,0,39,41,17,7,11,3,83,18,8,4,13,0,39,10,3,0,0,0,17,0,0,0,0,0,0,172,52,44,299,6,565,6,0,0,0,0,0,14,7,5,0,0,33,9,0,3,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,19,0,56,173,33,41,63,3,310,3,0,4,30,414,457,1270,475,366,2810,508,5432,61,327,284,1828
501011003,411,2966,54,4023,0,0,0,5,0,14,34,4,3,9,0,53,13,8,4,13,0,40,117,26,27,42,0,210,1346,534,400,2498,74,4850,18,4,9,0,0,29,64,0,12,31,0,106,130,39,28,204,5,404,18,6,4,16,0,39,8,3,0,3,0,21,21,3,0,6,0,35,268,80,78,662,17,1108,146,45,16,207,5,414,12,0,0,0,0,12,0,3,0,0,0,4,7,0,0,0,0,4,5,3,5,4,0,21,30,6,7,0,0,39,54,31,14,9,4,111,32,9,3,13,0,62,9,0,0,0,4,18,0,0,0,0,0,0,284,111,96,591,17,1098,7,0,0,0,0,10,63,8,8,0,0,82,13,0,0,17,0,37,13,0,0,0,0,15,7,0,0,0,0,14,37,11,6,39,3,99,281,67,72,105,8,533,15,6,8,65,723,809,2382,916,710,5404,864,10283,97,647,520,3292
501011004,434,2366,49,3416,0,0,0,13,0,18,76,5,6,11,0,97,19,3,4,20,0,49,93,35,34,58,5,218,1161,392,401,1836,49,3831,65,0,9,3,0,81,67,10,11,14,0,103,140,20,44,159,11,367,14,6,0,21,0,40,10,0,0,0,0,8,39,5,5,3,0,47,250,95,80,578,10,1018,132,27,21,118,3,303,42,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,18,29,13,8,0,3,62,88,39,17,12,0,158,28,6,10,30,0,71,4,3,0,6,0,9,0,0,0,4,0,7,273,105,77,494,14,962,3,0,0,0,0,3,69,11,3,0,0,84,25,4,6,15,0,50,9,0,0,0,0,8,7,0,0,0,0,7,50,6,7,25,0,83,366,68,72,92,3,605,21,8,11,48,624,712,2448,792,705,4151,733,8828,79,537,521,2362
501011293,317,2661,59,3521,0,0,0,24,0,23,32,0,4,7,0,47,5,0,0,8,0,11,83,20,22,31,3,154,1134,375,320,2211,56,4102,57,3,5,0,0,69,27,0,0,10,0,40,81,27,16,145,4,269,7,5,0,4,0,19,3,0,0,5,0,12,42,0,5,5,0,60,176,60,62,565,5,871,49,32,9,155,3,256,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,9,3,4,4,11,0,15,26,13,0,0,0,42,63,32,18,12,3,122,24,3,4,19,0,51,11,0,3,5,0,12,0,0,0,0,0,0,225,92,58,515,12,898,0,0,0,0,0,11,56,7,5,3,0,79,5,8,0,14,0,24,0,0,0,0,0,3,25,3,0,0,0,27,24,4,8,20,0,55,260,36,46,69,0,418,13,0,6,71,547,641,2002,678,544,4745,665,8638,75,460,368,2629
501011294,668,5499,112,7197,0,0,0,37,0,39,73,9,6,21,0,109,16,0,5,26,0,45,193,41,41,122,6,404,2242,896,656,4705,129,8628,77,0,13,3,0,93,48,9,10,43,0,110,161,45,38,366,12,630,7,11,3,32,0,49,10,9,3,8,0,23,56,6,6,9,0,74,378,145,103,1109,23,1762,127,80,35,387,7,632,19,0,5,0,0,28,3,0,0,0,0,10,6,0,3,11,0,17,14,9,0,4,0,27,57,14,9,6,0,89,115,78,42,22,3,251,38,14,8,33,0,91,31,5,3,12,0,49,6,0,0,0,0,6,391,167,128,1033,23,1744,0,0,0,0,0,10,88,23,13,0,3,127,14,4,4,27,0,54,26,0,0,0,0,26,27,0,0,0,0,32,68,14,12,39,0,132,464,108,86,127,6,785,45,4,9,95,1128,1282,3931,1483,1111,9798,1371,17693,158,913,831,5830
501021005,646,5369,90,7011,0,8,4,47,0,57,105,8,0,14,0,129,11,3,0,26,0,43,196,61,29,104,5,390,2170,818,631,4312,93,8025,80,0,7,3,0,90,37,6,0,38,0,84,158,44,36,318,14,562,8,14,8,55,3,85,7,3,3,6,0,23,103,5,3,3,0,115,460,127,131,1064,21,1799,208,119,53,618,15,1012,13,0,7,0,0,19,5,0,3,5,0,10,9,0,0,6,0,12,0,0,0,10,0,13,360,35,13,7,4,417,169,68,37,15,0,285,51,18,10,59,0,135,9,0,0,13,0,24,13,0,0,0,0,13,490,133,131,992,13,1755,9,0,0,0,0,12,199,8,16,0,0,221,30,5,3,19,0,60,8,0,0,0,0,9,10,0,0,0,0,12,61,13,12,64,0,151,474,88,88,137,5,798,35,10,9,108,1078,1245,4341,1392,1079,9501,1277,17588,160,905,798,6036
501021007,202,1897,20,2402,0,0,0,10,0,10,15,0,0,0,0,18,3,0,0,3,0,8,56,13,11,23,0,98,622,232,184,1381,31,2443,5,0,0,0,0,6,12,0,0,9,0,26,45,20,8,107,0,180,0,0,0,6,0,9,0,0,0,3,0,4,13,0,0,6,0,15,83,28,21,290,7,429,35,14,10,115,0,179,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,9,4,0,0,0,16,34,23,14,3,0,77,11,0,6,3,0,19,3,0,0,4,3,11,0,0,0,0,0,0,95,39,25,299,9,473,0,3,0,0,0,3,32,5,0,4,0,39,3,4,0,5,0,9,0,0,0,0,0,0,5,0,0,0,0,9,24,8,0,10,0,41,109,37,23,34,0,211,10,11,0,40,330,385,1010,423,315,3071,378,5196,52,255,224,1854
501021008,168,1918,48,2509,0,3,0,32,0,36,62,3,6,3,0,74,3,5,0,0,0,16,66,13,3,33,0,118,594,264,199,1593,50,2702,136,0,8,0,0,138,7,0,0,12,0,17,49,19,12,125,3,210,10,3,3,9,0,29,0,0,0,7,0,8,79,3,0,0,0,89,110,49,39,385,7,592,67,33,12,188,10,316,34,0,0,0,0,33,5,0,0,0,0,5,0,0,0,4,0,4,0,3,0,0,0,9,87,7,3,0,0,101,46,14,10,3,0,74,27,5,5,8,0,47,4,0,0,3,0,6,0,0,0,0,0,0,138,57,53,365,3,620,0,0,0,0,0,0,31,3,5,0,0,39,11,4,0,5,0,12,0,0,0,0,0,4,11,0,0,0,0,13,24,9,3,16,0,56,221,39,28,50,0,341,26,7,5,43,792,877,1542,505,341,3460,896,6744,73,302,220,1780
501021009,251,3307,99,4110,0,5,0,54,7,62,24,3,5,10,0,37,6,0,0,0,0,7,35,21,5,26,0,94,635,299,274,2333,71,3607,41,0,7,0,0,49,15,4,3,7,0,25,86,36,17,177,8,323,3,4,6,0,0,10,8,0,0,0,0,11,33,7,0,5,0,49,112,67,41,470,16,705,114,61,13,267,6,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,96,4,7,3,4,114,43,16,12,8,5,85,87,10,8,29,3,133,3,0,0,0,0,9,0,0,0,0,0,0,127,81,61,502,21,794,5,0,0,0,0,5,19,0,0,0,0,29,3,0,6,3,0,15,0,0,0,0,0,0,8,0,0,0,0,8,45,14,6,41,0,108,154,28,27,56,5,271,20,9,9,99,644,780,1390,642,442,5495,824,8798,62,363,286,3028
501021010,99,1091,13,1366,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,9,46,6,25,20,0,95,320,148,107,873,15,1473,14,0,9,0,0,23,7,0,0,0,0,7,21,13,3,40,0,80,0,0,0,0,0,4,0,4,0,0,0,4,0,5,6,0,0,9,34,24,18,214,5,289,33,24,9,166,0,232,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,23,6,4,0,0,0,14,12,3,3,7,0,16,8,4,0,0,0,11,0,0,0,0,0,0,74,21,23,177,8,301,0,0,0,0,0,0,34,4,0,0,0,37,4,0,0,3,0,9,0,3,0,0,0,3,0,0,0,0,0,0,12,9,0,17,0,30,61,7,11,27,0,107,8,0,0,27,175,216,594,245,192,1909,210,3143,29,155,107,1073
