SA2_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
501011001,97,29,6,589,242,109,158,73,14,598,6,0,5,0,0,13,716,249,266,110,19,1360,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16,0,0,0,0,0,3,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,17,3,0,0,0,25,9,6,0,4,3,19,765,260,275,111,20,1437,0,0,0,0,0,3,27,4,0,0,0,34,137,32,18,7,0,190,408,139,108,34,4,696,284,114,195,84,28,712,10,0,6,0,0,18,872,296,329,116
501011003,174,22,14,840,579,293,425,195,50,1551,12,4,0,0,0,18,1172,506,613,223,70,2585,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,14,20,6,5,0,0,37,12,4,3,4,0,17,0,0,0,0,0,0,43,7,9,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,0,0,0,4,9,0,0,0,0,9,13,0,0,0,0,13,8,0,0,0,0,10,3,0,0,4,0,8,0,0,0,0,0,0,30,0,0,0,0,34,9,0,6,0,0,16,1252,521,629,232,70,2706,3,0,0,0,0,4,26,4,3,0,0,36,115,34,19,0,0,171,516,158,160,33,11,872,709,339,447,223,69,1789,16,3,0,4,0,25,1383,537,633,258
501011004,189,53,13,901,330,232,283,143,44,1025,9,0,0,0,0,10,892,504,495,201,60,2147,0,0,0,0,0,0,5,0,0,0,0,3,16,11,3,0,0,26,14,10,0,0,0,26,0,0,0,0,0,5,0,0,0,0,0,0,30,19,4,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,20,3,6,4,0,0,11,938,534,510,207,62,2246,0,0,0,0,0,3,26,4,4,6,4,35,106,45,18,4,0,175,458,254,191,38,10,952,410,247,352,172,47,1231,8,0,9,0,0,19,1013,553,576,220
501011293,90,21,9,706,526,247,333,175,61,1345,16,3,0,0,0,27,1046,404,428,206,75,2146,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,36,39,13,0,0,0,59,0,0,0,3,0,11,3,0,0,0,0,3,71,22,9,5,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,21,0,0,0,0,27,9,0,4,0,0,9,5,0,0,0,0,5,3,0,0,0,0,3,41,0,3,0,0,41,3,0,0,0,0,4,1160,424,433,205,75,2298,0,0,0,0,0,0,5,0,0,0,0,7,54,7,0,4,0,65,544,140,80,26,5,798,692,302,339,159,58,1545,3,0,10,0,0,11,1295,449,432,190
501011294,219,58,17,1395,914,526,649,305,126,2522,30,11,9,10,6,48,1902,847,883,369,150,4153,0,0,0,0,0,0,4,0,0,0,0,4,95,3,3,4,0,96,98,27,9,0,0,136,29,26,17,8,0,81,0,0,0,0,0,4,229,53,32,13,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,16,0,0,0,0,15,80,5,0,0,0,86,22,0,0,0,0,23,0,0,0,0,0,4,0,0,0,0,0,4,126,10,0,0,0,142,7,3,0,5,0,18,2270,909,920,390,152,4642,0,0,0,0,0,0,13,0,0,0,0,16,155,21,8,4,0,189,953,306,219,34,21,1531,1113,555,763,363,151,2951,10,11,3,3,0,23,2248,891,995,405
501021005,136,33,6,913,1278,731,972,423,183,3585,26,14,7,3,0,50,1884,952,1121,464,192,4607,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,19,59,9,10,6,0,83,0,6,0,0,0,6,0,0,0,0,0,5,80,14,16,3,0,112,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,16,0,0,0,0,0,0,8,0,0,0,0,11,3,6,0,0,0,10,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,6,4,0,0,18,8,0,0,0,0,13,2005,975,1137,471,199,4776,0,0,0,0,0,4,5,0,0,0,0,4,36,5,3,0,0,42,673,238,150,23,17,1094,1474,797,1037,477,214,3993,13,5,7,0,3,32,2194,1043,1193,500
501021007,75,20,0,515,337,142,173,98,35,790,15,0,0,0,4,17,715,264,256,125,48,1409,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,3,737,272,259,125,47,1446,0,0,0,0,0,4,8,0,0,0,0,8,71,12,9,0,0,91,319,107,68,34,8,528,347,153,198,101,41,845,9,8,0,6,0,20,754,277,272,136
501021008,114,25,17,732,231,111,129,62,24,548,13,9,0,0,0,18,703,318,250,90,41,1401,0,0,0,0,0,0,5,0,0,0,0,4,42,3,0,0,0,40,48,34,21,8,3,118,3,3,0,0,0,12,3,0,0,0,0,0,102,43,25,4,8,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,361,275,91,51,1582,0,0,0,0,0,0,5,0,0,0,0,9,57,16,4,0,0,80,413,160,119,40,14,742,255,110,131,63,34,582,6,5,3,0,0,16,731,297,252,99
501021009,156,64,17,1013,352,180,242,149,54,978,21,9,3,5,0,35,1057,461,419,212,70,2227,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,8,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,9,4,0,0,0,0,3,1091,473,419,212,70,2271,0,0,0,0,0,4,4,0,0,0,0,9,124,29,17,3,0,166,541,193,151,58,14,967,413,188,226,119,60,1005,17,6,3,0,0,20,1096,402,406,187
501021010,41,11,10,257,178,99,139,68,36,520,7,0,0,0,0,6,381,145,185,85,43,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,19,3,0,0,0,0,3,401,146,189,85,43,857,0,0,0,0,0,0,4,0,0,0,0,6,41,0,6,0,0,50,171,48,41,14,4,280,223,111,140,63,25,561,10,0,0,0,0,9,450,164,184,74
