SA2_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
501011001,355,692,233,196,73,15,1562,22,12,0,0,0,0,37,4,4,0,0,0,0,5,28,18,0,0,0,0,39,30,5,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,34,5,5,0,0,0,42,20,11,0,0,0,0,31,0,0,0,0,0,0,6,3,7,0,5,0,0,8,21,13,0,7,0,0,46,0,0,0,0,0,0,0,437,732,238,198,73,15,1691,427,756,251,271,110,22,1835,7,13,0,3,0,0,26,0,0,0,0,0,0,0,7,13,0,3,0,0,26,32,15,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,32,15,0,0,0,0,49,31,11,4,0,0,0,38,4,6,4,0,0,0,8,4,0,3,0
501011003,480,1082,423,527,199,53,2761,16,14,0,0,0,0,37,13,20,3,3,0,0,41,31,33,10,6,0,0,77,14,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,6,14,12,0,3,0,0,23,30,19,0,0,0,0,49,4,5,0,0,0,0,8,0,0,3,0,0,0,5,33,20,4,0,0,0,63,0,0,0,0,0,0,0,548,1156,439,538,200,53,2928,535,1240,530,626,227,72,3229,37,17,8,5,0,0,64,12,27,4,4,6,0,53,45,47,13,9,3,0,118,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,0,3,0,0,0,8,39,20,0,0,0,0,61,6,5,0,0,4,0,13,0,9,0,0
501011004,450,776,448,423,169,42,2305,69,33,11,7,6,0,122,13,23,0,0,0,0,35,80,56,18,7,7,0,164,6,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,10,4,3,0,0,0,16,19,8,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,3,0,0,34,0,0,0,0,0,0,0,563,842,468,429,174,42,2514,557,963,534,501,207,62,2828,58,33,15,7,5,0,115,22,0,4,0,0,0,28,78,32,19,4,5,0,146,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,6,3,0,0,0,0,12,17,10,6,7,0,0,38,0,0,0,0,0,0,0,0,5,0,0
501011293,389,849,323,375,144,57,2128,138,95,21,3,0,0,256,9,10,0,3,3,0,26,151,100,23,11,4,0,283,54,27,5,5,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,54,28,5,5,0,0,92,42,44,0,0,0,0,94,3,0,0,0,0,0,6,0,0,0,0,0,0,0,49,48,0,0,0,0,101,0,0,0,0,0,0,0,643,1031,346,388,146,57,2602,528,1098,413,432,206,77,2749,148,67,17,9,0,0,239,16,17,0,0,0,0,39,167,86,22,9,5,0,275,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,7,0,0,0,0,0,8,4,0,0,0,0,0,10,56,38,0,0,0,0,94,0,0,0,0,0,0,3,4,0,0,0
501011294,903,1800,751,796,338,142,4727,259,130,13,8,0,0,403,14,28,8,3,9,0,60,267,152,22,13,11,0,464,106,60,11,5,0,0,190,0,0,0,0,0,0,0,11,0,0,0,0,0,13,..,..,..,..,..,..,..,0,0,0,0,0,0,5,112,65,11,8,0,0,203,21,12,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,36,0,5,0,3,0,0,7,1311,2034,783,819,355,143,5445,1028,2017,862,887,369,153,5313,361,220,52,22,11,0,668,22,20,10,5,0,0,57,382,247,54,32,13,0,725,18,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,14,0,0,0,0,0,22,109,125,10,0,0,0,244,4,0,0,0,0,0,3,0,3,0,0
501021005,613,1710,829,972,417,158,4696,66,52,8,5,0,0,137,3,0,0,3,0,0,4,68,57,5,3,0,0,142,20,15,7,7,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,20,15,7,7,0,0,47,44,26,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,30,0,0,0,0,72,3,0,0,0,0,0,3,750,1816,845,980,419,158,4969,824,1964,961,1128,465,190,5528,114,87,14,13,3,0,233,0,0,0,6,0,0,4,112,87,14,16,3,0,234,24,10,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,24,10,3,0,0,0,41,51,15,6,4,0,0,70,0,0,0,0,0,0,0,0,0,0,0
501021007,317,646,255,241,97,51,1606,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,0,0,0,6,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,5,329,653,253,245,97,56,1631,319,757,265,256,125,48,1768,34,14,3,0,0,0,47,0,0,0,0,0,0,0,34,14,3,0,0,0,47,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
501021008,548,770,339,256,89,40,2042,93,76,36,10,8,0,219,0,0,0,0,0,0,0,93,76,36,10,8,0,219,86,22,8,0,3,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,86,22,8,0,3,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,874,385,271,99,40,2398,528,789,332,254,94,43,2041,265,119,46,25,4,8,470,5,0,0,0,0,0,9,274,119,46,25,4,8,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021009,748,1088,501,445,199,95,3075,55,19,3,0,3,0,82,0,0,0,0,0,0,0,55,19,3,0,3,0,82,39,18,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,19,0,0,0,0,0,23,57,17,3,0,0,0,80,17,8,0,0,0,0,26,0,0,0,0,0,0,0,9,3,0,5,0,0,15,23,12,0,3,0,0,42,0,0,0,0,0,0,0,884,1143,510,446,195,101,3281,817,1116,469,421,214,70,3106,87,26,4,0,0,0,115,0,0,0,0,0,0,0,87,26,4,0,0,0,115,18,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,18,0,0,0,0,0,17,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,5,0
501021010,150,355,139,191,84,32,954,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,5,5,0,0,46,0,5,0,0,0,0,3,0,5,0,0,0,0,5,26,27,5,5,0,0,58,0,0,0,0,0,0,0,184,381,143,194,84,32,1018,169,398,145,185,85,43,1024,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
