SA2_CODE_2021,C11_Neg_Ni_inc_1PF_1C,C11_Neg_Ni_inc_1PF_2C,C11_Neg_Ni_inc_1PF_3C,C11_Neg_Ni_inc_1PF_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_Tot,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_Tot,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_Tot,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_Tot,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_Tot,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_Tot,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_Tot,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_Tot,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_Tot,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_Tot,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_Tot,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_Tot,C11_4000more_1PF_1C,C11_4000more_1PF_2C,C11_4000more_1PF_3C,C11_4000more_1PF_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_Tot,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_1PF_1C,C16_Neg_Ni_inc_1PF_2C,C16_Neg_Ni_inc_1PF_3C,C16_Neg_Ni_inc_1PF_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_Tot,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_Tot,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_Tot,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_Tot,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_Tot,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_Tot,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_Tot,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_Tot,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_Tot,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_Tot,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_Tot,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_Tot,C16_4000more_1PF_1C,C16_4000more_1PF_2C,C16_4000more_1PF_3C,C16_4000more_1PF_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_Tot,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_1PF_1C,C21_Neg_Ni_inc_1PF_2C,C21_Neg_Ni_inc_1PF_3C,C21_Neg_Ni_inc_1PF_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_1PF_1C,C21_1_149_1PF_2C,C21_1_149_1PF_3C,C21_1_149_1PF_4mC,C21_1_149_Tot,C21_150_299_1PF_1C,C21_150_299_1PF_2C,C21_150_299_1PF_3C,C21_150_299_1PF_4mC,C21_150_299_Tot,C21_300_399_1PF_1C,C21_300_399_1PF_2C,C21_300_399_1PF_3C,C21_300_399_1PF_4mC,C21_300_399_Tot,C21_400_499_1PF_1C,C21_400_499_1PF_2C,C21_400_499_1PF_3C,C21_400_499_1PF_4mC,C21_400_499_Tot,C21_500_649_1PF_1C,C21_500_649_1PF_2C,C21_500_649_1PF_3C,C21_500_649_1PF_4mC,C21_500_649_Tot
501011001,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,4,0,14,11,6,0,0,22,4,0,0,0,4,7,9,0,0,23,10,5,0,0,14,7,0,0,0,10,4,0,0,0,7,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,3,0,11,5,0,0,0,5,71,38,12,0,118,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,3,0,0,10,9,4,0,0,12,17,8,5,0,32,9,5,3,0,17,6,3,0,0,12,19,12,0,0,32,12,0,0,0,12,6,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,5,0,0,9,5,0,0,0,14,0,0,0,0,0,90,46,15,7,154,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,6,0,0,0,9,9,3,0,0,11
501011003,0,0,0,0,10,6,0,0,0,6,3,5,0,0,5,10,4,3,0,16,29,14,0,0,46,5,0,0,0,5,17,16,0,0,35,7,4,3,0,19,21,12,0,0,31,9,0,5,0,13,0,0,0,0,4,0,3,0,0,5,0,0,0,0,5,0,0,0,0,0,15,6,3,0,27,0,0,0,0,0,132,68,18,5,228,0,6,0,0,7,6,0,0,0,5,3,0,0,0,10,3,7,0,0,14,12,7,3,0,17,13,10,3,0,30,13,9,0,0,31,15,9,0,0,28,27,16,8,5,54,9,3,0,0,16,6,6,0,0,17,4,3,0,0,3,0,8,0,0,12,0,0,0,0,0,19,10,4,0,36,5,0,0,0,5,146,96,29,6,271,0,0,0,0,7,4,0,0,0,4,5,0,0,0,5,0,4,0,0,4,8,6,0,0,13,10,6,5,0,18
501011004,3,0,0,0,6,0,0,0,0,0,10,4,0,0,10,12,3,5,0,22,21,25,7,0,51,6,6,0,0,10,28,18,6,0,55,24,7,8,0,34,23,12,5,0,36,9,12,3,0,24,5,0,0,0,3,0,0,0,0,0,4,4,0,0,5,0,0,0,0,0,11,12,0,0,33,8,0,0,0,4,156,104,29,4,296,0,0,0,0,6,0,0,0,0,5,0,5,0,0,11,8,3,0,0,14,19,3,0,0,26,25,27,0,0,56,20,10,8,0,38,19,17,8,3,51,33,25,4,0,71,20,5,5,0,31,9,6,0,0,20,0,4,0,0,5,0,6,0,0,5,0,0,0,0,0,16,12,9,0,32,0,3,0,5,4,185,132,36,11,370,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,5,0,0,0,6,9,4,0,0,14,17,10,9,0,40
501011293,0,0,0,0,5,0,4,0,0,8,6,4,0,0,17,17,15,0,0,30,23,23,5,3,58,4,0,0,0,11,28,9,10,0,52,22,11,0,0,32,18,16,0,3,39,9,0,0,0,8,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,3,0,35,5,3,0,0,6,145,104,30,15,302,6,5,0,0,10,4,4,0,0,9,9,3,4,0,14,3,9,0,0,14,12,7,3,0,28,20,13,4,3,32,16,11,5,6,40,18,11,0,4,34,38,15,14,0,66,16,6,5,0,33,8,8,0,0,17,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,18,10,5,0,31,3,4,0,0,3,171,106,42,20,344,4,0,0,0,6,0,0,0,0,0,5,5,0,0,7,7,5,3,0,10,7,9,0,0,17,14,6,0,3,27
501011294,4,0,0,0,6,4,0,0,0,9,12,3,6,0,29,31,22,0,3,49,50,37,12,0,100,17,8,3,0,33,42,37,7,8,93,44,22,11,0,80,56,22,6,0,85,27,4,4,0,37,7,0,4,0,14,3,3,0,0,8,0,0,0,0,4,0,0,0,0,0,28,18,12,6,69,7,3,0,4,17,344,195,72,19,627,5,8,0,0,15,0,4,0,0,6,13,7,4,0,23,24,10,0,0,32,30,15,4,6,46,41,32,13,0,86,36,32,17,0,78,56,23,5,5,89,72,58,17,3,153,40,15,9,0,59,16,10,6,0,29,6,4,4,0,7,3,0,0,0,4,0,0,0,0,0,28,21,6,6,59,5,3,0,0,10,382,234,84,24,715,3,4,0,0,11,0,0,0,0,0,8,3,0,0,7,7,5,0,0,14,17,16,5,0,41,32,25,6,3,60
501021005,4,4,0,0,9,6,5,6,0,12,11,11,0,0,23,14,12,8,0,31,36,31,15,5,81,4,6,6,0,9,22,28,9,7,68,22,16,8,3,51,36,21,14,9,73,36,16,7,4,63,7,3,0,0,14,8,4,3,0,13,10,0,0,0,12,0,0,0,0,0,15,19,7,3,38,5,4,0,0,9,246,162,72,23,500,0,9,0,0,14,4,0,0,0,5,12,3,0,0,22,7,10,0,0,20,30,6,7,4,45,31,25,6,5,64,25,37,10,9,80,34,14,8,3,59,52,35,14,0,103,34,14,7,6,59,25,17,8,6,48,9,5,0,0,12,3,8,0,0,13,5,0,0,0,11,25,14,8,3,49,6,0,0,0,11,296,195,71,37,599,4,4,4,0,15,4,0,0,0,8,6,3,0,0,9,9,0,5,0,9,16,16,8,0,39,29,29,8,0,61
501021007,0,0,0,0,0,0,0,0,0,0,5,4,0,0,8,6,7,0,0,9,18,21,3,0,47,4,0,0,0,5,11,13,5,0,30,11,3,0,0,18,17,8,0,0,23,8,3,0,0,11,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,5,8,0,13,4,0,0,0,7,96,67,17,4,184,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,3,4,0,0,8,11,0,0,0,13,17,6,8,4,32,15,11,7,0,28,12,9,0,3,18,26,8,3,0,37,13,10,0,0,17,6,6,0,0,13,0,4,0,0,4,4,0,0,0,8,0,0,0,0,0,13,7,3,0,19,7,0,0,0,4,127,67,19,3,217,0,0,0,0,4,0,0,0,0,3,3,0,0,0,7,0,0,0,0,9,0,3,0,0,9,11,0,4,3,21
501021008,0,0,0,0,0,0,0,0,0,0,9,6,0,0,12,20,5,0,0,34,22,23,7,3,58,13,9,0,0,18,34,12,4,0,57,21,6,3,0,31,35,16,9,0,60,8,8,4,0,22,5,0,0,0,8,5,5,0,0,10,3,0,0,0,0,0,0,0,0,0,18,5,6,0,30,0,0,0,0,4,196,98,35,9,337,5,0,0,0,5,0,0,0,0,0,3,0,4,0,9,9,5,0,0,13,20,10,4,0,28,47,21,0,0,69,29,19,5,0,47,29,3,6,0,35,42,15,0,0,55,11,7,7,0,24,13,0,0,0,11,4,0,0,0,8,8,5,0,0,5,0,0,0,0,0,20,13,10,3,39,4,5,0,0,10,231,106,31,15,378,6,0,3,0,11,0,0,0,0,0,9,0,0,0,10,13,3,4,0,24,12,11,0,0,21,28,21,11,0,57
501021009,0,0,0,0,6,0,6,0,0,0,14,4,0,0,15,28,10,4,3,40,19,22,5,9,56,7,5,5,4,21,18,8,5,4,34,9,13,0,3,28,24,6,4,0,32,17,9,5,0,29,9,0,0,0,10,13,5,0,0,16,0,0,0,0,9,0,0,0,0,0,14,11,10,0,34,5,7,4,0,20,190,106,36,26,355,6,0,0,0,9,0,0,0,0,0,7,10,0,0,12,16,8,3,5,22,18,9,5,0,35,25,16,8,7,56,22,17,7,4,54,24,10,5,7,42,21,15,5,5,45,16,13,5,0,31,11,0,3,0,17,4,4,0,0,13,4,0,0,0,5,0,0,0,0,0,13,8,7,4,24,5,0,0,0,10,194,108,42,27,373,4,3,0,0,3,0,0,0,0,0,5,0,0,0,5,7,4,0,0,15,18,7,5,0,33,30,7,5,4,43
501021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,5,5,21,0,0,0,0,4,8,0,0,0,13,6,6,3,0,11,7,3,3,0,12,3,8,0,0,9,0,0,0,0,4,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,3,0,11,0,0,0,0,0,46,29,15,4,97,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,8,3,3,0,0,11,3,0,6,0,12,3,0,0,0,3,5,0,0,0,13,8,0,0,0,7,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,8,3,0,17,0,0,0,0,0,48,24,6,0,89,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,5
