SA2_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
501011001,10,3,6,3,0,95,0,0,0,4,3,8,43,31,25,12,9,0,138,0,0,0,0,0,4,0,11,3,4,0,3,26,0,0,0,0,0,7,24,14,0,3,5,5,61,0,0,0,5,10,17,15,8,5,0,0,0,66,0,0,0,0,4,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,5,5,4,28,79,82,61,9,3,3,0,8,293,0,0,0,0,0,0,0,0,0,0,0,72,77,15,5,7,44,98,156,212,95,55,53,45,88,877,0,0,0,0,0,0,13,19,17,13,13,15,95,0,0,0,0,0,4,15,7,5,7,6,0,56,0,0,0,0,0,7,59,38,37,49,16,9,216,0,0,0,0,0,8,6,9,3,3,9,0,46,0,0,0,0,0,11,19,13,4,12,8,4,81,0,0,0,0,0,13,6,0,0,0,0,3
501011003,22,0,12,18,3,130,0,0,0,4,0,10,57,51,26,39,31,6,216,0,0,0,0,0,0,9,3,4,15,10,0,45,0,0,0,0,0,10,29,18,9,9,16,0,83,0,0,0,12,6,33,39,12,6,4,7,0,117,0,0,0,0,0,4,0,4,0,4,5,0,14,0,0,0,0,0,3,9,7,0,3,5,0,23,16,11,11,30,78,133,117,29,20,17,31,14,514,0,0,0,3,0,3,0,0,0,0,0,114,127,18,13,18,56,89,233,323,180,112,137,170,132,1484,0,0,0,0,4,5,14,28,36,59,62,27,239,0,0,0,0,4,8,25,11,14,11,15,10,102,0,0,0,0,0,19,73,99,108,86,92,27,502,0,0,0,0,0,3,11,15,13,23,28,5,95,0,0,0,0,0,9,37,17,14,16,22,5,120,0,0,0,0,3,7,11,0,3,3,4,7
501011004,15,5,9,7,0,87,0,0,0,3,4,3,64,40,29,22,12,0,181,0,0,0,0,0,4,10,8,7,4,5,0,34,0,0,0,0,0,12,17,7,9,5,6,0,57,0,0,6,13,3,25,23,4,4,0,4,0,75,0,0,0,0,0,6,4,0,0,7,0,0,21,0,0,0,0,0,0,5,0,0,0,0,0,13,9,0,6,26,38,68,57,18,3,9,6,6,251,0,0,0,0,0,0,0,0,0,0,0,87,94,8,4,12,43,52,132,232,144,101,94,65,100,979,0,0,0,0,0,3,19,29,38,48,31,10,183,0,0,0,0,4,7,36,21,8,8,8,11,103,0,0,0,0,0,14,94,80,65,81,41,19,396,0,0,0,0,0,3,8,5,12,17,13,0,67,0,0,0,0,0,10,45,31,15,12,15,4,142,0,0,0,0,3,12,24,7,3,6,7,5
501011293,7,9,3,3,0,60,0,0,0,0,0,6,47,46,24,22,25,0,177,0,0,0,0,0,0,8,11,3,4,0,0,33,0,0,0,0,7,10,27,9,3,5,9,0,69,0,0,0,8,13,34,27,6,0,4,0,0,102,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,5,21,10,14,42,129,149,110,24,4,12,12,17,538,0,0,0,0,0,0,0,0,0,0,0,109,115,27,14,16,49,157,219,262,142,94,92,82,124,1279,0,0,0,0,0,3,16,17,26,49,59,10,184,0,0,0,0,0,0,14,9,9,13,8,10,44,0,0,0,0,0,3,46,59,43,68,49,17,289,0,0,0,0,0,0,10,10,7,11,10,3,47,0,0,0,0,0,9,40,28,9,9,16,6,119,0,0,0,6,4,0,19,3,0,7,3,0
501011294,14,8,8,4,5,124,0,0,4,0,0,9,105,64,72,43,24,0,321,0,0,0,0,0,3,6,18,3,15,9,0,57,0,0,0,4,3,25,43,34,14,10,9,3,145,0,3,5,20,27,58,40,5,3,3,5,3,179,0,0,0,0,0,8,7,3,4,0,0,0,29,0,0,0,0,0,4,7,5,0,0,0,0,23,25,15,26,102,276,303,185,43,13,18,9,27,1035,0,0,0,0,4,5,0,3,0,0,0,168,192,31,22,30,133,318,449,489,253,166,179,123,216,2401,0,0,0,0,0,9,16,46,58,111,89,23,356,0,0,0,0,4,5,27,18,13,11,15,3,103,0,0,0,0,3,15,132,115,120,161,111,40,687,0,0,0,0,0,0,13,19,18,34,26,7,114,0,0,0,0,6,20,105,53,26,21,23,13,278,0,0,0,8,9,24,31,10,5,3,3,5
501021005,12,9,3,3,0,70,0,0,3,0,0,9,56,59,78,84,23,0,308,0,0,0,0,0,0,9,12,9,15,5,0,58,0,0,0,0,3,25,70,54,7,14,18,5,203,0,0,3,23,17,32,42,10,4,3,4,0,147,0,0,3,0,0,4,10,5,3,0,5,0,30,0,0,0,0,0,0,0,4,3,8,0,0,18,37,13,26,64,198,239,146,31,9,10,0,12,787,0,0,0,0,0,0,0,3,0,0,4,163,167,41,13,40,93,232,331,374,257,203,255,145,193,2170,0,0,0,0,0,0,16,51,65,164,178,42,516,0,0,0,0,0,4,22,21,3,10,5,0,63,0,0,0,0,0,8,115,152,161,200,138,36,812,0,0,0,0,0,4,12,19,32,33,26,6,134,0,0,0,4,0,17,122,113,35,56,38,20,395,0,0,0,5,0,6,27,13,5,6,4,7
501021007,4,3,0,4,0,27,0,0,0,3,0,3,39,23,14,7,8,0,108,0,0,0,0,0,3,7,3,0,5,0,0,26,0,0,0,0,3,5,24,10,5,8,3,0,54,0,0,0,6,8,18,17,5,0,3,3,0,59,0,0,0,0,5,5,5,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,5,0,0,12,13,8,7,28,72,55,35,11,3,0,4,4,236,0,0,0,0,0,4,0,0,0,0,0,68,68,19,4,6,41,87,100,146,87,46,62,53,84,723,0,0,0,0,0,0,3,14,12,31,30,11,102,0,0,0,0,0,3,6,5,7,0,5,3,27,0,0,0,0,0,3,28,48,36,47,28,21,210,0,0,0,0,0,3,0,3,7,6,7,8,35,0,0,0,0,0,9,25,28,3,6,5,3,83,0,0,0,0,3,7,4,0,4,0,0,0
501021008,3,0,0,0,0,19,0,0,0,0,0,7,38,25,21,6,4,0,104,0,0,0,0,0,0,6,0,0,0,3,0,20,0,0,0,3,0,4,18,14,0,0,3,0,49,0,0,0,4,4,23,13,0,0,0,0,0,49,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,3,17,81,74,27,4,3,3,3,9,238,0,0,0,0,0,0,0,0,0,0,0,36,40,11,3,3,25,91,116,134,96,50,38,22,49,640,0,0,0,0,0,3,8,8,21,30,11,10,87,0,0,0,0,0,4,11,0,6,3,0,4,29,0,0,0,0,0,4,27,36,26,22,5,8,133,0,0,0,0,0,0,3,7,3,3,4,0,21,0,0,0,0,0,17,36,19,11,11,6,0,101,0,0,0,0,3,10,4,3,4,0,0,0
501021009,7,0,0,0,0,36,0,0,0,0,0,3,35,22,21,23,11,0,120,0,0,0,0,0,4,3,6,6,4,0,0,31,0,0,0,0,0,15,42,25,10,11,10,0,113,0,0,10,9,14,23,36,4,3,0,0,0,90,0,0,0,3,0,0,5,0,3,0,0,0,23,0,0,0,0,0,0,0,5,0,0,0,0,8,14,0,10,60,160,102,67,12,4,7,0,9,443,0,0,0,0,3,0,0,0,0,0,0,75,81,17,0,17,73,183,154,211,88,68,91,41,93,1047,0,0,0,0,0,0,10,11,16,38,42,7,119,0,0,0,0,0,5,9,3,4,8,3,0,26,0,0,0,0,0,6,33,43,50,67,32,17,243,0,0,0,0,0,0,6,3,14,7,4,6,43,0,0,0,0,0,13,40,30,16,17,13,11,143,0,0,0,0,6,15,15,5,0,0,0,3
501021010,3,0,5,3,0,27,0,0,0,0,0,4,10,10,6,12,14,0,59,0,0,0,0,0,0,0,0,4,6,0,0,9,0,0,0,0,0,4,12,8,5,7,7,0,47,0,0,0,4,8,12,9,3,0,0,0,0,33,0,0,0,0,0,0,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,0,15,39,32,16,6,0,6,0,7,129,0,0,0,0,0,0,0,0,0,0,0,36,35,6,8,0,20,48,64,67,53,34,55,47,44,454,0,0,0,0,0,0,0,8,13,19,21,4,72,0,0,0,0,0,0,6,0,0,5,3,0,11,0,0,0,0,0,0,18,24,25,40,22,14,156,0,0,0,0,0,0,4,0,6,7,6,5,29,0,0,0,0,0,0,16,14,5,3,4,10,50,0,0,0,0,0,0,3,0,0,4,0,0
