SA2_CODE_2021,C21_650_799_1PF_1C,C21_650_799_1PF_2C,C21_650_799_1PF_3C,C21_650_799_1PF_4mC,C21_650_799_Tot,C21_800_999_1PF_1C,C21_800_999_1PF_2C,C21_800_999_1PF_3C,C21_800_999_1PF_4mC,C21_800_999_Tot,C21_1000_1499_1PF_1C,C21_1000_1499_1PF_2C,C21_1000_1499_1PF_3C,C21_1000_1499_1PF_4mC,C21_1000_1499_Tot,C21_1500_1999_1PF_1C,C21_1500_1999_1PF_2C,C21_1500_1999_1PF_3C,C21_1500_1999_1PF_4mC,C21_1500_1999_Tot,C21_2000_2499_1PF_1C,C21_2000_2499_1PF_2C,C21_2000_2499_1PF_3C,C21_2000_2499_1PF_4mC,C21_2000_2499_Tot,C21_2500_2999_1PF_1C,C21_2500_2999_1PF_2C,C21_2500_2999_1PF_3C,C21_2500_2999_1PF_4mC,C21_2500_2999_Tot,C21_3000_3999_1PF_1C,C21_3000_3999_1PF_2C,C21_3000_3999_1PF_3C,C21_3000_3999_1PF_4mC,C21_3000_3999_Tot,C21_4000more_1PF_1C,C21_4000more_1PF_2C,C21_4000more_1PF_3C,C21_4000more_1PF_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_1PF_1C,C21_Par_inc_st_1PF_2C,C21_Par_inc_st_1PF_3C,C21_Par_inc_st_1PF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_1PF_1Ch,C21_All_inc_ns_1PF_2C,C21_All_inc_ns_1PF_3C,C21_All_inc_ns_1PF_4mC,C21_All_inc_ns_Tot,C21_Tot_1PF_1C,C21_Tot_1PF_2C,C21_Tot_1PF_3C,C21_Tot_1PF_4mC,C21_Tot_Tot
501021251,5,22,13,0,36,21,7,4,0,37,48,43,12,4,109,32,22,13,10,67,24,21,6,0,50,3,6,4,0,20,8,9,0,0,18,3,3,0,0,7,20,13,0,0,35,0,6,0,0,6,217,170,64,24,470
501021252,3,0,0,0,6,4,0,0,0,4,6,3,3,0,15,10,5,0,0,13,4,5,0,0,13,0,0,0,0,4,6,0,0,0,4,0,0,0,0,6,4,3,0,0,13,0,0,0,0,0,37,29,11,0,76
501021253,24,19,3,0,45,50,12,3,3,70,70,34,5,0,110,36,18,3,0,60,29,24,0,0,52,21,4,0,0,29,7,5,3,0,21,7,7,3,0,16,19,16,6,6,43,3,0,0,0,3,320,151,35,20,528
501021254,21,17,6,4,46,32,14,9,0,50,57,24,0,5,82,23,15,7,0,41,16,12,6,0,34,0,3,0,0,8,3,0,0,0,6,3,0,0,0,3,13,11,10,3,29,5,0,0,0,4,211,113,36,19,384
501031017,15,3,0,0,26,26,3,0,0,26,27,16,3,0,44,10,10,0,0,19,8,0,3,0,6,3,0,0,0,0,4,0,0,0,4,0,0,3,0,0,21,7,0,0,24,6,0,0,0,5,130,55,20,3,207
501031018,10,7,0,0,19,13,4,0,0,21,16,11,0,5,34,15,6,0,0,15,8,9,0,0,16,0,0,0,0,3,4,5,0,0,3,0,0,0,0,0,14,4,4,0,21,0,0,0,0,3,107,55,19,9,195
501031019,12,9,9,0,21,24,4,0,0,26,29,18,3,4,49,7,4,0,0,14,8,6,0,0,16,6,0,0,0,5,0,4,0,0,6,0,0,0,0,0,10,6,0,0,17,4,0,0,0,5,116,57,26,6,210
501031020,13,6,0,0,22,16,4,0,0,13,11,6,0,0,17,14,8,4,0,22,6,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,9,3,0,0,11,0,0,0,0,0,86,40,4,9,137
502011021,15,13,5,0,27,20,18,0,3,38,30,22,9,4,62,11,8,8,3,32,10,4,0,6,23,7,0,0,4,14,10,5,0,0,11,8,4,3,0,16,9,12,4,6,27,0,3,0,0,10,153,112,32,25,320
502011022,17,20,8,0,47,35,12,4,0,48,49,24,8,0,80,33,14,9,0,52,19,7,5,0,35,9,6,0,4,16,6,5,0,0,13,0,4,0,0,7,22,16,7,6,39,6,0,0,0,6,238,140,38,17,426
502011023,31,22,13,0,70,40,20,9,0,61,65,30,10,6,113,33,14,7,4,60,15,15,3,0,30,12,6,0,0,19,8,3,0,0,12,3,4,0,0,7,24,11,4,0,40,6,0,0,0,8,313,170,72,30,585
502011024,39,27,9,0,76,54,27,14,9,98,91,47,18,5,165,62,25,8,5,100,36,25,6,0,75,11,11,0,3,31,20,10,5,5,30,20,8,3,0,33,33,23,6,6,72,3,7,0,0,10,457,270,90,34,849
502011025,35,19,8,3,72,62,9,11,6,79,78,22,7,0,108,40,8,0,0,53,15,12,3,0,35,12,5,0,0,14,8,0,0,0,8,5,3,0,0,8,31,11,8,0,48,3,0,0,0,8,393,151,54,15,610
502011026,19,9,3,0,27,24,4,3,0,28,26,31,0,3,64,16,11,0,0,25,20,6,5,0,30,11,0,3,0,12,3,7,0,0,8,7,0,0,0,10,9,4,3,0,23,0,0,0,0,3,164,91,22,10,287
502011027,34,22,10,6,71,41,24,25,8,96,109,68,19,18,211,54,38,8,10,106,49,32,9,5,104,13,13,8,0,32,15,18,3,0,33,3,4,0,5,19,29,19,12,3,65,10,4,0,0,6,431,301,113,57,912
502011028,33,21,10,0,70,41,9,13,3,67,61,29,14,4,108,37,18,5,0,62,16,18,3,0,34,16,8,3,0,25,6,8,0,0,18,0,3,0,0,8,29,15,8,0,53,4,8,0,0,10,329,184,75,27,611
502011029,20,20,4,7,54,25,11,9,4,46,71,26,9,0,106,22,15,3,5,45,17,0,0,0,25,7,3,6,0,12,11,4,0,0,17,3,6,0,4,9,20,18,8,0,43,4,0,3,0,3,251,138,50,16,455
503011030,3,0,0,0,0,11,0,0,0,14,13,4,5,0,20,12,0,0,0,14,7,5,0,0,13,10,0,0,0,14,4,9,0,0,14,8,7,0,4,22,7,8,6,0,21,0,0,0,0,0,80,35,23,3,142
503011031,7,6,0,0,11,17,11,6,0,26,42,19,6,0,67,28,21,9,0,53,22,11,0,0,30,18,0,3,0,20,17,8,0,0,25,11,20,5,0,36,10,11,4,0,28,0,0,0,0,3,207,104,26,3,348
503011032,4,0,0,0,9,6,4,0,0,13,11,7,0,0,18,13,4,0,0,22,14,13,0,4,33,7,3,0,0,9,6,11,3,0,19,17,27,11,0,54,7,9,5,0,19,0,0,0,0,0,104,79,21,3,210
503011033,8,6,0,0,11,5,0,0,0,5,16,8,4,0,37,12,12,0,0,31,20,8,0,0,26,12,7,3,0,21,8,0,5,0,18,15,12,3,0,32,7,11,3,0,22,0,0,0,0,3,116,76,27,7,223
503011034,7,5,0,0,11,13,8,0,0,20,21,12,0,0,38,26,16,5,0,46,20,13,0,0,36,11,4,0,0,15,4,8,0,0,15,23,16,5,0,44,15,11,3,4,26,0,0,0,0,0,170,103,21,10,303
503011035,8,6,0,0,10,17,12,3,0,38,35,22,14,0,61,23,12,4,0,49,33,19,5,0,53,12,10,0,0,25,12,10,9,0,25,36,25,8,9,79,12,11,3,0,29,0,0,0,0,0,219,151,48,9,422
503011036,4,7,0,0,8,11,8,0,0,11,26,13,0,0,38,15,15,3,0,28,15,20,0,0,44,8,7,0,0,13,11,10,4,0,25,21,21,5,0,54,15,12,3,0,29,0,0,0,0,0,148,113,31,5,292
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,14,6,0,0,23,18,4,3,0,24,46,15,4,0,67,35,20,7,0,58,33,14,4,0,59,7,3,0,0,11,16,6,3,0,23,20,19,3,0,50,10,6,5,0,22,0,0,0,0,3,232,112,30,0,375
503021039,24,4,4,0,29,18,7,0,0,33,55,25,9,0,90,61,21,5,0,88,41,25,0,0,65,21,3,0,0,30,20,8,0,0,28,21,13,4,5,45,22,17,0,0,40,0,0,0,0,0,321,146,29,3,503
503021040,14,0,0,0,17,19,7,4,0,26,41,17,0,0,59,25,11,0,0,40,19,5,3,0,35,13,3,0,0,15,11,5,0,0,14,14,9,0,0,21,13,4,5,0,20,0,0,0,0,0,185,73,16,6,283
503021042,13,15,0,0,24,20,12,0,0,29,38,20,0,0,66,48,34,3,0,86,47,26,3,0,76,15,3,0,0,25,19,15,0,0,34,39,33,8,0,78,26,19,3,0,45,0,0,0,0,6,318,190,37,0,543
503021043,26,0,0,0,30,26,12,0,0,41,62,39,3,0,108,34,23,4,0,64,31,20,9,0,59,17,3,0,0,22,18,12,6,0,34,32,23,6,0,59,25,10,0,0,39,0,0,0,0,3,327,166,44,6,541
503021295,17,5,0,0,19,20,0,0,0,18,24,8,3,0,35,23,15,0,0,42,23,5,5,0,25,7,5,0,0,14,18,0,0,0,26,20,4,0,0,22,12,3,0,0,18,0,4,0,0,4,192,49,13,0,256
503021296,14,3,0,0,24,23,10,0,0,26,31,9,0,0,42,31,7,4,0,44,26,6,0,0,29,8,3,0,0,15,12,5,0,0,16,5,9,6,0,20,10,8,3,0,15,0,0,0,0,0,198,58,12,7,268
503021297,5,0,0,0,14,11,0,0,0,15,21,5,0,0,28,22,0,0,0,25,22,9,0,0,27,5,0,0,0,7,6,6,0,0,16,13,5,0,0,17,14,3,0,0,17,3,0,0,0,3,153,43,9,0,204
504011044,32,19,6,4,64,53,21,13,3,84,94,43,4,3,146,47,30,9,0,83,49,21,8,0,83,25,6,0,0,40,16,18,8,4,35,10,3,6,0,15,26,13,10,0,46,3,3,0,0,6,434,209,50,20,718
504011045,42,14,3,0,60,63,18,4,5,93,93,59,15,0,166,93,47,5,3,148,58,37,3,0,102,38,10,5,0,48,30,20,0,0,56,19,16,3,3,41,34,28,9,6,75,11,0,0,0,12,575,301,75,14,973
504011046,34,9,0,0,50,21,10,9,0,37,62,22,0,0,84,45,15,5,0,62,33,6,0,0,40,7,7,0,0,14,12,5,0,0,16,8,8,0,0,13,10,8,6,0,24,3,0,0,0,6,293,108,15,6,421
504011047,46,30,15,0,86,64,22,8,0,95,146,65,18,6,230,94,37,18,4,142,62,30,8,6,106,30,12,8,5,55,24,18,5,0,49,16,7,0,0,28,40,24,5,10,75,6,4,0,0,8,642,295,98,33,1065
504011048,16,3,6,0,24,19,7,0,0,30,38,14,5,5,66,33,17,4,0,52,22,12,3,4,36,15,5,0,0,25,17,7,0,0,26,4,6,7,3,18,14,7,4,0,30,0,0,0,0,3,221,72,30,19,340
504021049,0,4,0,0,0,5,3,0,0,7,13,7,0,4,21,10,7,3,0,14,3,0,0,0,13,5,3,0,0,5,8,0,0,0,4,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,59,34,5,6,105
504021050,9,6,0,0,10,3,0,0,0,9,26,13,6,0,42,20,10,0,0,24,18,14,0,0,32,8,5,0,0,17,11,5,0,0,16,6,7,0,0,17,13,17,4,0,24,0,0,0,0,0,136,75,8,0,222
504021051,13,4,0,0,20,10,9,0,0,21,14,14,4,0,34,23,3,3,0,25,21,4,0,0,24,7,0,4,0,10,6,4,3,0,11,5,5,0,0,13,15,9,3,0,30,0,0,0,0,0,126,66,21,9,219
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021053,16,6,5,0,25,22,12,3,3,39,50,30,13,0,91,34,15,0,0,52,26,19,9,0,53,20,12,0,0,29,17,12,4,3,35,10,7,4,0,18,25,19,4,6,57,6,0,0,0,5,261,152,42,19,472
504021054,24,15,10,0,41,49,14,4,4,72,73,37,15,4,133,51,31,9,4,91,53,18,6,3,80,17,6,7,0,21,10,13,5,0,20,6,4,0,0,12,20,15,3,5,47,8,0,0,0,12,391,193,73,22,686
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,30,17,17,7,75,62,32,8,6,117,123,65,27,7,222,67,36,8,0,119,57,41,10,4,101,34,19,5,0,57,15,12,9,5,41,10,6,3,0,16,30,26,11,7,68,8,3,0,0,17,505,290,115,58,964
504031057,40,23,11,6,84,52,30,11,11,99,117,59,20,12,202,74,35,8,7,117,51,35,3,5,106,32,13,4,0,51,11,8,0,0,25,3,3,4,0,15,25,27,11,3,59,5,9,0,0,14,490,287,92,54,927
504031058,5,8,4,0,17,18,9,4,0,29,27,14,8,0,45,26,8,3,0,36,15,0,0,0,18,8,0,0,0,13,5,5,0,0,7,0,0,0,0,3,5,7,3,0,19,4,0,0,0,4,129,66,26,3,233
504031060,5,0,0,0,4,3,0,0,0,10,10,0,0,0,14,3,3,0,0,11,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,6,0,0,0,0,0,34,24,3,3,63
504031061,8,7,0,0,13,12,3,0,0,16,23,16,0,0,42,13,15,10,0,32,18,4,0,0,27,8,5,0,0,10,5,4,0,0,13,3,0,0,0,8,11,10,0,0,20,0,3,0,0,3,106,72,21,9,203
504031062,25,14,5,3,54,39,12,8,4,60,73,35,8,8,121,44,23,6,8,72,41,15,4,3,64,16,16,0,0,30,7,3,3,0,16,3,5,0,0,6,21,9,9,9,40,5,3,0,0,9,326,163,54,30,575
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,21,9,8,0,32,27,9,0,0,30,40,20,8,4,77,24,18,0,0,49,16,9,8,0,31,11,3,0,0,18,4,9,0,0,10,3,0,0,0,3,16,6,4,0,23,0,4,0,0,4,191,98,32,4,327
504031066,36,17,9,0,55,46,14,3,0,70,84,41,10,0,136,60,17,4,0,81,40,20,6,0,70,18,8,0,0,28,17,4,0,0,20,10,5,0,0,16,16,17,3,3,38,5,0,0,0,7,431,163,46,11,649
504031067,15,12,6,0,34,19,22,9,7,49,54,25,6,3,84,20,21,9,0,56,21,16,6,0,41,5,10,3,0,19,10,5,3,0,15,4,5,0,0,8,9,8,5,0,27,3,3,0,0,8,210,143,56,22,433
504031068,22,8,7,3,35,27,5,5,7,38,51,24,11,0,82,41,16,8,0,64,28,14,11,0,52,15,8,4,0,26,6,5,0,0,15,9,8,4,0,21,11,12,0,7,32,4,6,3,0,8,230,131,58,19,441
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,25,20,3,6,58,31,22,13,0,61,84,62,23,12,179,61,34,9,7,109,40,40,0,0,87,16,8,8,0,33,13,13,3,3,38,6,7,0,0,21,26,8,8,5,52,5,0,0,0,5,348,264,89,34,740
504031299,18,6,5,0,26,16,9,0,0,29,41,28,4,3,74,36,16,3,0,54,20,13,4,6,37,15,10,0,0,23,3,11,0,0,15,8,3,0,0,10,9,8,3,0,22,3,0,0,0,4,189,127,46,18,375
504031300,38,21,15,6,84,37,46,12,13,104,96,72,24,12,208,59,45,14,6,120,52,34,5,3,100,10,13,6,0,32,25,16,6,3,44,6,6,3,0,16,22,20,14,5,58,7,7,0,0,15,443,334,124,72,979
505011070,17,21,3,3,44,31,14,5,0,54,73,31,9,0,119,58,21,3,0,80,32,24,4,3,66,24,4,0,0,31,7,7,4,0,15,3,0,0,0,5,29,19,4,0,52,3,3,0,0,5,331,167,42,16,556
505011071,23,13,3,0,37,26,13,0,5,41,68,32,11,3,115,48,34,10,7,101,43,26,10,0,78,14,8,7,0,30,26,12,3,0,44,14,7,0,0,22,17,16,13,0,48,5,0,3,0,3,316,185,67,23,584
505011072,3,8,4,0,17,15,12,3,0,35,46,55,5,0,102,31,29,4,0,66,47,35,6,0,92,16,11,0,0,30,24,23,6,0,43,15,13,3,0,34,15,15,9,5,44,0,0,0,0,3,243,223,50,5,521
505011073,9,13,0,0,20,19,14,4,3,39,81,36,10,3,132,38,30,3,0,80,37,35,10,0,77,14,14,0,0,33,21,26,0,0,48,7,14,0,0,29,25,22,5,0,53,3,0,0,0,3,310,232,46,15,606
505011074,15,14,4,0,32,31,12,3,4,49,61,35,4,0,102,42,23,3,3,72,39,8,3,0,48,3,8,0,0,14,15,14,0,0,30,8,6,0,0,15,20,13,8,0,40,0,0,0,0,3,280,158,42,16,487
505011075,9,5,3,0,13,16,8,0,0,21,31,28,8,0,64,25,15,5,0,44,20,16,8,0,46,11,7,0,0,20,11,13,0,0,26,14,12,0,0,32,17,8,8,0,31,0,0,4,0,9,180,135,33,4,357
505011076,0,0,0,0,8,6,0,0,0,13,12,6,3,0,27,14,10,4,0,22,19,3,4,0,22,12,4,0,0,21,8,5,5,0,16,12,8,4,0,22,7,4,5,0,21,0,0,0,0,0,101,62,23,8,188
505011077,27,9,6,0,37,30,7,5,0,41,71,34,11,3,119,47,22,8,5,73,38,32,7,0,80,12,6,3,0,24,15,4,0,0,25,8,7,0,0,13,24,19,8,3,50,3,0,0,0,6,322,178,58,16,566
505011078,10,13,0,0,26,28,8,4,0,39,72,30,8,0,108,53,19,4,6,78,26,20,3,0,45,18,6,0,0,18,16,12,3,0,32,9,11,5,0,21,22,14,8,0,39,5,0,0,0,5,273,135,31,6,451
505011079,15,8,0,0,20,12,12,4,0,24,34,27,5,0,66,18,12,5,0,41,23,10,4,0,44,5,9,0,0,17,9,10,0,0,24,8,8,3,0,24,7,16,11,3,38,0,0,0,0,0,168,125,33,5,328
505011080,10,4,0,0,19,6,6,0,0,15,19,19,3,0,35,28,7,3,0,38,14,6,8,4,27,10,3,0,0,11,8,10,3,0,14,9,8,4,0,15,12,5,5,0,24,0,0,0,0,0,125,84,22,12,237
505011081,20,0,0,6,26,18,15,10,0,41,53,21,8,0,77,35,17,7,0,65,41,21,0,0,63,11,5,3,0,18,11,13,0,0,17,4,13,0,0,15,14,13,4,4,28,3,0,0,0,6,229,130,33,8,401
505011082,9,8,0,0,16,11,5,0,0,15,31,12,6,0,44,28,5,7,0,37,15,11,7,0,29,7,3,5,0,13,9,4,0,0,9,14,15,11,0,39,8,10,0,0,17,0,0,0,0,0,136,79,29,5,250
505011083,10,6,0,0,18,15,8,3,0,20,36,23,3,0,70,34,25,10,0,69,25,12,7,0,43,15,7,0,0,18,8,12,0,0,19,4,8,0,0,18,16,15,0,0,31,0,0,0,0,4,177,130,36,6,338
505021084,30,9,0,0,36,53,18,4,0,74,98,39,11,4,149,75,38,6,4,124,72,28,9,0,104,21,15,0,0,39,12,9,0,0,24,8,8,0,0,15,23,19,3,4,55,6,0,0,0,5,465,215,47,16,737
505021085,67,44,9,6,128,88,32,15,4,143,176,74,18,12,282,86,46,12,6,150,60,27,4,4,91,14,13,0,3,37,13,11,0,4,30,6,5,0,3,15,31,23,11,11,77,3,12,4,4,18,702,360,105,83,1252
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,36,8,3,0,49,47,27,8,4,76,95,46,8,0,154,61,39,6,0,107,56,40,11,0,106,25,7,3,0,35,22,14,4,3,43,19,15,5,0,43,34,25,11,0,73,3,0,0,0,4,490,251,69,10,812
505021089,18,7,4,0,28,23,15,5,3,39,71,29,7,0,104,50,38,5,7,101,45,26,7,4,81,23,9,0,0,32,8,19,3,0,32,22,21,10,0,48,18,19,6,0,44,5,0,0,0,7,330,203,46,11,593
505021090,57,29,10,3,97,91,26,9,3,139,147,64,10,0,222,78,42,4,4,129,51,23,8,0,83,19,12,3,0,32,17,12,4,0,30,10,3,0,0,14,27,24,3,0,59,8,4,0,0,14,649,299,70,30,1048
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
505021092,33,8,7,0,48,40,15,4,0,64,76,39,13,0,125,63,28,4,0,93,56,26,3,3,86,24,12,0,0,33,18,8,0,0,27,15,12,8,0,37,31,18,6,0,63,7,0,0,0,9,429,196,43,5,675
505021093,15,4,5,0,28,34,11,0,0,44,48,19,10,0,73,46,14,4,0,66,27,17,6,0,52,16,3,5,0,30,10,12,0,0,26,6,8,0,0,20,13,16,8,0,36,0,0,0,0,0,269,132,42,7,446
505021094,6,0,0,0,3,16,6,0,0,17,26,6,0,0,36,17,11,0,0,32,23,7,0,0,31,4,0,0,0,9,11,4,0,0,14,8,9,3,0,23,7,12,0,0,24,4,0,0,0,8,129,66,11,0,210
505021095,23,5,7,0,37,37,7,3,0,52,73,17,0,0,89,46,18,11,0,71,41,20,3,0,64,9,10,0,0,18,15,3,0,0,20,5,10,3,0,22,18,13,6,0,30,7,0,0,0,10,337,115,32,7,491
505021096,12,17,0,0,29,21,4,3,0,26,50,23,4,3,78,57,22,4,3,84,40,13,9,0,63,21,9,0,0,29,23,6,5,0,37,27,22,5,0,58,14,18,3,0,41,0,0,0,0,3,305,165,39,15,521
505021097,25,16,0,0,41,34,17,4,0,54,91,24,4,5,125,54,23,4,0,78,38,21,0,0,64,19,7,0,0,21,15,10,0,0,28,15,15,4,0,35,22,18,11,0,43,8,0,0,0,6,366,169,38,7,582
505021301,16,8,0,0,19,24,5,3,0,28,49,19,4,0,70,37,20,0,0,64,35,9,0,0,39,21,8,0,0,31,13,16,0,0,28,6,9,4,0,14,15,13,4,3,32,0,0,0,0,0,252,107,30,9,398
505021302,25,12,3,0,38,37,16,5,0,59,70,33,3,0,110,56,15,7,3,81,49,15,4,0,72,32,12,0,0,49,12,7,6,0,17,13,3,3,0,20,19,13,5,0,35,5,7,0,0,9,369,169,41,6,587
505031098,24,16,5,4,55,38,9,0,8,56,79,29,10,10,129,63,23,13,3,103,42,17,5,0,66,10,7,4,3,26,11,12,0,0,24,0,5,4,0,4,20,23,0,11,53,0,3,0,0,6,361,175,64,48,649
505031099,62,53,21,11,137,90,40,21,7,155,172,88,31,24,317,93,53,22,15,186,60,45,11,5,123,26,18,5,3,52,16,21,3,7,46,13,9,7,4,30,40,38,14,10,92,9,7,4,0,15,735,460,173,96,1453
