SA2_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
501031018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,4,12,5,0,0,19,8,9,0,0,20,12,12,4,0,32,29,42,22,10,107,32,43,17,8,103,23,25,7,4,56,23,29,7,3,64,14,39,3,0,52,4,3,0,0,12,37,36,28,3,113,5,5,0,0,12,190,259,94,41,591,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,3,0,0,8,10,5,0,0,19,11,6,4,0,26,28,37,11,4,77,32,41,16,12,96,18,30,10,7,72,18,17,6,4,44,24,19,13,5,65,17,28,6,3,46,29,53,19,11,115,0,4,0,0,3,189,249,99,45,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
501031019,0,4,0,0,4,4,0,0,0,4,3,0,0,0,3,3,0,0,0,9,0,7,7,6,13,7,4,0,0,18,3,9,5,0,25,19,8,4,3,35,32,56,37,15,134,24,44,27,8,102,23,24,12,0,63,12,24,6,4,54,16,12,0,6,33,8,3,0,0,7,30,29,18,8,85,0,0,0,0,3,186,225,121,45,583,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,10,9,6,3,0,12,10,7,6,5,26,38,39,9,6,97,37,32,19,5,94,18,27,22,12,77,20,31,11,5,69,16,23,11,4,51,14,7,4,0,20,25,37,19,4,85,3,0,7,0,10,202,205,105,45,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4
501031020,6,0,0,0,4,0,0,0,0,0,7,0,0,0,3,3,0,0,0,3,6,0,0,0,10,4,6,3,4,16,16,4,5,4,34,19,26,12,0,53,47,26,21,7,103,19,39,15,9,79,20,22,11,0,52,14,10,10,3,31,8,9,4,0,17,5,6,0,0,8,33,35,16,6,93,3,3,0,0,5,193,197,98,39,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,7,0,5,0,3,7,10,0,0,19,9,11,5,3,30,22,24,9,12,65,25,28,12,4,68,13,31,10,3,58,17,16,3,0,33,13,18,3,3,36,11,8,9,0,21,34,32,11,5,78,3,4,0,0,7,154,174,68,34,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3
502011021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,0,0,3,9,5,0,0,17,7,0,3,0,12,17,6,0,0,28,26,32,13,3,80,28,51,15,6,103,14,29,9,4,61,20,42,20,0,89,20,37,8,0,74,8,14,7,0,25,45,78,18,14,154,5,4,0,0,8,195,312,107,36,646,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,6,6,0,0,8,10,3,0,0,22,35,25,14,3,75,26,52,9,4,95,41,56,26,7,129,35,48,20,5,101,28,51,17,9,107,22,30,12,6,79,59,66,26,11,161,0,0,0,0,9,274,350,128,43,795,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,3,6,0,9
502011022,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,6,4,0,14,9,5,3,0,20,12,13,0,0,26,21,43,15,7,90,30,46,20,9,103,33,37,9,4,86,40,56,6,4,108,30,46,8,0,87,11,11,8,0,34,57,64,20,14,155,0,9,0,0,10,254,336,100,48,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,5,0,11,3,4,4,0,10,7,3,0,0,10,13,9,0,0,25,29,32,15,3,83,35,39,9,5,93,47,66,27,8,147,37,42,11,0,91,41,61,14,0,125,28,50,19,7,105,50,72,19,11,156,0,8,0,0,12,308,393,125,48,873,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,4,3,0,0,0,5
502011023,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,7,5,6,11,0,18,19,10,3,5,39,17,24,5,6,49,57,62,32,14,160,57,76,29,13,177,31,39,13,4,94,35,42,18,7,99,25,25,16,3,72,4,5,3,5,21,76,71,23,16,184,6,5,0,0,19,338,380,163,70,950,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,4,0,0,4,8,3,0,0,17,11,3,5,0,18,18,7,0,0,26,21,14,4,0,39,59,55,17,11,147,50,52,17,21,143,51,42,18,9,124,26,36,16,6,80,23,31,7,3,69,16,40,9,0,67,62,65,33,20,181,10,0,0,0,13,360,356,132,74,927,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,5,3,0,4,12
502011024,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,6,0,0,3,6,4,0,0,4,5,6,4,0,11,12,3,4,0,18,16,17,7,3,45,74,98,39,10,216,82,134,58,18,286,88,102,38,13,240,81,156,70,12,317,102,123,25,7,268,30,45,16,0,90,145,164,73,17,400,6,10,4,0,27,644,873,335,90,1940,6,0,4,0,14,4,3,0,0,5,3,0,0,0,0,0,3,0,0,6,3,4,6,0,9,4,8,0,5,14,13,8,0,3,27,20,19,9,0,48,86,67,33,3,193,84,100,32,15,228,93,111,44,12,262,79,110,40,9,245,101,111,49,10,273,88,136,46,15,277,150,186,70,29,432,3,14,0,0,20,737,883,327,105,2055,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,10
502011025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,6,0,0,5,14,13,11,0,3,28,24,10,6,0,34,42,31,11,6,93,41,22,7,3,73,31,20,9,0,56,13,22,10,5,54,18,17,6,3,42,5,3,0,0,8,39,26,15,6,93,5,0,0,0,4,242,178,63,27,516,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,13,8,6,0,0,12,13,6,3,0,24,31,10,4,6,51,44,42,13,5,107,34,29,9,3,78,29,13,9,3,60,16,13,10,0,35,29,10,4,0,43,17,17,3,0,39,40,23,11,9,85,4,3,0,0,6,279,186,70,29,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11
502011026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,6,0,0,8,5,0,0,0,11,11,5,7,0,21,21,31,7,3,57,18,33,4,0,55,23,23,7,0,53,21,37,8,3,62,16,35,10,4,66,8,8,5,0,29,45,35,24,9,104,0,5,0,0,4,170,217,74,22,484,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,3,0,0,5,6,0,4,0,11,3,3,4,0,10,23,16,7,0,44,19,25,10,0,54,33,44,17,11,97,28,29,9,3,64,17,31,5,0,58,15,36,12,0,65,42,42,24,5,116,3,0,0,0,6,201,224,92,31,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
502011027,0,0,0,0,5,0,3,0,0,4,0,4,0,0,4,0,5,0,0,10,4,0,0,0,10,10,6,5,6,26,9,6,0,4,20,20,13,11,0,37,64,81,24,11,187,79,109,35,9,235,72,88,24,18,204,91,109,57,9,267,78,86,26,6,193,27,20,12,3,69,107,127,60,14,310,4,8,4,0,14,569,671,263,79,1586,5,4,0,0,13,0,0,0,0,0,4,6,0,0,5,0,5,0,0,3,10,3,0,0,12,7,7,5,0,18,3,4,4,0,16,29,11,8,7,44,106,83,28,17,239,111,133,51,16,312,127,156,73,25,379,90,131,37,18,270,106,134,49,15,301,64,135,45,11,261,143,186,77,24,434,8,4,0,0,15,814,997,391,131,2334,0,4,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,12
502011028,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,6,0,0,0,9,11,7,4,0,17,10,8,7,0,28,19,15,3,0,36,50,43,17,11,118,37,34,12,5,86,18,31,16,7,72,43,36,4,7,89,32,27,10,3,72,10,12,4,3,23,69,41,27,3,146,3,8,3,3,10,304,252,109,48,717,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,10,5,3,0,0,17,14,8,3,3,26,15,11,3,4,27,62,41,11,8,126,44,45,14,4,112,44,33,15,5,97,21,36,20,8,73,28,33,15,5,81,18,30,11,6,67,71,59,21,11,161,3,4,0,0,3,330,303,115,51,795,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,5,4,3,0,13
502011029,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,5,0,0,0,0,6,10,11,8,4,23,7,5,0,4,17,10,12,11,0,39,46,38,24,9,118,39,79,26,14,154,39,45,12,5,107,34,51,31,10,120,29,30,14,3,76,11,11,3,0,33,52,73,33,12,175,8,7,0,0,15,280,381,161,67,884,0,0,0,0,4,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,6,4,6,0,6,9,4,0,0,11,17,6,6,0,28,12,19,7,0,39,42,44,24,3,117,50,41,17,11,119,54,58,21,13,147,39,47,20,9,108,37,50,25,10,122,28,41,19,6,100,69,90,35,30,225,6,7,0,0,15,363,423,175,86,1054,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,3,0,0,0,4
503011030,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,7,9,0,0,22,18,17,16,4,43,18,18,6,3,45,29,75,58,7,180,59,101,50,11,222,50,114,68,11,246,47,64,36,5,158,0,0,0,0,5,253,408,238,49,949,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,10,9,4,0,24,13,15,7,3,35,11,15,8,4,39,18,19,14,0,46,29,71,34,12,141,100,238,128,18,478,33,76,52,7,171,0,7,3,0,12,222,458,249,37,971,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503011031,0,3,0,0,4,0,5,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,0,3,21,13,0,0,35,16,20,3,0,42,13,15,0,0,32,45,70,40,3,155,42,78,36,5,163,45,72,30,7,153,46,45,23,9,118,0,4,0,0,6,237,325,134,26,724,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,6,0,0,0,0,8,0,5,4,0,6,22,13,3,0,32,18,19,3,0,46,22,26,9,3,59,24,27,3,0,51,31,55,30,4,130,113,139,75,13,329,41,55,20,5,116,0,0,0,0,7,284,343,147,20,799,0,3,0,0,9,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
503011032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,5,5,0,0,0,5,3,0,0,0,0,12,15,4,0,26,16,14,6,3,33,20,19,8,0,49,45,83,39,10,175,67,82,41,8,203,63,76,33,13,187,51,64,34,9,154,0,0,3,0,0,273,358,172,43,848,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,3,0,0,6,11,3,4,0,14,13,16,8,0,29,28,23,10,0,55,12,10,7,0,41,49,55,24,4,130,122,175,115,24,437,47,48,41,9,137,5,3,0,0,9,286,346,207,41,877,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,8
503011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,8,0,0,10,4,5,0,0,11,20,19,10,0,40,23,23,7,0,57,24,27,9,0,67,43,121,55,19,232,54,170,59,17,299,52,135,63,12,264,42,83,42,6,166,0,0,0,0,9,265,590,248,65,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,0,0,0,8,16,13,3,0,33,13,19,8,5,46,17,37,9,0,70,29,46,15,0,91,51,102,45,4,210,134,327,147,35,642,40,86,46,10,187,0,3,3,0,8,318,633,283,64,1301,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503011034,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,8,6,6,3,0,12,13,5,5,0,20,23,23,3,3,55,20,31,9,6,67,19,22,11,0,61,45,116,39,13,214,68,104,33,6,218,67,104,60,16,248,59,74,45,12,193,0,3,0,0,4,324,506,220,67,1113,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,5,0,5,0,0,5,12,5,0,0,14,3,0,0,0,9,21,20,7,0,56,20,19,13,3,50,20,33,5,3,63,26,39,10,0,75,52,83,37,4,176,130,246,124,31,534,58,93,30,9,192,3,0,4,0,13,356,544,238,61,1194,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,3
503011035,4,12,0,0,15,0,0,0,0,4,3,0,0,0,4,4,0,0,0,5,5,3,4,0,15,4,9,0,0,9,14,5,0,0,20,19,13,3,0,37,46,26,14,6,96,48,49,11,5,115,41,35,13,0,97,99,211,98,27,434,122,209,93,23,449,143,252,121,16,534,92,145,71,24,335,0,10,3,0,17,648,987,443,100,2180,10,6,0,0,13,3,0,0,0,3,3,0,0,0,0,0,4,0,0,7,3,4,0,0,4,5,9,5,0,17,7,8,6,0,24,13,8,0,0,23,36,40,9,0,92,34,31,8,3,74,42,59,27,6,129,55,40,13,4,108,100,138,65,10,317,236,502,254,46,1032,89,143,68,23,320,4,10,8,0,19,642,998,449,100,2188,5,4,3,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,6,6,0,0,9
503011036,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,6,5,0,4,4,15,13,3,0,34,26,26,13,0,66,27,26,11,6,65,63,104,57,17,228,51,141,48,13,248,57,93,55,9,218,58,100,42,21,216,3,8,0,0,6,294,518,235,56,1107,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,0,0,15,15,9,4,3,27,11,17,11,0,42,26,33,15,9,80,30,28,7,3,73,57,105,43,4,215,132,261,119,22,535,49,100,42,10,206,5,5,9,0,15,338,567,252,58,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,0,0,0,0,0,0,5,0,0,4,0,0,0,0,4,0,0,0,0,3,5,0,0,0,10,3,3,0,0,3,3,8,0,0,8,4,6,7,3,18,43,33,7,0,87,44,55,18,5,122,36,70,12,0,115,84,140,51,11,282,85,135,23,5,245,46,66,18,9,144,55,66,20,0,142,3,3,5,0,14,417,588,154,29,1190,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,4,0,0,0,0,3,11,4,0,15,14,3,4,0,22,25,23,12,0,58,33,41,8,4,83,47,76,25,0,146,59,74,17,3,150,93,130,34,4,256,123,246,65,11,439,58,57,24,8,139,0,6,0,0,11,454,662,186,27,1327,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7
503021039,8,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,4,0,0,13,11,5,3,0,18,26,13,4,0,43,63,28,16,0,105,51,61,24,0,133,51,59,17,4,127,92,148,37,9,294,107,169,54,10,344,83,143,49,0,278,78,99,49,13,233,3,0,0,0,11,590,737,250,45,1624,4,4,0,0,12,0,0,0,0,0,5,5,0,0,4,0,0,0,0,0,8,0,0,0,8,10,6,0,0,14,6,4,0,0,7,18,11,7,0,32,44,32,11,0,85,54,51,24,3,139,81,85,21,4,186,53,69,12,0,140,105,146,30,4,282,214,284,91,16,608,85,95,47,7,232,9,3,0,0,15,690,789,237,34,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,3,0,0,5
503021040,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,5,6,0,0,10,9,10,3,0,23,26,22,12,4,63,42,29,12,0,81,49,38,5,0,96,68,89,22,0,182,77,102,30,3,210,53,46,21,4,122,35,39,18,10,106,3,4,0,0,9,381,391,126,28,920,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,4,0,0,5,3,3,0,0,8,14,4,6,0,19,23,18,3,3,56,16,22,17,0,58,51,54,13,0,125,42,52,13,0,110,67,86,25,0,172,96,156,54,7,308,44,43,19,3,110,0,0,0,0,4,379,453,141,16,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5
503021042,4,3,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,5,0,0,0,6,13,0,0,0,16,9,6,0,0,16,35,33,6,0,77,40,44,12,0,102,30,26,13,0,73,105,151,45,4,312,117,165,39,7,328,104,148,39,4,301,80,94,39,5,212,0,4,0,0,3,554,691,198,31,1470,3,4,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,4,0,0,0,7,3,0,0,0,3,3,0,5,0,11,10,11,6,0,20,38,32,5,0,71,49,31,12,3,98,55,73,13,6,150,47,56,19,3,124,111,139,37,5,295,213,318,97,9,638,86,80,38,6,207,0,3,0,0,7,638,760,226,34,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,3
503021043,3,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,5,0,0,0,10,8,4,0,0,8,21,10,0,0,38,30,24,7,0,58,66,49,16,5,140,80,61,17,3,160,48,47,15,4,124,99,155,65,10,335,112,175,66,12,363,73,136,48,11,256,80,79,25,8,190,5,6,0,0,12,635,748,270,58,1703,11,5,0,0,13,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,5,4,0,0,6,0,3,4,0,12,23,4,0,0,28,29,13,0,0,45,74,60,11,0,143,82,80,18,0,179,98,62,21,0,185,55,67,23,4,158,117,139,54,10,326,175,325,129,18,649,84,103,32,7,230,4,5,0,0,9,764,884,297,42,1987,6,0,0,0,6,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,4,0,0,0,4
503021295,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,5,0,4,0,0,5,9,0,0,0,9,8,4,0,0,14,22,0,0,0,34,25,11,0,0,35,21,7,0,0,31,41,13,4,0,60,26,15,3,0,57,41,15,5,0,62,35,10,9,0,54,0,0,0,0,0,250,99,20,4,372,4,4,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,3,4,0,0,9,3,0,0,0,10,14,4,0,0,24,18,9,0,0,30,41,6,0,0,48,45,13,0,0,57,21,0,3,0,26,56,25,0,0,86,75,48,10,0,133,50,26,3,0,85,5,0,0,0,6,358,144,20,5,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,0,3
503021296,0,4,0,0,6,0,0,0,0,0,11,0,0,0,11,0,3,0,0,4,9,0,0,0,8,17,4,0,0,22,5,3,0,0,10,9,11,0,0,23,41,16,7,4,62,14,13,7,0,36,24,12,0,0,41,33,16,8,0,60,31,20,5,3,55,25,23,3,0,54,28,12,5,0,47,0,0,0,0,5,243,145,35,11,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,9,6,5,0,0,9,5,0,0,0,11,8,12,0,0,25,29,20,3,0,54,26,12,6,0,44,25,21,3,0,52,22,9,0,0,34,45,32,9,0,87,63,39,5,4,109,35,20,5,3,69,3,3,0,0,8,282,182,41,13,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7
