SA2_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
501011001,3,0,0,0,5,4,0,0,0,4,0,4,0,0,4,0,4,0,0,8,4,0,0,0,5,9,4,5,0,9,4,9,5,0,20,5,11,4,0,28,37,36,21,0,97,31,29,5,0,69,15,16,6,0,46,17,20,3,0,40,13,9,3,0,28,0,0,3,0,5,31,35,17,3,90,3,3,0,0,10,186,182,66,14,455,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,3,0,0,4,4,3,5,0,9,8,4,5,0,19,12,10,8,5,30,25,38,16,0,84,36,50,17,3,109,29,21,11,0,64,24,26,5,0,49,16,27,6,0,44,10,13,7,0,29,42,47,18,6,112,0,0,0,0,6,208,251,98,14,564,4,0,0,0,3,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,5,0,0,3,0,0,0,0,0
501011003,0,0,0,0,8,0,0,0,0,0,0,4,0,0,6,0,5,0,0,5,0,0,0,0,5,8,8,0,0,21,13,9,3,0,25,10,31,12,0,57,50,83,31,8,169,67,84,20,4,182,39,56,20,6,123,32,47,16,7,106,25,43,16,0,84,14,24,7,0,45,68,99,42,9,216,0,3,6,0,9,327,500,178,41,1047,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,6,4,5,3,0,8,3,13,0,0,13,7,12,3,3,27,58,62,23,11,140,62,87,34,8,185,59,101,29,0,190,43,69,22,6,140,43,67,30,0,147,40,56,12,0,112,73,110,61,10,260,4,3,4,0,11,402,589,216,43,1254,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501011004,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,6,13,6,4,0,20,13,14,3,0,38,21,18,9,4,58,60,70,34,3,171,50,69,27,0,143,34,40,20,4,98,29,38,14,3,79,24,26,9,0,60,3,9,7,0,19,60,80,28,7,165,0,7,4,0,9,301,381,161,27,871,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,4,0,0,10,8,3,6,0,18,3,11,0,0,18,15,18,7,0,47,82,69,24,8,183,52,81,28,3,171,39,67,31,5,138,30,41,20,4,92,35,39,13,6,93,29,37,12,0,76,65,85,35,6,191,3,5,0,0,6,373,458,181,32,1040,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,8
501011293,0,0,0,0,3,0,0,0,0,4,3,0,0,4,5,0,0,0,0,0,0,5,0,0,5,10,6,0,0,16,8,12,3,3,22,5,12,0,0,25,38,48,20,0,111,40,65,22,4,135,30,45,8,10,89,17,47,15,3,84,16,23,13,3,50,13,14,3,0,30,39,78,26,18,147,0,10,0,0,10,220,341,115,43,725,0,3,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,4,0,0,5,0,3,0,0,6,14,3,0,3,15,11,9,4,3,22,36,41,20,11,108,57,60,30,8,145,43,55,29,0,125,30,49,11,11,98,34,48,17,0,98,27,36,13,3,78,56,68,45,11,181,0,8,0,0,13,314,375,170,47,908,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
501011294,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,9,9,0,4,0,11,16,10,9,11,33,24,23,10,3,61,19,42,17,5,81,113,116,54,28,305,86,126,51,25,283,84,91,34,10,220,47,83,28,10,164,43,61,28,9,143,14,17,7,0,40,91,131,65,23,304,8,5,3,0,17,546,715,299,121,1680,0,0,0,0,4,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,3,0,0,0,9,10,5,4,0,16,14,12,9,6,38,27,20,7,5,55,111,104,39,9,263,125,150,52,20,345,100,135,54,12,304,82,94,39,14,230,66,84,41,11,204,26,53,16,4,104,112,130,61,21,330,6,5,0,0,15,678,798,330,113,1923,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,8,7,3,0,0,12
501021005,0,6,0,0,11,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,5,3,0,14,14,8,4,0,23,21,21,6,5,49,71,103,36,17,229,91,152,59,26,325,90,110,49,13,262,107,166,63,19,354,109,120,56,8,292,31,33,12,10,87,112,146,76,20,358,5,5,4,0,12,663,874,371,110,2024,0,0,0,0,6,6,0,0,0,7,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,8,7,4,0,16,19,10,0,0,30,30,19,5,0,53,59,89,38,6,194,118,161,60,22,360,124,181,71,32,404,76,140,50,13,285,119,123,63,11,317,60,90,40,13,204,140,183,70,27,414,8,14,3,0,21,765,1022,411,134,2331,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,5,0,0,0,8
501021007,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,3,5,4,0,0,4,6,3,4,5,19,5,13,5,0,23,29,34,13,10,82,32,36,21,4,98,35,19,9,3,62,22,32,17,4,70,18,25,7,0,50,0,4,4,0,6,32,36,13,8,91,3,0,4,0,7,185,217,88,39,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,3,13,0,3,0,0,7,4,3,5,0,8,26,27,12,3,67,32,36,12,0,75,35,40,20,3,99,15,20,14,3,52,21,30,14,0,78,16,17,10,6,52,39,38,19,4,104,3,6,0,0,10,201,230,111,29,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
501021008,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,9,3,0,15,4,3,5,4,18,19,10,0,0,36,56,44,23,4,123,31,41,4,6,87,26,24,7,0,62,25,21,9,0,59,19,16,3,0,42,4,5,0,0,10,33,34,7,7,85,3,8,0,0,8,240,212,72,28,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,5,0,5,0,7,9,4,4,0,17,7,8,0,0,22,45,48,13,3,106,39,39,10,12,98,42,34,13,3,88,20,25,9,0,56,19,25,8,0,45,8,7,0,6,20,23,31,20,3,79,3,0,0,0,8,230,234,71,26,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3
501021009,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,9,3,0,0,17,13,0,4,3,15,12,8,7,3,32,41,45,16,5,110,56,64,20,10,155,37,35,10,10,86,72,76,41,11,201,54,71,32,8,169,28,36,4,0,72,40,44,20,15,125,9,4,4,0,17,378,391,166,72,1006,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,5,0,0,13,5,7,5,0,13,12,10,5,3,21,8,5,4,0,13,53,30,12,4,101,37,40,18,5,109,54,55,37,6,153,39,40,16,3,105,34,42,13,3,97,35,51,14,4,108,53,65,45,10,172,4,7,5,0,16,352,350,181,51,925,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
501021010,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,3,0,0,4,0,9,4,0,13,22,24,6,9,58,9,20,13,0,57,15,22,6,4,47,17,19,12,5,52,10,30,10,7,52,0,9,4,0,11,22,32,12,5,71,0,0,0,0,3,110,177,68,30,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,3,0,0,3,3,4,0,0,8,14,16,3,4,39,21,21,9,8,59,17,31,9,5,57,14,24,15,0,51,24,22,10,4,61,13,14,6,3,38,20,30,13,14,73,4,3,0,0,6,125,172,69,33,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
