SA2_CODE_2021,C16_2500_2999_R650more,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R1_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650more,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000more_R1_74,C16_4000more_R75_99,C16_4000more_R100_149,C16_4000more_R150_199,C16_4000more_R200_224,C16_4000more_R225_274,C16_4000more_R275_349,C16_4000more_R350_449,C16_4000more_R450_549,C16_4000more_R550_649,C16_4000more_R650more,C16_4000more_R_NS,C16_4000more_R_Tot,C16_PI_S_R1_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650more,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R1_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650more,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R1_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650more,C16_Tot_R_NS,C16_Tot_R_Tot,C21_Neg_Ni_inc_R1_74,C21_Neg_Ni_inc_R75_99,C21_Neg_Ni_inc_R100_149,C21_Neg_Ni_inc_R150_199,C21_Neg_Ni_inc_R200_224,C21_Neg_Ni_inc_R225_274,C21_Neg_Ni_inc_R275_349,C21_Neg_Ni_inc_R350_449,C21_Neg_Ni_inc_R450_549,C21_Neg_Ni_inc_R550_649,C21_Neg_Ni_inc_R650more,C21_Neg_Ni_inc_R_NS,C21_Neg_Ni_inc_R_Tot,C21_1_149_R1_74,C21_1_149_R75_99,C21_1_149_R100_149,C21_1_149_R150_149,C21_1_149_R200_224,C21_1_149_R225_274,C21_1_149_R275_349,C21_1_149_R350_449,C21_1_149_R450_549,C21_1_149_R550_649,C21_1_149_R650more,C21_1_149_R_NS,C21_1_149_R_Tot,C21_150_299_R1_74,C21_150_299_R75_99,C21_150_299_R100_149,C21_150_299_R150_199,C21_150_299_R150_224,C21_150_299_R225_274,C21_150_299_R275_349,C21_150_299_R350_449,C21_150_299_R450_549,C21_150_299_R550_649,C21_150_299_R650more,C21_150_299_R_NS,C21_150_299_R_Tot,C21_300_399_R1_74,C21_300_399_R75_99,C21_300_399_R100_149,C21_300_399_R150_199,C21_300_399_R200_224,C21_300_399_R225_274,C21_300_399_R275_349,C21_300_399_R350_449,C21_300_399_R450_549,C21_300_399_R550_649,C21_300_399_R650more,C21_300_399_R_NS,C21_300_399_R_Tot,C21_400_499_R1_74,C21_400_499_R75_99,C21_400_499_R100_149,C21_400_499_R150_199,C21_400_499_R200_224,C21_400_499_R225_274,C21_400_499_R275_349,C21_400_499_R350_449,C21_400_499_R450_549,C21_400_499_R550_649,C21_400_499_R650more,C21_400_499_R_NS,C21_400_499_R_Tot,C21_500_649_R1_74,C21_500_649_R75_99,C21_500_649_R100_149,C21_500_649_R150_199,C21_500_649_R200_224,C21_500_649_R225_274,C21_500_649_R275_349,C21_500_649_R350_449,C21_500_649_R450_549,C21_500_649_R550_649,C21_500_649_R650more,C21_500_649_R_NS,C21_500_649_R_Tot,C21_650_799_R1_74,C21_650_799_R75_99,C21_650_799_R100_149,C21_650_799_R150_199,C21_650_799_R200_224,C21_650_799_R225_274,C21_650_799_R275_349,C21_650_799_R350_449,C21_650_799_R450_549,C21_650_799_R550_649,C21_650_799_R650more,C21_650_799_R_NS,C21_650_799_R_Tot,C21_800_999_R1_74,C21_800_999_R75_99,C21_800_999_R100_149,C21_800_999_R150_199,C21_800_999_R200_224,C21_800_999_R225_274,C21_800_999_R275_349,C21_800_999_R350_449,C21_800_999_R450_549,C21_800_999_R550_649,C21_800_999_R650more,C21_800_999_R_NS,C21_800_999_R_Tot,C21_1000_1249_R1_74,C21_1000_1249_R75_99,C21_1000_1249_R100_149,C21_1000_1249_R150_199,C21_1000_1249_R200_224,C21_1000_1249_R225_274,C21_1000_1249_R275_349,C21_1000_1249_R350_449,C21_1000_1249_R450_549,C21_1000_1249_R550_649,C21_1000_1249_R650more,C21_1000_1249_R_NS,C21_1000_1249_R_Tot,C21_1250_1499_R1_74,C21_1250_1499_R75_99,C21_1250_1499_R100_149,C21_1250_1499_R150_199,C21_1250_1499_R200_224,C21_1250_1499_R225_274,C21_1250_1499_R275_349,C21_1250_1499_R350_449,C21_1250_1499_R450_549,C21_1250_1499_R550_649,C21_1250_1499_R650more,C21_1250_1499_R_NS,C21_1250_1499_R_Tot,C21_1500_1999_R1_74,C21_1500_1999_R75_99
501011001,0,3,12,0,0,0,0,0,0,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,4,4,12,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,13,7,9,43,57,53,61,93,81,22,0,10,28,452,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,7,3,0,0,0,4,0,4,0,0,0,0,0,10,0,0,7,3,0,4,0,0,0,0,0,0,19,0,0,6,0,5,8,3,4,0,0,0,3,24,0,0,4,12,4,0,6,5,0,0,0,0,34,0,0,0,3,5,4,13,9,3,0,0,7,56,0,0,4,0,7,4,5,5,0,0,0,3,35,0,0,3,0,0,3,8,20,3,3,0,0,48,0,0,6,0,3,5,9,6,0,0,0,6,37,0,3
501011003,4,0,49,0,0,0,0,0,0,5,8,17,0,0,3,48,0,0,0,0,0,3,3,9,7,3,10,0,37,0,0,3,0,4,0,6,30,33,8,4,0,92,0,0,5,0,0,0,0,3,0,0,3,6,19,3,9,40,37,34,32,82,267,193,30,25,31,782,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,5,7,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,3,0,0,3,0,0,0,4,19,0,0,3,3,0,0,0,3,3,0,0,4,31,0,0,4,8,5,3,3,9,6,0,4,0,49,0,0,4,4,6,3,10,10,4,3,0,3,53,0,0,0,6,9,5,4,12,7,0,0,0,47,0,0,4,4,3,3,5,20,14,3,4,10,65,0,0,3,0,3,5,6,11,20,10,4,3,71,0,0
501011004,3,0,38,0,0,0,0,0,0,5,13,7,0,0,4,40,0,0,0,0,0,7,4,8,3,3,5,0,29,0,0,4,4,0,4,24,47,19,0,3,5,102,0,0,3,9,3,0,4,4,0,0,3,9,34,5,6,52,47,44,86,200,352,98,16,22,36,970,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,16,0,0,0,3,5,0,0,0,0,0,0,0,19,0,0,9,4,0,4,3,10,0,0,0,0,34,0,0,0,11,7,3,15,17,0,0,0,0,59,0,0,0,3,0,4,9,26,5,0,0,3,56,0,0,0,0,4,5,17,15,6,0,0,4,56,0,0,0,4,3,14,12,34,10,0,0,0,85,0,0,0,3,0,5,21,41,14,0,0,9,99,0,0
501011293,0,0,33,0,0,0,0,0,0,0,12,4,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,4,0,5,9,34,14,5,0,0,69,0,0,5,5,0,4,4,5,0,0,0,7,27,0,7,73,91,31,52,175,363,69,14,9,37,923,0,0,0,7,0,0,0,5,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,5,20,0,0,16,6,4,3,3,8,0,0,0,0,38,0,0,21,16,0,6,8,3,0,0,0,3,62,0,0,9,19,0,11,24,24,6,0,0,0,89,0,5,6,9,7,10,26,35,5,0,0,0,100,4,0,5,7,0,4,17,23,8,0,0,6,76,4,0,0,4,5,3,17,30,6,0,0,6,66,0,0,0,0,4,6,15,39,4,0,0,6,73,0,0
501011294,0,7,82,0,0,0,3,0,0,6,30,20,0,0,0,62,0,0,0,0,0,0,5,21,10,0,0,0,30,0,0,3,4,3,4,19,65,20,0,0,10,135,0,5,11,6,3,8,8,8,0,0,4,3,53,17,25,171,139,74,106,328,724,145,8,18,59,1807,0,0,3,0,0,0,0,3,0,0,0,4,21,0,0,3,0,0,0,4,0,0,0,0,0,3,7,7,3,0,0,4,0,6,0,0,0,0,32,0,0,29,4,3,10,15,5,0,0,5,5,86,0,0,55,21,6,14,24,11,6,4,0,0,143,4,0,19,20,13,21,31,29,4,5,0,4,136,0,0,4,25,4,16,31,50,10,0,0,0,143,0,0,3,7,10,19,27,54,13,0,4,0,141,0,0,6,10,5,12,34,68,19,0,3,8,163,0,0,5,3,3,3,39,72,22,3,3,3,165,0,0
501021005,0,4,73,0,0,0,0,0,0,3,45,8,0,0,0,59,0,0,0,4,0,0,3,10,3,4,0,0,27,3,0,0,0,3,3,18,58,8,0,0,4,100,0,0,3,0,0,6,0,5,0,0,0,5,23,8,4,38,56,44,73,304,554,61,10,5,30,1181,0,0,0,0,0,0,0,4,0,0,0,3,11,0,0,0,6,0,0,0,0,0,0,0,0,5,0,4,0,5,0,0,0,3,0,0,0,0,7,0,4,8,3,0,6,8,3,0,0,0,0,31,0,0,22,9,5,6,17,10,0,0,0,0,76,0,0,0,6,12,12,27,15,3,0,0,5,85,0,0,5,3,7,3,43,24,7,0,0,0,100,0,0,0,6,0,6,34,41,0,0,0,3,92,0,0,0,3,0,13,28,37,0,0,0,5,94,0,0,0,0,3,8,34,56,6,0,0,5,116,0,0
501021007,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,4,0,4,0,0,12,0,0,4,0,0,0,6,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,22,31,24,38,102,85,10,12,0,15,337,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,4,5,0,0,0,0,0,0,0,0,15,0,0,5,7,0,4,6,8,0,0,0,3,28,0,0,5,3,0,4,5,3,0,0,0,0,20,0,0,0,5,3,3,8,5,0,0,0,0,32,0,0,0,0,0,5,8,6,0,0,0,0,19,0,0,0,0,4,0,8,7,6,0,0,0,23,0,0,0,0,0,0,9,18,0,0,0,0,30,0,0
501021008,0,0,24,0,0,0,0,0,0,12,11,0,0,0,0,24,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,7,9,4,8,36,12,3,0,0,5,81,0,3,8,0,0,10,8,0,0,0,0,8,28,17,17,87,74,43,177,394,147,5,0,9,23,1004,0,0,4,0,4,7,4,4,0,0,0,5,33,0,0,3,0,0,0,0,0,0,0,0,5,11,0,5,13,8,3,7,3,0,0,0,0,0,30,3,9,25,8,4,8,11,0,0,0,0,0,70,3,5,39,13,5,16,15,11,0,0,0,4,103,0,0,5,24,9,24,34,22,0,0,0,3,120,0,3,8,7,5,21,26,5,0,0,4,3,85,0,3,0,5,13,34,37,11,0,0,0,3,112,0,0,9,9,3,25,44,20,0,0,0,4,115,0,0,5,0,4,15,41,19,4,0,0,0,87,0,0
501021009,0,0,17,0,0,0,0,0,0,8,3,0,0,0,0,24,0,0,0,0,0,0,5,4,3,0,0,0,16,0,0,3,3,6,4,9,8,0,0,0,6,37,0,0,8,3,3,3,0,0,0,0,0,0,19,9,6,78,103,114,168,125,55,5,0,3,34,705,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,5,0,4,0,0,0,0,0,4,14,0,0,14,3,7,14,0,8,0,0,0,3,46,0,0,28,12,16,18,9,0,0,0,0,4,81,0,0,6,13,10,23,11,4,0,0,0,0,63,0,0,7,9,14,14,15,4,0,0,0,0,66,0,0,5,6,11,17,11,3,0,0,0,7,53,0,0,0,9,7,17,13,6,0,0,0,4,54,0,0,0,0,4,21,14,5,0,0,0,4,56,0,0
501021010,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,5,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,20,21,28,38,37,10,0,0,9,167,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,3,6,0,0,0,0,0,0,0,13,0,0,6,6,0,0,4,0,0,0,0,0,17,0,0,0,0,4,3,0,0,0,0,0,0,17,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0
