SA2_CODE_2021,C16_2500_2999_R650more,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R1_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650more,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000more_R1_74,C16_4000more_R75_99,C16_4000more_R100_149,C16_4000more_R150_199,C16_4000more_R200_224,C16_4000more_R225_274,C16_4000more_R275_349,C16_4000more_R350_449,C16_4000more_R450_549,C16_4000more_R550_649,C16_4000more_R650more,C16_4000more_R_NS,C16_4000more_R_Tot,C16_PI_S_R1_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650more,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R1_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650more,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R1_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650more,C16_Tot_R_NS,C16_Tot_R_Tot,C21_Neg_Ni_inc_R1_74,C21_Neg_Ni_inc_R75_99,C21_Neg_Ni_inc_R100_149,C21_Neg_Ni_inc_R150_199,C21_Neg_Ni_inc_R200_224,C21_Neg_Ni_inc_R225_274,C21_Neg_Ni_inc_R275_349,C21_Neg_Ni_inc_R350_449,C21_Neg_Ni_inc_R450_549,C21_Neg_Ni_inc_R550_649,C21_Neg_Ni_inc_R650more,C21_Neg_Ni_inc_R_NS,C21_Neg_Ni_inc_R_Tot,C21_1_149_R1_74,C21_1_149_R75_99,C21_1_149_R100_149,C21_1_149_R150_149,C21_1_149_R200_224,C21_1_149_R225_274,C21_1_149_R275_349,C21_1_149_R350_449,C21_1_149_R450_549,C21_1_149_R550_649,C21_1_149_R650more,C21_1_149_R_NS,C21_1_149_R_Tot,C21_150_299_R1_74,C21_150_299_R75_99,C21_150_299_R100_149,C21_150_299_R150_199,C21_150_299_R150_224,C21_150_299_R225_274,C21_150_299_R275_349,C21_150_299_R350_449,C21_150_299_R450_549,C21_150_299_R550_649,C21_150_299_R650more,C21_150_299_R_NS,C21_150_299_R_Tot,C21_300_399_R1_74,C21_300_399_R75_99,C21_300_399_R100_149,C21_300_399_R150_199,C21_300_399_R200_224,C21_300_399_R225_274,C21_300_399_R275_349,C21_300_399_R350_449,C21_300_399_R450_549,C21_300_399_R550_649,C21_300_399_R650more,C21_300_399_R_NS,C21_300_399_R_Tot,C21_400_499_R1_74,C21_400_499_R75_99,C21_400_499_R100_149,C21_400_499_R150_199,C21_400_499_R200_224,C21_400_499_R225_274,C21_400_499_R275_349,C21_400_499_R350_449,C21_400_499_R450_549,C21_400_499_R550_649,C21_400_499_R650more,C21_400_499_R_NS,C21_400_499_R_Tot,C21_500_649_R1_74,C21_500_649_R75_99,C21_500_649_R100_149,C21_500_649_R150_199,C21_500_649_R200_224,C21_500_649_R225_274,C21_500_649_R275_349,C21_500_649_R350_449,C21_500_649_R450_549,C21_500_649_R550_649,C21_500_649_R650more,C21_500_649_R_NS,C21_500_649_R_Tot,C21_650_799_R1_74,C21_650_799_R75_99,C21_650_799_R100_149,C21_650_799_R150_199,C21_650_799_R200_224,C21_650_799_R225_274,C21_650_799_R275_349,C21_650_799_R350_449,C21_650_799_R450_549,C21_650_799_R550_649,C21_650_799_R650more,C21_650_799_R_NS,C21_650_799_R_Tot,C21_800_999_R1_74,C21_800_999_R75_99,C21_800_999_R100_149,C21_800_999_R150_199,C21_800_999_R200_224,C21_800_999_R225_274,C21_800_999_R275_349,C21_800_999_R350_449,C21_800_999_R450_549,C21_800_999_R550_649,C21_800_999_R650more,C21_800_999_R_NS,C21_800_999_R_Tot,C21_1000_1249_R1_74,C21_1000_1249_R75_99,C21_1000_1249_R100_149,C21_1000_1249_R150_199,C21_1000_1249_R200_224,C21_1000_1249_R225_274,C21_1000_1249_R275_349,C21_1000_1249_R350_449,C21_1000_1249_R450_549,C21_1000_1249_R550_649,C21_1000_1249_R650more,C21_1000_1249_R_NS,C21_1000_1249_R_Tot,C21_1250_1499_R1_74,C21_1250_1499_R75_99,C21_1250_1499_R100_149,C21_1250_1499_R150_199,C21_1250_1499_R200_224,C21_1250_1499_R225_274,C21_1250_1499_R275_349,C21_1250_1499_R350_449,C21_1250_1499_R450_549,C21_1250_1499_R550_649,C21_1250_1499_R650more,C21_1250_1499_R_NS,C21_1250_1499_R_Tot,C21_1500_1999_R1_74,C21_1500_1999_R75_99
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,39,0,0,0,0,0,0,4,24,0,0,0,0,42,0,0,0,0,0,0,0,10,6,6,0,0,16,0,0,0,3,0,0,22,43,9,0,0,5,81,0,0,0,0,0,0,4,6,0,0,6,0,13,3,8,22,25,28,60,300,394,47,8,9,21,915,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,9,0,0,3,3,0,0,8,4,0,0,0,8,22,0,0,0,3,8,3,7,3,0,0,0,0,30,0,0,5,5,6,8,16,11,5,0,0,0,48,0,0,0,3,0,4,21,17,5,0,0,3,52,0,0,0,0,7,4,30,27,3,0,0,4,72,0,0,0,0,0,10,40,27,0,0,0,3,82,0,0,0,0,0,3,20,32,3,0,0,0,63,0,0
501021014,0,3,37,0,0,0,0,3,3,4,13,4,0,0,0,30,0,0,4,0,0,0,6,11,0,0,0,0,21,0,0,7,3,12,8,22,7,6,3,0,3,75,0,3,5,4,0,3,0,0,0,0,0,4,27,15,12,76,64,76,123,203,109,18,5,4,23,729,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,9,0,3,8,10,3,0,7,3,0,0,0,0,34,0,0,15,8,11,5,10,3,0,0,0,0,58,0,0,0,16,9,18,15,6,0,0,0,0,65,0,0,0,6,11,12,19,5,0,0,0,0,47,0,0,3,5,7,11,11,8,0,0,0,0,55,0,0,7,6,15,16,30,10,0,0,0,0,84,0,0,0,4,7,13,23,15,0,0,0,4,72,0,0
501021015,0,0,32,0,0,4,0,0,0,6,10,3,0,0,0,29,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,3,17,16,0,0,0,0,50,0,0,5,0,0,0,3,0,0,0,0,5,15,13,0,37,52,37,106,302,193,16,3,8,28,793,0,0,0,0,0,0,7,0,0,0,0,4,9,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,5,4,0,0,3,5,0,0,0,0,15,0,0,14,4,4,3,5,3,0,0,0,4,31,0,0,12,7,5,12,15,0,0,0,0,6,52,0,0,7,15,5,23,24,7,0,0,0,0,82,0,0,5,6,11,15,22,9,0,0,0,0,65,0,0,3,0,3,16,29,3,0,0,0,5,67,0,0,9,3,0,24,32,24,0,0,0,0,92,0,0,3,4,0,9,32,24,0,0,0,0,76,0,0
501021016,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,5,12,0,4,22,15,39,50,65,46,8,0,6,13,277,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,3,4,0,0,0,0,0,5,14,0,0,4,0,10,10,0,0,0,0,0,0,32,0,0,0,0,4,9,13,0,0,0,0,0,26,0,0,3,8,3,9,6,0,0,0,0,0,27,0,0,0,5,0,0,6,4,0,0,0,0,17,0,0,0,0,3,5,8,0,0,0,0,0,18,0,0,0,5,0,5,11,4,0,0,0,0,21,0,0
501021251,0,0,49,0,0,0,0,5,0,7,25,15,0,0,4,53,0,0,0,0,0,0,0,14,9,0,0,0,20,0,0,0,0,0,0,3,43,12,3,0,5,64,0,0,4,0,0,0,3,0,0,0,0,8,14,7,12,57,81,23,28,103,457,66,7,0,19,853,0,0,3,0,0,0,0,7,0,0,0,3,17,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,5,4,0,0,0,0,0,0,0,0,16,0,0,12,11,0,0,0,9,0,0,0,0,27,0,0,22,23,0,3,7,5,0,0,0,0,67,0,0,3,14,3,3,6,13,0,0,0,4,47,0,0,0,15,6,6,11,18,0,0,0,3,60,0,0,0,0,7,8,14,23,0,0,0,4,47,0,0,3,0,0,5,22,34,0,0,0,3,67,0,0,3,7,4,0,20,44,3,0,0,4,83,0,0
501021252,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,6,13,16,7,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021253,0,0,80,0,0,0,0,0,0,21,36,12,0,0,0,80,0,0,0,0,0,0,5,17,19,6,0,0,50,0,0,3,0,3,14,24,47,7,0,0,6,102,0,0,4,9,0,0,10,0,0,0,0,11,36,6,12,59,125,74,215,521,426,88,18,5,50,1615,0,0,0,0,0,0,3,3,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,10,0,4,6,0,0,0,0,0,27,3,5,9,6,10,10,9,6,0,0,0,0,66,0,0,16,22,12,16,26,11,0,0,0,8,115,0,0,9,31,20,32,36,16,0,0,0,3,140,0,0,0,8,15,26,56,26,0,0,0,3,137,0,0,0,10,3,28,53,22,4,0,0,7,130,0,0,5,13,10,21,66,44,9,4,0,5,164,0,0,0,5,11,26,56,29,9,6,0,8,141,0,5
501021254,0,0,14,0,0,0,0,0,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,4,3,7,29,7,0,0,0,6,68,0,0,6,6,0,0,4,0,0,0,0,6,25,20,19,144,94,55,133,269,78,3,0,4,26,842,0,0,3,0,0,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,9,0,8,3,7,0,0,4,0,0,0,0,0,24,0,3,23,6,4,9,0,0,0,0,0,0,49,4,0,43,5,9,14,11,4,0,0,0,3,93,0,0,13,14,14,25,23,0,0,0,0,0,90,0,0,7,24,15,15,22,3,0,0,0,0,86,0,0,0,8,5,19,16,7,0,0,0,0,65,0,0,0,6,9,21,25,5,0,0,0,0,66,0,0,0,3,8,16,26,12,0,0,0,0,74,0,0
501031017,0,0,12,0,0,3,0,0,0,4,7,0,0,0,0,14,3,0,0,3,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,12,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,8,15,7,68,66,39,72,101,44,0,0,0,20,441,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,4,3,0,0,0,0,0,23,3,0,10,13,5,8,7,5,0,0,0,4,43,0,3,3,12,10,11,8,4,0,0,0,0,45,6,0,3,6,5,6,8,0,0,0,0,0,34,0,0,4,0,3,11,14,4,0,0,0,3,40,0,0,0,3,7,11,9,10,0,0,0,0,41,0,0,4,0,3,4,12,0,0,0,0,8,40,0,0
501031018,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,4,0,0,5,7,4,0,0,0,3,29,0,0,0,3,0,0,0,0,0,0,0,0,12,4,0,36,44,43,51,68,52,5,0,4,16,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,3,17,0,0,5,9,3,4,7,0,0,0,0,0,34,0,0,0,5,4,9,8,4,0,0,0,0,28,0,0,5,6,6,4,9,6,0,0,0,0,40,0,0,0,0,4,4,13,6,0,0,0,0,29,0,0,3,0,0,6,6,7,0,0,0,0,24,0,0,6,0,0,3,18,10,0,0,0,0,40,0,0
