SA2_CODE_2021,C16_Rel_NS_0_14,C16_Rel_NS_15_24,C16_Rel_NS_25_34,C16_Rel_NS_35_44,C16_Rel_NS_45_54,C16_Rel_NS_55_64,C16_Rel_NS_65_74,C16_Rel_NS_75_84,C16_Rel_NS_85ov,C16_Rel_NS_Tot,C16_Tot_0_14,C16_Tot_15_24,C16_Tot_25_34,C16_Tot_35_44,C16_Tot_45_54,C16_Tot_55_64,C16_Tot_65_74,C16_Tot_75_84,C16_Tot_85ov,C16_Tot_Tot,C21_Buddhism_0_14,C21_Buddhism_15_24,C21_Buddhism_25_34,C21_Buddhism_35_44,C21_Buddhism_45_54,C21_Buddhism_55_64,C21_Buddhism_65_74,C21_Buddhism_75_84,C21_Buddhism_85ov,C21_Buddhism_Tot,C21_Christ_Angli_0_14,C21_Christ_Angl_15_24,C21_Christ_Angl_25_34,C21_Christ_Angl_35_44,C21_Christ_Angl_45_54,C21_Christ_Angl_55_64,C21_Christ_Angl_65_74,C21_Christ_Angl_75_84,C21_Christ_Anglic_85ov,C21_Christ_Anglic_Tot,C21_Chr_Ass_Apo_0_14,C21_Chr_Ass_Apo_15_24,C21_Chr_Ass_Apo_25_34,C21_Chr_Ass_Apo_35_44,C21_Chr_Ass_Apo_45_54,C21_Chr_Ass_Apo_55_64,C21_Chr_Ass_Apo_65_74,C21_Chr_Ass_Apo_75_84,C21_Chr_Ass_Apo_85ov,C21_Chr_Ass_Apo_Tot,C21_Chr_Bapt_0_14,C21_Chr_Bapt_15_24,C21_Chr_Bapt_25_34,C21_Chr_Bapt_35_44,C21_Chr_Bapt_45_54,C21_Chr_Bapt_55_64,C21_Chr_Bapt_65_74,C21_Chr_Bapt_75_84,C21_Chr_Bapt_85ov,C21_Chr_Bapt_Tot,C21_Chr_Breth_0_14,C21_Chr_Bret_15_24,C21_Chr_Bret_25_34,C21_Chr_Bret_35_44,C21_Chr_Bret_45_54,C21_Chr_Bret_55_64,C21_Chr_Bret_65_74,C21_Chr_Bret_75_84,C21_Chr_Breth_85ov,C21_Chr_Bret_Tot,C21_Chr_Cath_0_14,C21_Chr_Cath_15_24,C21_Chr_Cath_25_34,C21_Chr_Cath_35_44,C21_Chr_Cath_45_54,C21_Chr_Cath_55_64,C21_Chr_Cath_65_74,C21_Chr_Cath_75_84,C21_Chr_Catho_85ov,C21_Chr_Catho_Tot,C21_C_Chur_Christ_0_14,C21_C_Chur_Christ_15_24,C21_C_Chur_Christ_25_34,C21_C_Chur_Christ_35_44,C21_C_Chur_Christ_45_54,C21_C_Chur_Christ_55_64,C21_C_Chur_Christ_65_74,C21_C_Chur_Christ_75_84,C21_C_Chur_Christ_85ov,C21_C_Chur_Christ_Tot,C21_C_East_Ortho_0_14,C21_C_East_Ortho_15_24,C21_C_East_Ortho_25_34,C21_C_East_Ortho_35_44,C21_C_East_Ortho_45_54,C21_C_East_Ortho_55_64,C21_C_East_Ortho_65_74,C21_C_East_Ortho_75_84,C21_C_East_Ortho_85ov,C21_C_East_Ortho_Tot,C21_C_Jeh_Wit_0_14,C21_C_Jeh_Wit_15_24,C21_C_Jeh_Wit_25_34,C21_C_Jeh_Wit_35_44,C21_C_Jeh_Wit_45_54,C21_C_Jeh_Wit_55_64,C21_C_Jeh_Wit_65_74,C21_C_Jeh_Wit_75_84,C21_C_Jeh_Wit_85ov,C21_C_Jeh_Wit_Tot,C21_C_La_Da_Sai_0_14,C21_C_La_Da_Sa_15_24,C21_C_La_Da_Sa_25_34,C21_C_La_Da_Sa_35_44,C21_C_La_Da_Sa_45_54,C21_C_La_Da_Sa_55_64,C21_C_La_Da_Sa_65_74,C21_C_La_Da_Sa_75_84,C21_C_Lat_Da_Sa_85ov,C21_C_Lat_Da_Sa_Tot,C21_C_Luthe_0_14,C21_C_Luthe_15_24,C21_C_Luthe_25_34,C21_C_Luthe_35_44,C21_C_Luthe_45_54,C21_C_Luthe_55_64,C21_C_Luthe_65_74,C21_C_Luthe_75_84,C21_C_Luthe_85ov,C21_C_Luthe_Tot,C21_C_Ori_Orth_0_14,C21_C_Ori_Orth_15_24,C21_C_Ori_Orth_25_34,C21_C_Ori_Orth_35_44,C21_C_Ori_Orth_45_54,C21_C_Ori_Orth_55_64,C21_C_Ori_Orth_65_74,C21_C_Ori_Orth_75_84,C21_C_Ori_Orth_85ov,C21_C_Ori_Ort_Tot,C21_C_Oth_Pro_0_14,C21_C_Oth_Pro_15_24,C21_C_Oth_Pro_25_34,C21_C_Oth_Pro_35_44,C21_C_Oth_Pro_45_54,C21_C_Oth_Pro_55_64,C21_C_Oth_Pro_65_74,C21_C_Oth_Pro_75_84,C21_C_Oth_Pro_85ov,C21_C_Oth_Pro_Tot,C21_C_Pent_0_14,C21_C_Pent_15_24,C21_C_Pent_25_34,C21_C_Pent_35_44,C21_C_Pent_45_54,C21_C_Pent_55_64,C21_C_Pent_65_74,C21_C_Pent_75_84,C21_C_Pent_85ov,C21_C_Pent_Tot,C21_C_Pres_Ref_0_14,C21_C_Pres_Ref_15_24,C21_C_Pres_Ref_25_34,C21_C_Pres_Ref_35_44,C21_C_Pres_Ref_45_54,C21_C_Pres_Ref_55_64,C21_C_Pres_Ref_65_74,C21_C_Pres_Ref_75_84,C21_C_Pres_Ref_85ov,C21_C_Pres_Ref_Tot,C21_C_Sal_Army_0_14,C21_C_Sal_Army_15_24,C21_C_Sal_Army_25_34,C21_C_Sal_Army_35_44,C21_C_Sal_Army_45_54,C21_C_Sal_Army_55_64,C21_C_Sal_Army_65_74,C21_C_Sal_Army_75_84,C21_C_Sal_Army_85ov,C21_C_Sal_Army_Tot,C21_C_Sev_day_Adv_0_14,C21_C_Sev_day_Adv_15_24,C21_C_Sev_day_Adv_25_34,C21_C_Sev_day_Adv_35_44,C21_C_Sev_day_Adv_45_54,C21_C_Sev_day_Adv_55_64,C21_C_Sev_day_Adv_65_74,C21_C_Sev_day_Adv_75_84,C21_C_Sev_day_Adv_85ov,C21_C_Sev_day_Adv_Tot,C21_Chr_Unit_Ch_0_14,C21_Chr_Unit_Ch_15_24,C21_Chr_Unit_Ch_25_34,C21_Chr_Unit_Ch_35_44,C21_Chr_Unit_Ch_45_54,C21_Chr_Unit_Ch_55_64,C21_Chr_Unit_Ch_65_74,C21_Chr_Unit_Ch_75_84,C21_Chr_Unit_Ch_85ov,C21_Chr_Unit_Ch_Tot
501011001,132,40,55,109,89,96,66,37,14,636,1045,363,471,785,760,863,686,329,113,5432,18,3,4,15,11,12,11,3,0,73,34,14,15,36,93,172,223,131,57,771,0,0,0,0,0,0,0,0,0,0,10,7,3,8,6,20,17,4,0,70,0,0,0,0,0,0,0,0,0,0,91,37,45,74,98,122,89,74,13,646,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,5,3,0,19,5,5,4,0,5,4,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,0,23,0,0,0,0,0,4,3,0,0,12,0,0,0,3,11,20,15,14,0,60,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,20,26,35,29,28,150
501011003,221,97,143,169,153,161,116,42,6,1105,2255,782,1188,1612,1465,1372,1109,393,100,10283,17,6,23,30,23,17,13,0,0,122,138,76,50,122,243,291,394,260,54,1626,0,0,0,0,0,0,0,0,0,0,7,5,5,12,20,13,14,6,0,79,0,0,0,0,0,0,0,0,0,0,354,118,114,236,297,252,231,107,22,1730,0,0,0,0,4,5,4,7,0,18,10,0,4,7,5,9,3,0,0,37,8,12,0,16,9,11,0,0,0,52,0,0,0,0,3,4,0,0,0,13,8,0,0,3,3,5,8,3,0,26,0,0,0,0,0,0,0,0,0,0,9,5,0,3,7,10,5,3,4,43,13,3,7,6,0,11,5,5,0,49,8,7,0,8,11,29,31,15,6,118,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,5,4,0,18,19,9,3,17,30,50,70,43,9,257
501011004,233,85,142,170,135,136,68,29,9,1006,2052,779,1278,1556,1207,1049,557,243,104,8828,19,7,19,27,26,23,16,0,0,146,57,38,21,59,126,171,188,85,46,789,0,0,0,0,0,0,0,0,0,0,8,3,5,12,14,22,15,7,0,85,0,0,0,0,0,0,0,0,0,0,173,92,113,163,184,170,121,49,22,1098,0,3,0,0,3,0,0,0,0,10,5,0,4,3,4,5,0,3,0,28,18,8,15,12,12,8,3,0,0,80,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,10,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,4,6,0,4,4,3,0,0,0,17,0,5,0,4,12,12,19,7,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,6,19,18,36,16,12,116
501011293,136,84,112,86,111,116,120,66,21,853,1690,946,872,1076,1184,1129,1059,525,155,8638,11,5,10,22,16,14,7,0,0,87,123,81,40,89,201,290,387,275,67,1552,0,0,0,0,0,0,0,0,0,0,24,8,6,18,29,13,19,17,3,143,0,0,0,0,0,0,0,0,0,0,242,129,92,154,209,186,232,94,25,1366,8,4,5,4,8,5,9,7,0,44,0,0,0,4,3,3,0,0,3,15,27,10,10,11,11,8,16,4,0,99,0,3,0,0,0,0,0,0,0,9,0,0,0,0,6,9,6,0,0,18,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,7,12,4,0,43,9,0,10,0,10,3,3,0,0,47,9,0,0,14,14,20,29,22,4,118,0,0,0,0,0,4,0,3,0,10,9,7,4,12,0,4,6,3,4,45,14,8,11,15,29,42,61,50,21,251
501011294,326,173,170,223,221,214,208,185,128,1851,3521,1851,1715,2246,2289,2216,2064,1202,595,17693,18,11,26,45,36,22,17,0,0,173,221,106,68,191,325,471,658,516,223,2792,0,0,0,0,0,0,0,0,0,0,48,29,25,28,41,44,45,33,5,296,0,0,0,0,0,0,0,0,0,0,457,241,185,315,398,419,373,269,157,2812,32,12,0,21,18,9,27,16,3,148,4,3,0,7,3,0,0,0,0,27,21,16,7,16,23,21,32,4,3,155,3,3,4,4,4,0,6,0,0,30,11,4,5,12,10,6,3,3,4,51,0,0,0,0,0,0,0,0,0,0,6,0,3,10,5,17,13,8,4,60,19,10,6,9,14,17,21,4,4,109,22,6,9,14,22,34,57,32,11,215,0,0,0,4,7,5,5,3,4,26,3,0,0,4,3,11,17,12,9,68,19,22,12,26,46,85,152,116,67,552
501021005,341,165,211,225,246,198,176,80,19,1664,4178,2000,2235,2413,2423,2117,1459,609,159,17588,11,10,12,26,22,13,14,4,0,117,190,114,82,231,325,478,482,265,73,2241,0,0,0,0,0,0,0,0,0,0,74,36,34,52,62,46,40,18,5,364,0,0,0,0,0,0,0,0,0,0,688,346,291,444,433,480,362,180,35,3265,8,3,0,0,4,5,10,3,0,37,6,0,0,3,3,10,5,0,0,35,37,17,24,32,29,27,28,6,3,195,23,9,9,8,8,4,0,6,0,74,0,0,0,5,8,10,5,4,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,8,12,19,12,13,0,65,19,10,5,11,13,22,17,9,0,115,29,11,18,23,41,46,62,29,4,258,6,0,0,0,6,5,3,4,0,21,6,5,0,10,6,10,5,0,0,43,26,11,3,27,34,80,87,67,13,348
501021007,107,39,50,59,82,68,55,27,8,502,1074,515,522,650,827,763,582,208,53,5196,8,0,0,8,10,4,4,0,0,39,59,40,35,49,132,167,189,87,25,774,0,0,0,0,0,0,0,0,0,0,7,7,4,7,13,9,10,0,0,56,0,0,0,0,0,0,0,0,0,0,126,70,36,84,115,133,87,53,7,714,0,0,0,6,0,0,0,0,0,15,0,0,0,0,3,0,5,0,0,10,0,0,0,0,0,3,0,5,0,15,9,0,3,0,0,3,0,0,0,19,0,0,0,4,0,8,3,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,20,4,0,3,0,4,4,0,0,0,22,25,19,10,12,10,14,16,8,0,112,0,4,0,0,0,0,0,0,0,10,5,4,0,0,0,0,8,4,0,29,19,0,3,12,18,37,38,24,8,156
501021008,109,113,200,179,150,103,73,34,26,984,1104,871,1004,901,915,835,599,325,179,6744,9,3,6,10,14,9,4,0,0,53,44,36,42,44,102,165,177,117,65,785,0,0,0,0,0,0,0,0,0,0,22,8,9,8,15,10,9,3,0,92,0,0,0,0,0,0,0,0,0,0,161,85,108,114,136,170,115,79,42,1013,0,3,0,0,0,3,6,8,0,17,0,0,0,7,0,0,5,4,0,20,0,4,0,8,4,11,6,9,4,48,11,5,4,4,0,6,5,0,0,37,0,0,0,0,0,0,0,3,0,12,3,0,0,0,0,0,0,0,0,3,3,0,3,5,0,3,3,0,3,23,12,5,0,5,7,14,3,3,0,41,12,0,0,4,3,3,14,3,0,49,0,0,0,4,3,6,5,4,0,29,3,5,3,9,4,5,0,3,0,34,8,3,9,6,14,27,41,17,13,130
501021009,125,108,112,87,116,135,125,66,43,924,1672,1072,985,976,1205,1314,993,423,150,8798,4,0,4,4,5,5,3,0,0,31,63,61,41,80,160,229,299,161,25,1110,0,0,0,0,0,0,0,0,0,0,18,12,4,14,12,21,26,12,0,119,0,0,0,0,0,0,0,0,0,0,216,111,107,160,183,262,234,103,39,1407,7,0,0,5,7,3,9,8,5,44,0,0,0,0,0,3,3,0,0,6,8,3,3,7,0,10,8,7,0,48,0,3,0,4,3,0,0,0,0,8,0,0,0,0,0,4,0,0,4,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,9,11,0,0,38,0,5,0,0,6,4,13,7,0,36,3,3,3,5,6,18,16,5,0,58,0,0,0,0,6,4,4,0,0,17,0,0,0,0,5,5,6,3,0,24,6,7,5,8,32,35,47,34,11,187
501021010,54,29,32,35,34,54,30,12,4,277,654,352,265,375,539,503,309,124,24,3143,3,0,4,0,0,0,7,0,0,20,31,22,17,32,80,118,102,59,14,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,5,0,16,0,0,0,0,0,0,0,0,0,0,116,67,46,67,102,96,63,43,14,621,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,9,0,0,0,0,0,0,0,0,0,4,12,0,5,8,7,12,6,3,0,52,0,0,0,0,0,5,0,3,0,9,6,0,0,0,7,0,0,3,0,19,3,0,0,5,15,16,25,10,3,78
