SA2_CODE_2021,C21_650_799_CF_1C,C21_650_799_CF_2C,C21_650_799_CF_3C,C21_650_799_CF_4mC,C21_650_799_Tot,C21_800_999_CF_1C,C21_800_999_CF_2C,C21_800_999_CF_3C,C21_800_999_CF_4mC,C21_800_999_Tot,C21_1000_1499_CF_1C,C21_1000_1499_CF_2C,C21_1000_1499_CF_3C,C21_1000_1499_CF_4mC,C21_1000_1499_Tot,C21_1500_1999_CF_1C,C21_1500_1999_CF_2C,C21_1500_1999_CF_3C,C21_1500_1999_CF_4mC,C21_1500_1999_Tot,C21_2000_2499_CF_1C,C21_2000_2499_CF_2C,C21_2000_2499_CF_3C,C21_2000_2499_CF_4mC,C21_2000_2499_Tot,C21_2500_2999_CF_1C,C21_2500_2999_CF_2C,C21_2500_2999_CF_3C,C21_2500_2999_CF_4mC,C21_2500_2999_Tot,C21_3000_3999_CF_1C,C21_3000_3999_CF_2C,C21_3000_3999_CF_3C,C21_3000_3999_CF_4mC,C21_3000_3999_Tot,C21_4000more_CF_1C,C21_4000more_CF_2C,C21_4000more_CF_3C,C21_4000more_Cou_fa_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_CF_1C,C21_Par_inc_st_CF_2C,C21_Par_inc_st_CF_3C,C21_Par_inc_st_CF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_CF_1Ch,C21_All_inc_ns_CF_2C,C21_All_inc_ns_CF_3C,C21_All_inc_ns_CF_4mC,C21_All_inc_ns_Tot,C21_Tot_CF_1C,C21_Tot_CF_2C,C21_Tot_CF_3C,C21_Tot_CF_4mC,C21_Tot_Tot
505031100,10,12,6,0,23,17,14,3,5,34,94,78,21,14,210,123,144,42,17,332,140,196,72,20,432,136,163,59,27,384,165,265,73,25,532,144,203,82,24,450,116,167,77,24,392,12,13,0,4,26,969,1268,449,169,2852
505031101,10,9,3,5,19,18,11,4,3,36,79,65,21,11,172,102,102,32,8,242,117,134,32,7,292,85,94,32,3,210,116,106,39,4,266,90,79,20,12,200,60,89,36,14,199,7,3,0,3,12,687,696,227,69,1681
505031102,14,7,9,5,29,22,24,10,11,62,59,56,24,16,159,63,65,27,5,161,41,53,12,16,119,37,41,9,15,95,27,36,12,6,76,11,12,11,3,36,23,35,21,14,94,4,3,4,3,9,314,337,145,90,884
505031104,8,14,3,8,28,12,14,6,0,35,68,64,21,12,159,86,67,32,16,195,90,81,29,16,217,68,81,17,0,170,71,89,29,10,197,24,60,29,7,123,51,49,27,15,142,6,9,0,0,14,490,544,195,89,1323
505031105,8,4,0,3,19,14,5,5,0,25,61,51,11,5,133,79,84,23,4,187,104,146,58,17,320,123,176,34,11,344,213,290,86,27,614,285,437,145,34,903,175,191,93,19,486,10,10,4,0,20,1088,1397,460,126,3076
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505031107,6,9,0,0,10,7,6,6,6,20,41,45,18,9,115,67,85,32,7,189,92,116,49,9,268,102,146,47,14,314,149,203,68,17,435,120,212,73,26,425,83,117,48,19,261,4,4,0,0,13,675,946,341,110,2066
505031255,10,9,3,0,20,3,6,0,0,10,67,72,24,14,174,83,110,41,11,251,151,164,38,9,361,112,110,40,7,269,123,166,52,15,359,75,124,56,7,262,116,121,67,20,328,5,13,5,0,13,759,894,331,84,2059
505031256,0,0,0,0,0,5,0,0,0,3,3,0,0,0,4,0,4,0,0,7,5,4,0,0,13,0,11,0,0,9,4,7,3,0,16,3,9,3,4,18,5,3,3,0,12,0,0,0,0,0,27,37,19,9,95
505031257,3,0,0,0,5,0,0,0,0,4,12,15,9,3,38,17,13,9,4,43,10,22,10,4,47,21,30,11,4,62,16,32,15,0,68,20,18,13,9,59,35,61,26,6,130,3,0,0,0,3,143,201,90,34,479
505031258,6,0,5,0,14,4,8,3,0,15,40,35,25,11,112,46,53,32,11,141,65,80,50,15,210,69,65,33,11,174,86,99,28,14,224,43,89,26,6,169,104,137,51,29,313,9,3,0,0,12,475,577,255,101,1405
505031303,6,4,0,0,11,12,11,0,0,29,50,39,14,9,121,68,83,31,7,197,129,110,41,9,288,94,136,31,12,270,113,199,54,9,376,92,186,61,8,347,60,94,57,15,223,5,9,0,0,11,653,869,295,68,1893
505031304,13,8,0,0,17,13,19,13,4,45,70,70,18,14,173,80,143,44,19,291,152,199,52,10,414,124,202,51,13,392,187,299,67,23,569,136,253,83,24,496,76,117,44,19,262,10,9,0,0,18,854,1334,387,134,2707
505031305,5,8,5,0,19,4,15,3,6,27,48,65,17,17,135,74,98,36,11,224,98,150,42,15,298,97,162,42,16,317,131,277,62,9,493,128,285,82,16,510,66,119,43,9,236,9,10,0,0,14,674,1202,333,99,2305
505031306,6,11,0,0,16,4,11,3,4,20,58,51,18,4,138,83,90,35,16,217,117,117,30,13,280,94,135,31,15,277,116,156,49,14,335,87,108,30,19,239,96,106,39,18,258,3,8,0,0,9,684,789,253,97,1819
506011110,23,15,9,5,56,42,18,11,9,75,134,132,68,29,355,143,163,64,27,405,134,141,68,40,384,124,109,35,23,292,92,95,37,19,251,47,56,33,14,145,104,123,47,33,302,5,3,0,3,10,872,869,381,203,2329
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,3,6,0,0,7,9,4,3,0,22,39,24,15,12,93,32,38,14,15,101,52,39,9,11,116,31,28,5,4,70,26,29,8,7,64,19,18,13,6,62,25,25,9,10,62,4,0,0,0,4,249,224,77,66,617
506011114,9,0,0,0,15,14,10,6,5,33,70,39,9,11,128,60,59,14,10,138,59,72,26,5,163,35,38,14,3,93,55,77,36,9,175,43,51,24,18,140,52,50,38,11,136,0,0,0,0,3,405,401,168,67,1038
506011115,5,0,0,0,8,12,0,3,0,17,27,22,6,0,55,48,33,11,7,94,40,39,16,18,112,40,45,9,0,101,79,90,38,8,211,82,110,47,33,271,46,51,18,16,125,5,3,0,0,11,386,398,149,82,1013
506011116,0,0,4,4,7,3,4,0,0,4,19,11,4,3,36,26,32,11,5,76,42,61,16,6,127,38,45,18,5,111,71,89,34,10,209,94,121,38,8,259,39,64,22,3,127,5,0,0,0,7,353,436,150,45,978
506011117,5,5,8,5,26,11,11,3,3,33,70,75,30,27,204,83,111,53,24,272,104,115,45,22,288,59,85,38,17,203,65,89,37,22,208,22,45,20,11,101,50,78,47,24,192,0,0,0,0,3,485,617,287,159,1545
506011307,6,6,0,0,18,9,13,4,0,22,59,58,17,4,133,76,129,23,6,236,104,188,47,11,348,94,158,48,3,302,130,239,46,10,431,102,172,76,9,352,69,106,44,12,228,3,4,0,0,8,659,1081,299,56,2094
506011308,4,7,3,0,17,5,20,10,0,35,80,92,22,12,199,115,157,39,17,328,167,228,58,20,471,137,223,44,15,413,196,333,78,11,622,143,232,69,13,450,91,141,57,16,304,7,6,5,4,17,952,1453,377,97,2882
506021118,9,7,0,5,20,23,13,7,0,43,68,43,17,14,140,71,50,7,4,137,88,71,22,3,189,78,58,20,3,166,97,91,34,12,236,102,130,43,12,284,65,62,26,7,158,4,0,3,0,10,628,549,181,68,1424
506021119,16,6,4,0,24,16,3,0,4,28,70,31,8,0,108,70,48,16,10,139,97,80,18,0,198,81,96,12,6,200,172,147,35,11,357,175,250,64,11,502,59,68,16,7,151,9,0,0,0,9,783,735,172,49,1745
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021123,8,7,0,0,21,15,3,0,0,24,55,31,14,0,96,74,55,9,0,142,78,75,14,0,164,47,56,11,0,120,108,124,22,4,264,178,218,53,9,451,68,47,17,0,133,4,5,0,0,7,659,631,138,14,1441
506021309,3,11,0,6,18,16,10,0,3,32,37,40,14,10,96,42,40,13,5,106,71,54,22,5,149,52,46,14,12,119,55,61,21,5,149,44,38,18,12,105,32,40,13,3,98,0,6,0,0,5,381,344,118,58,894
506021310,6,5,4,3,10,15,3,5,8,32,48,29,20,9,110,33,56,19,3,110,49,60,17,10,136,29,41,5,9,83,62,53,15,3,135,40,59,13,4,115,24,23,15,12,69,6,0,5,0,11,317,329,124,64,840
506021311,10,3,0,0,14,8,9,0,0,18,45,26,6,4,88,40,39,11,0,89,54,44,8,3,114,42,41,8,5,100,81,71,21,4,174,61,95,18,12,180,37,36,5,7,85,0,0,0,0,4,401,368,87,39,889
506031124,16,6,3,3,29,27,18,0,4,58,96,60,21,10,182,97,78,13,6,203,108,92,36,4,240,79,70,25,5,180,105,129,40,4,275,83,132,34,9,258,60,47,30,12,152,0,0,0,0,4,685,666,215,69,1632
506031125,6,8,5,0,13,10,6,3,0,23,40,49,8,9,98,56,49,24,8,134,66,85,29,5,183,66,73,28,3,171,107,154,48,9,322,133,191,62,21,413,60,87,33,21,208,0,6,0,0,4,565,716,244,80,1599
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,23,18,10,7,54,29,31,8,8,79,184,128,34,31,377,189,156,39,12,404,189,166,50,15,416,132,115,26,11,286,161,144,25,9,341,74,82,33,7,193,86,76,21,17,201,3,5,0,0,10,1120,938,256,137,2450
506031128,11,4,3,0,25,26,19,0,6,48,83,71,22,4,183,102,92,27,12,232,114,114,30,16,272,76,103,22,4,206,117,139,37,11,306,71,110,31,6,222,69,69,23,3,164,3,5,0,0,6,692,737,207,65,1703
506031129,9,4,3,0,13,5,14,3,5,28,45,61,17,4,135,61,97,23,0,175,73,117,35,10,243,65,99,23,9,196,119,190,74,16,400,199,376,144,21,741,66,88,32,7,202,5,7,0,0,7,673,1060,367,74,2170
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,7,12,4,0,26,10,14,4,0,28,83,81,21,8,197,98,138,39,13,293,115,195,63,14,394,97,225,55,9,386,162,347,118,23,647,209,428,128,32,792,87,178,66,18,360,4,6,0,0,13,904,1653,503,124,3180
506041132,25,17,12,3,61,41,30,13,10,98,169,138,55,32,395,144,116,58,28,341,153,145,60,29,382,117,101,33,15,280,104,133,49,20,314,69,96,42,12,219,105,92,37,20,258,7,4,3,0,25,956,904,390,190,2444
506041133,12,14,11,3,33,33,22,18,5,72,109,127,32,15,293,138,190,49,24,403,195,238,70,23,523,159,248,56,13,474,222,351,112,22,707,238,439,133,32,844,119,191,58,23,394,14,13,4,0,29,1268,1846,539,169,3824
506041134,31,18,9,6,73,34,44,17,15,110,146,132,48,27,352,137,120,67,30,361,123,154,63,21,367,102,106,41,16,262,97,100,35,15,250,51,58,28,16,147,76,97,40,21,236,8,6,0,3,18,818,860,365,183,2237
506041135,18,16,15,0,47,21,17,12,6,57,87,108,36,29,262,147,164,66,34,406,185,209,89,31,509,146,220,56,17,448,204,302,98,35,634,141,300,112,33,599,118,172,82,31,402,6,8,0,0,19,1102,1536,577,231,3447
506041136,7,19,5,4,40,25,23,7,9,62,105,87,44,31,267,75,130,31,23,264,102,112,47,22,279,85,83,28,13,213,74,97,35,20,227,53,55,29,21,155,69,93,46,24,235,4,4,0,0,12,621,714,287,177,1806
506041137,17,14,12,4,47,44,23,19,9,91,151,123,44,33,348,174,165,54,34,426,183,213,77,33,512,116,151,45,19,335,182,181,90,26,472,106,150,55,27,343,112,128,46,28,311,4,12,0,6,27,1130,1183,471,224,2999
506051138,6,5,0,3,14,19,13,4,7,42,87,96,34,18,234,105,135,43,14,301,154,177,70,20,420,137,157,57,13,362,154,230,79,19,485,123,173,44,12,350,105,120,50,19,295,9,7,0,0,21,917,1128,390,125,2559
506051139,0,8,0,4,11,11,9,0,0,23,50,36,16,5,113,61,76,18,0,158,87,79,40,9,216,70,90,27,13,201,101,115,49,9,267,61,77,43,11,192,72,79,31,13,193,3,4,0,0,15,531,568,238,58,1399
506051140,4,4,0,0,12,4,4,0,0,9,55,26,11,3,96,47,53,23,3,131,87,84,26,6,198,63,99,44,18,226,112,185,57,17,368,184,250,108,29,563,81,91,38,19,232,11,7,0,0,17,666,807,304,91,1856
506051141,0,0,0,0,4,9,7,0,0,11,30,16,7,7,62,41,46,21,5,114,60,79,34,9,179,50,80,37,4,165,104,160,81,15,361,130,214,88,29,448,69,71,52,12,210,0,6,0,0,4,496,688,319,85,1586
506061142,5,8,0,4,19,14,8,3,0,35,83,79,35,19,221,133,200,82,31,445,174,221,99,34,534,144,190,61,25,419,155,210,77,36,485,110,174,61,34,376,119,195,103,40,453,7,3,0,0,21,966,1314,532,229,3041
506061143,3,0,0,0,5,5,0,6,0,12,22,25,8,4,58,26,29,28,17,101,48,52,12,12,121,47,47,18,10,118,64,85,29,6,179,73,92,48,20,234,54,51,37,10,155,0,5,3,0,8,345,394,186,75,1006
506061144,5,0,0,4,6,3,0,0,0,7,4,6,8,7,26,20,20,7,5,49,22,22,18,7,59,19,30,5,0,57,24,45,19,5,95,37,38,15,6,93,44,51,10,13,115,0,3,0,0,3,182,211,78,52,521
506071145,5,5,3,0,11,10,9,0,0,16,37,15,4,5,66,50,33,5,0,88,70,53,5,8,137,60,37,18,4,118,109,90,28,0,226,179,255,61,10,504,43,59,16,7,122,0,3,0,0,4,571,571,144,27,1317
506071146,9,5,0,0,10,5,3,0,3,16,31,14,10,3,54,32,26,15,0,77,56,41,14,0,113,44,46,11,4,107,88,122,21,3,236,195,312,93,13,618,50,58,21,10,137,4,0,0,0,9,522,639,194,39,1400
506071147,0,6,0,0,6,4,3,0,0,10,42,20,7,6,66,36,28,9,0,79,64,47,15,0,124,47,50,14,5,106,119,130,27,11,278,304,458,137,15,911,59,61,27,6,157,5,8,3,0,8,690,810,241,34,1774
507011148,4,6,7,0,13,15,8,9,0,35,75,60,21,11,160,88,119,27,0,243,163,202,73,16,460,170,218,60,7,450,268,437,113,26,842,239,444,145,30,858,109,173,72,20,372,8,6,0,0,18,1164,1688,527,113,3491
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,7,6,0,0,12,0,0,0,0,3,31,14,4,0,50,40,34,12,3,89,62,78,25,7,174,61,96,25,4,182,101,125,41,7,272,120,181,84,9,398,58,65,34,4,164,6,8,0,0,11,503,612,216,43,1372
507011153,3,9,0,0,12,3,8,5,0,15,35,26,11,0,72,42,32,8,4,94,65,58,16,4,146,60,49,6,6,122,71,79,22,6,177,56,72,26,7,154,35,43,13,0,92,3,3,0,0,5,384,381,108,30,904
507011154,12,3,4,0,18,5,13,3,0,23,54,34,7,3,98,53,41,4,3,105,59,67,20,5,147,56,59,16,0,137,79,82,20,0,177,48,63,20,4,140,62,48,15,3,122,0,6,0,0,10,445,417,101,24,995
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,0,0,0,0,0,7,0,0,0,7,9,5,0,0,11,8,5,0,0,14,15,20,3,0,33,12,10,5,0,24,40,32,0,0,74,75,88,31,6,206,18,27,6,0,51,0,0,0,0,0,178,188,47,5,423
507011159,8,6,0,0,20,12,10,0,0,23,48,58,16,4,120,73,51,15,14,153,78,72,11,3,175,76,76,14,6,175,98,128,36,9,267,74,92,29,3,202,57,62,24,14,149,8,8,0,0,10,546,568,145,54,1304
507011160,8,0,0,0,8,14,6,0,0,19,63,47,13,0,131,54,50,19,3,132,73,74,15,7,174,61,61,16,5,150,99,78,33,10,215,79,97,33,10,222,52,57,15,7,125,0,0,0,0,5,515,483,145,41,1195
507011161,4,12,4,5,26,10,10,3,0,21,73,53,18,6,146,99,107,29,15,250,138,185,58,18,394,123,188,58,13,377,193,270,79,9,552,180,259,90,23,550,85,128,56,12,289,0,8,0,0,6,924,1223,389,100,2635
507011163,7,7,0,0,7,9,9,6,0,17,22,26,9,6,58,41,66,18,4,126,68,73,24,8,177,60,69,16,3,159,65,89,20,10,182,50,77,22,6,159,42,50,20,5,112,6,0,0,0,3,368,461,139,43,1014
507011259,0,3,5,5,11,7,11,0,0,17,48,35,5,3,89,53,52,24,4,133,73,123,30,6,231,72,88,21,3,187,100,142,38,9,281,71,156,51,14,286,56,58,38,13,162,3,0,0,0,6,485,665,213,61,1424
507011260,4,0,0,0,5,0,0,0,0,4,3,5,0,3,13,16,8,0,0,26,20,19,8,0,49,8,14,3,0,28,24,36,12,0,74,37,48,30,0,110,18,20,10,3,52,0,0,3,0,5,142,148,61,12,358
507021164,0,0,0,0,0,0,3,0,0,3,17,8,0,0,21,15,9,6,0,34,26,27,14,0,66,23,35,5,5,68,53,71,23,0,149,145,263,90,19,522,37,46,22,9,112,0,0,0,0,4,320,470,168,35,987
507021165,9,3,0,0,8,7,3,0,0,17,31,11,0,0,46,38,34,3,0,75,60,45,11,0,125,73,46,11,0,128,104,116,23,0,253,218,283,66,8,589,65,61,20,5,154,4,0,0,0,4,621,616,154,22,1415
507021166,9,9,0,0,20,12,3,5,0,19,54,28,13,4,101,63,43,11,0,116,69,77,21,6,177,75,84,18,0,179,132,160,44,7,347,172,235,89,9,506,58,83,26,11,176,3,3,6,0,8,659,738,225,49,1664
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,14,7,0,0,20,12,11,4,3,30,99,96,32,19,251,163,149,45,22,373,178,187,86,17,471,120,155,63,20,361,141,231,71,23,462,94,133,57,22,302,109,176,80,30,401,3,6,0,0,12,940,1163,455,153,2714
507031170,7,3,6,3,22,14,6,4,3,25,49,29,11,8,100,41,42,30,4,117,35,45,18,10,115,30,32,8,9,77,35,32,15,4,87,10,20,9,6,40,38,33,17,7,101,0,0,0,0,0,262,256,120,60,697
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031174,14,11,0,4,31,16,10,0,4,29,53,54,16,5,134,77,75,27,15,188,64,60,32,9,166,46,55,24,9,141,78,65,21,12,174,12,32,14,7,68,57,59,29,15,165,9,3,0,0,12,432,452,176,75,1136
507031261,7,6,0,0,10,10,0,5,0,15,30,22,10,5,65,59,76,7,8,151,73,79,26,6,189,86,80,13,6,183,104,96,34,3,238,66,105,26,9,209,54,68,23,4,148,4,0,0,0,7,500,534,152,43,1236
507041175,7,4,0,0,13,11,4,0,0,10,22,23,7,0,56,36,30,10,0,75,46,32,15,4,104,35,37,14,4,88,82,110,30,7,235,259,393,137,36,821,43,71,23,3,152,0,3,0,0,7,551,721,242,56,1570
507041176,5,4,0,0,8,3,6,0,0,5,12,12,0,6,25,8,16,3,0,32,28,14,6,3,48,23,26,12,0,60,41,52,22,0,112,54,100,39,11,207,15,18,12,0,48,6,0,0,0,3,189,252,103,18,563
507041177,4,0,0,0,6,11,5,0,0,18,43,19,5,0,71,41,26,12,0,78,65,59,21,0,149,67,102,20,0,187,132,170,43,5,354,171,335,115,20,634,49,84,28,7,172,5,0,0,0,9,593,809,245,49,1691
507041178,10,0,0,4,13,11,3,3,0,19,42,33,13,0,90,57,46,13,3,118,62,73,8,3,149,61,67,25,7,164,114,164,47,9,339,257,463,170,32,929,58,93,47,7,206,7,6,3,0,11,687,964,340,71,2058
507041179,0,8,0,0,17,8,6,4,0,15,25,17,10,4,53,27,42,7,3,88,34,52,15,7,111,43,62,17,0,127,62,111,29,7,216,106,176,63,16,364,33,64,19,3,118,0,8,0,0,11,362,554,167,38,1127
507041180,6,5,0,0,8,4,6,0,0,15,31,20,10,0,64,62,30,8,0,96,65,80,23,4,171,71,94,20,4,188,134,182,58,10,382,155,287,85,21,555,53,68,31,0,162,0,5,0,0,3,590,765,241,46,1642
507041181,4,6,0,0,11,10,3,0,0,14,38,12,4,6,62,43,43,16,0,98,67,78,26,9,179,74,116,28,3,213,162,200,66,12,443,285,596,212,36,1126,87,101,38,14,236,0,0,0,0,6,784,1153,395,77,2412
507041182,3,6,0,3,12,14,9,3,0,27,45,31,9,0,83,49,44,18,4,118,85,73,17,0,175,57,73,17,4,156,112,120,36,4,266,139,212,54,4,413,41,52,13,6,121,0,4,0,0,3,561,634,171,36,1396
507041183,6,4,0,0,10,3,4,0,0,6,3,13,8,0,27,13,17,5,0,39,26,22,11,3,64,23,42,5,0,81,53,73,19,3,155,37,64,19,6,115,13,27,15,0,52,0,0,0,0,0,183,272,81,13,553
507041184,10,0,0,0,12,5,4,0,4,14,23,33,5,3,61,31,18,6,3,60,37,37,14,3,87,28,32,8,4,68,57,73,24,3,158,92,174,71,15,345,28,45,14,3,97,0,0,0,0,0,318,425,146,32,922
507051186,8,5,4,0,16,5,9,3,3,22,43,28,14,7,96,56,46,26,0,130,50,37,27,7,121,39,37,16,9,99,42,35,13,6,92,22,17,7,8,47,54,41,22,6,117,3,0,0,0,4,328,266,132,49,773
507051187,4,6,3,0,13,9,5,0,3,24,48,32,20,4,100,72,76,35,11,199,90,104,47,12,250,87,89,34,16,230,100,153,43,16,308,92,123,40,14,278,96,130,48,21,302,4,8,8,0,17,614,729,278,112,1731
507051188,6,4,0,0,14,21,6,3,0,33,68,33,8,11,112,69,36,20,6,134,50,73,19,0,147,74,53,21,9,152,83,85,37,6,210,82,80,28,7,200,82,66,41,10,196,6,3,3,0,16,548,451,169,61,1230
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,3,0,7,0,16,17,10,0,0,24,53,22,11,0,96,59,52,22,7,142,63,60,18,5,146,57,54,17,0,129,94,94,46,13,247,66,111,32,6,221,74,100,24,5,203,3,6,0,0,7,502,516,180,50,1253
507051191,16,10,0,0,24,17,7,5,0,31,36,55,15,8,107,74,99,56,24,244,129,185,75,26,418,101,190,76,24,398,212,299,127,43,684,183,361,147,28,721,171,242,117,45,574,10,4,0,0,22,957,1462,627,202,3242
507051192,9,4,4,0,16,10,11,7,0,27,53,41,18,10,119,55,66,33,15,168,80,88,36,17,218,68,74,17,11,171,83,109,45,14,250,84,90,45,9,229,76,105,54,23,251,6,3,0,0,12,531,589,251,100,1467
507051193,11,8,0,0,15,20,6,0,4,32,59,39,10,11,119,57,58,23,13,155,76,82,26,14,195,55,69,21,9,149,63,87,24,12,185,35,56,23,8,125,76,62,28,18,187,0,6,0,0,13,464,465,171,83,1181
507051312,3,4,0,0,11,7,9,0,3,24,34,30,12,11,91,73,89,36,13,215,98,99,41,13,256,76,72,38,10,185,81,117,45,12,256,63,103,34,13,216,94,109,62,26,294,8,0,0,0,12,550,646,273,106,1579
507051313,5,14,3,0,21,15,16,9,4,33,74,90,31,16,209,117,175,67,32,385,179,245,98,41,568,150,229,86,20,485,270,349,139,34,789,181,327,121,39,665,167,286,144,54,654,3,15,3,4,25,1177,1740,701,249,3869
507051314,0,0,0,0,0,0,0,0,0,4,15,10,4,0,35,6,9,8,3,28,14,35,10,5,62,17,16,4,0,42,12,13,6,5,43,17,15,12,0,46,18,20,11,3,52,0,0,0,0,0,106,136,53,19,314
509011225,5,0,0,0,12,12,8,5,0,24,57,45,19,8,131,77,46,19,9,154,66,81,36,8,188,58,66,15,3,143,67,97,32,8,201,65,66,23,10,169,51,53,30,12,136,0,4,0,0,5,468,465,180,70,1176
509011226,0,0,0,0,4,3,6,0,0,10,11,27,4,0,42,16,17,6,0,41,18,29,10,3,63,15,7,7,4,41,29,27,4,9,67,11,17,9,3,53,25,27,18,5,73,0,0,0,0,0,133,165,65,27,402
509011227,6,7,0,0,11,5,0,0,0,8,14,22,15,0,45,27,41,7,4,80,30,49,16,3,94,29,41,18,4,87,32,33,11,0,75,23,29,8,7,71,27,19,17,8,72,0,0,0,0,0,202,240,91,31,559
509011228,0,0,4,0,3,16,6,7,0,28,29,20,13,5,69,28,31,20,9,79,15,26,15,0,59,25,41,7,9,82,25,26,8,7,68,22,35,13,0,70,30,36,25,9,94,0,0,0,0,3,197,222,106,36,561
509011229,0,0,0,0,0,7,7,4,0,11,9,18,8,0,38,4,26,9,0,44,6,27,4,5,44,3,11,14,0,27,13,13,5,0,37,18,14,6,0,44,14,23,20,11,67,0,0,0,0,0,85,143,76,19,333
509011230,4,5,5,0,13,12,3,0,4,25,23,17,9,9,57,23,20,13,7,67,18,31,6,7,60,22,23,6,5,52,12,17,6,0,41,8,18,4,9,34,19,25,11,12,66,0,0,0,0,5,144,160,76,51,425
509011231,4,0,0,0,5,3,0,0,3,7,17,24,12,0,50,20,22,4,4,49,17,28,14,3,63,16,13,4,0,39,19,25,6,0,52,19,18,20,0,59,20,27,19,3,76,0,0,4,6,7,143,158,95,25,420
509011232,0,4,0,0,4,4,0,0,0,8,15,10,8,0,32,21,22,12,0,53,16,24,6,0,45,20,15,11,3,54,21,32,15,0,69,15,27,9,0,51,14,24,6,0,51,0,0,0,0,0,119,153,68,11,356
509011233,7,8,0,0,21,6,4,3,9,24,61,49,25,14,147,56,76,22,17,177,75,111,26,13,221,56,78,28,11,173,59,78,33,19,192,22,46,24,5,95,51,66,37,17,177,0,8,0,0,7,403,529,213,105,1260
509011234,10,3,0,0,20,3,8,4,3,12,29,20,13,0,64,25,32,18,11,78,27,22,11,7,67,22,19,12,5,54,16,22,8,5,52,18,16,5,3,47,36,32,15,8,86,0,0,0,0,9,205,170,87,41,500
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,0,0,0,0,7,4,0,0,9,18,17,7,10,49,25,14,11,12,59,33,29,9,3,76,33,24,20,11,89,58,54,29,5,144,48,56,26,8,136,59,65,21,11,153,0,4,0,0,3,285,270,123,58,738
509021237,0,0,0,0,3,0,7,0,0,9,11,15,5,5,32,10,20,11,3,52,20,13,7,6,43,17,17,8,0,38,11,17,9,4,40,8,11,0,4,24,24,23,19,9,73,5,0,0,0,12,116,122,66,29,335
