SA2_CODE_2021,C11_Neg_Ni_inc_R1_74,C11_Neg_Ni_inc_R75_99,C11_Neg_Ni_inc_R100_149,C11_Neg_Ni_inc_R150_199,C11_Neg_Ni_inc_R200_224,C11_Neg_Ni_inc_R225_274,C11_Neg_Ni_inc_R275_349,C11_Neg_Ni_inc_R350_449,C11_Neg_Ni_inc_R450_549,C11_Neg_Ni_inc_R550_649,C11_Neg_Ni_inc_R650more,C11_Neg_Ni_inc_R_NS,C11_Neg_Ni_inc_R_Tot,C11_1_149_R1_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650more,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R1_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650more,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R1_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650more,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R1_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650more,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R1_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650more,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R1_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650more,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R1_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650more,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R1_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650more,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R1_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650more,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R1_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650more,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R1_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650more,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R1_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649,C11_2500_2999_R650more,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R1_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650more,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000more_R1_74,C11_4000more_R75_99,C11_4000more_R100_149,C11_4000more_R150_199,C11_4000more_R200_224,C11_4000more_R225_274,C11_4000more_R275_349,C11_4000more_R350_449,C11_4000more_R450_549,C11_4000more_R550_649,C11_4000more_R650more,C11_4000more_R_NS,C11_4000more_R_Tot,C11_PI_S_R1_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,4,5,3,0,0,0,8,4,0,0,0,0,0,12,0,3,3,7,0,3,6,0,0,0,0,0,24,0,0,0,3,12,20,20,3,0,0,0,0,57,0,0,3,6,6,10,4,0,0,0,0,0,26,0,0,0,0,0,16,18,8,0,0,0,0,50,0,0,0,4,3,12,24,9,0,0,0,0,54,0,0,3,0,0,16,33,18,0,0,0,0,78,0,0,0,6,4,6,33,17,0,0,0,0,67,0,0,0,3,0,15,63,34,0,0,4,5,124,0,0,0,0,0,7,36,25,8,0,0,0,77,0,0,4,4,3,12,27,26,0,4,0,3,85,0,0,0,0,0,5,17,23,0,0,0,0,49,0,0,0,0,0,0,7,12,0,0,0,0,22,0,0,5,0,6
501021014,0,0,3,4,0,0,0,0,0,0,0,5,13,0,3,4,0,0,0,0,0,0,0,0,0,7,7,15,5,6,4,10,0,0,0,0,0,0,46,9,16,17,8,3,5,3,0,0,0,0,0,65,4,8,9,14,13,14,6,0,0,0,0,0,59,0,0,17,12,10,0,0,0,0,0,0,3,43,0,6,13,17,14,12,3,4,0,0,0,5,68,0,3,4,21,13,8,12,0,0,0,0,4,65,0,0,8,18,16,16,8,3,0,0,0,0,80,0,0,9,10,12,9,7,3,0,0,0,0,48,0,0,3,16,12,18,28,3,0,0,0,0,84,0,0,0,7,8,9,5,0,0,0,0,0,37,3,0,5,4,0,13,11,3,0,0,0,3,45,0,0,0,0,0,3,4,5,0,0,0,0,21,0,0,0,0,0,3,7,0,0,0,0,0,13,0,4,10,10,14
501021015,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,7,0,0,0,0,0,16,4,0,3,8,5,3,9,0,0,0,0,3,30,3,6,8,12,5,3,8,0,0,0,0,0,48,0,5,6,13,15,17,17,0,0,0,0,0,73,0,3,4,5,4,3,6,0,0,0,0,0,30,0,0,6,11,12,20,18,8,0,0,0,0,76,0,0,3,12,14,15,28,4,0,0,0,0,74,0,0,4,6,5,19,30,8,0,0,0,0,82,0,0,3,6,5,19,27,7,0,0,0,0,69,0,0,0,0,4,21,43,9,0,0,0,4,86,0,0,0,0,0,7,16,12,0,3,0,0,47,0,0,0,0,4,11,11,12,6,3,0,0,47,0,0,3,5,0,0,15,14,0,0,0,0,36,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0
501021016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,4,0,0,0,0,0,0,21,0,0,3,3,8,0,3,0,0,0,0,0,26,0,0,3,18,7,0,4,0,0,0,0,0,33,0,0,7,5,3,0,0,0,0,0,0,0,14,0,0,7,13,4,6,0,0,0,0,0,0,31,0,0,0,5,7,3,5,0,0,0,0,0,29,3,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,4,3,3,8,0,0,0,0,3,25,0,0,0,3,3,7,6,7,0,0,0,0,26,0,0,0,4,3,4,4,0,0,0,0,0,15,0,0,0,0,6,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
501021251,0,0,0,0,0,0,0,5,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,5,0,4,8,0,0,0,0,0,0,0,0,0,11,4,14,8,4,0,0,0,3,0,0,0,0,34,0,4,3,0,0,7,5,6,0,0,0,0,16,0,0,8,0,0,4,0,0,0,0,0,0,19,0,3,3,7,0,0,11,11,0,0,0,5,42,0,0,0,6,0,0,10,8,0,0,0,0,31,0,0,0,0,0,0,12,17,0,0,0,0,39,0,0,0,0,0,0,11,32,8,0,0,0,58,0,0,0,0,0,0,28,56,0,0,0,0,87,0,0,0,0,0,0,9,35,3,0,0,0,57,0,0,0,0,0,0,16,49,9,0,0,0,83,0,0,0,0,0,4,8,24,3,0,0,0,40,0,0,0,0,0,0,0,10,0,0,0,0,16,0,0,3,0,0
501021252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021253,0,0,3,5,0,0,3,0,0,0,0,0,23,0,0,7,3,0,4,0,0,0,0,0,0,15,9,9,16,14,0,14,3,0,0,0,0,9,70,7,13,26,21,8,12,15,0,0,0,0,4,110,4,5,23,39,16,37,19,6,0,0,0,5,158,0,3,7,0,0,11,0,6,0,0,0,0,29,4,0,7,22,28,55,39,13,0,0,0,0,168,0,0,7,15,20,43,35,7,0,0,0,3,125,0,0,4,6,16,42,61,9,4,0,0,4,148,0,0,3,11,14,28,59,19,3,0,4,0,149,0,3,3,13,19,46,66,39,9,10,0,0,210,0,0,0,4,8,22,42,12,8,0,0,0,93,0,0,0,9,6,23,38,36,26,20,15,5,181,0,0,0,0,0,11,24,28,9,8,6,0,95,0,0,0,0,0,3,13,8,5,3,0,0,33,0,0,0,10,7
501021254,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,0,0,0,0,0,0,0,0,3,19,17,27,11,3,8,14,0,0,0,0,0,5,80,25,38,13,4,0,11,3,0,0,0,0,8,110,5,17,13,17,15,18,17,0,0,0,0,8,107,5,3,29,8,5,6,7,0,0,0,0,5,61,3,5,0,18,8,24,29,0,0,0,0,5,96,4,0,5,14,10,24,9,0,0,0,0,5,69,0,0,3,7,12,25,29,3,0,0,0,0,83,0,0,4,5,4,14,23,0,0,0,0,0,49,0,0,0,5,6,17,16,3,0,0,0,0,44,0,0,0,0,0,3,9,7,0,0,0,0,29,0,0,0,0,0,0,18,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5
501031017,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,8,8,0,0,3,0,0,0,0,3,31,5,11,11,8,4,4,0,0,0,0,0,10,62,0,3,15,9,5,7,0,0,0,0,0,0,38,0,0,13,3,0,4,0,0,0,0,0,4,26,0,0,9,15,4,9,0,0,0,0,0,0,48,0,3,12,12,7,8,4,0,0,0,0,0,48,5,0,0,9,11,12,0,0,0,0,0,4,39,0,0,3,4,6,7,3,0,0,0,0,0,29,0,4,3,6,3,9,6,0,0,0,0,0,38,0,0,4,3,0,7,0,0,0,0,0,0,20,0,0,0,0,6,3,3,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3
501031018,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,15,0,5,12,9,4,4,0,0,0,0,0,0,39,0,4,7,10,3,6,5,0,0,0,0,3,40,0,0,7,3,5,5,0,0,0,0,0,0,16,4,5,5,6,4,13,6,0,0,0,0,0,40,4,0,0,0,0,10,4,0,0,0,0,0,24,0,0,5,6,0,6,3,0,0,0,0,0,26,0,0,0,0,4,3,9,3,0,0,0,4,23,0,0,0,0,0,3,7,0,0,0,0,0,26,0,0,0,0,0,3,7,0,0,0,0,0,10,0,0,0,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
