SA2_CODE_2021,C21_OD_H_f_so_FH_Tot,C21_OD_H_f_so_LP_H,C21_OD_H_f_so_GH,C21_OD_H_f_so_OH,C21_OD_H_f_so_Tot,C21_OD_Tot_FH_CF_no_ch,C21_OD_Tot_FH_CF_w_ch,C21_OD_Tot_FH_One_PFam,C21_OD_Tot_FH_oth_fa,C21_OD_Tot_FH_Tot,C21_OD_Tot_LP_H,C21_OD_Tot_GH,C21_OD_Tot_OH,C21_OD_Tot_Tot,C21_DS_ns_FH_CF_no_ch,C21_DS_ns_FH_CF_w_ch,C21_DS_ns_FH_One_PFam,C21_DS_ns_FH_oth_fa,C21_DS_ns_FH_Tot,C21_DS_ns_LP_H,C21_DS_ns_GH,C21_DS_ns_OH,C21_DS_NS_Tot,C21_Tot_FH_CF_no_ch,C21_Tot_FH_CF_w_ch,C21_Tot_FH_One_PFam,C21_Tot_FH_oth_fa,C21_Tot_FH_Tot,C21_Tot_LP_H,C21_Tot_GH,C21_Tot_OH,C21_Tot_Tot
507031169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1194,2677,718,66,4650,951,193,179,5974
507031170,0,3,0,0,4,0,0,0,0,0,6,0,12,20,0,0,0,0,0,3,0,0,8,589,682,478,52,1795,958,118,177,3053
507031172,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,7,3,0,0,7,0,0,13,24
507031173,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,4,4,3,0,0,0,4,5,0,8,27
507031174,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,929,1118,752,57,2866,1291,147,266,4565
507031261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,703,1217,267,17,2206,382,75,73,2732
507041175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1295,1563,388,50,3300,1014,112,146,4566
507041176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,553,118,13,1036,213,28,28,1299
507041177,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,0,0,15,4,0,0,25,1539,1689,588,70,3886,2062,174,212,6331
507041178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,9,1597,2051,513,72,4233,1531,150,158,6079
507041179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,1126,246,21,2177,643,53,53,2931
507041180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,1638,335,18,3201,567,57,38,3856
507041181,3,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,3,1643,2405,601,53,4699,1576,131,157,6561
507041182,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,5,1439,1391,400,77,3310,979,223,109,4621
507041183,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,3,440,554,307,38,1331,700,95,106,2230
507041184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,918,168,19,1751,191,29,28,1999
507051186,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,891,765,534,45,2236,940,106,175,3454
507051187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,1719,671,42,3629,755,105,144,4638
507051188,0,0,0,3,0,44,4,10,0,54,120,4,85,270,5,0,0,0,5,9,0,6,15,1959,1220,742,62,3987,2893,209,444,7536
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461,1242,499,38,3241,1543,104,195,5085
507051191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,16,6,0,0,25,1676,3231,1023,63,5993,1049,123,174,7336
507051192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1253,1454,620,39,3366,1046,126,200,4744
507051193,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1038,1170,646,45,2897,909,108,140,4050
507051312,22,27,0,8,53,36,0,0,0,37,51,3,27,112,5,0,0,0,3,0,0,0,9,1013,1569,465,33,3076,783,98,195,4154
507051313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,1989,3843,1069,60,6964,1284,190,251,8693
507051314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,175,312,81,4,569,87,7,25,692
509011225,0,0,0,0,3,12,0,0,0,14,40,0,89,146,3,0,0,0,5,9,0,16,26,1814,1170,651,66,3699,2285,163,440,6593
509011226,0,0,0,0,0,6,0,0,0,8,19,0,63,94,5,0,0,0,9,0,0,4,8,482,401,92,4,979,277,22,175,1447
509011227,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,679,559,221,16,1479,430,31,80,2019
509011228,0,0,0,0,0,4,0,0,0,4,9,0,109,124,3,3,0,0,10,3,0,4,13,821,560,214,3,1594,703,56,381,2745
509011229,0,4,0,0,4,7,0,0,0,8,11,0,22,42,0,0,0,0,3,4,0,5,14,318,332,55,5,710,305,19,148,1178
509011230,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,3,0,0,6,491,423,155,18,1098,462,58,161,1781
509011231,0,0,0,0,0,3,0,0,0,6,6,0,19,26,0,3,4,0,4,10,0,6,17,477,414,114,6,1012,476,27,176,1692
509011232,0,0,0,0,0,10,0,3,0,17,40,0,12,66,0,0,0,0,4,0,0,0,8,504,350,85,8,952,311,28,67,1355
509011233,0,0,0,0,0,25,0,0,0,25,56,0,12,93,4,0,0,0,7,0,0,0,5,1179,1249,488,31,2940,1014,112,179,4247
509011234,0,0,0,0,3,15,0,0,0,13,9,0,4,34,0,0,0,0,0,0,0,3,9,723,495,168,14,1403,550,49,185,2187
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,7,705,730,155,8,1605,306,19,166,2092
509021237,0,3,0,0,6,4,0,0,0,4,7,0,16,28,4,0,0,0,5,3,0,0,12,421,334,110,18,870,437,25,238,1578
509021238,0,0,0,0,0,5,0,3,0,9,11,0,22,44,0,0,0,0,0,0,0,3,3,483,340,124,17,962,561,33,178,1733
509021239,0,3,0,0,8,26,3,3,0,33,44,7,113,202,13,0,0,0,11,13,0,10,32,1300,732,219,24,2282,901,100,488,3768
509021240,0,6,0,0,8,0,0,0,0,3,15,0,31,47,6,12,0,0,20,5,0,9,35,555,462,145,7,1174,528,46,322,2065
509021241,5,6,0,8,16,4,9,0,0,7,20,0,48,74,8,4,0,0,13,11,0,13,30,496,435,120,14,1059,458,28,282,1830
509021242,0,0,0,0,3,3,0,0,0,7,4,0,34,43,0,4,0,0,3,4,0,6,16,368,229,69,6,672,400,19,229,1322
509021243,0,0,0,0,0,6,0,0,0,10,20,4,12,46,0,7,0,0,11,8,3,4,18,1233,987,516,41,2777,1181,111,390,4456
509021244,0,0,0,0,0,3,0,0,0,7,18,0,21,45,5,0,0,0,5,3,0,4,13,711,363,140,16,1229,468,56,216,1970
509021245,4,5,0,0,7,6,0,0,0,9,10,0,13,36,0,3,0,0,6,9,0,9,29,767,412,174,12,1373,679,45,256,2348
509031246,4,0,0,0,4,0,0,0,0,3,3,0,4,14,0,0,0,0,0,0,0,0,3,491,320,90,12,911,418,17,146,1490
509031247,5,0,0,0,5,8,0,0,0,7,5,0,40,55,4,0,0,0,3,7,0,7,16,532,417,80,15,1035,433,32,273,1778
509031248,0,0,0,0,0,0,0,0,0,4,7,0,17,25,0,0,0,0,4,0,0,5,7,283,252,72,8,615,210,14,118,957
509031249,3,0,0,5,4,3,0,0,0,3,4,0,21,24,0,0,0,0,0,0,0,0,0,455,359,194,13,1023,606,44,192,1869
509031250,6,0,0,0,3,6,3,0,0,5,9,0,9,21,0,3,0,0,9,6,0,0,9,674,427,135,13,1253,544,45,217,2064
510011262,12,5,0,15,34,67,12,9,3,94,84,4,1252,1430,19,5,3,0,24,36,6,68,137,1121,1421,607,52,3201,1102,230,2152,6679
510011263,8,5,0,7,22,24,3,4,0,37,37,0,650,722,14,4,0,0,21,23,0,88,132,390,478,303,70,1243,554,42,1189,3027
510011264,0,0,0,6,5,14,0,3,0,27,26,3,307,355,0,0,6,5,9,19,0,78,105,117,254,232,45,642,247,19,528,1440
510011265,33,11,3,12,58,80,24,6,0,106,123,11,1115,1354,29,16,5,0,45,26,0,115,190,525,588,328,44,1488,548,87,1687,3806
510011266,0,0,0,6,3,24,10,6,0,39,34,8,953,1030,12,6,3,0,19,16,0,146,183,124,191,132,19,467,157,17,1189,1825
510021267,0,0,0,6,9,16,3,4,0,19,14,0,332,370,4,8,0,0,16,19,0,110,147,87,131,70,15,298,138,9,511,948
510021268,0,0,0,0,0,0,0,0,0,0,0,0,27,28,0,0,0,0,0,7,0,19,24,309,533,92,11,942,318,39,388,1687
510021269,8,6,4,15,28,11,6,0,0,20,14,4,195,230,0,0,0,0,0,5,0,42,51,368,507,69,10,955,387,47,571,1956
510021270,0,0,0,0,3,8,0,0,0,14,17,0,223,255,3,0,0,0,4,0,0,16,24,776,1189,398,47,2410,853,117,899,4279
510031271,0,0,0,0,0,31,0,0,3,34,27,5,740,808,3,3,0,0,9,25,0,157,192,413,626,111,17,1166,382,32,1284,2862
510031272,3,0,0,0,3,22,9,4,0,27,25,7,256,318,0,4,0,0,5,14,0,52,69,1229,2150,361,33,3774,1102,183,1304,6372
510031273,0,0,0,0,3,19,4,0,0,20,11,3,329,364,11,0,0,0,15,3,0,110,129,308,525,107,19,960,257,26,677,1916
511011274,3,0,0,3,3,18,0,0,6,22,36,4,117,179,12,11,0,0,23,12,0,3,43,1311,1144,449,45,2950,1305,124,628,5009
511011275,3,0,0,0,7,10,0,0,0,15,23,0,34,72,10,17,3,0,29,9,0,8,45,449,398,90,10,943,415,32,239,1628
511021276,0,0,0,0,4,29,0,4,0,38,43,0,493,579,6,0,0,0,8,6,0,50,72,464,379,199,20,1065,538,55,870,2529
511021277,13,0,5,3,27,91,41,15,7,152,123,19,2286,2573,11,10,4,0,22,17,0,111,152,509,415,98,13,1039,491,101,2825,4453
511031278,3,6,0,10,20,21,9,4,0,31,36,0,300,361,0,0,0,0,4,4,0,0,7,549,629,313,31,1522,701,100,642,2972
511031279,0,6,0,0,7,22,0,3,0,24,61,0,228,311,0,0,0,0,0,5,0,5,14,1123,1534,413,60,3122,1264,158,593,5128
511031280,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,4,0,0,3,10,804,1124,291,26,2248,759,109,242,3347
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,0,0,3,4,3,0,0,0,3,12,0,59,70,5,3,3,0,7,9,3,67,92,377,315,157,16,872,494,32,469,1869
511031283,5,4,0,6,12,15,4,0,0,16,22,0,120,162,8,4,0,0,19,29,5,89,136,215,235,136,24,615,280,14,499,1400
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,5,4,0,0,8,12,0,0,3,15,15,0,114,144,0,0,3,0,5,10,7,11,31,1283,841,595,59,2777,1949,163,624,5511
511041286,0,3,0,0,4,0,0,0,0,7,6,0,0,14,3,0,0,0,7,3,0,0,5,715,765,392,39,1908,555,56,282,2805
511041287,0,0,0,0,0,28,0,5,0,33,44,0,129,207,0,0,0,0,0,0,0,7,8,899,1005,351,28,2282,550,73,326,3225
511041288,0,0,0,0,0,9,0,0,0,14,17,0,15,44,0,0,0,0,5,22,0,5,36,1114,1210,413,38,2774,843,94,203,3916
511041289,0,0,0,3,3,10,0,0,0,12,20,0,114,137,4,0,0,0,0,5,0,17,24,521,318,125,8,973,437,26,302,1746
511041290,0,0,0,4,8,10,5,3,0,21,28,0,249,298,10,7,5,0,22,19,0,91,133,186,92,90,15,388,271,30,659,1345
511041291,0,0,0,0,4,9,0,0,0,5,11,0,151,175,11,8,0,0,16,12,0,16,48,487,296,79,3,875,449,16,455,1795
511041292,4,3,0,3,8,35,8,0,0,36,37,0,414,492,9,6,4,0,16,12,0,72,103,785,470,147,14,1405,573,41,908,2931
597979799,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,11,13
599999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
