SA2_CODE_2021,C16_CF_NCu15DS_MR_1000_1399,C16_CF_NCu15DS_MR_1400_1799,C16_CF_NCu15DS_MR_1800_2399,C16_CF_NCu15DS_MR_2400_2999,C16_CF_NCu15DS_MR_3000_3999,C16_CF_NCu15DS_MR_4000over,C16_CF_NCu15DS_MR_NS,C16_CF_NCu15DS_Tot,C16_CF_NDCO_MR_0_299,C16_CF_NDCO_MR_300_449,C16_CF_NDCO_MR_450_599,C16_CF_NDCO_MR_600_799,C16_CF_NDCO_MR_800_999,C16_CF_NDCO_MR_1000_1399,C16_CF_NDCO_MR_1400_1799,C16_CF_NDCO_MR_1800_2399,C16_CF_NDCO_MR_2400_2999,C16_CF_NDCO_MR_3000_3999,C16_CF_NDCO_MR_4000over,C16_CF_NDCO_MR_NS,C16_CF_NDCO_Tot,C16_CF_Tot_MR_0_299,C16_CF_Tot_MR_300_449,C16_CF_Tot_MR_450_599,C16_CF_Tot_MR_600_799,C16_CF_Tot_MR_800_999,C16_CF_Tot_MR_1000_1399,C16_CF_Tot_MR_1400_1799,C16_CF_Tot_MR_1800_2399,C16_CF_Tot_MR_2400_2999,C16_CF_Tot_MR_3000_3999,C16_CF_Tot_MR_4000over,C16_CF_Tot_MR_NS,C16_CF_Tot_Tot,C16_1PF_Cu15DS_MR_0_299,C16_1PF_Cu15DS_MR_300_449,C16_1PF_Cu15DS_MR_450_599,C16_1PF_Cu15DS_MR_600_799,C16_1PF_Cu15DS_MR_800_999,C16_1PF_Cu15DS_MR_1000_1399,C16_1PF_Cu15DS_MR_1400_1799,C16_1PF_Cu15DS_MR_1800_2399,C16_1PF_Cu15DS_MR_2400_2999,C16_1PF_Cu15DS_MR_3000_3999,C16_1PF_Cu15DS_MR_4000over,C16_1PF_Cu15DS_MR_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_MR_0_299,C16_1PF_CU15_NDS_MR_300_449,C16_1PF_CU15_NDS_MR_450_599,C16_1PF_CU15_NDS_MR_600_799,C16_1PF_CU15_NDS_MR_800_999,C16_1PF_CU15_NDS_MR_1000_1399,C16_1PF_CU15_NDS_MR_1400_1799,C16_1PF_CU15_NDS_MR_1800_2399,C16_1PF_CU15_NDS_MR_2400_2999,C16_1PF_CU15_NDS_MR_3000_3999,C16_1PF_CU15_NDS_MR_4000over,C16_1PF_CU15_NDS_MR_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_MR_0_299,C16_1PF_NCu15DS_MR_300_449,C16_1PF_NCu15DS_MR_450_599,C16_1PF_NCu15DS_MR_600_799,C16_1PF_NCu15DS_MR_800_999,C16_1PF_NCu15DS_MR_1000_1399,C16_1PF_NCu15DS_MR_1400_1799,C16_1PF_NCu15DS_MR_1800_2399,C16_1PF_NCu15DS_MR_2400_2999,C16_1PF_NCu15DS_MR_3000_3999,C16_1PF_NCu15DS_MR_4000over,C16_1PF_NCu15DS_MR_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_MR_0_299,C16_1PF_NDCO_MR_300_449,C16_1PF_NDCO_MR_450_599,C16_1PF_NDCO_MR_600_799,C16_1PF_NDCO_MR_800_999,C16_1PF_NDCO_MR_1000_1399,C16_1PF_NDCO_MR_1400_1799,C16_1PF_NDCO_MR_1800_2399,C16_1PF_NDCO_MR_2400_2999,C16_1PF_NDCO_MR_3000_3999,C16_1PF_NDCO_MR_4000over,C16_1PF_NDCO_MR_NS,C16_1PF_NDCO_Tot,C16_1PF_Tot_MR_0_299,C16_1PF_Tot_MR_300_449,C16_1PF_Tot_MR_450_599,C16_1PF_Tot_MR_600_799,C16_1PF_Tot_MR_800_999,C16_1PF_Tot_MR_1000_1399,C16_1PF_Tot_MR_1400_1799,C16_1PF_Tot_MR_1800_2399,C16_1PF_Tot_MR_2400_2999,C16_1PF_Tot_MR_3000_3999,C16_1PF_Tot_MR_4000over,C16_1PF_Tot_MR_NS,C16_1PF_Tot_Tot,C16_Tot_MR_0_299,C16_Tot_MR_300_449,C16_Tot_MR_450_599,C16_Tot_MR_600_799,C16_Tot_MR_800_999,C16_Tot_MR_1000_1399,C16_Tot_MR_1400_1799,C16_Tot_MR_1800_2399,C16_Tot_MR_2400_2999,C16_Tot_MR_3000_3999,C16_Tot_MR_4000over,C16_Tot_MR_NS,C16_Tot_Tot,C21_CFNC_MR_0_299,C21_CFNC_MR_300_449,C21_CFNC_MR_450_599,C21_CFNC_MR_600_799,C21_CFNC_MR_800_999,C21_CFNC_MR_1000_1399,C21_CFNC_MR_1400_1799,C21_CFNC_MR_1800_2399,C21_CFNC_MR_2400_2999,C21_CFNC_MR_3000_3999,C21_CFNC_MR_4000over,C21_CFNC_MR_NS,C21_CFNC_Tot,C21_CF_Cu15DS_MR_0_299,C21_CF_Cu15DS_MR_300_449,C21_CF_Cu15DS_MR_450_599,C21_CF_Cu15DS_MR_600_799,C21_CF_Cu15DS_MR_800_999,C21_CF_Cu15DS_MR_1000_1399,C21_CF_Cu15DS_MR_1400_1799,C21_CF_Cu15DS_MR_1800_2399,C21_CF_Cu15DS_MR_2400_2999,C21_CF_Cu15DS_MR_3000_3999,C21_CF_Cu15DS_MR_4000over,C21_CF_Cu15DS_MR_NS,C21_CF_Cu15DS_Tot,C21_CF_Cu15NDS_MR_0_299,C21_CF_Cu15NDS_MR_300_449,C21_CF_Cu15NDS_MR_450_599,C21_CF_Cu15NDS_MR_600_799,C21_CF_Cu15NDS_MR_800_999,C21_CF_Cu15NDS_MR_1000_1399,C21_CF_Cu15NDS_MR_1400_1799,C21_CF_Cu15NDS_MR_1800_2399,C21_CF_Cu15NDS_MR_2400_2999,C21_CF_Cu15NDS_MR_3000_3999,C21_CF_Cu15NDS_MR_4000over,C21_CF_Cu15NDS_MR_NS,C21_CF_Cu15NDS_Tot,C21_CF_NCu15DS_MR_0_299,C21_CF_NCu15DS_MR_300_449,C21_CF_NCu15DS_MR_450_599,C21_CF_NCu15DS_MR_600_799,C21_CF_NCu15DS_MR_800_999,C21_CF_NCu15DS_MR_1000_1399,C21_CF_NCu15DS_MR_1400_1799,C21_CF_NCu15DS_MR_1800_2399,C21_CF_NCu15DS_MR_2400_2999,C21_CF_NCu15DS_MR_3000_3999,C21_CF_NCu15DS_MR_4000over,C21_CF_NCu15DS_MR_NS,C21_CF_NCu15DS_Tot,C21_CF_NDCO_MR_0_299,C21_CF_NDCO_MR_300_449,C21_CF_NDCO_MR_450_599,C21_CF_NDCO_MR_600_799,C21_CF_NDCO_MR_800_999,C21_CF_NDCO_MR_1000_1399,C21_CF_NDCO_MR_1400_1799,C21_CF_NDCO_MR_1800_2399,C21_CF_NDCO_MR_2400_2999,C21_CF_NDCO_MR_3000_3999,C21_CF_NDCO_MR_4000over,C21_CF_NDCO_MR_NS,C21_CF_NDCO_Tot,C21_CF_Tot_MR_0_299,C21_CF_Tot_MR_300_449,C21_CF_Tot_MR_450_599,C21_CF_Tot_MR_600_799,C21_CF_Tot_MR_800_999,C21_CF_Tot_MR_1000_1399,C21_CF_Tot_MR_1400_1799,C21_CF_Tot_MR_1800_2399,C21_CF_Tot_MR_2400_2999,C21_CF_Tot_MR_3000_3999,C21_CF_Tot_MR_4000over,C21_CF_Tot_MR_NS,C21_CF_Tot_Tot,C21_1PF_Cu15DS_MR_0_299,C21_1PF_Cu15DS_MR_300_449,C21_1PF_Cu15DS_MR_450_599,C21_1PF_Cu15DS_MR_600_799,C21_1PF_Cu15DS_MR_800_999,C21_1PF_Cu15DS_MR_1000_1399,C21_1PF_Cu15DS_MR_1400_1799,C21_1PF_Cu15DS_MR_1800_2399,C21_1PF_Cu15DS_MR_2400_2999,C21_1PF_Cu15DS_MR_3000_3999
501011001,8,7,4,0,0,3,0,27,3,0,0,3,0,8,8,4,5,0,4,0,25,7,6,3,13,7,32,41,78,45,39,22,11,306,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,3,10,5,0,0,5,24,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,9,3,4,0,0,8,7,7,10,5,3,0,5,44,26,17,19,16,22,60,72,109,62,62,27,25,520,19,8,4,10,13,29,31,49,20,16,12,14,219,0,0,0,0,0,0,6,8,3,8,3,0,38,11,0,5,11,3,33,51,92,40,28,11,9,295,0,0,0,0,0,0,5,3,6,3,6,3,25,0,0,0,0,0,0,6,10,0,0,3,4,37,13,3,3,15,9,39,64,111,52,35,21,20,389,0,0,0,0,0,0,0,0,0,0
501011003,11,10,12,11,4,4,3,56,4,0,0,4,3,6,5,15,11,4,4,4,59,28,13,10,15,12,80,97,180,111,94,49,39,729,0,0,0,0,0,0,0,5,0,4,0,0,13,4,0,0,0,0,5,12,8,4,3,0,0,46,3,0,0,0,0,3,3,8,0,0,0,0,21,0,0,0,0,5,7,0,3,0,3,0,4,28,8,3,0,0,8,13,14,20,8,13,0,7,102,71,17,16,28,36,121,145,261,164,151,76,67,1175,35,10,8,11,17,44,64,80,52,36,45,19,421,0,0,0,0,5,15,13,31,10,9,14,4,110,8,4,0,4,16,24,93,164,88,80,46,24,564,3,0,0,0,0,18,9,12,7,9,9,6,82,8,0,0,0,0,3,9,19,6,10,12,5,74,22,7,11,19,24,56,121,233,105,108,76,41,820,0,0,0,0,0,0,3,3,0,3
501011004,6,7,10,3,3,5,5,51,0,0,0,0,3,5,0,8,3,3,0,3,49,24,6,7,8,24,51,110,168,72,76,31,27,612,3,0,0,0,0,3,4,3,0,0,3,0,14,0,0,7,7,3,16,20,13,9,0,5,0,71,0,0,0,0,6,4,0,3,0,0,0,0,15,5,4,0,3,0,11,5,6,0,0,0,6,33,8,4,3,6,14,28,28,26,5,0,5,9,134,44,22,15,34,54,131,179,256,107,106,46,45,1037,13,9,3,10,14,53,76,57,24,20,19,24,324,3,3,4,5,7,11,20,21,3,10,5,0,93,5,0,4,7,7,85,114,125,67,46,15,19,500,5,0,0,0,0,5,6,16,11,9,9,6,64,0,0,0,3,0,7,12,6,7,5,0,5,52,17,8,6,15,14,114,149,174,87,66,33,29,712,0,0,0,0,0,3,11,3,0,0
501011293,8,7,21,11,0,9,7,73,5,0,0,3,0,17,12,11,10,13,4,0,73,16,7,6,7,7,77,93,166,90,45,36,27,566,0,0,0,0,0,0,4,8,0,0,0,0,12,4,0,0,0,3,6,12,5,5,0,0,0,33,0,0,0,0,0,8,3,5,6,0,0,0,18,0,0,0,0,0,4,7,0,0,0,0,0,20,4,0,0,0,5,14,26,20,5,0,0,0,82,47,16,10,16,32,128,176,268,123,73,42,41,977,19,8,10,12,12,49,79,84,33,29,18,19,375,0,0,0,0,0,11,14,24,11,9,4,0,72,6,4,0,6,11,43,78,102,38,25,11,14,334,3,0,0,0,0,5,9,22,7,3,4,0,64,4,5,4,0,0,13,19,22,11,7,7,3,99,10,6,8,8,18,70,124,167,63,44,21,19,575,0,0,0,0,0,4,0,0,0,0
501011294,16,20,33,11,24,8,6,140,9,3,0,8,10,30,19,39,12,6,0,3,144,34,11,18,28,46,131,208,362,148,102,32,33,1140,0,0,0,4,3,4,10,7,0,0,0,0,28,0,0,0,6,4,21,18,17,3,0,0,0,74,0,0,0,4,3,11,11,8,3,0,0,0,42,3,0,6,5,5,9,10,7,3,0,0,0,51,4,0,9,20,20,41,43,45,17,9,0,0,196,72,21,36,77,95,252,322,539,217,151,49,57,1891,32,27,12,26,34,104,141,157,41,37,20,38,674,0,0,0,3,3,22,44,48,29,12,11,4,177,13,6,7,14,20,102,164,276,96,53,18,31,795,3,0,3,4,6,21,29,45,11,13,7,10,131,6,3,0,7,8,20,33,45,16,12,4,13,168,25,10,8,24,34,156,261,412,150,88,39,53,1269,0,0,0,3,0,10,5,4,0,3
501021005,20,32,41,16,10,4,7,152,3,5,3,12,7,20,32,53,25,19,7,10,196,32,14,17,38,51,167,311,519,214,145,46,52,1603,0,0,0,0,0,4,12,8,3,3,0,0,30,0,4,0,6,7,16,34,29,10,5,0,4,107,0,0,0,0,3,12,7,6,0,3,0,0,28,3,3,0,10,8,12,9,8,3,4,0,3,66,4,9,4,10,19,42,57,50,20,16,3,9,231,81,30,36,64,99,297,516,763,324,204,80,85,2567,35,18,16,24,35,145,184,179,69,45,30,52,840,3,3,3,6,4,30,58,73,28,13,11,14,251,15,12,10,12,27,138,342,361,110,68,39,43,1162,9,4,3,8,4,16,40,43,17,10,6,10,163,8,3,4,8,13,25,38,49,18,13,12,12,205,35,17,15,29,44,209,487,525,183,100,68,80,1791,0,0,0,0,0,10,4,9,0,0
501021007,9,6,11,6,3,6,0,37,5,0,5,5,0,8,4,6,3,0,0,0,43,8,5,6,12,11,54,69,106,40,28,12,13,363,0,0,0,0,5,4,5,0,0,0,0,0,8,5,0,0,0,0,16,16,8,0,0,0,0,43,0,0,0,0,5,3,0,4,0,0,0,0,13,0,0,0,4,5,3,5,5,5,0,0,0,25,4,0,0,0,8,26,23,12,5,4,0,0,89,24,9,6,14,37,124,127,173,70,56,24,21,694,11,3,6,12,9,39,54,46,19,18,16,12,246,0,0,0,0,6,3,10,14,6,4,0,4,51,0,0,0,4,13,49,75,63,24,10,12,11,253,0,3,3,0,0,6,5,15,0,0,4,0,39,6,4,0,0,6,8,9,17,0,3,5,0,58,4,6,3,8,20,65,101,107,33,22,19,18,402,0,0,0,0,0,5,4,0,0,0
501021008,6,5,10,4,3,0,0,39,3,0,0,0,3,10,17,10,7,0,4,5,56,9,4,4,10,15,63,88,71,27,15,7,9,307,0,0,0,0,0,4,0,0,0,0,0,0,6,4,0,0,4,5,11,8,9,0,0,0,3,47,0,0,0,0,0,4,8,0,0,0,0,0,10,0,5,0,3,0,9,3,5,0,0,0,0,34,3,8,3,10,12,21,25,14,0,0,0,3,93,28,20,8,29,36,110,150,127,38,21,10,18,595,10,7,3,14,15,50,41,28,9,3,9,8,188,0,0,0,0,4,4,7,12,4,0,0,4,33,0,0,0,4,8,51,61,28,6,5,3,0,171,5,0,0,7,0,12,6,7,0,0,0,0,37,0,0,3,0,4,13,11,9,0,0,0,0,48,9,0,0,7,8,80,89,52,12,6,5,8,285,0,0,0,4,3,3,0,0,0,0
501021009,9,10,13,0,0,0,0,53,5,6,0,5,0,21,15,17,8,6,0,9,96,13,12,15,18,30,95,128,139,44,48,11,23,571,0,0,0,3,4,4,3,3,0,0,0,0,19,0,5,0,3,0,17,10,4,0,0,0,5,45,0,6,0,0,3,6,5,0,0,0,0,0,21,0,0,0,7,3,4,3,0,0,4,3,4,32,5,15,0,9,8,35,17,11,0,6,3,8,113,27,38,26,54,59,182,200,195,55,66,23,34,960,10,10,13,23,33,57,48,32,7,10,12,24,302,0,0,0,0,3,12,9,16,3,0,3,7,59,5,4,0,16,27,70,71,73,16,16,9,10,311,0,0,0,5,7,8,15,20,4,3,0,0,66,0,6,0,5,5,21,16,11,0,3,5,9,80,11,10,5,24,35,116,105,116,26,28,14,29,520,0,0,0,0,6,4,3,0,0,0
501021010,0,4,5,0,3,3,0,16,0,0,0,0,0,0,4,5,6,0,3,4,22,6,5,0,6,4,19,40,65,39,29,23,8,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,11,4,0,3,0,30,12,10,5,6,11,45,59,105,59,38,29,24,401,6,8,0,6,7,29,33,32,15,17,8,10,160,0,0,0,0,0,7,13,7,0,0,4,0,38,4,0,4,0,4,19,30,45,21,15,11,7,161,0,0,4,0,0,0,5,6,7,4,6,0,26,0,0,0,0,4,7,8,8,5,0,0,0,30,4,0,3,0,12,34,54,68,29,27,21,11,256,0,0,0,0,0,0,0,0,0,0
