SA2_CODE_2021,C21_1PF_Cu15DS_MR_4000over,C21_1PF_Cu15DS_MR_NS,C21_1PF_Cu15DS_Tot,C21_1PF_CU15_NDS_MR_0_299,C21_1PF_CU15_NDS_MR_300_449,C21_1PF_CU15_NDS_MR_450_599,C21_1PF_CU15_NDS_MR_600_799,C21_1PF_CU15_NDS_MR_800_999,C21_1PF_CU15_NDS_MR_1000_1399,C21_1PF_CU15_NDS_MR_1400_1799,C21_1PF_CU15_NDS_MR_1800_2399,C21_1PF_CU15_NDS_MR_2400_2999,C21_1PF_CU15_NDS_MR_3000_3999,C21_1PF_CU15_NDS_MR_4000over,C21_1PF_CU15_NDS_MR_NS,C21_1PF_CU15_NDS_Tot,C21_1PF_NCu15DS_MR_0_299,C21_1PF_NCu15DS_MR_300_449,C21_1PF_NCu15DS_MR_450_599,C21_1PF_NCu15DS_MR_600_799,C21_1PF_NCu15DS_MR_800_999,C21_1PF_NCu15DS_MR_1000_1399,C21_1PF_NCu15DS_MR_1400_1799,C21_1PF_NCu15DS_MR_1800_2399,C21_1PF_NCu15DS_MR_2400_2999,C21_1PF_NCu15DS_MR_3000_3999,C21_1PF_NCu15DS_MR_4000over,C21_1PF_NCu15DS_MR_NS,C21_1PF_NCu15DS_Tot,C21_1PF_NDCO_MR_0_299,C21_1PF_NDCO_MR_300_449,C21_1PF_NDCO_MR_450_599,C21_1PF_NDCO_MR_600_799,C21_1PF_NDCO_MR_800_999,C21_1PF_NDCO_MR_1000_1399,C21_1PF_NDCO_MR_1400_1799,C21_1PF_NDCO_MR_1800_2399,C21_1PF_NDCO_MR_2400_2999,C21_1PF_NDCO_MR_3000_3999,C21_1PF_NDCO_MR_4000over,C21_1PF_NDCO_MR_NS,C21_1PF_NDCO_Tot,C21_1PF_Tot_MR_0_299,C21_1PF_Tot_MR_300_449,C21_1PF_Tot_MR_450_599,C21_1PF_Tot_MR_600_799,C21_1PF_Tot_MR_800_999,C21_1PF_Tot_MR_1000_1399,C21_1PF_Tot_MR_1400_1799,C21_1PF_Tot_MR_1800_2399,C21_1PF_Tot_MR_2400_2999,C21_1PF_Tot_MR_3000_3999,C21_1PF_Tot_MR_4000over,C21_1PF_Tot_MR_NS,C21_1PF_Tot_Tot,C21_Tot_MR_0_299,C21_Tot_MR_300_449,C21_Tot_MR_450_599,C21_Tot_MR_600_799,C21_Tot_MR_800_999,C21_Tot_MR_1000_1399,C21_Tot_MR_1400_1799,C21_Tot_MR_1800_2399,C21_Tot_MR_2400_2999,C21_Tot_MR_3000_3999,C21_Tot_MR_4000over,C21_Tot_MR_NS,C21_Tot_Tot
501011001,0,0,0,3,0,0,0,0,9,9,3,4,3,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,4,6,12,12,4,5,0,0,51,35,11,8,22,26,74,111,166,74,56,33,37,657
501011003,0,4,20,6,0,0,6,3,14,13,15,3,6,0,0,70,0,0,3,0,3,0,3,4,0,0,0,0,17,5,0,0,5,3,3,3,4,0,3,0,0,29,6,5,0,7,11,22,23,23,10,8,5,9,134,68,18,20,38,51,125,214,336,167,157,122,68,1378
501011004,0,0,20,0,0,4,7,4,21,21,14,4,0,4,9,82,0,0,0,0,3,6,3,0,0,0,0,0,23,5,3,0,3,8,6,7,3,4,0,3,4,37,3,4,5,10,12,35,38,25,3,4,4,9,162,34,12,17,38,45,204,265,258,118,93,52,67,1195
501011293,0,0,16,0,0,0,5,0,8,23,13,3,3,0,0,56,0,0,0,0,0,0,5,4,0,0,0,0,13,0,5,0,0,4,10,5,3,5,3,0,3,33,4,5,5,5,9,19,37,26,8,4,0,11,123,39,21,12,24,41,137,239,276,107,76,36,52,1064
501011294,0,3,30,8,0,0,10,10,14,42,30,13,0,5,5,123,4,0,0,0,0,10,9,7,0,0,0,0,39,0,3,3,6,3,24,12,15,3,3,0,5,73,10,4,7,19,19,48,64,54,17,6,5,14,262,67,46,25,69,87,311,472,619,209,131,68,98,2210
501021005,0,7,29,8,0,3,0,12,23,38,33,13,0,6,5,139,0,0,0,4,3,16,5,4,8,0,0,0,43,4,0,5,5,4,11,13,11,7,3,0,5,78,14,0,6,10,17,60,70,59,24,8,3,14,291,77,43,40,63,102,411,739,767,271,156,103,145,2919
501021007,0,0,8,0,0,3,0,4,13,8,9,5,0,0,0,42,0,0,0,0,7,3,0,4,0,0,0,0,11,0,0,0,0,7,10,5,5,0,0,0,4,25,4,0,3,3,7,32,13,15,5,0,0,4,92,23,13,9,24,38,143,165,168,49,39,39,27,742
501021008,0,4,12,0,0,0,4,0,17,14,7,0,0,0,0,51,0,0,0,0,0,5,5,0,0,0,0,0,13,5,5,0,5,4,8,3,6,0,0,0,0,29,0,9,0,12,7,33,24,11,0,0,0,3,103,21,13,8,35,36,164,152,91,26,13,15,18,583
501021009,0,0,18,4,0,3,5,8,11,11,4,0,0,0,9,56,0,0,0,0,4,3,0,0,0,0,0,0,15,5,4,9,9,3,11,5,4,3,0,0,0,54,8,9,11,10,21,31,19,10,4,0,0,7,134,28,33,30,58,98,204,173,154,40,39,30,68,958
501021010,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,13,6,3,0,3,0,6,8,11,0,3,0,0,36,10,11,4,7,21,70,92,106,48,42,27,21,454
