SA2_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
501011001,11,0,96,0,0,0,6,9,16,29,8,3,0,0,0,68,0,0,0,0,0,14,47,15,13,6,9,4,105,0,0,0,0,0,0,4,9,4,4,0,4,23,0,0,0,4,0,13,16,0,4,0,0,0,41,0,0,0,12,10,17,8,6,0,0,0,6,63,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,5,3,0,0,0,0,0,11,7,0,9,29,72,61,47,17,4,0,0,16,256,0,0,0,6,0,0,3,0,0,0,0,47,54,14,0,12,47,96,136,172,72,36,30,27,69,726,0,0,0,3,6,7,19,12,14,9,4,11,81,0,0,0,0,0,15,9,3,3,0,4,8,44,0,0,0,0,0,13,71,25,20,17,12,16,184,0,0,0,0,0,0,11,6,3,5,3,4,28,0,0,0,3,0,16,24,10,4,5,8,8,71,0,0
501011003,31,0,198,0,0,0,5,3,25,35,10,12,4,3,3,100,3,0,0,0,0,8,57,29,14,30,25,6,172,0,0,0,0,0,4,20,7,4,0,8,0,39,0,0,0,0,0,17,28,21,4,9,3,5,82,0,0,0,16,7,30,23,10,3,0,6,5,94,0,0,0,0,3,7,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,4,0,0,0,14,22,5,5,50,72,83,73,20,16,9,11,18,381,0,0,0,0,0,0,0,0,0,0,0,100,104,22,5,13,71,91,186,291,131,79,97,89,131,1204,0,0,0,0,4,9,18,18,27,30,22,22,152,0,0,0,4,3,16,30,12,6,5,6,9,83,0,0,0,0,5,29,118,100,75,57,51,26,471,0,0,0,0,0,4,15,14,6,15,12,6,70,0,0,3,4,3,17,61,35,8,19,13,16,182,0,0
501011004,4,7,170,0,0,0,6,5,12,31,9,0,0,7,5,83,0,0,0,3,0,11,51,32,20,14,7,0,150,0,0,0,0,0,4,9,4,8,0,0,0,30,0,0,0,3,0,20,18,7,0,3,4,0,58,0,0,7,4,7,17,16,0,7,0,0,0,57,0,0,0,0,0,0,3,6,0,0,0,0,18,0,0,0,0,0,0,8,6,0,0,0,0,15,11,3,8,15,43,48,30,3,3,5,5,3,176,0,0,0,0,0,0,0,0,0,0,0,96,93,8,8,10,36,69,124,200,125,73,54,29,110,847,0,0,0,3,0,3,20,21,23,23,21,23,133,0,0,0,5,0,17,32,12,10,0,3,6,90,0,0,0,6,0,36,112,56,51,38,33,30,357,0,0,0,0,0,7,12,9,6,3,8,0,43,0,0,0,4,3,36,64,21,9,9,5,5,150,0,0
501011293,14,0,133,0,0,0,0,7,20,14,6,0,5,0,0,54,0,0,0,4,3,12,66,19,32,15,15,3,162,0,0,0,0,0,0,8,7,3,5,8,0,29,0,0,0,0,0,10,25,9,0,3,8,0,62,0,0,7,14,10,24,11,4,0,0,0,0,69,0,0,0,0,4,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,3,11,9,5,8,47,134,118,62,11,4,8,4,24,445,0,0,0,0,0,0,0,0,0,3,0,71,75,16,12,12,63,161,188,221,98,64,68,46,110,1058,0,0,0,0,0,0,15,27,21,42,39,21,161,0,0,0,0,0,6,20,6,5,4,4,10,62,0,0,0,0,0,11,74,41,47,34,23,20,247,0,0,0,0,0,0,6,5,11,3,3,4,38,0,0,0,0,4,27,55,35,11,4,7,12,152,0,0
501011294,21,4,260,0,0,0,3,7,26,41,11,4,7,9,5,114,0,0,0,0,6,30,76,56,35,21,17,4,246,0,0,0,0,0,6,18,16,4,11,4,0,53,0,0,0,0,12,30,31,29,6,0,0,4,124,0,6,6,20,22,56,32,3,0,3,3,4,161,0,0,0,3,0,10,7,3,0,0,0,0,33,0,3,0,0,4,5,0,4,0,3,0,0,25,26,8,11,105,289,220,123,28,10,12,5,36,857,0,0,0,0,3,3,0,0,0,0,0,148,159,29,12,21,136,345,394,391,209,113,108,58,199,2011,0,0,0,0,0,10,42,63,69,78,27,30,317,0,0,0,0,0,15,42,10,12,4,4,4,93,0,0,0,0,3,38,183,135,100,72,48,29,610,0,0,0,0,0,0,16,20,16,9,3,5,73,0,0,0,4,8,53,129,59,20,21,10,10,313,0,0
501021005,44,6,345,0,0,0,5,3,12,20,13,0,4,3,0,63,0,0,0,0,0,19,84,59,57,24,15,0,271,0,0,0,0,0,6,18,6,12,7,7,5,46,0,0,0,0,6,36,70,33,3,18,6,4,188,0,0,3,17,24,44,30,11,10,0,3,4,136,4,0,0,0,4,4,11,5,0,0,0,0,33,0,0,0,0,0,5,0,6,0,0,0,0,13,25,9,14,85,178,156,99,19,7,9,0,23,627,0,0,0,0,0,4,0,0,0,0,0,156,166,30,17,23,110,211,287,392,221,159,162,79,201,1887,3,0,0,0,0,0,30,62,66,111,73,36,386,0,0,0,0,0,5,25,3,9,8,4,3,61,0,0,0,3,0,20,153,148,150,103,80,42,706,0,0,0,0,0,6,16,29,18,27,13,11,108,0,0,0,4,8,60,189,120,27,55,19,27,505,0,0
501021007,6,3,119,0,0,0,0,5,12,14,3,0,0,0,0,42,0,0,0,0,0,10,37,17,12,12,5,3,106,0,0,0,0,0,0,3,12,8,0,0,0,25,0,0,0,0,0,11,18,3,0,0,3,0,44,0,0,4,6,13,11,5,9,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,14,3,0,9,38,66,49,18,3,0,0,0,5,196,0,0,0,0,0,4,0,0,0,0,0,50,55,9,0,12,56,88,103,129,76,47,43,19,78,665,0,0,0,0,3,0,12,16,11,23,19,13,98,0,0,0,0,0,6,13,4,9,4,5,0,38,0,0,0,0,0,9,40,37,20,24,17,13,165,0,0,0,0,0,0,5,11,3,6,0,4,28,0,0,0,0,0,15,34,22,9,14,8,9,105,0,0
501021008,8,5,95,0,0,0,0,0,5,8,0,0,0,0,0,21,0,0,0,0,0,8,38,33,9,4,4,7,107,0,0,0,0,0,0,4,5,0,3,0,0,16,0,0,0,3,3,12,23,14,0,0,0,10,65,0,3,6,9,13,12,9,0,0,0,0,7,43,0,0,0,0,0,6,3,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,7,7,3,3,37,82,59,11,0,0,0,0,11,216,0,0,0,0,6,0,0,0,0,0,0,55,59,7,9,4,52,95,106,138,72,35,25,17,89,644,0,0,0,0,4,0,8,19,16,14,9,9,76,0,0,0,0,0,0,12,7,0,0,0,0,17,0,0,0,0,0,7,48,27,32,10,4,17,151,0,0,0,0,0,0,16,5,0,12,0,8,39,0,0,0,0,4,23,69,22,6,4,0,10,132,0,0
501021009,20,0,112,0,0,0,0,7,5,5,4,5,0,0,0,25,0,0,0,0,0,15,25,20,24,13,14,0,112,0,0,0,0,0,0,3,3,6,8,3,0,24,0,0,0,0,0,14,24,23,8,15,13,4,105,0,0,7,5,15,28,18,3,3,4,0,4,87,0,0,0,4,0,0,4,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,11,5,9,7,76,129,91,42,15,0,0,0,25,408,0,0,0,0,4,0,3,0,0,0,0,62,75,5,15,17,91,154,166,140,91,58,88,44,103,975,0,0,0,0,0,0,10,15,7,35,29,15,113,0,0,0,0,0,0,0,8,4,4,3,0,18,0,0,0,0,0,6,52,55,64,33,41,28,276,0,0,0,0,0,0,11,4,8,9,5,8,37,0,0,0,0,3,13,53,62,12,15,15,16,199,0,0
501021010,15,0,76,0,3,0,0,0,4,7,9,3,3,0,0,27,0,0,0,6,0,11,14,9,4,5,4,0,51,0,0,0,0,3,4,4,3,0,0,0,0,16,0,0,0,0,0,8,12,10,0,5,0,0,37,0,0,0,0,7,18,3,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,12,37,23,15,0,0,0,0,4,100,0,0,0,0,0,0,3,0,0,0,0,27,35,4,6,3,20,53,69,72,42,25,34,17,41,384,0,0,0,0,0,3,5,3,5,21,18,5,64,0,0,0,0,0,5,6,6,0,0,0,0,19,0,0,0,0,0,5,18,26,32,21,13,12,136,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,9,27,14,0,8,5,4,75,0,0
