SA2_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
501011001,0,0,0,0,0,0,18,5,0,0,0,19,101,27,17,0,0,150,346,114,92,26,7,577,194,87,86,51,15,417,5,0,4,0,0,8,653,229,196,73,15,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,7,4,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,9,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,18,0,0,0,0,0,0,685,232,198,73,15,1216,5,0,0,0,0,3,22,0,0,0,0,23,99,27,11,3,0,139,344,109
501011003,4,0,0,0,0,0,19,5,0,0,0,28,105,20,14,3,0,140,409,155,138,22,10,731,465,230,368,169,42,1274,8,0,0,0,0,9,1004,398,522,196,53,2178,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,17,7,4,0,0,26,6,4,0,0,0,8,0,0,0,0,0,0,29,6,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,14,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,11,0,0,0,0,0,6,3,0,0,0,0,8,0,0,0,0,0,0,21,3,0,0,0,29,0,0,0,0,0,0,1067,415,534,199,53,2259,0,0,0,0,0,6,23,8,4,0,0,28,97,25,12,3,0,148,464,167
501011004,0,3,0,0,0,5,12,7,0,0,0,20,83,29,11,0,0,128,339,195,163,52,8,757,273,190,230,110,28,826,9,0,4,0,0,12,712,420,412,168,40,1749,0,0,0,0,0,0,8,0,0,0,0,11,14,4,3,0,0,29,21,8,5,0,0,34,0,0,0,0,0,4,0,0,0,0,0,0,44,12,7,7,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,10,0,0,0,0,0,0,770,436,423,175,40,1838,3,0,0,0,0,3,27,6,6,0,0,34,99,41,21,7,5,173,425,225
501011293,0,3,0,0,0,5,0,0,0,0,0,4,56,10,8,0,0,74,371,127,94,15,4,608,382,177,270,120,47,994,3,4,0,6,0,14,814,311,371,144,57,1697,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,28,54,14,3,0,0,72,12,3,3,0,0,18,0,0,0,0,0,3,96,23,11,4,0,128,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,14,5,5,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,28,5,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,53,0,0,0,0,0,0,984,334,384,145,57,1911,0,0,0,0,0,0,4,0,0,0,0,7,55,11,6,3,0,70,446,143
501011294,5,0,0,0,0,0,15,0,0,0,0,15,194,18,6,3,0,221,774,289,214,53,20,1350,706,428,563,277,119,2090,16,0,3,0,0,24,1706,733,787,338,142,3707,0,0,0,0,0,0,3,0,0,0,0,3,45,0,0,0,0,49,70,15,8,3,0,90,15,6,3,6,0,34,0,0,0,0,0,0,138,22,13,11,0,181,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,33,24,12,5,0,0,41,3,0,0,0,0,6,0,0,0,0,0,0,54,13,8,0,0,80,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,12,0,0,0,0,17,5,0,3,0,0,7,1920,763,811,355,143,3992,0,0,0,0,0,0,5,0,0,0,0,9,137,23,9,3,0,178,820,287
501021005,0,0,0,0,0,0,4,0,0,0,0,4,44,6,8,0,0,53,518,160,150,26,10,869,1065,641,803,385,145,3042,12,4,0,4,0,26,1642,813,968,417,158,3994,0,0,0,0,0,0,0,0,0,0,0,3,25,4,0,0,0,29,25,4,0,0,0,29,5,0,0,0,0,5,0,0,0,0,0,0,53,8,4,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,5,9,0,0,0,13,3,3,0,0,0,6,4,0,0,0,0,3,19,7,7,0,0,26,10,0,0,0,0,10,10,0,0,0,0,10,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,28,0,0,0,0,0,0,1735,830,972,418,158,4112,0,0,0,0,0,0,0,0,0,0,0,0,44,9,4,4,0,60,541,200
501021007,0,0,0,0,0,0,3,0,0,0,0,3,48,21,6,0,0,78,320,88,82,21,8,517,238,136,151,74,46,648,4,0,5,0,0,10,617,251,241,97,51,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,5,623,250,245,97,56,1269,0,0,0,0,0,0,3,0,0,0,0,4,50,11,10,7,0,76,309,109
501021008,4,4,0,0,0,3,3,0,0,0,0,10,70,23,9,4,0,105,407,182,117,25,11,744,208,112,128,55,24,527,11,0,0,0,0,13,698,322,251,85,40,1399,0,0,0,0,0,0,3,0,0,0,0,3,16,3,0,0,0,23,36,20,10,6,0,66,5,3,0,0,0,5,4,0,0,0,0,4,64,32,11,8,0,113,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,10,5,3,4,0,23,0,0,0,0,0,5,0,0,0,0,0,0,24,12,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,364,264,100,40,1549,0,0,0,0,0,0,0,0,6,0,0,5,76,15,7,4,0,96,383,186
501021009,0,0,0,0,0,0,6,4,3,0,0,12,124,42,9,4,0,173,551,241,203,67,20,1079,334,200,220,132,74,959,25,5,6,0,0,36,1036,489,437,199,95,2259,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,3,4,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,19,4,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,8,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,19,5,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,12,0,3,0,0,22,0,0,0,0,0,0,1082,501,450,195,101,2327,4,0,0,0,0,4,11,0,0,0,0,13,133,42,12,0,0,184,547,232
501021010,0,0,0,0,0,0,10,0,0,0,0,10,29,0,5,0,0,38,143,43,51,19,9,268,156,90,137,63,26,465,0,0,0,4,0,6,332,138,191,84,32,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,9,3,5,0,0,13,15,3,5,0,0,22,0,0,0,0,0,0,354,143,194,84,32,809,0,0,0,0,0,0,3,0,0,0,0,7,34,7,5,0,0,48,150,37
