SA2_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
501011001,294,128,134,279,398,453,362,203,85,2333,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,3,5,0,18,3,0,5,0,4,0,3,5,0,18,366,144,189,244,194,214,67,27,7,1459,91,59,55,77,99,90,42,21,13,555,763,335,388,623,721,775,483,255,107,4439,7,3,3,7,3,12,5,0,0,50,101,35,36,109,145,212,219,120,39,1010,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,13,9,3,0,51,0,0,0,0,0,0,0,0,0,0,149,50,60,96,125,88,102,47,11,723,0,0,0,0,0,0,3,0,0,8,0,0,0,5,0,3,0,0,0,12,0,0,0,0,4,5,4,0,0,22
501011003,947,378,410,800,751,720,545,199,55,4797,4,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,4,7,10,3,0,0,0,0,37,13,4,10,10,3,0,0,0,0,44,727,281,439,483,334,286,103,39,7,2694,179,77,110,128,86,95,37,9,7,724,1880,754,992,1443,1198,1111,691,246,65,8384,18,8,27,27,20,15,14,0,0,128,274,117,78,238,336,344,400,162,37,1993,0,0,0,0,0,0,0,0,0,0,8,7,8,14,10,18,21,0,3,77,5,0,0,3,0,0,0,0,0,8,459,142,172,283,266,213,170,59,13,1781,0,0,0,3,0,0,6,0,0,19,6,0,0,4,3,7,0,0,0,25,15,0,4,12,3,8,0,4,0,44
501011004,630,265,352,573,517,413,216,143,70,3174,5,0,5,5,3,0,0,0,0,24,15,5,8,11,5,0,0,0,0,42,3,0,0,6,4,0,0,0,0,11,0,6,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,7,8,3,5,0,0,0,25,0,3,7,8,11,5,0,0,0,29,819,338,524,515,352,218,92,42,9,2911,219,99,168,171,136,91,25,18,4,945,1706,733,1123,1333,1049,761,336,207,84,7324,26,18,20,34,26,31,5,0,0,169,129,74,70,144,158,198,142,77,46,1046,0,0,0,0,0,0,0,0,0,0,15,3,21,11,10,19,16,8,0,104,0,0,0,0,0,0,0,0,0,0,251,131,145,221,170,160,72,30,16,1194,3,0,0,0,4,0,0,0,0,10,0,0,0,3,3,3,3,0,0,17,25,12,21,15,15,9,3,3,0,90
501011293,722,396,321,518,636,653,537,357,101,4240,5,0,4,0,0,3,0,0,0,9,10,3,4,3,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,3,0,0,0,16,3,3,3,0,6,3,0,0,0,23,519,284,260,277,206,191,87,43,10,1877,145,87,73,85,95,80,47,24,10,651,1412,783,675,907,951,939,669,434,114,6898,3,7,11,8,8,11,7,0,0,63,270,160,80,197,306,332,375,206,63,1982,0,0,0,0,0,0,0,0,0,0,23,16,11,20,25,12,21,11,0,146,0,0,0,0,0,0,0,0,0,0,312,125,117,194,217,176,177,66,21,1410,0,3,4,0,3,8,11,5,0,34,0,0,3,5,3,0,0,0,0,11,20,9,9,11,12,6,7,0,0,65
501011294,1564,809,700,1210,1318,1218,999,803,281,8902,5,4,5,3,4,0,0,0,0,21,13,14,9,4,0,6,4,0,0,60,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,3,0,3,0,0,0,0,7,4,8,14,12,4,4,4,0,0,51,16,5,14,13,3,4,4,0,0,63,1271,660,681,614,495,342,186,77,34,4361,345,171,172,194,147,145,104,100,90,1468,3244,1683,1610,2060,1995,1728,1292,979,404,15004,29,35,28,46,41,21,14,5,0,209,423,217,168,336,500,570,715,420,214,3557,0,0,0,0,0,0,0,0,0,0,73,46,21,43,41,43,39,25,13,345,0,0,0,0,0,0,0,0,0,0,611,318,271,385,429,390,311,180,75,2976,31,14,4,14,21,15,13,12,5,133,4,0,0,4,3,9,0,0,0,25,17,9,10,13,19,23,15,11,0,116
501021005,1892,996,949,1335,1560,1236,680,292,80,9030,3,0,6,4,0,0,0,0,0,12,3,3,0,6,3,3,0,0,0,19,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,6,8,9,4,0,0,43,6,3,4,6,8,10,4,0,0,45,1354,632,719,623,444,323,120,60,7,4284,336,184,214,216,180,141,70,30,8,1380,3605,1826,1912,2202,2214,1719,876,389,98,14843,20,13,25,19,18,18,6,3,0,112,484,284,249,397,520,548,452,201,59,3195,0,0,0,0,0,0,0,0,0,0,70,29,27,51,47,39,35,14,3,316,0,0,0,0,0,0,0,0,0,0,871,396,422,517,524,443,269,108,33,3583,3,0,3,3,4,11,9,0,0,39,11,5,5,4,4,0,3,0,0,42,28,18,31,18,25,21,14,9,0,158
501021007,460,231,203,336,473,453,310,112,20,2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,5,0,3,0,0,22,3,0,7,4,5,0,3,0,0,22,425,194,181,236,187,141,51,13,6,1438,198,48,79,95,74,73,28,16,3,611,1084,470,470,671,745,673,399,142,29,4691,8,3,6,4,10,5,5,0,0,39,156,79,61,127,190,206,201,81,17,1109,0,0,0,0,0,0,0,0,0,0,14,9,6,5,5,6,9,0,0,57,0,0,0,0,0,0,0,4,0,4,183,102,77,115,158,110,91,28,14,866,0,0,0,0,3,0,6,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,6,0,0,12
501021008,513,422,394,424,599,502,344,258,118,3576,5,3,7,5,7,0,0,0,0,27,0,3,0,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,3,8,9,0,0,0,0,0,28,4,3,14,9,0,0,0,0,0,33,401,359,347,230,166,95,42,34,11,1689,161,198,245,210,146,82,48,36,10,1136,1087,1005,1022,897,923,691,436,327,132,6522,14,3,17,16,5,13,3,0,0,71,102,106,60,119,178,206,194,120,65,1154,0,0,0,0,0,0,0,0,0,0,29,20,13,16,12,15,15,6,0,122,0,0,0,0,0,0,0,0,0,0,210,146,151,158,186,163,110,70,40,1243,7,0,0,4,8,6,3,5,4,38,0,0,0,5,0,4,9,0,0,13,9,11,7,14,11,8,6,0,4,64
501021009,788,538,473,710,899,899,517,313,115,5249,0,0,4,0,0,0,0,0,0,6,3,0,4,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,7,4,0,0,33,0,0,8,7,4,13,4,0,0,33,772,463,416,406,306,218,100,39,20,2740,196,132,162,149,164,124,48,49,10,1035,1767,1142,1083,1285,1378,1254,670,406,144,9127,9,3,12,4,8,3,0,0,0,50,200,158,117,155,289,314,308,121,24,1685,0,0,0,0,0,0,0,0,0,0,19,8,14,10,15,31,18,7,3,136,0,0,0,0,0,0,0,0,0,0,341,213,201,207,275,281,197,100,37,1855,3,4,4,4,8,18,11,4,3,62,0,0,0,0,0,0,0,0,0,8,10,0,0,4,3,14,3,4,3,48
501021010,389,188,137,315,338,270,170,60,16,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,258,102,105,122,103,94,18,8,0,811,67,34,30,42,42,33,11,7,5,258,719,327,275,480,490,399,200,78,22,2984,0,0,0,3,0,3,0,0,0,11,90,60,27,76,138,151,98,48,9,701,0,0,0,0,0,0,0,0,0,0,7,6,0,7,6,5,3,0,0,36,0,0,0,0,0,0,0,0,0,0,198,114,67,107,142,94,58,33,10,819,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5
501021011,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,1164,703,695,901,913,799,581,380,154,6293,0,0,0,0,0,0,0,0,0,7,30,11,19,13,14,3,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,5,8,0,0,0,24,3,3,5,6,5,8,0,0,0,24,881,502,549,362,296,169,66,35,9,2880,196,134,127,116,128,88,49,20,18,869,2289,1361,1414,1418,1373,1070,697,440,180,10241,24,5,25,20,16,7,0,3,0,106,215,182,161,238,345,374,336,251,105,2205,0,0,0,0,0,0,0,0,0,0,71,27,23,38,31,37,37,14,8,285,0,0,0,0,0,0,0,0,0,0,534,275,328,308,314,237,186,103,42,2327,7,5,0,8,3,7,6,9,0,39,3,0,4,4,0,0,0,5,3,24,11,4,13,11,8,11,8,4,3,79
501021014,945,538,406,746,801,768,601,274,89,5177,0,3,0,0,0,0,0,0,0,6,0,0,0,8,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,7,4,3,0,0,33,0,6,9,5,7,4,3,0,0,33,550,341,301,314,262,190,108,32,5,2101,230,135,129,134,155,108,67,42,9,1007,1740,1025,856,1224,1236,1073,788,354,102,8393,7,0,17,0,8,9,6,0,0,51,172,148,84,185,306,296,260,150,40,1637,0,0,0,0,0,0,0,0,0,0,17,7,15,15,23,21,12,9,0,120,0,0,0,0,0,0,0,0,0,0,535,300,261,329,355,284,239,131,35,2467,4,0,3,4,5,10,12,12,0,54,4,0,4,0,4,3,3,0,0,20,7,0,3,3,4,3,13,3,0,40
501021015,678,483,446,514,680,590,469,325,88,4283,4,0,8,0,5,0,0,0,0,18,6,9,8,3,5,0,0,0,0,34,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,9,4,10,9,3,3,0,0,0,0,26,4,9,10,3,3,0,0,0,0,39,446,372,384,206,181,102,40,13,8,1757,165,101,96,104,77,79,30,12,13,679,1322,981,968,868,968,786,536,356,105,6893,21,11,17,25,17,9,8,0,0,107,105,91,82,109,181,214,200,137,47,1167,0,0,0,0,0,0,0,0,0,0,23,13,16,9,18,16,12,10,0,111,0,0,0,0,0,0,0,0,0,0,289,155,196,195,222,249,158,105,43,1619,4,0,0,3,4,0,6,7,0,29,8,4,4,11,14,14,6,8,9,67,7,0,3,3,6,9,13,5,0,41
501021016,436,211,202,304,353,390,251,131,52,2329,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,3,0,0,0,0,20,9,0,4,0,3,3,0,0,0,19,222,150,110,107,126,80,60,29,0,890,61,57,24,39,56,34,31,15,3,314,739,416,348,457,548,506,345,169,58,3586,3,4,3,7,9,6,0,0,0,34,90,55,34,85,139,154,122,73,30,780,0,0,0,0,0,0,0,0,0,0,13,0,4,10,10,5,7,0,0,50,0,0,0,0,0,0,0,0,0,0,225,126,102,103,156,153,110,66,16,1057,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,17
