SA2_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
501011001,0,0,4,34,17,3,0,0,0,59,8,11,4,0,4,3,35,514,807,265,275,111,25,1999,530,912,311,334,116,37,2237,37,5,7,0,0,0,53,18,0,0,0,0,0,16,51,10,7,0,0,0,70,12,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,13,30,20,0,0,0,0,51,8,0,0,0,0,0,8,0,0,0,0,0,0,3,32,23,0,4,0,0,58,5,3,0,0,0,0,18,635,949,318,335,123,34,2399
501011003,0,0,7,43,35,0,0,0,0,84,6,5,0,6,0,0,21,632,1329,545,642,236,72,3460,667,1463,563,644,258,82,3674,52,57,29,36,9,0,182,19,29,13,15,6,0,78,72,83,43,48,6,0,257,10,13,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,0,0,0,0,26,52,16,4,3,0,0,75,0,0,0,0,0,0,9,0,0,0,0,0,0,0,52,20,4,4,0,0,81,5,3,0,0,0,0,12,800,1582,612,700,271,83,4055
501011004,0,0,3,17,13,6,3,0,0,47,3,3,6,4,0,0,20,665,1021,569,518,213,61,3048,643,1092,585,590,226,62,3201,80,32,12,8,0,0,129,38,30,11,6,4,0,86,117,57,17,13,4,0,207,10,8,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,12,4,0,0,0,27,10,3,3,14,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,14,0,0,30,4,10,0,5,0,0,22,784,1177,609,620,229,66,3487
501011293,0,0,3,57,41,0,3,0,0,105,5,3,0,0,0,0,12,763,1222,438,439,205,77,3142,714,1365,470,437,190,65,3236,140,59,16,10,3,0,221,15,17,0,3,3,0,36,155,73,17,11,3,0,256,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,10,4,5,0,0,0,23,51,29,0,0,0,0,87,0,0,0,0,0,0,0,3,0,0,0,0,0,6,54,39,0,0,0,0,94,0,3,0,0,0,0,3,939,1479,488,443,191,67,3616
501011294,0,0,3,111,126,10,0,0,0,255,3,7,3,0,5,0,21,1541,2400,933,922,390,154,6335,1435,2371,914,998,404,173,6297,452,258,39,13,5,0,767,38,40,8,0,0,0,93,492,297,51,18,6,0,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,17,0,0,0,0,0,0,0,5,5,0,3,0,0,14,14,10,0,3,0,0,31,53,21,0,5,0,4,82,0,0,3,0,0,0,5,0,3,0,0,0,0,8,53,28,0,0,4,0,95,8,9,5,3,0,0,17,1991,2716,970,1026,409,172,7292
501021005,0,0,0,51,15,6,4,0,0,70,3,8,0,0,0,0,15,1015,2086,983,1143,466,200,5887,987,2298,1061,1197,499,237,6275,143,81,11,4,0,0,245,0,0,0,0,0,0,6,142,81,12,4,3,0,246,26,10,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,3,0,0,0,43,62,23,0,0,0,0,87,7,0,0,0,0,0,12,0,0,0,0,0,0,0,68,24,0,0,0,0,97,8,0,5,0,0,0,10,1235,2408,1080,1211,503,237,6668
501021007,0,0,5,0,3,0,0,0,0,4,5,4,0,0,0,0,8,356,777,277,259,125,47,1840,365,795,281,277,136,51,1902,43,23,3,4,0,0,79,0,0,0,0,0,0,3,43,21,8,4,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,414,821,289,282,135,51,1990
501021008,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,806,911,373,281,95,54,2526,686,814,312,259,99,50,2217,284,104,37,20,3,5,447,8,0,0,0,0,0,6,292,103,37,20,3,5,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,982,919,347,279,99,57,2677
501021009,0,0,6,10,9,5,0,0,0,22,9,4,0,0,0,0,12,941,1149,475,421,214,70,3271,919,1164,410,406,187,78,3165,69,25,8,0,0,0,108,0,0,0,0,0,0,0,69,25,8,0,0,0,108,70,22,7,4,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,22,7,4,0,0,104,3,4,6,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,6,4,0,0,17,10,0,3,0,0,0,16,1067,1223,434,415,188,82,3404
501021010,0,0,0,14,14,0,0,0,0,32,6,3,0,0,0,0,7,193,423,146,189,85,43,1077,211,461,164,184,74,30,1125,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,16,0,0,0,0,56,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37,16,0,0,0,0,58,0,0,0,0,0,0,0,251,477,171,190,83,30,1192
