SA2_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,5,8,32,58,5,5,0,6,117,0,0,0,0,5,5,27,57,15,0,0,7,118,0,0,0,0,0,0,20,35,11,0,0,0,71,0,0,0,0,3,3,15,47,12,0,0,6,76,0,0,0,0,0,0,9,25,14,6,0,9,61,0,0,0,0,3,3,14,49,5,0,0,5,86,0,0,5,0,0,0,0,0,0,0,0,4,12,0,5,21,18,44,55,264,393,74,16,3,47,939
501021014,3,6,8,20,32,3,4,0,0,5,88,0,0,5,0,4,21,27,23,3,0,0,8,93,0,0,0,0,5,10,11,15,3,0,0,0,46,0,0,0,0,0,4,18,11,0,0,0,3,40,0,0,3,0,0,0,5,12,3,5,0,0,41,0,0,5,3,6,7,26,16,0,0,0,7,71,0,0,3,0,4,0,0,0,0,0,0,5,22,0,5,63,72,90,148,231,140,13,9,3,44,823
501021015,5,0,3,10,61,34,12,0,0,0,127,0,0,4,0,3,6,25,37,0,0,3,0,80,0,0,0,0,0,4,9,14,0,0,0,0,33,0,0,0,3,0,0,9,16,7,0,0,3,38,0,0,0,0,0,0,3,8,0,0,3,0,27,0,0,0,0,4,9,24,15,0,0,0,6,53,0,0,0,3,0,8,0,0,0,0,0,4,14,3,9,54,55,43,133,288,215,21,3,8,33,862
501021016,0,0,5,5,12,6,0,0,0,0,29,0,0,0,0,0,4,13,4,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,3,3,0,4,0,0,0,5,23,0,0,0,0,0,6,6,5,3,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,7,11,6,0,14,20,33,63,76,30,4,3,0,26,284
501021251,0,4,4,8,21,60,5,0,0,0,100,0,0,0,0,0,0,16,73,7,7,6,4,106,0,0,0,0,0,0,6,41,7,0,0,3,64,0,0,0,0,0,0,12,52,16,0,0,4,87,0,0,0,0,6,3,6,23,17,0,0,0,51,0,0,0,4,0,9,12,39,8,0,0,3,75,0,0,0,4,0,0,0,0,0,0,0,6,8,0,4,60,83,35,50,145,428,72,11,3,40,940
501021252,0,0,3,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,4,13,15,0,0,5,62
501021253,0,8,5,32,93,74,16,0,0,8,242,0,0,0,6,8,23,69,66,17,7,4,9,190,0,0,0,0,4,9,29,33,20,0,0,5,94,0,0,0,0,0,4,19,45,12,5,5,0,105,0,0,0,4,0,3,11,18,24,19,11,4,95,0,3,0,6,0,7,23,30,16,4,6,0,93,0,0,5,8,5,4,4,0,0,0,0,5,38,0,13,59,131,100,237,571,431,117,39,29,64,1796
501021254,3,6,5,16,27,12,0,0,0,0,77,0,0,0,7,3,8,15,12,4,0,0,0,47,0,0,0,0,6,3,11,4,0,0,0,0,25,0,0,0,0,0,3,5,12,0,0,0,0,28,0,0,0,0,0,3,3,3,4,0,0,0,11,0,0,0,0,4,6,24,8,0,0,0,3,46,0,0,4,0,0,0,0,0,0,0,0,6,14,14,13,108,83,83,163,228,87,10,0,0,30,823
501031017,5,8,0,6,11,15,0,0,0,7,61,0,0,0,0,5,6,14,7,3,0,0,4,47,0,0,0,0,5,3,0,8,0,0,0,0,15,0,0,0,0,0,0,9,6,0,0,0,0,18,3,0,0,0,0,3,3,5,0,0,0,0,19,0,0,0,0,0,0,3,11,0,0,0,3,26,0,0,0,0,3,0,0,0,0,0,0,4,12,22,6,35,57,47,70,115,71,8,0,0,37,476
501031018,0,0,0,0,12,10,0,0,0,0,30,0,0,0,4,5,3,6,13,0,0,0,4,40,0,0,0,0,0,0,9,9,3,0,0,0,20,0,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,3,0,4,0,0,0,11,0,0,4,0,0,0,4,8,6,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,0,8,5,3,26,35,29,49,95,63,7,0,8,29,357
501031019,0,4,8,14,25,13,5,0,0,0,77,0,0,0,0,3,8,13,6,0,0,0,0,40,0,0,3,0,0,4,6,10,0,0,0,0,21,0,0,0,0,4,7,9,0,0,0,0,4,21,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,5,10,7,0,0,0,0,32,0,0,3,5,0,0,0,0,0,0,0,4,16,19,9,81,120,76,109,146,72,9,0,0,29,672
501031020,4,4,3,0,18,5,3,0,0,3,43,0,0,0,3,4,9,6,3,0,0,0,8,32,0,0,0,0,0,0,3,3,0,0,0,3,14,0,0,0,0,0,3,0,3,0,0,0,7,16,0,0,0,0,0,5,0,0,0,0,10,5,20,0,0,0,0,4,4,5,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,5,16,3,28,65,37,57,83,20,6,3,18,40,376
502011021,0,3,5,0,15,17,0,0,0,0,40,0,0,0,0,0,0,4,16,0,5,0,0,33,0,0,0,0,0,0,0,11,7,0,4,0,20,0,0,0,0,0,4,0,9,3,0,0,0,19,0,0,0,0,0,0,4,12,7,3,0,0,33,0,0,0,0,0,3,7,16,16,0,0,4,50,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,13,33,20,37,107,148,61,8,7,18,458
502011022,0,3,5,7,19,30,13,0,0,0,77,0,0,0,0,3,3,30,23,8,0,0,3,79,0,0,0,0,0,0,14,14,10,0,5,0,39,0,0,0,0,0,0,15,22,10,5,4,4,50,0,0,0,0,0,0,4,9,14,5,0,0,35,0,0,0,4,0,3,32,31,12,0,0,5,86,0,0,0,0,0,0,3,0,0,0,0,4,10,5,4,16,42,43,99,289,208,83,15,10,30,846
502011023,0,4,5,15,40,16,0,0,0,3,88,0,0,4,0,0,16,30,23,0,0,0,9,73,0,0,0,0,0,3,22,8,0,0,0,0,35,0,0,0,0,0,0,13,11,0,0,0,0,25,0,0,0,0,0,5,9,0,0,0,0,0,10,0,0,4,3,0,8,27,19,0,0,5,8,72,0,0,0,0,0,3,0,0,0,0,0,6,15,11,14,60,60,58,177,381,145,3,0,3,49,963
502011024,0,5,0,11,37,73,18,6,5,0,149,0,0,0,0,0,5,44,75,18,5,3,5,148,0,0,0,0,0,7,21,32,13,0,3,0,73,0,0,0,0,0,4,12,39,24,7,3,7,99,0,0,0,0,0,0,10,29,23,9,6,3,78,0,0,0,5,6,6,24,67,28,11,5,5,155,0,0,0,9,4,0,3,4,0,0,0,8,26,3,0,29,81,51,130,443,574,163,36,23,58,1579
502011025,3,3,13,56,77,36,10,0,0,7,204,0,0,0,0,5,22,68,30,12,5,3,6,156,0,0,0,0,0,14,16,11,0,0,0,0,48,0,0,0,0,0,4,21,12,10,7,0,3,56,0,0,0,4,0,5,17,15,11,6,4,0,66,0,0,0,7,7,15,38,23,17,8,6,9,131,4,0,13,8,5,5,9,3,0,0,0,19,64,21,19,139,214,185,541,707,276,81,36,16,87,2320
502011026,0,0,5,4,27,16,3,0,4,0,55,0,0,0,0,0,3,13,23,4,7,4,0,56,0,0,0,0,0,0,6,20,9,0,0,0,37,0,0,0,0,0,0,12,9,0,0,0,0,29,0,0,0,0,0,0,0,11,5,0,0,0,20,0,0,0,0,0,3,20,19,6,0,0,6,56,0,0,0,4,0,0,0,0,0,0,0,4,6,4,0,5,28,36,53,185,141,36,0,9,17,514
502011027,0,6,0,10,49,95,24,0,0,4,186,0,0,0,4,0,7,34,88,27,3,0,5,164,0,0,0,0,0,6,11,51,19,3,0,0,86,0,0,5,0,6,0,29,72,16,8,0,0,126,0,0,0,0,0,3,4,37,15,0,3,5,70,3,0,0,5,0,0,17,76,28,0,3,4,143,0,0,7,0,0,5,4,6,0,0,0,5,20,3,4,49,55,40,106,369,687,148,28,8,42,1548
502011028,0,7,4,19,55,42,5,0,0,0,135,0,0,0,5,0,9,32,27,8,0,3,0,88,0,0,0,0,0,4,9,12,0,0,0,0,31,0,0,0,0,0,3,10,16,4,3,0,0,41,0,0,0,0,0,4,5,14,9,3,0,0,39,0,0,3,6,5,13,29,31,7,0,0,4,96,0,0,4,5,0,4,5,0,0,0,0,11,41,8,7,99,133,101,266,372,273,43,22,13,50,1398
502011029,0,0,5,8,21,17,9,0,4,5,64,0,0,0,0,0,6,22,16,5,0,0,0,54,0,0,0,0,0,0,11,12,0,0,0,0,24,0,0,4,0,0,0,7,14,3,0,0,0,34,0,0,0,0,3,4,4,4,4,0,0,0,19,0,0,3,0,3,4,12,22,3,0,0,6,56,0,0,3,0,0,4,4,4,0,0,0,4,21,11,7,44,54,61,105,207,144,25,10,6,34,705
503011030,0,0,0,0,0,0,4,3,9,0,20,0,0,0,0,0,0,0,0,0,0,16,0,28,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,3,3,23,0,34,0,0,0,0,0,0,0,0,8,10,78,0,95,0,0,0,0,0,0,3,0,0,6,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,10,25,34,161,10,247
503011031,0,6,0,10,22,38,29,19,11,7,129,0,0,3,0,0,3,19,29,32,15,21,0,123,0,0,0,0,0,4,4,13,16,15,20,0,77,0,0,0,0,0,4,7,22,24,23,29,0,115,0,0,0,0,0,0,4,20,25,27,123,6,210,0,0,0,0,0,0,0,17,14,22,23,0,78,0,0,0,0,0,0,0,3,0,0,4,0,14,13,8,46,25,26,56,139,252,228,165,275,39,1261
503011032,0,0,0,4,14,17,12,4,6,0,64,0,0,0,0,0,3,9,15,17,14,21,4,82,0,0,0,0,0,0,3,10,14,4,12,5,41,0,0,0,0,0,0,0,14,26,15,37,7,100,0,0,0,0,0,0,7,11,27,24,186,5,263,0,0,0,0,0,0,5,4,13,12,24,7,63,0,0,0,0,0,0,0,0,0,0,8,0,15,0,0,0,7,16,12,62,116,142,86,322,22,796
503011033,0,0,0,0,0,4,13,4,8,0,31,0,0,0,0,0,0,0,5,8,8,14,0,39,0,0,0,0,0,0,3,0,7,8,6,0,24,0,0,0,0,0,0,3,6,8,13,10,0,50,0,0,3,0,0,0,0,5,11,12,83,0,121,0,0,0,0,0,0,0,0,11,9,13,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,19,31,71,62,145,14,354
503011034,0,4,7,23,36,23,8,6,16,5,127,0,0,0,5,0,17,26,29,14,5,15,7,119,0,0,0,0,0,0,9,13,4,4,6,0,45,0,0,0,0,3,10,10,15,19,6,20,0,76,0,0,0,0,0,3,3,4,21,15,108,3,159,0,0,0,3,0,4,17,10,8,3,21,5,76,0,0,8,0,0,9,0,0,0,0,0,4,21,12,13,92,52,86,217,247,168,120,41,211,45,1312
503011035,6,0,0,8,24,67,35,20,25,8,200,0,0,0,4,0,6,29,53,36,24,30,3,192,0,0,0,0,0,0,16,24,21,11,17,0,94,0,0,0,0,4,0,5,27,39,18,60,0,158,0,0,4,0,0,3,3,25,30,38,254,6,373,0,0,0,3,0,4,4,24,14,11,62,11,128,0,0,0,0,0,0,0,0,4,0,5,0,11,3,0,24,50,21,126,272,416,277,178,512,48,1929
503011036,0,0,0,0,4,0,6,4,10,0,33,0,0,0,0,0,21,0,4,13,6,16,3,63,0,0,0,0,0,13,8,4,12,0,10,0,43,0,0,0,0,0,31,12,5,11,4,26,0,81,0,0,0,0,0,6,9,3,7,13,136,7,181,0,0,0,0,3,11,15,3,3,7,19,0,62,0,0,3,0,0,0,0,0,0,0,0,3,6,3,6,60,35,12,99,57,41,55,48,232,28,684
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
503021038,0,0,3,8,29,83,37,12,4,7,172,0,0,0,5,4,7,21,72,51,25,13,4,196,0,0,0,0,0,4,3,59,43,12,11,9,132,0,0,6,0,4,0,7,69,71,30,18,0,200,0,0,0,0,0,0,4,43,59,50,87,3,247,0,0,3,0,0,0,5,25,33,11,9,0,92,0,0,0,0,0,3,0,0,0,0,0,7,12,5,9,56,31,29,60,122,486,336,154,154,32,1475
503021039,4,5,7,46,92,104,35,9,5,3,312,0,0,0,0,8,24,60,112,50,22,21,3,310,0,0,0,0,0,14,30,40,36,18,7,0,146,0,0,0,5,6,10,26,46,47,33,23,4,195,0,0,0,0,3,5,11,26,49,52,81,4,240,0,0,0,0,3,4,17,30,26,25,14,3,130,0,0,0,7,0,0,0,0,0,0,3,10,17,9,9,92,127,116,326,580,571,306,182,170,51,2554
503021040,0,0,3,13,17,59,28,12,9,3,134,0,0,0,3,3,12,24,66,54,18,7,3,178,0,0,0,5,3,0,13,37,37,10,5,0,107,0,0,3,3,0,0,3,34,55,21,27,0,135,0,0,0,0,3,0,0,25,43,21,55,0,161,0,0,0,0,0,0,9,24,21,19,12,5,86,0,0,4,3,0,0,0,0,3,0,0,5,19,8,16,59,47,41,95,144,352,288,111,114,26,1297
503021042,0,0,5,32,58,113,58,24,33,10,347,0,0,4,8,0,15,40,111,79,57,37,0,347,0,0,0,0,0,7,15,42,39,25,26,3,160,0,0,0,0,5,9,26,57,93,53,59,3,309,4,0,0,0,0,7,11,46,95,108,249,7,523,0,0,3,3,0,6,10,21,38,40,31,4,147,0,0,9,3,0,6,3,0,4,0,7,15,40,30,44,200,77,67,252,375,615,525,342,490,77,3100
503021043,3,8,20,137,145,61,36,9,13,3,446,0,0,0,13,26,132,94,90,44,23,13,9,436,0,0,0,3,9,37,46,44,36,14,13,3,212,0,0,3,0,3,32,50,62,47,27,43,10,276,0,0,0,0,3,13,15,46,49,62,136,6,319,0,0,6,4,10,21,28,28,19,13,31,3,159,0,0,3,3,3,3,0,0,0,0,0,5,33,8,18,117,117,216,774,732,488,276,176,278,72,3259
503021295,0,4,17,18,61,195,91,34,28,12,470,0,0,3,3,4,26,66,196,132,43,36,3,521,0,0,0,0,0,4,25,62,56,26,14,0,194,0,0,0,0,7,3,20,112,100,52,60,9,362,0,0,0,4,4,6,16,93,88,96,181,9,490,0,0,3,5,0,0,14,54,59,26,20,7,200,0,6,11,9,0,6,0,3,5,3,7,6,47,12,11,121,119,78,210,411,1049,671,330,401,91,3514
503021296,5,8,13,35,95,187,68,15,12,6,442,0,0,3,8,9,23,54,187,97,30,12,3,420,0,0,0,3,0,5,23,70,74,20,7,4,210,0,0,0,6,0,5,26,101,114,43,19,3,324,0,0,0,3,8,0,19,63,83,49,47,0,267,0,0,0,3,5,5,13,61,68,18,12,16,207,3,0,4,0,0,4,3,9,0,0,0,6,42,12,12,127,127,97,259,509,1001,621,215,116,86,3195
503021297,0,4,7,18,79,268,100,22,15,12,526,0,0,0,0,7,23,61,272,154,52,37,19,619,0,0,0,0,4,5,10,81,70,17,12,0,211,0,0,0,0,0,5,23,133,146,55,28,8,394,0,0,0,0,3,4,19,103,161,82,122,11,505,0,0,0,0,4,10,12,58,56,26,21,11,197,3,0,0,6,0,0,3,5,7,3,15,19,54,22,23,115,75,67,169,440,1333,895,307,282,128,3858
504011044,4,4,3,9,64,91,18,4,0,5,204,0,0,3,4,0,6,49,87,28,5,3,3,196,0,0,0,0,4,4,18,48,16,3,3,0,104,0,0,0,4,4,7,20,47,22,10,7,4,108,0,0,0,5,0,0,6,22,19,8,5,6,67,0,0,3,4,3,4,20,39,20,0,0,3,104,0,0,8,4,0,5,6,3,0,0,0,9,28,16,13,156,92,69,139,429,554,138,34,21,72,1735
504011045,3,5,8,30,70,140,34,9,4,6,312,0,0,0,8,7,17,50,153,56,18,3,7,311,0,0,0,7,0,5,14,72,49,5,3,0,159,0,0,0,0,3,5,34,85,68,25,9,3,231,0,0,4,0,0,5,16,41,65,34,21,3,196,0,0,5,8,8,6,38,68,45,14,13,11,212,0,4,7,5,0,4,4,0,3,0,0,16,37,24,39,187,137,106,251,532,834,383,116,55,94,2747
504011046,5,4,29,95,119,107,31,5,4,10,404,0,0,0,6,13,56,90,139,47,9,10,4,373,0,0,0,3,9,12,27,69,32,7,4,0,159,0,0,0,4,8,17,36,74,43,18,9,0,212,0,5,0,0,0,10,14,30,50,24,15,3,158,0,0,8,3,3,16,33,48,25,14,5,10,162,0,0,0,6,5,4,4,3,4,0,0,4,37,15,31,202,144,281,589,730,685,288,72,53,67,3166
504011047,0,4,7,24,93,159,33,6,0,7,335,0,0,6,5,7,16,51,177,57,9,0,10,334,0,0,0,0,4,3,21,80,40,6,0,3,165,0,0,0,8,0,4,33,81,45,13,4,3,181,0,0,0,3,0,0,12,34,35,5,0,5,99,0,0,0,0,3,8,35,65,49,12,0,16,189,0,0,0,0,0,0,4,10,0,0,0,11,26,9,10,48,63,70,163,587,982,350,48,21,99,2457
504011048,0,0,4,0,17,29,15,3,0,5,73,0,0,0,0,0,4,13,20,9,0,0,0,44,0,0,0,0,0,0,4,7,10,3,0,0,31,0,0,0,0,0,0,5,9,9,0,0,0,31,0,0,0,0,0,0,0,3,12,3,5,0,21,0,0,0,0,0,0,9,10,13,4,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,13,15,15,42,143,132,104,16,9,18,497
