POA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6361,40,41,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,5,3,0,6,14,7,23,52,48,101
POA6363,43,41,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6,3,0,0,46,39,86
POA6365,230,207,435,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,4,12,21,0,0,0,0,0,0,0,0,0,0,0,0,11,11,16,0,0,0,0,0,0,16,27,41,31,26,50,278,252,529
POA6367,132,131,260,10,8,11,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20,3,0,8,0,0,0,15,20,39,17,16,32,165,165,330
POA6368,38,34,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,46,42,86
POA6369,243,229,466,15,15,25,0,0,3,0,0,0,3,5,10,3,7,7,7,12,17,0,0,0,0,0,0,0,0,0,0,0,0,18,23,43,0,0,4,0,0,0,35,31,69,74,44,122,343,311,653
POA6370,180,165,352,5,11,17,0,5,3,0,5,5,0,0,0,0,0,0,10,8,15,0,0,0,0,0,0,0,0,0,0,0,0,11,13,17,0,0,0,0,0,0,17,21,36,41,34,69,233,219,455
POA6372,43,34,78,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,9,12,0,0,0,0,0,0,0,0,0,0,0,0,5,9,12,0,0,0,0,0,0,8,5,12,7,8,14,59,50,105
POA6373,40,36,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,40,36,79
POA6375,338,339,671,38,37,71,0,0,0,0,0,0,0,0,0,0,0,0,25,21,53,0,0,0,0,0,0,0,0,0,0,0,0,25,21,53,0,0,0,0,0,0,66,62,132,28,36,70,435,437,869
POA6383,292,319,602,7,18,27,0,0,0,0,0,0,0,0,0,0,0,0,17,27,46,0,0,0,0,0,0,0,0,0,0,0,0,17,27,47,0,0,0,0,0,0,23,54,81,125,124,245,438,488,924
POA6384,11,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,12,10,25
POA6385,10,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20
POA6386,28,26,53,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,3,11,23,25,51,52,58,109
POA6390,619,572,1193,54,51,107,6,0,8,0,0,0,5,5,4,4,0,4,75,86,161,0,0,0,0,0,0,0,0,0,0,0,0,90,89,183,8,6,11,7,5,10,150,152,304,86,74,160,854,803,1651
POA6391,425,382,805,19,19,31,0,0,4,0,0,0,0,0,0,0,0,0,26,40,63,0,0,0,0,0,0,0,0,0,0,0,0,33,43,69,0,0,0,0,0,0,48,59,103,59,66,125,531,502,1031
POA6392,178,155,337,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,9,12,16,0,0,0,0,0,0,0,0,0,0,0,0,9,11,21,0,0,0,0,0,0,13,16,31,28,34,67,222,209,427
POA6393,50,41,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,9,26,64,50,119
POA6394,209,176,388,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,10,12,26,0,0,0,0,0,0,21,19,40,27,23,48,258,214,472
POA6395,621,593,1214,41,32,76,0,0,0,0,0,0,4,0,3,0,0,0,34,49,81,0,0,0,0,0,0,0,0,0,0,0,0,35,51,88,10,0,8,0,0,0,87,87,174,67,63,133,777,748,1522
POA6396,154,110,269,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,15,20,35,0,0,0,0,0,0,0,0,0,0,0,0,17,20,38,0,0,0,0,0,0,22,26,49,17,17,33,198,156,348
POA6397,42,30,67,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,8,4,11,4,6,12,54,40,92
POA6398,231,208,442,11,13,24,0,0,0,0,0,4,0,0,0,0,0,0,17,26,42,0,0,0,0,0,3,0,0,0,0,0,0,22,30,48,0,0,0,0,0,4,30,46,77,19,9,31,282,262,549
POA6401,2931,3102,6028,207,218,424,4,8,4,8,3,15,9,13,21,3,10,11,228,262,489,0,0,0,0,3,3,0,0,0,0,0,0,255,288,544,18,22,35,4,8,8,481,534,1017,748,412,1164,4158,4052,8206
POA6403,69,66,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,6,5,11,7,8,14,80,83,158
POA6405,137,140,275,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,4,14,26,17,14,32,163,169,329
POA6407,388,346,736,18,17,40,0,0,0,0,0,6,0,0,0,0,0,0,54,34,86,0,0,0,0,0,0,0,0,0,0,0,0,60,38,98,0,7,7,0,0,0,83,63,138,34,35,67,504,449,950
POA6409,169,129,300,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,0,0,0,0,0,0,0,0,0,0,0,0,9,8,20,0,0,0,0,0,0,10,9,22,30,33,62,211,172,384
POA6410,369,374,742,16,12,31,0,0,0,0,0,0,0,0,0,0,0,0,27,17,44,0,0,0,0,0,0,0,0,0,0,0,0,29,20,45,0,0,0,0,0,0,45,34,74,65,59,120,479,465,940
POA6411,47,47,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,5,3,12,18,13,25,64,62,126
POA6412,23,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,18,34,21,61
POA6413,24,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,8,5,12,34,22,59
POA6414,28,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,9,4,15,34,34,74
POA6415,1044,1007,2053,91,83,172,8,4,12,0,0,0,0,5,4,0,0,0,84,83,170,0,0,0,0,0,0,0,0,0,0,0,0,89,98,183,3,4,10,0,0,0,185,180,366,173,143,311,1398,1333,2730
POA6418,293,271,563,19,24,43,0,0,0,0,0,0,0,0,0,0,0,0,30,21,54,0,0,0,0,0,0,0,0,0,0,0,0,30,22,53,0,0,0,3,0,3,50,46,90,45,37,84,381,354,737
POA6419,30,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,33,21,51
POA6420,40,33,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,36,77
POA6421,65,63,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,7,16,18,35,85,79,166
POA6422,29,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,0,3,33,32,66
POA6423,61,54,115,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,10,11,17,4,7,17,70,71,144
POA6424,28,25,51,0,3,3,0,0,0,5,0,5,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,3,3,10,3,4,6,39,36,67
POA6425,40,30,66,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,7,0,8,8,46,40,79
POA6426,360,248,609,17,19,34,0,0,0,3,3,5,6,0,6,5,0,5,56,32,89,0,0,0,0,0,4,0,0,0,0,0,0,65,40,102,4,4,7,0,0,3,86,62,148,103,31,135,551,343,895
POA6427,30,3,38,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,10,5,10,37,4,41,82,16,93
POA6428,17,19,38,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,21,33,28,56
POA6429,335,237,572,13,17,31,0,0,0,5,5,5,0,0,0,8,5,9,43,30,77,7,4,10,4,0,4,0,0,0,0,0,0,58,47,106,0,0,5,7,5,9,79,70,145,141,99,233,548,409,952
POA6430,8094,7651,15745,628,589,1219,73,49,129,58,57,116,92,75,166,28,19,47,1070,1049,2119,5,7,18,18,19,31,3,0,7,4,0,4,1355,1287,2640,107,90,193,66,36,101,2152,2002,4152,928,762,1690,11169,10417,21587
POA6431,387,279,668,14,15,29,0,0,0,0,0,0,8,0,14,3,4,5,41,22,62,0,0,0,3,0,3,0,0,0,0,0,0,57,30,89,0,0,0,4,0,7,68,50,122,111,29,141,575,355,929
POA6432,2473,2215,4686,120,119,239,21,13,31,17,5,28,30,18,48,7,8,17,289,257,555,13,3,15,0,3,7,0,0,0,0,0,0,379,315,698,28,17,42,13,4,18,542,460,1002,857,526,1379,3867,3202,7065
POA6434,63,12,76,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,12,5,18,0,0,0,0,0,0,0,0,0,0,0,0,24,3,21,0,0,4,0,0,0,24,8,31,59,13,76,143,38,181
POA6436,42,25,65,4,13,12,0,0,5,0,0,0,0,0,0,0,0,0,11,7,19,0,0,0,0,0,0,0,0,0,0,0,0,17,10,23,0,0,0,0,0,0,19,21,38,37,12,44,98,56,154
POA6437,225,147,371,8,10,17,4,3,12,0,0,0,4,0,9,0,0,0,67,45,116,0,0,0,0,0,0,0,0,0,0,0,0,78,52,129,7,8,7,0,0,0,94,63,159,143,65,216,467,279,749
POA6438,229,195,423,12,14,25,0,5,10,0,0,3,3,0,3,0,0,0,39,18,59,0,0,0,0,0,5,0,0,0,0,0,0,49,32,76,0,3,7,0,0,0,58,49,110,224,77,297,511,317,832
POA6440,426,229,659,18,23,44,13,0,13,0,3,3,3,0,5,6,0,5,69,51,120,0,0,0,0,0,0,0,0,0,0,0,0,92,57,145,5,0,7,0,0,0,118,76,199,365,107,472,908,410,1322
POA6442,760,726,1483,67,62,135,7,5,8,5,4,16,19,11,31,3,4,9,94,80,171,0,0,0,3,3,6,0,0,0,0,0,0,132,107,241,10,7,17,0,4,0,214,188,397,301,257,555,1267,1163,2435
POA6443,238,194,430,14,15,28,0,0,3,3,0,5,9,5,8,3,3,6,26,24,54,0,0,0,0,0,0,0,0,0,0,0,0,50,37,84,3,7,11,3,0,3,64,56,126,89,58,150,390,313,707
POA6445,70,74,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,12,76,78,163
POA6446,58,49,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,55,54,111
POA6447,80,67,142,3,0,7,0,0,0,0,0,0,3,3,5,0,0,0,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,12,7,17,5,8,9,97,75,174
POA6448,156,137,291,9,7,14,0,0,0,0,0,3,0,0,0,0,0,0,17,18,30,0,0,0,0,0,0,0,0,0,0,0,0,17,18,41,0,0,3,0,0,0,27,22,51,25,32,59,209,196,408
POA6450,4847,4880,9728,489,525,1011,11,7,23,26,19,44,17,14,36,12,3,20,321,309,625,0,6,5,4,9,11,0,0,0,0,0,0,394,378,769,17,17,32,22,12,35,928,925,1855,771,669,1437,6547,6473,13017
POA6452,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6460,281,270,549,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,8,20,21,0,0,0,0,0,0,0,0,0,0,0,0,10,20,28,5,0,5,0,0,0,22,20,43,51,42,91,350,333,679
POA6461,204,191,395,11,13,27,0,0,0,0,0,0,0,0,0,0,6,9,8,13,20,0,0,0,0,0,0,0,0,0,0,0,0,16,20,31,0,0,0,0,0,0,21,31,55,25,17,41,251,233,485
POA6462,78,70,144,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,3,11,10,5,14,92,83,172
POA6463,12,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,14,6,23
POA6465,18,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,23,22,42
POA6466,30,22,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,33,21,57
POA6467,15,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,30
POA6468,77,62,143,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,9,11,11,16,18,37,106,92,194
POA6470,13,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,20
POA6472,69,49,112,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,11,14,0,0,0,0,0,0,0,0,0,0,0,0,8,11,14,0,0,0,0,0,0,10,9,22,5,5,10,82,64,145
POA6473,21,32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,22,34,53
POA6475,163,132,294,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,12,10,25,0,0,0,0,0,0,0,0,0,0,0,0,12,10,25,0,0,0,0,0,0,23,20,40,11,4,12,193,153,350
POA6476,20,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,18,44
POA6477,92,94,185,10,6,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,13,9,24,15,10,28,118,115,238
POA6479,215,188,410,14,15,28,0,0,0,0,0,0,0,0,0,0,0,0,10,13,24,0,0,0,0,0,0,0,0,0,0,0,0,13,11,27,0,0,0,0,0,0,33,23,54,50,39,89,299,250,550
POA6480,13,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,4,7,4,0,9,20,16,39
POA6484,17,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,6,20,10,31
POA6485,169,167,338,7,9,18,0,0,0,0,0,0,0,0,0,0,0,0,20,12,41,0,0,0,0,0,0,0,0,0,0,0,0,24,12,38,0,0,0,3,0,3,33,23,63,27,24,45,233,214,445
POA6487,21,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,6,19,17,40
POA6488,68,57,125,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,0,0,0,0,0,0,8,7,22,10,12,23,90,79,162
POA6489,29,32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,8,14,40,41,89
POA6490,92,86,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,15,0,0,0,0,0,0,0,0,0,0,0,0,11,8,15,0,0,0,0,0,0,12,8,20,33,23,51,134,120,249
POA6501,373,360,741,5,8,10,0,0,0,0,0,0,3,0,3,4,0,6,47,39,83,0,0,0,0,0,0,0,0,0,0,0,0,50,41,89,0,0,0,0,0,0,58,52,107,31,38,67,459,454,913
POA6502,446,453,897,7,12,15,0,0,0,0,0,0,5,6,10,0,0,0,78,76,157,0,0,0,0,3,3,0,0,0,0,0,0,82,85,172,0,0,0,0,3,4,87,104,188,63,56,124,602,610,1214
POA6503,930,851,1775,39,36,78,4,4,7,6,4,7,4,7,12,12,5,16,102,88,187,0,0,3,0,0,0,0,0,0,0,0,0,124,106,226,26,17,41,5,0,5,188,158,346,116,87,211,1231,1098,2333
POA6504,74,72,146,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,19,0,0,0,0,0,0,0,0,0,0,0,0,10,6,19,0,0,0,0,0,0,15,10,21,23,19,41,109,100,208
POA6505,55,50,105,3,0,6,4,0,7,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,10,5,15,10,4,11,68,62,131
POA6506,26,22,46,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,0,0,4,3,10,0,4,5,32,28,58
POA6507,208,162,368,10,8,17,0,0,0,4,0,4,0,0,0,0,0,0,20,20,40,0,0,0,0,0,3,0,0,0,0,0,0,20,24,49,0,0,0,0,0,0,34,29,62,65,29,92,302,220,525
POA6509,55,50,106,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,4,9,17,14,14,31,76,68,152
POA6510,749,747,1496,39,47,88,0,0,3,3,5,5,3,0,6,0,0,0,42,41,80,0,0,0,0,0,0,0,0,0,0,0,0,50,49,95,4,0,3,0,4,4,89,99,187,124,119,248,961,964,1928
POA6511,211,187,397,7,6,11,0,0,0,0,0,0,0,0,0,0,0,0,20,15,34,0,0,4,0,0,0,0,0,0,0,0,0,22,18,33,0,0,0,0,0,0,30,17,49,21,15,32,256,220,476
POA6512,41,33,76,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,9,49,42,92
POA6513,74,65,133,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,0,0,0,0,0,0,3,9,16,4,3,9,84,80,165
POA6514,283,229,515,8,11,18,0,0,0,0,0,0,0,0,0,0,0,0,24,22,44,0,0,0,0,0,0,0,0,0,0,0,0,24,22,44,0,0,0,0,0,0,31,35,65,28,20,56,349,287,633
POA6515,118,93,220,8,10,15,0,0,0,0,0,0,0,0,0,0,0,0,11,11,24,0,0,0,0,0,0,0,0,0,0,0,0,11,11,24,0,0,0,0,0,0,22,20,44,31,23,58,172,140,315
POA6516,729,692,1422,63,58,120,0,0,0,4,4,7,11,6,17,0,0,0,87,104,198,0,0,0,0,0,0,0,0,0,0,0,0,106,121,226,0,6,8,6,0,7,170,189,364,104,84,183,1008,961,1970
POA6517,145,125,274,11,4,11,0,0,0,0,0,0,0,0,0,0,0,0,20,14,33,0,0,0,0,0,0,0,0,0,0,0,0,19,15,35,0,0,0,0,0,0,32,23,52,40,36,77,217,184,401
POA6518,75,77,156,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,9,8,10,24,16,39,105,104,210
POA6519,210,183,391,21,24,43,0,0,0,3,0,3,0,0,0,4,0,3,9,10,22,0,0,0,0,0,0,0,0,0,0,0,0,17,10,28,0,0,0,4,3,4,44,43,80,44,42,91,292,268,568
POA6521,151,115,268,9,5,15,0,0,0,0,0,0,0,0,4,0,0,0,14,8,23,0,0,0,0,0,0,0,0,0,0,0,0,18,12,23,0,0,0,0,0,0,20,16,41,19,10,31,197,143,343
POA6522,162,128,291,13,13,30,0,0,0,0,0,0,0,4,4,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,0,5,0,0,0,23,17,41,35,32,70,221,178,401
POA6525,1378,1428,2810,67,91,158,0,0,3,0,0,0,3,4,7,4,4,4,110,107,216,6,4,3,0,0,3,0,0,0,0,0,0,121,121,242,4,5,10,3,5,8,199,224,416,238,189,426,1818,1840,3652
POA6528,157,147,301,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,13,21,37,0,0,0,0,0,0,0,0,0,0,0,0,13,19,36,9,3,9,0,6,0,23,27,53,17,10,20,191,181,375
POA6530,12242,12839,25077,572,591,1158,35,33,72,37,57,105,34,36,73,16,20,33,1339,1506,2838,0,7,9,17,30,48,4,8,9,0,0,0,1487,1688,3175,80,74,150,34,39,72,2175,2382,4558,1826,1576,3400,16243,16795,33039
POA6532,2685,2620,5305,107,94,201,0,10,14,8,7,11,9,7,15,0,0,5,275,306,582,0,0,0,5,13,17,0,0,0,0,0,0,305,346,647,7,13,17,6,8,10,423,450,875,360,283,645,3461,3358,6820
POA6535,636,590,1225,39,36,81,5,0,11,0,0,0,0,0,0,0,0,0,28,30,57,0,0,0,5,0,5,0,0,0,0,0,0,34,37,72,3,3,7,0,0,0,81,75,157,127,101,225,844,764,1606
POA6536,536,487,1023,52,41,90,0,0,0,0,0,0,6,6,13,0,0,3,60,52,112,0,0,0,0,0,0,0,0,0,0,0,0,65,65,133,0,3,3,0,4,4,118,114,229,117,99,221,775,696,1473
POA6537,327,302,634,24,27,54,3,6,9,0,3,5,3,8,15,0,0,3,34,51,85,0,0,0,0,0,0,0,0,0,0,0,0,54,68,125,0,0,0,4,5,10,82,98,182,83,88,169,495,490,989
POA6556,859,826,1690,11,13,23,0,0,0,0,0,0,0,0,0,0,0,0,55,68,118,0,0,0,0,0,0,0,0,0,0,0,0,58,68,126,3,7,7,0,0,0,71,89,159,66,38,106,1000,954,1951
POA6558,305,313,624,10,10,26,0,0,0,0,0,0,0,0,0,0,0,0,30,33,61,0,0,0,0,0,0,0,0,0,0,0,0,30,33,61,0,3,3,0,5,3,39,55,92,1880,18,1899,2228,390,2612
POA6560,527,551,1078,16,22,37,0,4,4,0,0,0,0,0,0,0,0,0,61,44,112,0,0,0,0,0,0,0,0,0,0,0,0,64,51,114,0,0,0,3,0,4,85,69,156,69,66,128,674,691,1361
POA6562,534,548,1079,16,16,32,6,3,10,0,0,4,0,0,0,0,0,0,61,49,107,0,0,0,0,0,0,0,0,0,0,0,0,68,57,127,4,3,4,0,0,3,87,77,166,86,77,156,703,696,1400
POA6564,134,119,251,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,22,22,41,0,0,0,0,0,0,0,0,0,0,0,0,22,24,41,3,0,0,0,0,0,25,27,52,11,8,20,169,162,324
POA6566,1236,1188,2424,60,64,120,0,0,4,4,0,8,0,3,0,0,5,5,141,131,268,0,6,9,0,0,0,0,0,0,0,0,0,145,146,292,4,3,5,0,7,5,210,217,428,234,199,431,1673,1602,3280
