POA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA6000,3,8,0,372,0,0,0,0,0,3,0,0,0,0,151,160,0,0,0,0,0,0,0,0,0,0,0,12,660,103,17,322,41,218,18,89,12,189,158,1832
POA6003,0,0,0,89,0,0,0,0,0,0,0,0,0,0,43,44,0,0,0,0,0,0,0,0,0,0,4,4,186,37,0,96,9,49,0,27,5,56,49,518
POA6004,3,22,0,444,0,0,0,0,3,0,0,5,5,0,131,148,0,0,0,0,0,0,0,0,0,0,3,6,604,134,6,312,45,224,19,105,17,276,144,1877
POA6005,0,16,0,199,0,0,0,0,0,0,0,0,0,0,60,64,0,0,0,0,0,0,0,0,0,0,6,6,324,44,9,134,7,81,5,43,6,94,66,812
POA6006,0,0,0,282,0,0,0,0,0,0,0,0,0,3,47,54,0,0,0,0,0,0,0,0,0,3,0,14,364,56,7,176,17,81,5,61,10,199,57,1040
POA6007,0,5,0,309,3,0,0,0,3,0,0,0,0,0,70,76,0,0,0,0,0,0,0,0,0,0,0,0,366,60,6,189,34,83,6,40,9,154,76,1025
POA6008,3,48,0,517,0,0,4,0,0,4,0,0,0,6,103,111,0,0,0,0,0,0,0,0,0,9,3,13,460,106,8,257,23,184,7,174,18,470,108,1813
POA6009,6,96,0,572,0,0,0,0,0,0,5,0,0,10,75,93,0,0,0,0,0,0,0,0,0,3,5,12,227,116,4,215,28,201,14,221,21,705,82,1826
POA6010,4,97,0,538,3,0,0,0,0,3,0,3,0,12,95,115,0,0,0,0,0,3,0,0,0,4,6,16,308,110,8,219,19,176,11,195,19,733,101,1898
POA6011,3,69,0,420,0,0,0,0,0,5,0,0,0,5,61,76,0,0,0,0,0,0,0,0,0,5,5,13,151,71,4,140,10,102,8,129,11,354,69,1064
POA6012,0,42,0,250,0,0,0,0,0,0,0,0,0,7,56,62,0,0,0,0,0,0,0,0,0,0,5,7,141,52,0,125,13,95,5,113,3,264,62,880
POA6014,4,38,0,476,3,0,0,0,0,0,0,0,0,11,104,117,4,0,3,0,0,0,0,0,0,4,0,12,447,154,18,352,26,188,17,191,33,655,111,2190
POA6015,0,59,0,248,0,0,0,0,0,0,0,0,0,4,27,37,0,0,0,0,0,0,0,0,0,7,0,12,77,37,0,71,7,72,3,80,11,336,29,726
POA6016,0,8,0,231,5,0,0,0,0,0,0,0,0,0,43,46,0,0,0,0,0,0,0,0,0,0,4,7,329,93,7,186,16,72,7,61,5,180,50,1007
POA6017,0,0,0,37,0,0,0,0,0,0,0,0,0,0,36,40,0,0,0,0,0,0,0,0,0,0,0,3,161,67,6,139,14,37,9,29,3,69,42,568
POA6018,8,29,0,760,3,0,4,0,0,4,0,0,0,10,269,294,0,0,0,0,0,3,0,0,0,18,14,34,1117,156,26,582,69,304,31,283,36,1320,301,4228
POA6019,0,19,0,562,4,0,0,0,3,4,0,0,0,4,221,242,0,0,0,0,0,0,0,0,0,12,8,21,795,144,26,437,57,196,32,157,20,615,236,2709
POA6020,0,48,0,445,0,0,5,0,3,0,0,0,0,11,96,110,5,3,0,3,0,0,0,0,0,11,0,28,367,163,18,285,37,221,19,296,26,1179,102,2708
POA6021,5,15,0,256,5,0,3,0,3,0,0,3,0,5,124,142,6,0,0,0,0,0,0,0,0,18,16,43,526,97,19,305,39,172,14,188,17,824,146,2348
POA6022,5,4,0,73,0,0,0,0,0,0,0,0,0,7,32,38,0,0,0,0,0,0,0,0,0,0,0,10,123,21,4,66,10,57,4,42,10,242,38,616
POA6023,0,17,0,192,3,0,0,0,0,0,0,0,0,4,67,78,0,0,0,0,0,0,0,0,0,14,7,25,234,78,10,158,21,138,9,134,22,736,87,1627
POA6024,0,4,0,140,0,0,0,3,0,0,0,0,0,4,96,105,0,0,0,0,0,0,0,0,0,6,5,14,305,65,12,198,18,110,13,134,13,595,101,1565
POA6025,7,30,0,425,0,0,0,6,3,0,0,0,0,7,220,240,0,0,5,0,0,0,0,3,0,19,8,36,699,180,16,477,54,295,19,289,46,1324,241,3634
POA6026,6,7,0,231,0,0,0,0,0,0,0,0,0,8,100,113,0,0,0,0,0,0,0,0,0,15,6,23,416,121,16,324,34,237,27,218,48,1020,118,2572
POA6027,6,16,0,502,3,0,5,0,0,0,0,5,0,12,310,334,0,0,3,0,0,5,0,0,0,22,20,58,960,244,39,700,107,503,52,375,59,1472,346,4859
POA6028,3,10,0,381,0,0,0,5,0,0,0,0,0,4,141,151,3,5,0,0,0,0,0,4,0,4,9,32,507,114,19,388,53,265,17,168,29,711,153,2433
POA6029,0,3,0,61,0,0,0,0,0,0,0,0,0,4,10,13,0,0,0,0,0,0,0,0,0,3,5,6,38,17,0,36,7,19,4,34,0,126,18,302
POA6030,5,17,0,312,0,4,0,3,0,4,0,0,0,17,283,313,3,0,3,3,3,0,0,0,3,21,29,68,785,181,25,587,74,367,38,206,62,1256,326,3912
POA6031,4,0,0,99,0,0,0,0,0,0,0,0,0,0,127,137,0,0,0,0,0,0,0,0,0,7,3,18,373,42,10,251,31,134,28,76,17,264,135,1354
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,3,0,3,0,25
POA6033,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,6,0,7,0,6,0,3,0,47
POA6034,0,0,0,13,0,0,0,0,0,0,0,0,0,0,36,38,0,0,0,0,0,0,0,0,0,0,4,4,98,6,6,53,11,35,5,18,3,45,40,307
POA6035,0,7,0,55,0,0,0,0,0,0,0,0,0,0,92,101,0,0,0,0,0,0,0,0,0,0,9,15,162,40,15,131,20,89,10,55,13,355,107,1000
POA6036,0,8,0,95,4,0,0,3,0,0,0,0,0,0,119,131,0,0,0,3,0,0,0,0,0,3,4,16,343,44,8,240,31,157,23,81,22,335,128,1416
POA6037,0,0,0,37,0,0,0,0,0,0,0,0,0,0,45,47,0,0,0,0,0,0,0,0,0,0,4,3,51,25,7,38,12,47,3,26,3,150,48,405
POA6038,0,0,0,59,0,0,0,0,0,0,0,4,0,0,85,86,0,0,0,0,0,0,0,0,0,0,0,4,259,26,3,144,28,81,9,40,9,118,89,805
POA6041,0,3,0,14,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,0,0,0,0,0,6,5,8,22,9,4,18,5,26,3,12,8,117,20,240
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,12
POA6043,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,26,9,52
POA6044,0,4,0,11,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,0,0,0,0,0,3,0,3,25,12,4,12,0,11,0,15,0,92,25,205
POA6050,4,17,0,452,0,0,0,0,3,3,0,0,0,3,91,105,0,0,0,3,0,0,0,0,0,9,4,17,458,127,6,256,25,155,13,150,11,448,103,1753
POA6051,3,6,0,270,0,0,0,3,0,0,0,0,0,0,134,143,0,0,0,0,0,0,0,0,0,0,6,9,578,103,11,316,28,143,11,83,8,245,146,1669
POA6052,0,5,0,230,0,0,0,0,0,3,0,0,0,3,63,67,0,0,0,0,0,0,0,0,0,8,9,15,328,62,11,191,23,111,3,89,14,295,73,1197
POA6053,3,7,0,294,0,0,0,0,0,0,0,0,0,0,118,124,0,0,0,0,0,3,0,0,0,6,0,12,532,79,13,277,37,138,13,83,19,389,123,1704
POA6054,0,5,0,201,0,0,0,4,0,0,0,3,0,4,134,159,4,0,0,0,0,0,0,0,0,6,8,21,521,75,13,309,40,228,20,135,24,600,154,2123
POA6055,0,9,0,283,0,0,0,4,3,4,0,0,0,6,212,234,3,0,3,0,0,0,0,3,0,11,13,34,933,122,25,477,78,271,20,164,23,515,229,2858
POA6056,6,19,0,300,0,0,0,0,0,6,3,4,5,14,268,301,3,0,6,0,0,0,0,0,3,31,29,76,848,173,34,620,71,418,31,334,60,1372,315,4293
POA6057,0,9,0,158,4,0,0,0,0,0,0,0,6,9,121,137,0,0,0,0,0,0,0,0,0,10,11,30,388,62,13,289,41,190,10,110,16,565,142,1830
POA6058,0,4,0,86,0,0,0,3,0,0,3,0,0,8,107,117,0,0,0,0,0,0,0,0,0,7,7,26,317,46,9,200,23,142,14,95,17,444,121,1422
POA6059,4,19,0,312,0,0,0,3,0,0,0,0,0,16,107,128,7,0,0,0,0,0,0,0,0,11,17,32,500,131,18,364,29,231,12,181,31,930,148,2573
POA6060,0,12,0,426,0,0,4,0,0,3,0,0,0,0,175,186,0,0,0,0,3,0,0,0,0,12,10,37,967,180,21,580,53,236,29,166,17,605,195,3053
POA6061,0,3,0,170,0,5,3,0,6,4,6,6,8,4,214,248,0,0,3,0,0,0,0,0,0,12,39,55,848,211,22,597,65,320,42,236,29,829,270,3479
POA6062,0,8,0,254,5,0,3,0,3,4,0,5,3,18,177,214,0,0,0,0,0,4,5,0,0,13,21,49,741,156,23,508,64,339,21,271,30,1339,228,3718
POA6063,0,0,0,44,0,0,0,0,0,4,0,0,0,0,72,80,0,0,0,0,0,0,0,0,0,12,9,20,238,53,10,169,17,149,15,82,5,341,87,1169
POA6064,0,3,0,85,0,0,0,6,0,0,0,3,5,5,116,132,0,0,4,0,0,0,0,0,0,8,24,37,476,127,10,359,33,258,25,213,37,905,157,2605
POA6065,6,14,4,473,5,0,0,8,9,6,0,8,0,14,361,411,0,0,3,5,0,0,0,3,0,37,33,86,1437,217,37,880,112,545,57,340,54,1716,419,5811
POA6066,3,0,0,83,4,0,0,0,0,5,0,0,0,4,89,101,0,0,0,6,0,0,0,0,0,4,8,17,296,78,5,250,28,203,26,125,19,473,99,1600
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,9,11,0,327,5,0,0,0,5,4,0,4,0,9,305,329,5,0,0,3,0,0,0,0,5,13,18,49,1003,121,32,573,72,390,29,186,44,999,329,3784
POA6070,0,5,0,72,0,0,0,0,0,0,0,0,0,0,27,26,0,0,0,0,0,0,0,0,0,0,5,3,65,18,9,69,9,39,0,51,0,159,29,441
POA6071,0,0,0,53,0,0,0,0,0,0,0,0,0,5,27,36,0,0,0,0,0,0,0,0,0,4,0,3,64,22,4,62,7,33,8,33,5,154,31,430
POA6072,0,0,0,16,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,15,4,10,0,13,4,30,14,115
POA6073,0,0,0,45,0,0,0,0,0,0,0,0,0,0,29,32,0,0,0,0,0,0,0,0,0,0,0,7,60,22,7,50,7,61,6,40,5,168,23,446
POA6074,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,4,0,4,20,5,0,19,4,15,0,11,0,50,7,127
POA6076,6,26,0,318,5,0,0,3,0,0,0,6,0,10,118,143,3,0,3,0,0,0,0,4,0,15,4,40,402,152,19,301,34,238,20,242,42,1224,146,2826
POA6077,0,0,0,16,0,0,0,0,0,0,0,0,0,4,15,18,0,0,0,0,0,0,0,0,0,5,0,9,29,18,4,17,0,23,0,24,3,108,16,244
POA6078,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,12,0,8,0,13,3,41,4,104
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
POA6081,0,3,0,45,0,0,0,0,0,0,0,0,0,0,45,42,0,0,0,0,0,0,0,0,0,0,5,12,98,20,7,73,5,60,4,39,9,189,50,561
POA6082,0,3,0,41,0,0,0,0,0,0,0,0,0,0,35,39,0,0,0,0,0,0,0,0,0,0,0,4,73,14,4,54,13,41,0,31,3,137,38,396
POA6083,0,5,0,58,0,0,0,0,0,0,0,0,0,0,39,47,0,0,0,0,0,3,0,0,0,8,8,16,85,30,6,69,15,70,4,47,5,131,45,504
POA6084,0,3,0,94,4,0,0,0,0,4,0,3,0,0,101,114,7,0,0,0,0,0,0,0,0,3,6,19,197,50,9,149,19,119,25,67,16,254,111,1020
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,3,0,0,362,4,0,0,0,4,3,0,5,0,0,127,141,0,0,0,0,0,0,0,0,0,0,10,13,624,137,15,361,42,202,22,136,19,329,150,2027
POA6101,0,4,0,350,4,0,0,0,4,0,0,0,0,0,136,143,0,0,0,0,3,0,0,0,0,0,3,11,651,105,14,355,40,187,6,101,21,282,143,1896
POA6102,0,0,0,92,0,0,0,0,0,0,0,0,0,3,68,72,0,0,0,0,0,0,0,0,0,3,12,11,279,98,13,243,18,113,8,71,11,261,86,1190
POA6103,0,0,0,158,0,0,0,0,0,4,0,0,0,0,108,117,0,0,0,0,0,0,0,0,0,0,6,14,433,85,13,203,32,152,18,62,23,189,116,1319
POA6104,0,12,0,175,0,0,0,0,0,0,0,0,0,0,131,142,0,0,3,0,0,0,0,0,0,5,9,17,439,71,9,263,19,153,15,112,21,372,135,1609
POA6105,0,0,0,83,0,0,0,0,0,0,0,0,0,0,120,123,3,0,0,0,0,0,0,0,0,4,11,16,377,82,13,245,28,159,13,84,19,359,147,1527
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,7,6,0,258,5,5,0,0,4,0,0,6,4,7,255,286,0,0,0,0,0,0,0,0,0,22,31,65,909,285,41,707,74,466,34,260,44,990,318,4135
POA6108,0,4,0,92,4,0,0,0,0,0,0,0,0,3,124,137,0,0,0,3,0,0,0,0,0,15,16,30,404,86,18,306,35,259,24,193,26,883,158,2377
POA6109,0,0,0,25,0,0,0,0,0,0,0,0,0,3,67,75,0,0,0,0,0,0,0,0,0,7,13,21,165,37,4,127,19,126,6,70,13,334,90,1000
POA6110,3,3,0,158,0,4,0,3,0,0,0,3,4,7,208,234,0,0,6,3,0,0,0,0,0,16,24,48,696,152,29,526,53,433,32,218,36,1099,254,3520
POA6111,3,6,0,162,0,0,0,0,3,4,0,0,0,12,139,164,0,0,0,0,0,0,0,3,0,12,10,24,451,130,17,354,42,278,27,206,32,911,159,2596
POA6112,3,12,0,404,8,4,0,3,0,7,3,5,0,20,376,420,6,0,5,3,0,0,0,3,0,36,39,89,1471,192,60,879,127,626,49,348,51,1485,434,5721
POA6121,0,3,0,44,0,0,0,0,0,0,0,0,0,5,22,30,0,0,0,0,0,0,0,0,0,0,0,0,48,22,3,55,8,40,9,34,8,101,28,348
POA6122,0,3,0,146,0,0,0,0,0,0,0,0,0,4,137,146,7,0,0,0,0,0,0,0,0,11,8,25,509,50,18,311,34,167,17,110,22,394,155,1785
POA6123,0,0,0,16,0,0,0,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,0,0,0,0,56,10,0,35,8,25,5,12,0,64,21,240
POA6124,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,3,0,3,34,3,3,23,3,21,4,12,0,37,13,154
POA6125,0,0,0,52,3,0,0,0,0,0,0,0,0,0,32,40,0,0,0,0,0,0,0,0,0,3,0,12,80,19,4,72,12,39,0,19,7,136,35,434
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,7,4,0,0,0,0,13,4,40
POA6147,0,0,0,66,0,0,0,0,0,5,0,0,0,0,74,81,0,0,0,0,0,0,0,0,0,4,3,11,242,66,10,178,23,147,5,146,15,495,82,1401
POA6148,7,18,0,193,0,0,3,0,0,0,0,0,0,7,68,81,0,0,0,0,0,0,0,0,0,3,4,15,265,86,7,213,23,153,16,168,21,797,75,1818
POA6149,0,15,0,218,0,0,0,0,0,0,0,0,0,4,84,96,0,0,0,4,0,0,0,0,0,13,7,25,283,90,5,240,27,173,19,213,29,932,100,2105
POA6150,0,15,0,176,0,0,0,0,0,0,0,0,0,5,45,55,3,0,0,0,0,0,0,0,0,13,7,23,167,54,5,145,12,107,4,140,18,730,56,1435
POA6151,0,45,0,499,0,0,0,0,0,0,0,0,0,3,116,125,0,0,0,0,0,0,0,0,0,5,8,16,476,117,11,316,32,239,13,207,18,558,131,2109
POA6152,3,38,0,572,0,0,0,0,3,0,0,0,0,7,148,159,0,0,0,0,0,0,0,0,0,4,12,19,713,144,14,452,37,293,25,217,19,849,171,2923
POA6153,6,52,0,599,0,0,0,3,0,0,0,0,0,3,94,112,0,0,0,0,0,0,0,0,0,8,7,28,442,109,21,298,37,251,12,225,28,935,109,2462
POA6154,0,7,0,155,0,0,0,0,0,6,0,0,0,6,53,57,0,0,0,0,0,0,0,0,0,3,9,10,184,43,9,118,3,73,11,75,9,421,59,1000
