POA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA6155,5,13,0,334,0,0,3,0,0,7,0,3,0,15,201,231,4,0,0,3,0,0,0,3,0,21,14,47,706,198,28,508,51,456,23,391,56,1596,228,4241
POA6156,4,26,0,303,0,0,0,0,0,0,0,0,0,6,83,92,0,0,0,0,0,0,0,0,0,12,7,22,366,89,8,238,29,123,15,137,16,589,88,1699
POA6157,4,19,0,231,0,0,0,5,0,0,0,3,0,0,92,107,0,0,0,0,0,0,0,0,0,6,6,14,335,75,10,249,21,109,14,113,13,490,106,1535
POA6158,0,13,0,182,0,0,0,0,0,0,4,3,0,0,42,52,0,0,0,0,0,0,0,0,0,0,0,4,144,39,0,123,8,74,10,87,5,263,44,812
POA6159,0,10,0,181,0,0,0,0,0,0,0,0,0,0,34,41,0,0,0,0,0,0,0,0,0,0,0,5,105,32,0,101,14,49,12,66,3,161,39,574
POA6160,0,12,0,251,0,0,0,0,0,0,0,0,0,0,86,88,0,0,0,0,0,0,0,0,0,0,0,8,275,63,13,203,23,98,17,81,14,240,87,1119
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,0,0,0,0,5,0,16
POA6162,3,13,0,244,4,0,0,0,5,0,0,0,0,0,75,87,0,0,0,4,0,0,0,0,0,9,6,13,271,80,9,199,27,125,13,106,13,383,84,1319
POA6163,4,20,0,627,0,0,0,3,0,5,0,4,3,16,368,412,6,0,0,4,0,0,0,0,0,30,33,74,1315,279,27,904,104,565,52,446,67,2008,426,6193
POA6164,0,9,0,583,5,0,0,0,6,4,0,0,0,8,410,441,3,0,0,0,0,0,0,0,0,8,17,35,1795,222,34,1002,136,620,53,328,44,1230,447,5919
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,13
POA6166,0,5,0,146,0,0,0,0,0,0,0,0,0,3,62,65,0,0,0,0,0,0,0,0,0,5,10,20,237,48,12,176,24,124,11,93,12,446,73,1245
POA6167,0,0,0,116,0,0,0,0,0,6,0,0,0,4,186,197,0,0,0,0,0,0,0,0,0,13,12,26,481,108,17,323,46,247,23,148,31,660,206,2292
POA6168,7,9,0,146,3,0,0,0,0,4,0,0,0,9,200,211,4,0,0,0,0,0,0,0,0,29,16,50,383,85,20,345,57,315,26,202,36,1235,236,2932
POA6169,3,10,0,260,3,0,0,0,4,6,0,4,3,15,281,317,0,0,0,5,0,3,0,0,4,19,26,55,569,121,29,472,61,447,58,301,58,1448,312,3873
POA6170,5,4,0,91,0,0,0,0,3,4,0,0,0,0,117,127,0,0,0,0,0,0,0,0,0,3,8,16,391,65,3,227,32,159,15,67,12,217,133,1335
POA6171,6,4,0,265,3,0,0,0,0,4,0,4,0,9,320,350,4,0,3,0,0,0,0,0,0,15,17,39,789,91,32,466,67,327,40,148,51,803,355,3160
POA6172,0,0,0,75,0,0,0,0,0,5,0,0,0,5,130,133,0,0,0,0,0,0,0,0,0,4,6,15,216,37,16,185,23,147,13,75,26,385,140,1260
POA6173,0,0,0,126,3,0,0,0,0,0,0,0,0,0,102,109,3,0,0,0,0,4,0,0,0,0,0,8,237,30,12,150,19,114,11,40,9,210,103,940
POA6174,0,0,0,37,0,0,0,0,0,4,0,0,0,0,43,47,0,0,0,0,0,0,0,0,0,0,5,3,111,27,0,67,18,46,4,20,8,99,44,431
POA6175,0,0,0,44,0,0,0,0,0,0,0,0,0,0,46,42,0,0,0,0,0,0,0,0,0,3,0,3,75,9,4,61,16,36,3,21,5,107,43,383
POA6176,0,0,0,7,0,0,0,0,0,0,0,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,3,37,8,0,41,0,18,6,5,3,44,22,190
POA6180,5,0,0,46,0,0,0,4,0,0,0,0,0,0,57,62,0,0,3,0,0,0,0,0,0,5,7,14,106,24,5,79,17,66,3,31,12,246,66,659
POA6181,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,7,4,10,0,5,4,14,10,56
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,15,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,0,4,0,3,33,0,0,19,6,19,0,10,0,42,16,150
POA6208,0,9,6,91,5,0,0,0,4,3,0,0,0,6,137,154,0,0,0,3,0,0,0,0,0,17,15,35,181,58,12,165,22,146,13,106,19,810,163,1699
POA6209,0,4,0,13,0,0,0,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,0,4,6,8,16,10,0,19,5,14,4,22,3,126,30,246
POA6210,11,75,0,631,3,0,7,8,4,13,0,12,6,48,697,784,3,3,0,3,0,0,0,0,0,92,73,177,1046,304,59,984,120,798,71,635,148,4789,815,9771
POA6211,0,0,0,83,0,0,0,0,0,0,0,0,0,3,90,94,0,0,3,0,0,0,0,0,0,5,5,18,103,38,8,122,12,90,16,85,22,614,100,1205
POA6213,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,7,0,12,0,10,6,30,0,88
POA6214,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,10,0,8,0,24,12,83
POA6215,0,0,0,38,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0,0,0,0,0,0,0,4,6,15,48,22,7,64,10,53,11,38,14,230,42,545
POA6218,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,3,0,8,8,28,8,74
POA6219,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,11,0,3,0,31,3,82
POA6220,0,0,0,34,0,0,0,0,0,0,0,0,0,5,24,30,0,0,0,0,0,0,0,0,0,3,9,11,86,28,0,80,6,48,0,26,7,214,34,533
POA6221,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,5,3,0,0,0,8,4,30
POA6223,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,0,0,5,0,16
POA6224,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,7,14,6,6,18,3,15,4,15,3,55,12,144
POA6225,0,0,0,50,0,0,0,0,0,0,0,0,0,6,67,73,3,0,0,0,0,0,0,0,0,8,10,25,112,41,8,126,21,113,11,90,23,457,82,1095
POA6226,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,5,5,31,4,0,17,0,5,0,16,4,31,12,118
POA6227,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,5,19,6,0,5,0,9,0,4,0,21,15,87
POA6228,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,8,0,17
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,16,4,29
POA6230,7,22,0,393,0,5,0,0,0,5,0,0,0,22,298,333,0,0,0,3,0,0,0,4,0,14,18,46,860,203,32,735,87,463,37,371,55,1630,349,4816
POA6232,0,5,0,75,0,0,0,4,0,0,0,0,0,5,86,95,0,0,0,0,0,0,0,0,0,8,9,11,234,37,7,196,23,118,22,65,17,461,103,1265
POA6233,5,0,4,146,0,0,0,0,0,6,0,0,0,3,167,179,3,0,0,0,0,0,0,0,0,8,9,34,402,70,22,325,36,218,30,155,36,848,189,2342
POA6236,3,0,0,38,0,0,0,0,0,0,0,0,0,0,21,23,0,0,0,0,0,0,0,0,0,0,0,0,69,21,9,48,5,33,3,27,9,86,19,325
