POA_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA6166,5,7,40,64,10,116,19,70,5,344,18,64,95,80,47,89,24,51,5,466,101,259,223,90,121,46,57,73,21,981,219,306,233,105,168,52,61,52,18,1210,225,242,211,121,176,91,71,87,26,1242,162,172,194,77,205,67,99,96,18,1095,41,51,44,13,40,26,25,36,6,287,13,4,0,0,0,9,0,4,0,32,0,0,0,0,0,0,0,0,0,0,781,1105,1030,557,770,484,353,464,101,5653
POA6167,7,15,86,75,23,257,36,173,14,680,51,86,253,192,82,149,96,191,20,1110,211,503,588,366,357,208,334,305,45,2925,286,544,587,392,447,192,358,329,46,3190,249,311,486,322,321,169,367,315,40,2574,130,181,274,186,242,99,247,228,36,1623,40,37,56,47,59,21,58,63,12,384,4,5,0,0,0,0,0,8,0,24,0,0,0,0,4,0,0,0,0,4,976,1683,2323,1579,1542,1086,1502,1606,210,12506
POA6168,9,8,72,103,9,178,23,140,9,548,56,68,264,259,77,124,76,148,16,1086,142,254,491,352,195,114,154,229,39,1969,226,271,339,282,198,99,172,221,26,1840,222,249,362,326,277,128,256,239,38,2108,203,249,349,301,310,121,285,263,33,2110,52,72,61,63,67,29,64,75,9,497,6,9,0,0,7,0,3,8,7,40,0,0,0,0,0,0,0,0,3,4,921,1185,1948,1681,1147,793,1036,1328,175,10214
POA6169,3,14,113,162,27,315,48,213,14,906,40,101,307,228,111,216,115,202,27,1344,216,432,721,403,312,169,256,341,55,2903,334,569,662,425,361,146,272,304,48,3130,394,517,656,471,424,207,380,350,56,3461,292,474,525,390,416,181,400,300,48,3020,75,87,83,71,94,49,70,80,19,624,7,15,3,4,7,3,5,4,3,58,0,0,0,0,0,0,0,0,4,9,1363,2210,3079,2153,1746,1284,1554,1786,279,15451
POA6170,7,6,59,48,19,163,21,111,4,431,30,78,187,188,88,117,69,123,18,897,204,457,458,363,297,181,282,260,33,2532,248,552,437,322,302,101,256,167,40,2429,132,263,291,204,204,83,175,192,23,1562,66,117,134,106,131,50,138,91,8,842,10,16,12,17,14,6,19,22,0,124,0,0,0,0,4,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,699,1495,1577,1244,1066,703,964,963,138,8833
POA6171,15,14,128,193,44,403,55,320,16,1193,75,160,324,341,149,231,114,197,31,1621,429,777,1109,689,654,308,532,388,81,4960,578,900,903,664,640,244,442,357,80,4805,476,622,642,497,481,182,341,268,60,3576,254,308,313,233,300,109,244,152,36,1956,50,60,41,33,49,31,55,34,6,351,0,5,0,0,4,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,1882,2836,3456,2648,2314,1505,1780,1727,324,18478
POA6172,3,9,64,67,7,161,30,116,14,474,16,39,136,116,41,106,48,110,13,622,85,137,282,156,133,88,114,115,29,1135,114,171,274,160,127,89,136,103,30,1207,192,207,293,215,191,120,180,135,31,1565,95,148,179,148,168,81,130,129,12,1096,20,24,30,18,19,13,25,19,6,177,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,542,744,1255,869,687,654,660,733,131,6278
POA6173,8,10,92,119,17,219,23,140,8,633,22,56,129,133,46,86,30,72,15,590,97,188,241,144,112,54,71,91,13,1000,224,310,335,208,197,93,114,96,26,1601,284,366,302,244,256,105,120,98,36,1818,123,151,171,107,122,49,89,53,19,889,4,26,14,16,23,8,13,13,0,116,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,768,1101,1291,972,773,615,466,554,115,6664
POA6174,3,5,30,36,10,76,16,47,7,226,21,29,84,57,20,39,23,46,7,322,56,110,175,97,80,45,62,63,17,699,81,132,120,103,71,36,72,63,12,681,70,102,112,79,71,25,51,41,13,565,33,43,59,51,46,18,36,33,3,316,5,10,3,0,16,0,8,10,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,271,433,582,417,304,237,266,305,51,2869
POA6175,0,4,21,24,4,64,8,51,4,177,5,15,54,31,9,29,11,31,5,183,28,84,91,44,38,19,30,21,7,360,52,100,109,60,44,16,38,26,15,465,67,93,92,70,62,27,45,31,11,495,38,55,60,33,40,16,42,21,9,317,8,4,5,6,11,0,5,0,0,38,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,195,359,431,263,203,174,171,190,45,2038
POA6176,0,0,7,5,0,26,0,14,0,55,5,4,14,14,8,13,5,18,0,83,26,35,73,50,38,24,37,29,9,327,21,26,39,30,25,17,20,15,9,205,26,31,25,26,19,9,21,18,5,178,21,22,18,17,26,6,22,15,0,142,3,11,8,4,3,0,0,4,0,28,5,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,118,117,186,153,118,97,113,110,31,1035
POA6180,0,0,31,42,5,89,15,63,0,237,15,22,54,50,22,39,15,48,6,276,66,105,181,117,75,53,87,71,10,755,88,111,163,114,96,51,90,80,11,803,69,126,95,83,61,43,78,38,5,603,33,61,58,49,52,19,62,15,5,358,8,12,6,12,23,8,4,7,3,87,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,291,448,586,467,328,301,349,327,42,3127
POA6181,0,0,3,3,0,9,0,6,0,21,0,0,5,0,0,4,8,0,0,21,0,4,4,3,0,0,0,3,0,19,3,6,9,11,10,7,5,3,0,46,16,17,13,11,11,0,3,4,3,82,8,12,13,9,3,3,7,5,6,60,0,0,3,3,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,41,53,33,33,23,22,23,9,270
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,8,4,0,15,0,6,3,36,0,5,18,4,5,3,3,3,0,36,6,8,31,11,10,4,10,3,0,85,19,13,38,19,15,8,6,5,0,122,20,16,34,17,17,7,23,10,3,153,21,11,26,8,12,3,12,7,4,107,8,9,4,0,0,0,0,7,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,78,57,155,57,62,38,64,51,11,574
POA6208,0,8,49,62,12,126,21,80,0,365,17,26,104,71,26,49,44,79,8,426,72,105,244,105,92,50,128,103,17,915,88,129,232,124,98,57,163,94,16,1000,126,139,200,119,122,72,196,109,17,1104,113,90,180,113,104,67,167,116,18,974,43,41,38,22,29,15,37,41,9,270,19,0,3,0,0,5,4,6,5,45,0,4,0,0,0,0,0,0,0,9,485,535,1049,618,479,445,770,629,88,5100
POA6209,0,0,19,10,0,26,0,8,5,69,0,6,26,7,4,12,7,14,0,77,8,15,33,6,10,5,7,13,0,99,18,14,29,5,17,7,13,11,3,121,24,26,34,31,22,7,33,20,0,184,22,18,39,25,14,8,25,16,0,167,9,10,4,6,6,10,3,3,0,53,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,74,87,184,89,72,74,97,83,8,771
POA6210,24,20,234,373,73,651,89,438,40,1941,98,215,540,520,197,432,208,375,43,2617,376,782,1222,722,451,401,515,525,101,5089,620,1001,1107,762,601,338,628,531,77,5664,829,1068,1159,882,773,437,782,563,105,6594,684,928,978,763,772,426,746,579,97,5972,205,247,188,141,209,124,194,155,37,1503,23,32,13,9,27,18,21,14,10,168,0,0,0,0,0,0,0,0,10,12,2858,4290,5444,4170,3096,2822,3185,3185,515,29570
POA6211,4,0,31,52,5,76,9,69,4,248,7,13,46,49,15,43,17,43,4,235,45,72,156,57,54,30,61,57,16,542,64,124,148,99,69,44,111,68,17,748,111,129,183,95,91,52,97,80,18,847,81,107,120,68,77,48,86,57,7,661,27,33,28,3,23,16,19,15,4,166,3,0,0,0,3,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,340,476,708,428,343,308,398,385,72,3464
POA6213,0,0,0,5,0,0,0,8,0,22,0,0,0,0,0,0,0,0,0,12,0,3,10,14,3,3,7,8,0,49,10,3,7,0,0,0,17,7,4,42,4,11,10,8,6,0,8,13,3,72,7,8,5,5,3,0,13,5,4,67,9,5,3,0,5,0,5,6,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,40,46,36,22,6,50,46,9,294
POA6214,0,0,4,7,0,5,0,9,0,22,0,0,8,0,0,5,5,10,0,34,6,0,11,3,3,0,9,4,0,38,11,7,17,3,11,0,14,3,0,70,12,7,14,4,9,3,16,7,0,71,16,4,10,8,8,4,3,7,0,50,15,0,5,0,0,0,0,4,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,66,27,60,31,25,14,48,40,4,322
POA6215,0,0,31,13,3,26,3,28,0,110,3,0,41,14,12,11,17,23,7,125,17,21,73,16,27,14,38,35,5,244,39,37,84,32,28,16,60,39,4,339,47,39,88,43,42,18,80,44,16,411,42,29,87,41,38,14,71,47,5,377,30,12,11,11,7,0,20,21,0,117,13,3,0,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,192,144,407,174,152,105,286,236,51,1750
POA6218,0,0,0,0,3,3,0,3,0,13,0,0,9,0,0,5,4,0,4,23,0,5,14,0,0,0,8,9,0,39,3,3,9,0,3,3,5,10,0,35,4,0,6,4,0,0,10,3,0,40,6,9,7,12,3,0,11,8,0,52,6,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,32,12,43,26,13,15,34,36,7,218
POA6219,0,0,5,0,0,0,0,8,0,18,3,0,9,0,0,0,3,4,0,18,8,5,6,6,0,0,0,11,0,31,3,10,18,3,3,0,10,0,0,47,13,14,19,12,5,0,10,9,0,74,13,0,15,8,6,0,15,8,5,61,6,3,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,30,65,24,21,11,35,41,5,275
POA6220,3,0,25,13,7,16,6,32,3,104,6,10,44,5,14,11,10,31,0,138,22,31,78,21,27,11,31,201,10,424,33,35,66,34,31,14,48,127,21,415,67,46,75,41,46,27,56,71,12,434,52,50,37,31,36,14,57,58,5,340,34,12,15,6,11,5,12,25,8,126,20,0,0,0,0,0,0,6,0,28,0,0,0,0,0,0,0,0,0,4,234,178,338,149,170,100,218,554,63,2008
POA6221,0,0,0,0,0,5,0,5,0,13,0,0,6,0,6,0,0,4,0,12,3,7,4,5,0,0,0,3,0,23,4,5,0,0,0,0,3,3,0,27,8,6,3,6,5,0,4,0,0,30,10,5,0,0,3,0,0,3,0,28,10,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,43,18,17,14,15,7,8,24,0,151
POA6223,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,6,0,15,4,6,7,4,4,0,5,0,0,31,6,4,4,0,0,5,4,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,14,20,7,8,10,9,8,6,103
POA6224,0,0,9,5,0,6,4,13,0,44,0,0,9,5,3,3,5,9,0,45,6,8,15,13,4,0,6,19,0,72,9,8,23,13,14,4,13,3,0,87,17,18,20,8,13,8,16,19,0,127,16,11,12,21,5,10,19,19,0,105,10,0,3,0,0,4,7,3,0,36,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,65,48,101,67,42,38,69,80,6,519
POA6225,0,0,50,39,9,61,11,71,4,236,9,8,86,28,29,28,35,60,6,288,32,52,186,67,48,35,92,92,10,609,51,90,152,80,74,43,126,84,18,721,86,83,184,91,82,39,133,109,12,819,67,63,119,75,46,46,152,94,15,682,36,18,18,15,14,8,33,28,7,173,12,5,3,0,0,0,3,4,6,32,8,0,0,0,0,0,0,0,0,5,290,322,808,403,296,261,583,542,80,3581
POA6226,0,0,10,3,0,11,3,10,0,40,0,0,12,3,0,0,6,7,0,29,3,13,28,5,8,0,12,4,0,63,13,18,33,14,12,6,12,9,0,109,23,22,24,12,19,0,16,14,0,130,21,15,24,7,13,5,18,9,0,100,6,4,3,0,3,0,4,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,67,124,46,63,29,55,46,8,499
POA6227,0,0,3,5,0,7,4,11,0,31,0,3,0,3,3,5,5,9,0,24,0,6,15,0,5,3,5,7,0,50,14,15,26,13,15,3,11,9,3,111,10,19,20,8,18,5,16,4,0,97,15,11,9,4,9,3,6,4,0,65,3,3,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,60,78,32,55,20,43,43,3,393
POA6228,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,6,0,11,9,7,0,0,0,0,0,0,0,18,4,0,0,0,0,0,5,3,0,14,3,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,25,6,11,9,3,3,5,10,0,69
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,9,0,0,0,3,0,0,0,0,20,3,0,3,0,7,5,6,0,0,27,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,14,4,14,7,11,8,0,63
POA6230,7,20,174,256,61,478,58,348,25,1430,63,154,389,302,157,204,149,302,23,1748,271,782,816,454,364,297,303,556,55,3902,440,903,811,462,467,225,375,478,77,4237,543,940,742,542,579,290,430,501,74,4645,431,682,510,410,525,232,431,409,36,3660,118,213,127,92,139,66,118,107,12,993,24,19,9,6,3,4,11,11,3,95,0,0,0,3,0,5,0,0,0,7,1892,3712,3570,2534,2301,1796,1877,2716,314,20709
POA6232,4,0,39,51,17,135,11,94,3,353,20,23,94,75,41,60,38,93,6,445,88,160,313,117,142,113,136,121,26,1216,124,207,250,147,147,78,154,136,21,1270,93,145,199,147,148,87,126,111,20,1076,61,106,141,102,115,66,141,82,12,823,17,24,24,20,20,15,31,20,4,163,0,0,0,0,4,4,4,8,0,17,0,0,0,0,0,0,0,0,0,0,409,676,1047,646,636,557,642,661,93,5364
POA6233,9,7,97,114,30,242,29,191,10,734,20,51,172,103,69,71,72,120,14,686,117,280,471,170,192,114,192,223,32,1794,227,400,463,252,270,146,270,236,40,2304,243,329,402,270,304,129,281,163,36,2158,141,278,298,176,222,106,216,167,13,1625,41,81,54,35,56,24,50,41,8,388,6,3,0,0,5,4,4,5,0,22,0,0,0,0,0,0,0,0,0,5,798,1432,1961,1124,1152,833,1112,1145,160,9715
POA6236,4,0,13,12,4,16,0,29,0,79,4,9,24,11,5,9,5,6,0,67,12,32,36,11,20,0,17,16,3,152,32,36,36,16,29,7,21,17,0,196,63,47,49,19,31,15,27,28,6,286,54,54,26,23,31,20,35,23,0,259,35,16,6,0,12,3,10,6,0,88,15,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,219,187,189,102,135,69,117,123,19,1156
POA6237,3,0,19,23,0,23,0,18,4,93,5,0,30,17,8,7,6,13,0,89,9,17,34,8,11,3,26,24,0,136,36,51,57,18,37,12,34,15,10,268,41,64,58,36,37,12,33,32,4,318,54,62,41,26,43,13,34,36,6,320,35,26,9,3,3,3,10,10,0,105,4,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,191,223,245,135,142,79,147,149,25,1342
POA6239,3,0,27,19,9,31,9,37,3,133,0,6,32,17,11,10,8,25,0,116,21,35,76,21,20,23,25,61,5,287,60,62,87,46,40,17,61,37,9,412,86,90,65,46,55,17,73,50,14,497,69,66,62,64,57,21,63,48,5,464,51,30,16,6,9,7,10,14,5,149,9,0,0,0,4,0,0,0,8,28,0,0,0,0,0,0,0,0,0,0,307,290,367,219,197,124,254,284,45,2079
POA6240,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,5,5,8,0,3,0,0,0,0,20,6,3,0,0,0,3,0,0,0,19,12,0,0,0,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,29,19,15,3,8,5,3,8,4,92
POA6243,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,5,3,5,0,36
POA6244,0,0,3,3,0,5,0,9,0,23,5,0,8,9,4,4,3,11,0,46,16,9,20,3,12,0,6,17,5,81,47,21,18,9,13,8,12,10,0,138,46,16,24,11,19,8,14,24,6,154,55,14,14,7,18,4,30,20,0,161,47,9,3,4,7,0,3,7,4,68,22,0,0,0,3,0,0,4,0,34,0,0,0,0,0,0,0,0,0,0,234,65,84,43,68,38,56,96,9,694
POA6251,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,4,0,10,8,0,4,0,7,0,0,4,0,29,15,4,5,3,3,0,5,3,0,43,15,5,4,0,5,0,3,4,0,39,6,0,0,3,0,0,4,4,0,15,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,10,21,12,14,4,13,30,0,148
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,4,4,5,0,14,4,0,0,0,4,0,0,3,0,15,3,0,5,4,0,0,0,6,0,20,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,12,5,5,3,6,16,3,71
POA6253,0,0,0,4,0,0,0,5,0,14,0,0,6,0,0,0,0,4,0,14,6,6,5,5,0,0,4,3,0,30,12,11,4,6,6,4,7,0,0,48,17,10,5,3,3,0,7,5,0,56,11,15,10,11,5,4,5,4,0,70,21,3,9,0,3,4,0,0,0,47,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,71,47,39,26,21,14,28,20,3,276
POA6254,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,9,0,14,3,3,10,0,0,0,3,8,0,32,6,5,11,3,4,0,11,6,0,43,11,6,9,0,6,0,9,10,0,49,4,3,18,3,3,0,7,16,0,61,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,51,15,18,4,42,45,4,214
POA6255,0,0,12,18,4,22,3,28,0,92,4,4,30,7,3,11,13,16,0,92,22,36,56,31,13,18,28,26,5,241,38,87,63,36,31,20,34,24,7,340,79,79,73,60,43,22,52,37,3,448,82,68,55,52,49,30,72,36,12,451,53,28,18,11,16,12,19,21,0,181,20,4,0,3,4,0,0,5,0,39,4,0,0,0,0,0,0,0,0,4,305,297,304,224,167,136,219,205,30,1881
POA6256,0,0,0,0,0,3,0,3,0,9,0,0,6,0,0,0,0,3,0,19,7,0,3,0,0,3,3,3,3,28,11,8,8,3,0,0,7,0,0,34,17,3,6,8,7,0,4,3,0,56,15,10,15,9,5,4,4,5,0,67,15,4,4,0,0,0,0,0,0,25,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,80,24,33,24,23,11,16,24,4,241
POA6258,5,0,40,30,8,59,6,57,3,217,12,18,53,24,14,18,25,57,4,229,55,64,94,49,40,32,43,114,8,498,106,75,71,48,55,36,46,84,9,532,131,68,77,56,77,45,61,92,9,625,140,82,83,72,90,37,82,116,12,704,92,24,27,27,27,14,22,37,3,265,30,0,0,3,5,0,0,5,6,44,0,0,0,0,0,0,0,0,0,0,570,331,445,312,308,243,296,570,51,3123
POA6260,0,0,5,12,0,12,0,20,3,48,6,4,6,3,3,3,3,12,0,36,23,7,11,10,13,0,8,40,3,114,27,21,10,7,10,4,9,25,0,114,51,18,14,17,9,3,18,24,0,157,44,21,8,11,21,11,9,16,3,141,24,9,8,4,5,5,5,11,3,67,5,0,0,0,0,0,0,0,3,11,4,0,0,0,0,0,0,0,0,4,192,74,57,64,57,40,53,156,17,704
POA6262,0,0,0,7,0,0,0,10,0,19,0,0,0,0,0,0,0,6,0,3,11,5,0,0,3,0,3,4,0,31,9,6,6,3,4,3,3,13,0,46,23,3,14,17,0,3,11,9,0,83,24,11,12,5,11,0,10,11,0,85,15,3,5,3,4,0,0,10,0,39,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,93,29,39,36,18,11,30,59,3,311
POA6271,4,0,15,11,0,37,7,37,0,112,0,9,33,18,5,9,8,22,0,98,19,38,64,24,26,12,16,43,3,245,32,59,59,34,26,18,33,38,11,307,58,68,60,57,38,20,62,52,5,421,50,54,40,52,37,14,52,40,6,341,12,10,11,7,10,9,10,9,0,81,8,0,0,0,0,0,7,3,0,13,0,0,0,0,0,0,0,0,0,0,191,235,281,205,143,114,181,239,22,1621
POA6275,0,0,4,4,0,0,3,9,0,21,3,0,4,0,0,0,0,4,0,9,13,3,10,7,5,0,9,21,0,60,32,22,19,9,6,10,10,18,0,125,23,21,21,16,14,4,9,26,0,133,26,18,32,15,16,10,10,33,6,155,38,11,4,3,10,0,11,7,0,90,9,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,141,79,81,58,58,21,52,116,12,611
POA6280,11,11,146,246,21,391,31,222,14,1090,41,61,251,144,53,117,50,181,8,910,219,356,559,288,165,148,140,294,34,2211,385,554,573,358,319,186,212,309,53,2934,464,628,507,386,405,238,298,351,42,3311,397,420,348,315,356,220,267,325,40,2682,183,113,86,69,102,83,89,94,16,829,32,11,7,3,14,8,6,13,11,96,9,0,0,0,0,0,0,3,3,12,1737,2141,2477,1805,1428,1393,1088,1787,225,14085
POA6281,0,0,40,80,0,74,3,59,9,271,7,7,56,36,7,16,4,27,7,170,72,129,163,90,45,23,24,75,5,627,177,260,242,96,106,76,36,79,17,1081,170,229,174,81,108,74,57,93,11,991,117,140,102,56,82,65,32,86,14,690,53,45,34,10,34,34,20,23,3,253,15,5,0,0,0,4,0,3,0,37,0,0,0,0,0,0,0,0,0,0,610,817,805,454,380,357,166,451,72,4117
POA6282,0,0,11,18,0,7,0,13,4,54,3,0,6,4,0,0,0,5,0,21,14,19,13,9,13,7,0,10,0,84,34,53,23,12,12,3,3,15,0,154,54,57,29,12,13,21,9,21,3,213,37,43,22,5,21,13,9,10,4,163,15,19,5,6,3,11,0,10,0,73,5,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,158,194,106,71,65,54,21,81,17,772
POA6284,0,0,10,21,0,22,0,18,0,80,0,0,10,7,0,12,0,8,0,45,18,45,44,22,25,8,14,21,0,189,66,106,93,49,43,21,24,43,5,444,63,70,55,28,45,28,22,34,8,345,49,43,29,16,31,18,21,33,5,246,25,15,6,0,14,0,3,7,4,74,11,0,0,0,6,0,0,4,0,25,3,0,0,0,0,0,0,0,0,3,234,281,247,139,159,108,88,172,19,1445
POA6285,9,3,43,82,0,87,3,80,5,313,10,10,50,49,10,35,7,64,0,243,114,151,229,154,52,57,44,153,9,970,216,319,254,156,103,73,87,168,18,1395,226,285,203,133,131,97,83,143,10,1311,130,182,135,81,94,83,60,90,13,872,80,72,28,12,31,32,21,25,8,302,8,3,0,4,4,0,0,8,0,27,0,0,0,0,0,0,0,0,0,0,792,1030,950,673,412,463,303,735,71,5437
POA6286,0,0,0,0,0,3,0,3,0,14,3,0,0,0,0,0,0,5,0,13,10,14,19,12,8,7,4,9,0,68,7,29,21,12,8,8,9,20,0,112,10,12,17,6,7,5,10,4,0,80,21,13,12,9,10,6,9,11,5,95,20,0,4,0,6,4,0,3,0,41,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,78,66,73,41,32,43,31,52,3,423
POA6288,0,0,3,3,0,0,0,16,0,22,3,0,4,0,0,0,0,3,0,13,8,3,6,8,4,0,4,10,0,46,7,8,9,6,4,0,0,15,0,52,28,9,6,8,0,0,9,14,0,79,19,13,9,3,11,0,7,13,0,75,19,3,0,0,0,5,0,3,0,37,4,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,99,30,48,28,22,12,24,72,6,337
POA6290,0,0,5,5,0,6,0,5,0,25,0,0,4,4,0,0,0,6,0,20,10,3,26,5,0,9,3,11,0,68,14,16,24,12,13,8,8,18,0,109,23,15,24,16,10,11,10,24,7,142,29,22,27,32,27,14,12,26,4,197,23,9,10,6,7,6,3,10,4,80,6,0,0,0,0,5,0,4,0,9,0,0,0,0,0,0,0,0,3,3,110,81,112,78,67,62,34,103,14,656
