POA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
POA6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,0,7,3,5,9,14,5,4,4,0,5,0,0,0,46,0,0,0,3,13,15,25,8,5,4,0,13,0,0,6,104,0,4,3,0,0,0,3,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,4,8,4,9,3,0,0,0,3,0,0,0,53,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,8,4,8,21,18,0,3,0,0,3,0,0,68,0,0,8,0,0,10,16,16,0,0,4,7,0,0,0,66,0,3,0,0,6,9,3,0,4,0,0,3,3,0,0,40,0,0,0,0,11,5,6,6
POA6014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,14,0,0,6,14,15,16,24,24,0,0,9,0,9,4,0,120,3,0,0,6,16,32,135,99,7,21,11,18,10,0,5,368,0,3,3,4,0,6,0,0,0,0,0,0,0,0,0,32,4,0,4,0,0,0,3,0,4,5,0,0,0,0,0,22,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,10,14,5,6,16,6,27,10,3,0,3,0,0,0,4,104,0,6,9,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,12,12,7,16,10,6,0,0,6,7,5,0,79,3,9,16,11,17,21,119,91,16,22,29,25,9,0,3,386,0,3,0,0,4,20,16,9,0,7,0,7,8,0,0,71,0,0,0,4,12,3,20,18
POA6015,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,5,5,3,0,8,0,0,0,4,33,0,0,5,0,11,3,21,3,0,0,3,8,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,4,4,14,0,0,0,4,0,4,0,0,60,3,8,0,3,0,0,0,6,0,0,0,0,0,0,0,23,0,0,0,5,3,7,6,5,0,0,0,4,0,0,0,25,0,3,11,6,8,17,28,0,0,0,0,0,6,0,0,89,0,0,0,0,0,7,8,5,0,0,0,0,0,0,0,21,0,0,0,0,11,3,4,3
POA6016,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,8,4,9,14,6,0,0,0,0,0,0,0,45,0,0,0,0,8,6,24,22,0,3,0,3,3,0,0,81,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,8,6,0,4,0,0,0,0,0,39,0,17,15,5,0,0,0,0,0,0,0,0,0,0,0,48,0,0,4,3,3,0,12,5,0,0,3,5,0,0,0,37,0,0,9,7,6,13,105,106,28,26,30,31,9,0,4,373,0,0,0,0,4,8,13,9,0,3,0,0,0,0,0,35,0,0,0,0,6,7,4,6
POA6017,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,3,6,28,17,0,4,0,5,3,0,4,67,0,0,15,4,4,3,4,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,12,0,0,0,5,0,7,52,73,33,22,29,35,13,0,4,288,0,0,0,0,5,5,0,7,0,0,3,0,0,0,0,13,0,0,0,0,5,0,3,17
POA6018,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,4,12,12,30,15,37,28,0,0,3,4,3,0,3,148,0,0,5,8,58,71,333,210,32,32,18,52,7,0,11,847,3,24,32,10,7,14,5,0,0,0,0,0,0,0,0,91,0,4,4,0,6,0,8,20,0,3,3,0,0,0,0,59,0,0,0,5,9,3,0,3,0,0,0,0,0,0,0,12,18,16,10,10,40,18,55,27,0,0,3,8,3,0,3,220,3,28,13,7,0,3,4,0,0,0,0,0,0,0,0,65,0,0,3,9,35,30,32,29,9,3,10,8,4,0,7,182,9,10,35,30,27,82,195,145,15,10,18,36,8,4,5,620,0,5,0,4,16,48,64,21,13,5,9,0,7,3,4,182,0,0,0,0,24,28,55,89
POA6019,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,16,9,42,21,4,8,6,12,4,0,4,140,0,0,0,0,10,22,63,50,15,6,17,17,9,0,0,218,5,7,4,0,0,3,0,0,0,4,0,0,0,0,0,29,5,0,5,0,7,6,9,5,0,0,0,5,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,10,12,13,12,20,7,48,28,3,3,5,11,4,0,3,183,5,3,9,0,0,0,4,3,0,0,0,0,0,0,0,19,0,0,0,4,7,3,6,3,5,0,0,3,3,0,0,43,4,0,15,0,12,15,35,21,0,0,6,3,5,0,0,125,0,5,0,0,0,19,23,5,7,9,3,3,6,0,5,74,0,0,0,0,10,14,15,14
POA6020,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,8,9,24,13,0,3,0,0,0,0,0,79,0,0,0,0,3,19,48,23,7,6,5,13,6,0,0,128,0,9,3,10,3,6,0,0,0,0,0,0,0,0,0,22,0,0,3,6,4,7,9,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,15,13,9,17,13,28,16,4,0,5,3,6,0,0,132,4,16,12,3,0,0,3,0,0,0,0,0,0,0,0,34,0,0,5,4,6,11,4,0,0,4,0,0,0,0,0,40,5,0,28,16,9,19,29,15,3,0,3,0,4,0,5,138,0,0,3,3,7,11,3,6,0,0,0,0,0,0,0,38,0,0,0,0,0,5,4,7
POA6021,0,0,0,0,9,14,8,4,0,0,6,0,0,0,0,31,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,3,3,9,9,15,8,0,0,0,6,0,0,0,58,0,0,4,0,33,75,162,73,17,12,13,17,13,0,5,427,3,37,67,25,8,33,3,9,0,0,0,0,0,0,8,191,0,5,7,4,3,8,0,9,0,0,0,0,0,0,4,35,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,13,4,3,5,7,6,10,7,0,5,0,3,0,0,4,63,11,79,104,22,3,4,0,0,0,5,0,0,0,0,6,229,0,0,0,13,25,26,9,11,4,4,5,4,8,0,3,108,0,0,32,11,26,53,251,155,47,29,34,56,16,0,12,716,0,0,0,0,0,28,25,12,11,0,0,5,7,0,3,95,0,0,0,7,9,15,19,44
POA6022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,12,4,0,0,0,0,0,0,0,27,0,0,0,0,0,5,24,10,3,3,0,3,0,0,3,49,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,3,0,5,3,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,4,0,7,3,6,5,20,17,5,0,0,5,0,0,0,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,10
POA6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,10,6,21,11,3,0,0,0,0,0,0,73,0,0,0,4,9,6,45,26,5,0,0,5,3,0,0,101,3,3,11,0,0,5,0,3,0,0,0,0,0,0,0,30,0,3,3,4,0,0,7,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,8,5,18,7,29,9,0,0,0,0,5,0,0,97,0,0,9,0,4,0,6,0,0,0,0,0,0,0,0,21,0,0,0,0,12,0,6,0,0,0,6,0,0,0,0,26,3,5,19,11,13,19,47,21,0,0,0,6,0,0,6,149,0,3,0,0,0,8,5,0,3,3,0,0,0,0,0,31,0,0,0,0,10,7,10,20
POA6024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,8,3,11,5,0,0,0,6,0,0,0,40,0,0,0,3,4,15,44,21,4,0,4,4,0,0,0,106,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,16,3,14,3,22,10,22,10,0,0,0,3,0,0,0,99,0,8,5,3,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,8,0,5,0,0,0,3,0,0,0,0,0,22,3,5,19,9,18,6,34,43,5,12,6,4,0,0,12,177,0,0,0,4,0,4,3,5,0,3,0,0,0,0,0,29,0,0,0,0,0,0,3,13
POA6025,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,11,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,9,0,0,6,7,9,23,28,34,0,0,0,0,0,0,0,114,0,0,0,4,13,36,50,55,7,7,0,6,0,0,0,170,0,3,9,0,6,3,0,0,0,0,0,0,0,0,0,38,4,0,3,6,7,12,9,6,0,0,0,0,0,0,4,47,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,8,14,16,9,17,50,20,27,25,3,0,4,5,3,0,4,188,0,11,10,3,0,0,5,0,0,0,0,0,0,0,0,30,0,0,0,13,11,15,9,8,0,0,0,0,0,0,5,60,6,4,41,30,31,26,50,20,3,5,0,3,7,0,6,232,0,0,0,0,9,12,24,18,4,3,3,3,0,0,0,79,0,0,0,3,3,6,14,26
