POA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
POA6000,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,7,3,0,5,0,0,0,0,0,18,0,0,0,3,4,9,14,15,9,9,5,14,8,0,0,85,0,0,0,0,16,27,139,164,51,88,100,126,52,5,13,790,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,4,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,13,11,15,10,0,6,4,7,0,0,0,73,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,19,9,19,34,7,7,13,24,12,5,0,148,0,0,13,7,10,18,55,65,31,54,91,127,61,11,5,550,0,0,0,5,9,32,39,21,8,7,12,15,22,0,6,165,0,0,0,0,10,4,12,31
POA6003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,11,0,17,16,10,12,9,0,0,0,79,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,6,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,9,3,10,0,0,0,0,0,0,0,30,0,0,5,3,0,4,10,11,9,7,4,7,0,0,0,65,0,0,0,0,0,6,8,0,0,0,0,6,3,0,0,36,0,0,0,0,0,0,4,0
POA6004,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,18,0,0,0,0,3,0,5,4,4,0,0,0,0,0,0,16,0,0,0,4,7,5,10,3,3,0,6,6,3,0,0,41,0,0,0,5,13,26,123,155,45,44,64,60,35,3,17,592,0,0,10,3,0,11,6,3,3,3,0,0,0,0,0,30,0,0,3,0,0,0,4,15,0,4,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,3,4,3,10,14,5,3,4,5,0,0,0,58,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,9,18,23,15,7,14,9,12,8,0,4,126,0,0,14,4,9,22,76,84,35,47,69,78,20,17,19,493,4,0,0,0,16,36,37,21,10,6,21,11,19,6,6,196,0,0,0,0,9,7,16,45
POA6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,3,4,0,0,3,4,0,5,31,0,0,0,0,5,12,31,40,16,13,18,18,5,5,4,167,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,4,8,0,0,0,0,5,0,3,37,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,5,0,4,10,7,7,0,3,3,0,3,0,0,38,0,0,8,3,3,6,24,36,23,24,20,51,23,3,0,231,0,0,0,0,0,10,17,7,4,4,6,4,4,0,0,59,0,0,0,0,9,3,11,17
POA6006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,3,0,5,10,8,0,0,0,0,0,0,3,42,0,0,0,0,13,15,16,16,0,9,3,0,0,0,0,71,0,5,7,6,0,5,7,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,0,0,6,4,8,0,3,0,0,0,0,0,0,38,8,27,23,8,0,0,0,5,0,0,0,0,0,0,3,74,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,26,0,0,19,5,4,7,12,18,0,0,9,3,0,0,0,74,0,0,0,0,0,9,13,5,0,0,0,0,0,0,5,36,0,0,0,0,0,0,3,12
POA6007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,5,7,4,13,0,0,0,0,5,0,0,54,0,0,0,0,4,3,15,20,3,4,0,4,0,0,4,54,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,5,5,0,0,5,5,0,0,0,41,3,7,0,0,0,0,0,0,0,0,3,0,0,0,0,17,0,0,0,0,9,4,4,6,0,0,0,0,0,0,0,21,4,4,8,4,10,9,31,19,4,10,3,3,4,3,0,119,0,0,0,0,0,3,4,4,0,0,0,0,5,0,0,27,0,0,0,0,5,3,0,0
POA6008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,10,0,0,5,17,8,17,21,15,0,4,3,5,0,4,0,101,0,0,0,6,11,14,74,73,7,16,20,29,14,0,6,276,0,3,3,0,0,10,6,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,8,5,14,4,18,16,0,0,3,3,7,0,3,89,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,5,12,8,15,9,4,0,0,6,4,3,0,66,0,0,17,12,7,19,50,53,6,27,7,17,9,0,14,229,0,0,5,0,0,6,33,13,5,5,3,6,11,0,0,87,0,0,0,0,11,4,16,30
POA6009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,9,8,14,0,0,49,0,0,9,10,12,23,35,18,4,0,7,7,3,0,0,122,0,4,3,15,43,61,139,119,76,91,75,137,73,5,11,851,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,12,9,6,8,5,16,7,16,15,0,0,0,7,0,0,0,108,5,4,6,0,0,0,0,5,0,0,0,0,0,0,5,21,0,0,10,23,42,19,20,19,8,3,12,10,13,0,5,189,0,0,20,27,31,28,83,32,8,23,20,54,49,9,3,394,0,0,0,9,27,45,42,14,11,14,26,50,30,0,4,276,0,0,0,0,23,4,16,16
POA6010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,10,0,0,4,19,20,26,27,14,0,0,0,10,0,0,0,112,0,0,6,4,8,39,100,89,18,15,38,63,16,5,11,404,0,0,6,4,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,9,0,6,23,14,23,3,0,0,5,0,0,0,0,105,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,10,14,15,16,11,5,4,8,3,3,0,0,94,3,4,9,10,12,17,48,35,0,8,10,9,6,0,0,178,4,4,0,0,0,13,8,3,0,5,3,0,0,0,0,46,0,0,0,3,20,6,17,11
POA6011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,7,9,12,0,3,0,0,0,0,0,50,0,0,3,6,5,14,8,0,3,7,0,4,4,0,0,58,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,3,0,7,5,0,0,0,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,5,5,0,0,4,0,0,0,35,7,0,5,0,0,4,3,3,0,0,0,0,0,0,0,35,0,4,0,0,4,3,3,0,0,0,0,0,8,0,0,20,0,0,0,0,13,0,0,0
