POA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA6000,0,0,0,0,0,0,0,0,0,22,0,30,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,5,0,0,0,14,0,3,0,0,0,4,0,6,5,26,0,47,0,7,0,4,0,6,0,17,0,20,0,50,6,15,0,13,0,21,0,9,0,15,0,66,0,22,0,26,0,18,0,9,0,19,0,93,12,11,0,32,3,17,3,11,0,8,0,92,30,5,0,28,0,16,0,4,0,10,0,100,108,10,3,60,0,48,0,4,0,18,0,256,102,9,0,56,6,13,0,8,6,7,0,194,91,7,0,36,9,11,0,5,0,10,0,168,89,6,0,19,10,9,6,5,0,0,0,138,225,5,5,49,14,57,3,5
POA6003,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,12,0,4,0,5,0,0,0,4,0,4,0,14,0,5,0,0,0,8,0,3,0,3,0,27,3,11,0,4,0,4,0,6,0,8,0,38,4,3,0,9,0,3,0,6,0,6,0,27,7,0,0,12,0,5,0,0,0,6,0,28,30,6,0,16,0,12,0,5,0,4,0,76,39,5,0,21,0,0,0,0,0,5,0,71,30,0,0,5,0,3,0,0,0,0,0,49,17,0,0,9,0,0,0,0,0,0,0,24,58,3,0,10,3,10,0,0
POA6004,0,0,0,0,0,0,0,4,0,28,0,36,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,7,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,6,0,7,0,9,0,6,0,0,0,3,0,8,3,27,0,47,0,11,0,0,0,4,0,10,4,20,0,50,0,12,0,10,0,9,6,9,3,35,0,82,3,31,0,17,0,24,5,13,0,33,0,127,11,8,0,20,4,22,0,6,0,11,0,83,13,3,0,30,3,19,4,6,5,13,0,88,81,19,0,70,0,37,3,11,0,22,0,246,91,10,0,43,9,16,4,5,0,5,0,185,92,9,0,28,3,17,0,0,0,15,0,168,72,4,0,24,0,6,0,0,0,5,0,120,239,16,0,65,15,63,5,13
POA6005,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,9,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,3,0,0,0,10,0,16,0,5,0,4,0,4,0,4,0,7,0,28,0,7,0,0,0,3,0,3,0,5,0,16,3,11,0,3,0,9,0,8,0,3,0,41,0,0,0,6,0,14,0,4,0,0,0,32,6,3,0,15,0,7,0,0,0,3,0,36,42,4,0,20,0,12,0,0,0,15,0,97,45,0,0,28,0,3,0,4,0,3,0,96,49,3,0,19,0,7,0,3,0,0,0,84,60,0,0,10,0,0,0,0,0,3,0,72,118,0,5,33,4,20,0,10
POA6006,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,9,0,19,0,0,0,0,0,0,0,3,0,7,0,7,0,0,0,0,0,0,0,3,0,41,0,50,0,0,0,0,0,6,0,7,0,18,0,31,4,8,0,0,0,4,0,4,0,30,0,55,5,10,0,8,0,8,0,10,4,20,0,56,0,5,0,15,0,3,0,0,0,9,0,34,9,0,0,13,0,11,0,3,5,6,0,40,34,15,0,29,0,12,0,4,0,14,0,104,51,8,0,23,0,8,0,10,3,7,0,111,37,6,0,29,0,6,0,4,0,4,0,93,46,0,0,7,3,5,0,0,0,0,0,61,175,7,3,56,13,13,0,0
POA6007,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,17,3,26,0,0,0,0,0,4,0,5,0,12,0,23,0,11,0,0,0,0,0,4,0,17,0,37,0,8,0,10,0,10,0,5,0,20,0,57,0,5,0,7,5,3,0,7,0,6,0,31,3,0,0,15,0,5,0,0,0,10,0,43,36,10,0,27,4,11,0,6,0,8,0,103,44,0,0,36,9,10,0,3,0,11,0,112,51,4,0,29,0,6,0,4,6,4,0,105,53,9,0,12,6,3,0,0,0,0,0,79,178,15,0,57,8,33,3,8
POA6008,0,0,0,0,0,0,0,0,0,22,0,28,0,0,0,0,0,0,0,3,0,7,0,11,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,14,0,23,0,4,0,0,0,5,0,8,0,14,0,24,0,5,0,0,0,3,0,6,0,53,0,68,0,6,0,0,0,0,4,13,0,36,0,64,0,12,0,5,0,5,0,12,0,53,3,89,6,6,0,6,0,10,0,12,0,57,0,88,0,7,0,12,0,12,0,7,0,20,0,61,3,10,0,20,0,17,0,15,0,37,0,101,30,11,0,43,0,27,4,26,0,36,0,177,55,10,3,49,0,12,0,16,6,26,0,171,60,6,0,29,0,18,0,7,0,19,0,139,64,5,3,20,3,8,0,9,0,11,0,116,242,25,0,84,15,64,5,30
POA6009,0,0,0,0,0,0,0,0,0,42,0,44,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,6,0,9,0,20,0,0,0,0,0,0,0,6,0,7,0,12,0,0,0,0,0,0,0,0,0,20,0,23,0,0,0,0,0,0,0,5,0,14,0,18,0,0,0,0,0,0,0,14,0,41,0,58,0,12,0,6,0,4,0,5,0,43,0,69,0,12,0,4,0,9,0,10,4,62,0,103,0,8,0,3,0,7,0,23,5,70,0,122,0,5,0,16,0,14,0,18,0,26,0,79,3,6,0,8,0,12,0,11,0,55,0,101,19,13,0,25,4,19,0,23,0,85,0,183,21,4,0,26,4,6,0,15,0,54,0,136,20,4,0,20,0,17,0,15,6,35,0,115,21,5,0,11,0,10,0,9,0,21,0,72,142,42,3,94,12,106,5,62
POA6010,0,0,0,0,0,0,0,0,0,24,0,27,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,14,0,23,0,0,0,0,0,0,0,3,0,16,0,25,0,0,0,0,0,0,0,14,0,61,0,80,0,4,0,3,0,3,0,12,0,60,0,83,0,10,0,4,0,3,0,14,5,58,0,92,0,11,0,7,0,8,0,13,0,91,0,133,0,8,0,18,0,5,0,6,0,37,0,72,0,6,0,3,0,11,0,10,0,70,0,109,18,13,0,20,0,24,0,21,0,70,0,174,31,10,0,32,0,7,0,17,6,60,0,163,36,10,0,23,5,21,0,14,0,19,0,130,41,0,0,15,0,3,0,9,0,18,0,90,171,30,3,89,8,78,6,45
POA6011,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,4,0,18,0,24,0,0,0,0,0,0,0,0,0,23,0,27,0,0,0,5,0,4,0,10,0,27,0,40,0,0,0,0,0,0,0,3,0,32,0,45,0,0,0,0,0,3,0,3,0,14,0,28,0,9,0,0,0,0,0,3,0,25,0,46,11,5,0,12,0,11,0,14,0,29,0,82,18,7,0,13,0,0,0,10,0,23,0,74,13,9,0,15,0,4,0,13,0,24,0,78,11,7,0,11,0,4,0,8,0,19,0,60,95,39,3,74,8,68,4,64
