POA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA6084,940,1156,302,20,2414,432,53,2906,5,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,10,3,0,0,0,3,5,0,9,950,1158,306,20,2434,440,56,2925
POA6090,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
POA6100,890,884,227,49,2048,709,221,2976,199,148,53,19,417,285,64,771,309,194,77,35,618,419,97,1130,508,350,133,48,1037,698,166,1903,46,14,5,3,68,103,8,178,64,29,7,3,109,187,19,324,244,88,34,19,379,486,59,922,236,67,46,11,357,214,38,612,0,0,0,0,0,0,0,0,596,198,92,39,920,990,126,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,4,1992,1429,449,136,4003,2414,509,6920
POA6101,1306,1358,400,83,3151,1147,367,4669,290,229,103,29,650,601,106,1366,53,26,13,3,99,43,19,156,341,257,117,31,752,645,126,1525,117,92,40,6,260,199,26,479,79,20,10,9,117,137,35,299,16,4,0,0,21,35,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,118,50,15,393,368,60,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,6,0,11,1866,1741,568,131,4306,2169,562,7034
POA6102,645,631,249,76,1595,647,324,2568,340,260,112,52,762,653,262,1678,67,46,28,16,150,140,107,400,406,305,140,62,910,798,367,2076,49,7,8,0,69,247,19,335,23,12,0,0,33,55,0,92,17,0,0,0,17,94,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,23,10,0,122,397,24,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,10,1138,956,400,140,2627,1855,712,5195
POA6103,526,595,205,48,1379,541,155,2075,108,75,52,12,246,312,35,589,144,73,37,11,261,126,54,444,250,147,84,25,508,446,86,1034,53,22,20,7,103,132,15,249,111,34,21,14,174,279,36,489,101,19,15,0,135,177,19,324,243,64,22,10,344,300,55,696,0,0,0,0,4,0,0,4,508,139,79,32,758,886,116,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10,1286,884,366,107,2644,1875,361,4873
POA6104,1162,1243,497,95,3005,1193,241,4434,127,69,59,9,263,318,29,605,141,70,20,10,241,169,48,461,270,141,78,18,504,487,78,1064,44,22,6,7,78,94,15,180,0,7,0,0,7,10,4,19,26,9,0,0,37,41,8,83,47,3,0,0,47,17,0,67,3,0,0,0,5,0,0,7,120,38,8,9,169,168,24,362,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,8,4,0,0,0,6,7,0,8,1560,1419,587,119,3687,1852,341,5881
POA6105,1106,1398,569,93,3162,1157,239,4559,161,188,100,13,466,313,43,819,120,100,38,15,274,212,45,532,278,288,143,30,732,523,88,1348,40,14,11,0,66,96,16,173,16,7,5,0,30,41,6,77,15,12,4,0,31,28,14,67,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,12,75,36,17,0,128,170,34,328,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,9,0,11,0,5,0,0,3,7,0,10,1460,1721,724,125,4030,1871,364,6262
POA6106,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
POA6107,3091,5193,1386,251,9920,2811,809,13539,424,549,156,49,1183,671,142,1996,119,81,37,11,247,134,35,418,542,629,195,60,1430,805,177,2411,105,53,9,8,173,109,41,324,52,17,8,8,91,78,24,191,51,11,4,7,66,31,21,122,33,5,0,6,47,47,8,102,3,3,0,0,9,15,0,22,247,84,30,25,388,279,92,763,0,0,0,0,4,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,17,3,4,27,10,11,0,0,27,16,3,43,0,12,8,0,22,21,4,45,3894,5924,1615,342,11780,3933,1093,16801
POA6108,2100,2877,956,110,6045,1399,210,7654,134,76,79,14,294,286,17,596,3,6,3,0,17,23,3,42,134,83,83,14,309,314,24,642,4,7,0,0,11,9,0,20,7,14,8,0,35,29,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,10,0,10,15,17,10,0,49,51,3,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,2257,2979,1048,124,6405,1764,234,8401
POA6109,765,1448,503,58,2767,847,165,3781,99,50,32,0,180,216,15,411,14,9,8,0,31,38,4,64,106,60,43,0,211,249,15,476,21,28,16,5,70,62,12,137,3,0,4,0,4,23,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,11,32,30,24,5,82,89,12,181,23,0,7,0,26,79,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,3,0,18,15,0,31,33,13,6,0,51,96,3,144,0,5,0,0,5,4,0,3,930,1548,566,60,3110,1285,196,4583
POA6110,2989,5624,1814,163,10592,2704,373,13672,223,169,146,11,543,674,43,1261,33,15,16,3,71,55,4,127,253,184,157,19,614,731,51,1390,36,22,33,0,97,129,7,228,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,7,9,0,14,35,27,38,0,108,135,9,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,9,0,17,4,0,0,0,9,10,0,17,0,0,0,0,4,9,0,11,3290,5837,2016,179,11318,3593,429,15341
POA6111,2333,2511,1008,86,5940,1726,214,7882,117,90,130,13,355,347,24,731,4,6,0,0,9,9,0,13,117,96,130,13,363,354,24,747,6,3,8,0,14,40,0,54,4,3,3,0,14,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,18,9,8,8,3,34,58,0,94,5,0,4,0,7,42,0,54,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,7,0,10,47,0,59,4,0,4,0,11,4,0,9,2477,2617,1153,109,6357,2193,249,8790
POA6112,4896,9484,2691,260,17326,3530,529,21382,364,248,291,30,932,1026,71,2033,4,3,8,0,12,18,0,33,367,248,296,29,945,1043,77,2059,14,3,8,3,27,55,7,84,3,0,0,0,10,12,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,8,7,0,16,22,15,14,5,51,73,8,125,8,0,0,0,12,21,0,30,31,0,6,0,36,90,0,132,0,0,0,0,0,0,0,0,9,0,0,0,10,3,0,11,46,0,4,0,54,119,7,174,5,5,3,0,15,8,0,16,5334,9753,3007,294,18390,4764,611,23762
POA6121,293,450,71,6,824,101,17,943,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,9,3,0,8,5,0,4,0,9,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,451,75,6,831,107,17,956
POA6122,1646,3194,813,59,5711,967,141,6815,7,12,10,0,31,35,3,68,0,0,0,0,0,0,0,0,7,12,10,0,31,35,3,68,4,0,0,0,4,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,10,6,0,0,0,6,21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1661,3210,824,59,5752,1024,141,6922
POA6123,230,280,96,3,607,116,14,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,280,98,3,608,116,14,733
POA6124,144,146,39,7,336,79,8,426,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,144,146,39,7,338,84,8,433
POA6125,336,402,80,4,827,137,16,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,46,3,7,0,53,38,0,91,0,0,0,0,0,0,0,0,5,0,3,0,3,7,0,12,50,9,3,0,62,48,0,110,5,4,0,0,4,8,0,17,388,407,88,4,892,192,16,1100
POA6126,36,26,3,0,67,21,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,26,3,0,67,21,4,86
POA6147,1176,1674,609,84,3543,1049,191,4786,103,86,77,15,283,275,28,582,15,27,9,6,50,40,5,93,119,114,83,19,331,317,26,676,24,21,18,6,61,55,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,10,27,25,18,6,72,53,8,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,10,1316,1811,713,106,3953,1422,225,5599
POA6148,1468,2411,538,55,4471,998,104,5567,204,213,99,10,523,437,26,984,10,23,9,0,45,3,3,56,217,236,104,11,562,447,28,1041,3,15,12,0,28,24,0,48,0,0,0,0,0,0,0,0,24,0,0,0,24,40,0,62,0,0,0,0,0,0,0,0,0,3,3,0,7,5,0,9,34,18,12,0,61,62,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,1720,2659,658,64,5099,1506,134,6740
POA6149,1786,2633,520,38,4975,763,88,5830,96,121,64,0,279,209,11,505,4,4,0,3,8,7,0,16,102,128,64,3,292,217,11,520,42,0,0,0,42,137,0,180,0,0,0,0,0,0,0,0,64,0,0,0,64,80,0,148,0,0,0,0,0,0,0,0,5,3,0,0,5,7,0,15,107,3,0,0,113,226,4,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,2758,583,41,5380,1207,108,6694
POA6150,1253,1698,319,40,3310,461,96,3868,75,32,28,0,137,136,3,279,7,20,0,3,35,18,4,53,82,51,26,6,171,157,9,333,8,0,0,0,8,33,0,37,13,0,0,0,13,28,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,24,0,0,0,24,67,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1359,1750,344,53,3505,684,109,4298
POA6151,944,1334,255,38,2572,539,124,3238,123,62,33,7,226,182,20,432,547,228,124,31,932,780,121,1827,669,294,160,38,1157,964,140,2261,62,20,13,3,94,181,14,292,98,33,16,8,153,253,29,432,146,44,29,13,231,231,38,498,161,46,22,5,227,270,28,529,0,0,0,0,0,0,0,0,465,145,74,31,717,930,102,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,2078,1772,484,112,4449,2435,372,7254
POA6152,1536,2038,485,121,4190,1038,249,5477,558,283,171,37,1045,1108,135,2289,500,288,121,59,971,506,132,1615,1060,573,295,102,2023,1614,268,3903,130,87,31,17,259,297,42,606,88,9,13,10,123,214,15,352,38,0,0,0,41,39,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,255,99,48,25,424,552,66,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,8,0,20,2857,2710,826,250,6641,3209,581,10438
POA6153,1641,2319,482,65,4516,993,113,5622,267,239,109,18,628,425,45,1102,183,174,53,6,416,144,19,579,451,415,161,24,1050,571,62,1680,49,26,20,3,101,108,14,223,33,4,3,0,41,51,11,106,135,45,21,4,209,142,4,357,62,8,10,4,83,94,5,177,0,0,0,0,0,0,0,5,274,82,61,13,429,401,30,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,7,2371,2828,699,97,5994,1964,210,8174
POA6154,738,1264,263,24,2289,503,63,2857,179,121,86,17,394,458,27,879,26,41,17,0,79,49,4,133,205,151,100,11,471,512,29,1017,0,0,7,0,7,27,0,41,3,3,3,0,7,8,0,14,16,3,3,0,29,21,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,11,0,41,52,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,969,1432,382,36,2815,1067,94,3980
POA6155,3622,8139,1489,156,13408,1719,263,15394,154,217,85,12,465,215,10,688,12,23,15,3,58,14,3,82,171,237,97,13,524,237,12,763,50,143,50,5,245,153,5,403,5,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,10,6,0,16,61,149,50,5,261,164,4,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,3,3,0,0,0,5,5,0,3,0,0,0,0,0,4,0,11,3848,8531,1646,171,14198,2127,280,16599
POA6156,1328,2130,584,53,4088,1038,137,5268,178,114,107,18,418,522,34,967,91,87,32,6,211,108,16,333,274,198,142,14,629,626,46,1304,30,6,6,0,41,67,7,114,20,5,8,0,31,58,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12,0,0,9,55,12,14,6,84,126,4,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,10,1662,2340,736,79,4806,1796,184,6792
POA6157,1037,1368,329,45,2779,829,86,3702,358,239,217,15,835,933,56,1831,46,36,19,0,105,52,12,164,411,277,239,15,940,988,66,1990,31,0,5,0,37,124,0,162,26,4,4,0,41,84,17,134,13,6,3,0,18,12,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,16,12,3,94,225,18,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,15,4,0,20,1515,1666,578,66,3833,2049,174,6055
POA6158,534,872,142,11,1557,332,37,1926,59,35,32,5,135,75,13,225,102,56,46,4,205,108,13,327,162,92,80,3,340,178,27,548,9,0,3,0,17,33,7,59,20,8,7,5,40,113,4,156,49,6,11,0,71,92,11,174,13,4,4,0,19,14,5,33,0,0,0,0,0,4,0,4,89,17,33,4,151,254,19,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,9,5,0,0,0,5,6,0,9,0,0,0,0,0,5,0,3,795,988,254,20,2058,777,85,2913
POA6159,177,172,33,4,386,94,22,511,25,19,6,0,59,38,5,98,102,73,39,3,230,186,16,430,134,93,50,6,281,225,22,535,4,5,0,0,9,6,0,12,32,9,4,0,51,34,0,87,225,54,22,0,300,191,14,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,73,29,0,361,235,13,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,346,116,7,1032,561,69,1659
POA6160,475,472,156,13,1116,385,115,1622,168,80,51,4,308,279,52,631,191,71,66,16,338,289,53,676,357,151,120,16,649,557,105,1306,30,8,9,0,52,149,7,215,72,12,19,0,99,143,15,264,144,29,18,0,193,360,35,580,18,0,0,0,20,31,4,53,0,0,4,0,4,0,0,5,262,52,49,3,368,689,60,1116,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,5,3,0,0,0,5,3,4,12,4,0,0,0,4,9,0,10,1109,679,323,32,2137,1650,277,4068
POA6161,10,8,0,0,15,16,5,43,6,0,0,0,6,4,0,12,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,5,18,3,0,0,24,25,8,61
POA6162,979,1156,389,31,2560,788,184,3535,96,75,56,11,236,214,22,468,92,48,29,4,171,112,18,302,187,118,85,9,406,325,42,769,16,5,9,0,26,70,6,109,35,8,16,3,60,128,14,194,15,7,3,0,20,20,3,48,0,0,0,0,0,0,0,0,6,8,0,0,15,8,0,22,74,21,31,4,125,231,24,375,0,0,0,0,0,5,0,3,36,5,4,0,46,73,3,123,0,0,0,0,0,0,0,0,3,0,4,0,9,4,0,14,45,0,7,3,58,78,5,138,3,0,0,0,6,4,3,15,1287,1300,512,51,3153,1422,255,4832
POA6163,4824,5258,2094,205,12378,3547,698,16627,563,336,345,29,1275,1591,133,2992,156,89,58,10,320,280,38,636,722,428,399,36,1592,1873,173,3630,86,38,49,13,186,293,28,505,74,43,35,4,155,319,34,509,183,32,20,3,235,244,22,499,58,7,9,0,75,56,0,131,19,11,9,0,35,22,0,59,414,131,119,21,682,931,88,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,3,0,5,9,0,0,0,9,23,0,37,5970,5810,2612,267,14659,6377,954,21996
POA6164,4838,9167,2212,208,16418,2767,528,19707,411,267,180,21,881,600,49,1524,84,63,66,5,222,139,23,379,495,328,244,26,1099,738,74,1908,65,9,18,4,100,154,12,265,66,25,45,5,150,184,12,351,126,31,32,8,190,236,30,461,39,9,10,0,52,103,5,160,12,5,4,0,12,9,0,28,298,72,114,27,510,694,57,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,5,0,0,5,3,0,13,5633,9576,2567,258,18032,4207,660,22897
POA6165,6,5,0,0,12,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,13,4,0,20
