POA_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,0,0,0,0,20,0,0,0,3,4,0,0,0,11,8,10,4,10,5,0,0,0,24,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,8,12,3,12,6,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,11,4,22,19,19,9,4,0,0,80
POA6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,7,6,0,0,22,0,0,10,8,3,5,0,0,22,6,17,15,14,7,11,0,0,68,7,0,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,5,12,17,13,18,8,12,0,0,79,0,0,0,0,0,0,0,0,5,6,6,4,13,0,3,3,3,45,16,26,32,37,23,24,3,4,170
POA6450,32,34,19,21,4,0,137,3,17,39,32,30,14,3,6,149,33,235,205,207,126,89,49,10,954,15,85,136,154,153,102,66,16,730,224,458,432,411,353,177,85,15,2156,74,53,33,19,13,12,4,0,219,18,11,25,33,33,18,9,3,150,323,523,487,463,402,207,103,14,2522,4,5,4,8,16,6,8,4,57,189,162,194,236,201,190,186,46,1414,568,1055,1094,1130,951,634,424,99,5963
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6460,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,10,14,6,7,6,0,0,40,0,0,3,7,3,6,0,0,23,5,16,19,13,21,19,0,0,91,6,5,0,0,0,3,0,0,12,0,0,3,0,5,0,0,0,3,10,21,25,13,24,22,0,0,100,0,0,0,0,0,0,0,0,3,19,8,7,10,19,25,8,5,102,28,38,52,33,54,54,12,4,287
POA6461,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,10,8,3,0,0,0,32,4,4,6,7,3,11,0,0,31,4,8,12,17,11,15,0,0,58,4,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,9,10,8,13,14,9,14,3,0,77,0,0,0,0,0,0,0,0,0,9,0,7,9,6,19,0,0,50,16,21,41,37,27,50,13,3,196
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,3,0,0,0,5,0,0,0,16,0,5,4,0,0,3,0,0,21,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,4,5,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,3,13,15,14,7,10,0,0,57
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,11
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,10,0,0,0,7,0,0,0,0,17
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,0,3,7,0,0,25
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,5,0,0,16
POA6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,9,0,0,0,0,26,0,0,0,0,6,0,3,0,7,5,0,10,4,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,4,3,0,0,0,27,0,0,3,0,0,0,0,0,3,7,3,11,7,3,4,0,0,31,6,12,22,22,16,0,6,0,96
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,19,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,3,3,6,5,9,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,13,3,11,16,15,8,0,0,4,56
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,4,0,0,0,0,14
POA6475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,0,0,0,17,0,0,0,9,0,0,0,0,14,0,7,10,10,10,9,5,0,48,0,3,0,5,5,0,0,0,11,0,0,0,0,0,0,0,0,3,0,11,10,11,11,8,5,0,64,0,0,0,0,0,0,0,0,3,4,0,0,3,4,10,3,0,29,8,21,14,30,24,23,12,0,124
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,13
POA6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,0,3,0,0,0,14,0,0,0,3,4,0,0,0,16,3,12,3,7,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,5,6,12,10,12,6,0,0,0,44,0,0,0,4,0,0,0,0,4,3,3,0,4,10,0,3,0,24,13,19,18,24,26,3,3,0,105
POA6479,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,11,0,5,12,6,6,3,4,0,34,0,0,0,3,11,0,0,0,21,14,18,16,12,12,3,0,5,77,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,14,18,16,18,16,3,0,5,87,0,0,0,0,0,0,0,0,0,6,11,10,5,3,5,7,3,57,21,41,37,43,38,19,11,4,210
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,10,8,0,0,0,21
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,3,0,0,15
POA6485,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,7,6,0,3,0,0,0,24,0,5,0,4,7,3,0,0,20,8,10,9,11,15,9,0,0,60,4,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,8,10,13,10,12,12,4,0,74,0,0,0,0,0,0,0,0,0,0,10,8,3,7,15,14,0,60,13,32,32,22,30,32,21,5,186
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,5,3,0,0,0,20
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,9,3,11,0,0,5,6,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,0,0,3,3,0,0,26,0,0,0,0,0,0,0,0,3,0,3,0,5,9,0,3,0,17,4,20,7,17,13,5,5,0,67
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,3,4,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,14,5,5,0,5,3,15,4,0,39
POA6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,8,0,0,0,4,4,0,0,0,13,7,3,3,4,3,0,0,0,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,10,8,4,6,5,0,0,37,0,0,0,0,0,0,0,0,0,3,3,6,15,10,12,7,0,56,17,14,15,26,28,23,6,0,118
POA6501,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,11,18,5,4,7,4,0,53,3,5,12,20,13,14,5,0,69,13,33,28,39,27,10,6,0,164,0,0,0,0,0,0,0,0,7,0,0,0,6,0,4,0,0,16,16,38,28,41,32,17,6,0,183,0,0,0,0,0,0,0,0,0,8,14,8,18,16,12,4,0,84,34,68,66,96,73,48,23,5,397
POA6502,6,5,6,0,0,0,15,0,4,3,3,8,4,0,0,22,0,10,13,8,15,13,4,0,74,0,4,15,26,20,22,7,0,95,12,24,32,33,46,31,13,0,192,9,3,3,3,3,4,0,0,22,0,0,0,4,5,6,5,0,13,20,29,37,42,55,36,16,4,232,0,0,0,0,0,0,0,0,0,16,16,12,28,29,22,18,4,141,36,64,85,108,129,95,48,8,575
POA6503,6,4,11,0,0,0,22,0,8,7,3,3,6,0,0,23,6,41,46,29,25,10,12,0,173,4,29,23,24,46,22,15,0,158,20,68,71,77,63,37,23,3,361,9,0,4,0,3,3,0,0,29,4,0,5,9,8,11,3,0,39,38,73,80,79,77,56,29,3,429,0,7,0,0,0,5,0,0,14,14,44,24,24,35,49,28,4,231,66,192,183,168,192,149,84,10,1048
POA6504,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,10,9,0,4,0,35,0,4,0,0,3,7,0,0,16,0,4,4,6,7,0,4,0,27,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,4,4,7,6,3,4,0,27,0,0,0,0,0,0,0,0,0,6,0,4,9,12,13,10,0,47,15,16,17,20,27,18,20,0,137
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,6,0,6,7,0,0,12,0,11,0,0,0,0,4,0,17,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,9,0,3,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,13,0,14,5,5,13,11,3,0,52
POA6506,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,5,8,5,7,0,0,27
POA6507,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,8,4,10,13,11,3,3,0,0,51,0,3,3,11,8,6,3,0,35,8,13,10,13,13,6,3,0,64,5,0,0,0,0,0,0,0,4,0,0,0,6,0,4,0,0,6,12,18,10,15,14,12,3,0,75,0,0,0,0,0,0,0,0,3,10,31,18,10,9,5,4,3,93,27,62,53,46,43,27,13,6,277
POA6509,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,18,0,6,0,3,0,0,0,0,13,3,5,4,9,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,5,4,5,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,5,0,24,7,12,14,17,16,13,6,0,81
POA6510,5,0,3,0,0,0,18,0,5,0,0,6,4,0,0,18,4,15,37,23,21,7,4,0,116,0,5,8,15,22,14,7,0,73,22,61,42,49,51,45,3,0,275,14,5,0,4,4,4,0,0,23,0,8,0,5,0,6,4,0,19,39,68,44,56,55,54,10,0,325,0,0,3,0,0,0,0,0,8,34,36,32,46,39,39,22,12,257,77,140,137,138,147,117,49,23,818
POA6511,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,0,5,5,5,3,5,0,0,21,0,10,3,3,7,5,4,0,34,3,15,15,8,18,14,0,0,75,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,9,6,19,13,14,16,15,7,4,87,0,0,0,0,0,3,0,0,8,5,3,3,11,13,14,5,0,56,9,44,29,33,42,44,20,5,219
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,9,0,0,5,16,8,12,0,0,41
POA6513,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,5,0,24,0,0,0,0,0,0,0,0,7,0,5,5,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,3,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,17,3,9,14,16,11,0,3,0,61
POA6514,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,8,0,3,0,0,3,9,7,0,26,0,0,0,3,4,14,5,0,34,3,16,11,21,41,30,14,0,133,0,0,0,0,6,3,0,0,9,0,4,0,0,3,6,0,0,21,7,18,8,22,47,42,13,0,166,0,0,4,0,0,0,0,0,5,3,4,0,12,15,14,7,5,67,11,33,13,38,71,87,38,8,300
POA6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,4,0,0,0,0,25,0,0,3,9,3,3,0,0,18,5,8,5,5,7,4,3,0,35,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,13,11,5,8,9,3,0,42,0,0,0,0,0,0,0,0,0,0,10,5,11,8,7,7,0,51,12,33,29,19,28,19,7,0,141
POA6516,0,3,0,9,0,0,20,0,0,10,3,0,5,0,0,20,0,30,26,25,30,14,4,0,132,3,14,20,22,34,34,7,0,140,13,55,52,66,85,79,28,0,370,9,8,0,0,4,3,0,0,24,0,0,9,6,12,9,3,0,35,13,64,62,77,101,85,33,4,429,0,0,0,6,0,4,3,0,13,19,17,32,33,28,49,17,12,201,44,132,140,163,195,200,64,13,950
POA6517,0,0,0,3,0,0,8,0,0,3,0,0,0,0,0,5,0,3,6,3,3,0,0,0,23,0,0,7,3,7,6,0,0,22,6,16,18,12,3,13,5,0,67,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,9,15,24,10,10,17,5,0,86,0,0,0,0,0,0,0,0,3,6,3,19,12,8,15,7,0,67,14,32,58,28,26,33,8,6,210
POA6518,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,3,4,0,0,0,11,0,0,0,0,0,0,0,0,7,0,8,6,5,3,6,0,0,25,0,3,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,6,0,12,3,8,6,6,0,0,39,0,0,0,0,0,0,0,0,4,6,3,7,4,6,6,6,5,41,13,12,10,17,22,7,9,5,106
POA6519,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,4,15,3,9,0,0,0,27,0,0,12,7,0,3,4,0,37,3,10,18,22,5,10,4,0,73,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,4,11,18,20,9,13,4,0,84,0,0,0,0,0,0,0,0,0,5,17,14,5,12,16,18,0,81,17,37,61,42,34,35,17,0,248
POA6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,6,0,3,0,29,0,3,3,4,4,4,3,0,20,11,16,6,10,14,7,0,0,59,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,12,13,9,10,16,5,0,0,64,0,0,0,0,0,0,0,0,3,0,10,8,0,4,12,8,0,39,14,36,24,20,31,28,11,0,170
POA6522,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,5,13,11,3,3,0,0,35,0,0,0,3,0,0,0,0,10,9,11,17,6,4,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,14,11,18,9,4,13,0,0,65,0,0,0,0,0,0,0,0,0,3,3,3,10,23,15,12,4,75,13,25,34,30,33,28,16,4,190
POA6525,0,0,11,7,0,0,24,0,0,10,3,11,6,4,0,30,4,21,45,52,28,27,11,5,190,10,9,25,54,56,52,18,8,226,46,63,97,118,137,122,45,0,630,14,6,7,12,7,9,5,0,69,4,0,4,9,8,3,3,0,35,59,68,106,139,160,139,56,11,737,0,0,3,4,5,6,5,0,24,37,41,57,52,84,86,68,18,439,111,146,247,311,346,316,165,33,1682
POA6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,12,0,0,0,27,6,6,0,4,6,0,0,0,21,7,9,9,13,8,12,3,0,53,0,3,0,3,0,0,4,0,7,0,0,0,0,3,0,0,0,4,7,11,7,20,8,12,6,0,73,0,0,0,0,0,0,0,0,0,3,6,4,4,6,3,0,0,29,11,27,21,30,33,24,11,4,154
POA6530,141,115,80,43,6,7,488,9,83,110,104,76,53,14,0,440,117,499,582,527,318,202,68,12,2330,113,296,400,436,448,285,89,27,2085,564,1161,1050,1118,973,583,235,60,5735,265,141,98,75,70,29,10,4,695,32,44,67,96,87,68,34,8,423,861,1345,1211,1285,1125,686,272,68,6851,10,21,15,29,35,16,24,12,157,402,472,497,483,446,352,329,224,3200,1519,2789,2960,2980,2519,1640,808,353,15567
POA6532,21,21,10,10,4,0,78,0,22,12,32,21,7,0,0,94,14,127,117,139,74,35,17,0,530,8,70,89,104,87,66,14,0,441,102,293,273,278,217,91,23,10,1279,32,26,10,14,16,13,0,0,115,6,11,25,27,22,12,10,0,114,142,330,309,322,253,116,30,9,1507,0,10,7,10,3,7,3,3,45,75,65,113,121,105,88,30,7,605,246,629,677,751,549,328,95,23,3298
POA6535,3,0,3,0,0,0,12,0,4,4,7,0,0,0,0,17,3,11,18,16,20,12,10,0,92,0,3,10,19,25,17,7,4,81,9,26,29,37,51,52,18,3,230,4,3,0,0,3,0,0,0,10,0,0,3,0,3,5,0,3,11,8,34,31,42,58,58,15,6,253,0,0,0,0,3,0,4,0,4,20,20,25,25,38,49,23,4,202,29,68,102,105,141,142,57,17,660
POA6536,0,0,8,7,0,0,20,0,0,4,3,4,0,0,0,13,4,15,15,19,17,11,4,4,82,0,4,8,16,15,20,8,0,83,16,30,37,47,61,69,14,8,289,0,0,10,6,4,3,0,0,25,0,0,0,4,4,5,3,0,17,20,34,44,57,73,73,19,8,325,0,0,0,0,0,0,0,0,9,15,17,28,35,49,53,17,4,221,45,80,98,131,169,167,53,11,743
POA6537,6,3,0,0,0,0,27,0,0,0,3,0,0,0,0,9,3,40,26,10,12,9,0,0,96,0,19,13,10,10,16,5,0,74,15,29,34,32,31,27,8,0,171,3,0,0,3,4,0,0,0,15,0,0,0,0,5,0,0,0,9,19,30,34,34,37,25,13,0,192,0,0,0,0,0,0,3,0,5,20,18,23,21,22,19,16,5,143,45,114,101,82,89,69,30,5,547
POA6556,12,8,3,9,0,0,36,0,0,3,14,8,4,0,0,34,4,17,25,36,33,25,6,0,149,4,14,23,46,34,23,3,4,159,29,88,81,87,101,53,6,0,451,10,3,4,3,4,0,0,0,21,0,0,7,4,7,5,0,0,29,43,88,99,93,114,56,9,6,506,0,0,0,4,5,3,0,0,17,16,13,23,19,25,19,13,6,130,68,139,183,225,226,131,37,11,1029
POA6558,3,5,4,0,0,0,14,0,0,0,6,5,0,0,0,13,4,29,37,37,16,9,6,0,143,4,4,9,14,20,10,0,0,59,22,56,56,51,47,22,10,0,275,0,6,3,0,0,0,0,0,14,0,0,0,3,0,5,0,0,16,29,62,59,54,54,33,10,0,299,4,5,4,0,5,4,0,0,29,8,0,11,14,25,6,9,3,74,53,108,130,132,119,61,20,3,627
POA6560,0,0,8,0,0,0,9,0,3,0,4,3,0,0,0,13,0,10,12,9,12,3,5,0,54,0,8,15,18,12,7,8,0,66,20,40,36,49,44,37,21,0,240,7,10,3,7,5,0,0,0,34,0,0,0,0,8,5,0,0,16,28,42,42,58,52,45,15,0,286,0,0,0,3,0,0,5,0,3,14,14,16,30,16,30,21,3,141,39,81,84,117,109,92,50,9,571
POA6562,3,3,5,0,0,0,10,0,0,0,9,0,3,0,0,15,0,14,15,19,8,12,3,0,67,0,11,15,25,20,16,4,0,92,7,47,44,56,44,44,9,0,259,9,0,6,3,0,0,0,0,24,0,4,3,0,6,4,0,0,26,17,55,53,67,52,50,11,0,310,0,0,0,0,0,0,0,0,10,13,10,37,19,23,34,14,5,152,44,90,122,139,105,118,31,9,659
POA6564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,14,0,0,0,5,4,0,0,0,25,3,17,18,8,19,14,3,5,80,7,0,0,0,3,4,0,0,9,0,0,0,0,0,3,0,0,7,9,16,15,9,17,16,3,5,94,0,0,0,0,0,0,0,0,0,3,0,3,6,9,10,0,0,31,16,26,27,22,36,38,6,5,173
POA6566,6,10,18,13,10,0,63,0,5,8,11,15,11,0,0,58,5,28,31,29,58,42,19,0,223,0,7,31,45,81,65,21,4,253,29,67,85,94,148,120,30,0,571,18,8,0,0,6,12,0,0,45,0,3,0,5,15,19,3,0,57,50,73,84,106,166,158,34,0,675,0,0,0,4,3,0,3,3,24,30,41,40,68,104,68,47,17,428,83,170,208,271,447,370,140,29,1721
POA6567,4,0,0,0,0,0,13,0,0,0,0,3,0,0,0,3,0,0,0,4,10,9,0,0,26,0,0,3,8,5,10,5,0,36,5,6,11,16,32,15,5,0,93,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,4,5,6,12,22,39,18,7,0,103,0,0,0,0,3,0,0,0,3,4,4,8,18,27,15,6,0,74,10,14,28,47,80,49,30,0,254
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,5,0,0,0,15,0,0,0,0,5,4,0,0,14,8,5,3,6,7,4,0,0,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,3,7,7,8,0,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,4,0,23,11,12,7,16,21,16,4,0,85
POA6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,0,10,0,3,0,0,0,7,0,0,7,6,9,8,6,10,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,7,8,8,3,3,0,51,0,0,0,0,0,0,0,0,0,0,5,4,9,4,3,4,3,30,6,20,15,20,16,8,10,5,104
