POA_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA6112,1210,389,177,83,14,3,2498,16,228,312,179,107,51,21,0,910,371,2277,3024,1163,539,300,111,22,7802,295,1197,1644,949,663,323,134,31,5245,1144,2753,2391,1720,1318,784,284,47,10454,418,256,141,101,68,26,21,4,1031,81,124,181,177,138,110,32,9,852,1645,3131,2716,1999,1522,925,335,61,12333,31,63,106,53,62,31,31,9,384,515,791,798,529,416,368,276,110,3805,2905,8283,9799,5264,3491,2083,915,233,32970
POA6121,11,7,10,7,0,0,48,0,5,11,12,5,4,0,0,40,15,52,60,71,41,10,5,0,249,18,19,40,66,50,21,11,0,231,83,82,102,111,138,68,20,5,613,19,4,5,4,8,0,0,0,41,8,4,10,23,14,7,0,0,63,111,90,119,140,153,80,22,5,716,0,0,6,6,8,3,0,0,22,18,18,38,29,16,23,12,6,143,161,188,274,330,293,148,47,8,1452
POA6122,153,66,44,16,4,0,353,3,74,74,53,32,13,3,4,263,75,478,513,223,137,93,23,0,1531,76,407,468,312,226,98,36,3,1626,452,1321,1002,644,444,247,71,10,4185,128,66,50,36,23,8,6,0,313,34,50,49,69,48,32,10,0,303,617,1436,1105,742,516,283,82,16,4795,17,13,33,16,11,9,8,0,101,120,224,211,145,110,64,52,22,941,912,2689,2549,1570,1070,575,204,47,9612
POA6123,3,5,4,5,0,0,18,0,10,0,0,3,0,0,0,16,9,46,28,19,16,13,0,0,131,7,40,39,21,18,13,0,0,144,73,149,76,70,58,26,10,4,463,16,11,5,4,4,0,0,0,39,0,9,8,6,11,4,0,0,36,90,167,88,78,68,31,10,4,538,0,3,0,0,4,0,0,0,10,18,39,21,28,22,18,9,5,144,122,306,177,160,139,73,28,10,999
POA6124,0,11,3,3,0,0,19,0,3,6,7,3,0,4,0,23,11,22,28,22,26,8,3,0,120,0,4,23,25,23,14,6,0,97,16,49,44,52,42,16,7,0,225,3,0,3,0,0,0,0,0,9,5,0,3,8,3,0,0,0,27,22,49,48,59,50,23,9,0,258,0,0,0,0,0,0,0,4,8,12,8,19,22,13,0,9,0,84,39,81,120,148,122,50,41,6,602
POA6125,15,11,8,7,0,0,43,0,9,6,14,12,0,3,0,39,11,37,59,65,48,29,17,0,265,12,26,24,62,59,27,8,4,227,68,112,132,160,109,67,28,3,678,15,5,6,4,9,5,0,0,33,0,4,9,12,13,6,9,3,55,89,116,143,173,125,82,33,4,768,0,5,0,7,7,6,0,0,26,34,27,30,56,44,38,23,6,250,143,226,273,387,305,187,89,21,1621
POA6126,0,0,4,0,0,0,6,0,0,4,0,0,0,0,0,4,0,5,8,6,5,3,3,0,29,0,4,4,3,11,3,3,0,30,8,9,8,10,10,12,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,9,7,8,14,11,0,0,57,0,0,0,0,0,0,4,0,7,5,0,5,5,7,7,0,0,26,13,13,32,20,33,28,9,0,150
POA6147,228,104,74,56,3,0,672,12,61,58,43,32,19,9,0,226,131,613,564,314,199,150,73,11,2064,70,222,262,187,196,142,61,14,1154,190,353,394,326,318,247,90,22,1943,81,37,9,18,20,8,0,3,181,10,25,38,37,40,46,21,4,213,283,406,446,375,373,303,113,32,2332,0,23,20,18,11,19,13,0,113,124,144,148,133,76,82,62,20,787,628,1664,1733,1183,969,770,330,72,7352
POA6148,488,394,261,115,50,7,1543,10,49,120,124,88,58,26,0,465,297,636,940,813,488,390,184,44,3786,82,146,294,267,273,246,150,43,1493,209,252,297,355,297,271,145,63,1880,65,27,8,20,18,22,10,0,171,15,15,28,40,62,47,35,13,253,295,289,334,408,372,335,200,78,2300,0,12,14,20,13,25,30,8,133,68,80,101,87,106,116,158,109,829,774,1416,2298,2111,1595,1285,783,287,10547
POA6149,384,324,242,169,52,5,1413,5,58,134,137,124,95,13,0,573,251,691,980,694,549,483,145,28,3830,42,127,258,308,306,376,152,48,1617,168,215,319,317,341,283,145,33,1821,79,24,15,13,21,23,3,5,170,17,7,23,40,82,84,25,8,285,265,246,350,376,446,387,169,41,2278,5,6,19,36,22,36,23,6,156,56,58,83,71,110,125,108,90,707,644,1406,2208,1945,1795,1678,660,232,10574
POA6150,239,223,189,124,40,9,1041,0,51,76,85,78,65,15,9,378,238,553,642,554,412,384,176,47,2998,72,84,127,189,232,224,138,62,1136,159,136,127,168,171,166,89,33,1043,76,12,5,15,10,14,4,0,127,17,5,17,33,51,47,28,13,202,253,149,147,207,230,221,120,47,1368,11,11,11,6,23,19,28,5,113,97,73,57,79,66,111,85,108,675,691,1117,1291,1355,1230,1148,595,284,7710
POA6151,459,348,251,191,63,14,1798,14,93,124,126,121,87,21,0,597,340,1019,901,801,612,440,160,27,4304,80,171,194,259,302,260,113,32,1419,174,262,197,213,241,182,65,18,1344,47,30,12,10,22,15,0,0,138,9,17,20,24,48,58,30,8,220,225,306,233,250,307,254,97,25,1703,14,10,12,21,20,23,25,7,136,100,187,125,136,130,140,121,65,998,827,2216,2044,1943,1739,1397,596,177,10945
POA6152,596,410,332,205,65,8,2301,20,175,183,169,155,117,31,9,852,547,1690,1351,969,764,534,211,70,6131,163,288,331,332,353,349,186,60,2071,329,450,354,302,325,262,111,46,2182,107,23,24,22,18,15,17,0,221,11,27,32,53,60,61,34,20,312,442,506,404,372,405,339,161,68,2712,21,24,30,31,33,35,23,7,198,159,245,184,153,197,216,260,349,1757,1402,3555,3082,2436,2229,1793,944,572,16018
POA6153,545,480,325,244,80,15,2037,5,90,133,150,161,107,51,8,714,383,989,1259,991,731,638,262,76,5316,67,136,263,302,383,359,156,59,1720,182,211,212,273,291,221,116,40,1543,57,14,22,11,14,22,8,4,162,15,14,28,50,53,68,40,15,282,255,241,270,339,363,314,167,51,1982,10,13,21,26,27,40,29,8,175,96,99,131,118,154,138,71,34,846,839,1895,2618,2404,2141,1834,812,255,12798
POA6154,218,178,102,77,29,5,732,3,38,80,89,71,39,21,3,350,146,396,553,489,333,193,118,54,2277,44,63,149,182,158,158,86,47,886,107,125,185,185,181,110,71,43,1012,36,10,7,10,7,6,0,7,91,6,11,18,34,29,27,23,22,171,158,148,212,229,223,145,94,69,1275,0,6,9,5,20,11,13,10,79,15,62,44,52,43,69,91,104,483,370,837,1271,1235,944,685,446,290,6077
POA6155,1426,900,456,211,61,6,3759,19,140,277,306,192,106,26,0,1072,766,1893,2846,2064,1166,637,188,40,9597,215,518,864,985,765,526,183,34,4098,630,728,966,1088,935,641,241,56,5282,246,54,46,73,56,33,9,0,511,58,52,105,141,132,101,46,11,647,932,836,1114,1306,1117,778,302,71,6446,27,48,74,72,65,70,36,11,396,241,271,349,332,231,185,124,57,1789,2269,4353,6958,5961,4000,2506,921,216,27172
POA6156,265,243,160,108,50,10,1034,4,80,121,154,114,62,14,0,555,194,762,833,745,459,272,127,49,3440,71,178,265,367,274,173,114,47,1477,231,298,324,423,339,195,110,48,1958,75,23,30,26,25,7,12,0,197,14,13,27,70,81,47,29,19,304,314,334,383,517,440,247,151,73,2459,3,7,15,27,18,19,25,10,129,89,117,144,165,131,88,128,116,971,689,1663,2022,2223,1598,963,603,309,10068
POA6157,241,185,158,90,37,11,868,5,98,112,122,94,72,17,6,513,174,751,715,578,381,259,109,34,2997,46,154,230,275,251,199,85,24,1268,172,301,280,279,290,220,115,43,1693,48,9,25,25,16,17,5,0,142,7,14,35,46,43,45,22,8,213,223,330,335,343,348,285,137,51,2054,6,10,17,15,15,22,16,12,111,65,107,103,109,90,119,87,64,750,536,1587,1743,1631,1328,1043,491,206,8569
POA6158,126,164,130,99,26,0,639,4,25,68,78,93,47,17,0,332,97,292,373,424,317,221,86,16,1814,13,54,85,143,136,107,47,9,598,53,98,97,117,115,71,35,14,607,29,4,9,3,4,7,11,0,69,7,3,5,30,34,32,12,5,123,93,103,111,151,158,111,52,20,795,0,7,4,5,6,6,6,5,34,21,47,63,59,52,61,77,111,488,231,611,833,1022,884,655,308,166,4705
POA6159,99,79,100,66,18,7,452,0,14,36,22,37,20,10,0,142,58,232,181,164,176,144,76,4,1038,16,26,41,61,65,76,60,4,346,12,47,44,43,61,45,25,9,280,7,4,0,0,8,0,0,0,19,7,4,6,8,14,7,8,0,57,25,57,51,47,82,55,27,9,352,5,5,0,5,3,5,5,0,33,17,27,37,33,40,56,50,62,318,120,441,454,406,505,426,244,91,2680
POA6160,199,212,159,136,54,10,990,0,59,53,73,80,51,16,0,337,145,600,424,342,287,228,79,12,2115,38,126,117,123,156,137,51,6,756,88,197,165,136,157,92,42,9,877,24,14,14,10,17,3,4,0,89,16,20,16,19,27,21,6,3,122,127,232,193,161,197,119,51,13,1087,6,7,13,10,16,12,8,0,68,101,200,143,145,108,88,35,17,841,422,1449,1123,1068,1012,767,299,58,6194
POA6161,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,3,3,3,0,0,0,29,0,11,3,5,0,0,0,0,23,4,11,5,0,0,0,0,0,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,5,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,4,9,0,0,4,0,0,0,24,13,44,12,17,14,3,0,0,109
POA6162,263,229,222,125,40,5,1044,4,46,88,112,105,64,17,0,436,143,545,557,502,397,272,89,14,2522,43,119,169,222,221,147,55,8,979,110,206,220,234,214,151,56,16,1212,46,8,11,21,17,10,7,0,110,8,17,23,20,39,29,18,10,163,165,237,250,270,266,194,79,21,1482,4,14,13,8,19,19,3,0,78,62,109,104,111,98,93,53,31,664,425,1217,1445,1460,1328,915,336,87,7200
POA6163,720,507,378,221,34,13,2504,14,300,296,254,243,125,31,9,1274,561,2345,2005,1441,1007,549,195,41,8142,222,680,863,894,833,559,215,53,4325,800,1623,1384,1314,1378,913,398,115,7920,258,111,99,76,69,47,25,9,689,60,76,118,176,208,164,75,18,895,1115,1811,1603,1561,1656,1128,492,137,9508,30,49,84,59,79,75,44,13,432,314,565,505,458,423,445,405,364,3480,2292,6341,6070,5179,4629,3093,1425,624,29658
POA6164,1063,491,237,99,33,3,2710,41,324,413,271,112,60,15,4,1231,596,2946,2955,1569,733,348,87,20,9269,337,1104,1411,1140,686,409,110,22,5229,1142,2401,2336,1930,1314,649,237,48,10066,382,171,129,106,75,32,6,7,909,78,109,172,224,164,95,36,11,890,1609,2677,2644,2260,1552,784,283,61,11868,29,66,100,73,64,52,18,10,410,345,575,618,475,337,243,196,138,2923,3003,8434,9209,6271,3714,1999,742,265,33637
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,4,0,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,5,3,8,6,10,0,0,0,29
POA6166,83,66,52,19,3,0,289,0,38,37,52,39,10,3,0,181,84,297,353,226,145,83,34,3,1228,44,123,204,195,171,113,34,3,889,160,334,367,391,358,227,84,12,1940,35,13,15,16,13,7,0,0,104,9,23,26,28,44,31,6,0,169,199,367,407,437,417,270,90,15,2213,3,9,8,23,13,8,6,4,65,56,88,88,85,108,109,81,21,628,393,975,1174,1078,951,611,256,51,5494
POA6167,202,88,46,30,12,0,507,11,63,92,59,50,24,9,0,298,134,688,760,389,189,119,43,9,2321,108,388,525,386,225,129,45,13,1824,514,1123,1026,815,632,340,130,51,4631,209,143,70,49,48,23,3,0,541,29,56,77,113,53,43,22,9,398,750,1318,1175,966,730,404,158,58,5566,13,23,42,30,22,21,10,0,165,233,319,323,286,215,197,113,45,1724,1250,2934,3107,2212,1472,928,367,125,12406
POA6168,98,61,54,33,13,3,329,0,38,44,70,55,42,7,0,263,91,322,283,255,211,183,63,20,1431,80,243,291,365,392,267,88,30,1751,515,892,741,794,884,584,319,79,4805,159,99,24,34,49,30,14,0,404,27,28,57,49,91,82,47,10,389,700,1018,824,879,1019,699,375,85,5599,11,21,13,24,40,35,12,12,169,436,394,308,288,300,295,327,199,2556,1326,2094,1862,1941,2078,1554,892,350,12086
POA6169,146,118,108,59,23,0,529,14,68,97,85,109,51,9,6,437,162,484,579,515,423,251,101,16,2530,128,351,494,593,590,312,136,29,2638,637,1328,1250,1294,1269,725,333,85,6917,242,127,68,78,64,27,15,0,623,34,59,82,122,122,109,52,7,585,914,1517,1397,1494,1456,863,400,96,8127,15,15,30,34,43,31,33,10,209,243,349,380,351,360,271,276,196,2414,1477,2863,3109,3187,3082,1839,978,353,16888
POA6170,316,83,43,13,4,0,631,8,71,82,52,20,5,4,0,242,110,630,768,335,122,59,19,0,2039,80,336,331,243,130,59,18,3,1205,382,867,657,443,280,131,40,4,2810,119,75,39,30,13,3,0,0,281,19,40,47,58,41,20,3,0,230,521,980,740,530,331,158,53,4,3320,4,22,32,17,10,9,7,0,104,123,224,201,127,96,49,18,4,841,871,2441,2475,1380,743,342,118,17,8383
POA6171,214,149,62,27,7,0,604,11,115,140,110,46,29,11,0,464,171,818,979,551,250,129,57,0,2954,170,686,848,662,337,144,60,9,2918,707,2144,1638,1166,726,362,183,22,6945,250,151,100,50,28,12,4,0,601,50,84,119,105,72,44,29,4,515,1007,2387,1859,1325,830,418,216,29,8066,11,29,42,31,26,18,26,0,186,240,454,420,306,205,172,143,24,1968,1612,4626,4507,3132,1758,939,518,67,17154
POA6172,28,44,31,10,6,0,150,0,19,37,34,26,5,0,0,133,44,157,169,174,112,57,25,6,752,55,157,185,278,193,80,24,14,990,285,523,532,566,443,181,86,22,2633,128,44,26,20,15,8,0,0,255,25,16,26,60,46,22,13,4,216,438,584,590,646,508,206,104,27,3104,12,9,8,12,12,14,0,8,82,102,131,145,158,98,60,54,45,783,660,1078,1160,1347,990,443,219,99,5991
POA6173,63,72,43,17,5,0,222,0,21,56,58,21,9,5,0,174,64,185,343,323,104,43,17,0,1089,55,130,300,327,177,61,18,5,1071,313,453,582,618,340,108,32,5,2445,103,29,22,24,10,3,0,0,198,15,22,53,42,36,12,8,0,189,433,504,653,680,392,121,44,5,2825,3,8,14,11,12,9,0,0,64,66,92,128,116,72,28,15,0,525,628,970,1558,1593,826,279,105,17,5968
POA6174,19,12,8,3,0,0,63,0,12,26,13,13,4,0,0,70,26,107,121,98,31,17,10,0,412,22,84,120,81,67,26,7,4,411,166,340,265,231,125,55,16,5,1212,56,24,12,6,4,4,5,0,104,12,23,10,20,11,6,3,0,74,230,384,291,257,147,66,26,5,1396,6,0,0,13,7,0,0,0,25,68,65,60,60,21,12,15,3,307,354,671,646,531,295,129,60,11,2690
POA6175,15,16,10,8,5,0,60,3,13,17,18,17,3,0,0,70,18,85,92,88,41,26,8,5,354,12,41,86,94,57,29,6,0,333,97,156,196,186,114,46,18,5,817,23,14,9,0,4,0,0,0,52,6,9,14,19,7,3,6,0,59,123,178,220,206,123,53,27,9,931,3,0,6,7,7,0,3,0,31,25,32,37,34,27,4,10,3,183,188,360,469,455,287,127,56,18,1964
POA6176,6,9,3,4,0,0,33,0,10,5,9,4,3,0,0,27,6,26,33,25,10,13,0,6,116,11,56,34,27,28,17,7,0,168,43,164,84,60,51,20,7,5,434,9,11,3,0,0,0,0,0,20,4,10,3,8,3,4,0,0,37,57,181,91,70,58,28,7,5,488,4,5,3,5,0,0,4,0,13,21,18,26,20,10,22,6,3,117,95,297,193,154,114,83,15,12,958
POA6180,38,31,13,8,6,0,108,0,13,23,24,12,16,4,0,89,37,117,148,112,52,39,13,0,516,21,115,128,98,63,50,16,4,493,148,336,295,221,137,87,56,11,1285,46,27,25,13,6,5,3,0,118,4,18,25,18,15,14,9,3,109,197,376,350,251,154,112,68,12,1513,0,3,9,0,4,3,6,0,31,38,60,62,55,41,47,35,7,340,293,708,754,566,342,271,144,23,3098
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,12,9,5,0,0,38,0,0,4,16,12,6,0,0,45,15,15,31,37,23,12,0,0,130,4,0,0,0,0,0,0,0,4,0,0,3,5,6,0,0,0,15,16,11,31,37,30,12,4,0,146,0,0,0,0,0,0,0,0,6,0,0,0,3,6,0,0,0,14,24,25,46,68,58,27,3,0,248
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,4,3,8,5,0,0,21,0,0,0,4,3,8,0,0,15,3,7,19,15,8,5,0,0,59,0,6,15,21,17,9,0,0,69,18,58,55,50,41,15,3,0,246,13,0,3,6,4,0,0,0,25,0,0,3,6,0,0,0,0,21,30,57,62,61,46,16,3,0,284,0,0,0,0,3,0,0,0,7,14,16,28,20,21,16,4,5,122,53,96,135,125,102,57,8,6,575
POA6208,18,18,18,27,5,0,103,0,14,21,22,25,17,3,0,119,29,129,106,103,82,100,50,11,606,33,95,141,152,157,143,65,22,799,236,442,457,423,423,320,147,50,2499,90,41,27,14,28,23,8,0,227,12,18,33,38,40,39,31,6,214,336,500,521,479,490,377,178,59,2939,5,7,11,3,15,17,25,0,82,118,131,141,139,129,175,173,76,1084,521,894,958,920,913,850,501,170,5724
POA6209,7,5,0,0,0,0,19,0,0,0,5,3,0,0,0,12,9,11,12,26,18,15,7,0,90,6,12,12,28,25,19,8,0,99,31,48,61,71,81,59,30,3,375,13,5,0,7,0,0,0,0,26,3,7,3,10,0,5,0,0,30,41,53,68,82,89,66,29,3,432,0,0,0,0,0,3,0,0,10,21,18,23,30,33,53,40,8,233,84,103,118,170,167,152,88,18,900
POA6210,251,260,228,156,57,6,1111,13,111,169,204,205,159,54,19,934,248,971,1125,1036,860,783,343,76,5452,240,635,892,1079,1220,974,505,123,5669,1232,2256,2139,2349,2460,1931,996,231,13601,435,195,133,106,116,105,41,10,1155,95,107,143,196,259,247,161,41,1251,1761,2564,2421,2643,2838,2287,1195,286,16001,30,43,61,68,96,118,104,36,543,541,630,706,751,756,891,932,639,5851,2859,5085,5625,6044,6204,5380,3193,1176,35557
POA6211,21,23,40,23,12,3,136,0,6,14,31,15,19,4,0,98,21,99,135,117,125,109,36,3,651,12,60,118,111,150,150,53,6,668,118,274,315,342,279,254,113,19,1703,43,18,17,13,17,10,4,0,116,6,16,26,26,23,26,23,0,144,165,311,357,381,319,289,134,17,1973,0,0,5,8,6,19,8,0,50,52,61,83,94,86,71,47,15,508,261,546,733,769,747,684,296,50,4079
POA6213,4,4,5,3,0,0,15,0,0,0,0,0,0,0,0,6,0,4,5,11,4,11,4,0,51,0,5,0,14,6,10,3,0,39,5,23,23,19,26,14,5,4,113,0,0,0,0,0,4,0,0,12,0,3,0,0,5,0,0,0,5,6,23,23,24,30,17,7,4,133,0,0,0,0,3,0,0,0,7,5,11,4,15,18,6,3,0,69,14,42,42,67,69,61,19,6,315
POA6214,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,14,10,3,8,0,0,33,0,8,3,8,4,9,6,0,36,6,18,30,13,29,12,4,4,120,4,3,0,4,0,0,0,0,13,0,0,3,4,0,0,0,0,13,15,23,38,20,31,11,4,4,143,0,0,3,0,0,0,0,0,3,4,4,11,9,9,11,5,0,56,27,36,70,44,54,47,12,4,284
POA6215,8,3,3,5,0,0,24,0,3,3,5,9,6,0,0,34,6,34,42,37,41,28,6,3,192,3,19,41,53,54,46,24,7,252,77,134,161,158,163,102,38,8,842,21,9,11,8,13,0,4,0,76,3,9,0,16,20,13,4,0,65,102,147,182,181,199,118,47,11,985,0,4,0,6,6,6,5,0,22,44,38,49,80,66,63,59,33,430,155,254,324,366,374,270,141,51,1943
POA6218,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,6,0,3,4,0,4,0,0,0,15,0,0,3,7,6,5,0,0,26,13,18,21,17,24,18,0,0,107,4,0,0,0,4,0,0,0,14,0,0,4,4,0,3,0,0,6,21,22,16,15,27,18,3,0,127,4,0,0,0,0,0,0,0,3,7,0,5,9,9,7,4,0,36,32,27,34,31,46,31,10,9,219
POA6219,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,5,0,5,6,5,0,0,26,0,0,3,4,18,9,0,0,44,12,18,24,31,33,10,5,0,130,0,3,3,3,3,0,0,0,10,0,3,0,0,0,5,0,0,3,11,23,26,37,32,12,5,0,144,0,0,0,0,0,5,0,0,6,8,0,6,9,7,5,5,0,43,24,36,45,53,64,34,12,5,273
POA6220,7,3,8,3,3,0,39,0,7,4,7,10,5,3,0,48,11,89,91,68,47,27,9,7,346,16,35,41,38,49,37,14,6,225,79,122,145,159,111,81,35,11,749,17,17,10,7,14,6,0,0,64,3,0,5,16,11,6,5,0,53,104,140,160,178,135,100,41,13,869,7,7,10,9,0,9,0,0,42,35,39,36,59,42,61,61,31,360,170,325,348,370,292,241,133,56,1924
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,8,9,3,0,0,31,3,0,0,0,0,3,0,0,12,8,6,10,11,12,3,0,0,56,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,22,14,10,11,11,4,0,0,75,0,0,0,0,0,0,0,0,0,7,4,0,4,7,0,0,0,26,28,23,21,31,28,14,0,0,152
POA6223,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,4,6,0,0,0,17,0,0,4,6,0,0,0,0,17,11,0,8,8,7,0,5,0,29,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,11,8,7,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,13,3,18,21,12,0,4,0,82
POA6224,3,0,0,0,3,0,13,0,0,0,7,0,0,0,0,8,0,8,10,11,4,8,10,0,51,0,6,14,16,19,5,4,0,65,33,46,49,52,47,26,11,3,258,18,4,7,3,5,0,0,0,34,0,0,4,4,3,4,0,0,17,53,51,57,56,55,25,11,3,307,0,0,0,0,4,0,0,0,5,16,15,16,16,20,20,8,0,111,71,75,102,102,106,63,29,8,561
POA6225,9,16,17,4,5,0,49,0,14,8,5,19,10,0,0,61,12,47,78,69,52,55,22,6,349,7,46,72,77,85,74,27,3,401,181,372,355,367,351,198,81,7,1919,60,36,27,22,11,12,3,0,162,10,20,21,31,22,34,15,0,148,246,426,402,419,388,238,95,10,2221,0,0,3,10,8,11,5,0,43,105,92,109,100,120,135,93,62,809,371,633,683,696,695,535,249,79,3943
POA6226,0,0,5,4,0,0,16,0,0,3,5,11,0,0,0,23,0,10,14,23,9,11,0,0,75,0,6,15,21,20,9,0,0,65,10,35,49,42,35,10,3,0,190,9,0,8,0,5,0,0,0,18,0,0,3,4,3,0,0,0,10,21,36,56,48,42,17,3,0,218,0,0,0,0,0,6,0,0,10,8,8,9,4,7,6,0,3,48,34,62,108,99,96,54,7,3,458
POA6227,0,0,4,3,0,0,7,0,0,5,3,0,0,0,0,12,3,5,13,16,11,5,4,0,55,0,0,10,9,13,8,4,0,50,13,31,47,34,16,12,5,0,160,10,0,0,0,0,0,0,0,17,0,0,4,4,0,0,0,0,5,22,31,51,38,21,12,5,0,178,0,0,3,0,0,0,0,0,5,3,0,11,10,6,13,3,5,59,26,49,94,81,60,39,19,0,369
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,5,3,0,3,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,11,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,13,5,0,7,15,5,5,5,6,52
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,3,0,0,4,0,3,3,5,6,8,0,0,35,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7,6,6,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,5,7,11,3,4,3,33,3,4,12,16,21,23,8,4,96
POA6230,237,225,169,100,35,11,930,10,102,146,181,141,96,27,5,700,161,854,977,888,650,435,167,47,4179,99,428,559,608,600,445,186,54,2974,1022,1616,1543,1523,1321,837,324,72,8252,334,190,96,91,60,44,20,3,832,55,62,106,137,165,99,51,12,693,1413,1867,1741,1754,1541,982,396,87,9773,7,28,53,37,42,52,25,12,256,320,449,435,444,417,419,300,202,2982,2025,3889,4138,4135,3561,2523,1128,409,21802
