POA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA6343,4,0,5,12,10,20,0,0,0,0,0,0,12,10,20,4,4,3,0,0,0,3,4,8,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,17,21,40,41,39,77
POA6346,5,11,10,36,37,77,0,0,0,0,0,0,36,37,77,6,23,28,3,0,0,0,0,0,10,23,31,0,0,0,0,0,0,6,4,4,6,5,11,0,0,0,13,11,21,0,0,0,0,0,5,0,0,0,0,9,4,0,0,0,8,6,15,15,19,30,0,0,0,0,0,3,0,0,0,0,0,3,50,31,81,120,118,238
POA6348,17,13,29,42,38,79,0,0,0,0,0,0,42,38,79,19,11,28,0,0,0,0,0,0,19,14,30,0,0,0,0,0,0,0,0,0,4,10,13,0,0,0,4,13,13,0,0,0,0,5,3,0,0,0,0,8,14,0,0,0,4,16,15,11,24,26,0,0,0,0,3,8,0,0,0,4,6,7,58,56,111,148,143,293
POA6350,0,10,9,9,13,19,0,0,0,0,0,0,9,15,19,3,3,5,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,35,34,68,50,63,111
POA6351,0,6,6,7,3,8,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,13,9,20
POA6352,0,0,0,17,8,27,0,0,0,0,0,0,17,8,27,0,5,5,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,38,48,27,69
POA6353,13,11,18,36,32,71,0,0,0,0,0,0,36,33,69,12,9,24,0,0,0,0,6,5,17,16,33,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,3,0,4,4,0,6,6,0,0,0,0,5,6,0,0,0,0,9,16,8,13,20,0,0,0,0,0,0,0,0,0,0,3,3,28,17,47,95,94,183
POA6355,5,0,6,21,25,47,0,0,0,0,0,0,21,25,47,4,4,8,0,0,0,0,0,3,10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,9,35,54,49,99
POA6356,0,0,3,7,6,12,0,0,0,0,0,0,7,6,12,0,0,0,0,0,0,3,4,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,18,16,35
POA6357,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,8,10,19
POA6358,0,0,0,0,4,3,0,0,0,0,0,0,5,4,6,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,10,12,12,18,31
POA6359,4,0,0,18,12,29,0,0,0,0,0,0,18,12,29,0,0,0,0,0,0,3,0,3,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,3,38,31,72,72,57,123
POA6361,0,0,3,4,6,3,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,22,16,18,35
POA6363,0,0,0,6,3,9,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,12,23
POA6365,6,9,9,26,32,64,0,0,0,0,0,0,31,32,62,4,11,14,0,0,0,0,0,0,4,11,19,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,4,5,8,0,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,5,6,4,10,13,0,0,0,0,0,5,0,0,0,0,0,5,24,23,48,68,86,155
POA6367,0,3,4,10,13,23,0,0,0,0,0,0,10,16,21,4,4,8,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,3,3,9,9,0,0,0,0,5,5,0,0,0,0,0,0,18,17,33,34,40,79
POA6368,0,0,5,7,7,17,0,0,0,0,0,0,8,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,12,13,30
POA6369,3,3,10,22,20,41,0,0,0,0,0,3,26,18,47,4,8,10,0,0,0,3,0,3,7,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,5,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,69,48,115,114,92,204
POA6370,5,3,3,27,23,48,0,0,0,0,3,3,25,26,55,3,10,12,0,0,0,0,0,0,3,10,15,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9,9,0,0,0,0,4,4,0,0,0,0,3,3,38,33,76,72,84,157
POA6372,0,0,3,7,0,8,0,0,0,0,0,0,7,3,7,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,16,19,30
POA6373,0,0,0,5,8,6,0,0,0,0,0,0,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
POA6375,9,11,23,27,37,68,0,0,0,0,0,0,27,37,68,14,9,29,0,0,0,0,0,0,16,16,29,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,3,10,11,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,8,5,8,15,19,0,0,0,0,0,0,0,0,0,0,0,4,29,38,68,90,115,202
POA6383,5,11,10,13,32,47,0,0,0,0,0,0,13,32,47,8,8,13,0,0,0,0,0,0,8,11,22,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,4,4,0,0,0,0,6,6,121,125,240,153,180,340
POA6384,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
POA6386,0,0,0,0,4,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,51,22,32,55
POA6390,17,16,28,84,74,153,0,0,3,0,3,10,86,76,163,36,34,75,0,0,0,7,3,6,44,40,87,0,0,0,0,0,0,8,6,10,6,4,7,0,0,0,7,9,19,0,4,4,0,0,0,0,0,0,7,5,12,0,0,0,4,11,18,16,24,39,4,7,8,0,5,5,0,0,0,7,9,13,85,67,155,254,234,485
POA6391,15,3,24,48,36,92,5,3,10,0,0,0,51,43,94,16,23,42,0,0,0,0,0,0,16,22,45,0,0,0,0,0,0,3,0,3,0,10,11,0,0,0,4,12,16,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,9,4,20,26,0,3,3,0,0,0,0,0,0,0,5,3,59,56,116,152,157,310
POA6392,0,6,6,12,6,20,0,0,0,0,0,0,14,5,24,3,3,9,0,0,4,0,0,0,10,4,16,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,8,10,0,0,0,0,0,0,0,0,0,0,3,3,25,32,57,50,59,109
POA6393,3,0,3,7,5,9,0,0,3,0,0,0,4,8,16,3,4,8,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,24,20,41
POA6394,5,4,4,19,15,30,5,6,7,0,0,0,20,15,39,6,9,8,0,0,0,0,0,3,8,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,30,25,49,62,57,117
POA6395,19,16,31,43,54,99,28,22,52,0,0,0,77,78,154,20,22,46,0,0,0,9,12,18,29,32,55,0,0,0,0,4,4,3,4,4,0,15,11,0,0,0,0,17,18,0,9,9,0,6,5,0,3,3,0,7,8,0,0,0,4,14,21,8,34,40,0,0,0,0,0,4,0,0,0,0,0,4,67,69,133,196,231,429
POA6396,0,0,0,13,18,31,0,0,0,0,0,0,16,16,34,0,0,6,0,0,0,0,5,9,3,3,8,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,5,6,8,3,0,3,0,0,0,0,0,0,3,0,3,19,16,33,44,40,87
POA6397,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,3,0,6,0,0,0,3,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,11,12,22
POA6398,5,0,3,13,7,21,0,0,0,4,0,4,10,7,22,10,13,20,0,0,0,3,0,3,10,13,25,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,0,0,0,0,3,3,13,9,24,48,42,86
POA6401,61,56,117,176,177,362,125,130,257,13,14,27,314,329,641,164,155,311,77,77,157,18,21,34,249,247,500,6,7,11,4,9,17,34,25,52,8,56,68,0,0,0,54,94,146,14,12,19,3,6,16,9,6,16,11,33,51,0,0,0,41,62,100,92,156,247,11,14,24,11,17,30,0,0,0,16,27,51,742,394,1134,1478,1211,2693
POA6403,0,0,0,4,3,7,0,0,6,0,0,0,10,11,17,0,7,5,0,4,4,0,3,4,4,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,18,30,47
POA6405,6,8,15,9,12,21,4,6,7,0,0,0,13,17,32,9,8,19,0,4,0,0,0,4,11,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,21,20,39,51,59,108
POA6407,0,12,11,32,36,66,0,4,4,3,3,8,37,44,76,63,40,108,0,0,3,3,4,13,69,50,125,0,6,5,0,4,4,6,4,5,9,6,8,0,0,0,14,16,25,0,0,0,0,0,3,0,4,4,0,0,3,0,0,0,4,5,13,13,27,42,3,0,4,0,0,4,0,0,0,3,3,4,39,33,69,160,166,327
POA6409,3,0,3,21,10,29,0,0,0,0,4,0,21,13,33,14,4,19,4,0,0,0,0,0,12,10,20,0,0,3,0,0,0,4,0,4,0,4,4,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,14,0,0,0,0,0,0,0,0,0,0,0,0,29,27,55,72,57,125
POA6410,0,4,4,32,18,54,0,0,0,0,0,0,32,18,54,17,25,45,0,0,0,0,0,0,20,25,46,5,3,4,0,0,0,0,4,0,0,3,4,0,0,0,3,8,12,0,7,4,4,0,4,0,0,0,0,6,6,0,0,0,0,8,14,7,15,23,0,0,0,0,0,0,0,0,3,0,0,4,43,41,88,110,106,217
POA6411,0,0,3,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,26,17,14,33
POA6412,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,18,14,13,27
POA6413,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,9,12,15
POA6414,0,0,0,0,5,5,4,0,8,0,0,0,4,6,9,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,16,15,14,26
POA6415,19,20,40,68,59,130,44,37,82,0,3,3,112,100,214,86,83,173,0,0,0,0,8,10,91,92,182,0,0,4,0,4,7,12,8,16,8,11,23,0,0,0,28,23,51,3,8,7,0,7,5,0,9,3,7,9,17,0,0,0,15,24,37,36,54,87,0,0,0,0,0,4,0,0,0,0,0,8,164,144,311,427,409,838
POA6418,13,0,13,25,31,49,5,0,3,6,0,6,32,27,63,23,28,48,0,0,0,0,0,0,23,28,46,3,0,3,0,0,0,4,3,4,0,3,3,0,0,0,3,8,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,5,11,7,16,21,0,0,0,0,0,0,0,0,0,0,0,3,47,39,85,120,109,224
POA6419,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,12
POA6420,0,4,3,0,0,6,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,12
POA6421,0,0,3,0,0,4,3,4,11,0,0,0,7,4,11,5,6,19,0,0,0,0,0,0,5,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,17,32,27,32,65
POA6422,0,0,0,6,3,6,5,0,3,0,0,0,9,4,10,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,9,8,22
POA6423,0,4,4,0,0,0,5,0,0,0,0,0,5,0,0,0,5,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,18,10,11,25
POA6424,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,13,15
POA6425,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,12,17
POA6426,5,5,5,12,16,22,8,9,17,0,0,0,21,27,47,11,3,11,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,6,10,0,0,0,4,6,3,0,0,0,4,6,3,110,33,144,149,77,229
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,46,44,3,47
POA6428,0,0,3,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,12,11,18
POA6429,0,7,8,23,15,38,0,6,3,5,11,18,26,31,57,9,7,17,3,4,5,3,3,4,19,9,33,0,0,0,0,0,0,6,0,6,3,4,8,0,0,0,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,13,5,15,0,0,0,0,4,4,0,0,0,0,4,4,135,89,229,196,150,342
POA6430,250,241,485,787,720,1512,208,187,396,68,73,140,1067,985,2050,373,408,781,260,253,520,55,43,92,692,707,1404,34,25,61,22,24,53,112,63,175,119,188,305,0,0,3,295,303,596,59,48,107,61,63,126,10,21,31,72,152,226,3,3,8,212,287,499,511,590,1097,26,18,38,55,83,139,3,0,3,83,105,187,936,781,1713,3537,3400,6938
POA6431,0,4,11,36,22,54,0,0,0,0,3,3,36,22,57,12,10,24,0,0,0,3,4,8,13,15,26,0,0,0,4,0,4,0,0,4,4,4,6,0,0,0,13,5,14,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,10,16,11,24,0,0,0,0,0,0,0,0,0,0,0,0,121,28,144,189,81,269
POA6432,45,66,114,237,227,465,46,52,95,12,21,33,297,297,592,124,130,250,49,29,79,17,9,25,188,173,362,4,9,13,7,7,15,24,23,47,25,52,78,0,0,0,58,90,150,3,8,12,4,10,14,3,5,4,11,31,39,0,0,0,18,50,72,80,140,222,16,8,20,8,17,27,0,0,0,21,27,50,833,525,1356,1468,1225,2694
POA6434,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,60,12,75,66,16,84
POA6436,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,8,5,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,48,40,16,59
POA6437,7,5,16,34,19,61,0,0,0,0,3,5,40,26,59,12,7,21,0,0,0,0,0,0,13,9,26,3,3,3,0,0,0,0,0,0,3,3,10,0,0,0,13,7,19,0,5,3,0,0,0,0,0,0,3,3,8,0,0,0,5,9,9,8,15,26,0,0,0,6,0,3,0,0,0,3,0,5,144,69,214,220,124,348
POA6438,4,10,7,21,20,37,0,0,0,0,0,0,21,20,37,14,9,15,0,0,0,0,0,0,14,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0,7,6,7,6,11,15,0,0,0,0,0,0,0,0,0,0,0,5,216,75,292,257,116,372
POA6440,0,9,11,33,16,46,0,0,0,0,0,4,30,23,52,16,11,29,0,0,0,0,6,6,16,14,34,0,0,0,0,0,0,3,0,3,9,4,8,0,0,0,11,6,15,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,11,6,11,25,8,27,0,0,0,0,0,0,0,0,0,0,0,4,365,112,472,436,158,596
POA6442,15,23,35,86,80,163,4,7,11,4,6,9,96,85,182,42,49,94,11,17,34,5,7,14,65,72,136,8,8,12,0,4,5,5,5,7,7,20,22,0,0,0,21,30,51,0,0,0,6,3,4,0,3,3,4,4,13,0,0,0,6,12,26,24,41,72,0,3,3,0,6,6,0,0,0,3,8,16,280,248,533,488,484,971
POA6443,0,0,0,9,5,14,0,0,0,3,0,4,11,8,18,10,12,18,0,0,0,0,0,0,10,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,4,6,4,4,9,0,0,0,0,0,0,0,0,0,0,3,3,89,64,160,117,89,211
POA6445,4,0,4,4,14,16,0,0,0,0,0,0,4,14,16,10,4,15,0,0,0,0,4,4,11,7,15,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,25,30,51
POA6446,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,8,21
POA6447,0,3,4,5,8,12,0,0,0,0,0,0,5,8,12,0,0,0,0,0,0,0,4,5,3,4,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,9,7,0,0,0,0,0,0,0,0,0,3,0,3,5,3,7,23,21,43
