POA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA6280,..,6,354,842,997,1026,1180,702,157,5259,..,95,333,276,222,178,116,37,7,1257,..,0,16,54,96,39,11,15,7,227,2662,..,..,..,..,..,..,..,..,2662,..,549,..,..,..,..,..,..,..,549,..,535,214,64,46,19,4,0,0,886,..,62,30,10,14,22,29,5,5,178,..,45,44,17,12,14,5,3,0,139,..,55,87,37,43,62,23,12,0,321,..,40,109,151,182,223,275,153,72,1203,30,41,50,39,38,36,50,21,6,311,2698,1427,1232,1484,1650,1619,1696,944,255,12996,..,19,499,1081,1133,1112,1137,524,88,5593,..,155,400,290,263,174,96,25,0,1405,..,22,140,290,305,130,49,34,26,993,2582,..,..,..,..,..,..,..,..,2582,..,541,..,..,..,..,..,..,..,541,..,348,86,21,29,21,10,0,0,514,..,45,24,11,16,49,51,29,21,248,..,57,31,7,8,8,7,0,0,114
POA6281,..,0,76,292,304,280,319,162,35,1470,..,12,90,99,69,41,41,11,0,362,..,0,0,12,26,14,6,5,0,59,828,..,..,..,..,..,..,..,..,828,..,142,..,..,..,..,..,..,..,142,..,103,40,9,3,3,0,0,0,162,..,12,6,4,3,4,4,3,0,31,..,4,20,9,9,4,0,0,0,38,..,25,35,12,16,11,3,6,0,112,..,3,16,30,47,44,65,35,5,253,16,15,10,18,14,16,20,9,0,109,841,317,289,489,489,416,456,225,43,3565,..,0,118,403,312,301,303,129,16,1580,..,16,136,104,77,45,25,6,0,405,..,0,8,66,91,17,7,10,0,195,800,..,..,..,..,..,..,..,..,800,..,133,..,..,..,..,..,..,..,133,..,44,12,8,9,0,0,0,0,75,..,3,6,0,0,8,5,0,7,32,..,6,18,5,3,3,0,0,0,33
POA6282,..,0,12,45,84,74,79,22,4,316,..,0,15,10,12,15,11,0,0,58,..,0,0,0,4,0,0,0,0,7,149,..,..,..,..,..,..,..,..,149,..,20,..,..,..,..,..,..,..,20,..,16,4,0,3,0,0,0,0,27,..,0,0,0,0,0,0,0,0,0,..,4,4,0,0,0,0,0,0,6,..,4,4,0,0,0,4,5,0,15,..,0,0,7,11,5,13,5,5,45,0,0,3,0,3,10,3,0,0,17,149,52,37,66,114,100,105,32,10,665,..,0,19,69,76,85,59,17,0,332,..,0,13,17,11,11,3,0,0,56,..,0,0,0,8,7,0,0,0,15,107,..,..,..,..,..,..,..,..,107,..,28,..,..,..,..,..,..,..,28,..,4,4,0,0,0,0,0,0,9,..,0,0,0,0,0,3,0,0,4,..,0,0,3,0,0,0,0,0,6
POA6284,..,5,29,136,98,83,78,30,9,464,..,5,21,43,37,22,5,0,0,122,..,0,0,8,8,5,0,0,0,21,331,..,..,..,..,..,..,..,..,331,..,39,..,..,..,..,..,..,..,39,..,28,4,3,3,0,0,0,0,39,..,4,4,0,0,0,0,3,0,16,..,3,0,0,0,0,0,0,0,5,..,5,13,7,4,0,0,0,0,31,..,0,11,7,19,20,6,12,4,83,10,8,4,9,11,8,0,0,0,42,341,91,89,205,175,131,95,49,15,1187,..,0,51,164,113,83,63,18,4,504,..,3,35,50,32,20,5,0,0,140,..,0,8,23,19,5,0,0,3,52,294,..,..,..,..,..,..,..,..,294,..,48,..,..,..,..,..,..,..,48,..,18,4,0,0,0,0,0,0,29,..,0,0,0,0,6,0,0,0,15,..,0,7,0,4,0,0,0,0,10
POA6285,..,3,105,318,368,280,262,105,17,1464,..,16,153,146,116,84,38,0,0,560,..,0,3,25,41,11,0,4,5,89,1040,..,..,..,..,..,..,..,..,1040,..,174,..,..,..,..,..,..,..,174,..,142,43,14,9,3,0,0,0,212,..,19,9,11,9,7,7,0,0,58,..,11,26,20,5,4,7,0,0,74,..,37,116,34,23,29,11,3,0,257,..,18,38,58,81,96,79,25,13,405,22,12,14,32,20,12,17,7,0,133,1060,443,509,647,664,536,424,150,37,4463,..,0,162,454,364,293,238,69,8,1595,..,30,180,181,125,75,17,3,0,618,..,0,19,124,118,48,17,5,3,343,970,..,..,..,..,..,..,..,..,970,..,166,..,..,..,..,..,..,..,166,..,74,28,14,5,3,0,0,0,128,..,7,6,0,0,9,15,11,8,52,..,20,35,15,4,5,6,0,0,80
POA6286,..,0,5,30,22,32,27,12,0,123,..,0,13,25,7,13,0,0,0,66,..,0,0,0,0,0,0,0,0,8,75,..,..,..,..,..,..,..,..,75,..,10,..,..,..,..,..,..,..,10,..,8,0,0,0,0,0,0,0,10,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,6,3,7,11,7,0,3,39,0,0,0,0,0,4,0,0,0,13,82,19,31,54,51,68,39,15,3,362,..,0,9,33,19,36,22,10,0,135,..,0,18,20,8,10,3,0,0,57,..,0,3,5,5,3,0,0,0,18,71,..,..,..,..,..,..,..,..,71,..,3,..,..,..,..,..,..,..,3,..,10,4,4,0,0,0,0,0,15,..,0,0,0,4,0,0,5,0,10,..,0,3,0,0,0,0,0,0,6
POA6288,..,0,9,6,30,22,19,13,0,100,..,0,3,5,8,6,9,0,0,25,..,0,0,0,0,0,0,0,0,3,34,..,..,..,..,..,..,..,..,34,..,6,..,..,..,..,..,..,..,6,..,14,5,0,3,0,0,0,0,20,..,0,3,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,5,0,0,0,5,..,0,0,3,9,7,12,0,0,36,0,6,0,0,0,5,0,0,0,10,34,31,21,28,52,37,35,17,0,252,..,0,3,23,23,23,23,7,0,110,..,5,11,8,7,8,5,0,0,29,..,0,0,0,3,3,0,0,0,13,49,..,..,..,..,..,..,..,..,49,..,8,..,..,..,..,..,..,..,8,..,7,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,6,0,0,0,0,0,0,7
POA6290,..,0,12,19,32,86,119,68,20,354,..,0,10,15,13,11,15,4,0,79,..,0,0,3,4,0,4,0,0,10,80,..,..,..,..,..,..,..,..,80,..,9,..,..,..,..,..,..,..,9,..,21,3,9,0,8,0,0,0,46,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,8,3,0,0,10,..,0,8,14,9,21,42,23,15,126,0,0,0,0,7,5,7,3,0,25,79,36,33,55,73,142,187,102,37,756,..,0,9,33,45,101,114,53,8,363,..,6,19,19,11,13,10,8,0,84,..,0,4,8,15,5,0,0,6,39,77,..,..,..,..,..,..,..,..,77,..,18,..,..,..,..,..,..,..,18,..,3,0,5,3,3,0,0,0,17,..,3,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0
POA6302,..,0,23,79,82,145,184,93,24,631,..,6,27,22,25,16,25,8,0,133,..,0,4,0,10,8,4,5,0,33,217,..,..,..,..,..,..,..,..,217,..,32,..,..,..,..,..,..,..,32,..,52,25,13,8,7,0,0,0,105,..,4,3,3,0,7,4,4,3,32,..,0,7,0,0,3,4,0,0,11,..,0,0,0,0,9,10,7,0,26,..,0,15,12,24,57,66,46,12,226,6,0,5,3,0,16,4,9,0,47,225,100,110,137,153,267,312,162,37,1502,..,4,33,92,110,168,176,57,9,663,..,10,24,24,18,29,13,3,0,126,..,3,7,26,23,12,9,8,6,103,232,..,..,..,..,..,..,..,..,232,..,26,..,..,..,..,..,..,..,26,..,26,16,5,4,4,4,0,0,59,..,3,0,0,0,0,8,5,3,23,..,0,0,0,3,0,5,0,0,9
POA6304,..,0,14,30,51,66,77,41,13,295,..,0,15,14,11,15,19,5,0,74,..,0,0,5,0,4,6,0,0,11,82,..,..,..,..,..,..,..,..,82,..,10,..,..,..,..,..,..,..,10,..,21,12,3,5,0,0,0,0,50,..,3,6,7,0,8,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,14,..,0,7,4,7,28,34,22,9,116,4,5,0,9,3,3,13,4,0,33,83,43,53,63,91,125,158,81,23,715,..,0,20,46,50,73,83,34,5,312,..,3,14,10,17,21,15,0,0,81,..,0,4,9,5,0,4,0,4,36,97,..,..,..,..,..,..,..,..,97,..,13,..,..,..,..,..,..,..,13,..,12,5,5,5,3,0,0,0,22,..,6,0,0,0,4,0,0,0,10,..,0,0,0,0,0,0,0,0,0
POA6306,..,0,13,21,32,39,40,24,7,172,..,4,12,8,10,10,0,0,0,42,..,0,0,0,4,0,0,7,0,6,73,..,..,..,..,..,..,..,..,73,..,4,..,..,..,..,..,..,..,4,..,11,0,3,4,4,0,0,0,29,..,0,0,0,0,9,0,0,0,10,..,0,0,0,4,0,0,0,0,7,..,4,0,0,0,0,0,0,0,8,..,0,8,6,9,8,18,3,7,59,4,0,0,0,4,3,7,0,0,16,72,22,31,44,63,68,68,37,11,420,..,0,16,29,36,36,37,12,6,174,..,3,12,14,6,8,0,0,0,42,..,0,0,0,3,0,0,0,0,15,65,..,..,..,..,..,..,..,..,65,..,7,..,..,..,..,..,..,..,7,..,10,0,0,7,0,0,0,0,15,..,3,0,0,0,0,0,0,3,6,..,0,0,0,0,0,0,0,0,0
POA6308,..,0,12,35,49,65,79,33,11,289,..,4,18,9,8,8,4,0,0,60,..,0,0,3,4,8,3,0,0,13,114,..,..,..,..,..,..,..,..,114,..,7,..,..,..,..,..,..,..,7,..,30,14,11,4,0,0,0,0,55,..,0,0,0,0,0,0,6,0,16,..,0,0,0,0,0,0,0,0,7,..,4,0,0,0,0,0,5,0,9,..,9,0,4,12,36,20,14,4,108,0,5,3,3,5,3,3,0,0,24,114,68,56,68,91,117,110,60,15,702,..,0,21,40,60,66,66,39,0,287,..,9,22,14,6,9,6,0,0,64,..,0,5,8,14,6,0,3,0,35,105,..,..,..,..,..,..,..,..,105,..,13,..,..,..,..,..,..,..,13,..,9,11,3,0,4,0,0,0,28,..,4,0,0,0,0,0,0,6,9,..,0,0,0,0,0,0,0,0,4
POA6309,..,0,0,5,8,15,16,5,6,49,..,0,3,0,5,3,0,0,0,14,..,0,0,0,6,0,0,0,0,4,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,6,0,0,4,6,9,0,0,25,0,0,0,0,3,0,0,0,0,7,16,10,10,6,25,22,27,13,5,137,..,0,3,9,8,17,10,6,5,57,..,0,3,0,6,0,0,0,0,10,..,0,0,0,6,0,0,0,0,10,19,..,..,..,..,..,..,..,..,19,..,5,..,..,..,..,..,..,..,5,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6311,..,0,11,11,16,33,30,11,3,124,..,3,4,3,5,3,0,0,0,28,..,0,0,0,0,0,0,0,0,3,37,..,..,..,..,..,..,..,..,37,..,0,..,..,..,..,..,..,..,0,..,6,3,0,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,4,..,0,5,3,8,7,19,9,0,47,0,3,0,0,0,0,0,0,0,6,37,17,29,26,43,45,46,21,7,268,..,0,16,11,28,36,28,7,0,122,..,6,6,0,7,3,0,0,0,25,..,0,0,5,3,0,5,3,0,10,46,..,..,..,..,..,..,..,..,46,..,3,..,..,..,..,..,..,..,3,..,0,4,0,0,0,0,0,0,8,..,0,0,0,0,4,0,0,0,6,..,0,0,0,0,0,0,0,0,0
POA6312,..,3,57,95,126,140,145,72,17,653,..,30,51,27,30,16,12,0,3,179,..,0,3,11,18,10,3,0,0,48,333,..,..,..,..,..,..,..,..,333,..,58,..,..,..,..,..,..,..,58,..,69,22,12,14,9,0,0,0,125,..,7,11,0,3,10,7,0,0,31,..,13,4,6,0,0,0,0,0,22,..,13,27,5,11,6,4,5,0,70,..,20,44,20,50,60,58,25,15,288,7,7,8,4,11,0,5,4,0,52,341,214,223,182,251,251,237,114,41,1852,..,9,70,127,123,168,120,48,3,668,..,36,66,38,20,24,5,0,0,181,..,3,27,46,36,18,6,4,7,157,347,..,..,..,..,..,..,..,..,347,..,64,..,..,..,..,..,..,..,64,..,51,17,9,4,0,0,0,0,82,..,14,6,0,0,9,8,10,0,36,..,8,0,0,0,0,0,0,0,9
POA6313,..,0,4,5,9,11,8,10,0,53,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,27,..,..,..,..,..,..,..,..,27,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,6,..,0,3,0,3,5,3,0,0,11,0,0,0,0,0,0,0,0,0,4,27,3,8,13,19,18,15,12,0,109,..,0,9,8,11,18,3,3,0,56,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,4,..,..,..,..,..,..,..,4,..,3,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
POA6315,..,0,17,46,35,75,78,39,6,301,..,9,26,9,7,20,6,0,0,83,..,0,0,4,4,0,0,0,0,10,151,..,..,..,..,..,..,..,..,151,..,11,..,..,..,..,..,..,..,11,..,19,4,7,6,3,0,0,0,48,..,4,4,0,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,8,..,3,3,4,0,0,9,0,0,27,..,5,9,11,22,27,23,20,3,130,0,0,0,4,6,8,7,4,0,23,151,59,76,89,93,127,122,69,14,804,..,0,29,47,44,75,77,23,0,303,..,11,30,16,12,8,3,0,0,85,..,0,10,9,11,4,3,9,4,57,120,..,..,..,..,..,..,..,..,120,..,23,..,..,..,..,..,..,..,23,..,8,0,0,7,0,0,0,0,24,..,4,0,0,0,5,0,9,0,14,..,0,0,0,0,0,0,0,0,0
POA6316,..,0,8,8,13,20,8,5,3,64,..,6,6,5,0,3,3,0,0,21,..,0,0,0,0,0,0,0,0,4,39,..,..,..,..,..,..,..,..,39,..,5,..,..,..,..,..,..,..,5,..,10,4,3,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,7,7,0,0,23,0,0,0,0,0,3,0,0,0,6,44,13,18,13,22,37,26,6,4,175,..,0,6,16,13,22,14,3,0,68,..,0,8,4,5,0,9,0,0,21,..,0,0,0,3,0,0,0,0,6,30,..,..,..,..,..,..,..,..,30,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3
POA6317,..,6,61,100,107,151,134,69,14,646,..,28,60,25,24,20,5,4,0,172,..,0,0,0,3,8,6,4,4,32,358,..,..,..,..,..,..,..,..,358,..,58,..,..,..,..,..,..,..,58,..,71,27,20,9,0,0,0,0,136,..,17,20,3,3,3,0,4,3,54,..,8,5,4,0,0,0,0,0,18,..,15,41,18,10,17,7,0,0,106,..,20,33,28,50,43,31,19,11,223,7,5,10,6,6,3,0,0,0,44,365,226,252,216,222,253,187,95,31,1856,..,13,82,116,122,147,123,47,10,659,..,46,50,24,20,18,4,3,0,174,..,14,30,25,29,8,8,5,3,124,326,..,..,..,..,..,..,..,..,326,..,55,..,..,..,..,..,..,..,55,..,51,15,7,8,0,0,0,0,75,..,21,6,3,5,6,12,0,6,60,..,5,0,0,0,0,0,0,0,14
POA6318,..,0,10,23,16,16,14,8,0,86,..,0,5,3,7,4,6,0,0,21,..,0,0,0,0,0,0,0,0,9,47,..,..,..,..,..,..,..,..,47,..,3,..,..,..,..,..,..,..,3,..,5,3,4,5,0,0,0,0,19,..,0,0,0,0,5,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,3,5,6,9,5,0,0,28,0,0,0,0,0,0,0,0,0,0,47,14,23,27,32,37,31,9,0,221,..,0,12,25,17,19,14,5,0,88,..,0,3,3,5,7,3,0,0,23,..,0,3,3,0,0,0,3,0,12,41,..,..,..,..,..,..,..,..,41,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,4,..,0,0,0,0,0,0,0,0,0
POA6320,..,0,6,14,16,30,10,10,5,85,..,4,12,5,4,3,0,0,0,33,..,0,0,5,0,0,0,0,0,9,45,..,..,..,..,..,..,..,..,45,..,4,..,..,..,..,..,..,..,4,..,9,4,0,0,3,0,0,0,14,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,5,0,3,9,11,6,0,30,0,4,0,0,0,0,0,0,0,5,45,31,22,23,26,49,25,15,6,243,..,0,8,18,20,25,7,6,0,85,..,10,13,3,3,3,0,0,0,29,..,0,6,4,0,4,0,0,0,18,55,..,..,..,..,..,..,..,..,55,..,10,..,..,..,..,..,..,..,10,..,9,8,0,0,0,0,0,0,10,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA6321,..,0,6,12,11,18,19,10,0,82,..,0,4,0,3,7,0,0,0,22,..,0,0,0,0,0,0,0,0,0,42,..,..,..,..,..,..,..,..,42,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,..,6,6,0,7,12,0,5,0,33,0,0,4,0,0,0,0,0,0,5,42,13,16,19,31,39,23,20,0,206,..,0,3,12,13,24,20,8,0,81,..,0,0,4,5,4,0,0,0,20,..,0,3,3,0,3,0,0,0,10,41,..,..,..,..,..,..,..,..,41,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6322,..,5,0,4,5,12,14,8,0,44,..,0,3,0,0,0,5,0,0,9,..,0,0,0,0,0,0,0,0,0,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,5,3,0,0,16,0,0,0,0,5,0,0,0,0,8,19,6,7,8,14,14,21,12,3,109,..,0,6,6,9,13,7,6,0,45,..,0,5,0,8,0,3,0,0,15,..,0,0,0,3,0,0,0,0,6,24,..,..,..,..,..,..,..,..,24,..,6,..,..,..,..,..,..,..,6,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6323,..,0,6,19,31,50,57,30,0,194,..,0,8,7,15,8,4,3,0,42,..,0,0,0,4,0,0,0,0,9,83,..,..,..,..,..,..,..,..,83,..,9,..,..,..,..,..,..,..,9,..,19,6,4,4,4,0,0,0,28,..,3,0,3,0,0,0,3,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,4,0,0,10,..,5,3,4,12,17,30,14,5,85,0,0,0,0,0,5,3,0,0,13,84,42,31,34,64,92,93,48,4,490,..,0,14,25,36,57,48,18,0,197,..,4,12,8,7,4,8,3,0,49,..,0,0,6,11,0,0,4,0,25,70,..,..,..,..,..,..,..,..,70,..,11,..,..,..,..,..,..,..,11,..,7,0,3,0,0,0,0,0,12,..,0,0,0,3,3,11,0,0,13,..,0,0,0,0,0,0,0,0,0
POA6324,..,7,46,77,122,147,141,64,16,620,..,9,41,34,27,24,21,3,0,164,..,0,0,3,5,0,0,0,0,15,302,..,..,..,..,..,..,..,..,302,..,60,..,..,..,..,..,..,..,60,..,63,23,8,3,0,0,0,0,101,..,0,4,0,3,0,6,0,6,21,..,3,0,5,5,4,0,0,0,19,..,5,3,12,9,13,0,5,0,51,..,7,7,20,27,40,51,21,9,183,0,9,9,4,10,6,6,0,0,43,304,169,133,158,213,238,226,96,34,1576,..,8,66,102,130,166,125,44,8,657,..,24,48,36,41,24,16,0,0,185,..,5,16,32,28,12,4,0,3,95,257,..,..,..,..,..,..,..,..,257,..,62,..,..,..,..,..,..,..,62,..,34,8,0,0,0,0,0,0,49,..,5,3,0,5,4,8,0,4,31,..,0,0,0,0,0,0,0,0,6
POA6326,..,0,8,10,18,30,24,10,0,101,..,0,4,5,5,5,7,0,0,23,..,0,0,0,0,0,0,0,0,6,37,..,..,..,..,..,..,..,..,37,..,3,..,..,..,..,..,..,..,3,..,10,6,3,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,6,..,0,0,0,5,10,10,3,0,21,0,0,0,0,3,0,0,0,0,4,37,18,21,21,31,41,46,13,0,221,..,0,9,21,28,28,22,3,0,103,..,0,7,0,3,8,0,0,0,18,..,0,0,0,3,0,3,0,0,16,33,..,..,..,..,..,..,..,..,33,..,15,..,..,..,..,..,..,..,15,..,4,10,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3
POA6327,..,0,0,6,10,11,9,8,3,47,..,0,0,0,6,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,24,..,..,..,..,..,..,..,..,24,..,0,..,..,..,..,..,..,..,0,..,5,4,4,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,3,0,15,0,0,0,0,0,4,0,0,0,3,24,8,7,12,23,14,15,9,3,117,..,0,9,9,11,7,13,0,0,53,..,0,0,4,0,0,3,0,0,11,..,0,0,0,0,0,0,0,0,0,28,..,..,..,..,..,..,..,..,28,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6328,..,0,11,14,7,21,11,11,0,85,..,0,6,8,0,3,0,0,0,19,..,0,0,0,0,0,0,0,0,3,37,..,..,..,..,..,..,..,..,37,..,8,..,..,..,..,..,..,..,8,..,5,7,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,5,9,0,0,8,4,4,0,28,0,0,0,0,0,3,0,0,0,8,37,16,35,24,13,37,18,17,0,194,..,3,15,15,12,31,12,4,0,85,..,0,3,0,3,0,0,0,0,13,..,0,0,6,0,0,0,0,0,3,38,..,..,..,..,..,..,..,..,38,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5
