POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA6065,4896,332,5,99,3,5344,12525,397,5,4,6,12935,2122,386,29,0,0,2540,83,96,3,0,0,183,17,11,0,0,0,32,868,113,0,12,0,1001,96,14,5,30,6,143,20,3,0,0,0,19,3209,624,40,47,6,3911,295,143,0,0,0,439,216,30,0,8,3,250,21140,1521,51,166,9,22888
POA6066,1788,61,8,0,0,1855,3015,58,5,0,0,3084,452,55,0,0,0,511,96,123,0,0,0,211,14,3,0,0,0,17,287,18,0,0,0,305,54,0,0,0,0,53,5,6,0,0,0,11,902,206,0,0,3,1110,53,5,0,0,0,58,64,5,0,0,0,73,5830,336,10,0,3,6177
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
POA6069,2157,319,13,0,0,2496,8931,409,23,0,3,9365,1732,186,97,0,3,2011,157,82,0,0,0,249,35,5,0,0,0,46,618,53,13,0,0,680,84,4,0,0,0,88,14,0,0,0,0,12,2643,329,115,0,3,3086,73,53,0,0,0,120,137,20,0,0,3,164,13935,1138,154,0,10,15238
POA6070,522,0,0,0,0,530,667,0,0,6,0,671,36,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,77,4,0,0,0,80,9,3,0,0,0,14,8,0,0,0,0,9,1280,13,0,6,0,1305
POA6071,529,0,0,0,0,536,605,4,0,0,0,602,34,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,69,7,0,0,4,76,8,0,3,0,0,11,10,0,0,0,0,10,1222,12,3,0,4,1236
POA6072,122,0,0,0,0,120,156,0,0,0,0,161,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,293,3,0,0,0,295
POA6073,513,21,0,7,0,546,456,0,0,0,0,464,62,0,0,0,0,67,0,3,0,0,0,3,0,18,0,0,0,16,48,8,0,0,0,61,0,0,0,0,0,8,0,0,0,0,0,0,115,31,0,9,0,148,7,13,0,0,0,20,8,7,0,0,0,11,1098,82,0,9,4,1191
POA6074,149,0,3,0,0,149,171,0,0,0,0,176,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,355,0,5,0,0,354
POA6076,3505,168,14,26,4,3718,3130,35,11,6,5,3190,349,56,14,0,0,430,7,38,0,0,0,53,3,27,3,0,0,41,321,40,8,8,0,383,16,0,0,0,0,23,3,3,0,0,0,12,715,174,30,6,0,931,87,19,3,0,0,107,73,10,3,0,0,90,7515,406,61,42,11,8039
POA6077,254,85,0,0,0,345,170,8,6,0,0,184,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,25,3,6,0,0,0,9,0,0,0,0,0,0,27,16,0,0,0,49,4,9,0,0,0,14,8,3,0,0,0,12,463,125,4,0,0,592
POA6078,113,0,3,0,0,115,119,0,3,0,0,118,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,40,0,0,0,0,40,7,0,0,0,0,7,4,0,0,0,0,4,277,0,3,0,0,279
POA6079,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
POA6081,613,0,0,0,0,613,929,0,0,0,0,926,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,59,7,0,0,0,0,7,0,0,0,0,0,0,117,0,0,0,0,117,9,0,0,0,0,9,13,0,0,0,0,13,1676,0,0,0,3,1677
POA6082,396,0,0,0,0,397,623,0,0,0,0,630,58,0,0,0,0,58,0,0,0,0,0,0,4,0,0,0,0,4,55,0,0,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,117,0,0,0,0,122,12,0,0,0,0,15,4,0,0,0,0,4,1165,0,4,3,0,1170
POA6083,438,0,0,8,0,450,625,0,0,0,0,628,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,40,0,5,0,0,41,10,0,0,0,0,8,0,0,0,0,0,0,78,0,3,0,0,83,18,0,0,0,0,18,13,0,0,0,0,8,1167,0,7,11,0,1188
POA6084,737,3,0,3,0,752,1756,0,0,0,0,1756,151,0,0,0,0,151,7,0,0,0,0,4,6,0,0,0,0,10,158,0,0,0,0,159,12,0,0,0,0,12,3,0,0,0,0,3,341,0,0,0,0,347,33,0,0,0,0,33,41,0,0,0,0,45,2906,12,0,10,9,2925
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4
POA6100,979,304,258,0,5,1551,1080,448,346,4,0,1880,548,737,1131,0,0,2424,25,63,12,0,0,92,0,57,5,0,0,59,255,218,218,0,0,692,16,20,16,0,0,48,3,7,0,0,0,15,845,1103,1382,5,0,3339,45,22,21,0,0,89,25,21,22,0,0,71,2976,1903,2030,7,4,6920
POA6101,1186,256,88,0,0,1527,1814,392,188,0,3,2399,924,428,329,0,0,1688,139,193,86,0,0,418,20,11,0,0,0,30,436,184,93,0,0,716,25,9,14,0,0,48,16,3,0,0,0,20,1561,831,527,0,0,2924,58,24,14,0,0,94,49,27,13,0,4,88,4669,1525,825,0,11,7034
POA6102,542,220,62,0,0,820,787,335,42,0,0,1159,563,698,122,0,0,1385,134,234,11,0,0,375,33,79,82,0,0,192,318,289,26,0,0,634,48,56,22,0,0,120,12,22,12,0,0,37,1104,1377,272,0,8,2758,107,96,156,0,0,360,30,53,12,0,0,96,2568,2076,536,0,10,5195
POA6103,482,124,168,0,0,773,752,233,418,0,0,1402,435,359,885,0,0,1678,138,165,54,0,0,365,21,16,7,0,0,48,170,92,177,0,0,438,13,7,17,0,0,39,7,3,5,0,0,16,789,647,1142,0,3,2587,22,17,16,0,0,53,29,19,20,0,0,63,2075,1034,1760,0,10,4873
POA6104,1234,131,48,5,4,1425,1606,240,78,0,4,1922,828,334,190,0,0,1347,237,191,0,0,0,433,20,33,0,0,0,53,317,94,32,0,3,450,55,15,0,6,0,76,14,4,0,0,0,18,1473,675,225,5,3,2374,70,8,7,0,0,78,52,15,4,0,4,78,4434,1064,362,8,8,5881
POA6105,1367,202,9,3,0,1584,1576,343,38,0,5,1968,928,490,199,0,7,1619,120,100,3,0,0,219,24,22,0,0,0,44,381,130,31,0,0,546,49,20,6,0,0,77,10,5,0,0,0,16,1515,768,235,0,7,2523,41,15,0,0,0,63,60,24,37,6,4,128,4559,1348,328,11,10,6262
POA6106,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,6
POA6107,3303,267,53,9,5,3637,5675,568,138,9,5,6393,2397,931,442,11,21,3801,286,164,18,0,0,469,67,36,5,0,0,107,1170,238,62,5,3,1484,216,55,27,6,3,310,20,11,0,0,0,37,4160,1436,556,22,25,6204,204,93,4,0,0,303,199,55,12,4,6,267,13539,2411,763,43,45,16801
POA6108,2661,137,0,0,0,2795,3431,128,20,0,0,3578,783,131,44,0,3,966,88,66,5,0,0,166,13,4,9,0,0,32,452,65,7,0,0,531,62,5,0,0,0,73,8,5,5,0,0,14,1408,284,77,0,3,1775,59,83,4,0,0,143,102,16,0,0,0,112,7654,642,104,0,6,8401
POA6109,893,144,28,53,0,1117,1877,71,34,8,5,1986,420,109,48,9,0,585,94,26,22,0,0,141,16,0,16,0,0,28,331,28,25,8,0,392,56,12,5,58,0,124,10,0,0,0,0,10,920,170,115,81,0,1288,35,77,0,5,0,121,58,17,0,9,0,76,3781,476,181,144,3,4583
POA6110,3430,228,17,0,6,3687,7063,266,48,0,0,7379,1570,371,80,3,0,2027,211,111,32,0,0,357,30,107,39,0,0,181,891,88,20,0,0,997,123,27,12,0,0,163,21,15,4,0,0,42,2853,729,175,3,4,3760,138,127,4,6,0,286,182,36,3,0,3,228,13672,1390,250,17,11,15341
POA6111,2648,129,0,13,3,2797,3810,146,14,0,0,3969,648,252,11,0,0,917,65,63,32,0,0,157,5,34,23,0,0,59,479,70,8,0,4,560,58,14,0,31,0,105,5,0,0,0,0,3,1255,430,73,40,5,1802,79,20,0,0,0,99,94,21,0,4,0,122,7882,747,94,59,9,8790
POA6112,3761,311,17,135,6,4232,13122,393,23,10,6,13554,2649,652,41,3,3,3349,214,237,0,0,0,453,20,81,5,0,0,109,1097,171,7,0,0,1278,108,39,0,11,0,165,24,13,0,0,0,32,4108,1199,59,19,7,5387,141,114,22,8,0,275,245,49,7,8,4,313,21382,2059,125,174,16,23762
POA6121,318,5,3,0,0,330,526,0,0,0,0,530,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49,6,0,0,0,0,6,0,0,0,0,0,0,59,0,0,0,0,64,29,0,0,0,0,29,5,0,0,0,0,12,943,5,8,0,0,956
POA6122,1095,3,18,0,0,1117,4675,30,0,0,4,4711,611,16,0,0,0,626,0,0,0,0,0,3,0,10,0,0,0,10,302,9,3,0,0,314,14,5,0,0,0,18,5,0,0,0,0,10,937,37,3,0,0,979,45,0,0,0,0,44,72,0,0,0,0,76,6815,68,25,0,0,6922
POA6123,176,0,0,0,0,176,451,0,0,0,0,451,38,0,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,3,43,0,0,0,0,43,4,0,0,0,0,4,0,0,0,0,0,0,87,0,0,0,0,90,6,0,0,0,0,6,10,0,0,0,0,10,737,0,0,0,0,733
POA6124,133,0,0,0,0,133,239,0,0,0,0,237,12,3,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22,6,0,0,0,0,5,0,0,0,0,0,0,36,3,0,0,0,36,7,0,0,0,0,7,7,0,0,0,0,7,426,3,0,3,0,433
POA6125,323,0,0,86,4,408,523,0,0,3,9,535,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,4,0,52,5,0,0,8,0,16,0,0,0,0,0,0,90,3,0,9,0,100,29,0,0,9,0,36,15,0,0,5,0,23,975,0,0,110,17,1100
POA6126,32,0,0,0,0,32,27,0,0,0,0,27,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,4,0,0,0,0,4,3,0,0,0,0,3,88,0,0,0,0,86
POA6147,1707,137,43,0,6,1887,1859,194,37,0,3,2087,655,158,26,0,0,840,76,77,0,0,0,157,5,10,0,0,0,12,337,77,15,0,0,429,43,10,0,0,0,54,0,0,0,0,0,5,1124,326,45,0,0,1498,36,12,0,0,0,51,64,8,0,0,0,74,4786,676,134,0,10,5599
POA6148,2358,249,19,0,4,2634,2059,250,16,0,0,2322,704,233,8,0,0,950,15,49,21,0,0,83,3,26,0,0,0,25,295,92,0,0,0,393,29,11,0,0,0,39,0,4,0,0,0,8,1046,411,34,0,3,1495,67,106,54,0,0,230,42,18,3,0,0,59,5567,1041,121,0,4,6740
POA6149,2722,171,39,0,0,2932,2262,142,17,0,0,2418,537,97,0,0,0,638,3,18,0,0,0,19,0,0,14,0,0,18,202,44,8,0,0,257,15,4,5,0,0,31,4,0,0,0,0,6,758,168,32,0,0,961,44,32,235,0,0,314,40,11,16,0,0,65,5830,520,344,0,0,6694
POA6150,1941,82,27,0,0,2043,1222,66,0,0,0,1290,366,65,0,0,0,424,0,15,0,0,0,19,4,0,0,0,0,8,164,24,3,0,0,191,12,5,4,0,0,17,0,0,0,0,0,0,544,114,11,0,0,665,127,72,48,0,0,251,42,7,4,0,0,47,3868,333,90,0,4,4298
POA6151,1318,651,357,0,0,2324,1194,438,249,0,0,1888,406,838,733,0,3,1976,78,4,58,0,0,145,3,0,17,0,0,20,173,235,216,0,0,618,9,14,21,0,0,46,0,3,0,0,0,8,670,1091,1046,0,0,2811,39,49,82,0,0,167,19,25,13,0,0,63,3238,2261,1746,4,3,7254
POA6152,2152,942,151,0,3,3255,1937,954,226,0,7,3125,636,1088,369,0,0,2097,250,198,68,0,0,517,11,49,15,0,0,74,311,424,116,0,0,854,27,20,9,0,0,57,8,11,5,0,0,22,1247,1792,577,0,3,3621,82,181,76,0,0,344,53,33,4,0,0,93,5477,3903,1041,0,20,10438
POA6153,2608,546,235,0,4,3395,1887,430,185,0,0,2503,670,418,322,0,0,1414,46,76,10,0,0,128,8,18,0,0,0,24,271,138,78,0,0,486,14,5,6,0,0,26,3,7,4,0,0,13,1007,657,430,0,5,2091,74,35,4,0,0,114,43,21,5,0,0,71,5622,1680,863,0,7,8174
POA6154,1255,423,20,0,0,1700,1160,235,15,0,0,1413,242,190,50,0,0,485,3,18,0,0,0,15,0,0,0,0,0,0,128,75,12,0,0,216,9,0,0,0,0,14,0,3,0,0,0,6,380,287,59,3,0,728,39,60,0,0,0,103,17,20,5,0,0,42,2857,1017,101,3,0,3980
POA6155,5320,139,91,0,0,5556,7229,204,123,0,0,7553,1786,201,127,0,0,2126,29,25,16,0,0,65,10,4,10,0,0,21,648,66,39,0,0,757,74,6,5,0,0,87,13,6,4,0,0,19,2562,304,196,3,3,3076,144,104,6,0,0,259,140,9,0,0,5,157,15394,763,429,3,11,16599
POA6156,1950,392,26,0,5,2378,2280,344,83,0,0,2699,468,219,81,0,0,764,220,128,3,0,0,351,17,19,0,0,0,37,210,107,21,0,0,336,7,12,0,0,0,20,6,5,0,0,0,3,926,480,102,0,3,1511,58,69,8,0,0,136,47,19,0,0,0,66,5268,1304,220,0,10,6792
POA6157,1503,531,66,0,13,2105,1565,611,112,0,5,2292,316,422,96,0,0,838,39,154,8,0,0,199,12,14,0,0,0,24,171,193,24,0,0,386,13,13,0,0,0,23,0,0,5,0,0,7,548,796,131,0,5,1477,48,29,33,0,0,117,31,26,4,0,0,64,3702,1990,342,0,20,6055
POA6158,885,212,90,4,0,1191,772,153,96,0,0,1017,161,109,144,4,3,418,10,20,19,0,0,42,4,0,0,0,0,4,69,50,59,3,0,187,6,0,0,0,0,4,0,0,0,0,0,3,235,176,227,10,3,652,18,8,4,0,0,25,15,3,4,0,0,20,1926,548,424,9,3,2913
POA6159,244,145,229,0,0,619,189,131,158,0,0,485,36,86,159,0,0,283,4,110,0,0,0,113,0,4,0,0,0,4,33,42,45,0,0,118,0,0,3,0,0,3,0,0,0,0,0,0,76,240,210,0,0,526,6,4,6,0,0,15,4,5,3,0,0,11,511,535,608,0,0,1659
POA6160,657,321,164,7,0,1153,577,305,225,3,3,1111,188,344,408,0,0,946,8,148,114,0,0,272,0,23,30,0,0,53,132,128,122,0,0,382,5,10,27,0,0,41,0,0,6,0,0,6,344,648,698,0,3,1689,28,17,9,0,0,59,15,20,19,0,3,51,1622,1306,1116,12,10,4068
POA6161,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,6,0,20,0,0,0,0,0,0,25,4,0,6,5,33,8,4,0,5,0,16,0,0,0,0,0,6,43,12,0,7,5,61
POA6162,1443,202,51,86,12,1794,1365,170,61,3,0,1595,317,137,100,3,0,553,49,119,92,0,0,263,8,26,6,0,0,41,255,69,52,6,0,374,21,4,6,34,0,65,3,0,0,0,0,8,652,350,257,47,0,1302,35,33,5,0,0,78,43,18,0,0,0,61,3535,769,375,138,15,4832
POA6163,6067,856,303,0,11,7234,6771,977,367,0,0,8126,1908,715,653,0,3,3286,384,399,103,0,0,891,47,96,48,0,0,193,1002,343,157,6,0,1509,94,33,16,0,0,150,17,20,5,0,0,43,3456,1613,980,6,13,6068,137,117,29,0,0,285,188,69,25,0,8,285,16627,3630,1702,5,37,21996
POA6164,4076,336,84,0,0,4491,11553,598,254,0,8,12414,2583,544,718,0,0,3844,223,159,64,0,0,447,18,16,11,0,0,49,887,117,97,0,0,1104,97,9,5,0,0,112,5,0,0,0,0,12,3817,856,898,0,4,5574,113,97,11,0,0,217,156,24,11,0,4,197,19707,1908,1263,5,13,22897
POA6165,4,0,0,0,0,4,7,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,20
POA6166,1371,39,8,162,0,1572,1620,38,14,5,0,1681,282,44,4,0,0,336,13,3,0,0,0,23,0,0,0,0,0,0,134,17,3,0,0,158,9,0,0,29,0,43,3,0,0,0,0,3,447,68,11,36,0,557,33,0,0,3,0,43,33,0,0,3,0,39,3504,145,30,207,0,3888
POA6167,1878,61,40,3,0,1975,4747,71,64,0,3,4882,1414,74,141,0,0,1631,152,113,87,0,0,354,50,32,31,0,3,122,624,18,40,0,0,685,57,0,9,0,0,63,13,7,0,0,0,17,2319,248,306,3,3,2884,57,30,5,0,0,96,135,8,11,0,0,159,9136,419,428,8,7,9994
POA6168,2744,444,183,130,6,3496,2756,223,140,6,0,3124,1043,432,448,0,0,1927,109,146,59,0,0,317,14,44,23,0,0,83,625,179,91,3,0,905,97,20,17,29,0,167,6,6,3,0,0,15,1900,825,644,37,0,3405,82,58,12,4,0,152,104,51,24,3,5,190,7582,1590,996,180,9,10370
POA6169,4037,74,108,0,3,4222,5418,70,71,5,0,5561,1553,85,179,0,0,1828,192,69,81,0,0,336,22,24,6,0,0,51,836,28,51,0,0,923,114,4,8,0,0,128,7,5,4,0,0,19,2730,220,333,0,0,3290,87,5,4,0,0,97,160,13,16,0,0,185,12434,385,528,5,3,13350
POA6170,577,13,3,0,0,592,3456,39,10,0,0,3511,880,37,57,0,0,978,83,30,17,0,0,130,12,9,0,0,0,19,234,14,5,0,0,245,55,0,5,0,0,67,4,0,0,0,0,4,1265,88,86,0,0,1433,24,0,0,0,0,23,85,0,4,0,0,85,5404,133,106,0,4,5648
POA6171,1842,73,0,55,0,1970,7249,99,4,4,4,7357,1788,108,23,0,0,1924,17,0,15,0,0,30,8,0,4,0,0,14,570,19,0,3,0,593,151,9,0,19,0,182,10,0,0,0,0,11,2545,139,41,23,0,2750,86,95,0,0,0,179,121,8,0,0,0,134,11843,409,44,89,8,12397
POA6172,885,82,0,0,0,964,2315,18,0,0,0,2328,607,42,0,0,0,642,44,16,0,0,0,63,3,4,0,0,0,3,251,14,0,0,0,266,20,4,0,0,0,25,3,0,0,0,0,3,924,80,0,0,0,1006,20,86,0,0,0,111,67,12,0,0,0,77,4207,273,0,0,0,4488
POA6173,706,6,0,0,0,712,2350,9,0,0,0,2363,518,13,5,0,0,531,6,0,0,0,0,9,0,0,0,0,0,0,155,0,0,0,0,159,47,0,0,0,0,47,0,0,0,0,0,0,728,20,5,0,0,754,14,0,0,0,0,17,27,0,0,0,3,33,3822,38,3,0,3,3872
POA6174,280,7,0,0,0,289,1113,14,0,0,22,1150,312,7,0,0,0,315,30,8,0,0,0,35,0,0,0,0,0,0,113,0,0,0,0,117,13,0,0,0,0,13,0,0,0,0,0,0,471,15,0,0,0,481,9,0,0,0,0,11,17,0,0,0,4,22,1891,39,0,0,21,1953
POA6175,296,0,0,0,0,296,771,0,0,0,0,771,182,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,250,9,0,0,0,0,9,6,0,0,0,0,8,1331,0,0,0,5,1336
POA6176,117,0,0,0,0,117,407,0,0,0,0,407,83,0,0,0,0,83,4,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,34,13,0,0,0,0,13,0,0,0,0,0,0,131,0,0,0,0,131,4,0,0,0,0,3,5,0,0,0,0,7,662,0,0,0,0,665
POA6180,501,3,0,0,0,501,1246,3,0,0,0,1254,271,4,0,0,0,267,29,0,0,0,0,29,48,0,0,0,0,48,142,0,0,0,0,142,10,0,0,0,0,10,3,0,0,0,0,3,499,4,0,0,0,506,18,0,0,0,0,18,24,0,0,0,0,23,2292,7,0,0,0,2300
POA6181,49,0,0,0,0,51,92,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,150
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,93,0,0,0,0,100,227,0,0,5,0,232,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,21,14,0,0,0,0,7,0,0,0,0,0,0,30,0,0,0,3,34,5,0,0,0,0,5,7,0,0,0,0,7,366,0,0,6,4,377
POA6208,1504,74,0,83,0,1661,1862,18,0,5,0,1876,506,36,5,0,0,556,23,35,3,0,0,61,3,13,0,0,0,21,275,24,0,0,0,306,37,3,0,18,0,61,9,0,0,0,0,9,859,112,10,21,3,1003,172,51,0,6,0,227,81,8,0,0,0,92,4474,260,11,117,8,4868
POA6209,306,4,0,50,0,352,244,0,0,4,0,243,46,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,3,0,72,0,0,0,9,0,13,0,0,0,0,0,3,115,0,0,11,0,127,10,0,0,0,0,12,17,0,0,3,0,16,691,0,3,66,0,758
POA6210,8650,1128,279,89,3,10150,9441,509,158,3,0,10113,3425,897,310,9,3,4641,265,359,33,0,5,664,123,133,69,0,9,331,1714,323,67,3,0,2109,120,98,8,21,3,246,31,26,6,0,0,65,5681,1832,495,29,15,8055,273,835,13,0,0,1124,317,135,20,33,3,513,24367,4448,957,151,32,29954
POA6211,1136,25,20,50,0,1231,1338,12,8,3,0,1361,223,16,11,3,0,255,0,15,0,0,0,16,0,13,0,0,0,13,123,9,4,8,0,147,12,0,0,5,0,19,0,0,0,0,0,5,363,57,13,14,0,448,27,3,0,3,0,37,23,0,0,0,0,29,2885,106,42,71,0,3104
POA6213,105,0,0,4,0,108,71,0,0,0,0,71,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,25,4,0,0,0,0,4,0,0,0,0,0,0,40,0,0,0,0,38,10,0,0,0,0,11,0,0,0,0,0,0,229,0,0,3,4,232
POA6214,87,0,0,0,0,87,93,0,0,0,0,96,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,27,6,0,0,0,0,6,3,0,0,0,0,8,226,0,0,0,0,225
POA6215,619,21,0,13,3,649,573,0,0,0,3,581,78,14,0,0,0,96,10,10,0,0,0,21,0,11,0,0,0,13,92,16,0,5,0,111,22,9,0,10,0,38,3,0,0,0,0,7,204,53,0,14,6,273,35,16,0,0,0,51,27,9,0,0,0,34,1459,96,0,25,5,1584
POA6218,67,0,0,6,0,74,68,0,0,0,0,68,35,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,0,0,57,3,0,0,0,0,3,3,0,0,0,0,3,199,4,0,6,0,206
POA6219,91,0,0,0,0,89,96,0,0,0,0,96,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,16,8,0,0,0,0,8,5,0,0,0,0,5,211,0,0,0,0,210
POA6220,629,11,0,12,0,643,468,0,0,3,0,472,96,6,0,0,0,106,57,18,0,0,0,72,3,6,0,0,0,10,166,25,0,0,0,192,41,4,0,14,0,55,5,0,0,0,0,7,367,60,0,18,0,445,37,9,0,0,0,43,14,4,0,0,0,20,1517,83,0,28,4,1626
