POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA6375,162,0,0,0,0,166,72,0,0,0,0,76,5,0,0,0,0,3,7,6,0,0,0,9,0,8,0,0,0,9,36,0,0,0,0,41,15,0,0,0,0,21,0,0,0,0,0,0,63,14,0,0,0,83,19,0,0,0,0,18,4,0,0,0,0,7,329,17,0,5,0,352
POA6383,165,3,0,0,5,175,55,0,0,0,0,55,3,0,0,0,0,3,5,3,0,0,0,9,5,0,0,0,0,6,23,0,0,0,0,23,10,0,0,0,4,14,0,0,0,0,0,0,48,3,0,0,4,51,19,0,0,0,0,19,5,0,0,0,0,10,289,6,0,0,9,306
POA6384,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6
POA6385,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
POA6386,3,0,0,0,3,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,6,25
POA6390,192,0,0,3,0,199,196,0,0,0,0,196,62,7,0,0,0,67,12,0,0,0,0,17,5,3,0,0,0,9,46,0,0,0,0,46,32,0,0,0,0,33,0,0,0,0,0,0,151,16,0,0,0,167,14,5,0,0,0,17,10,6,0,0,0,13,563,18,0,5,0,587
POA6391,161,0,0,0,3,159,83,0,0,0,0,82,7,0,0,0,0,11,0,4,0,0,0,6,6,0,0,0,0,0,39,0,0,0,0,41,21,0,0,0,0,16,3,0,0,0,0,4,71,9,0,0,4,86,38,0,0,0,0,39,5,0,0,0,0,7,354,12,4,0,5,371
POA6392,83,0,0,0,0,86,31,0,0,0,0,31,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,9,11,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,24,7,0,0,0,31,21,0,0,0,0,23,4,0,0,0,0,4,161,6,0,0,5,171
POA6393,21,0,0,0,0,21,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,37,0,0,0,0,37
POA6394,107,0,0,0,0,107,24,0,0,0,0,24,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,24,0,0,0,0,24,4,0,0,0,0,4,190,0,0,0,0,190
POA6395,225,4,0,0,4,230,135,0,0,0,0,133,10,9,0,0,0,16,22,6,0,0,0,30,10,3,0,0,0,16,68,9,0,0,0,72,33,3,0,0,0,34,3,0,0,0,0,4,143,24,0,0,5,174,38,0,0,0,0,38,21,0,0,0,0,19,559,30,0,5,3,597
POA6396,62,0,0,0,0,62,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,6,0,0,0,0,14,0,0,0,0,0,0,30,0,0,0,0,32,30,0,0,0,5,33,0,0,0,0,0,0,136,0,0,3,4,144
POA6397,19,0,0,0,0,19,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39
POA6398,133,0,0,0,0,139,45,0,0,0,0,48,24,0,0,0,0,24,8,0,0,0,0,8,0,0,0,0,0,9,15,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,49,0,0,0,0,56,4,0,0,0,0,4,5,0,0,0,0,5,244,0,0,0,6,252
POA6401,1051,13,3,27,4,1088,935,6,0,0,3,944,265,40,5,0,0,308,132,58,0,0,0,195,10,4,0,0,0,17,225,8,5,0,0,240,43,9,0,0,0,50,0,0,0,0,0,0,676,119,10,0,3,810,45,0,0,4,0,50,56,7,0,0,0,70,2769,139,15,32,9,2965
POA6403,22,0,0,0,0,29,27,0,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,64
POA6405,52,0,0,0,0,52,31,0,0,0,0,34,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,12,0,0,0,0,12,3,0,0,0,0,3,112,0,0,0,0,110
POA6407,124,0,0,4,0,128,87,0,0,0,0,87,10,0,0,0,0,17,19,5,0,0,0,21,5,4,0,0,0,10,36,0,0,0,0,36,8,0,0,0,0,8,0,0,0,0,0,0,83,9,0,0,0,96,18,0,0,0,0,18,0,0,0,0,0,0,318,9,0,4,0,334
POA6409,72,0,0,0,0,72,22,0,0,0,0,22,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,13,0,0,0,0,13,9,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,27,17,0,0,0,0,17,5,0,0,0,0,5,136,0,0,0,0,136
POA6410,155,0,0,0,3,160,96,0,0,0,0,97,16,0,0,0,0,12,9,3,0,0,0,19,3,0,7,0,0,12,26,0,0,0,0,32,7,0,0,0,0,11,0,0,0,0,0,0,63,6,19,0,0,87,19,0,0,0,0,21,6,0,0,0,0,6,342,12,19,3,7,371
POA6411,26,0,0,0,0,24,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,43,0,0,0,0,42
POA6412,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
POA6413,16,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
POA6414,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
POA6415,331,5,0,0,0,336,315,0,0,0,0,321,73,3,4,0,0,82,63,15,0,0,0,76,20,0,0,0,0,17,87,3,0,0,0,89,45,5,0,0,0,54,3,0,0,0,0,5,285,33,4,0,0,318,31,0,0,0,0,31,13,0,0,3,0,20,975,43,3,9,5,1032
POA6418,115,0,0,0,8,124,51,0,0,0,0,52,6,0,0,3,0,9,5,0,0,0,0,6,0,12,0,4,0,11,17,0,0,0,0,14,12,0,0,0,0,14,0,0,0,0,0,0,38,15,0,8,0,62,21,0,0,0,4,19,0,0,0,0,0,7,224,18,0,8,12,264
POA6419,12,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,24
POA6420,18,0,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
POA6421,29,0,0,0,0,23,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,41,0,0,0,3,49
POA6422,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
POA6423,36,0,0,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,64,0,0,0,0,66
POA6424,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,26,0,0,0,0,26
POA6425,17,0,0,0,0,18,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,27
POA6426,111,4,0,0,0,120,55,0,0,0,0,56,10,0,0,0,0,12,13,7,0,0,0,20,4,4,0,0,0,9,45,0,0,0,0,46,11,6,0,0,0,14,0,0,0,0,0,0,77,19,0,0,0,95,23,0,0,0,0,24,9,0,0,0,0,8,281,19,3,5,0,311
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6428,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,16
POA6429,104,0,0,4,0,117,74,0,0,0,0,76,27,0,0,0,0,36,8,0,0,0,0,8,18,0,5,0,0,26,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,83,0,8,0,0,95,11,0,0,0,0,8,12,0,0,0,0,17,281,5,12,11,0,307
POA6430,1197,88,10,16,0,1313,2960,186,10,4,0,3157,920,494,72,0,0,1485,237,193,11,0,5,447,3,57,0,0,0,65,396,79,7,0,0,493,218,95,11,61,5,385,8,18,0,3,0,29,1788,934,104,63,11,2900,78,24,0,0,0,104,127,44,5,0,0,179,6143,1282,125,87,9,7648
POA6431,3,0,0,0,9,8,4,0,0,0,0,4,0,0,0,0,0,0,70,0,0,0,0,75,18,0,3,0,3,24,0,0,0,0,0,0,6,0,0,0,3,16,3,0,0,0,0,3,105,0,5,0,5,125,15,4,0,0,5,26,3,0,0,0,0,11,128,9,3,0,20,167
POA6432,454,22,0,24,5,506,912,49,0,4,0,962,297,134,0,5,0,437,44,38,0,0,0,79,0,3,0,0,0,3,174,25,0,0,0,205,14,5,0,19,0,38,0,5,0,0,0,5,525,209,0,22,3,767,28,5,0,6,0,37,46,4,0,0,0,56,1964,288,0,61,9,2329
POA6434,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8
POA6436,14,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,22,5,0,0,0,0,5,0,0,0,0,0,4,31,0,0,12,0,45
POA6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,55,0,0,0,0,64,0,0,0,0,0,0,62,0,0,0,0,69,46,6,0,0,0,49,0,0,0,0,0,0,109,7,0,0,0,121
POA6438,35,0,0,15,4,59,25,0,3,5,0,27,0,0,0,0,0,0,20,3,5,0,0,23,3,0,0,0,0,3,16,0,4,5,0,20,21,0,0,0,0,24,0,0,0,0,0,0,56,10,4,4,0,76,12,0,0,0,0,17,7,5,0,3,5,19,138,15,7,23,9,199
POA6440,19,3,0,0,0,26,13,0,0,0,0,14,3,0,0,0,0,3,25,4,0,0,0,28,50,3,0,0,0,50,8,0,0,0,0,11,13,8,0,0,5,16,0,0,0,0,0,0,92,12,0,0,7,108,20,0,0,0,5,24,3,0,0,0,0,11,149,18,4,5,7,183
POA6442,189,5,0,0,0,200,281,8,0,0,0,290,141,54,6,0,0,201,7,0,0,0,0,11,0,0,0,0,0,3,60,3,0,0,0,64,17,3,0,0,0,17,3,0,0,0,0,3,220,61,6,0,0,293,8,0,0,0,0,8,6,0,0,0,0,12,715,74,12,4,3,802
POA6443,107,0,0,4,3,112,28,0,0,0,0,33,11,0,0,0,0,10,7,0,0,0,0,10,0,0,0,0,0,0,37,0,0,0,0,39,13,0,0,0,5,18,0,0,0,0,0,0,65,0,0,0,7,77,21,0,0,0,4,27,21,0,0,0,0,28,252,4,0,7,13,269
POA6445,33,0,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,13,0,0,0,0,0,0,52,0,0,0,0,53
POA6446,23,0,0,0,0,24,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,44,0,0,0,0,48
POA6447,27,0,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9,18,0,0,0,3,19,5,0,0,0,0,5,54,0,0,0,4,62
POA6448,48,0,0,0,0,48,33,0,0,0,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,22,17,0,0,0,0,17,0,0,0,0,0,0,118,0,0,0,3,119
POA6450,1472,89,19,47,17,1648,1412,32,0,0,9,1451,331,111,22,0,0,463,120,68,5,0,0,191,7,13,26,0,0,49,438,58,11,10,6,524,96,15,0,13,4,118,10,7,3,0,0,18,1008,269,63,24,10,1373,166,10,3,0,18,203,60,15,8,0,5,86,4117,413,95,73,53,4757
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,127,4,0,4,0,137,67,0,0,0,0,67,9,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,10,18,0,0,0,0,18,10,0,0,0,0,12,0,0,0,0,0,0,44,12,0,0,0,56,15,0,0,0,0,15,9,0,0,0,0,11,258,19,0,4,0,281
POA6461,85,0,0,4,0,90,47,0,0,0,0,51,0,0,0,0,0,0,4,3,0,0,0,9,4,0,0,0,0,4,17,0,0,0,0,24,8,0,0,0,0,9,0,0,0,0,0,0,44,3,0,0,0,48,5,0,0,0,0,8,9,0,0,0,0,9,189,4,0,9,0,204
POA6462,27,0,0,0,0,27,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,56,0,0,0,0,58
POA6463,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
POA6465,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22
POA6466,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
POA6467,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13
POA6468,36,0,0,0,0,34,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,5,0,0,0,0,5,63,0,0,0,0,63
POA6470,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
POA6472,26,0,0,0,0,30,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,57,0,0,0,0,55
POA6473,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,16
POA6475,82,0,0,0,0,82,27,0,0,0,0,27,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,12,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,26,0,0,0,0,27,9,0,0,0,0,9,9,0,0,0,0,9,150,0,0,0,0,152
POA6476,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
POA6477,41,0,0,0,0,41,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,9,4,0,0,0,12,0,0,0,0,0,0,18,6,0,0,0,25,10,0,0,0,0,10,3,0,0,0,0,3,81,6,0,0,0,89
POA6479,101,0,0,0,0,101,36,0,0,0,0,36,3,0,0,0,0,3,11,0,0,0,0,11,7,0,0,0,0,7,11,0,0,0,0,11,6,0,0,0,0,6,5,0,0,0,0,5,47,0,0,0,0,47,27,0,0,0,0,27,3,0,0,0,0,3,213,0,0,0,0,213
POA6480,3,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11
POA6484,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,12
POA6485,107,0,0,0,0,107,32,0,0,0,0,34,0,0,0,0,0,4,3,6,0,0,0,5,6,0,0,0,0,6,18,0,0,0,0,18,6,0,0,0,0,6,0,0,0,0,0,0,38,6,0,0,0,45,13,0,0,0,0,13,4,0,0,0,0,4,197,6,0,0,0,202
POA6487,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
POA6488,35,0,0,0,0,40,14,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,72,0,0,0,3,74
POA6489,24,0,0,0,0,28,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,42
POA6490,45,0,0,4,0,48,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,18,0,0,0,0,18,9,0,0,0,0,9,3,0,0,0,0,3,86,0,0,4,0,93
POA6501,104,0,0,0,0,104,172,0,0,0,0,172,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,27,0,0,0,0,27,13,0,0,0,0,13,8,0,0,0,0,8,323,0,0,0,0,323
POA6502,190,0,0,0,0,193,159,0,0,0,0,158,19,0,0,0,0,19,0,0,3,0,0,3,0,0,5,0,0,5,26,0,0,0,0,29,0,0,3,0,0,3,0,0,0,0,0,0,49,0,9,0,0,58,9,0,0,0,0,13,4,0,0,0,0,8,409,3,15,0,0,432
POA6503,294,5,0,10,0,312,269,0,0,0,0,272,37,0,0,0,0,38,0,3,0,0,0,6,0,0,0,0,0,6,60,0,0,0,0,64,25,0,0,4,0,27,0,0,0,0,0,0,134,6,0,4,0,143,50,0,0,5,0,57,11,0,0,3,0,17,766,11,0,17,0,796
POA6504,29,0,0,0,0,29,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,64,0,0,0,0,70
POA6505,24,0,0,0,0,24,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,43,0,0,0,0,43
POA6506,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
POA6507,76,0,0,0,3,82,33,0,0,0,0,34,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,14,0,0,0,0,0,0,29,0,0,0,0,29,15,0,0,0,0,20,4,0,0,0,0,4,154,3,0,3,3,163
POA6509,11,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,4,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,5,17,13,0,0,0,0,13,0,0,0,0,0,0,37,0,0,0,5,48
POA6510,245,21,0,5,0,263,195,0,0,0,0,197,21,0,0,0,0,26,36,22,0,0,0,56,0,0,0,0,0,0,73,0,0,0,0,77,15,0,0,0,0,17,3,0,0,0,0,3,146,25,0,0,0,170,28,0,0,4,0,31,14,4,0,7,0,26,624,49,0,14,5,694
