POA_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
POA6057,0,0,8,4,0,10,0,0,0,28,7,31,147,139,115,97,15,0,0,566,24,37,61,78,95,66,15,0,0,382,0,0,10,22,11,8,6,0,0,60,25,73,166,140,143,93,28,3,0,677,0,21,56,51,56,45,11,0,0,240,69,58,55,49,36,41,6,3,0,320,76,28,29,12,12,3,8,0,0,163,14,31,87,113,130,155,40,3,0,569,0,7,10,14,0,3,3,0,0,28,0,0,5,9,14,3,0,0,0,42,0,5,9,12,12,10,5,0,0,55,0,11,48,57,44,34,10,0,0,212,11,14,21,27,19,17,8,0,0,125,3,7,35,40,52,43,5,0,0,191,3,10,18,30,23,23,13,0,0,119,5,4,28,27,31,46,11,0,0,147,4,5,16,7,5,10,7,0,0,64,14,28,60,44,31,43,15,5,0,245,17,25,49,69,47,41,12,0,0,261
POA6058,0,3,4,3,3,6,5,0,0,29,0,15,109,105,86,62,6,0,0,381,11,28,49,85,62,50,17,0,0,296,0,3,9,15,13,10,4,0,0,52,19,52,154,117,102,81,19,0,0,545,5,19,34,53,46,26,4,0,0,185,16,48,64,45,22,25,9,4,0,236,43,27,30,24,12,7,4,0,0,145,7,29,63,89,109,99,31,4,0,426,0,4,8,4,6,0,4,0,0,28,0,0,7,14,10,6,0,0,0,31,0,0,9,9,9,8,3,0,0,38,0,4,32,50,31,15,9,0,0,149,4,5,19,23,20,15,3,0,0,89,0,12,29,34,41,36,8,0,0,160,0,3,21,23,19,19,5,0,0,90,0,9,32,28,24,18,4,0,0,121,3,6,12,13,3,7,0,0,0,40,5,26,55,34,28,27,9,0,0,182,9,22,51,41,38,33,8,0,0,206
POA6059,0,0,3,4,3,3,0,0,0,20,0,11,85,118,86,46,11,0,0,368,4,22,70,59,85,77,36,6,0,361,0,10,10,19,15,15,3,0,0,66,35,51,198,186,187,150,36,3,0,842,3,13,31,45,71,41,11,0,0,218,91,127,108,88,89,71,31,6,0,601,78,62,65,51,72,66,9,0,0,397,3,13,66,68,87,76,30,3,0,344,3,8,13,24,19,13,3,0,0,82,0,12,34,49,52,28,11,6,0,196,0,8,13,20,19,25,9,0,0,99,7,47,129,180,147,106,45,5,0,669,7,7,31,41,46,30,11,0,0,189,0,27,78,65,87,87,22,4,0,370,8,21,53,62,69,50,16,4,0,279,12,33,78,81,90,91,39,12,0,428,8,21,34,20,19,15,10,3,0,126,7,18,46,54,57,43,22,11,0,267,14,32,78,64,62,55,23,0,0,338
POA6060,0,5,11,9,10,7,0,0,0,32,3,21,188,147,94,37,12,0,0,496,4,24,100,87,71,56,13,0,0,347,0,3,31,29,18,21,0,0,0,107,18,54,301,221,150,102,17,0,0,866,5,10,47,48,37,25,6,0,0,172,51,84,200,127,74,54,23,6,0,614,61,78,161,95,45,38,9,0,0,489,0,23,130,105,81,84,19,7,0,438,0,6,37,25,12,16,5,0,0,107,0,9,70,90,51,24,6,3,0,251,0,3,29,19,19,20,21,0,0,119,4,37,240,275,149,51,39,3,0,800,4,20,110,69,38,31,14,3,0,287,3,29,116,102,88,67,18,0,0,425,8,16,111,79,72,48,19,0,0,352,3,33,159,158,83,75,23,0,0,543,8,18,42,31,24,14,0,3,0,143,8,20,79,77,40,40,17,0,0,281,4,26,109,86,62,46,5,6,0,341
POA6061,0,3,27,22,21,7,0,0,0,80,0,34,182,195,89,44,3,0,0,555,11,65,215,207,175,139,27,0,0,828,0,5,32,25,17,13,4,0,0,99,15,117,479,359,182,136,36,4,0,1327,5,18,93,78,48,33,4,0,0,287,73,140,298,174,95,69,20,0,0,872,122,125,263,155,70,51,9,0,0,787,10,82,388,266,163,132,46,4,0,1084,0,9,45,39,11,6,0,0,0,115,0,15,51,60,19,11,3,0,0,159,0,6,24,23,6,6,0,4,0,69,4,51,237,202,81,50,7,0,0,637,5,44,100,98,73,67,13,0,0,402,5,37,166,149,85,59,36,0,0,538,12,16,84,83,46,50,20,0,0,319,9,58,250,201,104,81,31,5,0,729,11,16,59,40,26,27,5,0,0,178,20,48,152,115,69,45,11,0,0,457,18,95,265,193,121,76,24,0,0,793
POA6062,0,6,6,6,4,5,4,0,0,35,0,35,150,178,130,65,21,3,0,588,22,39,129,127,178,127,42,6,0,665,4,4,34,30,24,19,5,0,0,121,34,111,353,327,221,185,39,8,0,1280,6,23,66,71,65,62,29,0,0,326,111,125,183,113,90,95,33,9,0,763,126,107,129,105,78,66,15,0,0,629,17,51,143,145,151,135,37,3,0,691,3,11,23,21,23,18,6,0,0,105,0,9,58,62,36,17,10,9,0,203,0,0,27,22,15,18,8,3,0,96,8,47,187,201,116,72,37,8,0,674,9,26,69,42,72,43,17,5,0,278,8,27,123,120,107,135,20,5,0,548,7,21,87,70,56,79,12,0,0,335,0,45,128,97,72,84,26,3,0,452,15,18,30,23,22,24,7,0,0,142,9,35,82,78,82,67,36,4,0,390,16,48,153,111,110,95,26,11,0,570
POA6063,0,0,3,10,10,3,5,0,0,27,0,13,65,64,58,35,14,0,0,259,13,26,50,111,85,93,23,0,0,397,0,0,8,5,13,11,4,0,0,44,23,76,125,144,115,79,14,0,0,578,0,9,34,39,32,26,11,0,0,159,44,59,72,66,51,27,10,0,0,336,61,39,45,32,33,26,9,0,0,236,3,21,76,78,92,85,27,0,0,370,0,0,10,6,10,0,0,0,0,33,0,5,14,14,11,3,0,0,0,54,0,5,5,8,9,8,0,0,0,33,0,13,54,49,34,16,5,0,0,178,10,11,12,24,18,19,0,0,0,100,5,12,40,50,42,49,12,0,0,210,0,7,17,17,24,14,13,0,0,98,3,14,31,41,31,31,19,0,0,179,7,7,10,13,7,9,5,0,0,51,8,20,42,44,36,37,11,0,0,198,17,35,84,73,46,44,9,0,0,312
POA6064,0,0,22,8,24,20,8,0,0,82,0,25,86,94,84,48,13,0,0,352,17,58,149,149,163,155,27,6,0,717,0,5,17,23,24,21,0,0,0,94,44,134,361,315,257,217,32,4,0,1359,5,19,48,65,63,38,12,3,0,247,84,135,150,101,96,66,21,0,0,658,115,68,75,69,50,39,11,0,0,417,16,44,102,115,138,129,42,0,0,588,6,8,14,13,10,3,0,0,0,61,0,10,31,40,20,13,0,0,0,110,0,7,10,16,13,6,6,0,0,55,4,39,109,104,55,44,14,0,0,365,7,32,52,59,61,51,15,0,0,281,7,29,67,82,87,91,22,3,0,384,7,8,46,45,51,55,26,0,0,242,3,41,68,84,81,61,23,5,0,368,9,17,31,21,10,11,8,0,0,110,11,34,84,80,86,62,17,3,0,372,26,75,139,132,120,79,20,5,0,602
POA6065,6,10,27,36,44,39,16,3,0,181,13,75,364,519,431,210,37,0,0,1650,36,100,230,329,349,258,44,6,0,1350,0,21,60,92,81,56,10,0,0,324,135,293,781,956,725,412,80,7,0,3397,17,41,110,175,166,101,31,0,0,634,256,304,266,316,250,134,55,6,0,1587,334,147,150,116,98,71,13,3,0,922,30,55,184,289,283,251,69,0,0,1161,3,22,45,73,50,16,0,3,0,213,0,24,88,129,113,54,9,0,0,419,3,12,25,51,41,33,10,0,0,170,12,104,224,443,288,137,41,8,0,1255,19,45,101,112,114,91,34,6,0,515,8,43,217,308,319,193,47,0,0,1128,23,41,129,150,146,95,25,6,0,618,12,77,164,214,182,121,32,4,0,807,51,51,58,38,32,23,8,4,0,266,41,82,173,176,179,119,37,6,0,812,51,118,235,284,199,152,29,3,0,1075
POA6066,0,0,9,6,6,10,0,0,0,33,4,21,92,76,60,56,11,0,0,325,19,34,79,84,133,124,25,4,0,505,0,8,15,21,19,26,3,0,0,90,31,91,179,157,150,155,20,0,0,781,3,12,37,42,42,44,16,0,0,203,65,87,77,58,49,57,22,0,0,405,67,46,49,26,29,31,7,0,0,256,14,27,72,69,86,104,32,3,0,397,0,0,9,4,10,14,0,0,0,46,0,3,15,19,12,12,7,0,0,65,0,4,3,4,3,9,6,0,0,34,4,19,65,57,46,53,14,0,0,263,3,13,23,30,33,37,11,0,0,151,0,9,32,36,51,72,19,0,0,218,9,12,23,17,27,40,12,0,0,147,0,23,48,44,27,57,15,0,0,214,11,12,18,18,6,14,5,0,0,88,17,30,50,53,60,50,10,0,0,272,18,40,67,83,70,67,21,0,0,365
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,3,10,9,24,21,16,7,0,0,86,13,68,356,489,368,185,30,0,0,1506,38,66,208,290,236,129,33,0,0,995,0,9,32,47,36,26,9,0,0,163,100,205,438,480,345,192,30,3,0,1789,20,38,112,155,130,88,16,0,0,559,194,177,218,219,138,78,23,0,0,1047,237,73,99,96,52,50,10,5,0,617,25,54,214,334,241,175,35,5,0,1071,0,7,28,38,24,7,0,0,0,107,3,9,37,51,60,24,7,0,0,187,3,8,27,41,35,20,3,3,0,143,10,35,117,167,127,57,18,4,0,532,19,23,59,63,64,43,21,3,0,289,3,36,145,180,199,122,24,0,0,708,27,31,65,70,72,47,21,0,0,333,11,41,94,127,102,78,15,0,0,462,30,13,28,30,21,13,6,0,0,143,29,59,137,128,85,61,24,4,0,517,42,86,164,174,164,70,34,3,0,736
POA6070,0,0,0,0,0,3,0,0,0,9,0,6,10,45,36,27,0,0,0,120,0,5,0,13,19,9,3,0,0,50,0,0,3,6,8,6,4,0,0,24,5,9,15,20,30,18,7,0,0,113,0,3,0,11,9,4,0,0,0,29,17,19,4,4,3,7,5,0,0,60,19,9,0,5,3,5,0,0,0,36,0,0,8,4,13,15,4,0,0,48,0,0,0,0,6,0,0,0,0,8,0,4,0,6,6,8,3,0,0,27,0,0,0,4,9,0,4,0,0,16,0,0,6,30,41,22,11,3,0,120,3,3,5,3,0,7,5,0,0,22,0,7,3,13,24,19,3,0,0,73,0,7,7,16,17,21,7,3,0,79,0,0,11,5,7,10,10,0,0,54,4,0,4,0,3,5,0,0,0,13,0,0,0,7,9,5,4,0,0,22,3,0,9,9,13,12,3,0,0,44
POA6071,0,0,0,0,0,4,6,3,0,13,0,4,11,24,34,23,11,0,0,117,6,3,6,8,16,14,3,0,0,57,0,3,5,5,5,0,0,0,0,18,3,8,14,29,33,21,7,0,0,114,9,4,7,7,17,4,0,0,0,36,21,5,4,8,10,9,3,0,0,62,14,3,0,0,0,4,0,0,0,20,0,3,6,9,10,9,0,4,0,52,0,0,0,0,0,0,4,0,0,5,0,0,0,5,0,6,5,0,0,18,0,0,0,5,5,3,0,0,0,11,0,3,8,15,17,20,4,0,0,76,0,0,3,7,10,6,6,0,0,32,0,4,6,6,29,23,4,0,0,70,4,0,8,6,12,17,6,0,0,56,0,0,5,10,12,16,3,0,0,55,4,0,0,6,0,4,0,0,0,12,0,0,3,4,7,8,0,0,0,29,4,10,6,5,11,8,3,0,0,46
POA6072,0,0,0,0,0,0,0,0,0,4,0,3,3,7,18,6,0,0,0,37,0,4,0,0,4,13,0,0,0,26,0,0,0,0,0,4,0,0,0,5,7,4,3,13,5,8,5,0,0,40,0,0,3,5,3,0,0,0,0,14,0,0,4,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,13,0,0,0,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,3,0,0,13,0,0,0,0,0,0,3,0,0,7,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,14,0,4,0,0,0,0,0,0,0,7
POA6073,0,0,0,0,3,3,0,0,0,9,0,4,20,24,28,26,4,0,0,105,5,4,9,13,13,15,0,0,0,62,0,3,0,0,0,4,0,0,0,17,3,9,15,17,19,34,3,0,0,96,0,3,5,0,11,8,0,0,0,34,10,5,3,4,9,8,3,3,0,40,11,3,0,0,5,0,0,4,0,24,3,4,3,5,15,15,5,0,0,51,0,0,0,0,4,5,0,0,0,11,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,3,6,0,0,5,0,4,7,9,13,10,6,0,0,52,0,0,5,7,3,6,3,0,0,22,0,0,6,7,16,19,10,0,0,50,0,0,6,7,14,16,0,0,0,41,0,0,6,4,4,0,0,0,0,20,4,3,0,0,4,3,0,0,0,12,3,4,6,6,7,5,4,0,0,38,4,6,3,3,8,8,4,0,0,35
POA6074,0,0,0,0,0,3,0,0,0,8,0,0,7,11,16,7,0,0,0,34,0,3,3,5,4,5,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,5,4,8,14,10,3,0,0,40,0,0,6,0,4,0,0,0,0,16,4,0,0,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,8,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,3,3,8,7,8,4,0,0,22,0,0,0,0,5,0,3,0,0,20,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,3,0,0,6,0,5,0,0,0,0,10,0,0,3,4,3,6,0,0,0,14
POA6076,13,7,7,10,24,26,26,9,3,121,5,25,77,160,189,125,25,7,0,615,33,43,40,60,122,86,36,4,0,421,0,6,13,20,23,22,3,0,0,83,40,68,135,189,167,153,47,8,0,815,10,10,22,39,65,61,12,5,0,228,79,59,36,43,49,41,32,0,0,338,91,50,20,15,16,18,10,0,0,223,5,19,36,63,91,111,33,5,0,359,0,9,5,10,19,3,4,0,0,54,0,0,5,15,31,13,5,3,0,82,3,4,7,12,16,12,7,0,0,66,12,26,54,102,136,93,51,5,0,476,11,11,20,18,46,42,14,0,0,162,6,15,28,62,118,92,24,7,0,340,14,25,29,64,91,83,27,5,0,332,3,16,26,39,66,45,33,4,0,238,16,11,16,5,8,12,10,0,0,73,20,25,24,43,44,46,26,3,0,232,17,36,33,36,57,61,29,7,0,277
POA6077,0,0,0,4,0,4,6,0,0,19,0,5,4,7,0,7,0,0,0,23,0,5,6,6,5,7,0,0,0,26,0,0,0,0,0,0,0,0,0,3,12,15,15,17,23,30,15,0,0,119,0,0,0,0,0,5,0,0,0,15,3,4,6,0,4,5,3,3,0,29,8,0,0,0,0,3,0,0,0,12,0,0,0,0,6,18,3,0,0,25,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,5,0,0,0,4,0,0,0,4,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,0,3,0,5,12,3,0,0,24,0,3,0,0,0,5,3,0,0,16,0,0,0,0,4,6,0,0,0,7,0,0,5,0,0,0,0,0,0,4,0,10,0,4,4,3,0,0,0,24,0,6,5,4,5,10,0,0,0,25
POA6078,0,3,4,3,3,5,4,0,0,21,0,0,10,6,0,6,0,0,0,21,3,0,0,4,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,9,12,13,9,12,0,0,0,64,0,0,3,0,0,0,3,0,0,8,0,4,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,4,0,0,11,0,0,0,0,0,5,0,0,0,14,0,0,3,0,4,0,0,0,0,7,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,3,0,11,0,0,4,0,0,0,0,0,0,5,6,3,4,0,6,4,0,0,0,16,4,0,4,9,0,4,0,0,0,19
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,3,0,4,0,3,0,0,14,0,8,38,50,64,41,5,0,0,207,8,11,13,20,31,20,0,0,0,108,0,0,0,0,7,0,0,0,0,16,10,24,38,56,40,43,8,0,0,223,8,0,8,12,10,12,0,0,0,52,13,13,12,3,15,12,3,0,0,68,25,9,0,4,5,4,6,0,0,55,4,0,9,11,29,21,8,0,0,93,0,0,0,3,0,7,0,0,0,15,0,0,0,7,4,4,0,0,0,17,0,0,0,4,6,11,0,0,0,14,0,0,10,15,26,19,3,0,0,81,0,3,6,0,5,10,6,0,0,34,0,4,16,18,46,30,6,0,0,117,0,3,9,11,8,10,3,0,0,54,0,0,7,6,11,7,5,0,0,34,4,5,0,0,0,5,0,0,0,21,4,6,5,14,15,13,3,0,0,62,8,11,11,7,22,14,5,0,0,71
POA6082,0,0,0,0,0,13,0,0,0,16,4,9,33,30,42,28,0,0,0,145,3,9,16,15,14,11,3,0,0,60,0,3,5,5,3,5,0,0,0,15,7,5,23,29,37,27,9,0,0,139,0,0,4,6,8,14,3,0,0,37,6,9,3,5,7,10,0,0,0,38,9,9,0,0,0,0,0,0,0,22,0,0,9,15,15,21,3,0,0,60,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,5,0,0,12,0,0,7,0,6,8,8,0,0,33,0,0,8,0,8,0,0,0,0,20,0,0,11,22,13,21,6,0,0,68,0,0,0,3,9,11,7,0,0,34,0,0,4,5,4,6,0,0,0,20,0,3,0,4,0,4,0,0,0,13,0,3,7,12,8,3,6,0,0,42,5,8,11,9,15,5,0,6,0,54
POA6083,0,4,3,7,7,11,10,6,5,63,0,8,17,36,55,39,3,0,0,155,8,3,6,12,36,14,6,0,0,78,0,0,3,0,9,4,4,0,0,16,8,13,8,28,41,36,11,0,0,144,3,3,3,0,13,11,3,0,0,38,15,12,5,4,5,9,4,0,0,51,13,0,0,3,5,8,0,0,0,29,0,0,6,7,26,15,9,0,0,65,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,9,0,3,0,17,0,5,3,7,14,10,10,0,0,45,0,4,5,5,3,7,0,0,0,29,0,8,8,10,18,25,3,0,0,64,0,4,4,0,6,9,3,0,0,27,0,3,0,0,7,8,0,3,0,23,0,0,0,6,0,0,5,0,0,14,6,0,6,6,11,18,11,0,0,64,5,9,4,6,12,15,0,0,0,54
POA6084,6,11,15,7,18,18,14,7,0,95,5,20,81,98,118,53,3,0,0,389,8,18,24,37,45,42,21,0,0,198,4,6,0,6,11,6,4,0,0,34,33,31,91,93,107,91,32,0,0,474,0,16,14,16,23,32,6,4,0,109,28,24,19,18,11,17,8,0,0,125,23,3,7,0,6,4,4,0,0,45,8,3,19,34,59,48,14,0,0,181,0,3,7,0,6,0,0,0,0,19,0,0,7,4,4,3,0,0,0,19,0,0,4,5,9,3,0,0,0,28,0,6,15,14,19,20,11,0,0,88,5,9,12,3,17,10,6,0,0,62,6,46,41,17,42,50,10,0,0,206,0,3,5,9,13,10,0,0,0,42,0,3,13,8,11,14,9,0,0,48,3,4,4,3,4,4,0,0,0,23,3,19,28,24,24,34,7,0,0,142,10,10,21,27,39,27,12,0,0,153
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
