POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
POA6000,0,0,0,0,14,12,46,46,6,8,25,30,16,4,5,210,0,0,0,6,12,11,12,5,0,0,3,0,0,0,0,48,0,0,3,11,12,26,42,23,10,4,14,21,13,0,3,184,0,0,0,3,24,34,66,16,0,4,3,4,3,0,0,155,0,0,0,6,5,0,14,7,0,4,7,10,0,0,0,49,0,0,0,0,0,3,17,44,9,0,12,9,3,0,0,102,0,0,0,5,3,3,38,33,9,4,7,13,5,0,4,130,3,8,97,79,99,109,202,107,14,16,33,54,22,16,19,876,0,0,0,6,8,11,35,22,4,15,14,41,15,7,5,180,0,0,0,36,48,17,37,28,4,16,11,27,14,9,9,260,5,3,19,37,61,93,190,188,58,76,105,227,118,24,31,1234,11,53,184,244,478,549,1278,1121,310,401,589,931,448,112,155,6857
POA6003,0,0,0,3,7,0,0,7,0,3,0,5,0,0,0,26,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,8,17,9,0,3,0,3,0,0,4,47,0,0,0,3,8,13,13,9,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,18,0,0,0,3,0,0,0,26,0,0,0,0,0,0,16,8,9,3,3,10,0,0,0,52,0,8,28,28,33,27,55,37,3,3,9,8,11,0,0,248,0,0,0,0,0,4,0,3,8,0,0,3,5,0,0,33,0,0,0,13,22,9,6,3,0,4,6,3,0,0,0,64,0,4,15,18,22,48,44,51,18,25,32,66,20,0,3,369,5,23,64,87,157,178,296,254,89,93,105,193,64,9,20,1615
POA6004,0,0,0,4,10,18,47,49,13,11,8,27,9,8,0,204,0,0,5,5,12,10,6,0,0,4,3,5,0,0,0,46,0,0,4,12,16,24,63,24,11,16,9,8,14,0,3,218,0,0,5,0,16,19,59,15,0,0,3,15,3,3,0,148,0,0,0,0,0,0,10,6,0,5,8,12,0,0,0,48,0,0,0,0,8,0,10,25,4,6,6,6,5,0,5,76,0,0,0,0,0,8,23,21,8,6,9,4,7,0,3,84,8,23,109,110,133,89,182,103,23,23,18,48,25,8,19,917,0,0,3,5,4,13,19,12,6,0,3,10,7,0,8,93,0,0,0,10,25,12,14,22,7,5,12,4,3,0,3,129,9,6,28,44,56,87,199,213,65,85,126,201,92,11,24,1245,24,68,192,268,501,519,1240,1149,317,365,513,679,369,121,170,6494
POA6005,0,0,0,0,8,3,16,18,9,3,0,14,0,0,5,70,0,0,0,3,14,0,5,3,0,3,0,6,0,0,0,27,0,0,4,0,14,21,16,13,0,0,7,0,4,0,0,71,0,0,0,0,6,18,60,7,0,0,0,0,4,0,7,110,0,0,0,3,3,0,3,12,0,0,4,7,0,0,0,32,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,26,0,0,0,0,5,5,19,9,3,8,0,4,0,5,0,53,9,10,58,52,48,58,113,53,11,14,10,23,18,0,12,481,0,0,0,4,3,7,7,10,0,0,5,7,5,5,3,61,0,0,0,10,13,3,3,4,0,0,0,3,0,0,0,45,3,3,19,26,37,51,121,104,32,33,49,76,29,8,5,596,23,39,129,136,237,274,565,495,133,155,166,300,132,35,62,2877
POA6006,0,0,0,4,6,11,7,10,3,5,0,4,0,0,0,46,0,0,0,3,15,6,5,0,0,0,0,5,0,0,0,40,0,0,0,12,13,15,21,7,0,0,0,3,0,0,0,78,0,0,3,5,17,24,32,14,0,0,0,0,0,0,3,99,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,8,0,0,4,0,0,0,0,16,0,0,0,0,5,3,10,5,0,0,0,0,0,0,0,25,4,12,90,96,130,87,129,58,7,7,8,7,4,5,17,663,0,3,0,3,12,3,8,7,0,0,3,0,0,0,4,57,0,0,0,36,90,10,15,11,0,3,0,4,0,0,6,178,3,8,43,45,45,83,66,63,7,13,27,15,0,9,19,450,40,193,319,294,476,342,485,324,45,68,74,58,20,12,88,2850
POA6007,0,0,0,0,5,5,12,4,5,0,3,0,0,0,0,32,0,0,0,6,9,0,0,3,0,0,0,0,0,0,0,31,0,0,5,11,12,9,14,5,0,3,0,0,6,0,0,60,0,0,5,5,18,23,39,11,0,0,0,14,0,0,9,136,0,0,0,0,7,3,5,0,0,0,0,8,0,0,0,21,0,0,0,0,0,3,3,3,0,0,3,3,0,0,0,17,0,0,0,3,0,4,17,0,4,0,0,0,3,0,0,27,3,15,91,92,102,104,145,85,8,16,11,15,14,3,29,727,0,0,4,3,8,6,8,18,0,4,3,4,9,5,0,69,0,0,0,23,23,3,3,0,0,0,3,0,0,0,3,64,6,9,25,26,43,49,111,63,20,18,24,30,27,0,7,451,38,99,191,243,370,307,539,380,69,92,91,119,94,12,85,2731
POA6008,0,0,3,6,15,8,20,22,8,8,3,6,3,0,0,96,10,0,0,0,15,7,8,5,0,0,4,0,0,0,6,53,3,0,11,15,16,16,43,26,6,3,9,3,4,0,6,168,0,0,7,24,46,47,69,32,0,5,6,3,7,0,8,253,0,0,3,5,7,4,7,3,0,0,0,0,0,0,0,44,0,0,0,0,10,5,3,8,6,0,0,0,0,0,0,34,0,0,0,3,8,8,11,15,0,3,4,8,0,0,0,60,18,58,278,210,236,176,299,152,26,31,26,22,18,11,31,1596,0,0,3,13,19,10,40,24,13,3,9,4,11,5,0,167,0,0,0,14,20,9,8,7,0,0,5,5,0,0,0,67,7,6,53,49,86,126,209,171,41,36,58,67,26,8,15,970,64,178,461,512,712,606,1174,886,168,182,211,258,165,66,114,5743
POA6009,0,0,0,0,6,3,13,10,3,0,5,4,0,0,4,64,0,0,0,0,15,6,6,3,0,0,3,0,5,0,0,40,5,3,15,48,62,54,70,33,10,22,22,43,41,3,0,427,0,3,6,25,57,43,151,40,3,9,0,3,11,8,0,363,4,0,3,19,23,15,16,23,5,0,6,5,4,0,0,136,0,0,0,8,45,6,15,3,0,0,0,0,5,0,9,87,0,0,0,4,3,7,11,3,0,0,0,4,0,0,5,45,27,71,203,173,177,152,285,130,16,26,19,20,28,15,31,1372,0,0,14,20,12,22,60,31,5,15,8,19,23,14,6,240,0,0,0,24,25,8,16,20,11,14,13,29,5,4,0,161,13,14,63,67,90,95,164,103,34,46,46,72,35,6,15,853,92,172,460,707,983,740,1366,785,236,332,333,548,409,88,114,7358
POA6010,0,0,0,4,12,0,5,4,0,0,0,0,0,0,0,28,0,0,0,5,23,5,9,4,0,0,0,0,0,0,0,42,7,0,9,29,29,30,34,15,10,12,0,4,7,0,3,193,0,6,11,26,63,74,177,67,13,14,12,12,3,8,4,479,7,4,3,4,12,6,14,4,3,0,0,0,0,0,0,60,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,7,5,5,0,7,0,0,0,0,33,39,77,268,252,229,209,360,170,21,38,36,43,25,8,35,1817,0,0,5,24,24,17,37,33,4,10,7,8,15,7,9,191,0,0,0,0,3,0,0,4,0,6,0,4,0,0,6,24,10,6,53,54,102,117,196,155,14,27,31,48,31,0,13,863,89,172,467,567,751,690,1235,750,99,162,179,245,159,48,106,5725
POA6011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,12,0,0,0,0,0,0,0,21,0,0,4,3,9,7,14,5,4,0,5,0,0,0,0,54,0,3,7,19,38,28,47,14,0,4,4,3,0,0,0,164,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,10,17,40,143,127,126,104,120,98,13,17,11,26,25,10,22,899,0,0,8,12,18,9,26,20,7,13,0,12,12,6,3,149,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,8,3,47,35,40,40,51,55,7,12,6,18,10,10,10,344,47,87,250,248,351,272,367,283,58,60,57,102,78,37,52,2344
POA6012,0,0,0,0,4,4,10,12,0,3,0,4,0,0,0,48,0,0,3,6,21,0,4,6,0,0,0,0,0,0,0,42,0,4,9,7,6,16,22,4,0,5,0,0,6,4,0,96,0,0,7,11,21,10,69,26,4,4,0,6,7,0,3,184,0,0,0,3,6,5,15,5,0,0,0,5,0,0,0,39,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,4,5,0,4,0,0,3,32,12,32,119,101,84,113,221,121,10,10,10,23,10,0,13,874,0,0,3,16,11,19,17,10,0,6,7,6,10,0,3,102,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,15,3,21,23,38,41,56,110,85,24,29,41,89,15,0,9,589,42,94,208,252,306,369,676,396,67,81,89,196,79,24,58,2948
POA6014,0,0,0,0,9,13,21,31,0,0,3,4,0,0,3,100,3,0,0,6,16,7,3,9,0,0,0,0,0,0,0,41,3,4,7,29,30,26,45,24,0,9,0,0,8,0,0,194,0,3,11,20,47,64,137,44,3,4,11,11,3,5,4,371,3,0,0,3,16,3,16,8,3,7,6,9,0,0,0,78,0,0,0,0,0,13,4,7,0,0,0,3,0,0,0,29,0,0,0,4,3,3,19,10,3,4,0,0,0,0,4,58,26,83,217,206,266,223,357,183,21,19,18,37,29,5,31,1702,5,0,4,14,25,22,43,42,6,3,9,8,9,0,9,192,0,0,0,22,18,8,7,24,0,0,4,8,0,0,0,92,9,10,46,70,131,98,227,270,111,134,199,337,138,5,21,1803,98,227,399,582,890,728,1490,1130,236,279,359,538,240,51,111,7358
POA6015,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,9,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,23,0,0,0,7,8,10,3,9,0,0,0,0,3,0,7,58,0,0,4,15,26,25,75,21,10,6,8,5,6,0,0,182,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,19,32,79,98,110,78,123,45,3,3,6,10,3,0,11,632,0,0,6,6,13,11,16,19,3,4,5,10,0,3,6,104,0,0,3,3,5,0,0,0,0,0,0,0,0,0,5,19,10,4,14,21,31,33,44,36,8,11,15,14,15,0,0,259,56,98,162,239,318,262,401,199,31,28,62,64,59,10,38,2044
POA6016,0,0,0,4,7,3,19,15,0,4,3,4,0,0,0,60,0,0,0,5,11,7,4,7,0,0,0,0,0,0,0,37,0,0,0,6,9,6,17,5,0,0,0,0,0,0,0,47,0,0,0,10,25,19,32,13,0,0,0,0,4,0,3,107,0,0,0,4,4,0,0,9,0,0,0,0,3,0,0,19,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,16,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,14,0,18,82,107,129,91,148,89,9,7,16,7,3,0,12,722,0,5,3,6,8,9,13,11,4,0,3,0,3,0,0,70,0,0,0,14,27,13,0,8,0,0,0,3,0,0,3,65,3,7,32,43,44,77,96,183,95,108,148,164,64,0,6,1080,22,120,233,314,403,345,646,594,168,181,257,248,107,3,58,3698
POA6017,0,0,0,0,4,5,17,23,3,6,6,6,3,3,0,69,0,0,0,4,3,4,0,3,0,0,0,0,0,0,0,12,0,0,0,0,3,0,5,3,0,0,0,0,3,0,0,26,0,0,0,3,7,9,15,0,3,0,0,0,0,0,0,42,0,0,0,0,0,0,0,4,0,0,0,9,3,0,0,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,8,4,7,0,0,0,0,0,0,0,21,0,8,33,27,26,26,44,26,3,4,3,3,0,0,4,213,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,9,18,0,12,6,0,0,0,0,0,0,0,50,4,3,12,16,18,37,70,130,61,77,102,206,59,0,7,801,11,42,103,92,155,157,344,453,123,144,169,297,109,3,30,2244
