POA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6064,0,17,24,53,21,4,0,3,0,136,0,0,0,0,0,10,0,0,0,12,0,36,93,175,115,52,38,11,0,518,0,0,10,13,10,24,20,13,3,91,0,0,0,0,0,0,0,0,0,0,0,4,3,15,28,43,44,40,12,200,0,3,4,19,23,28,33,3,6,126,0,3,28,52,31,19,23,4,0,168,0,0,14,12,11,10,19,9,0,80,0,0,0,28,0,0,0,0,0,33,4,77,124,92,29,18,9,0,0,350,0,0,5,5,0,0,0,0,0,18,0,0,5,21,8,11,3,3,0,56,7,64,113,696,445,440,261,77,28,2135,0,0,0,5,9,7,10,8,0,27,0,0,4,14,9,15,9,0,0,56,6,88,229,584,331,242,172,69,29,1743,86,185,149,386,170,146,145,132,87,1489,1908,4031,4158,8303,3971,3822,2904,1467,506,31068
POA6065,6,23,26,60,17,6,5,4,0,150,0,0,5,8,26,3,0,0,0,36,0,59,147,320,179,79,35,5,0,827,0,4,4,53,27,46,44,9,6,193,0,0,0,0,5,3,0,0,0,12,0,31,87,224,167,155,125,80,23,906,0,11,35,108,55,72,29,9,8,326,3,160,331,674,519,242,121,43,9,2105,0,5,10,44,20,23,12,6,0,125,0,0,0,48,4,6,0,0,0,61,3,29,42,106,37,17,5,0,0,236,0,0,0,24,0,6,0,0,0,34,4,11,33,51,29,21,10,10,4,170,3,19,52,439,285,206,98,17,14,1139,0,0,26,64,42,45,23,16,10,224,0,13,87,158,137,83,38,13,3,530,9,159,333,1123,601,401,245,105,34,3010,90,210,235,651,302,233,163,111,50,2048,4852,10609,8599,20041,9414,6672,4788,2558,915,68443
POA6066,0,10,7,29,3,6,0,0,0,55,0,0,0,0,0,0,0,0,0,3,0,29,49,96,70,35,23,6,0,311,0,0,0,8,3,25,23,6,4,65,0,0,0,0,0,0,0,0,0,4,0,0,0,12,15,41,28,9,0,109,0,6,5,21,26,33,24,5,0,128,0,3,14,45,42,51,18,14,4,183,0,0,5,15,7,22,29,4,5,81,0,0,0,21,4,0,0,0,0,25,0,7,19,29,25,11,4,4,0,90,0,0,0,3,0,0,0,0,0,6,0,0,4,8,5,7,4,0,0,39,5,19,50,288,239,182,101,33,15,922,0,0,0,0,3,4,5,0,4,15,0,6,0,19,13,9,6,6,0,66,3,40,85,213,117,140,75,37,12,729,43,98,68,185,93,88,55,31,8,662,1067,2481,2618,4599,2481,2824,1544,658,198,18459
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,11,0,22,0,5,0,0,0,45
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
POA6069,0,7,11,52,9,4,0,0,0,80,0,0,0,10,6,3,0,0,0,22,0,81,125,308,134,60,19,0,0,727,0,0,4,30,19,19,11,8,0,90,0,0,0,0,0,0,0,0,0,10,0,15,44,105,90,121,78,34,19,512,0,9,22,70,43,35,21,7,0,211,3,76,172,364,259,147,69,34,4,1128,0,9,20,44,34,14,12,4,0,138,0,0,0,16,4,0,3,0,0,26,3,28,34,89,29,11,5,0,0,179,0,0,0,6,4,3,0,0,0,13,0,18,6,30,21,18,12,10,0,123,0,3,13,86,23,12,10,0,0,146,0,0,14,29,23,28,9,4,0,111,0,22,70,184,90,70,14,9,0,459,9,112,279,849,353,173,112,56,24,1959,124,266,202,703,290,165,111,60,33,1959,3767,7994,5941,14239,6010,4037,2556,1351,451,46350
POA6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,0,3,0,0,0,9,0,0,0,5,8,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,3,11,6,0,32,0,0,0,0,0,0,0,0,0,3,0,9,0,12,16,4,10,5,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,6,0,9,5,6,3,5,0,35,0,0,0,4,0,0,0,0,0,7,0,0,0,0,4,6,0,4,0,17,0,0,0,6,5,4,6,0,0,20,0,0,6,14,16,26,26,9,0,95,5,12,14,26,16,19,12,15,8,125,183,579,377,728,568,521,452,255,58,3725
POA6071,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,0,21,0,0,0,5,3,4,0,0,0,10,0,8,3,14,19,7,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,11,4,9,5,0,0,26,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,7,0,3,0,16,0,0,0,6,5,3,4,0,0,13,0,0,3,12,13,18,13,13,0,72,6,9,16,32,25,27,19,11,10,152,168,427,396,663,558,543,463,220,64,3502
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,17,0,3,5,15,7,10,5,0,0,36,36,97,96,180,125,144,104,42,10,829
POA6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,0,34,0,3,0,0,0,0,4,0,0,12,0,6,3,10,11,7,8,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,7,3,0,0,15,0,0,0,4,3,0,6,0,0,14,0,0,0,10,14,18,15,10,0,71,0,11,12,28,17,23,10,21,21,137,127,364,313,565,449,484,457,293,140,3190
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,3,0,0,20,0,4,3,14,12,7,3,0,0,41,45,124,102,207,162,149,142,58,17,1001
POA6076,0,0,0,0,0,0,5,0,0,3,0,0,0,6,11,5,3,0,0,25,0,3,4,12,13,11,12,0,0,63,0,0,0,3,7,6,6,4,4,38,0,0,0,0,0,0,0,0,0,4,0,3,3,30,38,62,57,52,24,281,0,0,3,13,15,11,17,10,0,70,3,12,37,70,73,59,44,30,6,343,0,0,0,5,7,9,7,4,0,29,0,0,0,5,0,0,0,0,0,5,0,10,7,18,13,12,3,0,0,69,0,0,0,0,0,0,0,0,0,3,6,11,19,23,6,19,19,4,0,117,0,5,4,8,0,0,0,0,0,21,0,0,0,12,9,20,12,15,0,70,0,0,12,18,29,37,28,10,5,129,0,26,21,83,103,97,97,74,35,544,12,45,58,149,94,117,85,98,50,712,901,3034,2560,4016,3224,3007,2969,1914,676,22308
POA6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,11,7,12,9,0,5,0,38,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,14,0,0,34,0,0,0,0,0,3,3,0,3,13,0,0,0,4,0,0,0,0,0,4,0,0,0,7,7,5,6,4,0,27,4,6,10,5,9,9,8,12,0,63,52,141,227,220,190,301,302,188,35,1639
POA6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,3,8,8,0,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,9,0,0,0,7,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,12,0,12,10,10,8,14,0,0,0,65,34,127,134,187,121,165,127,43,5,941
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,0,30
POA6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,10,4,5,43,0,3,0,0,0,0,0,0,0,8,0,0,13,16,21,9,5,0,0,74,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,3,0,0,14,0,0,3,8,9,9,3,0,0,30,0,0,0,17,5,18,15,6,4,68,6,26,6,50,32,26,14,10,8,178,258,666,590,1068,776,752,519,232,55,4919
POA6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,4,3,0,30,0,0,0,5,0,0,0,0,0,4,0,4,0,11,7,5,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,11,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,8,5,3,0,0,0,22,0,3,7,8,12,16,9,5,0,59,4,23,16,51,25,35,21,8,4,192,186,495,380,802,477,534,366,161,35,3422
POA6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,3,0,5,0,0,0,13,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,10,4,0,37,0,0,0,3,3,0,0,0,0,8,0,3,0,14,8,7,8,5,0,43,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,6,4,0,0,13,0,0,0,7,0,3,4,0,0,22,0,0,0,13,12,24,8,0,0,59,3,7,18,46,45,42,20,12,8,199,135,400,431,613,684,668,403,183,41,3570
POA6084,0,0,0,4,0,0,0,0,0,5,0,0,0,0,5,3,3,0,0,8,0,0,3,5,9,3,0,0,0,22,0,0,0,5,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,36,30,8,0,111,0,0,17,8,9,7,4,0,0,43,0,9,21,32,23,12,11,5,0,114,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,12,0,3,0,30,0,0,0,7,0,3,0,0,0,5,0,0,0,5,6,5,4,0,0,18,0,0,3,13,6,13,8,0,0,43,0,0,21,40,25,33,21,11,3,151,14,60,96,145,150,128,61,33,9,697,504,1266,1203,2112,1447,1306,833,325,64,9063
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,25
POA6100,0,4,10,42,0,6,5,3,0,62,0,0,0,3,9,0,0,0,0,15,0,7,26,92,23,13,7,0,0,172,0,0,0,10,5,10,5,3,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,32,24,12,0,144,0,7,14,80,25,22,21,7,0,179,0,5,20,82,23,23,13,3,0,165,0,4,10,62,12,9,9,7,0,117,0,0,0,45,6,0,0,0,0,56,0,4,16,52,15,10,0,0,0,104,0,0,0,6,3,4,6,0,0,19,0,6,9,51,10,10,6,0,0,100,5,20,25,56,15,8,11,0,0,143,0,0,0,9,5,8,6,6,0,28,0,0,6,20,3,6,6,0,0,46,15,20,58,419,61,58,38,14,8,682,27,47,102,369,105,97,64,28,13,856,822,1276,1942,6203,1854,1762,1280,482,182,15816
POA6101,0,0,14,59,4,0,7,0,0,92,0,0,0,3,3,0,0,0,0,14,0,12,52,79,30,24,6,0,0,202,0,0,0,16,14,6,0,3,5,38,0,0,0,0,0,0,0,0,0,3,0,0,7,42,23,25,26,10,6,129,0,3,8,63,11,18,7,3,5,119,0,0,17,63,25,13,8,0,0,126,0,0,6,40,15,6,9,0,0,75,4,8,0,49,5,5,0,0,0,63,0,13,12,38,19,5,0,0,0,90,0,0,0,11,5,4,3,6,0,23,4,0,9,39,16,12,9,0,0,81,0,4,10,50,30,8,9,0,3,110,0,0,0,16,0,5,7,5,0,41,0,4,7,24,17,3,12,0,0,67,3,43,71,389,96,72,47,15,8,739,44,68,123,428,128,100,54,36,22,1006,1094,1618,2029,6634,2198,1692,1238,573,232,17301
POA6102,5,8,100,170,4,6,0,0,0,284,0,0,4,5,0,4,0,0,0,11,0,11,70,97,33,23,10,7,0,240,0,5,3,12,0,6,12,3,6,44,0,0,0,0,0,0,0,0,0,4,0,0,0,15,7,14,13,15,12,79,0,0,46,76,18,17,9,8,5,183,0,0,24,40,4,9,9,4,3,92,0,0,32,63,10,4,3,5,5,120,0,0,0,63,0,0,0,0,0,72,0,3,28,44,8,8,6,0,0,86,0,0,0,8,4,6,0,4,0,22,6,5,3,17,3,11,0,3,0,42,0,19,29,87,18,12,3,3,0,172,0,0,0,6,0,5,3,0,3,18,0,8,17,25,0,4,6,4,0,53,6,89,147,666,93,45,40,26,27,1134,27,39,167,345,96,58,55,131,205,1117,627,989,2680,5177,1158,929,828,837,718,13949
POA6103,0,6,13,72,5,0,3,0,0,104,0,0,0,6,0,0,0,0,0,13,0,6,26,121,21,17,3,5,0,196,0,0,0,12,4,10,8,4,0,39,0,0,0,3,0,0,0,0,0,4,0,0,3,17,11,14,5,13,4,66,0,0,3,65,8,30,19,5,0,130,0,3,13,52,16,14,12,0,0,113,0,0,5,58,10,10,0,0,0,85,0,0,5,62,5,0,0,0,0,74,0,4,8,34,13,3,0,0,0,68,0,0,0,15,4,3,4,0,0,18,0,5,0,15,4,0,0,3,0,35,0,6,13,50,13,6,10,3,0,100,0,0,0,3,0,3,0,0,0,18,3,0,8,45,4,3,0,0,0,72,0,30,52,388,53,46,35,23,4,636,33,47,59,282,76,56,39,30,8,619,606,870,1220,4625,1160,1143,758,381,136,10897
POA6104,9,21,21,70,8,6,8,0,0,142,0,0,0,4,0,0,0,0,0,18,5,24,53,119,58,34,9,4,0,310,0,0,0,6,5,3,9,6,6,34,0,0,0,3,3,9,0,0,0,14,0,0,3,25,17,30,23,20,3,128,0,7,9,56,27,25,31,7,0,157,0,4,16,53,28,27,7,3,0,147,0,0,7,69,10,9,12,0,0,115,0,3,3,61,4,6,0,0,0,67,0,5,10,43,18,13,0,0,0,88,0,0,0,0,4,9,0,0,0,17,0,0,4,25,4,8,0,3,0,45,0,0,10,58,20,18,25,9,5,145,0,0,0,4,0,9,9,0,5,18,0,4,0,18,16,7,3,0,0,55,10,33,56,304,87,63,38,40,14,637,51,95,113,400,158,140,82,83,101,1225,841,1487,1658,4899,1947,1779,1331,721,432,15082
POA6105,10,55,35,157,20,4,3,0,0,283,0,3,4,8,9,0,0,0,0,23,0,69,125,269,119,33,25,3,0,647,0,0,0,13,3,6,13,7,11,61,0,0,0,0,0,0,0,0,0,3,0,0,0,12,8,32,15,13,8,95,0,8,6,44,19,20,16,10,8,123,0,0,10,31,20,17,5,0,0,104,0,0,16,78,9,6,11,3,0,132,0,0,0,51,0,0,0,0,0,58,0,8,7,55,15,10,9,0,0,106,0,0,0,14,9,6,0,4,0,32,0,10,7,13,6,5,5,0,0,48,0,5,20,66,26,12,19,4,0,148,0,0,0,3,0,0,0,4,0,22,0,3,9,39,9,4,3,0,0,70,5,123,104,374,121,52,38,27,15,862,43,97,130,369,113,102,61,45,25,986,1043,1881,1993,5614,1916,1572,1192,724,335,16283
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,16
POA6107,11,54,88,408,40,14,3,0,0,616,0,0,16,8,15,0,0,0,0,40,11,158,354,746,338,192,57,13,0,1879,0,0,0,16,7,23,21,10,3,85,0,0,0,0,4,4,4,3,0,14,0,0,3,26,16,46,25,30,6,148,0,17,57,205,53,53,60,15,10,471,0,3,34,104,46,33,22,0,8,258,5,23,52,265,70,29,27,11,3,486,0,3,0,203,6,0,5,0,0,225,0,12,53,114,38,16,8,0,0,242,5,11,13,101,77,37,17,4,0,259,0,13,18,38,10,15,13,8,0,117,10,16,40,141,45,45,28,11,5,336,0,0,0,9,8,8,6,14,5,55,0,6,38,66,36,21,3,0,0,174,24,217,322,1132,302,207,113,70,25,2403,155,273,355,1031,282,212,120,99,46,2578,3761,5884,6461,17918,5248,4220,2958,1557,583,48583
POA6108,8,47,38,147,20,9,9,0,0,275,0,0,4,6,4,4,4,0,0,20,0,48,82,155,87,51,16,6,7,454,0,0,0,12,8,9,5,0,0,34,0,0,0,4,5,0,0,0,0,5,0,3,0,28,35,55,53,51,7,236,0,13,36,89,57,74,65,29,6,369,0,14,40,63,48,34,25,20,3,249,0,11,17,63,29,13,15,4,3,147,0,0,0,39,3,6,0,0,0,50,0,5,27,63,17,21,0,0,0,139,0,0,3,16,9,7,0,0,0,43,0,8,5,16,7,12,13,0,0,61,0,12,9,52,21,31,11,4,0,132,0,0,0,7,10,14,10,7,4,51,0,0,6,15,9,11,4,0,0,51,0,57,87,228,164,98,94,69,16,813,62,141,116,303,125,98,89,42,21,992,1427,3178,2883,6342,3022,2806,2454,1222,329,23665
POA6109,7,57,49,104,16,5,4,4,0,242,0,4,7,6,7,0,0,0,0,19,0,99,210,275,208,52,23,5,0,864,0,0,0,3,0,6,6,3,0,27,0,0,0,3,10,0,4,0,0,15,0,0,0,6,3,24,20,13,6,75,0,3,0,9,11,20,10,6,0,62,0,3,8,19,15,5,9,4,0,67,0,3,13,69,17,9,3,4,0,123,0,0,0,14,0,0,0,0,0,14,0,28,25,44,5,3,3,0,0,113,0,0,0,7,5,0,0,0,0,15,0,0,3,14,0,4,0,0,0,26,0,0,5,18,14,3,8,4,0,43,0,0,0,3,0,3,11,0,0,10,0,0,3,12,6,8,4,0,0,33,6,32,68,202,55,54,43,29,10,499,52,105,82,272,122,111,74,46,37,899,940,1779,1637,4006,1585,1332,1069,582,215,13143
