POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA6102,156,421,372,1677,76,2700,0,26,14,294,6,348,1515,16,47,21,3,1601,28,9,0,25,0,70,106,22,22,62,0,218,1191,384,298,1431,61,3371,253,3,14,4,4,283,43,5,0,18,0,61,105,11,15,118,4,258,22,13,0,16,0,49,12,4,0,9,0,20,657,11,6,4,5,690,260,95,51,449,4,860,257,54,28,201,6,545,161,0,0,0,0,167,7,5,0,0,0,11,8,0,4,0,0,10,7,3,0,3,0,16,81,14,5,7,0,104,49,26,20,4,0,94,53,12,7,25,0,100,25,3,0,3,0,32,13,0,0,0,0,13,267,94,69,394,11,832,12,0,0,0,0,20,59,11,0,0,0,65,45,3,8,0,0,54,75,0,0,0,0,78,177,3,9,0,0,183,48,13,7,23,0,98,3259,90,136,113,31,3626,126,3,10,26,1253,1416,7802,775,640,3276,1455,13949
POA6103,139,427,325,1665,15,2569,0,32,8,197,6,243,953,13,17,19,4,1006,53,9,10,30,0,97,66,28,17,65,0,173,1047,361,298,1440,28,3171,224,12,25,4,0,262,55,9,5,12,0,75,107,22,16,134,0,280,17,5,3,20,0,45,20,5,0,4,0,28,363,9,5,13,0,386,272,86,58,442,9,860,217,76,35,212,0,536,132,0,4,4,0,141,19,15,6,4,0,40,21,6,0,7,0,36,6,0,6,5,0,10,77,10,8,0,0,91,67,21,9,3,0,104,69,8,15,20,0,112,33,0,0,6,0,38,22,3,0,0,0,25,245,72,53,322,0,697,20,0,0,0,0,25,69,4,3,8,0,82,62,3,0,7,0,78,53,11,4,0,0,69,128,0,4,0,0,136,37,5,10,28,0,77,2148,97,97,113,13,2469,50,3,3,19,602,676,5656,765,584,3225,656,10897
POA6104,254,534,411,2403,60,3665,4,21,15,394,19,446,1066,6,44,19,9,1141,43,12,8,14,0,75,121,27,19,65,0,231,1578,514,376,2030,57,4560,350,8,22,3,0,387,82,11,3,13,0,106,162,38,24,188,3,417,26,8,6,23,0,65,28,6,0,5,0,36,543,12,11,15,0,587,468,110,68,589,13,1256,266,73,37,257,5,639,84,0,0,0,0,83,36,0,9,8,0,49,10,0,6,8,0,29,18,3,5,10,0,35,226,15,9,6,3,253,103,25,23,4,0,161,94,17,9,42,0,163,32,0,0,6,0,35,44,0,0,5,0,52,407,92,82,546,4,1133,27,0,4,7,0,35,98,13,5,3,0,124,49,4,0,3,0,58,73,3,0,5,0,82,156,0,8,7,0,173,50,8,7,28,0,85,2285,127,123,146,29,2714,125,0,12,48,1154,1340,7314,984,777,4689,1323,15082
POA6105,310,577,419,2254,57,3615,3,23,21,307,3,355,1199,13,40,24,3,1282,54,15,9,34,0,106,109,19,15,61,0,206,1481,488,390,1934,35,4334,692,3,34,4,5,735,68,9,3,11,0,87,130,22,29,172,0,348,47,8,10,26,0,90,22,6,6,8,0,39,705,18,6,3,0,738,389,115,79,554,8,1141,336,77,29,249,5,695,118,0,4,0,0,119,41,8,5,6,0,67,15,0,0,14,0,38,9,3,3,15,0,34,206,14,18,15,3,254,96,43,20,7,0,168,105,18,15,43,0,185,38,0,0,6,0,45,24,6,3,4,0,35,401,95,90,434,5,1032,16,0,0,3,0,17,55,6,8,0,0,69,69,0,9,6,0,83,66,5,6,3,0,78,186,4,7,3,0,201,43,10,7,20,0,85,3481,138,138,139,22,3918,194,11,3,24,953,1183,9073,1010,795,4319,1088,16283
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,5,5,16
POA6107,854,1334,1067,5164,132,8551,21,70,40,844,17,988,5559,39,116,61,33,5811,84,37,20,83,0,219,343,87,87,186,5,711,3767,1086,916,4361,101,10237,2041,12,65,23,12,2151,139,10,10,37,0,201,259,93,52,373,8,781,52,16,4,29,0,100,40,7,0,6,0,59,4157,46,31,49,11,4291,750,198,138,1049,8,2148,806,210,91,722,13,1843,444,6,12,0,0,467,120,17,17,22,0,171,16,3,14,22,0,55,12,6,0,12,0,36,349,43,31,14,0,443,179,71,42,21,0,309,186,33,8,51,3,285,61,3,6,11,0,81,66,4,3,0,0,72,660,207,177,996,13,2054,57,3,7,4,0,73,159,34,11,10,3,216,190,8,10,22,0,232,294,7,0,3,0,309,400,10,16,6,0,423,102,22,21,58,0,207,13183,423,389,380,102,14484,575,24,21,82,2461,3163,31305,2426,1978,10004,2865,48583
POA6108,440,912,743,3565,36,5699,9,39,33,472,8,571,2240,22,81,41,14,2393,37,9,14,22,0,85,235,57,35,91,4,423,3007,811,631,3039,65,7560,525,9,34,4,0,572,89,3,0,22,0,123,209,48,51,230,4,535,35,9,3,28,0,82,31,3,0,6,0,44,1012,35,30,13,4,1089,597,123,109,716,8,1561,318,99,55,298,7,774,167,0,3,0,0,170,51,3,0,0,0,55,8,0,0,4,0,11,16,9,7,5,0,38,289,43,29,3,6,362,103,43,19,14,0,180,84,9,7,49,0,149,38,0,6,12,0,51,25,9,0,0,0,33,735,171,129,692,11,1737,30,0,0,8,0,34,153,12,18,20,0,202,72,3,0,6,0,83,84,3,3,0,0,94,149,0,18,3,0,172,101,22,18,34,0,170,4513,238,244,217,32,5255,200,11,14,55,882,1163,13084,1584,1336,6607,1047,23665
POA6109,314,433,340,1845,35,2968,0,36,14,362,11,415,388,11,8,0,4,409,28,3,3,16,0,52,95,35,14,54,4,195,1302,380,315,1504,54,3551,934,0,29,6,0,976,27,0,4,13,0,53,110,24,19,111,0,262,12,0,0,9,0,23,10,5,0,5,0,16,750,7,10,13,3,780,224,55,37,339,4,666,210,48,20,165,4,443,19,0,4,0,0,25,17,0,4,0,0,24,9,0,0,0,0,7,8,5,4,0,0,14,111,19,11,4,5,149,38,21,17,9,0,79,40,12,4,20,0,82,5,0,0,0,0,13,33,3,0,0,0,36,227,69,52,324,10,687,22,0,6,0,0,33,36,12,9,0,0,48,60,0,0,3,0,61,44,0,0,0,0,40,48,0,0,0,0,55,33,4,11,8,0,52,3359,129,89,111,22,3708,123,9,5,23,809,962,7452,768,574,3406,941,13143
POA6110,919,1813,1495,7515,125,11866,11,75,44,1042,28,1206,2364,52,99,67,16,2600,59,18,16,65,0,157,439,123,99,228,5,889,5530,1671,1388,5722,129,14440,1470,9,58,3,4,1545,153,3,17,44,0,215,342,89,81,374,7,899,27,13,8,36,3,90,39,3,5,18,0,66,2398,57,43,48,4,2561,954,216,158,1188,13,2532,398,151,98,586,9,1254,125,0,10,0,0,136,81,21,7,18,0,125,8,0,0,11,0,21,51,14,0,31,0,95,515,60,36,6,6,626,300,96,59,39,5,492,140,29,18,80,5,264,43,5,9,11,0,64,88,3,0,0,0,94,1022,318,225,1216,12,2790,51,7,0,3,0,71,394,35,48,11,0,486,124,17,5,35,0,184,239,5,9,0,3,255,149,8,12,0,0,175,136,29,22,64,0,254,8964,458,364,443,63,10292,363,17,35,101,2138,2656,23474,3137,2562,13200,2499,44873
POA6111,338,1298,1043,5011,73,7763,8,48,52,577,26,712,226,17,14,16,0,279,27,13,5,51,0,107,415,122,79,222,0,843,4312,1238,994,4181,108,10834,265,8,27,10,5,307,94,17,12,32,0,149,298,65,58,342,3,772,19,17,11,35,0,74,45,9,3,12,0,66,374,36,8,19,0,436,797,187,143,961,12,2096,349,125,82,471,3,1043,10,0,3,0,0,11,14,0,0,3,0,20,6,3,0,12,0,19,16,4,5,12,0,48,212,22,22,15,6,279,177,67,48,19,8,307,122,20,5,39,0,189,44,12,6,27,0,82,12,0,0,6,0,21,912,240,186,957,20,2307,17,8,0,4,0,37,161,30,15,5,0,205,58,5,6,26,0,95,27,0,0,0,0,32,40,0,3,0,0,50,155,28,20,63,0,264,2021,228,206,246,19,2715,103,14,4,70,1243,1436,9207,2208,1732,9035,1465,23639
POA6112,1326,3224,2431,11883,177,19038,21,116,94,1771,59,2059,3188,61,144,77,6,3471,120,36,28,102,3,287,1041,333,190,605,10,2180,8931,2789,2243,9343,233,23540,2135,24,100,26,11,2296,193,19,19,64,4,297,591,158,108,719,8,1586,38,24,19,55,0,130,97,5,3,21,0,129,5732,83,43,52,4,5911,1444,377,269,1942,22,4058,571,322,176,987,8,2065,338,0,8,0,0,349,85,21,12,23,0,147,17,6,6,12,0,43,44,21,8,43,0,114,861,95,81,38,22,1093,447,209,89,61,8,810,209,35,32,94,0,374,79,12,5,31,0,129,163,7,3,8,0,178,1776,546,378,2087,33,4820,53,5,4,14,0,84,879,114,52,28,0,1078,244,13,17,58,0,330,411,11,4,9,0,441,151,9,8,5,0,181,275,63,45,97,0,482,11509,649,536,665,63,13412,474,47,36,216,3161,3937,36224,5404,4058,21192,3687,70564
POA6121,20,200,140,889,7,1260,0,3,0,35,0,41,30,0,0,0,0,32,10,6,0,17,0,39,56,21,32,37,0,143,455,156,141,659,3,1414,21,0,0,0,0,21,19,5,0,8,0,34,27,9,5,43,0,90,10,0,0,4,0,13,3,0,0,0,0,3,7,3,0,0,0,12,71,21,19,139,0,252,79,24,13,98,0,216,3,0,0,0,0,3,4,0,3,3,0,10,0,0,0,0,0,0,5,0,0,0,0,7,16,0,0,0,0,16,19,10,8,6,0,33,9,0,9,12,0,29,0,0,0,0,0,3,0,0,0,0,0,0,97,34,20,121,0,275,10,0,0,6,0,14,29,14,0,0,0,48,3,8,0,5,0,10,0,0,0,5,0,0,20,0,0,0,0,19,12,6,4,8,0,23,125,43,40,43,0,253,12,3,0,23,94,127,922,313,246,1505,110,3101
POA6122,363,1231,1088,5399,34,8117,7,54,39,537,6,650,186,6,23,24,3,238,26,11,5,55,0,93,425,122,103,263,0,919,3224,1068,987,4045,54,9382,302,9,22,8,5,338,57,16,4,24,0,100,151,53,47,258,3,518,20,7,3,22,0,55,11,4,7,7,0,27,709,21,4,19,0,751,539,118,106,713,9,1489,182,92,53,429,5,763,13,0,4,0,0,18,8,5,0,5,0,16,8,0,0,8,0,14,4,4,4,16,0,25,318,56,40,12,3,428,219,93,45,28,3,389,44,17,8,37,0,111,5,4,3,11,0,26,24,9,4,0,3,40,627,184,169,749,13,1746,13,0,0,0,0,21,315,31,36,13,3,397,51,3,8,12,0,71,24,5,0,9,0,40,25,0,0,0,4,25,92,22,25,40,0,180,2252,191,163,224,8,2837,102,17,13,86,788,1010,8264,1995,1723,8923,901,21803
POA6123,26,126,112,631,5,909,0,5,7,54,0,70,13,4,0,3,0,20,0,5,0,0,0,5,49,21,16,65,0,151,359,132,105,463,5,1067,12,0,0,0,0,12,8,0,0,0,0,16,17,9,6,40,0,69,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,55,11,14,102,0,187,12,10,8,48,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,14,4,3,0,0,31,31,17,7,4,0,54,4,0,4,4,0,14,0,0,0,0,0,0,5,0,0,0,0,5,62,17,27,80,0,186,3,0,0,0,0,3,15,6,4,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,119,16,10,27,3,166,6,0,0,0,135,149,645,214,185,1059,147,2253
POA6124,16,86,59,306,10,475,0,0,0,13,0,15,0,0,0,0,0,5,3,0,0,9,0,7,34,12,6,30,0,87,231,52,64,230,3,576,0,0,0,0,0,4,3,0,0,0,0,3,25,0,10,18,0,51,0,0,7,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,30,3,3,47,0,89,19,3,3,19,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,6,0,0,0,6,0,0,0,4,0,4,5,0,0,0,0,5,0,0,0,0,0,0,50,10,21,51,0,128,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,10,41,19,16,13,0,86,0,4,0,0,72,76,382,110,109,514,83,1205
POA6125,20,186,156,995,20,1371,0,3,0,54,0,61,8,0,0,0,0,7,3,0,0,13,0,15,77,30,17,30,0,156,571,161,143,633,26,1539,11,0,0,0,0,15,6,3,0,3,0,11,36,13,11,67,0,123,0,0,0,4,0,7,6,0,0,0,0,8,12,0,5,4,0,14,96,27,14,145,11,285,32,13,7,52,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,11,3,0,0,0,18,6,0,0,0,0,16,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,119,40,21,114,7,302,7,0,0,0,0,7,8,3,3,0,0,20,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,4,6,33,98,37,20,20,0,178,7,0,0,18,531,558,941,300,234,1561,585,3622
POA6126,0,14,6,70,3,97,0,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,0,10,21,12,7,44,6,89,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,0,19,9,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,9,0,24,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,12,0,0,8,0,19,0,0,0,0,22,22,83,20,14,124,28,265
POA6147,286,491,381,1851,31,3037,12,15,14,247,3,289,2444,27,69,35,24,2604,17,9,3,16,0,44,100,25,42,82,0,249,1657,387,318,1490,25,3879,350,6,20,0,0,372,45,6,15,10,0,77,116,28,20,131,6,305,19,13,5,18,0,49,21,0,3,7,0,24,697,15,10,14,7,738,344,57,60,414,3,880,132,58,23,136,4,354,237,0,7,0,0,250,17,4,0,4,0,26,3,3,0,4,0,11,13,4,0,5,0,24,100,9,3,7,3,117,64,29,14,8,0,109,66,0,4,18,0,87,37,0,0,3,0,43,25,0,0,0,0,23,354,91,81,366,3,889,16,0,0,0,0,15,78,3,12,5,0,101,48,5,4,8,0,61,77,0,0,3,0,80,106,15,0,0,0,130,52,13,8,16,0,81,3300,136,133,140,9,3722,141,10,4,21,596,768,9362,828,720,3429,703,15038
POA6148,235,720,565,2558,36,4106,3,15,13,130,3,160,3126,56,91,33,16,3325,38,4,0,46,0,89,207,50,32,97,5,393,2149,740,471,2440,40,5842,192,10,18,11,0,222,68,7,10,20,0,98,203,30,35,178,5,446,30,10,10,34,0,87,36,0,4,5,0,41,1262,35,18,20,7,1335,452,134,76,658,12,1337,244,64,40,216,0,563,301,3,0,0,0,311,13,0,4,3,0,31,13,0,0,10,0,23,12,6,0,0,0,19,41,3,5,0,0,60,75,31,24,3,0,134,102,15,10,24,0,153,44,3,5,0,3,57,12,7,0,0,0,19,514,147,95,598,3,1365,11,0,0,0,0,16,136,11,4,0,4,155,56,4,3,8,0,70,214,9,7,4,0,231,128,4,13,0,3,145,72,28,14,45,0,160,2947,147,164,106,13,3383,86,9,3,34,508,640,11084,1314,990,4957,631,18974
POA6149,208,792,665,3438,28,5127,0,9,8,71,0,85,3283,54,117,40,11,3506,35,15,4,45,0,105,194,58,26,93,0,376,2324,791,575,2894,50,6626,88,4,13,0,0,112,93,15,10,29,3,139,207,39,30,201,4,480,24,11,4,27,0,71,30,4,3,5,0,47,781,35,22,6,0,849,481,170,108,753,3,1518,249,95,65,298,5,701,207,3,13,0,0,222,15,3,3,0,0,18,4,0,0,7,0,12,14,6,0,13,0,28,43,9,8,0,0,59,89,33,20,10,0,156,61,12,10,17,0,101,45,7,0,6,0,64,11,4,0,0,0,19,638,169,119,682,11,1610,18,0,7,0,0,30,201,10,12,9,0,229,60,3,0,9,0,68,121,5,8,3,0,132,62,10,9,0,0,87,109,25,14,42,0,185,1903,128,183,150,8,2369,71,3,7,26,419,526,9734,1402,1160,6089,520,18905
POA6150,117,485,426,1970,11,3016,0,7,0,59,4,67,3035,38,75,25,21,3197,53,23,15,47,0,132,102,26,21,47,0,193,1239,394,322,1639,23,3620,106,0,22,0,3,130,59,0,7,10,0,73,115,22,31,141,0,306,27,6,0,23,0,61,18,8,0,4,0,30,566,21,17,23,3,628,302,62,46,480,10,900,290,77,42,268,0,677,122,0,9,0,0,131,14,0,0,4,0,29,15,0,0,7,0,24,7,0,0,3,0,17,20,0,0,0,0,23,35,20,14,5,0,68,62,11,8,19,0,92,30,0,9,3,0,46,18,7,0,0,0,21,343,84,83,484,6,991,29,4,8,3,0,36,145,8,22,0,5,178,31,0,5,12,6,49,103,5,0,5,0,111,81,8,0,0,0,92,58,10,3,26,0,106,1537,110,127,106,14,1890,57,11,0,20,539,628,7353,830,743,3661,617,13201
POA6151,172,802,687,3159,21,4848,3,10,6,133,11,167,1069,31,60,30,4,1198,79,24,20,84,0,210,172,50,36,96,0,352,2235,760,577,2986,44,6600,128,4,17,0,0,145,93,13,7,22,0,142,209,47,35,261,0,556,88,21,19,62,0,185,41,12,3,11,0,59,485,30,23,13,0,542,613,140,120,999,12,1881,381,115,63,370,0,932,84,0,0,0,0,86,27,12,0,5,0,35,19,4,4,15,0,42,15,6,6,14,0,37,54,9,15,4,0,84,84,48,20,9,0,166,97,36,16,43,0,195,59,8,12,9,0,81,5,0,0,0,0,6,612,160,127,773,9,1679,34,6,0,9,0,53,168,18,22,3,0,214,77,3,4,11,0,105,46,8,4,5,0,62,137,5,13,9,4,161,95,17,9,36,0,164,1777,171,187,219,8,2363,69,7,0,21,805,913,7339,1466,1211,6305,902,17226
POA6152,249,1119,922,4847,61,7191,4,20,13,370,9,425,2761,64,115,65,13,3020,81,25,21,115,7,248,222,85,56,160,3,525,2774,999,801,4314,63,8951,196,9,43,12,0,260,171,15,22,50,0,254,246,59,57,379,8,746,88,15,13,68,5,188,36,0,0,10,0,57,770,31,30,21,8,858,692,202,154,1412,16,2465,530,191,98,661,8,1484,163,0,12,9,0,176,29,6,0,0,0,39,32,0,5,12,0,43,18,4,4,12,0,53,53,7,7,0,0,73,102,37,31,14,0,186,200,22,31,58,3,307,63,0,16,7,0,78,9,0,0,0,0,9,709,239,182,1172,5,2317,37,9,5,0,0,49,201,22,22,14,0,254,96,3,8,22,0,135,96,12,6,0,0,113,141,3,3,0,0,148,112,25,13,72,0,221,3206,245,268,304,40,4064,109,3,7,58,1198,1377,11698,1963,1661,9496,1407,26227
POA6153,207,877,752,3493,25,5350,0,9,5,146,0,166,2932,65,143,66,16,3219,121,28,14,142,0,308,181,57,38,94,3,380,2574,879,677,3314,38,7488,89,5,17,0,0,108,128,14,13,20,0,170,256,68,28,281,0,634,68,27,19,55,0,170,42,5,0,5,0,46,546,42,30,29,0,641,612,142,129,1032,7,1926,500,171,68,550,3,1294,178,3,7,3,0,195,49,18,15,6,0,81,12,3,3,11,0,30,20,3,4,20,0,49,38,8,3,3,0,56,81,19,19,11,0,129,112,21,20,34,0,185,70,6,9,6,0,85,11,0,0,0,0,9,727,180,126,850,7,1897,62,0,7,6,0,79,252,26,20,3,3,305,74,6,12,27,0,122,118,11,8,8,0,135,118,11,12,7,0,143,122,15,13,44,0,196,2535,188,189,232,17,3165,63,3,8,32,601,701,10628,1676,1364,7069,692,21419
POA6154,124,512,488,2006,26,3159,0,5,4,70,0,81,1038,14,50,26,3,1129,68,28,9,62,0,169,89,29,17,39,0,170,1452,488,395,1755,17,4113,80,0,20,5,0,104,80,12,0,12,0,101,148,32,35,128,4,345,29,6,0,36,0,76,19,3,3,7,0,34,193,5,12,9,0,216,324,84,93,575,4,1079,253,75,35,276,5,643,86,0,8,5,0,92,10,0,0,7,0,18,10,0,3,8,0,15,16,7,0,7,0,27,28,3,7,0,0,38,48,35,9,4,0,100,47,11,11,26,0,93,24,7,3,0,0,35,5,0,0,0,0,5,423,121,107,459,7,1110,29,4,6,0,0,43,122,13,17,0,0,143,33,3,0,14,0,53,29,4,0,4,0,38,33,0,7,0,0,39,75,10,7,29,0,114,956,87,98,119,4,1265,27,3,0,10,272,314,4691,913,806,3870,328,10621
POA6155,740,1510,1321,6004,44,9626,12,33,22,271,13,349,10969,127,236,101,56,11487,86,23,23,91,0,224,357,106,65,191,6,720,5181,1403,1047,5022,63,12718,480,13,38,8,0,542,129,17,9,35,0,193,417,68,59,340,10,895,66,16,12,46,0,147,40,9,8,12,0,72,5384,49,56,65,10,5561,1048,235,172,1090,12,2556,676,237,123,642,3,1676,686,3,13,4,0,709,85,18,11,11,0,128,16,0,0,9,0,27,43,8,3,15,0,73,264,20,19,15,5,324,222,77,41,10,0,341,202,41,26,69,0,346,115,6,19,6,0,143,64,3,0,0,0,64,1158,305,204,1190,15,2876,54,10,6,8,0,75,655,50,58,11,0,781,156,10,9,14,3,190,456,3,0,3,0,463,331,23,12,5,0,365,197,30,15,65,0,312,9913,423,446,399,33,11212,379,10,18,69,2316,2790,35165,2826,2349,10870,2547,53765
POA6156,173,995,773,4226,35,6197,0,23,17,238,3,280,490,28,33,35,9,596,121,47,16,153,5,346,173,56,36,120,4,380,2299,880,627,3595,59,7457,87,7,14,5,0,119,90,23,12,38,0,168,201,64,52,316,0,628,43,18,12,68,0,140,20,0,9,8,0,38,182,21,11,26,0,232,599,204,113,1131,19,2065,557,227,109,783,9,1684,65,0,7,5,0,73,23,0,8,3,0,43,17,6,4,16,0,46,18,4,5,30,0,62,48,11,9,0,0,73,99,49,27,14,0,189,107,27,24,42,0,200,36,0,7,3,0,54,6,5,0,0,0,9,606,251,160,957,11,1986,32,0,5,11,0,45,143,32,36,10,0,216,85,7,9,28,0,125,41,11,5,13,0,67,42,3,7,0,0,51,118,28,18,52,4,216,1210,206,177,268,12,1868,59,3,6,27,735,838,6103,1815,1318,8129,881,18238
