POA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
POA6000,6,6,8,14,3,0,0,91,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,21,0,0,7,5,21,7,28,38,3,8,11,25,18,0,7,166,7,28,14,0,0,0,0,26,4,0,12,16,14,0,5,136,0,0,0,0,0,7,21,13,5,4,11,27,9,10,4,112,0,0,0,0,6,0,55,32,17,4,20,12,3,0,3,157,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,3,9,30,31,69,57,24,25,33,21,13,0,13,331,0,0,0,0,0,0,4,9,10,11,16,31,8,0,0,92,0,9,4,0,4,4,6,3,0,0,0,8,0,0,0,31,0,0,7,26,46,44,76,58,6,8,10,10,9,6,9,328,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,8,5,0,0,11,13,6,0,0,45
POA6003,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,6,3,5,0,3,0,3,0,0,34,0,13,6,3,0,0,3,7,3,0,3,5,3,0,0,44,0,0,0,0,0,3,13,4,0,0,5,3,0,0,0,35,0,0,0,0,5,3,28,21,9,9,5,21,5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,20,16,3,6,11,3,7,0,0,78,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,19,8,12,10,0,3,0,5,0,0,0,63,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,4,8,0,0,0,20
POA6004,3,9,12,12,0,0,0,131,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,12,0,5,8,3,17,0,27,17,0,3,20,5,5,4,3,121,0,13,10,0,0,0,12,27,12,6,3,15,10,0,11,117,0,0,0,0,0,12,35,33,10,15,31,46,35,33,8,257,0,0,0,0,4,6,44,64,11,10,9,20,4,0,0,179,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,5,0,0,8,24,60,31,101,73,13,10,11,16,15,6,14,383,0,0,0,0,0,0,16,8,3,15,26,28,13,0,0,121,0,11,0,3,0,0,4,0,0,0,3,0,5,0,4,41,0,0,5,22,42,33,58,36,8,5,9,5,18,3,9,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,3,15,4,0,3,3,3,0,4,49
POA6005,4,3,3,13,0,3,0,64,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,4,10,5,6,11,21,0,4,0,19,4,0,0,79,4,12,6,0,0,0,11,16,6,0,6,10,3,0,3,85,0,0,0,0,11,5,3,9,3,8,3,8,3,11,6,65,0,0,0,0,0,4,16,13,6,7,5,7,0,0,4,60,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,6,15,10,34,24,0,8,3,3,4,0,0,116,0,0,0,0,0,0,0,0,0,5,6,0,6,0,0,20,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,13,0,0,3,6,25,33,39,25,3,0,3,9,0,0,9,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,8,0,0,3,0,5,0,0,22
POA6006,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,13,7,15,28,3,3,0,9,0,0,3,102,12,114,84,11,0,4,11,14,0,0,0,0,0,0,11,274,0,0,3,0,3,3,11,5,0,0,4,3,0,0,0,29,0,0,0,0,4,0,9,5,0,0,6,3,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,30,6,17,7,0,0,0,6,3,0,0,84,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,18,0,0,14,19,43,25,42,21,0,4,5,0,0,0,3,169,3,7,15,10,5,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA6007,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,28,7,36,49,5,4,0,10,7,0,7,162,13,40,20,8,0,0,5,10,0,0,0,0,0,0,3,110,0,0,0,0,0,3,10,7,0,6,5,5,0,3,4,52,0,0,0,0,0,4,12,0,0,6,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,5,15,34,11,21,7,3,12,9,5,0,0,0,124,0,0,0,0,0,0,5,4,3,6,10,9,5,0,0,38,0,8,0,3,0,0,3,3,0,0,0,0,0,0,6,25,0,0,13,18,41,26,23,17,0,0,0,4,0,0,4,148,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12
POA6008,0,0,3,4,0,0,6,81,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,6,34,9,10,36,13,26,43,0,7,10,14,10,11,4,223,7,27,14,8,0,5,7,23,8,6,0,0,3,0,6,97,0,0,0,4,7,8,22,37,17,8,20,24,21,4,5,171,0,0,0,0,3,6,18,18,3,8,0,4,0,0,0,65,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,17,43,55,31,63,48,0,3,12,14,3,3,3,301,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,13,0,7,4,9,28,5,0,0,0,4,4,0,0,74,0,5,30,54,43,31,36,27,8,3,3,10,6,0,8,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,21
POA6009,0,0,16,12,0,0,4,101,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,10,0,4,6,6,23,11,15,14,0,0,0,9,15,3,0,115,9,17,11,4,4,6,9,8,3,0,0,0,0,0,3,79,0,0,3,3,6,6,15,9,3,3,0,4,4,8,0,66,0,0,0,0,3,0,12,11,0,3,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7,43,157,182,75,77,35,7,16,9,23,28,5,0,689,0,0,0,0,0,0,3,0,0,3,3,6,3,0,0,23,0,12,0,0,5,4,18,13,0,3,0,9,0,0,0,69,0,4,19,34,41,34,56,16,0,4,10,6,7,8,11,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,10,19,0,13,5,8,3,0,0,88
POA6010,0,0,3,9,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,22,11,21,21,0,4,0,11,17,10,4,141,0,12,10,5,4,0,9,14,0,0,0,4,0,0,4,64,0,0,0,0,12,18,15,10,0,19,13,3,4,0,14,103,0,0,0,6,9,4,8,8,0,0,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,20,32,50,20,36,28,6,5,3,0,9,0,5,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,17,0,7,0,9,16,13,0,0,0,4,0,0,0,79,0,9,30,49,64,36,34,19,4,0,4,10,9,3,3,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
POA6011,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,17,7,8,0,7,15,15,7,0,105,5,6,0,3,6,3,6,13,0,3,0,4,0,3,8,51,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,6,7,5,3,7,0,0,0,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,8,0,0,0,0,0,0,0,3,32,0,3,9,16,40,18,24,7,0,0,3,0,0,5,6,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
