POA_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6029,69,80,93,146,182,123,41,0,0,739,30,14,8,40,26,49,131,90,38,420,0,5,9,8,3,8,8,3,0,42,108,98,111,191,207,180,178,94,39,1201,17,42,113,183,242,163,22,4,0,786,104,89,46,89,110,86,73,14,0,608,7,11,15,14,5,15,9,0,0,73,0,0,5,4,0,0,0,0,0,12,125,142,174,285,369,264,104,15,0,1477,0,0,6,4,3,0,0,0,0,18,14,6,4,0,0,0,0,0,0,36,24,9,4,3,6,5,0,0,0,52,149,148,180,295,373,269,102,15,0,1531,54,19,15,47,35,84,212,166,68,699,8,3,19,16,7,17,11,9,3,104,210,172,216,352,415,368,328,192,73,2330
POA6030,862,1118,2043,2119,2502,1631,270,15,4,10563,478,211,554,539,508,724,1211,997,433,5655,71,64,125,126,128,75,69,65,36,760,1404,1397,2728,2787,3137,2426,1549,1079,475,16985,274,1037,2461,2714,3186,2043,276,11,0,11997,1046,912,1179,1244,1338,1021,314,37,0,7087,40,64,254,163,189,164,40,5,0,921,34,50,92,63,67,56,10,6,0,384,1392,2058,3983,4178,4785,3275,641,58,0,20381,70,137,164,106,122,102,12,0,0,713,238,77,95,71,59,67,25,0,0,622,309,218,256,174,175,161,34,0,0,1337,1697,2269,4244,4353,4967,3436,673,58,3,21715,1048,407,759,687,724,1147,2098,1769,729,9368,125,137,313,316,315,222,126,109,59,1709,2867,2818,5317,5360,6004,4806,2902,1935,793,32797
POA6031,419,501,1264,1276,1071,586,90,3,0,5202,212,76,281,274,173,248,347,133,31,1782,29,11,46,44,26,24,21,3,4,210,655,586,1588,1595,1272,855,465,144,38,7199,129,435,1521,1654,1450,734,90,0,0,6023,507,422,651,719,554,353,108,5,0,3320,12,27,172,94,60,74,8,0,0,452,13,26,47,45,38,17,6,0,0,191,666,906,2398,2512,2102,1180,210,5,0,9987,24,50,79,39,25,24,3,0,0,252,126,34,34,39,18,9,0,0,0,271,157,83,110,77,49,41,5,0,0,520,823,992,2509,2588,2150,1218,216,10,0,10506,484,150,354,349,251,365,611,279,53,2897,44,38,123,121,99,56,44,12,4,539,1350,1181,2988,3055,2498,1638,873,300,58,13943
POA6032,3,7,6,10,9,13,5,0,0,54,6,0,0,4,0,3,0,0,0,19,0,3,0,0,0,0,0,0,0,9,4,8,6,14,13,20,9,0,0,79,3,9,10,9,13,13,0,0,0,50,3,8,0,10,9,16,6,0,0,50,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,14,12,21,24,32,5,0,0,113,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7,5,14,15,21,29,32,5,0,0,116,3,0,0,4,3,3,12,6,0,28,0,6,0,0,5,3,3,0,0,13,10,16,15,19,35,39,17,9,0,167
POA6033,12,4,12,20,29,25,11,0,0,113,5,0,5,4,4,4,9,9,0,51,0,0,0,0,0,3,0,0,0,13,23,6,19,28,42,34,19,9,3,172,0,9,27,17,36,34,6,3,0,136,16,4,12,18,19,16,15,0,0,93,0,0,0,0,4,0,0,0,0,8,4,0,0,3,0,0,0,0,0,9,18,18,33,38,55,53,26,0,6,248,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,13,33,37,57,53,26,0,6,248,10,0,12,6,7,14,19,12,3,93,0,3,10,5,0,7,4,0,0,31,29,23,55,51,70,75,48,13,8,371
POA6034,55,117,332,225,171,74,16,0,0,1001,24,18,92,58,18,43,54,24,0,344,3,7,21,13,13,5,0,0,0,64,91,142,452,296,205,128,72,24,0,1409,19,105,459,305,202,93,15,0,0,1195,59,71,153,115,85,30,18,0,0,532,5,16,50,22,22,12,0,0,0,120,0,4,14,9,8,0,0,0,0,38,82,199,676,453,311,135,37,0,0,1888,7,16,22,8,9,0,0,0,0,56,14,7,8,8,3,3,0,0,0,51,21,19,30,15,10,4,4,0,0,105,103,214,707,468,323,141,33,0,0,1992,62,27,115,68,34,64,103,46,0,511,12,13,53,44,28,11,3,0,0,164,177,252,867,575,386,217,137,46,0,2667
POA6035,166,176,538,610,547,362,71,0,0,2476,129,39,210,179,136,188,368,216,59,1521,15,17,60,40,32,23,23,37,34,285,312,237,811,833,712,577,461,255,87,4281,63,202,654,694,714,426,53,0,0,2807,189,122,286,392,283,243,80,8,0,1596,8,22,69,62,67,45,10,0,0,276,5,6,39,23,13,10,0,0,0,102,256,351,1046,1171,1072,721,140,12,0,4774,27,30,29,29,42,19,8,0,0,186,54,18,35,24,15,22,4,0,0,168,80,44,62,54,54,40,14,0,0,349,338,393,1115,1228,1127,762,153,12,0,5128,298,77,265,226,199,296,663,429,95,2545,39,42,111,105,81,64,42,56,46,596,675,507,1491,1556,1413,1117,852,503,151,8266
POA6036,454,538,954,1073,1120,579,99,9,0,4816,234,96,297,271,223,244,429,206,40,2044,17,27,61,49,48,24,17,12,7,255,703,657,1306,1390,1398,847,538,228,50,7112,116,502,1150,1287,1482,726,100,0,0,5374,538,412,510,627,574,339,87,11,0,3101,22,29,117,90,86,46,6,0,0,394,15,21,60,36,20,13,0,5,0,169,688,967,1833,2039,2166,1126,202,13,0,9035,34,56,69,51,58,24,0,0,0,294,139,40,45,32,31,22,8,0,0,319,175,98,110,77,86,51,10,0,0,608,862,1065,1937,2114,2251,1174,206,17,0,9645,489,176,380,332,312,388,748,361,74,3264,51,49,120,125,139,67,27,22,6,608,1401,1294,2443,2579,2702,1634,981,401,81,13511
POA6037,47,66,143,187,204,134,28,0,0,798,31,7,64,56,48,93,137,75,18,541,4,16,16,21,20,22,11,4,0,110,86,83,222,256,277,246,174,79,17,1451,18,65,183,195,284,158,21,4,0,918,45,35,102,122,104,104,32,6,0,541,3,5,19,13,28,21,4,0,0,103,0,4,3,8,3,3,0,0,0,31,69,116,308,342,422,288,56,9,0,1596,11,8,17,9,12,12,0,0,0,63,18,3,4,9,7,13,3,0,0,60,31,11,18,20,16,29,3,0,0,123,93,128,325,357,435,314,56,9,0,1721,94,26,73,65,86,160,275,160,30,975,16,22,39,58,47,44,22,6,3,258,204,174,440,481,570,522,355,175,35,2953
POA6038,186,259,844,697,538,256,32,0,0,2817,95,43,218,149,96,112,190,79,19,998,7,9,34,19,20,12,10,12,0,119,295,313,1101,862,657,381,225,85,19,3937,62,244,1024,947,716,322,40,0,0,3349,176,204,460,386,265,139,43,6,0,1678,5,19,114,63,32,21,4,0,0,255,4,3,30,14,11,5,0,0,0,73,252,470,1622,1414,1026,478,85,4,0,5356,23,31,27,32,25,22,3,0,0,163,54,21,27,33,8,14,4,0,0,159,82,47,56,62,30,36,0,0,0,322,329,519,1685,1479,1059,521,92,4,0,5675,216,65,265,182,119,152,317,127,34,1477,16,31,89,72,62,36,7,11,0,330,569,611,2030,1735,1238,704,415,147,35,7482
POA6041,19,17,42,56,81,67,17,0,0,300,23,6,24,24,20,49,104,57,12,313,4,3,0,7,8,4,8,4,0,45,40,29,72,87,108,120,133,65,12,659,16,20,40,58,103,77,13,0,0,327,19,12,26,29,54,53,19,3,0,210,0,5,11,10,18,17,3,0,0,57,0,4,3,9,4,0,0,0,0,18,35,36,72,108,178,142,34,4,0,610,0,3,4,0,12,3,0,0,0,21,0,0,0,0,0,6,0,0,0,9,4,6,4,4,12,9,0,0,0,29,44,39,75,112,188,150,34,4,0,644,53,11,36,27,38,81,228,123,24,606,4,7,9,17,23,17,20,15,6,112,95,54,120,153,253,244,277,138,27,1357
POA6042,0,0,0,0,0,3,3,0,0,12,0,0,3,0,0,4,10,0,4,20,0,0,0,0,3,0,3,5,0,8,0,0,3,3,5,9,17,3,4,38,0,0,0,0,0,8,4,0,0,14,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,27,0,0,3,0,0,8,24,0,4,44,0,0,0,3,0,0,5,3,0,19,0,0,10,8,7,15,44,10,4,100
POA6043,0,0,7,3,13,12,6,0,0,41,0,0,0,0,4,11,20,10,0,55,0,3,0,0,3,0,0,0,0,9,0,3,6,3,18,29,29,14,0,101,0,3,9,3,16,11,5,0,0,49,0,0,3,0,11,10,6,0,0,30,0,0,0,0,4,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,12,3,34,26,16,0,0,95,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,4,3,8,15,3,30,26,15,0,0,100,0,0,6,0,8,19,40,23,3,106,0,3,0,0,8,6,3,0,0,25,0,8,17,5,47,53,62,26,3,221
POA6044,8,19,70,46,54,52,22,3,0,272,5,3,11,10,19,48,91,42,14,238,0,0,4,0,11,11,7,10,5,41,13,21,81,63,81,111,112,57,19,560,3,17,81,50,73,62,16,6,0,307,12,17,31,28,37,44,16,3,0,186,4,5,10,9,9,10,7,3,0,50,0,4,9,4,3,0,0,0,0,16,15,38,120,92,120,120,40,10,0,558,0,4,0,0,6,4,0,0,0,15,3,0,0,0,0,0,0,0,0,7,3,4,0,3,6,5,3,0,0,21,15,43,120,96,130,126,43,10,0,580,27,5,18,20,23,82,200,99,30,497,0,6,4,7,26,21,15,19,4,102,38,52,142,122,176,230,255,123,35,1174
POA6050,285,499,1048,900,827,614,196,19,0,4396,184,81,93,143,149,286,563,477,366,2341,10,6,55,33,23,15,35,60,77,309,479,583,1198,1073,998,917,791,554,447,7045,41,315,1316,1222,1171,844,165,12,0,5092,342,509,586,488,447,427,263,41,6,3101,16,25,82,65,42,39,24,0,0,294,8,11,17,13,10,7,0,0,0,75,412,866,2008,1792,1668,1311,454,50,6,8568,5,19,24,30,41,30,0,0,0,150,61,43,34,18,19,21,5,0,0,200,70,60,63,51,56,50,6,0,0,356,484,928,2066,1841,1731,1364,459,50,6,8926,350,155,181,212,225,440,990,837,583,3972,10,21,122,80,67,60,71,108,117,655,844,1107,2369,2126,2018,1860,1520,999,707,13557
POA6051,112,423,1404,936,644,400,113,8,0,4034,78,51,165,165,95,185,400,185,66,1392,8,28,98,76,36,23,20,17,3,309,195,493,1670,1170,769,608,542,213,69,5729,29,324,1822,1388,842,524,109,14,0,5062,139,374,710,528,329,233,115,20,0,2443,9,31,84,66,40,33,14,5,0,270,0,11,34,23,12,5,4,0,0,100,178,739,2655,2002,1220,798,248,29,0,7871,4,19,65,54,38,37,4,0,0,231,30,34,49,24,25,16,3,0,0,176,29,51,112,75,65,55,14,0,0,406,208,792,2768,2081,1283,858,257,29,0,8279,165,86,235,230,199,332,767,384,111,2514,19,53,215,153,92,62,48,33,6,680,391,931,3215,2464,1572,1256,1073,449,114,11470
POA6052,167,301,710,775,697,512,119,7,0,3284,110,52,80,146,110,225,393,264,138,1511,11,20,27,26,25,26,25,25,14,193,282,375,822,941,830,761,534,294,150,4991,29,205,912,1047,940,625,92,5,0,3860,227,295,345,435,351,303,154,9,3,2133,14,11,73,61,38,54,13,0,0,268,0,13,17,8,9,3,0,0,0,55,277,527,1343,1553,1338,996,262,17,3,6316,5,10,31,21,30,26,0,0,0,126,40,21,12,16,18,24,4,0,0,131,44,30,52,40,44,48,4,0,0,258,316,558,1396,1589,1379,1039,275,17,3,6572,233,104,149,198,167,361,710,432,201,2554,20,37,62,57,51,52,45,48,34,407,564,697,1603,1844,1601,1448,1027,498,242,9529
POA6053,205,343,1040,1024,913,629,153,9,0,4316,135,33,153,145,137,231,527,367,257,1979,6,7,44,38,28,16,32,33,34,244,342,386,1238,1208,1080,877,707,408,287,6546,41,275,1334,1367,1228,770,161,3,0,5177,298,340,502,565,444,399,167,11,0,2727,10,20,100,108,52,52,15,3,0,359,3,12,28,30,15,14,0,6,0,109,347,649,1971,2068,1730,1238,347,26,0,8368,7,20,36,35,43,40,5,0,0,198,47,20,17,22,25,28,7,0,0,168,62,36,61,64,68,68,10,0,0,362,404,678,2031,2136,1798,1303,359,26,0,8736,283,67,227,205,218,423,934,666,385,3398,16,30,102,98,83,60,52,52,48,539,701,773,2361,2434,2102,1780,1346,740,428,12668
POA6054,279,437,1167,1247,1132,882,209,16,0,5366,182,99,236,253,235,438,848,552,249,3086,22,30,85,61,77,61,42,46,14,444,487,567,1488,1562,1439,1382,1095,612,262,8894,81,393,1504,1520,1547,1088,185,8,0,6328,353,410,613,754,583,566,226,25,0,3524,21,30,122,98,71,62,21,0,0,423,11,11,32,27,19,6,3,0,0,116,465,842,2276,2395,2222,1723,432,35,0,10390,20,50,76,70,67,46,5,0,0,336,61,47,48,41,33,34,15,0,0,271,79,93,126,113,103,79,20,0,0,611,545,934,2398,2504,2319,1803,456,35,0,10998,430,193,363,374,378,710,1505,960,375,5295,44,88,192,163,163,127,100,97,29,1002,1024,1214,2951,3043,2859,2647,2060,1096,410,17296
POA6055,440,717,2657,2170,1413,879,185,19,0,8481,302,147,713,560,347,452,646,336,136,3629,18,37,95,76,54,58,39,25,15,421,755,904,3470,2798,1818,1395,864,379,149,12533,139,676,3551,3197,2024,1155,198,19,0,10960,585,589,1281,1280,700,509,221,46,0,5210,22,38,283,186,118,88,27,0,0,760,13,30,101,69,19,6,4,0,0,243,759,1331,5213,4733,2867,1772,455,65,0,17181,30,66,87,88,62,38,4,0,0,368,102,42,69,49,34,29,6,0,0,333,135,106,153,135,94,70,13,0,0,704,889,1434,5362,4861,2960,1838,464,66,0,17880,692,240,876,703,487,733,1184,630,209,5745,42,69,276,211,152,115,69,49,30,1023,1626,1745,6511,5777,3601,2686,1717,749,234,24650
POA6056,697,1023,2045,1980,2110,1720,407,30,4,10016,375,222,585,485,549,849,1686,1157,433,6338,50,77,165,127,138,101,118,129,154,1063,1121,1321,2797,2595,2796,2670,2209,1319,593,17421,245,1102,2669,2579,2790,2145,431,29,0,11989,850,753,1128,1102,1090,1091,439,75,4,6531,27,63,240,149,139,210,53,5,0,886,22,51,94,63,57,47,22,6,4,352,1149,1967,4133,3890,4075,3494,940,108,14,19764,68,118,146,106,130,105,12,0,0,684,143,75,88,88,54,59,18,4,0,522,209,190,238,189,183,166,30,4,0,1207,1357,2159,4364,4083,4254,3660,971,111,17,20972,867,363,842,765,876,1380,3039,2093,720,10943,95,158,384,339,349,284,217,236,240,2301,2319,2680,5593,5181,5479,5320,4228,2436,971,34217
POA6057,307,393,880,875,915,720,167,11,0,4265,177,50,213,187,177,325,639,449,151,2372,21,20,61,45,35,40,31,30,20,305,499,464,1156,1109,1128,1086,837,491,173,6942,137,411,1143,1168,1239,995,193,7,0,5286,379,300,472,519,420,418,175,20,0,2712,13,37,117,69,70,67,20,0,0,400,8,19,44,31,34,21,9,0,0,149,535,764,1779,1790,1762,1494,393,27,3,8545,28,33,58,43,39,36,5,0,0,236,68,15,22,20,27,29,4,0,0,187,98,48,80,63,67,61,9,0,0,424,630,813,1859,1854,1827,1557,398,27,3,8966,357,100,265,249,270,494,1114,824,274,3945,36,38,136,101,96,92,55,53,45,655,1032,951,2253,2201,2190,2141,1573,908,318,13570
POA6058,213,286,702,714,602,495,135,0,0,3145,120,52,187,193,146,259,553,351,141,1993,16,13,46,53,47,24,26,32,11,263,345,349,933,960,799,774,713,381,155,5408,77,303,1003,1032,892,640,143,0,0,4093,212,239,354,389,296,320,127,9,0,1939,9,11,72,48,49,46,18,0,3,257,4,33,28,23,23,8,7,0,0,130,304,588,1456,1492,1259,1017,292,12,3,6420,22,25,31,50,30,34,6,0,0,202,69,19,35,29,21,4,4,0,0,174,94,46,65,70,51,42,8,0,0,375,395,629,1522,1567,1308,1061,299,12,3,6795,266,102,234,257,231,363,999,609,240,3310,31,41,104,120,97,78,53,38,24,584,692,774,1856,1942,1638,1505,1352,665,267,10687
POA6059,356,604,1220,1244,1373,1053,280,37,0,6171,255,95,225,313,288,485,1012,984,457,4120,22,27,47,58,48,45,61,56,31,395,627,725,1495,1621,1709,1593,1354,1073,487,10689,71,468,1633,1630,1793,1282,287,23,3,7193,493,618,634,729,784,722,337,67,4,4389,12,23,104,104,67,73,17,10,0,408,7,19,46,30,28,27,7,0,0,166,590,1136,2411,2483,2677,2101,653,105,10,12159,17,39,57,60,69,50,12,0,0,299,103,41,40,36,34,34,12,4,0,297,118,71,99,97,96,82,25,6,0,596,707,1208,2505,2582,2771,2183,682,106,10,12756,551,206,336,404,422,778,1761,1659,756,6871,46,62,123,133,121,102,98,83,49,824,1304,1469,2968,3120,3322,3065,2532,1847,815,20446
POA6060,236,678,2432,1806,1230,948,276,23,0,7638,182,91,302,274,226,390,823,672,497,3465,12,41,151,90,63,56,37,30,24,495,436,811,2879,2170,1525,1394,1140,722,522,11595,53,495,3100,2443,1701,1087,241,20,0,9137,318,605,1283,974,602,582,262,38,4,4680,9,35,170,130,66,63,32,0,0,512,3,20,75,59,28,17,4,0,0,205,383,1160,4635,3606,2393,1755,541,61,4,14535,11,29,94,85,77,72,5,0,0,377,67,39,48,49,35,43,15,0,0,297,81,68,140,136,108,113,18,0,0,668,462,1225,4779,3740,2507,1867,558,66,4,15206,375,187,428,403,378,659,1397,1114,736,5680,39,81,294,209,156,109,72,50,44,1053,880,1490,5500,4356,3039,2637,2028,1228,786,21938
POA6061,407,1078,3093,2339,1489,1125,272,14,0,9815,428,284,914,780,562,804,1209,792,288,6055,77,111,290,256,147,124,100,67,23,1193,913,1474,4303,3368,2191,2048,1584,877,308,17069,87,848,3934,3121,1849,1208,237,13,0,11305,493,971,1982,1439,904,787,271,28,0,6883,18,62,204,161,78,99,33,0,0,667,24,93,183,109,67,41,16,0,0,529,629,1974,6310,4824,2900,2135,558,42,4,19374,47,100,189,185,141,100,11,0,0,769,139,92,172,129,76,79,25,4,0,721,183,190,363,315,214,181,39,4,0,1490,811,2165,6675,5138,3112,2310,595,43,4,20863,974,534,1236,1117,960,1371,2135,1387,495,10210,133,246,633,576,330,252,174,125,46,2521,1915,2949,8542,6827,4405,3935,2908,1561,546,33596
POA6062,464,820,1996,1814,1638,1297,380,35,5,8447,323,128,415,449,382,682,1514,1096,505,5497,31,30,91,97,70,59,51,56,43,531,823,974,2500,2361,2094,2048,1942,1187,548,14474,108,662,2703,2418,2184,1640,362,24,0,10101,618,792,1088,1083,896,881,415,61,3,5835,15,59,163,129,74,102,40,0,0,588,22,51,116,50,43,34,0,6,0,321,760,1554,4077,3683,3208,2655,815,89,7,16845,30,75,130,92,108,96,11,0,0,548,151,66,78,69,73,52,14,0,0,500,183,136,210,160,180,147,27,3,0,1048,943,1697,4277,3844,3389,2799,843,93,7,17893,732,302,614,644,611,1055,2689,2062,808,9518,67,93,225,226,179,160,99,113,60,1231,1741,2086,5124,4715,4184,4015,3623,2271,876,28637
POA6063,254,363,723,773,725,546,117,3,0,3513,221,80,238,264,224,372,450,224,88,2172,23,25,72,45,32,35,18,19,8,276,501,466,1031,1082,983,952,596,249,99,5957,74,339,987,1079,950,706,153,0,0,4288,309,318,388,458,421,363,138,8,0,2405,16,24,62,48,48,38,21,0,0,248,9,28,41,27,28,20,3,3,0,157,401,707,1481,1616,1444,1131,310,15,0,7106,23,56,86,65,41,40,5,0,0,315,81,31,20,31,27,29,8,0,0,227,101,87,108,91,69,76,11,0,0,543,504,796,1587,1710,1510,1204,321,15,0,7650,471,171,339,388,324,579,847,411,127,3654,46,43,142,98,77,80,40,31,10,569,1022,1013,2072,2197,1907,1858,1205,456,138,11873
POA6064,480,767,1429,1430,1441,1109,254,16,0,6928,458,234,523,554,466,776,1183,653,204,5046,30,45,107,103,79,71,77,96,112,710,969,1042,2059,2093,1992,1956,1512,759,315,12687,137,671,1880,1902,1821,1345,229,12,0,8004,547,720,897,908,887,793,275,33,4,5058,22,39,124,79,67,85,41,5,0,467,20,42,87,63,49,36,12,0,0,319,732,1474,2990,2955,2826,2258,555,45,3,13843,57,107,149,126,126,105,12,0,0,685,156,80,69,77,62,64,6,0,0,528,217,191,223,205,188,165,24,3,0,1213,951,1665,3211,3155,3015,2424,580,49,3,15051,944,419,708,783,774,1253,2175,1247,336,8630,66,126,232,206,178,151,151,170,166,1444,1953,2203,4155,4149,3971,3822,2904,1467,506,25122
POA6065,1342,1732,3780,4584,3933,2255,462,28,0,18115,768,224,845,919,669,1040,1982,1312,492,8248,48,60,148,144,115,80,74,94,71,835,2154,2014,4770,5654,4723,3370,2517,1433,568,27197,375,1605,4732,6067,5467,2985,465,16,0,21708,1744,1503,1925,2697,2075,1474,544,72,5,12039,47,87,456,331,255,211,51,6,0,1450,25,64,152,137,102,60,9,3,0,555,2195,3257,7261,9236,7898,4728,1071,96,5,35750,72,151,165,149,126,116,9,0,0,784,357,125,118,116,95,70,13,4,0,900,430,267,287,267,219,183,28,4,0,1680,2624,3526,7545,9501,8117,4912,1096,103,7,37440,1705,469,1102,1170,973,1528,3530,2309,794,13579,108,160,360,356,323,231,163,143,114,1961,4439,4159,9009,11029,9414,6672,4788,2558,915,52977
POA6066,349,498,796,841,1040,900,142,10,0,4578,260,92,296,259,250,471,592,324,108,2662,17,28,59,55,41,35,31,15,5,286,623,618,1153,1158,1334,1406,770,351,109,7522,109,451,1049,1092,1232,1219,202,11,0,5372,408,465,514,523,584,596,154,17,4,3275,10,24,71,46,66,78,22,0,0,322,4,26,49,37,41,18,10,0,0,192,539,966,1698,1700,1929,1919,386,22,4,9154,26,58,87,57,58,54,10,0,0,342,107,34,44,32,22,26,6,0,0,271,130,85,129,88,85,81,14,0,0,611,670,1051,1823,1787,2011,1996,399,22,4,9768,589,205,416,341,375,736,1086,602,184,4544,44,43,123,103,94,86,63,34,9,609,1307,1309,2363,2234,2481,2824,1544,658,198,14916
POA6067,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,19,0,0,0,0,0,6,0,0,0,6,3,0,9,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,13,7,0,5,0,0,0,31,0,0,0,0,0,4,0,0,0,3,0,0,14,7,0,5,0,0,0,37
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
