POA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
POA6071,0,0,0,5,0,0,0,0,0,5,0,0,3,7,11,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,15,4,9,0,32,6,0,7,27,19,18,9,13,7,96,90,220,208,318,255,278,218,123,27,1731,0,0,0,0,0,0,0,0,0,0,81,188,162,238,205,156,147,50,25,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,3,3,6,6,9,4,0,0,24,25,53,46,83,58,76,52,19,7,424,0,0,0,0,0,0,0,0,0,0,13,45,37,71,44,35,32,13,3,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6073,0,3,0,0,0,0,0,0,0,6,0,3,0,4,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,16,10,5,0,34,0,6,7,13,8,16,10,9,8,74,63,171,167,272,206,234,217,132,57,1510,0,0,0,0,0,0,0,0,0,0,63,180,136,223,157,139,126,74,45,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0,8,6,3,0,0,0,19,25,61,54,106,92,74,71,32,10,514,0,0,0,0,0,0,0,0,0,0,20,56,46,69,55,49,33,16,4,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6076,0,0,3,0,9,4,6,0,0,33,0,6,20,26,40,33,25,12,0,164,0,0,0,0,3,3,7,6,0,17,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,9,8,4,10,13,4,0,59,0,0,0,0,0,0,0,0,0,6,0,0,0,4,8,9,6,8,0,35,0,0,5,5,10,22,15,0,5,68,0,16,10,33,45,48,44,30,12,247,8,25,32,87,66,70,34,51,16,391,454,1573,1376,1901,1593,1473,1435,930,279,11010,0,0,0,0,0,0,0,0,0,0,430,1360,1020,1511,1035,836,808,481,148,7622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4,8,0,0,31
POA6077,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,18,0,0,0,0,0,0,4,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,5,0,13,4,0,4,3,6,9,5,0,0,30,36,80,130,106,81,160,143,83,19,840,0,0,0,0,0,0,0,0,0,0,20,57,78,70,60,80,81,54,4,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6078,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,8,7,9,3,5,0,0,0,33,21,70,87,93,62,71,69,28,0,500,0,0,0,0,0,0,0,0,0,0,13,45,37,53,31,41,25,10,6,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,0,0,0,0,0,0,0,0,5,5,5,8,0,3,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,5,4,0,5,0,0,12,0,0,0,4,9,4,9,0,0,33,5,14,3,33,19,15,12,0,4,103,128,358,315,517,374,353,263,117,34,2457,0,0,0,0,0,0,0,0,0,0,124,296,252,427,278,237,144,53,9,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6082,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,3,5,4,7,5,0,3,4,28,5,9,9,28,19,21,13,4,0,112,98,280,181,388,229,265,186,84,18,1732,0,0,0,0,0,0,0,0,0,0,85,203,169,323,157,162,102,33,3,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6083,0,0,0,0,0,0,0,0,0,7,0,4,0,3,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,14,9,0,0,26,3,9,11,27,31,26,12,6,0,119,57,199,226,285,339,341,210,93,24,1775,0,0,0,0,0,0,0,0,0,0,78,198,184,241,237,184,107,45,16,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6
POA6084,0,0,12,6,4,0,5,0,0,28,0,0,16,23,11,8,7,5,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,7,0,0,3,3,3,7,3,0,0,24,0,0,7,19,10,11,10,3,0,68,12,28,51,85,87,79,39,21,0,400,272,670,661,1029,711,659,444,181,25,4644,0,0,0,0,0,0,0,0,0,0,222,547,440,794,420,327,205,79,18,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,8
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,0,7,40,4,15,10,0,0,78,0,0,11,46,16,13,6,3,0,92,0,3,5,30,8,5,0,4,0,60,0,0,0,21,0,0,0,0,0,24,0,3,12,18,0,0,0,0,0,31,0,0,0,0,0,4,0,0,0,8,0,3,7,18,9,3,4,0,0,48,0,16,9,13,7,3,7,0,0,52,0,0,0,9,5,4,0,0,0,17,0,0,3,10,3,3,4,0,0,33,5,10,32,186,27,30,18,7,5,321,17,22,56,222,67,66,41,11,8,505,386,664,951,3188,972,929,664,229,78,8061,0,0,0,0,0,0,0,0,0,9,385,474,695,1250,479,426,307,93,40,4156,0,3,0,20,0,0,0,0,0,33,0,0,0,0,0,4,0,0,0,7,0,0,7,30,3,0,0,0,0,43,0,0,0,4,0,0,5,0,0,9,0,0,0,20,8,3,0,0,0,29
POA6101,0,0,0,25,8,9,0,0,0,45,0,0,3,38,11,9,3,0,0,66,0,0,0,25,9,3,0,0,0,40,0,0,0,16,0,0,0,0,0,23,0,8,12,8,5,0,0,0,0,27,0,0,0,0,5,0,0,6,0,9,0,0,6,11,6,5,6,0,0,41,0,5,0,19,13,7,0,0,0,48,0,0,0,4,0,4,4,3,0,16,0,4,3,13,4,0,7,0,0,27,0,23,31,168,37,28,20,10,3,328,18,38,81,245,78,55,25,16,11,559,540,833,1011,3399,1098,877,610,271,90,8729,0,5,0,6,0,0,0,3,0,21,506,671,683,1596,562,431,337,130,71,4987,0,0,4,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,4,0,15,0,0,4,0,0,27,0,0,3,0,6,0,0,0,0,12,0,0,5,21,4,7,6,0,0,39
POA6102,0,0,17,27,13,4,6,3,0,78,0,0,12,13,0,0,8,3,0,43,0,0,18,49,9,3,0,0,3,83,0,0,0,17,0,0,0,0,0,23,0,0,11,17,0,0,0,0,0,30,0,0,0,8,0,3,0,5,0,18,0,5,3,9,0,5,0,0,0,25,0,15,6,35,9,4,0,4,0,73,0,0,0,3,0,0,0,0,0,8,0,3,4,16,0,0,0,0,0,25,0,52,72,348,51,26,23,19,13,600,25,13,100,209,55,28,16,46,57,547,322,509,1441,2840,613,448,356,326,217,7066,0,0,0,5,3,0,0,0,0,14,280,350,639,737,250,208,206,224,208,3095,0,0,4,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,4,0,20,0,4,0,0,0,26,0,0,3,4,6,0,0,0,0,10,0,0,6,5,0,0,0,0,4,17
POA6103,0,0,4,29,5,13,11,0,0,56,0,0,3,28,3,6,3,0,0,48,0,0,0,33,5,3,0,0,0,45,0,0,5,27,0,0,0,0,0,29,0,0,0,6,0,0,0,0,0,12,0,0,0,8,4,0,0,0,0,11,0,0,0,5,0,0,0,3,0,20,0,0,3,17,6,0,6,0,0,40,0,0,0,7,0,0,0,0,0,13,0,0,6,22,4,6,0,0,0,40,0,16,29,198,29,25,14,11,0,324,12,21,31,164,48,35,29,16,7,359,316,448,608,2419,628,597,375,165,53,5614,0,0,0,4,8,0,0,0,0,13,260,332,417,879,273,253,197,100,38,2744,0,0,0,5,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,5,0,0,0,18,0,3,0,0,0,26,0,0,0,0,0,4,0,0,0,4,0,0,6,8,0,0,5,0,0,15
POA6104,0,0,7,27,15,15,11,4,0,73,0,0,10,25,18,16,0,4,0,78,0,0,4,36,6,5,9,0,0,66,0,0,3,19,0,3,0,0,0,30,0,0,3,10,5,0,0,0,0,22,0,0,0,4,0,3,0,0,0,6,0,0,3,5,0,7,3,0,0,20,0,0,3,19,14,7,10,4,0,55,0,0,0,0,0,3,0,0,0,10,0,4,0,8,11,5,0,0,0,27,6,17,29,146,39,28,18,22,6,308,28,52,69,236,93,81,40,34,32,661,413,766,889,2530,1027,908,640,356,152,7677,0,0,0,11,0,3,0,0,0,18,390,574,526,1036,464,413,357,178,115,4052,0,5,0,13,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,12
POA6105,0,4,3,20,8,10,5,0,0,58,0,4,5,13,15,8,4,0,0,53,0,0,9,39,9,4,6,3,0,75,0,0,0,20,0,0,0,0,0,16,0,4,5,21,0,0,7,0,0,41,0,0,0,9,3,3,0,0,0,22,0,4,0,4,5,4,0,0,0,24,0,0,6,28,14,5,11,3,0,61,0,0,0,0,0,0,0,0,0,8,0,6,4,19,4,3,0,0,0,29,4,73,52,174,64,36,18,13,7,447,14,47,72,192,73,55,36,20,10,522,526,947,1007,2849,986,831,539,308,119,8126,0,4,9,30,10,0,0,0,0,55,469,643,586,1053,391,355,312,185,91,4084,0,17,13,61,5,5,0,0,0,98,0,0,0,4,3,0,0,0,0,6,0,0,0,24,3,0,0,0,0,28,0,0,0,5,3,0,0,0,0,7,0,0,0,11,0,3,0,0,0,17
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,0,3,14,87,26,33,26,3,3,205,0,3,14,62,25,19,11,0,0,142,6,17,28,150,38,20,11,9,0,271,0,0,0,86,4,0,0,0,0,93,0,0,21,39,8,0,0,0,0,79,0,9,3,56,39,23,9,0,0,134,0,9,12,20,3,4,5,4,0,62,3,3,19,53,27,16,14,3,3,139,0,0,0,6,0,5,3,5,0,26,0,4,16,34,19,12,4,0,0,88,13,115,171,540,162,111,50,34,11,1215,75,140,181,577,163,123,66,51,17,1384,1951,3012,3373,9247,2713,2055,1399,740,223,24707,0,6,35,111,26,14,11,4,0,202,1641,2158,1457,2351,969,866,665,354,144,10611,0,9,8,62,21,4,3,0,0,99,0,0,0,8,0,3,0,0,0,18,0,0,0,17,0,0,0,0,0,20,0,0,4,22,4,13,5,0,0,54,0,0,0,15,5,3,0,0,0,29
POA6108,0,8,21,37,34,31,29,14,0,166,0,10,18,27,23,19,17,10,0,119,0,5,4,33,11,8,4,0,0,74,0,0,0,9,0,0,3,0,0,19,0,5,14,20,6,0,0,0,0,43,0,0,3,12,6,7,0,0,0,25,0,0,0,6,5,9,9,0,0,29,0,4,6,16,5,12,3,5,0,50,0,0,0,0,4,4,0,5,4,20,0,0,4,5,8,6,4,0,0,25,0,25,45,95,85,49,37,35,12,383,38,74,53,164,76,50,50,17,12,519,741,1589,1479,3170,1505,1337,1183,584,138,11726,0,12,13,50,3,10,5,4,0,100,632,1249,954,1382,687,581,545,246,73,6355,0,3,6,34,11,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,14,0,0,6,0,0,26,0,0,0,3,6,4,0,0,0,13
POA6109,0,0,0,9,3,11,4,4,0,33,0,3,8,11,10,5,5,0,0,39,0,0,0,39,13,7,0,0,0,67,0,0,0,3,0,0,0,0,0,3,0,8,16,11,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,3,0,0,14,0,0,3,5,3,3,3,0,0,18,0,0,0,4,0,0,4,0,0,10,0,0,0,5,7,6,4,0,0,24,0,15,46,98,28,33,26,11,3,256,23,48,44,151,85,66,39,19,11,489,463,925,833,2049,869,665,516,265,78,6668,0,14,54,113,21,3,0,0,0,221,428,598,416,717,309,308,261,122,51,3211,0,9,3,37,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,3,0,0,21,0,0,4,0,0,0,3,0,0,5
POA6110,0,13,25,46,38,41,27,8,0,195,4,24,57,79,72,48,15,15,0,306,0,14,14,121,48,24,11,11,0,237,0,3,0,15,0,0,0,0,0,17,0,19,38,27,3,0,0,0,0,87,0,0,0,6,5,0,0,0,0,12,0,3,11,5,9,9,10,6,0,58,0,5,3,21,5,8,4,0,0,49,0,0,0,0,7,11,12,3,0,31,0,12,12,29,28,15,6,0,0,98,4,54,102,254,101,97,56,22,6,705,63,126,100,347,188,122,97,63,63,1179,1652,3508,2888,6300,2892,2207,1652,814,291,22206,0,31,69,197,42,20,8,4,0,364,1491,2555,1727,2976,1315,982,855,410,192,12502,0,5,9,39,8,7,5,0,0,68,0,0,0,12,0,4,0,0,0,17,0,0,0,4,0,0,0,0,0,12,0,0,0,14,4,4,5,0,0,25,0,0,7,12,0,3,6,0,0,24
POA6111,0,0,6,6,11,8,7,0,0,33,0,4,15,41,35,19,11,8,0,129,0,3,11,29,14,4,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,22,20,3,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,5,3,8,11,15,5,0,45,0,0,0,0,5,5,0,0,0,14,0,0,0,8,10,9,4,0,0,31,0,0,8,10,10,5,5,0,0,33,3,18,13,91,30,46,41,30,3,263,29,76,88,186,119,103,42,43,23,704,669,1546,1434,2929,1585,1582,1295,599,172,11816,0,0,9,12,0,0,0,0,0,24,568,1299,1059,1922,880,744,732,264,85,7552,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,0,0,9,6,3,3,0,0,27
POA6112,3,35,42,143,48,51,31,5,4,355,9,33,102,235,131,96,31,8,0,647,0,30,34,158,74,27,11,10,0,340,0,0,0,23,0,0,0,0,0,30,0,30,48,29,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,13,5,13,5,25,19,9,11,5,0,84,0,0,0,16,6,4,4,0,0,31,0,3,0,15,16,14,8,10,3,63,0,18,53,89,74,19,10,0,0,271,8,98,148,460,177,132,71,42,6,1135,108,266,198,659,243,184,95,65,24,1847,3178,5942,3959,11486,3981,2995,2008,984,258,34801,0,0,13,45,12,9,0,0,0,79,2865,4445,2559,5713,1821,1334,1003,391,115,20258,0,4,4,28,5,5,0,0,0,38,0,0,4,9,0,0,0,0,0,16,0,0,0,16,4,4,0,0,0,20,0,0,0,12,4,4,0,0,0,27,0,3,8,25,3,9,4,0,0,61
POA6121,0,0,0,0,0,0,0,0,0,3,0,0,0,11,10,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,6,0,0,0,4,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,14,0,9,3,5,0,24,0,6,10,23,13,11,5,5,6,68,63,244,224,295,230,273,155,71,20,1576,0,0,0,0,0,0,0,0,0,0,64,200,186,260,190,161,86,23,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA6122,0,5,4,9,14,3,0,0,0,38,0,19,40,80,47,32,8,0,0,228,0,0,0,13,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,9,0,0,0,28,0,0,0,3,5,0,0,0,0,6,0,0,0,3,3,4,5,3,0,25,0,7,21,42,22,0,3,0,0,89,0,13,16,99,36,25,18,6,7,221,19,53,43,181,68,46,23,11,3,450,1088,1994,1185,3460,1206,879,555,237,57,10664,0,0,0,12,0,0,0,0,0,14,1074,1654,978,2429,707,481,291,79,45,7734,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,0,0,3,5,0,5,0,0,0,18
