POA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA6000,7,12,31,0,0,52,4,0,9,0,0,14,0,0,14,0,0,14,5,5,17,0,0,23,10,3,32,0,0,50,10,11,131,0,0,152,13,18,194,0,0,222,27,46,195,0,0,268,18,32,86,0,0,141,31,37,76,0,0,143,32,19,52,0,0,97,3,11,38,0,0,55,158,196,883,0,0,1234
POA6003,0,0,6,0,0,8,0,0,0,0,0,0,0,0,5,0,0,9,0,0,6,0,0,12,3,0,11,0,0,14,0,11,40,0,0,53,4,13,69,0,0,85,9,12,45,0,0,61,8,3,26,0,0,39,8,12,14,0,0,35,19,3,6,0,0,35,5,0,17,0,0,22,64,63,257,0,0,388
POA6004,0,12,47,0,0,57,0,4,12,0,0,20,0,0,12,0,0,10,0,0,19,0,0,22,3,4,37,0,0,41,0,3,146,0,0,153,8,10,166,0,0,176,4,7,219,0,0,239,6,6,90,0,0,110,14,12,113,0,0,138,13,27,62,0,0,101,4,12,45,0,0,60,60,94,977,0,0,1137
POA6005,8,8,18,0,0,30,4,0,3,0,0,3,0,0,5,0,0,10,0,0,9,0,0,13,0,3,21,0,0,26,4,12,76,0,0,87,5,24,69,0,0,100,6,20,72,0,0,106,10,19,36,0,0,64,8,14,25,0,0,46,12,9,31,0,0,47,8,4,10,0,0,29,67,113,384,0,0,557
POA6006,46,11,3,0,0,64,11,3,0,0,0,14,12,4,0,0,0,15,14,4,6,0,0,16,22,5,4,0,0,33,55,24,31,0,0,109,77,32,43,0,0,153,161,52,23,0,0,233,139,41,13,0,0,191,235,31,5,0,0,274,198,19,5,0,0,217,40,11,4,0,0,53,1002,247,137,0,4,1385
POA6007,34,10,15,0,0,55,3,3,0,0,0,13,7,7,9,0,0,15,9,7,6,0,0,17,16,12,15,0,0,42,33,35,39,0,0,106,26,40,62,0,0,133,97,63,52,0,0,218,73,27,19,0,0,123,114,25,11,0,0,159,138,27,7,0,0,173,34,14,15,0,0,56,589,266,251,5,0,1105
POA6008,73,12,8,0,0,97,20,3,6,0,0,30,14,4,7,0,0,24,13,6,16,0,0,35,15,7,13,0,0,35,53,24,53,0,0,131,56,29,84,0,0,172,107,55,66,0,0,231,100,35,34,0,0,173,198,51,30,0,0,273,400,36,19,0,0,455,62,21,7,0,0,85,1117,287,341,3,0,1746
POA6009,97,11,12,0,0,120,10,0,3,0,0,15,13,5,0,0,0,15,14,9,0,0,0,21,16,7,8,0,0,23,49,14,14,0,0,77,34,14,18,0,0,63,94,22,15,0,0,132,59,19,11,0,0,88,133,27,9,0,0,175,626,26,14,0,0,663,98,10,5,0,0,112,1243,155,102,0,0,1503
POA6010,84,18,18,0,0,124,22,0,3,0,0,29,15,0,5,0,0,24,18,8,5,0,0,31,25,12,7,0,0,40,53,18,20,0,0,90,60,29,40,0,0,133,148,43,42,0,0,233,119,29,18,0,0,161,232,69,19,0,0,322,589,66,19,0,0,674,103,20,6,0,0,128,1462,325,208,0,0,1992
POA6011,55,5,4,0,0,72,6,0,0,0,0,8,4,3,0,0,0,12,13,0,3,0,0,13,7,3,0,0,0,15,23,6,20,0,0,44,23,9,6,0,0,33,60,4,10,0,0,80,27,9,6,0,0,42,57,22,8,0,0,90,384,34,14,0,0,421,67,3,5,0,0,76,737,92,72,0,0,898
POA6012,44,10,6,0,0,55,4,0,0,0,0,8,0,0,0,0,0,8,9,5,10,0,0,20,17,3,9,0,0,30,40,12,22,0,0,73,28,21,16,0,0,61,72,26,10,0,0,115,73,8,3,0,0,90,149,11,0,0,0,159,324,6,0,0,0,336,72,7,0,0,0,81,837,107,89,0,0,1033
POA6014,116,7,23,0,0,145,31,0,4,0,0,38,21,5,12,0,0,37,26,4,23,0,0,62,43,14,32,0,0,92,110,35,67,0,0,215,110,35,68,0,0,209,205,51,55,0,0,318,205,33,23,0,0,262,418,38,22,0,0,484,705,38,14,0,0,761,109,15,13,0,0,140,2107,281,366,0,6,2754
POA6015,67,0,0,0,0,64,6,0,0,0,0,6,0,0,0,0,0,0,8,0,3,0,0,14,14,0,0,0,0,14,41,0,0,0,0,40,25,0,0,0,0,25,52,5,0,0,0,59,31,0,0,0,0,35,72,3,0,0,0,80,341,7,0,0,0,351,61,3,0,0,0,66,717,16,9,0,0,749
POA6016,42,6,8,0,0,56,14,0,11,0,0,22,14,0,4,0,0,21,22,9,15,0,0,45,28,13,10,0,0,56,61,39,45,0,0,147,78,46,29,4,0,156,183,53,24,0,0,257,165,32,9,0,0,202,221,23,9,0,0,247,212,7,6,0,0,225,40,14,4,0,0,60,1074,250,161,6,0,1486
POA6017,8,17,0,0,0,25,0,4,3,0,0,13,0,5,5,0,0,15,0,5,10,0,0,15,8,16,9,0,0,28,7,66,26,0,0,99,32,81,21,0,0,140,23,68,11,0,0,108,18,21,0,0,0,36,16,12,0,0,0,28,3,4,0,0,0,10,11,16,4,0,0,28,131,318,92,0,0,546
POA6018,232,48,12,0,0,287,63,12,4,0,0,74,48,16,0,0,0,65,87,30,9,0,0,120,87,40,10,0,0,135,327,169,31,0,0,527,364,299,49,0,0,711,840,409,31,0,0,1277,606,186,8,0,0,795,863,140,14,0,0,1014,733,73,3,0,0,811,250,83,6,0,0,347,4497,1488,175,8,0,6175
POA6019,112,59,12,0,0,177,33,10,4,0,0,50,13,13,6,0,0,34,30,37,11,0,0,72,55,48,14,0,0,112,96,137,41,0,0,278,145,205,62,0,0,414,342,372,52,0,0,766,297,180,20,0,0,504,380,152,23,0,0,547,333,97,20,0,0,446,95,84,19,0,0,194,1920,1399,280,0,0,3593
POA6020,143,18,0,0,0,161,33,16,0,0,0,52,28,4,4,0,0,36,54,8,3,0,0,66,66,10,0,0,0,75,168,34,6,0,0,207,213,43,9,0,0,268,390,82,6,0,0,469,383,55,0,0,0,437,519,47,0,0,0,568,453,35,5,0,0,489,180,13,4,0,0,201,2623,373,41,0,0,3032
POA6021,122,32,0,0,0,151,21,16,0,0,0,39,30,8,0,0,0,40,48,27,0,0,0,72,65,41,0,0,0,103,177,160,0,0,0,335,214,217,3,0,0,435,430,190,9,0,0,627,257,57,0,0,0,318,336,39,0,0,0,383,269,14,0,0,0,282,134,31,0,0,0,173,2102,837,18,0,0,2956
POA6022,37,0,0,0,0,37,10,0,0,0,0,12,8,0,0,0,0,14,18,0,0,0,0,17,20,0,0,0,0,19,81,10,0,0,0,88,115,15,0,0,0,127,223,30,0,0,0,246,95,8,0,0,0,99,81,3,0,0,0,82,41,0,0,0,0,37,51,0,0,0,0,55,781,66,0,0,0,846
POA6023,110,5,0,0,0,115,34,3,0,0,0,37,27,0,0,0,0,28,49,0,0,0,0,52,61,0,0,0,0,69,182,12,4,0,0,195,239,25,3,0,0,262,525,27,0,0,0,547,421,12,0,0,0,434,376,7,0,0,0,380,215,0,0,0,0,215,116,7,0,0,0,129,2350,93,12,0,0,2453
POA6024,106,5,0,0,0,113,30,5,0,0,0,37,25,0,0,0,0,29,49,3,0,0,0,53,68,0,0,0,0,74,220,18,7,0,0,242,360,42,0,0,0,399,658,30,0,0,0,686,302,12,0,0,0,316,177,8,0,0,0,178,97,4,0,0,0,103,112,7,0,0,0,119,2195,138,6,0,0,2348
POA6025,241,21,3,0,0,262,81,6,0,0,0,87,63,7,0,0,0,69,110,14,0,0,0,120,133,21,3,0,0,156,424,45,11,0,0,477,655,90,14,0,0,754,1195,78,4,0,0,1282,658,30,0,0,0,691,602,12,0,0,0,619,430,6,0,0,0,437,292,22,6,0,0,320,4891,350,37,0,0,5283
POA6026,165,17,0,0,0,185,61,4,0,0,0,58,60,0,0,0,0,57,70,6,0,0,0,75,116,6,0,0,0,126,315,25,0,0,0,340,410,47,0,0,0,456,959,51,0,0,0,1011,560,15,0,0,0,576,388,10,0,0,0,397,183,8,0,0,0,189,184,6,0,0,0,192,3472,195,0,5,0,3671
POA6027,305,19,7,0,0,332,104,8,5,0,0,117,77,10,3,0,0,93,140,15,13,0,0,166,205,8,9,0,0,220,597,69,43,0,0,708,913,83,43,0,0,1040,1678,78,16,0,0,1774,852,24,10,0,0,895,667,19,7,0,0,689,434,8,0,0,0,440,381,11,4,0,0,402,6354,357,153,0,0,6864
POA6028,187,4,0,0,0,188,62,0,0,0,0,70,45,6,0,0,0,45,74,0,0,0,0,81,123,0,7,0,0,124,345,13,17,0,0,378,525,22,13,0,0,558,1005,8,3,0,0,1016,616,3,7,0,0,627,580,3,8,0,0,586,437,0,0,0,0,442,255,4,0,0,0,258,4239,71,48,0,0,4360
POA6029,17,0,0,0,0,17,4,0,0,0,0,6,4,0,0,0,0,8,5,0,0,0,0,3,9,0,0,0,0,9,13,0,0,0,0,12,6,9,0,0,0,16,32,0,4,0,0,37,41,10,0,0,0,53,71,0,0,0,0,76,98,0,0,0,0,98,35,6,0,0,0,33,336,29,4,0,0,366
POA6030,242,14,0,0,0,254,91,3,0,0,0,98,82,8,0,0,0,97,151,11,0,0,0,157,238,11,3,0,0,249,953,38,15,0,0,1007,1464,43,7,0,0,1515,1744,50,8,0,0,1798,729,10,3,0,0,745,556,9,0,0,0,562,313,6,6,0,0,327,394,17,6,0,0,414,6952,223,44,0,3,7217
POA6031,98,0,0,0,0,103,25,0,0,0,0,29,23,0,0,0,0,24,64,0,0,0,0,64,110,4,0,0,0,114,425,11,0,0,0,436,877,21,0,0,0,898,1274,12,0,0,0,1285,466,4,0,0,0,468,220,0,0,0,0,221,141,0,0,0,0,143,225,0,0,0,0,227,3952,53,6,0,0,4008
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,0,0,22
POA6033,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,17,7,0,0,0,0,7,4,0,0,0,0,4,49,0,0,0,0,49
POA6034,8,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,78,0,0,0,0,78,214,3,0,0,0,215,336,0,0,0,0,339,121,0,0,0,0,124,23,0,0,0,0,23,16,0,0,0,0,16,40,0,0,0,0,40,864,3,0,0,5,871
POA6035,67,0,0,0,0,63,16,0,0,0,0,17,23,0,0,0,0,23,37,0,0,0,0,37,62,0,0,0,0,56,260,4,0,0,0,267,427,6,0,0,0,438,675,0,0,0,0,681,216,0,0,0,0,219,118,0,0,0,0,118,56,0,0,0,0,55,135,6,0,0,0,136,2080,25,0,0,0,2108
POA6036,75,3,0,0,0,81,25,0,0,0,0,22,29,0,0,0,0,29,51,0,0,0,0,51,81,3,0,0,0,86,380,14,0,0,0,396,691,7,0,0,0,699,919,6,0,0,0,930,418,0,0,0,0,419,239,0,0,0,0,239,133,0,0,0,0,129,174,0,0,0,0,178,3202,39,8,0,0,3256
POA6037,36,0,0,0,0,39,5,0,0,0,0,5,11,0,0,0,0,11,16,0,0,0,0,16,19,0,0,0,0,19,102,0,0,0,0,102,146,0,0,0,0,146,183,0,0,0,0,183,74,0,0,0,0,74,58,0,0,0,0,58,27,0,0,0,0,27,38,0,0,0,0,38,722,0,0,0,0,724
POA6038,34,0,0,0,0,36,13,0,0,0,0,13,15,0,0,0,0,15,26,0,0,0,0,26,45,0,0,0,0,48,193,8,0,0,0,205,500,8,0,0,0,509,711,10,0,0,0,724,325,4,0,0,0,327,114,0,0,0,0,119,73,0,0,0,0,73,120,0,0,0,0,124,2170,37,0,0,3,2209
POA6041,11,0,0,0,0,11,7,0,0,0,0,7,5,0,0,0,0,5,6,0,0,0,0,6,4,0,0,0,0,4,33,0,0,0,0,33,48,0,0,0,0,48,55,0,0,0,0,55,29,0,0,0,0,29,18,0,0,0,0,18,4,0,0,0,0,4,12,0,0,0,0,12,248,0,0,0,0,248
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
POA6043,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,7,33,0,0,0,0,35
POA6044,12,0,0,0,0,12,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,9,0,0,0,0,9,15,0,0,0,0,18,19,0,0,0,0,21,29,0,0,0,0,30,3,0,0,0,0,5,5,0,0,0,0,5,9,0,0,0,0,9,9,0,0,0,0,9,128,3,0,0,0,133
POA6050,82,9,11,0,0,102,19,5,3,0,0,27,15,4,4,0,0,29,24,5,13,0,0,46,37,10,29,0,0,73,105,23,63,0,0,190,91,43,69,0,0,198,165,72,47,0,0,288,153,39,16,0,0,208,258,26,14,0,0,301,406,22,0,0,0,431,90,12,6,0,0,105,1447,280,263,0,0,1997
POA6051,42,25,10,0,0,77,9,9,10,0,0,32,7,7,15,0,0,34,16,20,30,0,0,68,25,26,37,0,0,89,50,126,140,0,0,314,83,171,96,0,0,350,185,123,65,0,0,373,138,56,22,0,0,213,131,36,7,0,0,180,94,23,5,0,0,123,41,15,24,0,0,82,814,648,479,0,0,1939
POA6052,79,11,0,0,0,96,19,4,0,0,0,29,21,0,4,0,0,25,34,0,3,0,0,45,35,6,11,0,0,49,128,22,32,0,0,182,141,36,23,0,0,201,314,37,14,0,3,364,222,27,7,0,0,261,232,30,5,0,0,267,160,5,4,0,0,168,61,4,8,0,0,79,1459,191,101,0,3,1754
POA6053,97,20,0,0,0,116,38,7,0,0,0,43,21,3,0,0,0,27,49,15,7,0,0,65,70,9,8,0,0,91,199,44,21,0,0,258,308,49,5,0,0,355,598,47,3,0,0,651,333,16,0,0,0,347,293,18,0,0,0,312,136,5,0,0,0,148,113,11,0,0,0,123,2263,229,52,0,0,2544
POA6054,143,29,3,0,0,173,55,10,0,0,0,66,44,7,0,0,0,49,82,21,8,0,0,111,121,34,6,0,0,164,404,94,24,0,0,527,539,102,22,0,0,655,714,60,11,0,0,789,288,18,0,0,3,307,196,11,5,0,0,213,120,4,4,0,0,125,164,16,3,0,0,183,2878,411,85,0,6,3376
POA6055,140,0,0,0,0,142,42,0,0,0,0,43,48,3,0,0,0,48,81,4,0,0,0,90,111,4,0,0,0,117,614,18,0,0,0,634,1428,46,0,0,0,1474,2349,36,3,0,5,2391,955,13,0,0,6,973,483,6,0,0,0,491,320,4,0,0,0,323,313,3,0,0,6,320,6880,134,6,4,18,7043
POA6056,285,20,0,0,0,305,90,11,0,0,0,104,95,10,3,0,0,104,168,29,10,0,0,203,266,45,3,0,0,311,930,131,15,0,0,1080,1210,72,16,0,0,1298,1434,55,7,0,0,1497,541,10,0,0,0,552,376,11,3,0,0,389,231,3,0,0,0,242,343,23,0,0,0,366,5973,410,53,4,5,6445
POA6057,108,4,0,0,0,107,36,0,0,0,0,30,44,0,0,0,0,49,75,0,0,0,0,75,104,3,0,0,0,109,378,13,0,0,0,390,586,13,0,0,0,599,795,17,0,0,0,806,257,0,0,0,0,257,173,5,0,0,0,181,102,0,0,0,0,108,166,3,0,0,0,171,2815,52,3,0,0,2876
POA6058,61,3,0,0,0,70,34,4,0,0,0,41,30,0,0,0,0,36,54,0,0,0,0,55,71,6,0,0,0,81,330,22,0,0,0,351,544,30,0,0,0,575,610,10,0,0,0,624,186,0,0,0,0,189,102,0,0,0,0,102,61,3,0,0,0,62,137,0,0,0,0,137,2221,90,0,3,0,2317
POA6059,149,38,3,0,0,193,37,8,0,0,0,44,40,8,0,0,0,50,58,17,6,0,0,75,79,31,3,0,0,114,254,134,12,0,0,399,282,137,10,0,0,432,572,158,7,0,0,742,325,36,0,0,0,363,352,36,0,0,0,386,244,14,0,0,0,262,154,22,0,0,0,182,2537,660,37,0,0,3232
POA6060,76,83,20,0,0,184,24,19,5,0,0,41,16,29,9,0,0,50,29,45,25,0,0,102,52,81,14,0,0,145,117,300,100,0,0,517,198,336,76,0,0,613,373,371,52,0,0,799,254,149,17,0,0,427,222,131,10,0,0,359,145,55,5,0,0,202,75,75,9,0,0,160,1592,1674,338,0,0,3599
POA6061,192,59,0,0,0,250,62,23,0,0,0,86,58,22,0,0,0,87,106,72,7,0,0,184,187,108,13,0,0,302,743,422,25,0,0,1192,932,502,14,0,0,1447,664,343,8,0,0,1015,190,84,0,0,0,270,118,53,0,0,0,172,73,33,0,0,0,105,226,101,4,0,0,332,3547,1826,75,0,0,5445
POA6062,215,41,3,0,0,252,58,11,0,0,0,70,63,8,3,0,0,75,104,25,0,0,0,128,140,33,0,0,0,178,474,100,7,0,0,584,770,133,0,0,0,904,1047,125,0,0,0,1167,436,37,0,0,0,465,330,18,0,0,0,351,154,18,0,0,0,166,258,31,0,0,0,291,4030,580,18,0,0,4636
POA6063,127,7,0,0,0,137,44,0,0,0,0,52,37,0,0,0,0,36,80,8,4,0,0,86,101,6,0,0,0,107,348,24,9,0,0,384,515,18,6,0,0,537,598,9,0,0,0,608,174,5,0,0,0,180,112,0,0,0,0,113,58,0,0,0,0,58,141,5,0,0,0,142,2333,79,19,0,0,2434
POA6064,245,23,0,0,0,268,95,7,0,0,0,101,83,8,0,0,0,90,122,30,0,0,0,155,190,35,4,0,0,225,762,153,10,0,0,919,939,106,0,0,0,1044,958,49,4,0,0,1010,279,9,0,0,0,296,132,3,0,0,0,135,95,4,0,0,0,100,252,16,0,0,0,269,4166,439,8,0,0,4616
POA6065,403,11,0,0,0,417,126,8,0,0,0,135,121,11,0,0,0,136,217,14,0,0,0,230,341,8,0,0,0,353,1206,86,0,3,0,1291,2083,118,0,0,0,2199,3863,82,0,0,6,3947,1843,16,0,0,0,1862,1096,20,0,0,0,1116,554,3,0,0,0,556,669,28,0,0,0,691,12525,397,5,4,6,12935
POA6066,158,5,0,0,0,160,59,0,0,0,0,63,47,0,0,0,0,51,87,6,0,0,0,92,117,5,0,0,0,121,467,14,0,0,0,477,657,19,0,0,0,675,731,12,0,0,0,741,267,0,0,0,0,271,158,0,0,0,0,155,76,0,0,0,0,76,202,0,0,0,0,207,3015,58,5,0,0,3084
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
