POA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA6000,7,0,0,171,3,0,0,3,0,4,0,0,0,4,37,53,0,0,0,0,0,0,0,0,0,0,0,0,121,28,5,142,30,156,6,21,9,54,34,608
POA6003,0,0,0,60,3,0,0,5,0,4,0,0,0,0,13,22,0,0,0,0,0,0,0,0,0,0,0,0,41,10,3,43,11,35,7,7,5,4,18,183
POA6004,0,6,0,210,0,3,0,0,0,0,0,0,0,0,33,54,0,0,0,0,0,0,0,0,0,0,4,0,114,27,0,126,25,199,8,38,7,38,41,628
POA6005,0,0,0,102,0,0,0,0,0,0,0,0,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,0,71,19,0,61,27,64,0,10,5,23,22,297
POA6006,0,5,0,510,8,0,0,5,0,0,0,0,0,3,47,76,0,0,0,0,0,0,0,0,0,0,0,0,267,48,5,379,57,150,19,31,0,51,45,1057
POA6007,0,8,0,386,0,0,0,7,0,6,0,0,0,0,44,57,0,0,0,0,0,0,0,0,0,0,0,0,159,30,3,268,33,120,9,17,3,33,43,719
POA6008,3,9,0,953,20,0,0,15,0,8,0,4,0,0,79,125,0,0,0,0,0,0,0,0,0,0,5,3,416,82,8,555,64,359,14,74,9,51,84,1724
POA6009,3,29,0,1373,29,8,0,36,4,15,0,9,0,11,97,209,3,0,4,0,0,3,0,0,0,0,3,13,514,109,9,725,51,460,12,114,12,131,105,2252
POA6010,11,24,0,1379,18,7,0,37,0,8,0,6,0,7,131,215,0,0,0,0,0,0,0,0,0,0,5,8,544,105,8,760,84,397,17,106,15,98,138,2284
POA6011,6,17,0,767,15,0,0,31,0,19,6,6,0,10,46,123,0,0,0,0,0,0,0,0,0,0,0,4,223,44,10,354,38,250,15,61,10,50,51,1118
POA6012,7,9,0,654,19,4,0,20,0,5,0,5,0,0,64,118,0,0,0,0,0,0,0,0,0,0,3,5,241,63,5,372,37,176,14,64,17,49,67,1104
POA6014,9,11,0,1712,23,4,0,35,4,19,0,3,0,5,129,232,0,0,0,5,3,0,0,0,0,0,3,13,708,155,21,1148,91,498,33,115,17,107,141,3034
POA6015,0,19,0,674,10,4,0,25,0,11,4,0,0,3,57,120,0,0,0,0,0,0,0,0,0,0,3,7,207,41,9,359,16,199,18,40,4,60,60,1001
POA6016,0,4,0,648,7,6,0,16,0,3,0,0,0,7,66,106,0,0,0,0,0,0,0,0,0,0,0,3,336,96,10,601,69,191,16,36,7,47,70,1474
POA6017,0,0,0,29,3,0,0,3,0,0,0,0,0,6,7,25,0,0,0,0,0,0,0,0,0,0,0,0,58,35,0,110,15,64,3,21,6,30,10,357
POA6018,10,23,0,2239,49,12,0,66,11,18,0,14,0,9,329,514,0,0,0,5,0,3,0,0,0,0,10,26,1227,203,27,2007,233,841,65,166,47,232,340,5392
POA6019,5,15,0,1136,14,4,6,34,0,11,4,6,0,3,167,248,4,0,4,4,0,0,0,0,0,0,10,19,566,121,32,963,117,384,28,89,14,106,180,2605
POA6020,12,29,0,1511,32,8,0,44,9,14,0,4,0,12,188,325,0,0,4,5,0,0,0,0,0,0,9,19,696,132,21,1233,114,409,40,114,34,156,207,3149
POA6021,5,7,4,752,23,11,0,29,4,18,3,3,3,18,118,226,0,0,0,5,0,0,0,0,0,6,6,24,535,132,18,911,102,425,22,121,20,210,134,2628
POA6022,5,0,0,141,6,0,0,8,3,3,0,3,0,3,40,78,0,0,0,0,0,0,0,0,0,0,0,0,138,26,0,243,40,79,8,29,9,53,47,679
POA6023,3,5,0,909,23,0,0,39,3,14,0,3,5,9,156,254,7,0,0,0,0,0,0,0,0,0,7,16,527,82,14,978,105,319,23,71,28,99,169,2414
POA6024,0,7,0,359,13,0,0,17,3,12,4,0,0,13,117,190,0,0,0,0,0,0,0,0,0,0,0,5,362,73,18,608,95,261,29,61,12,111,125,1757
POA6025,3,5,0,1397,45,10,0,54,8,28,3,12,5,11,320,498,3,0,0,6,0,0,0,0,0,0,16,26,910,181,38,1546,187,624,74,156,25,206,336,4285
POA6026,8,9,0,988,37,17,5,44,4,19,0,8,3,16,231,382,0,0,0,0,4,0,0,0,5,0,7,20,764,145,27,1193,115,411,54,112,30,165,237,3261
POA6027,10,14,0,1402,83,13,6,85,5,32,4,16,12,20,456,728,3,0,0,3,3,0,0,0,3,4,17,35,1205,229,45,1883,228,787,73,229,73,273,483,5516
POA6028,12,8,0,1226,58,8,8,67,11,33,11,11,3,14,302,511,4,0,7,5,0,0,0,0,3,0,10,32,916,135,28,1324,127,540,43,118,48,136,316,3735
POA6029,9,5,0,237,3,0,0,3,0,6,0,0,4,0,21,41,0,0,0,0,0,0,0,0,0,0,0,3,90,18,0,151,17,64,3,21,9,21,20,417
POA6030,5,6,0,1004,68,13,12,74,10,24,5,15,8,27,498,745,3,0,7,5,0,3,0,0,0,0,22,45,1092,227,64,1603,190,819,91,216,66,298,527,5193
POA6031,3,5,0,450,38,8,7,32,7,16,4,8,7,8,268,392,0,0,9,3,0,0,0,0,0,0,19,26,658,109,39,909,124,417,50,105,50,102,299,2852
POA6032,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,3,0,0,0,0,0,0,24
POA6033,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,19,4,10,0,5,0,4,0,59
POA6034,0,0,0,57,5,0,0,4,0,0,0,3,0,0,74,89,0,0,0,0,0,0,0,0,0,0,8,11,109,18,8,153,32,91,10,16,12,18,79,550
POA6035,0,0,0,169,27,5,3,23,3,12,0,12,0,10,229,313,0,0,0,0,0,0,0,0,0,0,8,12,215,39,13,383,64,236,37,72,30,74,235,1406
POA6036,0,4,0,437,37,3,4,39,9,6,0,9,6,8,276,394,0,0,5,0,0,3,0,0,0,0,10,16,495,81,28,726,93,402,28,103,37,99,291,2377
POA6037,0,0,0,59,5,0,0,5,0,0,5,3,0,0,108,130,0,0,0,0,0,0,0,0,0,0,3,3,69,19,5,104,23,70,12,27,8,26,112,479
POA6038,4,0,0,201,14,5,0,18,6,4,0,5,0,0,193,236,0,0,0,0,0,0,0,0,0,0,4,9,277,55,12,473,82,280,24,37,28,41,201,1518
POA6041,0,0,0,15,3,0,0,5,0,0,0,0,0,3,32,46,0,0,0,0,0,0,0,0,0,0,0,0,18,16,3,31,0,19,12,6,6,12,34,151
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
POA6044,0,0,0,8,0,4,0,0,0,0,0,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,24,3,14,0,0,0,13,14,88
POA6050,4,18,0,940,22,0,0,18,0,13,0,0,0,9,79,149,0,0,0,0,0,0,0,0,0,0,4,8,431,87,4,550,76,287,15,51,14,78,80,1686
POA6051,0,3,0,308,8,5,0,0,0,0,0,7,0,0,49,73,0,0,0,3,0,0,0,0,0,0,0,6,204,65,9,343,44,189,9,58,11,47,54,1040
POA6052,3,0,0,549,16,0,0,10,0,5,0,3,0,4,63,106,0,0,0,0,0,0,0,0,0,0,0,7,346,55,7,552,65,207,22,50,12,65,68,1441
POA6053,4,3,0,564,19,3,4,12,7,12,0,5,0,8,112,177,0,0,0,0,0,0,0,0,0,0,10,11,433,80,14,636,106,252,23,69,13,97,123,1850
POA6054,6,0,0,435,23,0,0,19,9,10,0,6,0,16,145,227,4,0,0,0,0,0,0,0,4,0,7,19,458,137,14,726,101,367,37,129,25,155,156,2313
POA6055,13,8,4,721,38,5,3,34,7,23,0,11,5,18,402,547,0,0,5,0,0,5,0,0,0,0,14,22,1075,196,43,1420,231,885,64,186,67,184,428,4792
POA6056,14,19,0,740,42,15,6,54,4,22,9,12,9,31,397,592,3,0,0,0,0,4,0,0,0,0,16,34,857,150,44,1302,151,713,73,186,80,288,425,4256
POA6057,4,9,0,315,34,4,0,24,3,17,0,0,5,8,176,271,0,0,0,0,0,0,0,0,0,0,12,18,409,78,16,599,88,347,26,72,24,112,189,1969
