POA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA6012,9,77,257,374,458,281,82,20,0,1563,75,112,92,76,67,94,88,26,0,631,5,6,14,17,9,8,12,0,0,71,0,0,3,6,0,7,0,0,0,18,91,200,369,475,537,385,183,42,0,2284,0,8,7,15,15,16,6,0,0,71,14,5,7,0,0,0,8,5,0,33,15,11,20,15,15,16,8,0,0,103,106,215,386,483,554,403,192,48,0,2392,134,40,57,30,61,129,275,209,73,1005,9,11,41,37,36,37,21,24,11,228,243,263,484,557,652,568,491,289,82,3623,9,64,222,182,256,127,23,0,0,884,142,150,150,232,240,183,89,14,0,1197,8,8,27,24,17,8,9,0,0,103,3,0,3,3,3,6,0,0,0,17,166,225,402,440,512,324,117,21,0,2202,0,7,7,11,16,0,0,0,0,38,28,3,5,6,10,11,0,0,0,66,28,11,11,20,21,12,0,0,0,107
POA6014,37,177,763,1145,1177,708,134,12,9,4157,279,257,255,205,146,185,151,28,10,1521,15,9,30,26,36,33,9,3,0,169,0,5,13,17,12,5,0,0,0,58,338,452,1065,1395,1370,935,296,41,16,5899,3,15,22,17,17,29,4,0,0,122,59,12,16,10,5,11,11,0,0,118,60,30,37,26,27,40,15,0,0,235,396,482,1102,1420,1400,972,310,47,16,6143,329,71,74,77,75,182,556,468,222,2049,8,13,53,60,49,28,34,15,3,261,731,566,1229,1550,1520,1185,899,529,247,8455,10,149,644,593,630,390,60,0,0,2473,310,312,447,687,622,420,160,21,4,2988,13,19,62,59,33,45,15,3,0,235,0,11,13,10,8,9,3,0,0,60,332,492,1171,1345,1294,862,236,27,4,5756,0,15,23,14,22,6,0,0,0,91,46,18,26,28,16,16,4,0,0,157,45,36,48,46,43,26,7,0,0,246
POA6015,14,52,141,203,405,308,53,10,0,1182,96,87,34,20,55,75,82,24,9,485,0,4,6,0,6,12,7,4,0,35,0,4,0,3,5,3,0,0,0,16,109,150,176,232,473,401,139,40,12,1724,4,9,4,0,11,3,0,0,0,33,23,0,0,0,0,4,0,0,0,38,25,12,13,0,13,7,3,0,0,68,133,159,185,228,488,413,144,37,12,1795,182,35,14,5,39,74,162,210,120,839,6,3,8,9,19,15,14,8,3,87,320,195,214,246,543,496,316,257,136,2726,0,31,79,115,196,121,22,4,0,573,120,115,39,132,230,162,46,14,4,855,6,8,9,13,12,18,3,3,0,64,0,0,0,3,8,0,0,0,0,17,128,152,126,255,441,301,73,22,3,1509,0,3,3,0,6,3,0,0,0,21,14,3,3,5,6,5,0,0,0,42,15,12,4,4,14,7,0,0,0,63
POA6016,18,81,510,700,560,300,55,3,0,2228,101,109,170,137,88,74,41,12,0,728,7,11,7,16,12,13,5,0,0,76,0,0,12,11,0,0,0,0,0,31,130,200,705,863,667,383,99,17,0,3066,0,4,14,18,10,13,0,0,0,61,16,13,4,0,4,8,0,0,0,51,19,18,20,21,17,15,3,0,0,112,150,222,720,890,687,396,104,17,0,3180,121,21,43,28,43,115,203,123,58,753,9,13,38,39,26,19,12,3,6,171,284,255,797,952,758,531,314,147,54,4102,8,84,454,353,318,158,22,0,0,1403,124,175,292,433,306,173,54,4,0,1561,9,7,42,34,11,17,6,0,0,136,0,6,15,9,0,0,0,0,0,28,137,268,808,834,636,353,83,4,0,3122,0,4,12,12,5,3,0,0,0,30,16,8,13,12,4,11,0,0,0,58,22,11,22,22,8,12,0,0,0,94
POA6017,9,57,381,267,119,72,15,0,0,916,12,48,140,93,34,24,15,5,0,381,0,7,20,10,7,8,4,0,0,44,0,0,16,0,5,0,3,0,0,28,21,111,556,376,165,99,38,5,3,1369,5,9,13,9,8,14,5,0,0,49,0,3,4,3,3,5,0,0,0,20,4,8,19,15,7,13,5,0,0,68,26,120,578,382,173,116,35,5,3,1437,28,12,27,40,34,49,113,66,21,385,5,14,49,43,25,17,14,0,0,163,52,149,649,468,233,183,164,75,20,1984,3,75,316,158,76,59,17,0,0,690,17,61,236,131,58,48,13,0,0,567,0,7,19,11,5,6,5,0,0,51,0,4,16,4,0,0,0,0,0,26,21,144,581,302,141,115,32,0,0,1336,0,3,6,10,0,0,0,0,0,28,8,4,7,5,7,7,0,0,0,30,8,9,19,18,7,5,0,0,0,57
POA6018,79,425,1942,2395,2010,1215,233,22,0,8312,428,380,305,251,264,321,227,44,0,2231,17,26,86,80,43,60,23,9,0,342,8,9,44,19,14,14,0,3,0,110,524,834,2377,2748,2327,1604,480,85,0,10988,7,38,52,27,60,47,12,0,0,239,100,37,9,10,10,12,6,0,0,191,109,71,63,41,72,56,18,0,0,430,632,906,2438,2789,2397,1666,496,82,5,11416,521,129,125,148,192,378,1043,971,409,3917,20,35,179,152,99,80,70,85,76,803,1174,1074,2744,3091,2695,2125,1603,1143,489,16136,32,375,1570,1206,1191,671,110,3,0,5161,559,552,755,1260,1094,734,245,37,0,5238,21,22,193,153,48,70,22,4,0,535,0,11,33,19,16,6,6,6,3,93,609,958,2554,2633,2345,1485,383,52,4,11027,11,18,30,35,42,18,0,0,0,150,75,29,29,46,33,29,0,0,0,249,88,41,62,81,73,46,3,0,0,399
POA6019,44,241,1464,1429,1099,689,118,13,0,5095,216,228,276,197,176,192,137,40,3,1461,17,13,77,80,33,42,13,3,0,277,0,10,41,25,16,11,4,3,0,106,283,492,1855,1728,1323,934,269,55,3,6942,8,13,34,37,43,26,6,0,0,161,48,11,20,10,10,11,9,0,0,113,57,26,50,44,49,34,13,3,0,274,335,517,1905,1771,1375,968,282,57,3,7217,371,62,100,87,131,214,532,404,171,2074,19,30,218,147,87,58,44,21,10,622,721,607,2220,2001,1589,1243,866,477,180,9911,16,193,1328,788,713,418,66,3,0,3524,260,310,614,714,550,430,161,23,0,3068,16,20,146,78,30,50,9,0,0,357,0,11,29,12,13,7,3,3,0,79,295,531,2119,1594,1309,904,240,27,0,7028,6,8,27,26,22,14,4,0,0,102,40,11,20,27,25,13,0,0,0,145,45,22,46,57,40,34,10,0,0,252
POA6020,61,212,506,1051,1223,819,198,20,0,4096,292,248,129,104,133,217,247,46,0,1417,13,14,33,34,35,47,17,0,0,197,5,3,7,17,16,4,3,0,0,63,372,477,674,1206,1408,1085,473,66,0,5765,7,10,19,17,14,28,18,0,0,105,75,12,7,5,3,14,9,0,0,124,80,21,24,17,23,44,24,0,0,230,454,496,697,1223,1431,1124,496,70,0,5996,240,59,55,40,75,249,1037,690,182,2623,12,16,30,52,71,47,53,28,8,314,705,577,783,1319,1570,1423,1582,791,190,8938,23,137,358,468,607,431,78,4,0,2109,306,279,256,658,651,582,260,17,0,3002,14,18,54,84,40,60,20,3,0,292,6,0,8,19,6,9,0,0,0,45,345,438,681,1229,1301,1077,355,24,0,5456,0,3,14,11,8,11,5,0,0,53,70,8,6,16,25,18,5,0,0,147,72,16,23,22,38,25,6,0,0,194
POA6021,37,212,965,1129,922,643,149,11,0,4075,172,201,191,140,163,172,115,31,0,1197,6,8,41,31,19,34,3,4,0,140,4,8,23,20,12,11,6,4,0,80,219,432,1216,1326,1115,860,274,52,0,5490,10,19,39,26,35,28,0,0,0,159,26,19,18,4,7,12,8,0,0,99,38,34,55,34,50,40,5,0,0,261,257,466,1270,1356,1159,898,280,54,0,5753,238,72,83,111,112,220,579,570,245,2241,10,33,73,67,62,48,29,34,5,373,513,569,1430,1535,1337,1170,899,660,257,8364,19,183,715,581,546,351,63,3,0,2461,240,255,425,597,472,365,164,9,0,2533,6,15,70,49,27,33,14,0,0,213,4,11,20,12,17,7,3,0,0,70,278,462,1226,1238,1065,750,236,13,0,5273,3,9,22,19,18,13,5,0,0,96,38,13,20,30,19,17,5,0,0,140,39,17,46,53,41,29,10,0,0,233
POA6022,17,51,229,285,226,145,34,0,0,984,41,48,36,41,37,36,39,10,0,275,0,0,13,17,17,7,4,0,0,55,0,5,6,5,3,0,0,0,0,22,58,99,284,340,278,187,79,10,0,1334,5,5,6,8,8,6,0,0,0,38,12,0,0,0,4,0,3,0,0,27,14,3,11,12,12,5,3,0,0,63,75,104,291,349,295,187,83,10,0,1399,61,17,19,15,23,41,212,167,30,580,4,5,23,17,13,6,3,6,6,80,138,126,329,379,338,237,303,180,31,2056,5,37,151,125,127,100,15,0,0,567,57,52,107,158,118,77,38,0,0,606,5,3,30,17,6,11,4,0,0,80,0,0,3,0,3,0,0,0,0,10,66,92,289,307,256,184,60,4,0,1262,0,0,0,0,4,0,0,0,0,13,14,6,6,11,9,3,6,0,0,38,14,8,9,13,14,3,6,0,0,50
POA6023,50,148,381,850,908,497,110,12,0,2961,210,118,87,72,97,124,128,29,0,864,9,6,11,37,20,28,21,6,0,138,0,3,9,3,7,7,0,0,0,31,270,272,488,969,1041,658,268,42,0,4002,11,5,20,13,19,15,0,0,0,96,61,17,11,4,4,11,4,0,0,108,71,23,34,24,27,21,5,0,0,204,341,297,516,986,1069,682,276,42,0,4205,230,40,41,37,54,132,606,439,101,1682,3,10,27,34,40,30,22,13,8,183,576,343,583,1063,1164,850,899,491,112,6074,9,98,243,363,460,282,55,3,0,1510,261,175,193,549,501,301,133,14,0,2132,7,3,48,55,28,41,14,0,0,188,8,3,6,11,7,4,6,0,0,41,281,281,496,974,996,632,200,21,0,3877,0,3,4,11,5,4,0,0,0,41,43,9,5,26,18,8,6,0,0,112,46,9,9,36,21,14,6,0,0,146
POA6024,58,139,510,751,641,383,103,5,0,2583,134,109,102,101,89,109,89,20,3,768,5,9,22,31,34,26,13,5,0,144,4,0,10,11,4,6,0,0,0,35,204,255,647,889,769,521,209,28,3,3531,7,23,21,21,32,16,4,0,0,125,44,14,6,3,11,4,0,0,0,83,54,35,30,27,40,19,5,0,0,210,253,287,684,916,809,543,215,31,3,3741,146,38,52,45,72,101,580,394,69,1488,8,16,25,49,54,31,24,16,5,229,407,343,760,1011,938,676,816,436,68,5457,17,103,346,322,391,221,55,4,0,1466,185,147,248,413,334,239,111,12,0,1681,4,7,64,48,17,23,15,0,0,189,4,3,9,10,3,4,0,3,0,42,214,264,667,796,748,497,181,19,0,3381,4,7,11,7,10,4,0,0,0,39,38,9,13,23,11,16,0,0,0,104,43,8,24,33,17,19,0,0,0,142
POA6025,121,386,1243,1620,1543,1107,224,6,0,6239,321,282,216,205,208,264,225,38,3,1758,12,15,62,50,62,71,27,4,0,304,5,11,36,28,9,13,6,0,0,100,456,685,1553,1904,1829,1452,482,47,3,8403,16,38,48,42,50,57,4,0,0,253,75,23,13,12,10,17,12,0,0,160,97,61,63,54,58,71,19,0,0,413,551,748,1613,1954,1878,1517,500,47,3,8820,408,98,104,110,140,322,1185,692,161,3214,21,22,92,94,91,70,47,30,8,475,981,869,1806,2162,2112,1907,1739,765,173,12505,37,261,835,747,852,604,89,6,0,3434,436,344,565,927,801,767,250,17,0,4107,13,19,139,110,48,66,27,0,0,425,3,11,14,20,7,8,0,0,0,71,493,631,1553,1813,1712,1443,370,22,0,8034,3,12,23,24,30,24,3,0,0,117,93,15,18,34,27,22,9,0,0,219,92,33,42,61,57,47,8,0,0,337
POA6026,79,270,611,1111,1102,967,187,6,0,4322,290,238,129,121,130,210,210,25,4,1360,9,8,24,52,39,56,28,4,0,228,0,3,9,9,13,12,3,0,0,49,377,524,774,1296,1280,1245,423,27,7,5963,14,22,31,26,26,29,4,0,0,154,63,16,10,3,5,9,6,0,0,114,74,38,43,33,22,42,9,0,0,262,455,567,815,1329,1308,1284,435,33,7,6224,275,88,60,78,54,224,964,465,247,2452,14,13,37,47,52,51,28,9,18,269,742,665,909,1452,1417,1562,1432,504,260,8941,32,167,405,493,705,503,74,0,0,2382,376,274,266,712,615,665,175,14,0,3097,11,7,67,65,25,66,24,0,0,271,0,4,11,10,11,6,3,0,0,39,418,456,753,1270,1355,1245,281,19,0,5797,5,8,11,11,12,6,3,0,0,55,65,22,12,21,20,13,6,0,3,160,68,29,21,28,33,15,11,0,3,217
POA6027,182,629,1663,2140,2072,1659,313,12,0,8674,438,450,386,257,262,383,272,27,0,2473,20,35,97,75,83,113,35,0,0,458,4,17,31,33,22,23,10,0,0,128,649,1127,2174,2501,2438,2166,631,40,6,11737,29,62,86,55,62,74,14,0,0,391,116,50,30,15,4,16,13,0,0,245,143,107,126,75,71,92,27,0,0,638,791,1239,2293,2575,2505,2261,658,42,6,12374,521,192,211,174,188,506,1486,773,224,4263,44,74,142,171,148,140,87,53,42,900,1355,1497,2655,2920,2849,2897,2230,871,268,17536,68,358,1006,963,1233,862,130,0,0,4617,620,608,774,1171,1080,1060,309,23,0,5642,15,31,188,117,66,139,31,0,0,592,9,7,31,29,18,17,8,0,0,114,707,1010,2005,2278,2396,2078,472,23,0,10968,14,22,36,36,36,30,0,0,0,171,91,44,41,52,44,43,14,0,0,323,104,65,71,86,80,71,14,0,0,494
POA6028,113,359,748,1000,1605,1189,156,3,0,5173,333,256,144,122,151,236,124,14,0,1381,15,15,25,35,63,65,19,0,0,249,7,14,15,23,24,12,0,6,0,99,466,656,932,1175,1848,1510,299,21,0,6904,18,38,42,19,22,31,6,0,0,176,82,14,12,0,4,16,6,0,0,136,97,57,54,21,25,45,10,0,0,309,567,708,989,1200,1874,1553,307,21,0,7211,375,92,72,53,55,238,654,296,77,1909,18,27,47,59,96,53,26,14,7,344,958,829,1105,1310,2020,1845,981,325,79,9465,43,236,432,542,915,513,42,0,0,2725,453,376,355,579,821,644,95,10,0,3326,18,22,71,52,42,73,8,0,0,272,6,10,13,17,13,8,5,3,0,80,521,646,872,1190,1797,1234,144,9,0,6411,12,9,17,20,22,11,0,0,0,100,76,24,18,25,30,21,8,0,0,196,85,33,44,47,51,31,5,0,0,300
POA6029,9,25,65,127,166,108,18,4,0,518,45,36,19,7,20,23,37,15,0,205,0,3,3,3,4,13,3,0,0,32,0,0,0,7,0,0,0,0,0,8,65,64,86,144,190,141,58,14,0,760,0,0,0,4,0,0,0,0,0,16,14,6,0,0,0,0,0,0,0,16,10,3,3,4,0,5,0,0,0,33,76,66,89,149,193,151,58,14,0,794,27,8,3,6,13,35,87,78,26,274,4,0,11,6,7,10,7,7,0,58,99,76,102,164,210,193,155,97,33,1127,4,17,49,59,82,51,3,0,0,263,55,54,30,77,91,59,34,0,0,407,4,3,11,7,6,7,0,0,0,40,0,0,0,0,0,0,0,0,0,8,67,80,89,145,174,123,41,0,0,718,0,0,4,0,3,0,0,0,0,4,7,3,0,0,0,0,0,0,0,14,7,3,5,5,0,0,0,0,0,20
POA6030,193,578,1564,1799,1974,1313,201,6,0,7633,440,389,350,253,265,302,151,28,0,2186,17,27,95,76,116,91,21,0,0,452,17,36,55,30,37,32,7,3,0,216,677,1031,2061,2154,2392,1736,383,43,0,10480,40,88,107,65,63,62,9,0,0,449,124,30,27,13,7,16,16,0,0,228,163,124,142,77,71,77,23,0,0,674,837,1153,2201,2236,2462,1811,408,43,0,11154,578,200,199,145,221,421,884,774,295,3713,55,70,191,187,184,152,57,42,20,949,1465,1420,2585,2571,2865,2385,1348,857,319,15817,79,456,897,916,1217,722,75,5,0,4360,600,521,826,988,1076,718,157,15,0,4902,19,36,156,86,79,74,17,0,0,471,16,13,43,35,29,22,4,3,0,168,717,1026,1922,2022,2397,1542,257,15,0,9901,33,51,54,35,59,40,0,0,0,266,116,43,66,60,45,50,8,0,0,394,147,95,117,98,109,90,14,0,0,662
POA6031,94,268,955,1087,901,462,67,0,0,3827,217,152,159,123,117,97,55,5,0,924,7,11,51,42,30,45,5,0,0,187,7,15,31,32,17,8,5,0,0,117,326,447,1188,1284,1064,613,120,5,0,5049,13,25,53,23,15,20,4,0,0,149,69,15,8,5,0,5,4,0,0,104,85,40,62,29,18,25,4,0,0,256,409,494,1250,1313,1077,631,128,6,0,5307,271,74,73,70,80,116,261,141,22,1116,16,24,77,76,74,36,18,7,0,327,696,592,1399,1462,1232,784,405,159,22,6742,39,168,572,571,548,275,30,0,0,2192,290,267,498,590,441,255,53,3,0,2402,7,18,124,51,36,29,4,0,0,264,7,11,21,11,16,13,0,0,0,75,345,464,1211,1228,1035,571,89,3,0,4935,11,18,24,19,17,11,0,0,0,100,61,20,22,29,17,12,3,0,0,166,74,41,58,48,34,17,0,0,0,266
POA6032,4,0,10,4,10,6,0,0,0,38,0,3,5,3,6,7,0,0,0,20,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,5,16,16,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,14,5,14,16,0,0,0,65,0,0,0,0,0,0,7,0,0,14,0,0,0,0,3,3,0,0,0,9,7,3,14,5,18,17,12,7,0,88,0,0,0,3,6,3,0,0,0,14,0,0,0,9,5,9,5,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,0,10,5,13,5,0,0,54,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POA6033,0,11,16,16,14,25,10,3,0,88,3,0,4,3,3,3,7,0,0,34,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,10,21,21,27,29,19,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,21,22,27,29,19,0,0,138,7,0,6,0,0,6,11,0,0,44,0,3,3,0,0,5,0,0,0,21,12,18,31,26,27,39,34,4,0,199,0,0,7,7,17,12,0,0,0,46,8,6,3,17,13,15,7,0,0,60,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,12,4,12,20,32,25,11,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6034,10,57,306,202,121,45,9,0,0,749,22,20,39,20,13,9,7,0,0,126,0,6,14,13,8,5,0,0,0,44,0,5,5,4,4,0,0,0,0,22,33,81,361,234,142,63,19,0,0,943,3,12,12,3,9,0,0,0,0,33,8,0,5,0,0,0,0,0,0,20,16,10,15,5,9,0,0,0,0,51,45,93,379,243,151,63,23,0,0,995,40,6,15,8,12,15,46,23,0,167,9,11,27,27,20,11,0,0,0,97,89,109,421,278,182,88,66,26,0,1262,4,45,157,101,83,44,4,0,0,441,34,55,115,93,75,24,12,0,0,407,5,7,38,12,12,4,0,0,0,79,0,4,8,5,5,0,0,0,0,15,45,112,317,213,166,68,15,0,0,944,0,3,9,3,0,0,0,0,0,19,8,0,4,8,3,3,0,0,0,32,9,7,16,9,0,4,3,0,0,50
POA6035,37,137,431,460,461,275,28,0,0,1840,77,45,69,75,54,72,38,5,0,435,6,4,26,39,33,28,4,0,0,144,3,0,26,20,9,3,0,0,0,70,122,195,555,592,559,384,76,11,0,2485,19,19,14,23,19,13,7,0,0,112,31,6,0,4,5,0,5,0,0,53,46,25,19,28,28,20,9,0,0,170,171,219,576,615,586,400,80,11,0,2649,173,36,54,47,65,103,295,217,38,1027,27,22,53,59,53,38,16,25,18,312,367,273,679,727,700,548,390,245,57,3989,23,61,221,233,256,149,19,0,0,960,109,73,220,316,227,172,39,0,0,1157,0,14,43,26,38,18,0,0,0,134,4,5,12,4,3,5,0,0,0,34,137,156,493,576,518,341,68,0,0,2289,11,13,15,9,20,7,0,0,0,72,22,8,30,21,11,13,3,0,0,113,26,19,48,32,31,24,3,0,0,184
POA6036,76,280,730,836,904,473,72,0,0,3371,230,173,137,119,125,67,31,6,0,886,9,15,45,45,50,35,4,0,0,198,7,13,36,20,10,10,0,0,0,97,321,485,942,1022,1089,581,103,13,0,4549,20,32,39,26,35,10,0,0,0,166,70,11,11,3,6,3,4,0,0,110,90,47,48,28,40,18,5,0,0,275,412,530,990,1045,1127,597,112,13,0,4828,254,78,82,65,86,142,321,156,33,1214,33,22,63,79,86,43,16,13,0,353,698,633,1135,1188,1304,784,446,175,36,6402,41,221,419,451,580,253,34,0,0,2000,305,241,373,506,450,276,59,0,0,2210,13,13,70,43,42,15,0,0,0,198,7,6,24,19,7,0,0,0,0,69,366,481,889,1020,1076,545,97,3,0,4483,14,22,31,25,20,11,0,0,0,131,68,27,27,29,28,22,0,0,0,207,84,56,59,48,49,33,0,0,0,329
POA6037,10,43,138,133,175,115,11,4,0,628,16,10,25,18,32,35,18,6,0,159,4,0,6,8,19,10,0,0,0,57,0,5,3,6,0,0,0,0,0,19,27,62,173,168,225,168,33,5,0,860,4,5,7,0,9,11,0,0,0,35,14,0,3,0,0,3,0,0,0,27,17,4,11,0,9,15,0,0,0,60,49,65,181,172,236,180,30,5,0,921,58,14,12,15,32,66,139,82,11,437,10,6,20,37,28,25,11,8,0,149,115,88,220,219,294,274,178,96,16,1505,6,25,44,61,110,41,5,0,0,297,27,26,75,99,76,67,18,0,0,388,0,4,11,7,8,14,0,0,0,46,0,0,0,4,0,0,0,0,0,12,38,55,133,170,189,127,23,0,0,739,4,3,3,4,4,3,0,0,0,24,6,0,3,9,7,11,0,0,0,34,9,5,10,16,8,11,0,0,0,60
POA6038,35,139,646,651,420,194,31,0,0,2114,65,73,119,72,58,33,26,6,0,439,0,7,44,25,12,10,4,0,0,110,3,3,15,11,8,3,0,0,0,41,104,225,816,761,501,239,55,4,0,2698,13,20,20,20,19,15,3,0,0,102,24,10,6,4,3,6,0,0,0,51,40,33,25,24,17,26,3,0,0,157,138,260,839,779,515,261,59,4,0,2857,116,24,41,33,24,40,130,58,12,479,14,17,53,57,45,19,0,0,0,211,271,294,935,873,580,325,190,63,14,3549,24,102,381,293,298,131,12,0,0,1240,116,131,346,316,208,105,16,0,0,1237,6,12,70,40,13,5,0,0,0,146,0,3,16,4,3,3,0,0,0,34,148,241,808,650,528,244,32,0,0,2652,11,9,12,12,6,5,0,0,0,60,36,8,25,29,5,7,0,0,0,109,44,18,37,45,15,11,0,0,0,165
