POA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
POA6282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,3,19,0,0,4,3,3,8,0,3,22,49,46,72,123,116,121,34,4,560,3,3,0,8,10,6,4,0,48,59,52,74,138,127,132,38,13,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,44,55,97,115,129,102,24,3,565,3,6,11,3,9,7,3,0,48,50,62,105,123,141,111,22,4,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,8,0,3,21,0,4,3,3,0,8,0,3,25,95,101,162,237,244,218,55,10,1125,15,14,13,15,20,17,6,0,95,105,117,181,261,264,243,64,16,1246
POA6284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,4,10,0,0,27,0,5,0,12,3,10,0,0,28,96,93,221,181,146,104,43,12,901,9,15,34,32,15,9,6,0,122,107,110,253,226,159,120,57,15,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,87,124,265,189,169,105,36,12,985,7,18,32,22,12,10,5,0,103,88,144,297,217,184,117,37,16,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,12,4,9,0,0,30,0,5,0,13,3,9,0,0,41,178,218,485,373,309,206,78,30,1888,17,23,58,50,30,24,15,5,221,194,251,549,436,349,233,95,32,2145
POA6285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,17,33,15,9,120,0,0,10,28,23,33,15,9,121,450,553,706,729,566,458,144,35,3624,43,79,82,97,35,43,10,7,400,493,630,794,852,620,533,168,48,4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,6,0,23,0,0,0,7,5,4,6,0,23,367,572,890,731,620,493,172,73,3930,32,42,63,70,29,35,9,14,281,401,613,955,806,657,528,185,90,4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,21,38,20,9,136,0,0,15,31,22,38,20,9,137,816,1123,1598,1458,1182,952,319,110,7559,77,117,143,167,67,76,11,14,676,896,1243,1754,1658,1275,1061,357,139,8379
POA6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,0,0,3,0,5,0,0,8,21,39,65,59,68,45,10,3,309,4,4,12,7,3,0,0,0,29,25,43,73,63,77,50,14,3,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,21,44,69,40,63,43,16,6,299,4,5,6,0,9,3,0,0,31,26,51,76,41,72,50,18,6,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,11,0,0,0,3,4,5,0,0,11,41,85,133,91,132,87,30,5,609,7,14,13,8,13,3,0,0,56,47,95,149,102,149,97,34,5,678
POA6288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,3,0,4,0,0,6,34,20,29,52,41,36,18,0,240,0,0,5,4,6,4,3,0,21,34,28,31,63,48,47,16,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,20,23,33,46,41,37,8,0,215,4,3,7,0,4,3,0,0,16,25,28,38,46,49,42,16,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,10,0,0,3,3,3,4,0,0,16,56,48,64,95,83,76,26,0,454,4,7,6,4,6,7,7,0,36,56,50,72,106,95,85,37,3,505
POA6290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,28,24,10,78,0,0,0,3,11,28,24,10,78,38,39,64,82,143,190,88,32,669,0,4,7,12,15,14,5,8,64,40,42,70,94,168,228,120,50,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,11,35,39,68,102,176,201,106,49,784,0,3,3,8,11,13,9,7,55,37,48,73,111,189,211,114,58,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,27,24,13,86,0,0,0,6,11,27,24,13,85,72,80,135,181,319,389,196,75,1448,8,10,14,23,22,26,15,14,125,80,94,148,210,353,442,235,106,1660
POA6302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,21,52,28,16,132,0,4,4,10,21,52,28,16,128,107,108,133,158,257,278,150,28,1218,13,19,16,25,35,23,21,14,152,119,130,150,192,312,353,189,52,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,6,0,23,0,0,0,3,6,9,6,0,23,95,111,169,180,289,308,150,50,1349,12,17,10,16,23,14,32,3,119,101,121,179,205,319,331,179,54,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,30,55,28,18,154,0,4,9,14,30,55,28,18,153,200,216,301,335,546,586,297,76,2561,22,34,22,40,60,40,48,18,270,221,250,330,391,634,686,371,108,2992
POA6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,15,9,59,0,0,0,0,4,26,15,9,59,52,51,64,89,121,139,65,18,599,15,11,10,16,13,19,13,0,92,57,66,80,103,137,181,94,31,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,7,0,0,0,3,5,3,0,0,7,47,51,72,98,128,145,68,21,623,7,8,6,13,18,17,5,4,84,53,55,79,106,147,163,73,27,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,31,15,9,68,0,0,0,3,6,31,15,9,68,92,99,139,186,249,278,130,40,1222,27,14,17,26,31,35,22,7,178,113,117,161,212,290,348,168,58,1468
POA6306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,23,0,0,0,0,0,10,0,4,23,26,32,44,62,66,62,33,10,354,3,0,9,11,8,7,0,0,38,33,32,51,75,82,81,40,19,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,39,45,69,60,51,50,22,367,9,5,10,5,6,3,4,0,35,34,42,57,69,65,55,54,22,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,21,0,0,0,0,0,10,0,0,21,53,70,90,129,128,118,86,34,713,15,4,12,6,15,8,3,0,72,70,76,109,139,142,135,93,41,810
POA6308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,15,8,4,42,0,0,0,9,8,15,8,4,43,68,56,78,83,115,103,56,11,570,10,4,8,18,18,7,8,3,71,79,64,85,108,143,127,72,15,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,9,48,66,64,92,107,102,66,9,558,6,7,11,14,8,15,11,5,74,51,74,70,110,124,116,74,19,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,14,8,8,49,0,0,0,9,13,14,8,8,52,113,125,137,178,225,202,127,26,1131,12,10,19,31,22,19,19,9,140,130,134,154,218,266,240,153,37,1326
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,11,0,0,0,4,5,10,0,0,11,16,8,6,23,24,23,6,5,107,0,0,0,0,3,0,5,0,12,11,12,10,30,25,31,12,5,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,12,4,11,23,24,13,7,5,101,3,0,0,4,0,0,0,0,10,16,8,12,30,24,20,8,5,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,21,0,0,0,5,5,7,0,0,21,27,15,14,45,47,38,16,7,213,4,4,3,4,3,0,9,0,22,26,19,24,57,46,50,21,7,256
POA6311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,15,0,0,0,0,4,4,6,0,15,13,28,23,45,50,44,18,7,229,5,0,8,5,5,0,3,0,20,19,25,32,50,55,54,29,7,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,21,29,18,38,49,44,12,0,218,4,3,0,0,4,4,3,0,21,29,28,20,43,59,45,16,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,14,0,0,0,0,3,9,6,0,14,37,54,45,82,102,87,33,5,446,6,4,3,6,10,7,5,0,42,46,57,51,89,114,98,39,10,506
POA6312,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,5,3,8,34,9,7,71,0,0,5,3,8,34,9,7,75,259,238,192,249,257,233,117,30,1576,30,27,29,30,31,26,22,14,209,293,265,227,287,294,289,147,59,1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,12,0,0,0,3,7,4,0,0,12,247,222,244,242,301,224,143,64,1692,30,33,26,24,18,22,20,29,203,278,254,275,265,327,251,166,98,1915,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,3,8,7,37,16,9,85,0,0,3,10,7,37,16,9,87,506,460,440,499,560,459,253,94,3274,65,62,61,51,50,44,45,47,414,573,519,501,552,617,545,311,154,3770
POA6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,20,22,15,9,0,86,0,0,0,6,0,0,0,0,8,8,8,11,22,22,15,12,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,11,17,26,7,6,0,95,0,0,4,0,0,0,0,0,7,13,14,17,24,24,7,11,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,22,40,45,26,14,0,180,4,0,6,5,0,0,0,0,14,19,23,31,42,48,25,18,0,203
POA6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,21,11,5,41,0,0,0,9,4,21,11,5,41,63,80,94,97,131,117,66,14,661,12,12,12,10,11,14,8,0,83,77,93,108,108,150,150,78,14,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,70,83,82,99,147,122,62,29,695,13,15,14,14,11,20,11,3,92,82,92,94,116,161,144,71,31,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,19,8,5,50,0,0,4,5,3,19,8,5,50,133,163,176,196,278,241,126,37,1350,26,21,30,22,23,33,14,0,176,154,181,204,226,308,297,153,47,1577
POA6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,6,12,18,15,20,40,20,5,0,133,0,4,5,0,0,5,4,0,20,17,18,14,23,40,24,15,4,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,23,20,25,24,4,5,135,0,0,4,0,0,3,5,0,18,18,20,26,21,27,26,13,5,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,7,27,36,32,42,62,48,15,6,269,4,4,9,3,6,9,9,0,34,29,37,42,43,68,53,22,3,313
POA6317,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,11,32,15,5,63,0,8,0,3,11,32,15,5,68,225,244,222,219,250,168,88,21,1444,34,30,37,28,19,16,10,7,180,256,279,259,250,281,213,111,32,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,5,0,0,0,0,8,216,230,194,214,228,203,109,46,1437,34,24,25,20,19,20,14,16,157,245,248,218,240,244,219,120,64,1605,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,8,10,27,15,9,75,0,8,5,8,12,27,15,9,78,437,475,418,436,475,367,193,66,2878,67,55,60,43,33,37,22,21,336,504,531,483,485,523,430,232,100,3293
POA6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,15,24,29,31,33,26,5,0,167,0,4,3,0,0,3,4,0,20,15,27,30,36,39,31,13,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,4,0,0,0,0,7,15,22,34,28,32,25,6,0,157,3,3,0,5,10,0,6,0,25,15,24,34,29,38,26,13,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,10,0,0,0,3,3,3,0,0,10,30,50,58,56,64,50,15,0,330,4,10,5,10,8,8,8,0,43,29,53,65,64,80,64,26,0,380
POA6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,10,0,0,0,3,3,0,0,5,10,25,28,22,28,50,27,16,3,191,6,3,0,8,0,0,0,0,21,34,27,28,35,53,29,16,4,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,28,22,39,19,17,3,179,8,3,5,4,8,0,0,0,33,33,33,35,27,49,19,21,3,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,11,0,0,0,3,3,0,3,5,11,50,52,52,49,92,43,29,9,375,16,8,10,13,13,0,0,0,54,68,56,57,67,102,46,34,8,435
POA6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,3,20,17,18,31,39,25,20,0,170,5,0,0,0,5,0,0,0,23,24,23,23,35,43,32,19,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,20,16,31,28,30,27,15,0,168,0,0,10,0,5,3,0,3,22,23,22,39,31,32,29,21,5,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,0,0,0,5,0,3,0,0,8,34,36,48,60,69,50,37,3,345,4,7,8,5,10,3,3,3,44,45,40,63,62,72,62,44,4,393
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,7,8,16,14,17,12,0,84,3,0,0,0,0,3,3,0,14,8,7,9,15,14,28,9,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,9,17,15,10,10,0,88,5,0,0,0,3,3,0,0,8,13,11,12,18,21,18,9,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,13,14,20,32,30,32,21,5,169,3,0,4,3,3,3,4,0,23,22,14,25,34,30,41,23,7,198
POA6323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,23,12,0,57,0,0,0,11,14,23,12,0,57,36,31,34,56,93,85,31,3,370,3,0,8,6,12,4,5,0,43,42,33,39,76,110,114,49,4,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,29,27,41,68,92,90,40,0,378,6,4,6,6,6,7,4,0,38,36,28,49,75,91,101,42,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,22,13,0,61,0,0,0,7,11,22,13,0,61,69,57,71,120,178,170,72,5,748,9,4,12,18,14,13,7,0,83,77,60,87,147,203,205,98,7,890
POA6324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,31,12,7,82,0,0,3,10,14,31,12,7,83,171,136,169,211,243,209,90,23,1245,28,28,60,40,31,28,19,17,241,199,169,232,261,284,262,123,48,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,18,0,0,3,0,9,3,0,0,18,149,160,176,234,272,223,86,43,1344,13,20,21,24,27,34,18,18,170,157,173,201,262,308,264,107,59,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,40,14,9,93,0,0,8,10,17,40,14,9,101,314,293,344,448,512,435,180,65,2584,38,47,78,63,58,54,36,29,414,356,339,432,525,589,521,225,106,3100
POA6326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,16,0,0,5,5,3,4,0,0,19,18,24,24,30,39,38,13,0,180,0,0,3,4,3,5,0,0,20,20,28,23,39,45,42,13,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,25,38,49,34,3,0,192,4,8,7,5,6,0,0,0,22,27,22,29,42,55,29,9,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,15,5,0,5,5,3,4,0,0,19,44,47,48,68,84,68,24,8,378,8,7,8,8,12,3,0,0,45,51,53,52,82,106,75,24,8,441
POA6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,4,0,0,7,8,7,13,22,13,17,7,3,93,4,0,3,3,0,0,0,0,19,10,11,16,29,21,18,11,3,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,14,14,13,3,4,80,0,3,3,3,0,0,0,0,10,0,13,17,22,17,16,3,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,0,0,5,12,23,25,39,23,29,12,5,172,4,4,3,14,4,4,0,0,32,15,28,32,51,31,35,17,5,212
POA6328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,0,0,3,0,0,7,17,34,28,9,42,19,12,0,159,7,6,3,0,7,0,0,0,17,22,38,29,14,44,23,16,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,20,29,24,18,39,17,7,0,148,0,4,0,3,0,0,0,0,10,20,33,24,20,39,19,7,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,6,0,0,0,3,0,0,12,35,57,47,30,82,39,24,0,308,7,6,3,5,7,3,0,0,28,38,71,50,37,86,44,20,0,347
POA6330,0,0,0,0,0,0,0,0,4,4,7,5,10,3,0,0,0,28,5,20,37,107,146,272,148,118,852,6,25,46,115,153,272,148,118,883,1988,1795,1731,2015,2201,1978,1097,337,13143,143,283,227,166,153,134,67,43,1221,2138,2106,2003,2295,2503,2386,1312,500,15249,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,5,25,34,35,14,14,129,0,4,10,26,34,35,14,14,135,1831,1848,2044,2452,2656,2364,1420,577,15200,103,97,91,115,124,125,100,67,814,1931,1944,2142,2589,2817,2522,1540,664,16149,0,0,0,0,0,0,0,0,4,4,7,6,10,3,0,0,0,30,5,25,43,132,181,307,166,129,985,6,32,55,140,190,307,166,129,1018,3822,3640,3776,4466,4857,4341,2518,919,28347,243,381,316,278,278,261,163,107,2040,4075,4054,4146,4882,5324,4911,2852,1156,31396
POA6333,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,7,21,22,60,36,9,158,0,3,12,23,20,60,36,9,162,242,148,272,329,451,424,224,47,2134,34,19,29,40,47,32,22,10,237,272,169,308,390,520,512,277,67,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,0,4,28,0,0,4,3,3,9,0,4,28,221,200,340,392,496,475,234,72,2436,26,25,32,43,34,41,29,8,233,248,226,376,441,533,528,260,86,2695,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,12,22,21,65,34,16,179,0,3,12,23,22,65,34,16,185,463,346,613,724,947,892,457,125,4569,60,46,62,85,81,75,51,18,471,522,393,691,833,1055,1042,542,155,5225
