POA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,16
POA6107,4,0,0,0,1214,1223,72,5,0,0,2069,2151,2005,51,84,5,2867,5019,2871,118,197,6,1036,4230,1738,147,240,13,582,2713,1270,93,311,30,354,2055,896,53,252,63,127,1399,504,38,76,80,35,740,134,3,14,61,6,223,9503,506,1168,263,8293,19743,5,0,0,0,1149,1153,226,11,0,0,1694,1930,2622,92,114,4,1997,4827,2627,129,229,20,836,3850,1538,164,341,54,435,2530,1208,128,438,166,232,2167,804,60,305,306,76,1556,343,19,139,291,38,815,68,0,24,268,7,361,9440,595,1592,1111,6460,19194,13,0,0,0,2361,2373,305,16,6,3,3761,4089,4626,144,192,14,4864,9845,5500,245,424,30,1874,8073,3271,311,585,61,1014,5248,2485,217,746,192,589,4220,1706,112,557,370,206,2958,846,50,207,372,72,1557,195,8,42,327,15,583,18946,1107,2757,1372,14758,38939
POA6108,4,0,0,0,728,727,20,0,0,0,728,745,454,22,13,0,977,1467,1013,70,89,4,529,1703,955,70,144,3,330,1505,919,57,194,16,156,1337,898,44,145,37,62,1183,463,9,40,58,7,584,83,0,4,37,3,138,4812,267,637,158,3523,9399,5,0,0,0,704,703,45,5,0,0,651,701,675,46,47,4,769,1531,1084,90,95,10,361,1641,929,93,214,23,260,1520,954,82,255,75,96,1463,801,45,214,172,45,1273,310,16,64,249,7,635,39,0,13,139,0,190,4832,374,905,662,2892,9663,4,0,0,0,1430,1434,67,5,0,0,1381,1454,1123,62,60,4,1744,2998,2096,160,182,12,896,3341,1885,160,355,32,588,3022,1873,135,452,87,258,2806,1697,89,362,208,102,2454,773,23,102,306,17,1222,126,0,18,175,4,329,9643,648,1538,818,6417,19062
POA6109,3,0,0,0,404,405,3,0,0,0,426,431,354,17,13,0,562,941,644,50,75,3,333,1102,493,43,91,7,227,869,343,35,131,11,136,665,323,27,93,27,48,516,175,9,36,36,15,265,41,0,4,23,0,78,2389,184,440,114,2154,5279,0,0,0,0,362,362,33,7,0,0,396,439,515,21,24,0,438,1003,613,47,54,12,237,957,408,39,88,22,153,714,336,34,146,58,91,663,283,22,119,107,33,551,130,4,46,124,11,311,17,0,4,109,6,137,2340,164,485,434,1719,5144,6,0,0,0,764,771,45,8,0,0,818,869,870,37,35,0,1002,1948,1254,93,128,21,567,2061,906,84,181,31,381,1585,679,67,282,71,231,1332,605,45,206,128,73,1069,300,14,76,163,22,582,62,3,14,136,8,215,4726,349,926,546,3870,10422
POA6110,3,0,0,0,1419,1421,43,0,0,0,1424,1467,988,47,39,3,1794,2872,2219,131,162,4,915,3426,1827,127,299,21,621,2892,1443,104,324,42,301,2207,1119,66,264,94,110,1652,557,34,89,105,37,814,151,4,24,109,7,291,8348,511,1200,367,6624,17047,3,0,0,0,1393,1403,104,11,5,0,1286,1403,1423,99,82,5,1473,3084,2303,185,246,29,784,3547,1723,157,398,77,485,2846,1345,131,477,138,184,2271,931,85,398,311,64,1784,407,16,153,447,22,1047,102,8,37,343,13,499,8345,684,1793,1352,5708,17881,5,0,6,3,2812,2824,145,9,3,0,2714,2869,2419,144,118,7,3266,5950,4520,312,408,32,1703,6977,3553,291,696,100,1108,5740,2785,231,797,175,491,4482,2046,153,666,403,168,3432,964,51,242,548,60,1861,250,9,61,450,20,790,16691,1194,2988,1714,12334,34927
POA6111,0,0,0,0,732,735,16,4,0,0,677,696,369,30,20,0,992,1411,776,71,102,8,561,1517,837,98,184,12,457,1585,979,66,266,37,247,1582,926,56,187,48,84,1295,419,15,63,81,26,599,102,0,13,48,5,172,4421,333,837,233,3776,9600,0,0,0,0,709,708,34,5,0,0,593,635,520,38,36,4,779,1377,850,94,146,6,456,1554,901,100,271,29,292,1600,925,92,340,90,139,1584,859,45,259,197,47,1409,302,23,101,209,10,640,52,0,18,133,4,206,4438,389,1175,678,3033,9718,3,0,0,0,1439,1444,50,10,0,6,1273,1330,884,69,53,3,1775,2785,1626,164,251,13,1017,3073,1743,199,459,45,751,3188,1901,157,607,125,381,3166,1780,95,452,254,132,2707,721,32,165,290,35,1242,155,0,33,180,9,379,8858,730,2011,908,6807,19320
POA6112,5,0,0,0,1982,1988,66,0,0,0,1898,1973,1948,84,66,5,3195,5301,4365,207,266,10,1342,6188,2536,203,419,27,801,3981,1919,164,456,68,389,2995,1354,90,333,97,135,2008,682,37,120,100,48,984,142,3,24,79,8,258,13020,794,1695,378,9788,25672,5,0,0,0,1971,1975,155,19,4,4,1868,2043,2922,185,120,14,2821,6054,4305,287,406,38,1228,6262,2274,268,564,91,679,3875,1777,174,728,217,272,3172,1230,94,462,424,91,2300,477,24,140,395,23,1062,62,6,26,269,9,370,13213,1050,2446,1458,8953,27112,7,0,0,0,3955,3958,225,19,7,4,3766,4015,4872,273,191,16,6011,11350,8669,488,673,49,2570,12452,4811,468,981,114,1481,7856,3698,339,1183,287,659,6165,2592,178,805,519,223,4309,1163,63,256,497,67,2046,206,6,49,350,13,626,26236,1844,4136,1831,18740,52786
POA6121,0,0,0,0,114,114,3,0,0,0,110,110,34,5,4,0,76,120,122,7,11,0,36,178,173,12,13,0,30,230,195,7,37,0,26,273,124,3,20,6,3,155,50,0,11,7,4,71,10,0,0,3,4,20,715,35,93,24,404,1269,0,0,0,0,118,118,0,0,0,0,76,84,46,0,7,0,78,133,144,4,10,0,37,197,198,3,25,5,36,271,173,9,30,9,23,243,120,0,18,7,11,153,22,0,11,17,0,48,4,0,0,10,0,8,712,25,91,47,374,1245,0,0,0,0,228,228,9,0,0,0,192,192,82,3,10,0,157,251,273,11,23,0,70,375,372,14,34,4,70,495,365,16,66,16,49,517,244,3,41,14,12,307,78,0,17,23,4,117,12,0,0,11,4,24,1429,57,185,70,779,2514
POA6122,0,0,0,0,629,629,26,0,0,0,527,555,686,43,30,0,939,1706,1142,52,101,0,457,1754,770,56,135,3,244,1206,636,39,136,12,57,879,434,11,59,34,21,555,180,6,18,29,9,237,30,0,0,22,3,57,3912,214,474,96,2888,7580,0,0,0,0,669,669,50,3,0,0,548,602,984,78,62,3,920,2046,1107,94,141,8,408,1751,743,64,197,23,194,1219,599,56,191,53,65,969,374,20,97,95,17,593,123,0,32,68,0,227,19,0,5,66,0,91,4006,317,725,301,2823,8173,0,0,0,0,1298,1298,77,3,0,0,1081,1161,1672,121,98,3,1863,3754,2251,151,241,3,868,3508,1517,117,328,23,437,2424,1239,102,326,65,124,1854,806,29,157,127,32,1149,307,8,44,93,11,467,49,0,9,83,3,139,7915,536,1200,399,5707,15756
POA6123,0,0,0,0,64,64,7,0,0,0,71,79,75,3,8,0,107,193,73,10,12,0,37,126,74,9,21,0,26,132,81,4,17,3,18,122,58,5,17,5,7,90,25,0,0,3,0,34,7,0,0,3,0,9,404,30,72,13,323,851,0,0,0,0,70,70,12,0,0,0,62,70,100,14,4,0,105,220,78,12,10,0,33,132,82,9,22,0,19,133,81,3,29,9,0,124,45,0,11,8,6,69,19,0,3,8,0,30,4,0,0,3,0,11,417,47,69,27,293,854,0,0,0,0,130,136,15,0,0,0,133,152,173,16,13,0,212,412,144,26,26,0,68,259,157,18,41,0,52,263,162,12,45,9,18,239,104,5,22,10,10,157,44,0,3,14,0,64,16,0,0,9,0,21,822,75,144,45,619,1703
POA6124,0,0,0,0,28,28,0,0,0,0,21,18,21,0,0,0,31,46,46,0,0,0,16,66,62,4,13,0,22,101,58,5,20,5,18,106,29,3,8,0,4,45,24,3,3,4,0,35,5,0,0,3,0,7,248,17,46,12,135,456,0,0,0,0,41,41,0,0,0,0,29,24,32,0,0,0,24,59,55,5,5,0,23,92,65,3,12,3,19,103,55,8,13,10,3,87,33,3,8,0,0,47,16,0,4,10,3,38,4,0,0,3,0,9,254,22,46,28,139,491,0,0,0,0,63,63,0,0,0,0,45,45,50,0,0,0,50,106,100,7,8,0,37,154,129,11,24,3,46,205,113,6,32,15,23,194,67,3,16,4,3,95,33,3,14,18,4,68,8,0,0,6,0,16,502,33,95,40,269,941
POA6125,0,0,0,0,123,123,9,0,0,0,94,100,72,4,7,0,130,212,136,12,12,4,94,257,230,27,41,0,83,385,203,7,40,0,39,283,143,8,33,9,12,202,86,5,3,11,3,107,11,0,5,6,0,18,876,67,140,31,579,1688,0,0,0,0,113,113,5,0,0,0,72,85,61,0,4,0,86,150,118,3,12,5,53,193,180,10,33,6,34,262,188,6,25,17,18,263,113,7,26,25,5,177,61,0,12,25,3,104,6,0,0,17,0,25,737,40,116,87,391,1373,0,0,0,0,240,240,16,0,0,0,168,184,129,6,7,0,217,366,256,14,28,0,150,445,408,46,78,3,114,648,387,14,66,20,57,548,256,12,57,32,19,380,145,5,19,37,3,211,20,0,5,21,0,47,1613,105,253,119,965,3062
POA6126,0,0,0,0,8,8,0,0,0,0,10,10,0,0,0,0,8,7,8,0,0,0,13,20,5,0,0,0,6,18,16,0,4,0,7,34,18,0,9,0,5,25,4,0,4,0,0,13,0,0,0,0,0,0,59,6,12,0,52,128,0,0,0,0,10,10,0,0,0,0,6,7,3,0,0,0,7,6,13,0,0,0,4,11,14,0,8,0,6,21,11,0,3,0,0,22,10,0,0,0,0,18,8,0,0,0,0,4,0,0,0,0,0,0,58,3,9,6,25,100,0,0,0,0,12,12,0,0,0,0,14,14,6,0,0,0,11,11,18,0,0,0,17,33,21,0,8,0,11,38,32,5,9,0,7,48,32,0,8,0,3,45,13,0,4,5,0,19,3,0,0,0,0,3,115,9,25,9,76,229
POA6147,0,0,0,0,429,429,10,0,0,0,510,522,360,9,22,0,710,1100,705,37,60,0,353,1155,562,51,100,3,199,911,505,39,129,13,132,820,534,35,92,33,55,750,264,15,44,31,12,366,50,0,3,31,0,89,2995,185,445,116,2402,6146,0,0,0,0,354,354,26,3,0,0,396,430,474,33,25,0,528,1064,707,43,72,5,290,1110,534,52,118,24,162,891,554,38,189,63,102,945,466,31,140,117,52,808,182,10,41,168,13,410,23,0,4,94,3,128,2957,207,595,474,1893,6127,0,0,0,0,776,773,37,7,0,0,911,957,841,42,40,0,1235,2161,1409,82,133,4,639,2263,1099,98,216,31,362,1803,1057,79,316,72,234,1761,996,62,233,154,111,1560,441,20,88,202,20,774,76,4,9,124,5,216,5956,395,1044,588,4293,12268
POA6148,0,0,0,0,674,674,6,0,0,0,566,572,269,5,8,0,542,828,911,36,39,0,239,1222,949,35,87,13,160,1238,817,37,107,14,109,1087,714,21,103,36,66,936,454,7,62,46,22,586,150,0,12,62,8,234,4276,143,419,170,2370,7379,0,0,0,0,655,659,22,0,0,0,525,545,398,8,12,4,449,870,1045,53,87,7,196,1388,999,51,131,9,128,1320,787,33,175,39,75,1103,677,32,187,139,52,1084,372,10,86,266,32,778,78,0,11,250,12,348,4374,194,691,713,2120,8092,0,0,0,0,1328,1328,24,0,0,0,1093,1117,664,17,20,4,988,1694,1958,89,121,7,435,2609,1945,87,225,17,285,2562,1604,69,284,53,179,2194,1395,49,286,171,112,2015,828,14,151,316,47,1360,227,0,22,310,18,583,8648,341,1107,884,4494,15469
POA6149,0,0,0,0,614,611,3,0,0,0,500,504,251,0,8,0,584,841,892,36,44,0,236,1210,905,39,72,4,128,1140,915,26,89,11,85,1127,1071,28,106,32,42,1281,461,8,44,43,16,574,108,4,10,74,0,190,4617,140,377,162,2193,7489,0,0,0,0,541,541,6,0,0,0,477,486,366,10,12,0,430,819,1000,40,71,6,190,1304,929,58,115,18,113,1230,1030,35,155,49,54,1320,938,32,179,148,51,1352,312,9,77,194,18,611,57,0,21,238,0,320,4639,190,630,653,1867,7982,0,0,0,0,1152,1149,7,0,0,0,978,992,621,14,21,0,1009,1662,1892,72,119,8,419,2513,1836,95,183,19,236,2373,1942,60,246,63,137,2445,2009,57,289,184,90,2632,777,20,123,235,31,1191,166,11,29,311,9,512,9252,325,1007,815,4061,15466
POA6150,0,0,0,0,474,473,9,0,0,0,513,518,157,3,12,0,517,691,483,17,30,0,161,689,606,22,44,0,70,739,642,18,61,0,35,761,728,19,43,23,14,827,389,10,23,48,3,474,129,5,7,63,4,208,3146,92,214,138,1790,5382,0,0,0,0,535,534,10,0,0,0,496,500,234,10,18,0,356,611,566,26,43,6,130,764,686,37,71,3,59,863,707,27,88,18,39,882,676,17,80,78,24,878,301,10,33,153,7,506,62,0,14,207,6,287,3240,125,348,466,1651,5828,0,0,0,0,1009,1009,12,0,0,0,1008,1021,385,15,29,0,874,1306,1049,37,70,3,292,1453,1295,60,121,4,124,1601,1354,41,142,18,81,1641,1406,34,122,102,41,1705,688,21,59,202,14,975,193,5,18,272,10,492,6388,213,561,605,3444,11207
POA6151,0,0,0,0,526,528,5,0,0,0,585,590,268,14,18,0,978,1280,667,33,73,0,347,1126,700,69,116,0,230,1118,693,52,148,23,130,1043,680,30,143,26,97,975,313,7,67,35,35,458,73,0,6,30,8,121,3405,204,574,125,2930,7238,0,0,0,0,443,443,12,0,0,0,634,641,362,24,27,0,861,1280,698,40,74,5,342,1156,750,72,166,12,174,1171,714,63,239,41,117,1169,611,27,216,102,83,1035,223,12,81,136,35,482,34,0,20,113,11,172,3393,227,813,405,2699,7549,0,0,0,0,972,978,17,0,0,0,1221,1233,633,36,47,0,1843,2552,1363,73,146,3,694,2279,1449,140,287,13,407,2292,1408,113,386,64,247,2210,1290,58,352,132,179,2012,532,16,147,173,69,937,106,4,25,145,18,290,6798,436,1389,538,5634,14794
POA6152,3,0,0,0,835,843,19,0,0,0,1119,1137,474,18,19,0,1522,2032,1043,41,82,0,506,1670,935,61,161,3,255,1418,899,48,172,34,197,1338,914,39,193,51,99,1289,470,19,73,64,43,665,171,5,21,117,17,323,4932,220,711,264,4585,10710,3,0,0,0,653,656,28,0,0,0,1069,1095,653,33,50,0,1291,2026,1116,59,130,4,457,1768,990,72,201,25,285,1566,942,80,328,62,188,1603,791,53,331,188,108,1473,348,18,153,312,72,897,121,9,46,426,18,615,4988,327,1231,1018,4135,11702,9,0,0,0,1490,1498,45,0,0,0,2183,2229,1121,51,64,0,2811,4051,2160,96,212,4,961,3441,1926,139,358,29,541,2985,1841,123,497,96,384,2939,1705,94,515,240,208,2760,818,39,226,373,113,1564,295,11,66,536,35,942,9925,548,1936,1283,8721,22412
POA6153,0,0,0,0,617,621,3,0,0,0,644,645,288,7,8,0,730,1035,970,53,72,0,262,1362,1030,62,97,4,165,1351,994,53,124,20,118,1306,954,26,115,31,58,1183,525,13,41,43,16,628,142,0,9,54,3,209,4914,206,471,152,2607,8352,0,0,0,0,626,629,9,0,0,0,647,662,412,15,30,0,675,1132,1118,67,99,4,265,1551,1074,72,183,19,154,1495,1030,67,240,49,102,1487,946,35,217,138,55,1390,365,7,94,210,20,692,69,0,17,202,14,301,5019,268,881,623,2550,9337,0,0,0,0,1242,1246,18,0,0,0,1289,1307,703,26,37,0,1402,2168,2085,117,175,4,523,2909,2105,134,276,19,317,2856,2023,116,366,70,221,2796,1900,60,329,168,114,2570,888,15,133,252,40,1325,212,3,29,259,10,510,9933,470,1352,774,5159,17690
POA6154,0,0,0,0,362,362,5,0,0,0,329,334,131,6,5,0,360,503,469,16,30,0,139,657,523,23,55,4,90,693,428,12,71,8,63,587,333,20,51,14,32,446,245,10,27,34,13,331,92,0,8,77,0,177,2219,87,254,138,1386,4094,0,0,0,0,315,315,10,0,0,0,255,259,175,5,8,0,279,471,553,34,39,7,109,750,527,46,95,14,97,781,407,21,103,20,60,611,349,25,84,64,40,555,177,14,70,157,14,432,59,0,22,285,13,383,2257,144,431,548,1194,4564,0,0,0,0,671,671,11,0,0,0,584,593,303,14,18,7,645,979,1026,51,75,11,252,1412,1049,70,150,14,187,1475,832,37,178,28,125,1193,683,39,132,78,68,1000,423,20,97,193,25,763,149,3,36,363,14,568,4480,232,680,693,2582,8660
POA6155,0,0,0,0,2091,2088,43,0,0,0,1886,1927,1013,48,42,0,1902,2994,3071,114,120,4,753,4057,3225,105,216,25,358,3936,2437,72,253,37,154,2954,1895,50,157,75,52,2228,770,11,59,75,18,937,167,5,5,83,6,262,12606,403,859,301,7208,21387,5,0,0,0,1990,1992,64,8,0,0,1556,1620,1338,52,52,4,1341,2787,3491,156,204,19,489,4353,3082,173,347,49,305,3948,2409,83,351,124,142,3112,1625,46,288,283,59,2295,508,14,97,338,18,977,87,0,27,275,0,389,12601,524,1363,1086,5896,21473,7,0,0,0,4076,4085,103,8,4,0,3441,3550,2347,101,89,4,3241,5786,6555,269,323,19,1241,8409,6312,280,566,72,657,7887,4845,154,605,164,298,6065,3515,98,443,355,109,4522,1276,26,160,415,42,1913,255,3,33,350,5,647,25209,931,2222,1391,13101,42858
POA6156,0,0,0,0,616,616,0,0,0,0,485,486,227,5,6,0,680,914,751,26,52,0,252,1083,932,54,126,4,217,1331,678,44,137,14,155,1024,510,14,104,22,52,706,336,17,42,53,13,460,133,8,15,74,10,234,3567,164,482,173,2484,6865,0,0,0,0,676,677,3,0,0,0,515,521,349,24,16,5,667,1046,851,35,75,3,293,1264,902,72,181,24,208,1382,662,50,241,32,153,1139,451,36,176,104,80,844,269,17,88,210,24,608,74,9,19,299,10,408,3558,244,796,678,2613,7883,0,0,0,0,1291,1291,7,0,0,0,1000,1005,565,25,24,5,1346,1963,1601,57,130,3,548,2345,1835,129,304,26,425,2713,1339,95,375,46,305,2158,964,53,281,128,128,1546,600,35,130,264,41,1071,205,11,34,375,12,641,7125,403,1275,849,5098,14751
POA6157,0,0,0,0,394,394,0,0,0,0,358,353,209,4,5,0,619,839,584,20,49,0,276,934,575,42,104,5,205,933,516,34,148,14,143,849,469,32,121,13,86,715,247,10,57,37,20,368,90,0,12,60,7,157,2690,147,487,127,2093,5557,0,0,0,0,410,412,8,0,0,0,402,416,298,15,14,0,685,1011,650,42,74,4,306,1074,589,57,161,14,235,1063,501,47,211,34,158,957,424,36,223,94,84,853,185,12,111,155,34,502,59,0,24,186,6,281,2714,207,826,499,2326,6566,0,0,0,0,807,810,10,0,0,0,759,768,511,23,19,0,1304,1848,1233,57,124,4,583,2010,1163,103,270,21,439,1996,1024,84,356,48,298,1811,887,60,345,112,168,1573,431,27,167,194,59,874,147,5,33,242,14,439,5402,355,1319,622,4422,12128
POA6158,0,0,0,0,256,256,0,0,0,0,190,190,62,3,4,0,274,347,267,12,20,3,112,408,369,20,51,0,130,576,338,13,57,8,90,506,320,14,56,13,39,438,136,5,38,23,19,216,56,0,6,35,9,103,1538,75,227,85,1123,3046,0,0,0,0,278,278,0,0,0,0,186,184,83,6,10,0,269,369,329,23,32,4,130,517,386,34,95,8,109,626,351,23,103,15,83,573,266,10,86,47,35,438,119,7,47,75,13,259,33,4,18,101,5,149,1564,107,387,246,1100,3394,0,0,0,0,534,534,0,0,0,0,377,378,153,7,16,0,545,717,590,39,46,3,241,925,754,60,141,11,232,1198,683,41,164,25,170,1081,583,25,136,62,77,876,256,9,87,92,29,471,86,4,20,134,16,254,3096,177,611,333,2220,6439
POA6159,0,0,0,0,77,76,0,0,0,0,85,85,33,4,0,0,162,207,121,6,15,0,104,246,99,16,32,0,69,223,203,14,56,4,46,319,169,5,51,12,28,266,111,0,28,9,11,158,27,0,8,11,0,51,765,43,198,37,586,1642,0,0,0,0,75,75,3,0,0,0,112,113,58,3,0,0,228,291,129,9,17,0,106,259,135,17,37,3,57,253,177,20,64,10,41,320,170,3,74,25,14,286,94,0,26,46,4,180,11,0,4,49,0,63,776,52,223,139,648,1837,0,0,0,0,147,154,3,0,0,0,196,200,92,4,0,0,396,501,251,15,32,0,210,507,239,32,71,3,130,471,384,31,114,13,91,637,332,12,134,40,43,560,205,3,64,56,15,338,37,0,12,62,0,114,1541,92,421,180,1235,3481
POA6160,0,5,0,0,173,178,4,0,0,0,281,285,92,0,14,0,714,823,241,27,42,0,392,698,244,48,118,9,237,653,290,33,151,5,170,654,230,30,116,19,92,489,148,10,34,18,25,241,33,0,10,14,7,61,1290,156,488,61,2082,4079,0,3,0,0,190,192,0,0,0,0,350,348,123,0,11,3,740,871,246,23,50,0,275,600,278,37,117,11,197,640,290,31,144,33,125,623,236,29,167,40,71,550,96,9,64,81,14,260,17,0,8,78,3,102,1280,131,567,249,1963,4185,0,5,0,0,359,367,6,4,0,0,629,633,212,8,21,3,1452,1690,489,48,97,0,665,1293,523,82,237,21,434,1293,579,65,300,36,296,1278,471,59,289,61,159,1040,247,15,98,103,37,499,47,7,20,86,15,166,2566,284,1053,309,4045,8265
POA6161,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,21,32,9,0,0,0,7,15,6,0,0,0,4,15,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,8,0,49,84,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,22,23,3,0,0,0,5,11,3,0,4,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,42,68,0,0,0,0,7,7,4,0,0,0,16,18,8,0,0,0,48,52,7,0,0,0,12,19,13,6,6,0,3,23,11,0,5,0,4,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,3,9,0,87,149
POA6162,0,0,0,0,295,295,0,0,0,0,259,258,120,5,8,0,572,706,397,22,34,4,350,802,461,37,102,3,259,860,448,30,155,13,191,839,356,24,134,22,108,648,212,13,61,28,23,339,80,5,13,32,4,134,2079,129,497,103,2064,4877,0,0,0,0,280,280,3,0,0,0,319,326,160,16,5,0,560,748,464,32,57,8,308,869,458,53,133,11,255,909,425,47,207,36,170,881,343,25,176,74,75,691,159,7,62,129,18,369,40,8,16,130,5,196,2053,180,659,386,1986,5263,0,0,0,0,573,573,7,0,0,0,582,585,286,20,15,0,1132,1453,855,54,88,13,659,1667,921,81,234,11,512,1766,880,72,356,45,362,1713,698,49,310,91,185,1339,368,20,125,154,41,705,116,10,28,163,11,330,4132,310,1156,487,4051,10137
