POA_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA6055,40,177,390,379,190,122,125,59,17,1510,22,219,659,500,315,230,102,28,8,2086,24,228,895,684,380,303,91,20,6,2630,6,114,766,651,368,231,60,11,0,2223,4,71,642,565,339,225,56,10,0,1911,0,40,507,450,254,140,31,3,0,1416,4,39,620,757,537,247,46,9,0,2255,0,4,134,171,124,57,19,4,0,508,0,7,106,176,174,79,29,12,0,590,70,124,406,320,202,140,92,76,62,1484,1626,1745,6511,5777,3601,2686,1717,749,234,24650
POA6056,100,313,416,356,324,332,292,171,51,2351,57,356,573,432,462,385,269,96,26,2656,27,344,753,490,576,561,228,72,13,3063,9,173,569,475,508,441,136,31,9,2342,9,79,471,441,451,426,138,32,11,2060,6,55,318,347,388,306,52,10,3,1483,0,53,416,649,620,513,109,12,0,2381,0,9,94,133,138,111,34,8,0,528,3,13,73,176,200,117,39,11,5,629,126,195,432,381,420,333,281,285,300,2769,2319,2680,5593,5181,5479,5320,4228,2436,971,34217
POA6057,45,105,148,128,134,113,116,67,26,872,21,141,212,173,191,186,81,32,3,1039,22,113,280,239,287,247,102,25,12,1324,0,45,241,227,229,215,62,14,6,1045,0,50,202,215,199,162,39,5,0,879,0,11,145,166,166,126,28,3,0,654,0,30,241,332,265,209,53,11,0,1143,0,3,60,68,77,34,18,0,0,251,0,3,53,56,75,70,20,10,0,289,44,54,147,109,120,122,80,57,31,773,1032,951,2253,2201,2190,2141,1573,908,318,13570
POA6058,29,103,137,111,93,88,94,45,10,709,18,118,206,155,153,122,62,25,8,865,8,74,245,273,206,167,84,14,8,1079,4,48,224,192,166,156,55,6,4,845,3,21,152,184,145,123,27,0,0,668,0,11,103,134,128,72,30,0,4,485,0,16,182,210,198,120,28,0,5,757,0,0,47,60,38,22,5,5,0,175,0,0,34,50,36,22,4,0,0,159,40,62,120,142,109,94,74,46,33,714,692,774,1856,1942,1638,1505,1352,665,267,10687
POA6059,27,148,187,201,176,193,155,155,61,1294,14,152,299,206,270,235,165,105,39,1483,5,134,385,308,311,320,154,63,24,1692,3,87,336,265,296,268,100,28,15,1395,0,63,292,263,312,214,90,33,7,1267,0,24,232,233,219,161,54,16,3,944,0,17,325,471,467,337,94,35,0,1742,0,6,66,126,130,76,24,14,4,437,0,0,56,176,216,135,61,19,7,682,62,69,140,156,155,122,120,104,63,1001,1304,1469,2968,3120,3322,3065,2532,1847,815,20446
POA6060,18,155,355,210,160,151,166,105,45,1370,18,177,576,349,210,223,132,52,28,1774,6,171,759,476,293,265,143,45,19,2172,4,115,637,410,261,200,77,20,7,1719,0,59,553,405,260,210,63,16,9,1564,0,14,437,329,220,142,41,14,4,1205,0,26,620,727,470,276,68,12,4,2195,0,5,100,171,125,58,18,11,0,488,0,6,125,251,184,91,25,0,3,683,52,97,323,245,182,136,89,70,68,1258,880,1490,5500,4356,3039,2637,2028,1228,786,21938
POA6061,38,334,692,466,354,282,173,86,16,2437,30,370,1010,670,510,339,157,57,11,3147,9,300,1263,857,520,391,121,28,9,3490,7,141,908,666,352,254,61,6,0,2401,3,79,667,546,249,191,53,8,4,1796,0,37,408,372,208,128,23,6,0,1178,0,35,478,521,257,149,45,0,0,1482,0,4,76,92,55,25,7,0,0,257,0,8,64,72,41,14,9,5,0,219,160,280,698,617,363,298,198,142,62,2818,1915,2949,8542,6827,4405,3935,2908,1561,546,33596
POA6062,35,228,362,322,271,280,296,170,48,2001,20,234,546,394,374,347,216,91,23,2245,20,207,729,518,469,427,198,55,7,2623,8,132,579,434,382,326,102,33,12,2011,4,65,476,419,346,274,93,24,3,1698,0,34,334,323,289,199,62,4,3,1243,5,38,464,635,485,362,90,19,3,2085,0,0,76,146,104,60,17,6,0,418,0,3,51,141,129,67,28,4,0,434,91,108,267,251,218,183,129,137,97,1481,1741,2086,5124,4715,4184,4015,3623,2271,876,28637
POA6063,29,117,157,173,127,130,102,31,3,882,16,127,242,244,200,166,71,4,3,1072,3,108,290,260,242,203,55,6,0,1165,6,62,201,215,175,149,40,0,0,845,0,27,157,172,132,123,32,4,0,644,0,12,97,115,105,78,16,0,0,431,0,14,119,175,174,116,22,3,0,620,0,0,27,40,33,16,3,0,0,122,0,0,14,36,37,16,3,0,0,101,62,62,156,113,92,89,48,44,13,675,1022,1013,2072,2197,1907,1858,1205,456,138,11873
POA6064,36,238,321,323,324,299,194,79,26,1848,35,250,548,436,456,364,139,47,12,2277,21,197,561,519,494,432,125,25,3,2377,6,107,410,410,340,255,81,11,3,1622,3,44,299,296,258,214,46,10,0,1168,0,19,187,237,170,147,28,0,0,793,0,19,222,304,296,181,37,0,0,1054,0,0,32,45,33,30,3,0,0,158,3,0,15,54,33,23,7,3,0,144,122,143,276,235,197,184,177,158,173,1662,1953,2203,4155,4149,3971,3822,2904,1467,506,25122
POA6065,140,466,568,706,546,429,357,204,68,3477,81,534,923,877,746,538,254,92,31,4082,43,467,1213,1112,1110,740,282,63,18,5036,16,274,1029,1082,908,567,162,27,11,4071,9,139,928,1121,936,556,138,23,11,3865,0,69,598,914,759,403,73,8,8,2822,0,61,864,1678,1379,700,110,9,3,4802,0,9,164,391,312,150,28,0,0,1053,0,9,149,426,406,206,34,10,3,1246,154,201,425,434,417,300,222,193,177,2523,4439,4159,9009,11029,9414,6672,4788,2558,915,52977
POA6066,30,134,178,155,161,205,92,36,12,997,26,149,275,246,293,221,91,17,11,1330,19,140,302,275,308,350,108,12,0,1521,9,77,246,209,242,234,53,0,0,1065,0,43,161,180,195,215,38,5,0,837,0,9,116,120,136,154,26,0,0,567,0,23,142,197,228,251,28,9,0,888,0,0,27,47,29,35,7,0,0,149,0,5,9,44,49,39,20,4,0,166,65,62,145,117,115,119,73,41,17,753,1307,1309,2363,2234,2481,2824,1544,658,198,14916
POA6067,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,14,7,0,5,0,0,0,37
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
POA6069,90,330,446,420,287,216,188,85,23,2098,70,371,711,601,503,290,130,58,14,2746,36,333,990,882,672,469,141,32,10,3561,16,199,791,824,594,373,83,20,7,2895,0,88,580,671,578,347,82,17,7,2375,5,43,363,574,470,240,60,0,0,1761,0,50,598,1030,903,451,77,10,5,3122,0,12,125,247,228,115,22,4,0,744,0,6,77,224,260,143,27,7,0,756,163,142,424,432,354,195,123,104,80,2006,3199,2744,6749,7490,6010,4037,2556,1351,451,34593
POA6070,0,8,16,23,21,16,45,20,4,155,4,19,18,27,32,37,35,19,0,191,0,3,18,32,46,43,26,20,4,193,0,9,28,25,51,30,26,12,0,174,0,0,16,52,42,32,15,3,6,165,0,0,24,42,47,30,8,3,0,155,0,0,31,92,101,70,24,6,0,327,0,0,5,30,44,29,9,0,0,124,0,0,8,56,77,57,7,0,0,213,7,9,17,17,19,20,19,24,5,134,232,147,237,492,568,521,452,255,58,2960
POA6071,6,19,13,21,31,28,47,21,5,186,0,24,19,22,37,41,40,20,5,209,0,6,28,30,50,47,34,8,0,202,0,12,31,23,30,55,23,8,3,184,0,5,31,30,44,44,22,8,0,176,0,3,20,23,52,39,7,3,0,150,0,8,29,70,108,76,23,8,0,318,0,0,14,19,23,23,10,0,0,89,0,0,11,31,51,28,10,0,0,133,14,10,17,27,35,29,20,21,12,177,228,169,282,384,558,543,463,220,64,2900
POA6072,0,3,6,8,8,8,13,4,0,52,5,6,4,7,5,10,14,0,0,51,0,9,10,11,12,12,4,0,0,55,0,3,7,9,13,9,8,0,0,51,0,0,9,15,3,15,0,0,0,46,0,0,6,3,12,9,9,0,0,35,0,0,5,15,13,18,4,0,0,53,0,0,0,4,10,14,0,0,0,33,0,0,0,3,17,7,0,0,0,27,4,5,9,0,8,8,6,0,0,43,56,43,80,95,125,144,104,42,10,695
POA6073,3,18,14,16,25,23,33,27,3,156,0,21,18,22,32,34,24,14,4,178,0,17,28,24,48,59,27,9,6,220,0,3,22,26,33,35,14,4,0,140,0,9,19,27,36,29,22,9,0,142,0,4,8,20,36,31,0,7,0,106,0,4,30,47,63,62,17,6,0,218,0,0,8,15,24,16,4,0,0,70,0,0,13,18,30,24,0,3,0,93,9,7,13,14,22,24,17,15,30,157,182,131,245,320,449,484,457,293,140,2699
POA6074,0,4,4,5,14,10,14,6,0,55,0,6,12,10,8,12,5,0,3,59,0,3,4,8,14,11,7,0,0,59,0,0,7,14,5,10,3,0,0,44,0,0,9,7,14,13,3,0,0,45,0,0,5,13,21,15,3,0,0,50,0,3,10,15,26,27,3,0,0,84,0,0,0,7,13,3,0,0,0,20,0,0,0,9,4,7,0,0,0,22,4,5,7,5,10,7,3,0,3,40,61,37,92,109,162,149,142,58,17,832
POA6076,62,122,100,133,160,169,270,151,61,1226,30,130,141,174,218,219,219,150,59,1334,12,99,167,234,312,259,201,94,22,1410,4,72,166,184,215,229,141,51,7,1068,4,24,138,217,251,256,100,46,11,1044,0,18,117,168,247,209,81,14,3,858,0,18,170,437,604,392,101,20,13,1748,0,3,47,133,148,100,33,4,3,473,0,3,48,198,300,209,66,18,5,845,43,47,74,116,133,141,131,156,97,939,1465,1094,1548,2472,3224,3007,2969,1914,676,18368
POA6077,4,16,0,10,11,16,44,19,4,119,3,12,10,10,12,19,21,11,3,96,3,19,18,15,9,30,10,14,0,117,0,9,14,11,19,28,10,4,0,89,0,4,10,5,11,25,7,6,0,68,0,0,4,9,19,12,4,0,0,59,0,0,5,13,27,40,10,0,0,89,0,0,0,3,4,6,5,0,0,18,0,0,0,8,15,16,0,3,0,46,8,13,6,11,17,24,20,20,6,108,107,116,97,123,190,301,302,188,35,1445
POA6078,3,10,5,3,9,11,4,9,0,59,3,0,8,11,13,9,8,3,0,53,0,5,5,6,14,12,8,5,0,61,0,5,10,11,13,10,10,0,0,60,0,0,10,8,4,12,8,0,0,41,0,0,0,5,11,7,3,0,0,36,0,4,14,8,9,21,7,0,0,61,0,0,0,5,0,10,0,0,0,15,0,0,4,7,10,5,0,0,0,23,6,6,10,5,10,15,5,0,0,50,69,63,80,102,121,165,127,43,5,779
POA6079,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,0,32
POA6081,20,16,31,36,36,33,35,17,3,223,7,20,31,39,41,58,39,21,0,256,7,29,54,41,72,80,45,5,0,323,0,14,42,58,73,72,17,5,0,284,0,12,45,44,78,58,22,8,0,271,0,10,39,49,68,35,17,0,0,216,0,8,65,107,139,90,12,3,0,421,0,0,15,29,29,21,3,0,0,103,0,0,13,34,56,35,3,0,0,148,14,7,32,35,34,38,21,8,8,191,375,217,470,597,776,752,519,232,55,3991
POA6082,8,15,24,28,29,25,27,16,5,174,3,20,39,26,27,41,21,10,0,204,0,17,37,37,36,50,18,5,3,209,0,4,29,36,34,36,12,9,0,166,0,14,31,36,45,48,14,0,0,178,0,0,23,21,51,30,9,0,0,141,0,4,39,65,69,61,6,3,0,260,0,0,8,15,26,8,7,0,0,61,0,0,8,16,26,25,0,0,0,79,12,13,29,38,35,37,31,12,3,215,221,153,368,428,477,534,366,161,35,2743
POA6083,10,19,10,22,34,35,26,13,0,168,11,18,18,26,45,40,34,3,0,187,3,13,23,35,78,69,29,6,0,255,0,13,10,31,48,48,22,6,0,169,0,6,22,33,60,43,21,0,0,191,0,5,13,19,56,25,8,0,0,133,0,0,39,46,95,85,21,0,0,298,0,0,5,21,17,18,6,3,0,78,0,0,7,30,62,33,14,8,3,152,19,16,20,37,55,43,24,27,4,240,257,175,244,375,684,668,403,183,41,3032
POA6084,29,73,62,41,84,72,64,27,0,455,23,72,102,94,89,104,48,7,0,550,8,61,112,94,163,114,52,16,3,621,8,31,100,113,115,115,30,3,0,520,0,35,79,93,117,88,26,5,0,451,0,14,64,82,97,63,20,4,0,344,3,19,118,156,187,145,26,0,0,656,0,4,34,48,60,39,3,0,0,186,0,0,20,45,77,44,8,0,0,200,60,54,89,72,147,122,52,29,8,643,642,562,1020,1094,1447,1306,833,325,64,7290
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,10,11,0,0,0,0,0,21
POA6100,29,135,249,117,87,98,104,41,22,878,10,163,318,160,104,114,94,27,3,988,12,159,452,231,152,159,81,20,0,1278,0,74,365,206,164,119,70,12,4,1009,4,47,337,249,138,139,60,6,0,982,0,28,232,197,125,118,41,3,0,737,0,28,423,495,344,215,63,4,0,1566,0,3,108,142,98,70,15,0,0,438,0,0,85,246,199,119,37,5,0,699,28,93,227,186,126,100,72,32,19,890,597,1348,3495,2715,1854,1762,1280,482,182,13713
POA6101,14,160,208,124,102,81,80,36,19,822,14,158,285,179,137,116,85,28,4,1003,5,141,464,278,177,136,67,14,8,1294,3,85,423,233,152,126,42,7,0,1075,0,43,393,250,184,136,32,8,4,1052,0,14,275,222,146,86,19,5,4,769,0,31,481,556,388,213,25,3,0,1686,0,0,72,146,104,37,14,3,0,384,0,4,74,196,175,71,16,0,0,546,48,106,287,199,143,130,102,79,48,1137,696,1335,3727,2908,2198,1692,1238,573,232,14593
POA6102,25,195,265,107,45,49,52,47,32,812,26,204,391,155,87,55,49,36,21,1024,9,157,448,220,98,88,42,19,9,1100,3,72,337,152,84,65,25,5,4,750,0,42,246,148,88,54,14,5,8,607,0,15,136,109,82,38,15,0,0,396,0,14,208,194,129,80,14,3,0,640,0,5,23,41,32,18,4,3,0,116,0,0,25,48,44,26,5,0,7,161,48,172,344,134,121,69,97,217,363,1567,690,1986,3396,1780,1158,929,828,837,718,12331
POA6103,13,110,182,96,39,58,42,24,8,569,14,116,294,128,70,67,51,11,3,758,0,128,392,197,110,138,45,6,3,1028,0,67,338,170,115,98,20,9,5,814,0,38,291,158,98,76,24,5,0,695,3,20,184,126,68,45,18,0,0,464,0,31,306,259,188,129,30,0,0,956,0,3,63,80,56,29,8,0,0,233,0,0,57,95,70,44,9,4,0,268,10,53,174,144,75,63,52,33,12,628,322,900,2811,1807,1160,1143,758,381,136,9419
POA6104,21,100,172,148,81,112,98,50,18,796,18,123,261,151,146,133,65,26,16,931,8,122,414,213,202,165,74,17,0,1226,0,64,266,222,159,143,45,13,0,905,0,45,218,179,150,123,30,4,3,744,0,14,139,158,137,91,16,8,3,567,0,28,244,311,297,165,45,4,0,1092,0,3,54,80,74,44,11,0,0,263,0,6,43,107,101,64,17,5,5,348,54,96,256,210,164,143,103,125,167,1321,661,999,2630,2265,1947,1779,1331,721,432,12760
POA6105,26,109,222,182,110,65,78,40,29,857,14,165,361,196,168,136,70,22,8,1143,16,113,413,307,210,177,52,7,6,1313,4,63,335,242,176,137,39,5,0,1003,3,38,255,237,160,121,33,8,5,859,0,16,169,154,117,77,21,0,0,550,0,33,229,306,220,111,34,0,0,936,0,0,40,56,66,29,10,0,0,199,5,0,37,78,49,23,10,4,0,197,68,114,256,188,138,116,74,58,36,1043,850,1146,3083,2535,1916,1572,1192,724,335,13362
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,16
POA6107,53,440,757,504,351,236,180,90,30,2639,39,483,1192,759,518,356,173,68,26,3621,14,379,1419,1002,604,386,129,21,7,3973,10,209,1017,791,531,340,88,10,0,3002,3,110,741,722,453,272,67,18,9,2388,0,48,452,530,291,187,39,9,0,1557,0,55,538,896,518,318,62,4,0,2390,0,4,91,199,103,59,18,0,0,474,0,8,63,183,124,95,20,3,6,505,175,331,743,514,331,268,153,133,107,2754,2373,4089,9845,8073,5248,4220,2958,1557,583,38939
POA6108,35,168,229,215,227,160,181,96,19,1330,30,168,314,309,271,233,167,32,8,1529,7,152,415,392,366,325,131,27,3,1815,6,68,296,323,313,249,85,18,4,1354,3,37,243,250,238,195,54,9,5,1034,0,7,148,225,203,150,42,0,0,772,0,19,179,342,341,207,40,0,0,1114,0,6,30,71,62,37,14,0,0,219,3,0,20,60,44,38,6,3,0,174,76,83,179,198,147,118,104,53,19,972,1434,1454,2998,3341,3022,2806,2454,1222,329,19062
POA6109,15,108,138,154,107,90,74,33,14,739,13,94,253,215,176,103,52,19,10,929,6,80,262,267,208,126,51,18,3,1020,0,29,168,199,131,91,26,3,0,648,0,15,116,144,111,91,20,4,0,509,0,7,67,100,70,57,17,5,0,322,0,12,73,156,113,57,14,3,0,431,0,0,16,30,21,14,4,0,0,84,0,0,8,16,24,5,11,3,0,69,56,73,151,149,144,121,79,53,39,863,771,869,1948,2061,1585,1332,1069,582,215,10422
POA6110,91,318,490,439,371,266,250,123,36,2387,62,353,643,627,548,376,167,77,34,2878,31,316,808,857,678,501,175,41,6,3404,4,116,615,681,550,415,105,16,0,2517,9,78,449,653,499,335,75,18,12,2127,0,30,265,420,355,227,59,8,0,1365,3,41,334,699,587,318,62,5,0,2049,0,6,72,166,150,65,11,0,0,471,0,3,44,164,141,77,13,7,0,446,141,159,401,381,352,238,225,218,232,2356,2824,2869,5950,6977,5740,4482,3432,1861,790,34927
POA6111,48,147,215,203,205,196,182,95,29,1309,40,182,296,271,259,252,178,41,5,1520,19,141,354,334,319,302,142,36,5,1650,12,63,270,250,267,233,100,17,0,1205,0,34,216,259,265,242,72,22,3,1116,3,24,138,197,190,168,39,6,0,761,3,19,202,354,403,331,68,7,0,1388,0,0,36,79,107,73,16,0,0,313,0,3,40,85,108,81,20,10,5,360,96,95,202,208,246,197,121,124,93,1386,1444,1330,2785,3073,3188,3166,2707,1242,379,19320
POA6112,115,444,818,691,458,393,250,143,40,3359,72,562,1170,1072,693,524,213,79,20,4398,44,430,1531,1491,901,671,210,35,14,5328,17,249,1268,1257,758,468,140,17,9,4194,7,116,1020,1203,711,430,92,24,4,3603,0,68,574,878,538,339,55,10,3,2469,6,73,903,1630,922,550,76,3,0,4160,0,12,131,350,217,98,18,0,0,835,0,8,114,339,261,122,30,16,0,897,246,262,687,684,482,344,246,187,94,3232,3958,4015,11350,12452,7856,6165,4309,2046,626,52786
POA6121,12,34,17,22,26,27,20,5,0,158,3,24,23,16,34,38,20,10,0,158,4,22,20,33,49,45,19,0,0,199,0,13,26,28,31,41,12,0,0,154,0,0,18,28,34,36,9,0,0,134,0,9,15,35,35,30,6,0,0,136,0,0,26,58,76,75,5,0,0,257,0,0,10,18,29,15,3,0,0,77,0,0,12,22,41,20,3,0,0,100,11,8,23,33,31,25,17,6,6,153,228,192,251,375,495,517,307,117,24,2514
POA6122,53,122,230,219,127,115,88,27,8,991,37,151,367,277,193,132,69,17,3,1243,27,141,486,374,303,201,64,9,0,1601,7,73,400,376,250,145,36,5,0,1292,5,51,374,354,241,153,33,3,0,1217,0,35,252,298,178,114,25,0,0,902,9,38,391,469,324,189,23,0,0,1446,0,8,76,121,78,48,5,5,0,339,0,0,55,93,97,53,9,3,0,316,57,72,193,169,142,116,64,39,28,879,1298,1161,3754,3508,2424,1854,1149,467,139,15756
POA6123,3,25,34,18,22,23,12,7,0,144,8,15,36,31,20,14,4,0,0,120,3,21,49,23,30,21,12,3,0,170,0,20,40,29,30,13,9,0,0,139,0,7,34,21,16,18,0,0,0,99,0,0,31,23,23,12,3,0,0,92,0,8,53,29,30,16,0,0,0,142,0,5,3,10,5,5,0,0,0,31,0,0,3,11,9,4,0,0,0,32,8,6,36,19,17,20,12,7,3,131,136,152,412,259,263,239,157,64,21,1703
POA6124,0,6,3,10,10,10,11,7,0,55,4,0,12,8,12,8,10,9,0,61,0,3,5,15,29,14,9,0,0,77,0,9,10,9,27,23,5,0,0,75,0,5,10,15,19,20,0,0,0,68,0,5,5,10,14,12,0,4,0,49,0,0,7,19,30,28,0,0,0,85,0,0,5,7,4,6,0,0,0,24,0,0,0,12,10,13,0,0,0,36,11,5,9,17,21,13,4,7,0,80,63,45,106,154,205,194,95,68,16,941
POA6125,9,22,17,28,37,32,29,7,3,196,11,28,29,14,48,43,31,13,0,209,3,17,31,28,45,56,7,3,3,195,0,8,25,24,46,34,12,0,0,155,0,8,30,33,47,40,14,6,0,174,0,6,10,16,32,22,11,0,0,99,0,6,28,49,93,41,8,0,0,237,0,0,10,11,18,18,4,0,0,61,0,0,12,17,26,34,3,0,0,97,20,26,97,135,123,92,57,31,9,584,240,184,366,445,648,548,380,211,47,3062
POA6126,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,7,0,0,0,11,0,5,0,0,6,4,7,0,0,17,0,0,0,0,0,7,3,0,0,12,0,3,0,4,0,5,0,0,0,14,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,6,0,5,3,3,4,0,0,24,12,14,11,33,38,48,45,19,3,229
POA6147,19,90,175,170,120,118,127,69,11,904,8,111,254,199,176,159,87,25,11,1045,6,88,313,304,205,193,72,15,0,1199,0,54,226,200,165,148,54,12,0,853,0,26,188,166,131,123,40,3,0,685,0,14,84,131,102,75,25,0,0,438,0,4,155,236,155,115,22,0,0,688,0,0,20,35,32,19,5,0,0,120,0,0,19,48,34,14,10,0,0,120,49,65,119,130,107,71,56,37,13,650,773,957,2161,2263,1803,1761,1560,774,216,12268
POA6148,13,97,102,145,126,129,181,103,36,923,17,92,142,194,182,152,149,78,31,1034,9,101,201,248,218,180,152,53,14,1174,6,68,159,227,198,175,79,33,5,957,0,46,175,238,223,179,58,25,4,936,0,15,146,188,167,107,42,12,3,693,0,16,178,414,400,265,98,21,3,1391,0,0,49,109,115,75,27,4,0,382,0,0,43,188,255,166,42,9,3,709,25,41,72,87,68,86,77,107,100,660,1328,1117,1694,2609,2562,2194,2015,1360,583,15469
POA6149,24,85,99,125,112,132,268,118,40,996,15,95,146,147,127,165,236,76,26,1041,3,68,188,209,202,219,182,62,7,1145,0,77,179,219,193,159,124,24,4,983,0,40,205,225,196,195,92,22,13,984,0,13,131,174,193,158,64,3,5,742,0,16,210,459,457,321,129,15,5,1616,0,0,43,147,108,88,23,6,0,418,0,0,44,218,247,167,43,8,0,727,25,37,53,73,61,82,69,85,80,565,1149,992,1662,2513,2373,2445,2632,1191,512,15466
POA6150,22,64,74,84,69,78,122,87,41,647,11,66,80,88,93,112,113,55,27,642,7,77,119,124,137,118,111,50,16,763,0,60,144,106,114,114,83,31,6,665,0,27,114,127,121,109,64,21,9,598,0,9,88,101,115,94,39,9,7,464,0,6,155,229,267,230,73,7,6,982,0,0,42,87,92,67,12,3,6,304,0,0,37,140,175,123,45,15,0,533,50,63,97,66,70,57,89,60,96,640,1009,1021,1306,1453,1601,1641,1705,975,492,11207
