POA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
POA6215,2114,2120,4234,94,107,202,243,253,500,118,124,244,96,74,173,172,190,369,240,236,482,293,288,578,322,335,660,329,297,627,152,151,305,47,61,106,1901,1979,3885,211,139,350,85,71,159,0,0,0,0,0,0,85,71,159,1572,1564,3134,355,410,761,1800,1843,3645,125,117,248,1841,1834,3680,22,22,47,228,234,457,79,84,165,16,17,31,11,61,72,512,612,1127,215,238,454,621,536,1147,149,112,258,87,89,170,8,3,9,1808,1907,3714,228,153,383
POA6218,276,262,541,13,16,26,46,37,79,9,19,33,15,16,31,23,26,53,21,34,58,34,31,64,55,45,95,40,34,78,7,10,22,5,0,12,251,244,497,22,18,44,12,13,25,0,0,0,0,0,0,12,12,24,227,218,438,39,33,69,252,240,490,14,4,19,251,238,484,5,5,9,42,33,70,9,9,20,3,0,3,0,10,12,62,68,134,30,26,56,87,79,166,16,5,23,8,11,19,0,0,0,260,247,507,8,8,15
POA6219,301,299,604,21,10,32,38,32,73,24,22,44,13,13,20,23,26,47,34,32,66,48,54,101,58,54,114,40,25,68,10,17,28,6,9,12,278,293,568,20,11,28,8,5,14,0,0,0,0,0,0,8,5,14,238,231,465,50,54,101,281,274,556,3,6,11,276,273,547,4,0,9,31,32,67,15,14,29,4,0,4,6,12,15,79,109,185,31,31,64,92,79,166,23,18,40,4,0,9,0,0,0,278,279,558,14,17,28
POA6220,2196,2150,4346,108,108,213,278,252,533,115,99,209,102,76,181,279,253,535,275,246,520,300,278,577,266,292,554,262,274,536,164,179,338,63,86,146,2070,2062,4138,125,92,213,68,75,139,3,0,4,5,0,5,74,73,145,1495,1439,2933,546,577,1120,1648,1619,3271,410,416,823,1768,1733,3498,24,22,44,263,232,496,63,66,133,15,8,27,28,64,90,696,752,1451,175,185,361,545,482,1025,135,106,246,95,108,201,16,7,22,1987,1977,3958,186,141,332
POA6221,147,144,291,3,0,3,15,8,20,33,26,58,7,13,15,13,20,26,16,11,28,22,20,40,22,28,44,14,17,29,9,10,16,0,0,6,133,131,263,15,16,31,0,7,4,0,0,0,0,0,0,0,7,4,129,125,246,14,18,29,131,132,260,5,9,13,131,134,264,5,0,5,13,8,18,24,23,50,0,4,7,3,10,11,37,67,106,22,21,41,41,30,69,10,4,16,6,8,10,0,0,0,113,106,221,109,70,181
POA6223,81,80,159,3,0,10,13,11,21,0,10,9,5,3,8,9,5,11,13,12,15,19,20,36,15,12,27,7,8,9,8,0,10,0,0,0,73,76,144,13,3,13,0,0,3,0,0,0,0,0,0,0,0,3,71,64,136,5,14,21,73,67,137,8,7,11,74,71,148,0,0,0,13,11,21,0,3,8,0,0,0,3,0,4,28,36,69,7,8,17,23,11,37,3,3,3,0,4,5,0,0,0,74,76,148,0,0,3
POA6224,640,608,1254,32,31,64,97,64,162,54,45,97,37,31,67,66,64,128,61,70,130,83,91,175,91,85,173,71,80,153,43,48,89,16,6,18,606,580,1190,38,27,68,24,26,57,0,0,0,0,0,0,24,26,57,494,474,965,82,85,168,558,533,1096,23,22,43,553,524,1078,4,3,10,84,59,144,25,24,50,0,4,3,8,13,22,139,189,330,67,65,129,200,153,351,24,25,50,27,20,50,0,0,0,562,543,1107,67,53,129
POA6225,4655,4506,9164,270,219,494,599,550,1151,305,249,552,229,201,429,451,486,938,506,511,1019,557,634,1193,682,677,1357,689,578,1271,294,294,585,73,101,179,4245,4207,8446,414,300,713,193,174,366,4,0,4,5,0,11,199,174,377,3764,3638,7399,504,535,1041,4156,4030,8186,116,128,246,4116,4022,8136,53,63,116,533,489,1024,192,154,347,18,32,50,41,119,162,963,1265,2233,597,530,1126,1324,1217,2548,309,238,550,197,130,320,14,10,25,4094,4040,8132,457,334,794
POA6226,497,442,938,24,22,54,82,72,154,39,30,73,27,16,45,39,41,82,60,73,129,68,71,138,78,67,148,52,44,88,13,10,21,0,3,3,450,415,862,45,28,77,8,6,17,0,0,0,0,0,0,8,6,17,392,360,756,64,59,121,452,412,869,14,15,28,444,405,849,10,8,17,79,73,150,24,27,53,0,5,7,7,17,21,153,188,334,56,40,103,124,84,206,16,10,32,9,5,17,0,0,0,441,417,854,21,12,40
POA6227,394,399,788,22,20,47,77,74,156,14,28,43,15,18,31,36,33,69,65,72,129,54,49,109,50,46,101,37,33,68,16,16,33,3,3,9,367,381,745,23,17,47,3,5,11,0,0,0,0,0,0,3,5,11,328,325,654,46,53,97,367,368,742,3,9,15,359,372,734,4,6,8,73,70,143,10,22,31,0,0,5,4,17,21,116,154,276,48,27,75,81,76,157,15,15,32,7,10,14,0,0,0,366,381,744,14,12,21
POA6228,76,63,144,0,0,5,12,3,20,3,8,8,4,6,6,0,0,3,3,11,12,14,16,25,10,7,19,13,13,27,4,4,12,0,0,3,72,62,136,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,61,50,110,10,8,13,67,55,127,0,3,6,67,62,129,0,0,0,12,3,20,3,8,10,0,0,0,0,0,0,15,22,37,9,6,15,21,15,36,10,0,9,0,4,3,0,0,0,72,63,128,9,3,10
POA6229,105,78,174,0,0,0,0,7,5,4,3,4,0,0,0,7,0,7,9,12,17,20,11,26,21,20,41,39,11,48,10,10,17,3,5,4,90,69,162,11,4,20,0,0,0,0,0,0,0,0,0,0,0,0,66,45,111,16,13,38,83,61,144,4,0,3,79,62,138,0,0,0,0,7,5,4,0,5,0,0,0,0,0,0,22,26,47,9,13,18,35,13,53,4,5,7,0,5,10,0,0,0,87,59,146,17,13,28
POA6230,22051,22923,44972,1249,1219,2462,3032,2801,5827,1368,1394,2761,1219,1220,2440,2738,2806,5546,2819,2920,5738,2971,3136,6102,2829,2955,5778,2280,2471,4749,1177,1353,2530,370,657,1030,20347,21673,42017,1708,1245,2953,844,854,1700,5,4,17,19,27,45,872,886,1754,16209,16737,32947,4544,5014,9565,18249,19447,37698,1964,2309,4275,18601,19914,38520,342,306,648,2811,2614,5418,925,963,1889,195,297,487,398,903,1298,7219,8880,16099,2087,2219,4307,5383,4978,10360,1086,986,2074,541,598,1146,91,60,156,19332,21045,40382,2096,1503,3598
POA6232,5597,5808,11402,400,401,800,827,761,1587,324,320,645,305,255,562,776,801,1572,777,773,1549,621,703,1326,613,648,1262,511,561,1072,302,412,720,131,178,303,5097,5526,10617,494,287,780,180,212,391,3,3,5,9,9,17,187,220,409,4298,4497,8799,952,1048,2000,4844,5085,9924,407,454,858,4892,5158,10047,122,108,230,784,715,1493,213,217,431,59,55,114,94,224,318,1621,2040,3657,584,607,1190,1367,1328,2697,291,239,525,156,149,302,19,11,28,4995,5386,10379,263,272,538
POA6233,10140,10291,20432,734,585,1320,1664,1537,3204,683,668,1353,463,439,904,1123,1220,2340,1373,1437,2809,1284,1331,2607,1251,1374,2628,1025,1083,2107,455,492,946,91,120,208,9182,9703,18879,958,595,1555,275,265,541,4,5,6,0,5,8,283,273,553,7800,7878,15677,1809,2061,3868,9036,9191,18227,563,717,1275,8945,9148,18095,218,170,391,1583,1476,3058,463,498,962,69,104,170,154,372,523,3123,3876,6992,1050,1101,2151,2386,2243,4629,475,404,883,196,160,355,10,13,28,9135,9693,18830,379,274,645
POA6236,1134,1079,2213,62,39,99,148,127,275,74,66,145,40,44,85,92,93,188,114,122,231,185,182,368,188,202,391,165,119,286,57,69,119,17,12,32,1021,1002,2024,109,74,184,11,4,16,0,0,0,0,0,0,11,4,16,877,836,1712,170,166,337,1040,986,2025,20,28,47,1021,976,1996,10,10,22,132,121,254,50,47,99,11,5,19,11,24,42,374,474,850,104,109,211,304,211,514,59,37,88,20,13,36,0,3,0,1000,974,1974,67,72,141
POA6237,1314,1342,2656,52,55,109,209,190,399,73,75,149,56,53,107,91,101,194,156,177,332,183,193,379,226,240,472,188,178,368,67,56,124,13,13,29,1198,1276,2479,114,62,175,20,25,40,0,0,0,0,0,0,25,24,45,1014,1064,2076,199,202,395,1175,1226,2397,44,50,93,1156,1209,2371,13,18,34,195,185,379,47,55,101,5,17,21,15,53,72,400,544,941,117,139,251,346,263,615,70,48,120,26,21,45,0,0,6,1164,1244,2406,70,62,130
POA6239,2281,2372,4657,125,125,250,296,281,575,139,123,257,99,77,175,184,224,407,253,277,529,308,328,632,335,379,713,342,331,675,160,170,334,45,65,106,2066,2210,4275,216,164,386,59,59,114,3,0,8,4,3,4,62,65,125,1733,1786,3523,373,440,816,2024,2115,4139,97,128,227,2006,2093,4101,25,30,56,268,259,532,84,79,164,12,12,25,19,71,93,618,895,1517,227,230,462,614,532,1144,155,112,268,85,58,140,10,11,18,1993,2130,4120,187,162,346
POA6240,78,85,165,3,3,9,4,7,13,0,6,6,0,0,6,0,3,6,13,8,23,10,16,22,17,22,34,17,12,30,13,6,21,0,0,0,75,80,153,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,58,63,119,17,9,28,68,75,145,0,0,4,72,76,145,0,4,4,4,7,12,0,3,3,0,0,0,0,3,7,27,44,71,8,12,19,27,13,39,7,0,11,0,4,4,0,0,6,73,77,150,6,7,15
POA6243,39,41,84,0,5,6,7,4,5,0,4,11,5,0,6,0,4,3,5,3,11,4,4,8,5,9,13,9,5,19,3,0,5,0,0,4,35,39,79,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,35,30,63,5,7,10,38,40,80,0,0,0,37,39,72,0,0,0,7,4,5,3,0,5,0,0,0,0,5,5,13,15,31,0,0,6,6,10,17,3,0,4,0,4,4,0,0,0,38,44,79,5,5,9
POA6244,782,799,1580,47,45,96,100,104,207,25,31,56,26,30,58,52,65,116,79,105,186,113,98,211,144,123,274,107,101,208,70,69,141,17,17,33,711,732,1445,73,63,131,15,11,26,0,0,7,0,0,0,14,17,27,582,591,1176,100,113,214,688,691,1376,12,25,38,665,676,1340,7,13,19,84,91,172,15,22,37,0,9,9,7,17,18,252,294,542,60,59,120,184,159,346,43,35,79,25,13,43,4,0,3,655,671,1322,105,99,201
POA6251,161,151,310,6,5,12,19,17,35,8,8,13,3,3,13,10,12,18,13,20,34,29,27,53,26,33,56,26,23,51,13,5,14,0,0,0,142,136,285,11,18,31,0,3,3,0,0,0,0,0,0,0,3,7,132,115,240,24,32,58,138,141,280,12,11,26,148,135,286,0,3,5,17,14,32,8,4,9,0,0,0,3,3,3,48,59,107,12,15,24,52,42,94,9,6,11,4,0,10,0,0,5,142,132,276,8,6,17
POA6252,82,69,149,0,8,7,10,7,13,0,0,0,0,0,3,12,6,16,9,11,17,9,7,19,17,17,36,6,12,22,8,11,16,0,0,0,72,63,133,6,3,12,0,0,0,0,0,0,0,0,0,3,0,3,58,43,104,11,23,33,65,61,121,12,6,19,72,54,124,0,0,0,9,3,6,0,0,0,0,0,0,0,0,0,22,22,44,14,6,20,28,17,38,5,0,7,0,0,4,7,0,7,66,62,130,4,3,7
POA6253,324,325,655,9,10,21,32,29,57,18,9,25,9,4,13,22,19,41,23,36,59,40,38,79,60,59,122,82,77,162,26,34,56,10,8,16,300,312,609,26,19,42,7,9,18,0,0,0,0,0,0,7,9,17,209,223,436,82,81,168,294,304,595,9,13,20,278,297,578,0,4,3,29,27,52,17,8,21,0,0,0,3,13,14,131,160,291,30,36,66,67,65,128,19,6,25,6,5,14,0,0,0,288,312,596,41,22,63
POA6254,292,252,541,6,9,12,34,34,70,5,12,21,9,13,23,33,13,46,32,30,65,44,25,73,59,52,108,34,38,70,26,16,42,8,0,12,280,236,514,17,15,29,10,6,14,0,0,0,0,0,0,10,6,14,208,184,395,45,47,95,248,220,466,12,13,24,236,214,457,0,0,0,33,27,60,3,10,17,0,0,6,5,7,7,72,75,143,25,24,53,86,68,159,17,8,26,8,11,17,0,0,0,226,217,445,135,30,167
POA6255,2137,2262,4403,103,87,192,286,255,544,93,129,221,61,59,128,154,157,312,200,240,445,271,307,582,335,390,722,412,404,812,184,176,365,33,47,86,1932,2119,4047,207,148,351,31,33,67,0,0,0,0,0,0,31,31,65,1467,1588,3051,484,507,997,1907,2045,3951,64,78,144,1878,2009,3882,28,32,57,262,235,494,62,90,147,8,18,28,18,62,84,715,931,1649,206,227,431,530,463,992,83,97,186,48,46,92,0,4,0,1868,2033,3902,202,175,379
POA6256,235,198,434,9,13,25,43,19,66,10,3,16,14,11,23,15,18,31,22,24,49,33,34,65,44,38,78,32,23,54,14,14,29,3,6,4,215,179,399,21,14,38,3,0,3,0,0,0,0,0,0,3,0,3,182,148,335,26,31,58,202,174,373,3,10,14,203,174,376,4,4,4,32,19,60,8,4,9,3,0,3,0,7,13,86,90,174,14,11,26,50,37,90,9,4,13,7,0,4,0,0,0,198,175,374,27,24,51
POA6258,3256,3233,6483,170,165,331,416,382,795,211,205,414,174,143,314,352,325,678,334,358,691,411,434,845,513,516,1029,398,410,808,226,205,431,58,88,146,2988,2998,5988,266,232,498,121,117,242,4,9,12,0,0,0,128,128,252,2566,2550,5114,451,463,913,2803,2832,5639,235,195,429,2865,2877,5737,48,42,88,377,352,734,133,130,259,17,15,31,32,75,108,944,1161,2103,337,382,712,811,657,1465,208,146,356,126,105,233,32,16,52,2890,2892,5781,256,249,507
POA6260,696,690,1396,28,30,48,78,74,150,36,36,78,28,24,57,78,79,159,66,89,153,110,99,211,106,120,225,95,82,179,45,45,91,26,17,43,629,612,1246,69,81,153,4,8,14,0,6,6,0,0,0,4,7,19,492,448,943,132,156,284,578,543,1117,49,63,111,572,541,1111,11,3,14,63,61,123,25,22,49,4,3,7,7,13,19,233,271,510,50,65,121,170,127,304,34,14,54,23,22,42,0,0,0,550,540,1094,244,228,476
POA6262,374,364,733,13,15,32,47,32,78,10,18,30,7,0,10,22,30,47,37,35,71,57,60,118,68,77,151,63,58,123,32,26,55,9,7,19,322,326,645,49,35,92,9,10,21,0,0,0,0,0,0,7,10,20,266,251,516,60,73,136,316,315,631,11,13,17,308,301,609,7,5,11,38,27,66,8,15,22,0,0,0,5,10,9,113,151,264,23,42,58,106,65,166,26,18,46,9,3,17,0,0,0,286,297,587,52,44,94
POA6271,1684,1779,3461,84,88,179,246,239,494,116,112,223,69,66,139,135,178,316,182,217,401,254,278,525,249,264,511,227,212,433,106,97,197,20,31,49,1511,1652,3159,174,125,303,45,51,101,0,0,0,0,0,0,45,52,99,1331,1396,2730,238,281,519,1538,1628,3168,37,47,81,1507,1584,3086,18,20,35,229,225,459,82,76,157,13,8,24,23,71,96,467,665,1134,160,189,350,460,392,850,99,72,170,38,27,66,6,0,9,1485,1612,3095,85,97,185
POA6275,769,740,1506,31,22,51,73,81,151,37,26,62,10,3,16,40,49,88,91,81,168,94,92,182,128,145,268,182,152,335,82,71,152,15,14,30,689,680,1367,87,52,143,17,20,37,0,0,0,0,0,0,17,20,37,506,482,990,158,162,316,654,633,1293,24,27,50,637,606,1242,3,6,12,65,64,126,19,21,39,0,0,0,0,21,27,264,286,549,74,72,150,187,150,344,33,25,63,22,14,39,3,0,4,635,628,1263,119,119,240
POA6280,14739,15846,30585,743,750,1486,2080,2001,4074,914,847,1768,600,557,1159,1431,1477,2907,1736,1951,3684,1917,2147,4061,1875,2159,4030,1975,2178,4150,1129,1207,2334,341,583,925,13251,14792,28037,1485,1059,2548,356,333,687,0,7,7,10,3,14,371,343,716,11211,11980,23187,2637,3093,5728,13154,14209,27361,704,850,1556,13058,14101,27154,208,209,416,1951,1871,3827,643,604,1246,101,130,233,199,597,799,5115,6198,11310,1414,1526,2938,3338,3490,6827,689,612,1302,411,408,818,70,40,111,12968,14372,27332,1268,1405,2676
POA6281,4226,4319,8543,218,258,479,684,620,1299,232,194,428,118,90,209,372,425,796,601,702,1302,594,591,1180,514,546,1058,561,559,1115,282,278,560,49,59,112,3624,3892,7518,601,428,1022,36,25,67,0,0,4,0,0,0,41,31,70,2998,3075,6075,874,961,1833,3701,3790,7495,198,269,470,3650,3756,7403,52,64,117,638,580,1221,161,146,298,27,23,49,83,183,258,1829,2130,3958,372,318,690,655,612,1266,140,108,251,33,39,78,0,4,5,3517,3787,7308,452,519,968
POA6282,782,736,1522,45,24,70,112,98,210,39,37,73,15,11,28,52,62,117,74,105,181,138,123,261,127,141,264,132,111,243,38,22,64,13,4,16,687,659,1350,95,75,173,4,11,18,0,0,0,0,0,0,4,11,18,580,508,1087,151,155,311,703,632,1332,28,38,72,693,634,1332,13,9,13,104,83,192,25,34,62,5,5,7,10,31,40,372,413,783,52,45,100,127,90,215,15,8,27,10,5,14,0,0,0,674,635,1307,226,253,478
POA6284,1435,1436,2875,101,97,201,285,242,530,75,63,133,38,24,61,110,144,251,253,297,549,226,217,436,159,184,349,120,117,233,57,37,95,15,16,32,1262,1308,2567,180,124,309,7,15,26,0,0,0,0,0,0,10,15,29,1033,1008,2043,244,276,517,1218,1220,2430,67,75,141,1209,1193,2399,25,25,47,246,209,458,51,45,96,4,4,8,25,67,90,542,693,1236,124,85,208,214,169,383,41,30,69,12,8,25,0,0,0,1175,1219,2390,161,156,319
POA6285,5302,5334,10633,336,309,640,829,784,1615,310,257,564,186,146,332,630,613,1243,794,955,1754,852,806,1658,620,657,1275,533,528,1061,168,185,357,48,90,139,4645,4857,9506,655,474,1130,73,79,157,3,6,4,0,0,0,79,85,161,3629,3592,7212,1190,1340,2532,4357,4470,8823,483,499,985,4354,4468,8829,74,86,162,752,698,1443,219,187,404,29,26,54,106,258,362,2217,2665,4880,441,398,836,816,675,1491,147,113,258,91,43,129,3,5,10,4429,4657,9088,695,710,1406
POA6286,433,406,841,35,21,55,49,51,107,18,15,32,3,10,15,43,51,95,73,76,149,63,41,102,77,72,149,50,50,97,14,18,34,3,6,5,373,371,742,60,37,99,0,6,8,0,0,0,0,0,0,9,6,6,306,267,577,89,110,200,372,343,715,20,32,51,364,338,699,8,5,15,46,49,98,15,7,15,5,7,5,0,20,24,185,203,381,33,36,74,68,57,121,4,3,12,8,3,12,0,0,0,360,359,719,54,58,108
POA6288,302,296,603,10,10,18,28,54,75,21,18,38,14,6,19,28,28,50,31,38,72,63,46,106,48,49,95,47,42,85,16,16,37,0,0,3,255,258,517,50,36,90,5,0,6,0,0,0,0,0,0,5,0,6,230,208,437,50,63,114,272,265,534,10,12,21,260,257,517,3,0,4,28,40,71,11,12,21,3,0,4,7,10,15,112,122,233,32,37,73,82,44,130,13,15,30,6,0,7,0,0,0,246,246,496,39,52,91
POA6290,902,932,1837,41,26,68,49,58,110,19,23,39,25,8,35,42,48,94,70,73,148,94,111,210,168,189,353,228,211,442,120,114,235,50,58,106,796,842,1634,111,98,208,15,7,22,0,0,0,0,0,0,19,7,20,623,645,1268,191,210,399,811,836,1650,15,32,51,784,821,1603,9,0,15,45,48,97,12,14,27,0,3,4,9,26,34,330,384,714,79,100,173,258,234,489,40,51,85,30,20,49,4,4,4,752,811,1563,131,115,245
POA6302,1747,1746,3485,51,53,106,189,197,390,74,54,129,43,50,92,130,121,250,150,179,330,192,205,391,312,319,634,353,331,686,189,179,371,52,54,108,1591,1650,3245,148,95,241,60,76,139,0,6,3,0,0,0,64,75,144,1260,1261,2516,291,326,617,1533,1548,3086,42,66,108,1506,1537,3044,13,19,29,173,179,354,37,38,70,5,3,10,7,42,49,575,684,1258,132,146,278,459,389,844,93,70,164,66,49,112,0,0,5,1480,1548,3028,227,194,422
POA6304,844,823,1669,39,34,73,60,73,131,39,34,75,22,27,44,66,55,117,80,79,161,103,106,212,137,147,290,181,163,348,94,73,168,31,27,58,757,757,1514,90,63,152,22,20,50,0,0,3,0,0,0,27,25,48,588,563,1152,145,159,308,724,706,1431,16,38,53,716,708,1422,7,4,11,53,71,119,19,24,41,0,4,4,7,23,28,260,297,562,69,73,139,211,193,406,64,49,112,46,21,64,0,0,0,702,700,1402,99,95,190
POA6306,497,478,976,39,27,60,50,54,104,15,21,36,21,17,35,32,42,76,51,57,109,75,69,139,82,65,142,81,55,135,40,54,93,19,22,41,455,445,902,40,31,74,43,47,83,0,0,0,0,0,0,43,51,89,395,380,783,49,48,93,428,406,835,19,28,46,432,405,842,9,7,12,41,46,95,9,11,19,0,5,0,4,9,17,150,146,297,38,41,79,123,133,258,21,29,48,31,14,48,0,0,4,415,395,807,67,74,145
POA6308,815,751,1568,35,37,71,90,77,172,38,30,62,42,27,69,64,74,134,85,70,154,108,110,218,143,124,266,127,116,240,72,74,153,15,19,37,747,688,1437,72,58,132,54,60,114,0,0,0,0,0,0,54,60,114,622,556,1172,112,122,229,704,639,1345,32,24,53,699,637,1331,4,0,8,80,76,157,16,19,36,0,0,3,9,10,21,240,253,493,67,68,131,208,161,365,51,43,95,34,22,59,5,0,5,693,655,1344,77,73,153
POA6309,162,132,292,4,0,11,18,13,33,10,6,11,9,12,16,12,8,19,10,12,24,30,30,57,25,24,46,31,20,50,12,8,21,5,5,7,145,126,268,15,9,23,3,0,10,0,0,0,0,0,0,3,0,10,116,95,210,26,23,50,145,120,261,0,3,5,134,113,244,0,0,3,16,16,27,3,3,3,0,0,0,0,3,3,47,54,105,15,20,28,37,21,58,20,7,25,5,3,8,0,0,0,137,114,255,14,11,21
POA6311,316,291,605,10,14,25,39,40,78,6,6,17,10,19,27,25,28,57,32,20,51,50,43,89,55,59,114,54,45,98,29,16,39,7,0,10,283,274,558,31,21,52,0,0,3,0,0,0,0,0,0,0,0,3,250,227,476,36,40,77,280,257,538,7,10,15,275,251,529,4,0,0,30,34,69,4,6,10,0,3,3,3,8,8,83,107,201,31,26,52,84,68,154,30,8,42,9,0,9,0,0,0,267,260,530,31,30,61
POA6312,2248,2310,4556,94,119,212,290,281,574,163,151,320,126,126,254,265,254,519,227,275,501,287,265,552,294,327,617,289,251,545,147,166,311,59,98,154,2068,2178,4250,178,128,307,116,133,251,0,0,7,0,5,4,122,137,255,1619,1680,3295,368,396,763,1786,1860,3640,205,213,419,1840,1930,3776,13,26,37,249,245,493,107,104,205,18,31,44,26,85,110,698,824,1516,220,245,464,492,443,936,119,111,228,85,67,151,16,11,24,1851,1961,3818,415,363,780
POA6313,123,127,247,10,5,17,17,16,27,6,8,16,3,6,9,8,14,23,11,17,31,22,24,42,22,24,48,15,7,25,12,11,18,0,0,0,116,113,230,9,13,17,3,4,9,0,0,0,0,0,0,3,4,9,108,100,206,9,17,25,114,115,231,0,0,0,110,114,231,4,0,7,15,12,25,5,6,10,0,0,4,0,5,5,40,46,86,3,18,23,23,25,50,13,10,21,4,3,7,0,0,0,109,108,215,5,5,14
POA6315,946,932,1878,55,39,98,106,100,208,43,47,83,34,41,67,93,92,181,108,94,204,108,116,226,150,161,308,150,144,297,78,71,153,14,31,47,856,859,1716,88,75,164,29,24,52,0,0,0,0,0,0,29,24,52,721,652,1371,131,170,302,814,792,1605,40,35,70,778,765,1546,8,7,19,95,80,173,23,25,49,4,4,8,10,15,25,283,321,607,78,88,159,237,223,461,54,45,104,36,19,59,4,3,3,796,774,1574,98,108,207
POA6316,211,189,391,15,17,30,35,22,56,4,8,18,9,4,12,18,20,37,14,26,42,23,21,43,40,27,68,24,26,53,15,13,22,4,5,3,187,177,365,24,10,32,3,0,6,0,0,0,0,0,0,9,0,7,162,139,299,25,29,51,179,167,345,7,5,10,182,159,342,4,6,3,26,23,51,6,9,11,0,0,0,5,5,8,71,71,140,11,6,23,44,39,82,11,11,21,7,6,13,0,0,0,177,167,342,17,15,35
POA6317,2100,1980,4085,148,131,282,266,243,508,128,128,263,126,118,249,279,248,531,259,218,483,250,240,485,281,244,523,213,219,430,111,120,232,32,64,100,1970,1894,3869,128,90,213,167,183,352,3,5,5,0,0,0,171,186,356,1413,1355,2767,450,420,865,1453,1403,2858,413,383,797,1625,1583,3206,27,26,53,220,207,427,71,67,142,23,27,40,21,67,92,574,622,1188,187,193,379,416,357,767,111,94,208,122,104,224,59,56,121,1852,1754,3604,251,224,477
POA6318,247,250,493,18,11,32,31,51,82,8,9,19,8,3,13,27,24,53,30,34,65,36,29,64,39,38,80,31,26,64,13,13,26,0,0,0,237,230,468,4,19,31,4,6,6,0,0,0,0,0,0,4,6,6,195,181,375,24,26,54,212,208,420,11,11,15,220,205,420,5,3,10,33,42,70,3,10,14,0,0,5,0,7,9,85,91,177,24,17,41,43,39,84,16,4,18,10,3,16,0,0,0,226,211,429,26,27,52
