POA_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
POA6030,1296,3,0,0,0,0,0,109,1404,1191,85,33,4,0,0,0,83,1397,793,228,153,43,10,0,0,79,1318,407,339,399,125,52,19,0,75,1408,259,284,500,210,57,26,8,72,1420,180,204,510,250,94,42,22,58,1361,167,210,596,301,126,31,25,69,1525,175,222,661,318,120,40,13,65,1616,131,155,546,322,112,44,30,50,1382,91,127,398,256,100,32,9,34,1041,59,77,309,204,89,24,16,42,815,44,65,304,191,78,18,5,32,731,27,59,216,152,65,25,11,45,595,19,38,131,149,55,25,20,42,480,13,33,132,113,76,26,23,56,475,4855,2124,4891,2632,1041,350,180,917,16985
POA6031,604,4,0,0,0,0,0,50,655,513,35,12,0,0,0,0,29,586,380,145,91,36,14,4,0,28,691,258,211,274,94,34,3,3,29,896,129,175,332,149,44,11,5,31,875,87,117,297,138,46,13,6,23,725,50,97,301,121,46,9,17,10,647,40,83,264,132,46,13,14,24,623,36,64,195,106,57,14,15,8,501,25,28,133,97,42,8,10,11,353,16,26,108,64,32,4,7,13,264,0,23,84,50,18,4,0,13,192,4,7,37,20,16,3,0,0,88,0,8,19,15,6,0,5,0,54,0,3,10,5,7,5,3,4,38,2133,1019,2150,1027,393,94,87,290,7199
POA6032,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,3,5,3,0,0,0,0,15,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,16,24,3,0,0,9,79
POA6033,23,0,0,0,0,0,0,0,23,6,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,9,0,0,6,0,0,0,0,0,7,4,5,7,4,6,0,0,0,16,3,0,5,4,6,0,4,0,20,0,4,7,0,3,0,0,0,18,0,0,5,3,0,0,0,3,20,0,0,5,10,3,0,0,0,16,0,0,0,5,4,0,0,0,13,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,40,13,44,40,24,4,7,13,172
POA6034,82,0,0,0,0,0,0,9,91,107,23,8,0,0,0,0,13,142,94,53,43,4,0,0,0,18,218,63,64,68,19,10,0,0,6,236,28,45,69,22,8,3,0,16,196,10,19,39,26,5,0,0,8,99,17,20,41,21,3,7,0,4,105,7,8,42,22,12,0,0,6,99,0,12,25,22,3,0,0,0,61,3,5,25,15,8,0,0,3,68,0,3,20,18,0,0,0,0,45,3,4,12,5,5,0,0,0,25,0,0,5,3,0,4,0,0,18,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,414,254,388,180,71,16,11,74,1409
POA6035,271,0,0,0,0,0,0,36,312,171,23,15,3,0,0,0,21,237,131,93,78,26,5,5,0,29,371,94,80,137,65,27,8,4,29,440,62,77,153,95,22,9,7,31,469,44,49,136,73,33,4,10,17,367,35,41,131,73,30,9,8,17,343,47,49,135,76,30,6,5,17,370,34,31,94,94,19,13,3,18,304,20,32,104,76,21,10,3,15,274,20,26,83,55,30,12,4,18,238,13,17,110,48,20,5,0,5,220,9,10,62,48,11,5,0,15,165,0,8,38,19,12,9,0,10,86,5,6,24,8,14,13,6,15,87,960,553,1298,762,286,92,44,285,4281
POA6036,660,0,0,0,0,0,0,34,703,552,43,21,3,0,0,0,40,657,340,120,90,27,7,3,0,44,639,189,148,173,86,24,12,0,34,668,121,135,269,123,38,22,5,30,739,73,85,258,137,44,27,10,13,644,75,101,297,147,61,10,20,29,734,56,86,298,127,50,11,12,19,661,38,55,185,112,41,13,6,21,471,28,42,144,97,30,17,0,16,381,17,43,120,63,34,9,11,8,301,10,18,103,55,22,10,3,10,231,4,14,44,49,15,9,3,4,146,0,3,21,15,15,6,0,4,78,5,4,11,9,3,3,7,9,50,2172,921,2042,1057,370,156,71,317,7112
POA6037,70,0,0,0,0,0,0,10,86,56,4,4,0,0,0,0,20,83,40,15,23,9,0,0,0,12,101,26,13,38,20,8,0,0,8,118,18,20,42,22,12,0,0,13,129,10,22,40,38,11,0,0,4,127,16,16,44,22,10,4,0,12,120,25,12,54,32,6,6,0,12,155,15,12,33,33,9,0,4,13,115,9,8,51,32,14,3,3,13,130,11,7,46,18,4,0,0,8,95,3,10,30,13,12,0,0,6,79,4,0,14,10,9,0,5,4,42,0,3,16,13,4,0,0,3,40,0,3,12,3,3,0,0,0,17,300,152,437,278,108,22,19,131,1451
POA6038,275,0,0,0,0,0,0,23,295,256,26,15,0,0,0,0,16,313,253,127,97,26,3,0,0,18,525,160,127,185,64,13,0,0,16,571,83,121,190,69,20,4,0,14,500,46,74,141,65,18,5,0,3,361,43,76,136,70,21,0,5,12,359,33,45,122,52,21,8,3,13,290,16,26,87,54,12,6,6,10,209,9,23,59,45,19,5,4,5,169,6,14,64,30,13,5,0,4,138,4,9,31,29,3,7,0,3,89,7,5,18,13,4,0,0,9,55,0,0,7,5,0,3,0,0,25,0,5,4,4,6,3,0,0,19,1178,684,1164,517,161,52,31,151,3937
POA6041,43,0,0,0,0,0,0,8,40,19,3,4,0,0,0,0,3,29,17,6,10,9,0,0,0,0,36,8,4,10,5,0,0,0,0,34,8,3,11,3,0,0,0,0,33,5,3,13,11,0,0,0,10,45,0,9,25,7,0,0,0,3,46,3,11,24,7,9,4,0,4,67,7,10,27,18,4,6,0,5,65,4,3,17,9,6,5,0,0,48,3,3,21,14,11,5,0,9,70,3,5,26,19,4,0,0,10,64,0,3,18,5,5,0,0,10,39,0,0,0,7,4,7,0,0,19,0,0,0,0,0,0,4,0,12,119,66,198,118,60,27,7,49,659
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,8,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,11,4,5,0,6,5,38
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,10,0,0,4,3,0,0,0,3,10,3,0,5,5,0,0,0,0,13,0,0,6,0,0,0,0,0,14,0,0,10,6,0,0,0,0,18,0,0,4,3,0,0,0,0,6,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,10,29,27,5,0,3,14,101
POA6044,10,0,0,0,0,0,0,3,13,16,0,0,0,0,0,0,3,21,30,3,3,0,0,0,0,4,50,19,3,3,7,0,0,0,0,36,6,6,3,4,3,0,0,3,24,13,4,7,10,0,4,0,5,36,3,11,13,3,8,0,0,7,41,12,5,13,4,0,6,0,6,41,10,3,11,9,0,4,0,3,48,15,3,20,16,0,0,0,7,63,7,8,25,9,3,3,0,7,60,7,6,17,13,7,4,0,7,52,5,5,9,10,7,0,0,8,41,0,0,4,0,0,0,0,0,13,0,0,4,3,5,4,0,0,19,156,54,142,86,38,17,3,53,560
POA6050,449,5,0,0,0,0,0,24,479,556,3,0,0,0,0,0,18,583,524,15,3,4,0,0,0,41,594,407,90,62,12,5,0,0,34,607,207,119,143,35,9,0,0,25,533,147,77,211,66,14,4,0,21,539,120,65,196,87,11,5,3,15,500,113,65,194,89,20,10,0,13,492,105,58,177,100,22,0,4,12,479,81,56,167,82,36,3,0,13,442,74,45,150,92,30,7,0,11,415,52,51,124,107,23,9,0,23,384,35,15,119,58,24,4,0,38,297,27,24,66,78,24,8,4,31,260,29,33,85,112,68,28,14,81,447,2937,725,1688,915,275,68,41,395,7045
POA6051,174,0,0,0,0,0,0,22,195,428,18,5,0,0,0,0,46,493,669,46,18,0,0,0,0,71,797,577,141,66,18,3,0,0,64,870,331,141,132,28,7,0,0,57,701,197,84,111,41,10,0,0,26,469,138,85,137,38,9,3,6,25,438,111,65,85,41,13,0,5,17,329,98,59,95,36,11,3,4,16,311,75,38,103,42,18,4,3,10,299,56,40,97,57,15,3,7,13,283,48,31,97,44,15,7,0,10,259,13,21,39,24,14,0,0,8,114,13,6,23,30,15,3,0,5,95,6,4,17,12,13,3,4,6,69,2929,779,1023,412,133,28,35,391,5729
POA6052,266,0,0,0,0,0,0,21,282,336,3,0,0,0,0,0,38,375,309,31,14,3,0,0,0,24,374,253,99,57,13,7,0,0,22,448,128,120,154,50,6,0,0,20,472,91,85,215,60,3,7,0,9,467,98,66,153,57,15,6,3,17,411,91,73,163,61,13,0,4,16,415,81,65,142,59,11,8,4,9,382,79,44,153,59,20,3,4,16,374,52,42,96,51,23,0,0,10,284,41,24,106,40,18,10,3,12,252,20,19,57,38,17,0,5,12,173,7,12,28,28,20,13,3,16,121,11,6,37,27,27,13,15,11,150,1869,691,1378,553,168,56,44,236,4991
POA6053,323,0,0,0,0,0,0,23,342,360,9,0,0,0,0,0,15,386,419,63,25,10,0,0,0,42,555,371,152,105,24,8,0,3,19,685,214,146,216,38,12,0,0,28,657,136,104,210,67,14,0,0,19,551,141,94,203,68,15,3,5,15,550,144,86,187,76,14,10,3,22,532,102,78,171,83,18,5,0,12,467,73,80,148,69,17,5,6,20,413,75,63,148,68,28,10,5,18,417,32,38,99,65,35,5,3,16,300,26,27,67,56,25,18,3,21,245,6,12,40,44,29,6,8,20,163,16,23,57,63,43,21,21,37,287,2437,971,1680,728,250,89,61,322,6546
POA6054,441,3,0,0,0,0,0,38,487,468,25,15,7,0,0,0,50,567,483,85,58,12,0,0,3,56,698,346,161,178,42,12,4,3,44,790,243,173,288,85,28,12,5,43,867,140,125,256,97,30,11,7,27,693,162,120,247,118,38,15,9,42,758,143,105,239,101,38,14,11,42,687,138,94,265,120,32,15,11,31,693,131,80,222,148,48,9,7,37,684,91,63,213,129,40,14,9,31,579,36,49,202,117,65,5,12,25,517,17,35,119,89,50,14,11,29,359,18,23,41,67,45,15,13,26,254,21,10,60,64,37,25,24,26,262,2886,1134,2394,1202,468,158,121,538,8894
POA6055,703,3,0,0,0,0,0,54,755,725,60,19,0,0,0,0,97,904,822,298,193,50,11,3,0,104,1479,608,560,534,126,31,6,5,119,1993,306,357,609,181,47,12,3,85,1596,211,208,443,170,68,28,10,66,1204,158,161,352,173,55,22,14,51,974,133,123,304,143,55,21,12,42,842,99,106,271,142,35,16,15,46,729,66,68,240,166,62,19,10,25,665,38,52,150,128,49,20,12,23,469,29,18,151,98,46,15,7,26,397,16,24,64,67,27,13,11,13,232,10,9,42,37,20,12,10,8,147,6,7,41,40,30,19,6,7,149,3918,2059,3412,1534,531,196,115,762,12533
POA6056,1010,15,0,0,0,0,0,97,1121,1050,94,41,7,0,0,0,123,1321,772,238,150,49,17,0,0,122,1358,512,303,352,126,41,12,10,86,1441,341,230,416,213,52,13,6,78,1348,241,189,427,212,76,28,13,60,1251,216,186,453,268,91,28,20,86,1355,202,191,490,301,107,45,25,80,1441,178,178,492,298,140,37,31,61,1411,144,120,451,286,146,30,22,57,1259,110,113,407,283,119,41,29,75,1166,73,82,379,285,105,36,13,70,1041,35,47,231,203,89,33,21,70,732,18,21,138,141,127,31,34,75,587,25,30,104,99,76,37,33,190,593,4932,2046,4536,2764,1185,379,247,1335,17421
POA6057,460,3,0,0,0,0,0,40,499,396,27,10,0,0,0,0,31,464,330,94,64,17,8,0,0,40,552,190,142,167,44,17,8,3,32,601,115,93,203,95,21,10,11,25,575,70,82,180,123,37,13,7,18,531,80,65,230,108,32,13,8,15,551,82,66,220,114,50,4,9,21,574,50,70,235,122,42,9,0,22,554,54,45,186,148,56,13,8,20,530,29,53,161,94,43,17,13,16,422,19,31,186,104,40,12,3,17,420,15,13,94,67,36,10,5,17,253,8,16,73,62,42,15,5,19,238,14,22,42,33,28,24,4,11,173,1921,822,2044,1140,449,139,73,356,6942
POA6058,316,0,0,0,0,0,0,30,345,275,39,11,3,0,0,0,28,349,259,93,53,17,5,0,0,26,445,146,135,116,39,19,0,0,19,485,95,96,169,73,25,6,0,34,496,79,72,164,79,34,9,5,22,459,65,47,138,74,33,15,11,30,417,64,46,134,67,31,13,3,20,385,48,42,146,93,28,16,5,19,381,46,32,136,113,45,11,6,12,392,27,36,154,97,39,7,3,21,379,20,33,137,74,39,11,5,18,331,7,14,64,62,25,13,3,19,216,12,5,36,54,29,12,6,22,167,6,10,34,43,26,15,10,12,155,1454,694,1492,886,361,129,58,325,5408
POA6059,587,0,0,0,0,0,0,37,627,667,21,3,0,0,0,0,40,725,548,60,34,7,0,0,0,37,696,382,177,147,34,12,0,0,44,796,235,192,287,100,19,4,3,36,881,155,126,281,125,19,4,7,29,744,122,134,369,137,38,8,5,25,837,166,134,370,120,34,13,7,32,876,141,107,300,146,35,19,7,30,782,107,121,340,141,43,21,11,25,803,96,94,287,156,50,11,7,28,727,62,64,259,129,52,10,11,36,629,54,62,196,153,55,17,0,31,580,23,29,148,151,51,21,31,36,498,34,31,134,132,63,36,30,41,487,3383,1352,3153,1527,478,172,117,514,10689
POA6060,397,0,0,0,0,0,0,33,436,728,16,9,0,0,0,0,58,811,1084,131,41,9,0,0,0,112,1373,902,352,157,23,4,0,3,59,1502,533,297,299,62,17,4,3,53,1262,316,175,258,81,15,4,0,51,904,252,161,232,84,18,3,0,44,802,248,126,219,69,25,9,3,28,726,229,92,235,87,33,13,3,40,729,172,86,219,118,30,0,7,27,661,118,86,219,91,43,8,0,21,589,87,57,203,126,42,4,0,22,552,43,32,128,92,41,9,6,17,357,36,25,96,99,55,20,9,20,369,38,40,149,129,72,35,38,22,522,5185,1665,2466,1082,387,122,83,604,11595
POA6061,778,10,0,0,0,0,0,122,913,1165,104,40,10,0,0,0,149,1474,1285,338,175,58,21,0,4,178,2061,898,534,428,126,55,20,11,170,2240,554,419,489,197,92,24,32,177,1979,357,247,409,154,70,35,34,96,1387,267,192,306,157,54,44,31,93,1148,211,175,315,157,59,27,38,74,1049,174,149,325,169,79,21,36,69,1021,129,135,355,175,86,27,36,80,1032,94,110,293,179,75,36,25,58,878,71,72,212,156,66,28,32,60,706,32,37,153,120,68,24,35,48,523,23,25,76,86,54,28,25,35,353,16,11,62,56,47,39,45,31,308,6052,2565,3634,1809,831,356,375,1448,17069
POA6062,764,6,0,0,0,0,0,62,823,871,39,8,4,0,0,0,50,974,839,143,63,18,4,0,0,76,1140,610,323,271,70,12,4,0,61,1359,317,289,415,142,41,12,8,47,1278,199,206,416,151,50,11,10,49,1087,195,190,387,169,56,10,20,42,1075,173,159,378,197,52,14,14,35,1019,141,163,395,192,64,16,19,44,1029,120,133,406,221,73,23,12,25,1016,85,129,440,223,81,16,11,33,1021,63,87,374,239,81,19,13,34,920,33,48,240,174,76,30,17,42,659,19,30,166,134,71,40,29,49,532,26,30,120,129,92,36,46,62,548,4465,1975,4078,2067,747,231,193,706,14474
POA6063,449,6,0,0,0,0,0,44,501,392,32,15,0,0,0,0,33,466,292,88,55,18,12,7,0,39,503,143,112,150,58,25,3,3,34,530,115,84,212,100,31,14,13,25,583,82,63,180,87,48,15,11,10,501,65,58,180,90,40,15,17,12,481,50,74,200,90,35,14,18,20,501,50,61,175,109,45,13,14,16,485,37,58,147,131,57,5,13,21,470,25,45,122,83,37,8,9,9,339,29,29,87,58,20,14,9,10,253,10,5,41,36,19,5,10,4,143,0,8,19,25,24,11,6,14,107,6,3,20,20,17,8,13,10,99,1742,715,1592,915,414,140,127,310,5957
POA6064,881,7,0,0,0,0,0,74,969,865,70,26,10,0,0,0,74,1042,582,161,114,38,10,7,0,74,976,377,210,254,108,43,12,9,60,1082,256,202,345,136,58,32,31,66,1126,162,138,320,164,74,25,25,48,958,140,142,318,194,76,29,45,56,1008,134,135,350,185,70,38,35,37,986,125,132,329,209,82,24,42,36,979,101,104,345,219,112,21,28,46,975,69,84,302,183,77,38,24,38,815,42,57,239,172,78,28,31,50,697,25,38,123,101,72,27,27,33,445,11,13,54,75,54,27,29,53,314,14,14,60,57,40,24,45,68,315,3770,1501,3177,1846,859,341,367,822,12687
POA6065,2045,11,0,0,0,0,0,102,2154,1797,76,34,5,0,0,0,109,2014,1341,345,215,56,11,3,0,87,2062,790,660,826,258,68,18,5,86,2707,447,540,1335,434,113,24,19,71,2985,279,386,1239,490,143,33,19,79,2670,239,355,1127,511,146,39,12,57,2492,221,290,987,451,139,47,36,64,2235,170,198,807,403,140,41,22,59,1832,105,160,638,390,140,48,23,37,1540,73,132,572,355,129,36,25,36,1367,60,99,483,277,115,41,18,60,1148,52,64,296,225,93,19,14,56,821,28,44,160,182,90,34,16,48,609,13,32,145,138,93,39,32,76,568,7654,3390,8865,4175,1413,414,256,1036,27197
POA6066,577,0,0,0,0,0,0,44,623,529,28,10,5,0,0,0,47,618,349,95,58,28,4,4,0,37,575,169,130,160,64,19,12,4,31,575,98,107,233,92,40,10,5,28,613,63,81,216,88,39,15,17,20,540,63,97,224,117,57,19,13,23,612,81,112,294,140,40,22,15,24,723,61,84,296,195,51,25,25,25,759,66,70,244,151,59,21,12,18,646,51,48,158,104,41,15,12,22,453,21,36,107,75,32,11,11,17,317,10,15,68,65,23,10,15,11,214,4,6,35,30,28,9,13,10,132,3,10,24,28,26,6,15,5,109,2145,918,2125,1165,464,182,154,359,7522
POA6067,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,0,4,6,0,22
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,1396,9,0,0,0,0,0,115,1527,1150,89,48,4,0,0,0,74,1380,854,337,258,97,30,9,3,91,1669,498,461,606,258,62,25,15,98,2026,284,356,822,306,136,34,23,84,2053,250,263,705,308,118,46,35,73,1806,159,208,644,336,119,33,31,61,1596,171,210,537,322,102,32,32,53,1459,103,153,435,256,99,33,30,43,1149,96,104,358,232,89,32,23,27,961,46,78,264,182,82,26,10,22,711,29,52,284,171,60,14,11,38,660,14,31,142,137,40,16,11,22,419,14,24,109,87,39,14,8,19,306,8,21,71,76,35,13,16,25,265,5074,2395,5289,2786,1010,320,243,848,17973
POA6070,94,0,0,0,0,0,0,6,106,62,0,0,0,0,0,0,0,63,41,3,6,0,0,0,0,0,53,26,15,23,8,0,0,0,3,73,19,14,58,19,8,0,0,0,121,21,19,71,28,4,4,0,5,144,14,26,49,28,10,0,0,0,134,19,31,55,40,4,0,0,8,166,27,23,41,32,7,0,0,3,135,18,11,51,31,9,0,0,6,125,10,14,54,38,14,0,0,7,129,17,16,37,26,8,0,0,10,108,9,6,29,20,3,0,4,14,91,0,3,12,14,5,0,0,5,44,0,3,3,10,9,4,0,3,28,386,187,492,281,77,16,9,69,1507
POA6071,95,0,0,0,0,0,0,8,106,75,0,0,0,0,0,0,13,87,51,12,3,4,0,0,0,8,72,28,13,27,13,0,0,0,0,77,14,18,36,17,5,4,0,3,91,16,12,41,21,5,0,0,0,106,22,23,64,24,5,4,0,11,147,21,27,61,32,12,0,0,4,153,14,18,60,28,13,0,0,4,134,25,14,42,33,9,5,0,0,131,13,14,50,30,11,4,5,8,126,7,14,40,37,8,4,3,4,120,8,3,23,15,9,3,0,0,64,3,0,9,9,6,5,0,0,37,0,0,8,12,4,3,5,6,42,391,161,475,265,80,22,11,69,1481
POA6072,31,0,0,0,0,0,0,0,31,9,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,12,8,8,9,0,0,0,0,0,18,3,0,6,0,0,0,0,0,20,10,5,9,6,6,0,0,0,35,3,3,9,12,0,0,0,0,28,4,9,15,8,5,0,0,4,33,4,0,11,7,9,0,0,0,31,4,3,19,12,0,0,0,4,40,4,8,8,11,0,0,0,0,25,4,4,0,9,0,0,0,0,20,0,0,9,5,0,0,0,0,16,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,102,31,102,61,23,6,4,14,347
POA6073,80,0,0,0,0,0,0,4,81,55,5,0,0,0,0,0,3,66,29,8,5,5,0,0,0,5,51,33,7,24,7,0,0,0,3,73,16,17,26,12,5,0,0,0,79,15,9,41,23,6,0,4,0,90,25,12,47,18,4,6,0,3,114,19,17,42,31,9,4,5,6,129,19,14,39,26,9,8,0,7,124,14,10,50,27,13,6,0,3,120,20,6,39,21,17,0,0,9,112,8,13,48,38,13,0,3,6,126,4,8,32,36,13,0,0,4,88,9,6,14,15,8,3,4,4,68,0,4,25,23,12,11,8,17,89,349,135,430,272,111,29,18,70,1423
