POA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
POA6000,0,21,..,215,9,230,5,228,..,69,14,77,0,77,..,50,14,61,0,63,..,0,0,0,0,0,..,79,15,97,0,97,..,7,0,7,0,7,..,16,0,16,0,16,..,46,7,52,0,51,..,24,0,25,0,28,..,59,6,65,0,65,..,26,0,28,0,31,..,4,0,4,0,4,..,13,0,12,0,12,..,42,0,40,0,40,..,73,3,79,0,79,..,52,0,52,0,52,..,24,0,23,0,24,..,181,9,191,3,190,..,127,10,138,5,141,..,41,0,41,0,41,..,64,12,76,0,76,..,6,0,7,0,7,..,131,34,170,0,170,..,193,17,204,4,211,..,2148,318,2465,28,2492,..,41,4,47,625,673,3185,2192,325,2515,654,6353,7352,..,..,..,..,7352,..,24,0,24,0,24,..,94,6,104,4,103,..,16,0,16,0,16,..,235,57,294,4,298,..,858,197,1048,0,1053
POA6003,0,3,..,29,3,30,0,30,..,16,6,25,0,25,..,16,6,15,0,15,..,0,0,0,0,0,..,37,10,45,0,45,..,4,0,4,0,4,..,3,0,5,0,5,..,8,0,8,0,8,..,3,0,4,0,4,..,16,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,21,0,21,..,5,0,5,0,5,..,10,6,13,0,11,..,3,0,3,0,3,..,10,0,8,0,8,..,29,5,33,0,30,..,45,8,51,0,51,..,0,0,0,0,0,..,33,5,37,0,39,..,0,0,0,0,0,..,33,8,43,0,42,..,45,0,47,0,48,..,489,74,566,7,571,..,3,0,3,136,134,1006,494,74,568,135,1714,2233,..,..,..,..,2233,..,3,0,3,0,3,..,17,0,16,0,19,..,9,0,9,0,9,..,59,25,82,0,82,..,125,22,150,0,150
POA6004,0,18,..,259,20,273,3,274,..,52,0,50,0,55,..,78,48,120,0,124,..,5,0,5,0,5,..,86,14,97,3,97,..,3,0,3,0,3,..,18,0,22,0,22,..,49,9,63,0,63,..,16,0,22,0,22,..,82,3,83,0,83,..,51,9,59,0,59,..,0,0,0,0,0,..,11,0,18,0,18,..,39,0,37,0,37,..,78,6,83,4,86,..,36,0,39,0,39,..,45,0,45,0,44,..,196,11,202,0,206,..,163,14,173,3,175,..,27,4,32,0,32,..,38,11,50,0,50,..,6,0,6,0,6,..,57,15,75,0,76,..,143,15,158,6,160,..,2053,289,2337,22,2362,..,25,6,26,390,415,2767,2073,292,2363,413,5540,6221,..,..,..,..,6221,..,40,0,40,0,40,..,104,6,115,0,115,..,4,0,4,0,4,..,255,49,301,4,300,..,725,129,858,9,860
POA6005,0,15,..,98,4,100,0,100,..,54,6,64,0,64,..,26,8,36,0,36,..,0,0,3,0,3,..,24,4,25,0,25,..,3,0,0,0,0,..,7,0,7,0,7,..,25,4,29,0,29,..,15,0,15,0,15,..,27,3,34,0,34,..,13,3,15,0,15,..,0,0,0,0,0,..,9,9,15,0,15,..,11,0,11,0,11,..,29,3,33,0,33,..,8,0,8,0,8,..,11,0,17,0,17,..,72,4,73,0,73,..,73,5,72,0,72,..,17,0,13,0,14,..,18,5,23,0,23,..,0,0,0,0,0,..,19,13,28,0,28,..,89,9,97,3,94,..,856,117,980,9,985,..,16,0,17,146,160,1822,869,118,992,151,2964,3893,..,..,..,..,3893,..,30,0,37,0,37,..,45,5,56,0,50,..,6,0,7,0,7,..,60,22,80,0,84,..,204,44,250,5,251
POA6006,0,0,..,19,0,23,0,23,..,186,59,239,4,243,..,11,0,10,0,10,..,0,0,0,0,0,..,15,3,18,0,18,..,52,18,66,0,66,..,6,0,3,0,3,..,11,0,10,0,10,..,11,3,15,0,12,..,20,4,23,0,23,..,12,0,12,0,12,..,0,0,0,0,0,..,14,4,19,0,19,..,5,0,5,0,5,..,19,0,19,0,18,..,4,0,6,0,6,..,8,0,8,0,8,..,38,0,36,0,38,..,33,0,33,0,33,..,0,0,0,0,0,..,14,5,17,0,17,..,0,0,0,0,0,..,79,19,103,0,103,..,91,9,96,4,98,..,798,170,963,3,971,..,10,6,17,144,164,3722,811,174,980,157,4859,7451,..,..,..,..,7451,..,5,0,7,0,7,..,10,0,10,0,10,..,10,0,10,0,10,..,68,26,91,0,91,..,97,24,119,0,124
POA6007,0,10,..,63,0,62,0,64,..,75,12,90,0,90,..,19,9,24,0,24,..,0,0,0,0,0,..,5,0,15,0,15,..,8,0,11,0,11,..,3,0,3,0,3,..,8,0,12,0,12,..,8,0,8,0,14,..,21,0,21,0,23,..,9,3,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,13,0,13,0,13,..,13,0,13,0,13,..,6,0,6,0,6,..,34,0,34,0,34,..,38,0,43,0,40,..,6,0,6,0,6,..,10,0,12,0,12,..,0,0,0,0,0,..,29,9,32,0,32,..,84,15,99,0,100,..,652,83,735,11,750,..,26,0,25,194,222,3263,683,87,767,204,4232,6370,..,..,..,..,6370,..,15,0,15,0,15,..,27,0,29,0,29,..,3,0,3,0,3,..,52,11,64,0,64,..,114,18,129,0,129
POA6008,0,13,..,62,0,68,0,68,..,53,10,57,0,57,..,84,27,108,0,108,..,4,0,4,0,4,..,36,4,40,0,40,..,0,0,0,0,0,..,9,0,13,0,13,..,37,0,37,0,37,..,42,0,44,0,44,..,38,0,41,0,38,..,47,6,48,0,48,..,0,0,0,0,0,..,19,3,20,0,20,..,19,0,19,0,19,..,44,7,42,0,42,..,14,0,14,0,14,..,14,0,14,0,14,..,89,7,93,0,93,..,67,6,69,4,76,..,24,0,24,0,24,..,24,7,31,0,31,..,3,0,3,0,3,..,33,6,37,0,44,..,183,11,194,3,198,..,1403,154,1560,14,1574,..,27,0,24,344,372,6456,1430,155,1590,360,8404,12513,..,..,..,..,12513,..,32,0,32,0,35,..,63,6,66,0,66,..,6,0,6,0,6,..,133,14,150,0,150,..,397,71,468,8,472
POA6009,0,17,..,203,14,209,0,214,..,58,0,61,0,61,..,35,8,41,0,41,..,0,0,3,0,3,..,17,0,19,0,19,..,0,0,0,0,0,..,31,0,36,0,35,..,43,4,47,0,47,..,22,0,22,0,24,..,26,4,32,0,31,..,20,0,21,0,21,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,6,0,6,..,141,8,147,0,150,..,16,0,16,0,16,..,34,6,38,0,38,..,196,12,211,0,209,..,42,0,43,0,45,..,55,0,55,0,55,..,19,0,19,0,19,..,3,0,3,0,3,..,79,18,95,0,95,..,145,0,154,5,160,..,2037,171,2206,25,2231,..,31,0,31,290,321,7090,2066,171,2236,316,9641,14078,..,..,..,..,14078,..,66,0,69,0,73,..,71,0,73,0,74,..,13,0,13,0,13,..,341,14,355,5,365,..,1111,164,1272,5,1280
POA6010,0,10,..,65,5,73,0,73,..,47,0,47,0,47,..,57,6,68,0,68,..,0,0,0,0,0,..,15,0,15,0,15,..,3,0,3,0,3,..,14,0,13,0,13,..,36,5,36,0,36,..,33,7,35,0,35,..,34,0,34,0,34,..,37,0,35,0,35,..,0,0,0,0,0,..,16,0,16,0,16,..,3,0,3,0,3,..,20,0,23,0,23,..,3,0,3,0,3,..,15,0,15,0,15,..,48,0,45,0,45,..,67,3,71,0,71,..,9,0,9,0,9,..,11,3,11,0,11,..,0,0,4,0,4,..,11,0,11,0,11,..,143,7,152,3,153,..,1146,117,1260,7,1271,..,28,0,27,403,438,7997,1175,115,1293,410,9699,15685,..,..,..,..,15685,..,57,0,55,0,55,..,26,0,27,0,27,..,10,0,7,0,7,..,114,15,134,0,133,..,437,98,543,8,541
POA6011,0,0,..,20,0,20,0,20,..,46,0,47,0,48,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,15,0,15,..,13,0,13,0,13,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,11,..,0,0,0,0,0,..,6,0,6,0,6,..,14,0,14,0,12,..,24,0,31,0,31,..,5,0,9,0,9,..,5,0,5,0,5,..,6,0,6,0,6,..,11,0,11,0,11,..,45,0,45,0,45,..,359,20,380,6,381,..,3,0,3,190,201,4256,360,20,383,199,4831,8290,..,..,..,..,8290,..,28,0,29,0,29,..,8,0,8,0,8,..,3,0,3,0,3,..,14,0,11,0,11,..,66,7,69,0,73
