POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6282,..,4,6,0,0,3,0,0,0,15,..,3,4,0,10,5,9,8,0,36,0,0,0,6,7,7,0,0,0,18,104,41,49,93,109,115,84,24,6,628,..,0,31,118,164,156,132,41,4,645,..,0,31,23,21,23,16,0,0,109,..,0,0,0,13,4,0,0,0,23,256,..,..,..,..,..,..,..,..,256,..,47,..,..,..,..,..,..,..,47,..,28,9,0,3,0,0,0,0,37,..,0,0,0,0,0,3,4,0,10,..,4,6,3,0,0,0,0,0,14,..,5,7,5,0,5,4,5,0,32,..,5,6,5,16,13,20,10,4,78,0,0,3,4,4,7,0,0,0,37,256,91,85,159,226,214,185,56,11,1287
POA6284,..,0,10,0,0,3,0,0,0,23,..,0,5,9,7,28,15,4,8,73,4,0,0,9,9,9,6,0,0,36,300,73,118,254,185,154,95,27,16,1230,..,7,80,303,210,167,141,48,16,971,..,7,58,96,66,37,6,0,0,266,..,0,5,26,27,5,0,3,3,75,627,..,..,..,..,..,..,..,..,627,..,87,..,..,..,..,..,..,..,87,..,45,8,4,6,0,0,0,0,68,..,4,4,4,0,11,3,5,0,31,..,3,3,3,8,0,0,0,0,19,..,7,26,4,7,5,0,0,0,53,..,0,17,17,26,45,25,16,11,155,10,8,10,12,17,13,3,5,0,78,641,168,207,462,363,288,183,73,29,2416
POA6285,..,26,55,18,15,26,11,0,5,158,..,4,29,33,55,93,119,70,30,441,22,24,23,27,16,16,17,9,4,161,990,361,544,866,706,573,441,162,63,4712,..,3,271,771,731,572,503,175,32,3058,..,49,338,325,239,159,50,8,0,1172,..,0,28,145,159,61,23,10,6,435,2012,..,..,..,..,..,..,..,..,2012,..,345,..,..,..,..,..,..,..,345,..,216,74,27,12,11,0,0,0,342,..,26,11,8,7,17,24,17,8,112,..,35,61,28,8,6,7,0,0,149,..,68,172,54,46,49,22,6,0,419,..,26,64,95,129,195,196,92,45,843,41,36,44,55,33,34,35,10,5,292,2052,800,1053,1513,1373,1103,865,313,94,9170
POA6286,..,3,3,0,0,0,0,0,0,11,..,4,4,4,4,12,3,4,0,30,0,0,0,0,0,4,3,0,0,8,71,24,41,64,39,63,34,15,4,355,..,0,18,67,40,63,52,24,0,256,..,0,35,39,18,23,5,0,0,121,..,0,3,8,3,3,0,0,0,19,145,..,..,..,..,..,..,..,..,145,..,15,..,..,..,..,..,..,..,15,..,14,3,0,0,0,3,0,0,26,..,0,0,0,4,4,0,5,0,9,..,0,3,0,3,4,0,0,0,9,..,3,3,0,0,0,0,0,0,15,..,4,6,9,11,21,13,7,4,72,0,4,6,0,0,5,0,0,0,27,147,38,72,120,83,133,75,30,7,715
POA6288,..,0,0,0,0,0,0,0,0,4,..,0,0,0,5,7,3,3,0,23,3,3,0,4,3,5,4,0,0,19,49,23,21,37,42,36,35,16,0,260,..,0,12,33,55,44,41,25,0,205,..,3,11,12,17,11,7,0,0,61,..,0,0,0,4,3,0,0,0,12,79,..,..,..,..,..,..,..,..,79,..,15,..,..,..,..,..,..,..,15,..,18,6,0,3,0,0,0,0,29,..,0,3,3,4,0,0,0,0,8,..,7,9,0,0,0,0,0,0,12,..,0,0,0,0,5,0,0,0,3,..,0,0,10,12,17,18,5,0,56,3,12,3,4,4,4,4,0,0,29,86,56,42,61,92,75,73,30,3,515
POA6290,..,0,0,4,0,0,0,0,4,15,..,0,0,5,21,35,47,39,34,172,0,0,6,0,3,8,6,0,3,25,77,31,40,68,102,168,179,105,53,815,..,0,25,55,83,182,231,118,29,720,..,3,34,29,29,31,27,11,0,163,..,0,4,15,14,13,4,0,6,49,153,..,..,..,..,..,..,..,..,153,..,26,..,..,..,..,..,..,..,26,..,24,10,9,6,10,0,0,0,57,..,3,0,0,4,0,5,0,3,18,..,5,0,0,0,0,0,0,0,7,..,0,3,4,3,7,3,0,4,22,..,0,3,19,24,51,88,61,52,301,0,4,6,0,12,19,13,5,3,58,159,70,76,125,173,307,364,202,88,1574
POA6302,..,3,11,0,0,4,5,0,0,34,..,8,6,11,18,53,66,68,12,242,4,0,6,0,0,6,4,5,0,28,238,86,109,163,177,287,290,156,38,1538,..,4,65,176,191,315,364,155,33,1290,..,18,53,48,37,44,38,14,0,254,..,3,14,31,27,22,16,12,5,136,454,..,..,..,..,..,..,..,..,454,..,61,..,..,..,..,..,..,..,61,..,81,38,17,15,13,4,0,0,165,..,9,3,3,0,7,17,8,10,56,..,3,5,0,3,3,6,0,0,26,..,5,10,3,4,13,21,4,0,60,..,7,17,17,41,108,127,116,26,463,8,0,8,3,0,26,11,13,0,72,463,192,216,300,326,554,597,316,73,3034
POA6304,..,0,0,0,3,0,5,0,0,13,..,0,0,0,4,24,29,27,6,93,0,4,4,0,3,6,3,0,0,31,103,40,51,72,95,136,139,67,17,714,..,0,33,79,104,140,159,75,20,606,..,0,28,26,33,32,31,6,0,161,..,0,4,10,8,9,4,6,4,43,182,..,..,..,..,..,..,..,..,182,..,26,..,..,..,..,..,..,..,26,..,32,14,3,12,5,0,0,0,70,..,8,6,5,0,3,5,0,3,33,..,4,0,0,0,0,0,0,0,8,..,0,0,0,7,4,6,4,0,24,..,4,11,3,12,45,69,45,16,209,3,3,4,7,7,10,17,5,0,59,183,80,102,138,181,252,299,146,39,1422
POA6306,..,6,0,0,0,0,0,0,0,0,..,0,8,0,7,11,7,15,4,46,3,0,0,0,0,6,0,0,0,13,69,31,36,46,59,53,52,35,7,394,..,0,26,50,66,72,77,41,4,345,..,4,23,17,13,17,7,5,0,88,..,0,0,4,9,0,0,6,0,24,139,..,..,..,..,..,..,..,..,139,..,16,..,..,..,..,..,..,..,16,..,24,3,3,6,4,0,0,0,40,..,3,0,0,0,3,0,0,4,17,..,0,0,0,4,0,0,0,0,7,..,4,0,0,0,0,0,0,0,10,..,3,8,6,17,21,30,17,10,104,4,4,0,0,5,4,7,0,0,29,145,59,69,89,124,128,121,66,16,818
POA6308,..,0,0,0,0,0,0,0,0,3,..,3,0,0,8,15,23,19,6,81,0,6,0,0,0,4,0,3,0,22,112,41,63,62,86,109,95,67,10,650,..,0,36,72,112,134,137,73,13,570,..,14,42,24,18,21,5,5,0,123,..,0,5,10,13,10,6,3,0,52,221,..,..,..,..,..,..,..,..,221,..,16,..,..,..,..,..,..,..,16,..,38,24,11,7,0,0,0,0,83,..,6,0,0,3,0,3,3,6,20,..,0,4,0,0,0,0,0,0,8,..,3,0,4,0,0,0,9,0,12,..,10,4,4,20,59,45,36,11,192,0,9,4,4,7,7,4,3,0,43,225,112,118,131,177,230,209,125,29,1350
POA6309,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,19,12,4,11,21,20,15,10,5,116,..,0,3,17,16,30,28,10,4,106,..,0,9,0,6,4,0,0,0,27,..,0,0,0,10,0,0,0,0,11,34,..,..,..,..,..,..,..,..,34,..,6,..,..,..,..,..,..,..,6,..,13,0,0,3,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,3,5,0,9,6,14,3,0,33,0,0,0,0,3,0,3,0,0,8,34,26,18,18,44,45,47,21,7,254
POA6311,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,3,0,0,0,15,0,4,0,0,0,3,5,0,0,12,46,25,27,16,38,50,38,12,0,264,..,0,26,26,42,71,56,18,6,241,..,13,10,4,18,5,3,6,0,55,..,0,4,5,3,0,5,3,0,15,86,..,..,..,..,..,..,..,..,86,..,5,..,..,..,..,..,..,..,5,..,9,7,3,3,0,0,0,0,26,..,0,0,0,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,6,6,0,0,3,0,0,0,14,..,0,5,3,9,19,19,12,0,66,0,9,0,0,3,3,3,0,0,15,86,34,51,43,82,103,87,38,10,525
POA6312,..,7,7,4,11,5,0,0,0,34,..,14,20,20,40,56,65,73,35,320,9,13,3,5,4,9,3,5,0,42,351,215,220,244,237,280,217,141,56,1959,..,9,132,220,242,305,266,119,27,1326,..,67,118,62,51,39,20,3,0,363,..,3,35,53,53,27,14,10,6,198,679,..,..,..,..,..,..,..,..,679,..,121,..,..,..,..,..,..,..,121,..,120,38,25,21,10,3,0,0,211,..,18,14,0,3,12,10,10,0,68,..,21,10,6,3,0,0,0,0,31,..,19,34,12,13,10,4,10,0,105,..,31,62,39,90,110,121,91,55,613,11,23,9,10,11,12,9,9,6,96,688,431,443,429,491,532,457,249,95,3812
POA6313,..,0,0,0,0,4,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,8,12,10,18,25,7,11,0,106,..,0,13,15,20,27,13,19,0,108,..,0,0,0,3,3,3,0,0,11,..,0,0,5,0,0,0,0,0,7,44,..,..,..,..,..,..,..,..,44,..,7,..,..,..,..,..,..,..,7,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,4,0,0,9,..,0,3,0,6,6,3,0,0,17,0,0,0,0,0,0,0,0,0,3,44,12,18,21,35,41,25,18,0,216
POA6315,..,0,0,0,0,6,4,0,0,18,..,6,3,7,18,28,23,19,16,116,0,3,4,0,7,5,3,4,0,22,120,62,76,84,102,138,125,59,21,776,..,0,48,94,83,146,156,65,10,603,..,22,57,28,24,27,6,0,0,169,..,0,11,13,16,9,7,11,4,70,267,..,..,..,..,..,..,..,..,267,..,32,..,..,..,..,..,..,..,32,..,34,6,8,11,3,3,0,0,72,..,4,4,4,0,5,0,4,0,21,..,0,6,0,0,0,0,0,0,7,..,8,3,4,9,6,14,0,0,45,..,9,15,15,35,60,51,42,18,246,0,3,4,4,7,13,9,4,0,41,267,116,154,177,194,265,241,130,35,1575
POA6316,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,7,9,0,0,16,0,0,0,0,0,0,0,0,0,7,30,10,20,23,20,25,23,10,5,167,..,0,18,25,27,42,15,7,3,133,..,4,17,9,5,7,9,0,0,40,..,0,0,0,4,3,0,0,0,10,74,..,..,..,..,..,..,..,..,74,..,10,..,..,..,..,..,..,..,10,..,13,4,3,0,0,0,0,0,18,..,0,0,0,0,0,4,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,8,11,5,0,38,0,0,0,0,0,3,0,0,0,12,78,30,36,40,41,64,46,15,3,343
POA6317,..,0,8,0,5,3,5,0,0,26,..,17,17,12,23,35,31,36,26,199,6,3,5,0,6,5,3,6,0,38,334,216,223,198,216,226,194,101,46,1750,..,10,140,218,230,296,255,116,25,1304,..,70,110,60,49,33,18,7,0,338,..,14,32,30,38,16,18,6,3,158,687,..,..,..,..,..,..,..,..,687,..,115,..,..,..,..,..,..,..,115,..,123,39,28,11,4,0,0,0,215,..,38,22,6,7,13,10,10,8,121,..,13,6,4,3,0,0,0,0,34,..,11,49,24,21,22,9,5,0,135,..,40,47,42,72,76,63,51,38,421,8,13,10,12,16,4,7,9,0,89,696,446,473,418,445,474,381,205,77,3607
POA6318,..,0,0,0,0,3,0,0,0,3,..,0,0,0,4,4,6,0,0,20,0,0,3,0,0,0,0,0,0,6,43,12,22,34,32,29,26,7,0,206,..,0,20,44,35,32,25,13,0,175,..,4,6,6,7,8,5,0,0,42,..,0,3,3,3,5,4,3,0,21,92,..,..,..,..,..,..,..,..,92,..,7,..,..,..,..,..,..,..,7,..,11,5,4,0,0,0,0,0,21,..,0,0,0,0,5,6,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,3,..,3,3,6,6,11,15,0,0,52,0,0,3,0,0,0,0,0,0,5,95,21,48,60,64,62,51,20,0,426
POA6320,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,7,6,3,16,0,0,0,0,0,0,0,0,0,6,59,25,33,33,20,38,17,11,4,236,..,0,12,30,31,56,22,11,5,169,..,12,24,15,5,8,4,0,0,65,..,0,6,5,3,5,0,0,0,23,107,..,..,..,..,..,..,..,..,107,..,10,..,..,..,..,..,..,..,10,..,13,9,0,0,3,0,0,0,25,..,5,0,0,0,5,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,5,5,0,0,14,12,10,3,45,0,4,3,0,0,0,0,0,0,14,107,60,54,53,45,90,38,29,5,481
POA6321,..,0,0,0,0,0,0,0,0,8,..,4,0,0,9,0,4,7,4,19,3,4,0,0,0,4,0,0,0,16,44,19,16,26,28,30,24,16,4,208,..,0,11,29,22,40,41,22,0,164,..,0,11,6,11,13,0,0,0,42,..,0,3,3,0,3,0,0,0,16,82,..,..,..,..,..,..,..,..,82,..,10,..,..,..,..,..,..,..,10,..,4,0,0,0,0,0,0,0,11,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,7,..,5,8,5,10,8,8,12,4,58,5,9,5,0,0,4,0,0,0,20,89,33,38,42,55,69,51,33,4,414
POA6322,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,9,24,15,11,9,13,18,10,10,0,108,..,3,6,16,10,24,21,14,4,88,..,0,5,3,9,0,4,4,0,25,..,0,0,0,3,0,0,0,0,7,43,..,..,..,..,..,..,..,..,43,..,3,..,..,..,..,..,..,..,3,..,7,5,0,0,0,0,0,0,10,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,5,7,0,0,20,0,0,4,0,7,0,0,0,0,13,43,16,14,20,29,34,30,21,7,213
POA6323,..,0,0,0,0,0,0,0,0,9,..,0,0,0,8,6,20,14,0,53,6,0,0,3,0,6,4,0,0,17,74,29,24,45,64,81,89,41,0,457,..,3,21,40,62,113,102,48,0,386,..,9,15,17,25,16,14,4,0,94,..,0,0,7,12,5,0,4,0,32,153,..,..,..,..,..,..,..,..,153,..,27,..,..,..,..,..,..,..,27,..,26,6,5,4,3,0,0,0,41,..,3,0,3,0,3,9,6,0,19,..,0,0,0,0,0,0,0,0,4,..,3,0,0,3,7,6,0,0,21,..,5,8,7,20,30,42,22,3,135,7,0,0,3,0,6,3,0,0,26,155,72,55,77,129,178,186,86,7,946
POA6324,..,0,3,0,3,7,8,3,0,27,..,6,5,10,15,50,50,37,21,191,4,8,8,4,7,11,5,0,4,51,261,146,156,182,228,269,225,87,44,1596,..,15,119,177,260,310,268,105,28,1280,..,38,95,68,66,48,41,3,0,351,..,3,20,34,27,12,3,3,10,113,556,..,..,..,..,..,..,..,..,556,..,116,..,..,..,..,..,..,..,116,..,95,31,8,8,4,0,0,0,148,..,7,4,0,4,4,13,0,11,45,..,3,0,3,7,4,0,0,0,22,..,9,8,12,16,22,12,4,0,76,..,12,14,30,41,84,101,54,32,367,8,19,9,5,10,16,14,5,0,89,568,316,291,334,440,507,454,184,75,3175
POA6326,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,0,0,0,4,33,25,22,23,37,41,32,3,0,224,..,3,11,30,49,59,45,16,3,210,..,0,14,4,6,9,8,4,0,46,..,0,0,0,3,3,6,0,0,21,67,..,..,..,..,..,..,..,..,67,..,22,..,..,..,..,..,..,..,22,..,17,11,0,0,0,0,0,0,34,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,11,..,0,0,0,3,9,12,3,0,34,0,0,0,0,3,4,0,0,0,3,67,43,44,45,64,86,70,24,8,442
POA6327,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,5,10,14,18,14,18,3,4,107,..,0,11,18,28,12,24,10,3,101,..,0,3,4,6,3,0,0,0,20,..,0,0,0,0,0,0,0,0,5,49,..,..,..,..,..,..,..,..,49,..,4,..,..,..,..,..,..,..,4,..,5,4,5,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,..,0,3,0,0,4,4,3,0,19,0,0,0,0,0,4,0,0,0,4,49,9,23,26,40,23,32,16,5,223
POA6328,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,4,0,4,0,11,0,0,0,0,0,0,0,0,0,10,40,17,26,19,19,32,19,5,0,175,..,3,28,33,19,51,21,13,0,168,..,7,12,6,5,4,0,0,0,31,..,0,0,6,0,0,0,0,0,5,75,..,..,..,..,..,..,..,..,75,..,10,..,..,..,..,..,..,..,10,..,10,7,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,4,..,3,11,7,4,8,5,8,0,39,0,0,0,0,0,8,0,0,0,12,75,35,59,44,25,73,33,22,0,370
POA6330,..,107,73,21,35,61,30,18,0,347,..,69,125,120,275,506,609,542,285,2525,54,58,54,42,49,94,79,41,15,478,3073,1787,1811,2012,2398,2548,2197,1363,481,17671,..,96,1219,1984,2445,2671,2575,1435,363,12778,..,431,895,663,594,522,250,73,5,3427,..,38,207,419,466,218,91,67,57,1565,6187,..,..,..,..,..,..,..,..,6187,..,1318,..,..,..,..,..,..,..,1318,..,1084,442,141,115,73,19,0,0,1864,..,177,91,34,57,92,110,63,33,646,..,119,103,38,38,31,12,4,0,348,..,192,168,59,79,109,65,38,0,713,..,154,301,263,511,899,970,759,406,4262,121,125,110,92,112,155,150,68,21,946,6311,3736,3528,3696,4413,4766,4234,2500,885,34067
POA6333,..,3,9,0,6,23,14,8,0,69,..,12,19,17,29,80,114,80,42,384,9,10,6,10,15,25,20,12,3,107,476,179,190,342,375,460,448,231,75,2772,..,0,108,327,372,449,502,290,39,2097,..,19,103,123,109,130,80,15,3,574,..,0,12,55,70,37,17,4,6,209,944,..,..,..,..,..,..,..,..,944,..,198,..,..,..,..,..,..,..,198,..,106,26,22,19,15,4,0,0,187,..,6,3,8,7,10,8,7,9,46,..,6,13,3,5,6,3,0,0,42,..,9,15,6,13,34,23,13,4,115,..,15,34,33,74,161,203,128,65,707,23,20,14,29,28,46,46,14,0,222,971,377,325,607,695,883,880,478,127,5334
POA6335,..,0,4,4,0,0,0,0,0,11,..,7,0,0,0,7,4,0,0,23,0,0,0,0,0,0,0,0,0,5,69,26,56,45,38,41,30,13,0,320,..,10,54,58,59,53,49,10,0,293,..,4,26,13,7,14,0,0,0,59,..,0,3,4,6,0,0,0,0,12,145,..,..,..,..,..,..,..,..,145,..,15,..,..,..,..,..,..,..,15,..,18,7,9,5,0,0,0,0,37,..,3,6,0,3,0,7,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,4,9,0,3,4,0,0,17,..,3,3,3,3,26,15,4,0,67,4,0,4,0,4,3,0,0,0,15,148,53,102,95,73,101,78,21,3,675
POA6336,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,4,0,0,0,8,0,0,7,0,4,0,0,0,0,12,28,6,26,16,20,23,13,0,0,138,..,0,22,22,27,25,20,4,0,116,..,4,10,5,0,5,3,0,0,24,..,0,3,4,0,3,0,0,0,10,61,..,..,..,..,..,..,..,..,61,..,0,..,..,..,..,..,..,..,0,..,5,4,0,0,0,0,0,0,15,..,0,0,0,0,0,5,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,3,9,0,8,18,3,3,0,39,0,0,7,3,6,0,0,0,0,18,60,16,46,36,45,50,35,7,0,300
POA6337,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,51,12,33,28,28,27,8,3,0,196,..,0,25,52,38,38,14,6,0,174,..,4,21,11,6,4,0,0,0,45,..,0,6,0,4,4,0,0,0,11,114,..,..,..,..,..,..,..,..,114,..,4,..,..,..,..,..,..,..,4,..,9,3,0,6,0,0,0,0,17,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,..,6,8,3,5,22,3,0,0,57,0,4,3,6,0,0,0,0,0,12,116,35,68,74,57,70,26,6,0,445
POA6338,..,0,0,0,0,0,3,3,0,4,..,3,0,4,0,4,13,5,0,35,0,0,0,0,0,3,0,0,0,12,60,13,32,40,43,51,45,12,3,308,..,0,23,48,57,61,56,24,0,266,..,11,23,19,17,11,4,0,0,81,..,0,0,5,0,0,0,0,0,9,120,..,..,..,..,..,..,..,..,120,..,7,..,..,..,..,..,..,..,7,..,14,0,0,0,0,0,0,0,10,..,3,0,0,0,0,5,0,0,12,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,3,3,0,4,..,8,9,6,7,18,30,4,0,89,0,0,0,5,3,8,5,0,0,32,129,38,64,80,79,103,100,34,6,640
POA6341,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,25,8,14,19,17,10,11,4,0,100,..,0,14,31,23,12,15,3,0,96,..,3,6,5,8,5,0,0,0,26,..,0,0,0,0,0,0,0,0,4,54,..,..,..,..,..,..,..,..,54,..,6,..,..,..,..,..,..,..,6,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,4,0,0,0,0,0,0,6,..,8,3,0,4,5,3,5,0,23,0,0,0,0,0,0,0,0,0,5,54,25,22,37,34,17,18,10,0,229
POA6343,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,20,3,16,14,14,7,9,4,0,85,..,0,10,26,19,12,9,3,0,74,..,0,14,5,5,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,40,..,..,..,..,..,..,..,..,40,..,3,..,..,..,..,..,..,..,3,..,0,6,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,4,10,8,4,0,0,30,0,0,0,0,0,0,0,0,0,4,40,5,27,32,35,15,10,6,0,183
POA6346,..,0,0,0,0,0,0,0,0,3,..,0,4,0,7,4,3,0,4,26,0,3,3,0,0,5,0,0,0,14,80,26,49,38,45,44,28,11,4,315,..,0,34,48,52,57,32,16,0,244,..,9,17,14,19,7,4,0,0,79,..,0,5,6,6,5,0,0,0,23,138,..,..,..,..,..,..,..,..,138,..,11,..,..,..,..,..,..,..,11,..,14,4,3,0,0,0,0,0,28,..,3,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,3,7,3,0,4,0,0,0,17,..,3,16,6,19,11,8,3,9,78,0,10,6,0,3,6,0,0,0,20,138,56,87,79,92,92,49,24,10,641
POA6348,..,0,0,0,3,0,0,0,0,4,..,7,9,5,6,9,15,24,4,73,4,0,4,4,0,0,6,0,0,17,86,26,70,64,53,66,53,49,11,472,..,0,42,51,51,65,63,42,7,333,..,9,48,26,19,21,15,0,0,135,..,0,4,13,5,6,3,5,0,38,176,..,..,..,..,..,..,..,..,176,..,9,..,..,..,..,..,..,..,9,..,8,4,4,3,5,0,0,0,24,..,0,0,0,0,0,0,0,0,15,..,0,0,0,0,4,0,0,0,7,..,0,6,0,3,0,0,0,0,16,..,7,17,14,26,34,38,26,9,174,13,0,4,3,0,4,9,0,0,40,190,46,124,118,116,141,126,80,16,959
