POA_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
POA6158,18,272,8,30,25,11,0,7,0,366,30,155,0,29,19,4,0,0,0,238,76,100,8,20,78,25,0,0,3,314,38,142,0,45,31,10,0,0,5,270,21,52,0,10,15,6,0,3,0,117,9,5,16,7,12,7,0,0,0,54,0,0,0,0,0,0,0,0,0,0,10,16,0,3,0,0,0,0,0,34,3,6,0,7,0,3,0,0,3,22,243,834,53,160,223,77,8,14,15,1621,42,109,11,6,23,3,3,6,3,211,17,22,4,3,5,3,4,0,0,53,112,130,102,9,24,11,13,20,0,419,38,40,45,5,6,0,0,7,3,135,16,26,9,4,11,0,0,7,0,66,27,383,14,43,22,8,0,4,0,509,44,209,0,37,22,5,0,0,0,318,208,205,12,33,104,55,9,17,7,641,79,219,6,64,36,13,0,8,5,431,29,69,10,18,18,11,3,9,0,176
POA6159,9,167,11,22,7,7,0,0,0,219,18,59,0,13,10,0,0,0,0,103,54,49,6,16,29,6,0,3,0,165,21,83,6,17,15,6,0,4,0,145,9,31,4,10,5,0,0,4,0,52,4,0,6,6,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,9,130,470,37,91,91,23,0,16,5,858,22,58,3,10,5,4,4,0,0,109,5,21,0,0,0,0,0,0,0,27,54,87,38,0,7,6,7,3,0,198,18,38,17,0,5,3,0,9,0,97,9,20,3,4,6,4,0,0,0,41,20,241,8,24,10,3,0,0,0,314,17,82,0,15,10,0,0,3,0,135,124,115,11,19,34,18,6,4,13,343,50,142,8,27,19,3,0,4,4,260,13,49,8,11,5,5,0,5,3,99
POA6160,17,284,14,51,20,12,0,4,4,405,17,166,4,42,15,6,0,3,0,254,84,93,3,22,88,19,5,3,9,327,52,231,4,64,41,18,3,12,5,440,29,84,12,25,26,19,0,9,0,203,9,5,29,23,9,11,0,9,0,92,0,0,0,0,0,0,0,0,0,5,7,12,0,0,3,7,0,0,0,35,0,3,0,12,3,0,0,4,6,27,264,1037,90,261,230,102,23,59,21,2077,40,158,9,22,11,5,4,7,6,256,7,38,3,4,0,0,0,6,0,59,88,182,161,18,20,11,17,24,12,512,37,109,60,7,7,3,3,17,0,241,18,38,10,7,8,0,0,5,0,101,35,405,19,61,26,15,0,10,4,568,29,226,9,44,22,8,0,10,0,341,178,185,18,32,111,37,15,14,7,606,98,365,14,106,61,21,9,27,9,713,46,151,28,40,25,24,0,16,0,339
POA6161,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,3,15,4,4,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,4,5,4,0,0,0,18,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5
POA6162,39,373,12,56,27,4,4,3,7,519,23,235,8,38,13,9,5,5,0,337,99,108,6,38,117,27,4,5,6,410,61,264,8,103,62,18,4,11,0,535,31,110,20,34,18,16,4,0,0,244,19,0,31,25,18,5,0,0,0,108,0,0,0,0,0,0,0,0,0,5,12,21,0,5,10,3,0,0,0,50,3,6,0,9,0,0,0,0,3,31,331,1270,116,338,299,101,23,39,23,2547,46,166,28,20,19,8,4,7,0,298,12,41,13,3,6,4,0,0,0,77,110,212,210,31,25,11,41,32,8,683,58,75,100,14,10,3,3,16,3,290,27,56,18,9,18,3,4,8,3,147,62,504,22,78,33,12,7,8,7,730,40,311,11,45,11,10,6,7,0,440,227,219,22,54,145,46,7,18,9,747,100,394,24,134,75,24,8,19,4,778,47,178,42,52,23,30,9,15,0,391
POA6163,92,1191,83,330,135,47,16,35,13,1949,106,858,12,277,90,33,8,18,8,1411,356,441,52,174,766,197,26,69,23,2104,174,594,41,508,240,72,21,60,16,1725,73,230,50,76,75,60,11,23,6,607,61,25,202,146,84,70,9,49,3,647,0,0,0,0,0,5,0,7,0,9,16,37,11,28,25,8,0,8,0,138,21,28,14,38,37,16,3,21,41,215,1021,3860,633,1667,1588,569,119,346,124,9940,123,464,118,78,70,32,19,31,14,951,71,210,60,18,35,24,27,30,0,472,431,778,1578,82,159,87,249,224,46,3638,145,130,560,33,56,28,72,108,12,1134,62,126,128,26,42,15,31,54,4,487,153,1546,118,433,159,55,29,62,20,2569,158,1114,32,305,100,39,23,33,13,1825,753,817,154,263,938,310,108,159,42,3546,272,838,85,691,289,101,54,123,38,2495,124,368,135,119,97,87,34,56,6,1032
POA6164,90,1523,106,445,182,59,13,50,14,2473,120,896,29,510,113,26,5,29,7,1735,449,660,63,262,1255,300,38,131,33,3197,165,485,53,630,352,102,16,62,20,1881,63,104,28,54,97,57,9,20,7,438,94,31,267,217,178,99,23,63,5,981,0,5,0,3,3,0,0,4,0,11,17,21,12,30,21,9,4,7,4,117,18,25,14,60,46,22,4,31,40,251,1154,4286,803,2334,2433,750,140,470,143,12512,109,423,137,60,86,36,25,29,7,911,149,457,136,33,70,40,46,52,14,1013,639,1184,2517,141,226,115,435,300,72,5635,143,107,612,35,69,30,113,140,15,1271,53,87,82,25,30,22,15,43,0,360,154,1958,142,558,202,65,43,69,21,3210,164,1163,55,547,129,37,23,39,10,2166,1002,1221,222,358,1551,460,210,246,59,5325,262,681,109,858,438,135,92,124,27,2722,98,190,76,72,116,84,31,47,12,725
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,18,191,14,56,29,9,0,3,0,321,24,169,6,62,27,7,0,3,0,299,88,73,10,32,153,33,5,8,6,401,21,75,3,102,66,12,0,8,5,288,14,19,8,15,14,3,0,0,0,73,10,9,58,36,23,31,4,11,5,184,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,3,0,0,3,25,8,4,5,5,5,0,0,8,10,40,204,606,120,313,331,109,18,59,26,1784,22,53,12,0,5,6,4,4,0,106,13,26,4,0,3,0,3,4,0,61,138,129,454,14,35,17,68,63,14,921,25,14,137,0,13,11,26,21,6,254,13,12,15,5,3,0,4,8,0,64,35,254,17,66,31,13,7,9,0,424,36,211,5,63,27,11,3,10,0,368,198,162,38,40,181,56,19,24,13,730,43,107,11,118,73,18,10,21,0,406,15,34,11,19,16,9,6,4,4,121
POA6167,25,321,40,198,53,22,13,20,0,683,36,206,10,136,36,19,10,17,0,479,114,135,25,93,361,97,25,63,9,917,51,115,12,360,110,39,14,61,6,765,6,25,11,18,33,17,0,9,0,130,31,14,88,79,62,38,16,35,4,363,0,0,0,0,3,0,0,0,0,4,9,10,4,20,13,8,0,4,0,56,5,5,0,21,18,12,5,22,14,116,300,928,255,978,737,282,92,287,48,3905,21,67,43,13,20,9,14,13,4,207,33,107,48,19,23,28,23,25,0,308,118,176,932,41,70,37,212,154,25,1765,26,22,229,14,20,10,58,58,0,440,22,26,34,14,15,13,20,27,5,175,35,386,51,227,59,24,27,32,5,846,44,262,16,149,39,22,18,24,0,575,207,231,76,130,435,135,85,99,20,1412,70,160,35,444,137,55,41,83,12,1044,23,48,33,29,38,32,8,24,0,238
POA6168,9,214,34,152,45,23,8,24,6,516,26,158,15,153,35,12,6,17,4,419,80,90,22,76,274,73,21,40,8,675,48,96,15,305,64,26,8,49,10,631,4,14,8,27,15,6,0,4,0,81,36,9,78,62,28,26,8,23,5,280,0,0,0,4,0,4,0,3,0,12,0,8,0,18,10,5,0,9,0,43,3,12,0,31,18,10,0,13,17,98,230,664,236,867,516,199,64,196,49,3017,15,52,28,20,20,5,5,9,0,142,26,38,23,24,14,15,11,9,0,151,147,138,764,72,61,29,168,120,24,1520,24,14,190,26,13,12,40,60,5,389,10,20,35,10,5,14,14,28,0,130,31,270,47,195,48,24,14,29,10,654,38,209,15,166,36,14,14,19,0,515,172,148,57,109,323,87,52,71,15,1033,70,127,40,385,80,38,32,71,9,854,12,24,29,34,17,15,10,14,0,167
POA6169,38,436,58,192,61,35,11,22,0,861,45,358,10,242,51,15,11,20,3,752,141,150,33,121,429,126,20,69,14,1093,64,164,18,447,139,72,14,55,7,981,6,32,8,23,29,24,6,12,4,137,26,17,114,97,49,42,13,26,5,392,0,0,3,0,0,0,0,4,0,11,8,7,3,11,7,5,0,5,0,52,10,5,5,36,15,21,8,17,15,138,397,1264,345,1218,840,361,101,258,60,4844,37,84,52,22,24,13,8,9,0,253,29,78,33,20,27,9,11,20,4,225,243,252,1352,87,91,44,236,175,38,2528,49,22,365,20,24,15,64,91,12,657,25,31,54,11,9,9,24,27,0,197,64,531,76,237,70,36,19,25,4,1062,66,449,21,257,56,16,28,31,4,934,267,250,92,150,478,177,84,110,23,1628,104,230,44,546,154,76,45,91,13,1299,18,57,27,36,34,33,15,26,3,249
POA6170,12,340,20,151,34,15,8,12,3,602,19,147,9,131,24,12,0,7,3,348,92,122,14,79,255,96,20,58,5,744,29,96,14,244,69,27,6,33,0,518,8,23,6,15,16,13,0,6,0,94,17,7,72,53,35,28,8,28,5,249,0,0,0,0,0,0,0,3,0,4,3,0,0,6,4,0,0,4,0,32,4,4,0,14,7,4,0,11,13,63,211,819,207,750,501,221,63,186,32,2992,19,68,35,27,17,16,12,9,0,193,27,106,61,31,25,14,24,19,0,310,97,185,669,39,57,35,165,85,15,1349,21,10,144,9,3,7,32,35,10,272,11,12,32,10,9,5,4,12,0,98,23,413,29,187,46,20,10,21,4,753,22,172,11,147,32,14,15,7,4,428,185,231,57,122,328,119,87,78,15,1227,48,123,28,311,84,31,24,69,10,733,15,36,17,23,17,21,7,12,0,150
POA6171,43,601,67,280,73,39,10,18,9,1140,50,433,13,323,70,31,4,21,4,944,194,226,50,161,596,137,27,71,15,1476,85,213,40,444,136,57,20,56,14,1062,21,52,11,30,32,23,4,15,0,188,53,21,138,150,92,66,18,48,3,597,0,0,0,0,0,3,0,0,0,11,6,7,5,16,10,12,3,5,0,66,13,12,9,37,24,12,9,12,23,140,509,1671,426,1504,1110,412,112,281,71,6090,36,88,45,28,20,7,13,19,0,258,62,107,53,24,25,20,19,26,3,338,311,275,1577,79,118,46,267,156,36,2854,57,26,364,26,32,16,97,82,8,715,28,11,44,23,11,11,22,27,0,172,93,732,85,323,78,44,29,32,14,1436,73,552,14,337,73,31,17,26,4,1135,406,375,123,224,704,186,115,114,27,2272,125,266,64,606,164,77,51,92,20,1457,30,83,37,44,42,33,24,29,0,319
POA6172,10,141,20,89,27,15,6,12,4,326,18,110,6,103,23,11,0,3,0,280,47,53,24,50,159,42,6,20,3,411,21,73,12,183,49,30,9,22,0,401,0,11,7,11,4,12,0,5,0,53,28,5,46,47,24,31,5,16,0,194,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,18,0,6,0,4,5,8,0,0,7,40,145,430,142,512,307,174,33,107,14,1868,13,32,19,4,5,8,3,3,3,81,5,19,15,9,9,0,12,10,0,83,87,73,566,31,34,20,120,73,11,1015,24,6,122,5,6,7,41,39,7,252,6,5,20,4,3,4,3,22,0,62,24,169,30,109,28,15,15,18,4,405,27,145,10,106,26,14,5,7,4,346,106,74,45,66,186,65,36,34,9,623,41,83,17,223,52,37,15,31,4,508,0,20,10,12,10,20,8,10,0,90
POA6173,12,229,21,96,21,18,5,8,0,413,30,173,0,136,25,6,5,5,0,383,70,90,11,51,174,52,9,14,0,478,29,63,12,159,42,27,5,15,5,365,4,17,3,11,12,10,3,0,0,61,22,12,56,49,38,26,5,12,0,229,0,0,0,0,0,0,0,0,0,3,3,7,0,3,4,3,0,0,4,28,5,0,0,5,15,8,0,0,10,39,190,624,141,528,355,161,34,68,30,2129,10,45,15,11,6,8,0,3,0,97,14,37,13,6,9,0,3,6,0,90,171,125,589,34,32,17,87,63,20,1142,29,10,153,18,12,10,34,23,3,287,13,5,19,4,9,0,4,13,0,68,35,284,33,117,27,18,10,7,0,535,40,217,4,148,31,10,12,8,3,482,155,149,43,72,198,69,27,29,5,746,48,86,22,211,54,37,9,25,12,507,7,28,5,14,17,18,4,8,0,105
POA6174,5,78,11,43,11,8,4,0,0,162,15,86,0,68,11,8,0,4,0,193,30,42,5,17,83,25,4,11,0,214,28,32,9,80,25,10,0,7,0,188,6,11,9,4,3,8,0,0,0,44,19,3,18,13,12,9,3,4,0,93,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,4,0,3,3,3,0,0,0,18,112,269,76,235,160,85,20,29,11,1000,0,8,5,5,6,3,4,5,0,35,6,12,3,0,3,4,4,3,0,34,43,36,243,11,10,10,43,28,6,437,7,3,78,0,0,3,18,17,0,131,6,9,11,0,4,0,5,4,0,39,9,97,17,55,11,8,6,6,0,208,19,103,3,70,12,8,5,4,0,223,51,58,12,23,96,28,18,15,0,299,24,41,13,96,31,12,9,15,0,245,10,15,16,5,8,12,0,5,0,67
POA6175,8,69,14,22,7,0,0,0,4,132,7,91,3,45,9,4,0,8,7,172,18,21,5,13,56,9,0,4,0,116,5,18,3,48,26,5,0,0,4,112,3,9,7,0,7,3,0,0,0,24,5,3,13,15,11,6,0,8,0,61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,17,50,236,57,159,109,44,7,26,16,693,5,12,9,0,0,0,0,3,0,31,0,4,6,0,0,0,0,0,0,16,41,32,179,12,10,4,31,19,0,336,17,7,61,0,4,0,18,13,0,119,9,3,12,4,0,0,3,5,0,28,13,82,16,32,7,7,0,3,8,160,8,123,4,53,9,9,0,6,7,215,39,30,18,18,59,12,6,6,0,191,7,26,5,65,23,7,0,3,4,144,3,9,8,3,7,3,5,0,0,39
POA6176,0,27,5,12,10,4,0,0,0,55,6,20,0,19,0,3,0,0,0,57,15,11,0,0,22,6,0,5,0,62,4,5,0,37,11,3,0,5,0,74,0,0,0,6,3,3,0,0,0,15,0,0,12,15,6,4,0,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,11,38,73,17,94,61,27,6,18,5,333,5,3,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,16,16,12,86,6,6,6,30,11,9,170,5,0,19,0,3,0,13,9,0,54,0,4,0,0,0,0,0,10,0,15,0,24,4,19,10,4,3,0,0,62,9,33,0,24,0,3,0,0,0,71,21,12,0,5,21,13,6,8,5,85,13,9,0,42,11,3,0,8,5,84,0,4,0,3,3,3,0,0,0,21
POA6180,3,111,17,60,18,6,0,0,0,217,11,85,0,52,9,4,0,0,0,173,36,36,8,21,99,31,3,5,0,239,12,30,8,98,19,12,3,13,0,206,4,8,5,9,9,5,0,4,0,34,12,4,30,22,24,11,6,8,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,6,0,0,8,5,26,88,292,75,280,185,79,27,46,6,1079,6,9,7,3,7,0,0,5,0,31,10,7,10,4,6,4,7,8,0,47,61,42,246,3,11,6,69,32,4,476,9,5,54,0,3,0,14,11,0,101,0,7,8,0,0,3,4,12,0,35,13,126,19,68,18,7,9,0,3,264,22,117,5,57,9,10,7,4,0,214,58,50,23,35,102,37,20,20,3,352,23,37,16,127,25,14,8,19,0,275,3,12,5,13,9,7,4,3,0,53
POA6181,0,7,0,4,3,0,0,0,0,13,3,4,0,0,0,0,0,0,0,11,3,0,0,0,9,6,0,0,0,25,0,0,0,8,4,0,0,0,0,15,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,3,18,17,7,5,4,3,87,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,6,31,0,0,0,4,0,3,56,4,0,4,0,0,0,0,3,0,11,6,0,5,0,0,0,0,0,0,6,0,9,0,6,3,0,0,0,0,20,3,6,0,0,0,0,3,0,0,14,3,8,0,0,9,0,0,0,0,32,0,0,0,9,4,0,0,0,0,20,0,0,0,4,0,0,0,0,0,3
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,3,8,3,5,0,3,0,0,0,25,0,12,0,13,0,0,0,3,0,32,4,3,5,7,11,6,4,5,0,38,0,0,0,7,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,21,33,23,32,27,12,0,12,0,161,0,4,6,0,0,0,0,0,0,6,0,4,4,0,0,0,0,0,0,4,9,3,70,4,7,0,9,3,0,108,0,0,9,0,0,0,0,0,0,16,0,3,4,0,4,0,0,3,0,12,8,9,4,5,0,3,0,0,0,30,3,19,0,13,0,0,0,3,0,41,9,6,6,3,11,6,0,9,0,51,3,0,3,13,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3
POA6208,20,113,33,48,14,10,0,8,3,260,22,98,0,75,22,8,4,9,0,234,48,38,13,26,143,44,18,24,0,351,22,36,3,135,19,14,10,16,5,251,3,6,0,6,0,4,4,0,0,24,15,4,48,34,16,27,7,15,0,160,0,0,0,3,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,18,7,5,3,10,3,9,0,5,0,49,140,319,131,363,241,110,43,98,13,1466,8,14,11,3,3,6,0,0,0,45,4,5,3,6,6,5,3,4,0,39,65,44,465,7,17,6,123,53,11,803,17,3,76,0,5,0,38,21,0,166,9,10,20,9,6,4,14,21,4,108,29,132,33,69,17,10,13,16,3,318,27,141,6,81,21,6,10,13,0,301,82,50,25,35,156,53,28,32,3,459,35,52,9,167,24,17,13,25,5,330,3,7,9,10,0,4,6,5,0,50
POA6209,4,18,0,12,7,0,0,0,0,40,3,21,0,8,0,5,0,0,0,41,5,8,7,3,12,3,0,0,0,39,0,8,0,16,12,0,0,0,0,43,0,0,3,0,0,0,0,0,0,4,4,0,10,5,6,3,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,22,63,25,47,30,17,9,11,0,218,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,3,67,0,0,0,15,6,3,117,9,0,25,0,0,5,5,12,0,45,4,4,6,0,4,5,3,0,0,25,7,15,0,14,7,0,0,0,0,43,8,24,0,8,0,5,0,0,0,44,17,13,9,5,12,5,0,5,0,57,0,8,4,16,12,0,4,0,0,48,0,0,3,0,0,3,0,0,0,5
POA6210,83,827,97,410,131,73,25,44,12,1703,98,821,18,479,108,57,12,29,8,1636,281,278,77,226,772,265,53,110,19,2078,121,331,51,882,208,109,37,98,16,1857,28,64,21,56,35,40,0,26,0,271,108,26,231,205,96,134,35,88,6,934,0,0,0,0,0,4,0,3,0,12,7,24,8,21,21,7,5,12,0,104,25,27,10,52,38,33,14,35,32,270,826,2549,654,2413,1495,767,231,505,103,9546,53,175,74,36,28,17,17,19,0,415,54,90,66,27,34,26,32,36,8,366,452,413,2165,93,139,105,506,281,64,4221,138,41,660,30,30,27,188,151,38,1303,52,44,104,16,28,26,62,73,4,410,129,1066,134,483,138,82,54,72,15,2185,148,1053,31,511,115,62,50,40,12,2018,559,479,196,285,867,381,159,174,38,3132,177,420,91,1050,231,130,95,155,22,2368,39,88,46,78,45,58,12,36,0,407
